Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2009	06	Hoya de Huesca / Plana de Uesca	80	Actividades de seguridad e investigación	14
2009	06	Hoya de Huesca / Plana de Uesca	81	Servicios a edificios y actividades de jardinería	106
2009	06	Hoya de Huesca / Plana de Uesca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	158
2009	06	Hoya de Huesca / Plana de Uesca	85	Educación	343
2009	06	Hoya de Huesca / Plana de Uesca	86	Actividades sanitarias	234
2009	06	Hoya de Huesca / Plana de Uesca	87	Asistencia en establecimientos residenciales	15
2009	06	Hoya de Huesca / Plana de Uesca	88	Actividades de servicios sociales sin alojamiento	17
2009	06	Hoya de Huesca / Plana de Uesca	90	Actividades de creación, artísticas y espectáculos	111
2009	06	Hoya de Huesca / Plana de Uesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	16
2009	06	Hoya de Huesca / Plana de Uesca	92	Actividades de juegos de azar y apuestas	38
2009	06	Hoya de Huesca / Plana de Uesca	93	Actividades deportivas, recreativas y de entretenimiento	54
2009	06	Hoya de Huesca / Plana de Uesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	94
2009	06	Hoya de Huesca / Plana de Uesca	96	Otros servicios personales	282
2009	07	Somontano de Barbastro	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	316
2009	07	Somontano de Barbastro	02	Silvicultura y explotación forestal	4
2009	07	Somontano de Barbastro	05	Extracción de antracita, hulla y lignito	1
2009	07	Somontano de Barbastro	08	Otras industrias extractivas	7
2009	07	Somontano de Barbastro	10	Industria de la alimentación	49
2009	07	Somontano de Barbastro	11	Fabricación de bebidas	39
2009	07	Somontano de Barbastro	13	Industria textil	9
2009	07	Somontano de Barbastro	14	Confección de prendas de vestir	2
2009	07	Somontano de Barbastro	15	Industria del cuero y del calzado	4
2009	07	Somontano de Barbastro	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	25
2009	07	Somontano de Barbastro	17	Industria del papel	3
2009	07	Somontano de Barbastro	18	Artes gráficas y reproducción de soportes grabados	10
2009	07	Somontano de Barbastro	20	Industria química	15
2009	07	Somontano de Barbastro	21	Fabricación de productos farmacéuticos	1
2009	07	Somontano de Barbastro	22	Fabricación de productos de caucho y plásticos	4
2009	07	Somontano de Barbastro	23	Fabricación de otros productos minerales no metálicos	22
2009	07	Somontano de Barbastro	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2009	07	Somontano de Barbastro	25	Fabricación de productos metálicos, excepto maquinaria y equipo	64
2009	07	Somontano de Barbastro	27	Fabricación de material y equipo eléctrico	3
2009	07	Somontano de Barbastro	28	Fabricación de maquinaria y equipo n.c.o.p.	18
2009	07	Somontano de Barbastro	29	Fabricación de vehículos de motor, remolques y semirremolques	4
2009	07	Somontano de Barbastro	31	Fabricación de muebles	13
2009	07	Somontano de Barbastro	32	Otras industrias manufactureras	2
2009	07	Somontano de Barbastro	33	Reparación e instalación de maquinaria y equipo	9
2009	07	Somontano de Barbastro	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	41
2009	07	Somontano de Barbastro	36	Captación, depuración y distribución de agua	1
2009	07	Somontano de Barbastro	37	Recogida y tratamiento de aguas residuales	2
2009	07	Somontano de Barbastro	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2009	07	Somontano de Barbastro	39	Actividades de descontaminación y otros servicios de gestión de residuos	4
2009	07	Somontano de Barbastro	41	Construcción de edificios	169
2009	07	Somontano de Barbastro	42	Ingeniería civil	20
2009	07	Somontano de Barbastro	43	Actividades de construcción especializada	346
2009	07	Somontano de Barbastro	45	Venta y reparación de vehículos de motor y motocicletas	81
2009	07	Somontano de Barbastro	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	182
2009	07	Somontano de Barbastro	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	575
2009	07	Somontano de Barbastro	49	Transporte terrestre y por tubería	129
2009	07	Somontano de Barbastro	52	Almacenamiento y actividades anexas al transporte	6
2009	07	Somontano de Barbastro	53	Actividades postales y de correos	4
2009	07	Somontano de Barbastro	55	Servicios de alojamiento	87
2009	07	Somontano de Barbastro	56	Servicios de comidas y bebidas	295
2009	07	Somontano de Barbastro	58	Edición	12
2009	07	Somontano de Barbastro	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2009	07	Somontano de Barbastro	60	Actividades de programación y emisión de radio y televisión	4
2009	07	Somontano de Barbastro	61	Telecomunicaciones	4
2009	07	Somontano de Barbastro	62	Programación, consultoría y otras actividades relacionadas con la informática	22
2009	07	Somontano de Barbastro	63	Servicios de información	5
2009	07	Somontano de Barbastro	64	Servicios financieros, excepto seguros y fondos de pensiones	30
2009	07	Somontano de Barbastro	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
2009	07	Somontano de Barbastro	66	Actividades auxiliares a los servicios financieros y a los seguros	32
2009	07	Somontano de Barbastro	68	Actividades inmobiliarias	272
2009	07	Somontano de Barbastro	69	Actividades jurídicas y de contabilidad	51
2009	07	Somontano de Barbastro	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	107
2009	07	Somontano de Barbastro	72	Investigación y desarrollo	13
2009	07	Somontano de Barbastro	73	Publicidad y estudios de mercado	17
2009	07	Somontano de Barbastro	74	Otras actividades profesionales, científicas y técnicas	29
2009	07	Somontano de Barbastro	75	Actividades veterinarias	13
2009	07	Somontano de Barbastro	77	Actividades de alquiler	43
2009	07	Somontano de Barbastro	78	Actividades relacionadas con el empleo	7
2009	07	Somontano de Barbastro	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	12
2009	07	Somontano de Barbastro	81	Servicios a edificios y actividades de jardinería	15
2009	07	Somontano de Barbastro	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	42
2009	07	Somontano de Barbastro	85	Educación	97
2009	07	Somontano de Barbastro	86	Actividades sanitarias	50
2009	07	Somontano de Barbastro	87	Asistencia en establecimientos residenciales	5
2009	07	Somontano de Barbastro	88	Actividades de servicios sociales sin alojamiento	13
2009	07	Somontano de Barbastro	90	Actividades de creación, artísticas y espectáculos	14
2009	07	Somontano de Barbastro	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	7
2009	07	Somontano de Barbastro	92	Actividades de juegos de azar y apuestas	18
2009	07	Somontano de Barbastro	93	Actividades deportivas, recreativas y de entretenimiento	33
2009	07	Somontano de Barbastro	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	31
2009	07	Somontano de Barbastro	96	Otros servicios personales	109
2009	08	Cinca Medio	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	411
2009	08	Cinca Medio	02	Silvicultura y explotación forestal	3
2009	08	Cinca Medio	08	Otras industrias extractivas	10
2009	08	Cinca Medio	10	Industria de la alimentación	45
2009	08	Cinca Medio	11	Fabricación de bebidas	1
2009	08	Cinca Medio	13	Industria textil	7
2009	08	Cinca Medio	14	Confección de prendas de vestir	13
2009	08	Cinca Medio	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	14
2009	08	Cinca Medio	17	Industria del papel	4
2009	08	Cinca Medio	18	Artes gráficas y reproducción de soportes grabados	11
2009	08	Cinca Medio	20	Industria química	17
2009	08	Cinca Medio	22	Fabricación de productos de caucho y plásticos	5
2009	08	Cinca Medio	23	Fabricación de otros productos minerales no metálicos	20
2009	08	Cinca Medio	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2009	08	Cinca Medio	25	Fabricación de productos metálicos, excepto maquinaria y equipo	70
2009	08	Cinca Medio	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2009	08	Cinca Medio	27	Fabricación de material y equipo eléctrico	13
2009	08	Cinca Medio	28	Fabricación de maquinaria y equipo n.c.o.p.	15
2009	08	Cinca Medio	29	Fabricación de vehículos de motor, remolques y semirremolques	3
2009	08	Cinca Medio	30	Fabricación de otro material de transporte	2
2009	08	Cinca Medio	31	Fabricación de muebles	16
2009	08	Cinca Medio	32	Otras industrias manufactureras	5
2009	08	Cinca Medio	33	Reparación e instalación de maquinaria y equipo	15
2009	08	Cinca Medio	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	21
2009	08	Cinca Medio	37	Recogida y tratamiento de aguas residuales	1
2009	08	Cinca Medio	38	Recogida, tratamiento y eliminación de residuos; valorización	3
2009	08	Cinca Medio	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2009	08	Cinca Medio	41	Construcción de edificios	149
2009	08	Cinca Medio	42	Ingeniería civil	28
2009	08	Cinca Medio	43	Actividades de construcción especializada	332
2009	08	Cinca Medio	45	Venta y reparación de vehículos de motor y motocicletas	86
2009	08	Cinca Medio	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	167
2009	08	Cinca Medio	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	512
2009	08	Cinca Medio	49	Transporte terrestre y por tubería	148
2009	08	Cinca Medio	51	Transporte aéreo	1
2009	08	Cinca Medio	52	Almacenamiento y actividades anexas al transporte	12
2009	08	Cinca Medio	53	Actividades postales y de correos	2
2009	08	Cinca Medio	55	Servicios de alojamiento	23
2009	08	Cinca Medio	56	Servicios de comidas y bebidas	194
2009	08	Cinca Medio	58	Edición	7
2009	08	Cinca Medio	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
2009	08	Cinca Medio	60	Actividades de programación y emisión de radio y televisión	4
2009	08	Cinca Medio	61	Telecomunicaciones	2
2009	08	Cinca Medio	62	Programación, consultoría y otras actividades relacionadas con la informática	11
2009	08	Cinca Medio	63	Servicios de información	3
2009	08	Cinca Medio	64	Servicios financieros, excepto seguros y fondos de pensiones	32
2009	08	Cinca Medio	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
2009	08	Cinca Medio	66	Actividades auxiliares a los servicios financieros y a los seguros	80
2009	08	Cinca Medio	68	Actividades inmobiliarias	235
2009	08	Cinca Medio	69	Actividades jurídicas y de contabilidad	82
2009	08	Cinca Medio	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	83
2009	08	Cinca Medio	72	Investigación y desarrollo	5
2009	08	Cinca Medio	73	Publicidad y estudios de mercado	11
2009	08	Cinca Medio	74	Otras actividades profesionales, científicas y técnicas	23
2009	08	Cinca Medio	75	Actividades veterinarias	9
2009	08	Cinca Medio	77	Actividades de alquiler	26
2009	08	Cinca Medio	78	Actividades relacionadas con el empleo	3
2009	08	Cinca Medio	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	6
2009	08	Cinca Medio	80	Actividades de seguridad e investigación	3
2009	08	Cinca Medio	81	Servicios a edificios y actividades de jardinería	31
2009	08	Cinca Medio	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	53
2009	08	Cinca Medio	85	Educación	53
2009	08	Cinca Medio	86	Actividades sanitarias	42
2009	08	Cinca Medio	87	Asistencia en establecimientos residenciales	2
2009	08	Cinca Medio	88	Actividades de servicios sociales sin alojamiento	4
2009	08	Cinca Medio	90	Actividades de creación, artísticas y espectáculos	16
2009	08	Cinca Medio	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	5
2009	08	Cinca Medio	92	Actividades de juegos de azar y apuestas	20
2009	08	Cinca Medio	93	Actividades deportivas, recreativas y de entretenimiento	24
2009	08	Cinca Medio	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	27
2009	08	Cinca Medio	96	Otros servicios personales	104
2009	09	La Litera / La Llitera	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	860
2009	09	La Litera / La Llitera	05	Extracción de antracita, hulla y lignito	2
2009	09	La Litera / La Llitera	06	Extracción de crudo de petróleo y gas natural	1
2009	09	La Litera / La Llitera	08	Otras industrias extractivas	2
2009	09	La Litera / La Llitera	10	Industria de la alimentación	54
2009	09	La Litera / La Llitera	11	Fabricación de bebidas	1
2009	09	La Litera / La Llitera	13	Industria textil	2
2009	09	La Litera / La Llitera	14	Confección de prendas de vestir	18
2009	09	La Litera / La Llitera	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	18
2009	09	La Litera / La Llitera	18	Artes gráficas y reproducción de soportes grabados	10
2009	09	La Litera / La Llitera	20	Industria química	5
2009	09	La Litera / La Llitera	22	Fabricación de productos de caucho y plásticos	7
2009	09	La Litera / La Llitera	23	Fabricación de otros productos minerales no metálicos	9
2009	09	La Litera / La Llitera	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
2009	09	La Litera / La Llitera	25	Fabricación de productos metálicos, excepto maquinaria y equipo	65
2009	09	La Litera / La Llitera	26	Fabricación de productos informáticos, electrónicos y ópticos	6
2009	09	La Litera / La Llitera	27	Fabricación de material y equipo eléctrico	2
2009	09	La Litera / La Llitera	28	Fabricación de maquinaria y equipo n.c.o.p.	11
2009	09	La Litera / La Llitera	29	Fabricación de vehículos de motor, remolques y semirremolques	11
2009	09	La Litera / La Llitera	30	Fabricación de otro material de transporte	1
2009	09	La Litera / La Llitera	31	Fabricación de muebles	16
2009	09	La Litera / La Llitera	32	Otras industrias manufactureras	5
2009	09	La Litera / La Llitera	33	Reparación e instalación de maquinaria y equipo	9
2009	09	La Litera / La Llitera	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	15
2009	09	La Litera / La Llitera	36	Captación, depuración y distribución de agua	1
2009	09	La Litera / La Llitera	37	Recogida y tratamiento de aguas residuales	1
2009	09	La Litera / La Llitera	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2009	09	La Litera / La Llitera	41	Construcción de edificios	146
2009	09	La Litera / La Llitera	42	Ingeniería civil	23
