Año	Nº Accidentes	Código	Municipio	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2018	189	22048	Barbastro	1	Leves	01	General
2018	2	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2018	1	22048	Barbastro	2	Graves o muy graves	01	General
2018	197	22061	Binéfar	1	Leves	01	General
2018	1	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2018	218	22112	Fraga	1	Leves	01	General
2018	3	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2018	2	22112	Fraga	2	Graves o muy graves	01	General
2018	624	22125	Huesca	1	Leves	01	General
2018	5	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2018	10	22125	Huesca	2	Graves o muy graves	01	General
2018	3	22125	Huesca	3	Mortales	01	General
2018	111	22130	Jaca	1	Leves	01	General
2018	1	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2018	330	22158	Monzón	1	Leves	01	General
2018	5	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2018	4	22158	Monzón	2	Graves o muy graves	01	General
2018	1	22158	Monzón	3	Mortales	01	General
2018	62	22199	Sabiñánigo	1	Leves	01	General
2018	2	22199	Sabiñánigo	2	Graves o muy graves	01	General
2018	1	22199	Sabiñánigo	3	Mortales	01	General
2018	154	44013	Alcañiz	1	Leves	01	General
2018	2	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2018	1	44013	Alcañiz	3	Mortales	01	General
2018	47	44025	Andorra	1	Leves	01	General
2018	2	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2018	528	44216	Teruel	1	Leves	01	General
2018	9	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2018	3	44216	Teruel	2	Graves o muy graves	01	General
2018	143	50008	Alagón	1	Leves	01	General
2018	1	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2018	158	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2018	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	01	General
2018	186	50067	Calatayud	1	Leves	01	General
2018	2	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2018	76	50074	Caspe	1	Leves	01	General
2018	1	50074	Caspe	1	Leves	05	Trabajadores Autónomos
2018	1	50074	Caspe	2	Graves o muy graves	01	General
2018	208	50089	Cuarte de Huerva	1	Leves	01	General
2018	1	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2018	285	50095	Ejea de los Caballeros	1	Leves	01	General
2018	9	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2018	3	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2018	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2018	41	50163	María de Huerva	1	Leves	01	General
2018	1	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2018	242	50182	Muela (La)	1	Leves	01	General
2018	219	50219	Puebla de Alfindén (La)	1	Leves	01	General
2018	1	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2018	142	50251	Tarazona	1	Leves	01	General
2018	1	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2018	139	50252	Tauste	1	Leves	01	General
2018	2	50252	Tauste	1	Leves	05	Trabajadores Autónomos
2018	1	50252	Tauste	2	Graves o muy graves	01	General
2018	214	50272	Utebo	1	Leves	01	General
2018	2	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2018	1	50272	Utebo	2	Graves o muy graves	01	General
2018	6360	50297	Zaragoza	1	Leves	01	General
2018	66	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2018	35	50297	Zaragoza	2	Graves o muy graves	01	General
2018	1	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2018	7	50297	Zaragoza	3	Mortales	01	General
2018	147	50298	Zuera	1	Leves	01	General
2018	2	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2018	3	50298	Zuera	2	Graves o muy graves	01	General
2017	162	22048	Barbastro	1	Leves	01	General
2017	2	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2017	2	22048	Barbastro	2	Graves o muy graves	01	General
2017	149	22061	Binéfar	1	Leves	01	General
2017	2	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2017	279	22112	Fraga	1	Leves	01	General
2017	2	22112	Fraga	2	Graves o muy graves	01	General
2017	1	22112	Fraga	3	Mortales	01	General
2017	603	22125	Huesca	1	Leves	01	General
2017	8	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2017	10	22125	Huesca	2	Graves o muy graves	01	General
2017	122	22130	Jaca	1	Leves	01	General
2017	1	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2017	2	22130	Jaca	2	Graves o muy graves	01	General
2017	283	22158	Monzón	1	Leves	01	General
2017	3	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2017	1	22158	Monzón	2	Graves o muy graves	01	General
2017	1	22158	Monzón	3	Mortales	01	General
2017	56	22199	Sabiñánigo	1	Leves	01	General
2017	1	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2017	1	22199	Sabiñánigo	2	Graves o muy graves	01	General
2017	147	44013	Alcañiz	1	Leves	01	General
2017	2	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2017	1	44013	Alcañiz	3	Mortales	01	General
2017	50	44025	Andorra	1	Leves	01	General
2017	2	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2017	2	44025	Andorra	2	Graves o muy graves	01	General
2017	1	44025	Andorra	3	Mortales	01	General
2017	468	44216	Teruel	1	Leves	01	General
2017	8	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2017	4	44216	Teruel	2	Graves o muy graves	01	General
2017	2	44216	Teruel	3	Mortales	01	General
2017	78	50008	Alagón	1	Leves	01	General
2017	147	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2017	3	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2017	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	01	General
2017	149	50067	Calatayud	1	Leves	01	General
2017	3	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2017	1	50067	Calatayud	2	Graves o muy graves	01	General
2017	85	50074	Caspe	1	Leves	01	General
2017	1	50074	Caspe	1	Leves	05	Trabajadores Autónomos
2017	1	50074	Caspe	2	Graves o muy graves	01	General
2017	193	50089	Cuarte de Huerva	1	Leves	01	General
2017	1	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2017	1	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2017	1	50089	Cuarte de Huerva	3	Mortales	01	General
2017	247	50095	Ejea de los Caballeros	1	Leves	01	General
2017	7	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2017	1	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2017	36	50163	María de Huerva	1	Leves	01	General
2017	3	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2017	246	50182	Muela (La)	1	Leves	01	General
2017	3	50182	Muela (La)	1	Leves	05	Trabajadores Autónomos
2017	1	50182	Muela (La)	3	Mortales	01	General
2017	218	50219	Puebla de Alfindén (La)	1	Leves	01	General
2017	1	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2017	82	50251	Tarazona	1	Leves	01	General
2017	1	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2017	138	50252	Tauste	1	Leves	01	General
2017	1	50252	Tauste	2	Graves o muy graves	01	General
2017	232	50272	Utebo	1	Leves	01	General
2017	4	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2017	5990	50297	Zaragoza	1	Leves	01	General
2017	76	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2017	31	50297	Zaragoza	2	Graves o muy graves	01	General
2017	8	50297	Zaragoza	3	Mortales	01	General
2017	154	50298	Zuera	1	Leves	01	General
2017	2	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2017	2	50298	Zuera	2	Graves o muy graves	01	General
2016	197	22048	Barbastro	1	Leves	01	General
2016	3	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2016	134	22061	Binéfar	1	Leves	01	General
2016	2	22061	Binéfar	2	Graves o muy graves	01	General
2016	276	22112	Fraga	1	Leves	01	General
2016	1	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2016	1	22112	Fraga	3	Mortales	01	General
2016	564	22125	Huesca	1	Leves	01	General
2016	7	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2016	5	22125	Huesca	2	Graves o muy graves	01	General
2016	2	22125	Huesca	3	Mortales	01	General
2016	93	22130	Jaca	1	Leves	01	General
2016	2	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2016	268	22158	Monzón	1	Leves	01	General
2016	4	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2016	3	22158	Monzón	2	Graves o muy graves	01	General
2016	49	22199	Sabiñánigo	1	Leves	01	General
2016	4	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2016	1	22199	Sabiñánigo	2	Graves o muy graves	05	Trabajadores Autónomos
2016	134	44013	Alcañiz	1	Leves	01	General
2016	5	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2016	2	44013	Alcañiz	2	Graves o muy graves	01	General
2016	54	44025	Andorra	1	Leves	01	General
2016	1	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2016	1	44025	Andorra	2	Graves o muy graves	01	General
2016	503	44216	Teruel	1	Leves	01	General
2016	11	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2016	4	44216	Teruel	2	Graves o muy graves	01	General
2016	1	44216	Teruel	3	Mortales	01	General
2016	78	50008	Alagón	1	Leves	01	General
2016	1	50008	Alagón	2	Graves o muy graves	01	General
2016	137	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2016	1	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2016	191	50067	Calatayud	1	Leves	01	General
2016	2	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2016	74	50074	Caspe	1	Leves	01	General
2016	4	50074	Caspe	1	Leves	05	Trabajadores Autónomos
2016	173	50089	Cuarte de Huerva	1	Leves	01	General
2016	3	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2016	2	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2016	174	50095	Ejea de los Caballeros	1	Leves	01	General
2016	6	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2016	17	50163	María de Huerva	1	Leves	01	General
2016	1	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2016	1	50163	María de Huerva	2	Graves o muy graves	01	General
2016	203	50182	Muela (La)	1	Leves	01	General
2016	1	50182	Muela (La)	2	Graves o muy graves	01	General
2016	210	50219	Puebla de Alfindén (La)	1	Leves	01	General
2016	1	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2016	90	50251	Tarazona	1	Leves	01	General
2016	104	50252	Tauste	1	Leves	01	General
2016	175	50272	Utebo	1	Leves	01	General
2016	1	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2016	1	50272	Utebo	2	Graves o muy graves	01	General
2016	5827	50297	Zaragoza	1	Leves	01	General
2016	82	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2016	20	50297	Zaragoza	2	Graves o muy graves	01	General
2016	6	50297	Zaragoza	3	Mortales	01	General
2016	124	50298	Zuera	1	Leves	01	General
2016	3	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2015	161	22048	Barbastro	1	Leves	01	General
2015	6	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2015	1	22048	Barbastro	1	Leves	08	Especial Trabajadores del Mar
2015	2	22048	Barbastro	2	Graves o muy graves	01	General
2015	134	22061	Binéfar	1	Leves	01	General
2015	2	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2015	209	22112	Fraga	1	Leves	01	General
2015	6	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2015	1	22112	Fraga	2	Graves o muy graves	01	General
2015	1	22112	Fraga	3	Mortales	05	Trabajadores Autónomos
2015	529	22125	Huesca	1	Leves	01	General
2015	8	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2015	2	22125	Huesca	2	Graves o muy graves	01	General
2015	73	22130	Jaca	1	Leves	01	General
2015	2	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2015	2	22130	Jaca	2	Graves o muy graves	01	General
2015	216	22158	Monzón	1	Leves	01	General
2015	5	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2015	1	22158	Monzón	2	Graves o muy graves	01	General
2015	1	22158	Monzón	3	Mortales	01	General
2015	39	22199	Sabiñánigo	1	Leves	01	General
2015	1	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2015	89	44013	Alcañiz	1	Leves	01	General
2015	2	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2015	45	44025	Andorra	1	Leves	01	General
2015	298	44216	Teruel	1	Leves	01	General
2015	12	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2015	3	44216	Teruel	2	Graves o muy graves	01	General
2015	49	50008	Alagón	1	Leves	01	General
2015	102	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2015	2	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2015	141	50067	Calatayud	1	Leves	01	General
2015	6	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2015	2	50067	Calatayud	2	Graves o muy graves	01	General
2015	83	50074	Caspe	1	Leves	01	General
2015	1	50074	Caspe	3	Mortales	01	General
2015	170	50089	Cuarte de Huerva	1	Leves	01	General
2015	5	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2015	1	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2015	1	50089	Cuarte de Huerva	3	Mortales	01	General
2015	200	50095	Ejea de los Caballeros	1	Leves	01	General
2015	2	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2015	1	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2015	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2015	31	50163	María de Huerva	1	Leves	01	General
2015	5	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2015	164	50182	Muela (La)	1	Leves	01	General
2015	4	50182	Muela (La)	1	Leves	05	Trabajadores Autónomos
2015	3	50182	Muela (La)	2	Graves o muy graves	01	General
2015	184	50219	Puebla de Alfindén (La)	1	Leves	01	General
2015	2	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2015	1	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2015	104	50251	Tarazona	1	Leves	01	General
2015	2	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2015	1	50251	Tarazona	2	Graves o muy graves	01	General
2015	108	50252	Tauste	1	Leves	01	General
2015	2	50252	Tauste	2	Graves o muy graves	01	General
2015	145	50272	Utebo	1	Leves	01	General
2015	1	50272	Utebo	2	Graves o muy graves	01	General
2015	5453	50297	Zaragoza	1	Leves	01	General
2015	64	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2015	25	50297	Zaragoza	2	Graves o muy graves	01	General
2015	1	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2015	13	50297	Zaragoza	3	Mortales	01	General
2015	118	50298	Zuera	1	Leves	01	General
2014	150	22048	Barbastro	1	Leves	01	General
2014	4	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2014	3	22048	Barbastro	2	Graves o muy graves	01	General
2014	117	22061	Binéfar	1	Leves	01	General
2014	3	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2014	1	22061	Binéfar	2	Graves o muy graves	01	General
2014	201	22112	Fraga	1	Leves	01	General
2014	6	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2014	1	22112	Fraga	2	Graves o muy graves	01	General
2014	511	22125	Huesca	1	Leves	01	General
2014	9	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2014	5	22125	Huesca	2	Graves o muy graves	01	General
2014	91	22130	Jaca	1	Leves	01	General
2014	3	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2014	1	22130	Jaca	2	Graves o muy graves	01	General
2014	185	22158	Monzón	1	Leves	01	General
2014	5	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2014	1	22158	Monzón	2	Graves o muy graves	01	General
2014	49	22199	Sabiñánigo	1	Leves	01	General
2014	2	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2014	1	22199	Sabiñánigo	2	Graves o muy graves	01	General
2014	127	44013	Alcañiz	1	Leves	01	General
2014	5	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2014	3	44013	Alcañiz	2	Graves o muy graves	01	General
2014	49	44025	Andorra	1	Leves	01	General
2014	1	44025	Andorra	3	Mortales	01	General
2014	333	44216	Teruel	1	Leves	01	General
2014	16	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2014	1	44216	Teruel	2	Graves o muy graves	01	General
2014	59	50008	Alagón	1	Leves	01	General
2014	2	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2014	109	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2014	1	50025	Almunia de Doña Godina (La)	3	Mortales	01	General
2014	139	50067	Calatayud	1	Leves	01	General
2014	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2014	1	50067	Calatayud	3	Mortales	01	General
2014	60	50074	Caspe	1	Leves	01	General
2014	1	50074	Caspe	2	Graves o muy graves	05	Trabajadores Autónomos
2014	172	50089	Cuarte de Huerva	1	Leves	01	General
2014	4	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2014	2	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2014	1	50089	Cuarte de Huerva	2	Graves o muy graves	05	Trabajadores Autónomos
2014	152	50095	Ejea de los Caballeros	1	Leves	01	General
2014	7	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2014	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2014	20	50163	María de Huerva	1	Leves	01	General
2014	2	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2014	1	50163	María de Huerva	2	Graves o muy graves	01	General
2014	160	50182	Muela (La)	1	Leves	01	General
2014	150	50219	Puebla de Alfindén (La)	1	Leves	01	General
2014	1	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2014	54	50251	Tarazona	1	Leves	01	General
2014	88	50252	Tauste	1	Leves	01	General
2014	136	50272	Utebo	1	Leves	01	General
2014	2	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2014	4830	50297	Zaragoza	1	Leves	01	General
2014	77	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2014	25	50297	Zaragoza	2	Graves o muy graves	01	General
2014	1	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2014	6	50297	Zaragoza	3	Mortales	01	General
2014	98	50298	Zuera	1	Leves	01	General
2014	3	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2014	1	50298	Zuera	2	Graves o muy graves	01	General
2014	1	50298	Zuera	3	Mortales	01	General
2013	126	22048	Barbastro	1	Leves	01	General
2013	5	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2013	109	22061	Binéfar	1	Leves	01	General
2013	3	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2013	2	22061	Binéfar	2	Graves o muy graves	01	General
2013	175	22112	Fraga	1	Leves	01	General
2013	3	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2013	473	22125	Huesca	1	Leves	01	General
2013	6	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2013	1	22125	Huesca	2	Graves o muy graves	01	General
2013	109	22130	Jaca	1	Leves	01	General
2013	3	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2013	5	22130	Jaca	2	Graves o muy graves	01	General
2013	197	22158	Monzón	1	Leves	01	General
