Número de miembros	Nº medio de miembros	Municipio codigo 	Municipio nombre	Nº hogares
3 personas	3	50026	Alpartir	46,0436665735
4 personas	4	50026	Alpartir	49,6662057723
5 personas	5	50026	Alpartir	9,6419978381
7 o más personas		50026	Alpartir	
1 persona	1	50027	Ambel	30,4362631422
2 personas	2	50027	Ambel	26,4215779042
3 personas	3	50027	Ambel	32,0193457338
4 personas	4	50027	Ambel	16,246377283
5 personas	5	50027	Ambel	5,3851917511
6 personas	6	50027	Ambel	2,2216005674
7 o más personas		50027	Ambel	
1 persona	1	50028	Anento	7,6453568972
2 personas	2	50028	Anento	17,2944107306
3 personas	3	50028	Anento	8,6042416598
4 personas	4	50028	Anento	8,8157644822
5 personas	5	50028	Anento	3,515946368
6 personas	6	50028	Anento	1,1578052548
7 o más personas		50028	Anento	
1 persona	1	50029	Aniñón	89,7874272808
2 personas	2	50029	Aniñón	117,7949583023
3 personas	3	50029	Aniñón	52,465086143
4 personas	4	50029	Aniñón	62,1038448049
5 personas	5	50029	Aniñón	3,436021056
6 personas	6	50029	Aniñón	2,9387942153
7 o más personas	8	50029	Aniñón	4,0959930435
1 persona	1	50030	Añón de Moncayo	41,6006276466
2 personas	2	50030	Añón de Moncayo	28,6895497896
3 personas	3	50030	Añón de Moncayo	18,8956827807
4 personas	4	50030	Añón de Moncayo	6,3977798768
5 personas	5	50030	Añón de Moncayo	3,4792276071
7 o más personas		50030	Añón de Moncayo	
1 persona	1	50031	Aranda de Moncayo	39,1388419573
2 personas	2	50031	Aranda de Moncayo	40,2604959391
3 personas	3	50031	Aranda de Moncayo	6,3433645771
4 personas	4	50031	Aranda de Moncayo	10,5097706724
5 personas	5	50031	Aranda de Moncayo	3,3052709977
7 o más personas		50031	Aranda de Moncayo	
1 persona	1	50032	Arándiga	48,2683820718
2 personas	2	50032	Arándiga	62,326448179
3 personas	3	50032	Arándiga	24,0368834511
4 personas	4	50032	Arándiga	29,1296416447
5 personas	5	50032	Arándiga	5,972461859
7 o más personas		50032	Arándiga	
1 persona	1	50033	Ardisa	20,322227807
2 personas	2	50033	Ardisa	19,6800438523
3 personas	3	50033	Ardisa	6,3462165487
4 personas	4	50033	Ardisa	1,5697587106
7 o más personas		50033	Ardisa	
1 persona	1	50034	Ariza	126,8605184881
2 personas	2	50034	Ariza	162,324656391
3 personas	3	50034	Ariza	69,7110572949
4 personas	4	50034	Ariza	33,6551185345
5 personas	5	50034	Ariza	38,1331987865
6 personas	6	50034	Ariza	35,946708448
7 o más personas		50034	Ariza	
1 persona	1	50035	Artieda	16,7147053735
2 personas	2	50035	Artieda	13,8302815266
3 personas	3	50035	Artieda	6,6514770478
4 personas	4	50035	Artieda	5,3899027338
6 personas	6	50035	Artieda	0,8517815825
7 o más personas		50035	Artieda	
1 persona	1	50036	Asín	29,2297241242
2 personas	2	50036	Asín	21,5202563444
3 personas	3	50036	Asín	4,5583242901
4 personas	4	50036	Asín	2,8329782161
7 o más personas		50036	Asín	
1 persona	1	50037	Atea	30,5844921759
2 personas	2	50037	Atea	27,9146836264
3 personas	3	50037	Atea	5,4637663716
4 personas	4	50037	Atea	3,7328705918
5 personas	5	50037	Atea	4,8253083137
6 personas	6	50037	Atea	1,5228029201
7 o más personas		50037	Atea	
1 persona	1	50038	Ateca	190,9360796098
2 personas	2	50038	Ateca	236,5159020887
3 personas	3	50038	Ateca	139,5802498096
4 personas	4	50038	Ateca	204,4016530391
5 personas	5	50038	Ateca	33,5873657514
7 o más personas		50038	Ateca	
1 persona	1	50039	Azuara	75,4522684558
2 personas	2	50039	Azuara	93,1001569445
3 personas	3	50039	Azuara	63,5434865397
4 personas	4	50039	Azuara	47,7342086439
5 personas	5	50039	Azuara	7,9035698776
7 o más personas		50039	Azuara	
1 persona	1	50040	Badules	18,0008261508
2 personas	2	50040	Badules	9,4551049952
3 personas	3	50040	Badules	14,8256701935
4 personas	4	50040	Badules	3,2865624094
5 personas	5	50040	Badules	1,893140728
7 o más personas		50040	Badules	
1 persona	1	50041	Bagüés	4,0625462822
2 personas	2	50041	Bagüés	4,0903166067
4 personas	4	50041	Bagüés	2,689205126
7 o más personas		50041	Bagüés	
3 personas	3	50042	Balconchán	5
7 o más personas		50042	Balconchán	
1 persona	1	50043	Bárboles	37,1378774092
2 personas	2	50043	Bárboles	39,0215964581
3 personas	3	50043	Bárboles	48,2615266485
4 personas	4	50043	Bárboles	13,2447465033
5 personas	5	50043	Bárboles	2,1870125381
7 o más personas		50043	Bárboles	
1 persona	1	50044	Bardallur	31,2111003848
2 personas	2	50044	Bardallur	42,7382929957
3 personas	3	50044	Bardallur	28,4184128583
4 personas	4	50044	Bardallur	15,0431010878
5 personas	5	50044	Bardallur	11,486921332
7 o más personas		50044	Bardallur	
1 persona	1	50045	Belchite	125,0674387335
2 personas	2	50045	Belchite	261,8094357699
3 personas	3	50045	Belchite	123,3627163602
4 personas	4	50045	Belchite	127,0083120518
5 personas	5	50045	Belchite	10,990539857
6 personas	6	50045	Belchite	1,5022090675
7 o más personas		50045	Belchite	
1 persona	1	50046	Belmonte de Gracián	32,0521995914
2 personas	2	50046	Belmonte de Gracián	33,3939304223
3 personas	3	50046	Belmonte de Gracián	20,8037993611
4 personas	4	50046	Belmonte de Gracián	12,7376788435
5 personas	5	50046	Belmonte de Gracián	5,142015293
7 o más personas		50046	Belmonte de Gracián	
1 persona	1	50047	Berdejo	14,2648904821
2 personas	2	50047	Berdejo	13,8229869958
3 personas	3	50047	Berdejo	6,4258616238
5 personas	5	50047	Berdejo	1,5731242068
7 o más personas		50047	Berdejo	
1 persona	1	50048	Berrueco	10,6753414809
2 personas	2	50048	Berrueco	8,6256225354
4 personas	4	50048	Berrueco	3,7548728621
7 o más personas		50048	Berrueco	
1 persona	1	50050	Bijuesca	23,3817892305
2 personas	2	50050	Bijuesca	18,3234539033
3 personas	3	50050	Bijuesca	6,3465955692
4 personas	4	50050	Bijuesca	0,4431955514
6 personas	6	50050	Bijuesca	0,5174358836
7 o más personas	7	50050	Bijuesca	3,6691753155
1 persona	1	50051	Biota	86,4919248708
2 personas	2	50051	Biota	113,3934492425
3 personas	3	50051	Biota	88,8009311051
4 personas	4	50051	Biota	69,602880426
5 personas	5	50051	Biota	19,6518428763
6 personas	6	50051	Biota	4,5977616154
7 o más personas	8,23541863068151	50051	Biota	11,5305532219
1 persona	1	50052	Bisimbre	11,0642496136
2 personas	2	50052	Bisimbre	23,7802324546
3 personas	3	50052	Bisimbre	9,0883730272
4 personas	4	50052	Bisimbre	3,7775415988
7 o más personas		50052	Bisimbre	
1 persona	1	50053	Boquiñeni	95,6579473014
2 personas	2	50053	Boquiñeni	94,9478344858
3 personas	3	50053	Boquiñeni	100,4734562795
4 personas	4	50053	Boquiñeni	43,6729334089
5 personas	5	50053	Boquiñeni	9,6954232635
6 personas	6	50053	Boquiñeni	5,2167316382
7 o más personas	8	50053	Boquiñeni	14,900330809
1 persona	1	50054	Bordalba	10,5471770367
2 personas	2	50054	Bordalba	6,9809632563
3 personas	3	50054	Bordalba	6,3208095254
4 personas	4	50054	Bordalba	7,0616441054
7 o más personas		50054	Bordalba	
1 persona	1	50055	Borja	411,502662601
2 personas	2	50055	Borja	632,9024686115
3 personas	3	50055	Borja	379,5918159266
4 personas	4	50055	Borja	429,8118308723
5 personas	5	50055	Borja	65,7591989439
7 o más personas		50055	Borja	
1 persona	1	50056	Botorrita	64,7183709244
2 personas	2	50056	Botorrita	77,4372043029
3 personas	3	50056	Botorrita	42,7160810582
4 personas	4	50056	Botorrita	20,2987524162
5 personas	5	50056	Botorrita	14,6366417577
6 personas	6	50056	Botorrita	3,639019453
7 o más personas		50056	Botorrita	
1 persona	1	50057	Brea de Aragón	135,2999389456
2 personas	2	50057	Brea de Aragón	161,5901258088
3 personas	3	50057	Brea de Aragón	179,6778709557
4 personas	4	50057	Brea de Aragón	163,6214542398
5 personas	5	50057	Brea de Aragón	14,0104300019
6 personas	6	50057	Brea de Aragón	12,8313637492
7 o más personas		50057	Brea de Aragón	
1 persona	1	50058	Bubierca	23,5290599608
2 personas	2	50058	Bubierca	4,836646371
3 personas	3	50058	Bubierca	12,6303750753
5 personas	5	50058	Bubierca	2,9902629876
7 o más personas		50058	Bubierca	
1 persona	1	50059	Bujaraloz	68,6735499644
2 personas	2	50059	Bujaraloz	139,1780722909
3 personas	3	50059	Bujaraloz	72,1110208782
4 personas	4	50059	Bujaraloz	98,7429697582
5 personas	5	50059	Bujaraloz	5,4096791115
6 personas	6	50059	Bujaraloz	11,0342214413
7 o más personas		50059	Bujaraloz	
1 persona	1	50060	Bulbuente	33,8764541897
2 personas	2	50060	Bulbuente	29,3577094698
3 personas	3	50060	Bulbuente	16,1757945743
4 personas	4	50060	Bulbuente	6,5068683884
5 personas	5	50060	Bulbuente	13,4921962412
7 o más personas		50060	Bulbuente	
1 persona	1	50061	Bureta	40,9505387858
2 personas	2	50061	Bureta	30,5141857926
3 personas	3	50061	Bureta	13,3758575038
4 personas	4	50061	Bureta	17,4471853179
5 personas	5	50061	Bureta	12,0634194533
6 personas	6	50061	Bureta	0,2895055015
7 o más personas		50061	Bureta	
1 persona	1	50062	Burgo de Ebro (El)	206,1928712123
2 personas	2	50062	Burgo de Ebro (El)	366,7616594325
3 personas	3	50062	Burgo de Ebro (El)	212,0188399057
4 personas	4	50062	Burgo de Ebro (El)	124,7712733726
5 personas	5	50062	Burgo de Ebro (El)	41,4838983641
6 personas	6	50062	Burgo de Ebro (El)	12,2644738275
7 o más personas		50062	Burgo de Ebro (El)	
1 persona	1	50063	Buste (El)	10,0372919297
2 personas	2	50063	Buste (El)	11,4243354068
3 personas	3	50063	Buste (El)	3,6326848302
4 personas	4	50063	Buste (El)	3,9073548508
5 personas	5	50063	Buste (El)	3,5516542086
6 personas	6	50063	Buste (El)	0,4713820533
7 o más personas		50063	Buste (El)	
1 persona	1	50064	Cabañas de Ebro	44,8511534301
2 personas	2	50064	Cabañas de Ebro	55,6750174332
3 personas	3	50064	Cabañas de Ebro	42,6788830187
4 personas	4	50064	Cabañas de Ebro	48,2042834972
5 personas	5	50064	Cabañas de Ebro	12,614060466
7 o más personas		50064	Cabañas de Ebro	
1 persona	1	50065	Cabolafuente	4,6665019433
2 personas	2	50065	Cabolafuente	4,6964953728
3 personas	3	50065	Cabolafuente	1,5724366221
4 personas	4	50065	Cabolafuente	5,0671484433
5 personas	5	50065	Cabolafuente	1,3721279709
7 o más personas		50065	Cabolafuente	
1 persona	1	50066	Cadrete	336,5177332749
2 personas	2	50066	Cadrete	401,1031315453
3 personas	3	50066	Cadrete	280,6199104683
4 personas	4	50066	Cadrete	223,903282653
5 personas	5	50066	Cadrete	19,5947897225
6 personas	6	50066	Cadrete	50,6850592468
7 o más personas	7	50066	Cadrete	2,1684111391
1 persona	1	50067	Calatayud	2271,9834701928
2 personas	2	50067	Calatayud	2327,7875185222
3 personas	3	50067	Calatayud	1732,0536964581
4 personas	4	50067	Calatayud	1500,9497541247
5 personas	5	50067	Calatayud	422,3858822303
6 personas	6	50067	Calatayud	62,331002204
7 o más personas		50067	Calatayud	
1 persona	1	50068	Calatorao	327,0326828905
2 personas	2	50068	Calatorao	394,9119920741
3 personas	3	50068	Calatorao	157,4090510365
4 personas	4	50068	Calatorao	242,5718340004
5 personas	5	50068	Calatorao	49,7529913214
6 personas	6	50068	Calatorao	30,22199545
7 o más personas		50068	Calatorao	
1 persona	1	50069	Calcena	24,5141779027
2 personas	2	50069	Calcena	5,0575180323
3 personas	3	50069	Calcena	9,6962981934
7 o más personas		50069	Calcena	
1 persona	1	50070	Calmarza	12,3507792944
2 personas	2	50070	Calmarza	16,385680676
3 personas	3	50070	Calmarza	6,0245317738
5 personas	5	50070	Calmarza	3,142060043
7 o más personas		50070	Calmarza	
1 persona	1	50071	Campillo de Aragón	11,114666183
2 personas	2	50071	Campillo de Aragón	27,5932101324
3 personas	3	50071	Campillo de Aragón	13,5528060857
4 personas	4	50071	Campillo de Aragón	6,3855681705
5 personas	5	50071	Campillo de Aragón	3,713839005
6 personas	6	50071	Campillo de Aragón	0,5095850901
7 o más personas		50071	Campillo de Aragón	
1 persona	1	50072	Carenas	28,0473935204
2 personas	2	50072	Carenas	32,2500322226
3 personas	3	50072	Carenas	9,2396799612
4 personas	4	50072	Carenas	10,4697345563
5 personas	5	50072	Carenas	4,5710806591
7 o más personas		50072	Carenas	
1 persona	1	50073	Cariñena	257,1297226424
2 personas	2	50073	Cariñena	380,8035361892
3 personas	3	50073	Cariñena	331,9401356699
4 personas	4	50073	Cariñena	242,8642212493
5 personas	5	50073	Cariñena	111,7093986989
6 personas	6	50073	Cariñena	3,1107337678
7 o más personas		50073	Cariñena	
1 persona	1	50074	Caspe	652,143629712
2 personas	2	50074	Caspe	1111,9903269505
3 personas	3	50074	Caspe	830,9188954572
4 personas	4	50074	Caspe	543,537767029
5 personas	5	50074	Caspe	235,1091613984
6 personas	6	50074	Caspe	89,8310007779
7 o más personas	7	50074	Caspe	61,9171939436
1 persona	1	50075	Castejón de Alarba	6,1503112176
2 personas	2	50075	Castejón de Alarba	18,5066155854
3 personas	3	50075	Castejón de Alarba	9,7307176681
4 personas	4	50075	Castejón de Alarba	4,6413078527
7 o más personas		50075	Castejón de Alarba	
1 persona	1	50076	Castejón de las Armas	21,6272149128
2 personas	2	50076	Castejón de las Armas	26,0929322234
3 personas	3	50076	Castejón de las Armas	11,7782580843
4 personas	4	50076	Castejón de las Armas	1,6304853396
7 o más personas		50076	Castejón de las Armas	
1 persona	1	50077	Castejón de Valdejasa	40,5566036126
2 personas	2	50077	Castejón de Valdejasa	39,6375627465
3 personas	3	50077	Castejón de Valdejasa	14,0804081586
4 personas	4	50077	Castejón de Valdejasa	18,4149147709
5 personas	5	50077	Castejón de Valdejasa	4,5212126725
6 personas	6	50077	Castejón de Valdejasa	1,2612266924
7 o más personas		50077	Castejón de Valdejasa	
1 persona	1	50078	Castiliscar	46,2281410476
2 personas	2	50078	Castiliscar	46,0368206333
3 personas	3	50078	Castiliscar	37,885683213
4 personas	4	50078	Castiliscar	1,5758098052
5 personas	5	50078	Castiliscar	10,5871598748
7 o más personas		50078	Castiliscar	
1 persona	1	50079	Cervera de la Cañada	52,0551393327
2 personas	2	50079	Cervera de la Cañada	42,2329752753
3 personas	3	50079	Cervera de la Cañada	26,2724350084
4 personas	4	50079	Cervera de la Cañada	14,5042749466
6 personas	6	50079	Cervera de la Cañada	7,5117905469
7 o más personas	9	50079	Cervera de la Cañada	0,0414658201
1 persona	1	50080	Cerveruela	13,8733859098
2 personas	2	50080	Cerveruela	3,1927522494
3 personas	3	50080	Cerveruela	4,3902151512
4 personas	4	50080	Cerveruela	0,9453433356
5 personas	5	50080	Cerveruela	0,7578181591
7 o más personas		50080	Cerveruela	
1 persona	1	50081	Cetina	81,7269961729
2 personas	2	50081	Cetina	106,0059259624
3 personas	3	50081	Cetina	35,5476229798
4 personas	4	50081	Cetina	42,2810378639
5 personas	5	50081	Cetina	18,5765270971
6 personas	6	50081	Cetina	2,7319057694
7 o más personas		50081	Cetina	
1 persona	1	50082	Cimballa	5,9148504418
2 personas	2	50082	Cimballa	27,6668915577
3 personas	3	50082	Cimballa	16,6641526524
4 personas	4	50082	Cimballa	1,6774343836
7 o más personas		50082	Cimballa	
1 persona	1	50083	Cinco Olivas	10,4819429974
2 personas	2	50083	Cinco Olivas	10,8148459295
3 personas	3	50083	Cinco Olivas	7,1543064201
4 personas	4	50083	Cinco Olivas	16,1572393654
5 personas	5	50083	Cinco Olivas	0,5367023584
6 personas	6	50083	Cinco Olivas	0,245442821
7 o más personas		50083	Cinco Olivas	
1 persona	1	50084	Clarés de Ribota	29,4970936567
2 personas	2	50084	Clarés de Ribota	15,1400547166
3 personas	3	50084	Clarés de Ribota	8,1378927978
4 personas	4	50084	Clarés de Ribota	1,9661259111
7 o más personas		50084	Clarés de Ribota	
1 persona	1	50085	Codo	37,3272640922
2 personas	2	50085	Codo	36,5497041108
3 personas	3	50085	Codo	18,9698396603
4 personas	4	50085	Codo	4,8958529007
5 personas	5	50085	Codo	3,4160794203
7 o más personas		50085	Codo	
1 persona	1	50086	Codos	40,8199264968
2 personas	2	50086	Codos	24,4852707627
3 personas	3	50086	Codos	24,3313859841
4 personas	4	50086	Codos	11,9829738275
5 personas	5	50086	Codos	4,7159616778
7 o más personas		50086	Codos	
1 persona	1	50087	Contamina	4,4297505871
2 personas	2	50087	Contamina	4,4791316544
3 personas	3	50087	Contamina	6,1853190942
6 personas	6	50087	Contamina	1,3426714702
7 o más personas		50087	Contamina	
1 persona	1	50088	Cosuenda	47,9710047135
2 personas	2	50088	Cosuenda	66,9981465506
3 personas	3	50088	Cosuenda	41,7182349113
4 personas	4	50088	Cosuenda	22,0971374627
7 o más personas		50088	Cosuenda	
1 persona	1	50089	Cuarte de Huerva	963,0963727558
2 personas	2	50089	Cuarte de Huerva	1293,910754477
3 personas	3	50089	Cuarte de Huerva	968,9699872235
4 personas	4	50089	Cuarte de Huerva	656,7319127419
5 personas	5	50089	Cuarte de Huerva	161,1114787688
6 personas	6	50089	Cuarte de Huerva	32,213464862
7 o más personas	11	50089	Cuarte de Huerva	3,1513292789
1 persona	1	50090	Cubel	20,5664853992
2 personas	2	50090	Cubel	27,7098242442
3 personas	3	50090	Cubel	18,9431241655
4 personas	4	50090	Cubel	14,1539772709
7 o más personas		50090	Cubel	
1 persona	1	50091	Cuerlas (Las)	14,5065976997
2 personas	2	50091	Cuerlas (Las)	11,9809052872
3 personas	3	50091	Cuerlas (Las)	5,5105305751
7 o más personas		50091	Cuerlas (Las)	
1 persona	1	50092	Chiprana	49,7912441128
2 personas	2	50092	Chiprana	40,120723349
3 personas	3	50092	Chiprana	32,8570730059
4 personas	4	50092	Chiprana	32,1287716109
5 personas	5	50092	Chiprana	11,3497409292
6 personas	6	50092	Chiprana	9,172839884
7 o más personas	7	50092	Chiprana	0,2416634278
1 persona	1	50093	Chodes	14,1810364368
2 personas	2	50093	Chodes	30,8284820821
3 personas	3	50093	Chodes	7,4815089364
4 personas	4	50093	Chodes	11,3389062778
5 personas	5	50093	Chodes	0,760186181
7 o más personas		50093	Chodes	
1 persona	1	50094	Daroca	248,4955273232
2 personas	2	50094	Daroca	267,8430487541
3 personas	3	50094	Daroca	200,3144043076
4 personas	4	50094	Daroca	159,2969134916
5 personas	5	50094	Daroca	21,0229451449
7 o más personas	7	50094	Daroca	3,020266861
1 persona	1	50095	Ejea de los Caballeros	1346,6493690198
2 personas	2	50095	Ejea de los Caballeros	1797,4884725743
3 personas	3	50095	Ejea de los Caballeros	1463,0221917773
4 personas	4	50095	Ejea de los Caballeros	1193,4379338019
5 personas	5	50095	Ejea de los Caballeros	526,4007550688
6 personas	6	50095	Ejea de los Caballeros	34,50793683
7 o más personas		50095	Ejea de los Caballeros	
1 persona	1	50096	Embid de Ariza	7,6063037057
