Año	Comarca código	Comarca nombre	VAB	Sector VAB código	Sector VAB descripción	Subsección código	Subsección descripción
2005	06	Hoya de Huesca / Plana de Uesca	39349,4	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	06	Hoya de Huesca / Plana de Uesca	960,8	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	06	Hoya de Huesca / Plana de Uesca	1732,4	22	Industria	DD	Industria de la madera y del corcho
2005	06	Hoya de Huesca / Plana de Uesca	9463,5	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	06	Hoya de Huesca / Plana de Uesca	1159,6	22	Industria	DG	Industria química
2005	06	Hoya de Huesca / Plana de Uesca	1211,5	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	06	Hoya de Huesca / Plana de Uesca	9075,9	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	06	Hoya de Huesca / Plana de Uesca	26907,5	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	06	Hoya de Huesca / Plana de Uesca	16662,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	06	Hoya de Huesca / Plana de Uesca	1483,5	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	06	Hoya de Huesca / Plana de Uesca	2545,3	22	Industria	DM	Fabricación de material de transporte
2005	06	Hoya de Huesca / Plana de Uesca	9940,6	22	Industria	DN	Industrias manufactureras diversas
2005	06	Hoya de Huesca / Plana de Uesca	160214,5	30	Construcción	FF	Construcción
2005	06	Hoya de Huesca / Plana de Uesca	116053,3	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	06	Hoya de Huesca / Plana de Uesca	82041,8	40	Servicios	HH	Hostelería
2005	06	Hoya de Huesca / Plana de Uesca	87688,9	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	06	Hoya de Huesca / Plana de Uesca	117872,2	40	Servicios	JJ	Intermediación financiera
2005	06	Hoya de Huesca / Plana de Uesca	189273,9	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	06	Hoya de Huesca / Plana de Uesca	198169,1	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	06	Hoya de Huesca / Plana de Uesca	43773,9	40	Servicios	MM	Educación
2005	06	Hoya de Huesca / Plana de Uesca	137254,1	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	06	Hoya de Huesca / Plana de Uesca	53210,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	06	Hoya de Huesca / Plana de Uesca	6697,4	40	Servicios	PP	Hogares que emplean personal doméstico
2005	07	Somontano de Barbastro	40134,6	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	07	Somontano de Barbastro	774,2	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	07	Somontano de Barbastro	15141,5	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	07	Somontano de Barbastro	20131,7	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	07	Somontano de Barbastro	7694,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	07	Somontano de Barbastro	1379,6	22	Industria	DD	Industria de la madera y del corcho
2005	07	Somontano de Barbastro	5425,1	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	07	Somontano de Barbastro	68804,2	22	Industria	DG	Industria química
2005	07	Somontano de Barbastro	26,3	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	07	Somontano de Barbastro	6209,2	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	07	Somontano de Barbastro	10042,8	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	07	Somontano de Barbastro	2768,3	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	07	Somontano de Barbastro	1500	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	07	Somontano de Barbastro	524,9	22	Industria	DM	Fabricación de material de transporte
2005	07	Somontano de Barbastro	879,1	22	Industria	DN	Industrias manufactureras diversas
2005	07	Somontano de Barbastro	49493,8	30	Construcción	FF	Construcción
2005	07	Somontano de Barbastro	37241,8	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	07	Somontano de Barbastro	28745,4	40	Servicios	HH	Hostelería
2005	07	Somontano de Barbastro	11038,1	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	07	Somontano de Barbastro	2244,6	40	Servicios	JJ	Intermediación financiera
2005	07	Somontano de Barbastro	24575,9	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	07	Somontano de Barbastro	13380	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	07	Somontano de Barbastro	11993,4	40	Servicios	MM	Educación
2005	07	Somontano de Barbastro	56976,7	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	07	Somontano de Barbastro	11698,4	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	07	Somontano de Barbastro	1855,3	40	Servicios	PP	Hogares que emplean personal doméstico
2005	08	Cinca Medio	67893,3	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	08	Cinca Medio	219,6	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	08	Cinca Medio	8191,2	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	08	Cinca Medio	8607,3	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	08	Cinca Medio	2811,2	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	08	Cinca Medio	825,9	22	Industria	DD	Industria de la madera y del corcho
2005	08	Cinca Medio	13719,7	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	08	Cinca Medio	13238,8	22	Industria	DG	Industria química
2005	08	Cinca Medio	3306,9	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	08	Cinca Medio	8666,9	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	08	Cinca Medio	11997,9	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	08	Cinca Medio	14535,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	08	Cinca Medio	4873,8	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	08	Cinca Medio	51	22	Industria	DM	Fabricación de material de transporte
2005	08	Cinca Medio	2504,5	22	Industria	DN	Industrias manufactureras diversas
2005	08	Cinca Medio	66382,4	30	Construcción	FF	Construcción
2005	08	Cinca Medio	35887,7	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	08	Cinca Medio	18308	40	Servicios	HH	Hostelería
2005	08	Cinca Medio	17053,2	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	08	Cinca Medio	4013,8	40	Servicios	JJ	Intermediación financiera
2005	08	Cinca Medio	29792,4	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	08	Cinca Medio	10487,9	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	08	Cinca Medio	11171,3	40	Servicios	MM	Educación
2005	08	Cinca Medio	9937,8	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	08	Cinca Medio	8653,8	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	08	Cinca Medio	1049,4	40	Servicios	PP	Hogares que emplean personal doméstico
2005	09	La Litera / La Llitera	106526,7	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	09	La Litera / La Llitera	464	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	09	La Litera / La Llitera	7976,3	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	09	La Litera / La Llitera	26265,3	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	09	La Litera / La Llitera	3386,7	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	09	La Litera / La Llitera	2313,8	22	Industria	DD	Industria de la madera y del corcho
2005	09	La Litera / La Llitera	161,6	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	09	La Litera / La Llitera	1226,8	22	Industria	DG	Industria química
2005	09	La Litera / La Llitera	770,1	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	09	La Litera / La Llitera	2211,2	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	09	La Litera / La Llitera	5845,1	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	09	La Litera / La Llitera	6445,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	09	La Litera / La Llitera	8934,4	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	09	La Litera / La Llitera	3877	22	Industria	DM	Fabricación de material de transporte
2005	09	La Litera / La Llitera	963,8	22	Industria	DN	Industrias manufactureras diversas
2005	09	La Litera / La Llitera	54919,6	30	Construcción	FF	Construcción
2005	09	La Litera / La Llitera	32943,7	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	09	La Litera / La Llitera	14123,7	40	Servicios	HH	Hostelería
2005	09	La Litera / La Llitera	9549,6	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	09	La Litera / La Llitera	2315,6	40	Servicios	JJ	Intermediación financiera
2005	09	La Litera / La Llitera	40861,5	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	09	La Litera / La Llitera	14001,9	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	09	La Litera / La Llitera	3957,4	40	Servicios	MM	Educación
2005	09	La Litera / La Llitera	2890,3	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	09	La Litera / La Llitera	7456,9	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	09	La Litera / La Llitera	939,7	40	Servicios	PP	Hogares que emplean personal doméstico
2005	10	Los Monegros	158549,2	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	10	Los Monegros	103,3	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	10	Los Monegros	8764,9	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	10	Los Monegros	5628,9	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	10	Los Monegros	287,7	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	10	Los Monegros	463,2	22	Industria	DD	Industria de la madera y del corcho
2005	10	Los Monegros	46	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	10	Los Monegros	9,1	22	Industria	DG	Industria química
2005	10	Los Monegros	1194,3	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	10	Los Monegros	3837,6	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	10	Los Monegros	1388,9	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	10	Los Monegros	2688,6	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	10	Los Monegros	1113,4	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	10	Los Monegros	2031,1	22	Industria	DM	Fabricación de material de transporte
2005	10	Los Monegros	1636	22	Industria	DN	Industrias manufactureras diversas
2005	10	Los Monegros	52386,3	30	Construcción	FF	Construcción
2005	10	Los Monegros	20016,9	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	10	Los Monegros	14252,1	40	Servicios	HH	Hostelería
2005	10	Los Monegros	7068,7	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	10	Los Monegros	1370,7	40	Servicios	JJ	Intermediación financiera
2005	10	Los Monegros	8448,4	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	10	Los Monegros	6639,5	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	10	Los Monegros	2434,4	40	Servicios	MM	Educación
2005	10	Los Monegros	7035,9	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	10	Los Monegros	6115,7	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	10	Los Monegros	1003,1	40	Servicios	PP	Hogares que emplean personal doméstico
2005	11	Bajo Cinca / Baix Cinca	105967,2	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	11	Bajo Cinca / Baix Cinca	1991,1	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	11	Bajo Cinca / Baix Cinca	16219,3	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	11	Bajo Cinca / Baix Cinca	14219,5	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	11	Bajo Cinca / Baix Cinca	2097,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	11	Bajo Cinca / Baix Cinca	2306,6	22	Industria	DD	Industria de la madera y del corcho
2005	11	Bajo Cinca / Baix Cinca	835,3	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	11	Bajo Cinca / Baix Cinca	27860,1	22	Industria	DG	Industria química
2005	11	Bajo Cinca / Baix Cinca	130,6	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	11	Bajo Cinca / Baix Cinca	3990,5	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	11	Bajo Cinca / Baix Cinca	4473,3	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	11	Bajo Cinca / Baix Cinca	2790	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	11	Bajo Cinca / Baix Cinca	1694,3	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	11	Bajo Cinca / Baix Cinca	533,2	22	Industria	DM	Fabricación de material de transporte
2005	11	Bajo Cinca / Baix Cinca	1683,1	22	Industria	DN	Industrias manufactureras diversas
2005	11	Bajo Cinca / Baix Cinca	48415,4	30	Construcción	FF	Construcción
2005	11	Bajo Cinca / Baix Cinca	52774,8	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	11	Bajo Cinca / Baix Cinca	28966,2	40	Servicios	HH	Hostelería
2005	11	Bajo Cinca / Baix Cinca	16944,4	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	11	Bajo Cinca / Baix Cinca	6289,7	40	Servicios	JJ	Intermediación financiera
2005	11	Bajo Cinca / Baix Cinca	26106,8	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	11	Bajo Cinca / Baix Cinca	13772,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	11	Bajo Cinca / Baix Cinca	4709,4	40	Servicios	MM	Educación
2005	11	Bajo Cinca / Baix Cinca	4161,1	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	11	Bajo Cinca / Baix Cinca	10559,4	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	11	Bajo Cinca / Baix Cinca	869,1	40	Servicios	PP	Hogares que emplean personal doméstico
2005	12	Tarazona y el Moncayo	6061,5	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	12	Tarazona y el Moncayo	51,5	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	12	Tarazona y el Moncayo	4914,7	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	12	Tarazona y el Moncayo	449,7	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	12	Tarazona y el Moncayo	2004,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	12	Tarazona y el Moncayo	812,8	22	Industria	DD	Industria de la madera y del corcho
2005	12	Tarazona y el Moncayo	169,7	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
