Mes y año	Mes (código)	Mes nombre	Año	AÑO-CNO	Provincia código	Provincia nombre	Grandes grupos CNO	Ocupación (1 dígito) descripción	Sexo	Número de contratos
Enero 2014	201401	Enero	2014	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	182
Enero 2014	201401	Enero	2014	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	7
Enero 2014	201401	Enero	2014	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Hombres	549
Enero 2014	201401	Enero	2014	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Mujeres	281
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Hombres	39
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Mujeres	16
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	764
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	881
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Hombres	830
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Mujeres	734
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	573
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1243
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	1720
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	3304
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	76
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	2
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1860
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	328
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1440
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	394
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Hombres	5492
Enero 2014	201401	Enero	2014	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Mujeres	3553
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	1	Directores y gerentes	Hombres	12
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	1	Directores y gerentes	Mujeres	5
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Hombres	97
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	179
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Hombres	192
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Mujeres	130
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	118
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	300
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	718
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	1233
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	140
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	298
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	15
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	227
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	16
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Hombres	758
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Mujeres	767
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	22	Huesca	99	Ocupaciones militares	Hombres	1
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	1	Directores y gerentes	Hombres	12
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	1	Directores y gerentes	Mujeres	7
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	40
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	61
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Hombres	147
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Mujeres	46
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	44
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	139
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	266
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	481
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	62
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	11
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	218
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	33
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	182
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	17
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Hombres	679
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Mujeres	233
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Hombres	28
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Mujeres	21
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	571
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	627
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Hombres	648
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Mujeres	778
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	549
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1194
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2089
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4337
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	142
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	6
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1551
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	251
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	880
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	161
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Hombres	4883
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Mujeres	3254
Diciembre 2013	201312	Diciembre	2013	CNO - 2011	50	Zaragoza	99	Ocupaciones militares	Mujeres	1
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	1	Directores y gerentes	Hombres	9
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	1	Directores y gerentes	Mujeres	3
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Hombres	141
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	147
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Hombres	123
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Mujeres	133
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	48
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	174
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	442
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	795
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	152
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	14
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	359
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	14
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	281
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	42
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Hombres	905
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Mujeres	603
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	22	Huesca	99	Ocupaciones militares	Mujeres	1
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	1	Directores y gerentes	Hombres	14
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	1	Directores y gerentes	Mujeres	10
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	61
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	93
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Hombres	44
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Mujeres	37
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	30
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	61
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	249
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	431
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	64
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	4
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	216
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	41
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	168
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	7
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Hombres	646
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Mujeres	237
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Hombres	45
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Mujeres	13
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	772
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	894
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Hombres	719
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Mujeres	772
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	661
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1310
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	1831
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	3891
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	92
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	7
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1709
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	211
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1237
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	334
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Hombres	5525
Noviembre 2013	201311	Noviembre	2013	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Mujeres	3463
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	1	Directores y gerentes	Hombres	8
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	1	Directores y gerentes	Mujeres	3
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Hombres	188
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	278
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Hombres	232
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Mujeres	222
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	90
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	207
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	497
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	835
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	82
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	9
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	403
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	18
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	296
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	31
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Hombres	1022
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Mujeres	829
Octubre 2013	201310	Octubre	2013	CNO - 2011	22	Huesca	99	Ocupaciones militares	Hombres	1
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	1	Directores y gerentes	Hombres	3
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	1	Directores y gerentes	Mujeres	3
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	89
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	137
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Hombres	102
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Mujeres	85
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	60
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	152
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	455
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	634
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	68
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	3
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	256
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	31
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	187
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	12
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Hombres	795
Octubre 2013	201310	Octubre	2013	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Mujeres	438
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Hombres	38
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Mujeres	17
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	1224
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1465
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Hombres	1366
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Mujeres	1285
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	680
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1416
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3204
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5322
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	129
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	26
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2030
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	345
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1291
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	286
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Hombres	7834
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Mujeres	4687
Octubre 2013	201310	Octubre	2013	CNO - 2011	50	Zaragoza	99	Ocupaciones militares	Hombres	4
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	1	Directores y gerentes	Hombres	6
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	1	Directores y gerentes	Mujeres	8
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Hombres	143
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	190
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Hombres	153
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Mujeres	120
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	111
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	242
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	599
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	945
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	4
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	336
Septiembre 2013	201309	Septiembre	2013	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	9
