Comarca código	Comarca nombre	Año	Sistema de cultivo	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Eriales	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos	Total (A+B+C+D)
16	Valdejalón	2008	Regadío	14456	4338	1104	9014	0	0	0	30	30	0	0	0	0	0	0	0	0	14486
16	Valdejalón	2008	Secano	36107	14108	15864	6135	5397	0	5397	12719	4300	2141	6278	24612	18986	0	1486	3350	790	78835
17	Central	2008	Regadío	33220	24666	7094	1460	0	0	0	41	41	0	0	0	0	0	0	0	0	33261
17	Central	2008	Secano	74111	31433	41821	857	5108	0	5108	36011	16179	1400	18432	80369	55727	140	8047	14278	2177	195599
18	Ribera Baja del Ebro	2008	Regadío	13340	11253	437	1650	0	0	0	3	3	0	0	0	0	0	0	0	0	13343
18	Ribera Baja del Ebro	2008	Secano	43172	21729	21323	120	4513	0	4513	11024	1830	1978	7216	26937	21676	0	559	2805	1897	85646
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	Regadío	9927	3801	991	5135	0	0	0	3	3	0	0	0	0	0	0	0	0	9930
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	Secano	28188	6870	9846	11472	7263	0	7263	22339	8768	5715	7856	30988	22409	0	634	2322	5623	88778
20	Comunidad de Calatayud	2008	Regadío	8447	3005	1848	3594	0	0	0	45	45	0	0	0	0	0	0	0	0	8492
20	Comunidad de Calatayud	2008	Secano	72006	31031	23984	16991	19938	0	19938	65460	31320	10155	23985	85212	72917	0	1816	6323	4156	242616
21	Campo de Cariñena	2008	Regadío	7246	1962	162	5122	0	0	0	0	0	0	0	0	0	0	0	0	0	7246
21	Campo de Cariñena	2008	Secano	36987	11619	12738	12630	2566	0	2566	12434	7193	1253	3988	17962	14406	0	583	2134	839	69949
22	Campo de Belchite	2008	Regadío	4388	1401	1074	1913	0	0	0	9	9	0	0	0	0	0	0	0	0	4397
22	Campo de Belchite	2008	Secano	59913	32239	25778	1896	4126	0	4126	11568	4425	680	6463	24368	19734	100	1515	2193	826	99975
23	Bajo Martín	2008	Regadío	5269	2376	2041	852	0	0	0	4	4	0	0	0	0	0	0	0	0	5273
23	Bajo Martín	2008	Secano	49025	20305	25294	3426	454	0	454	10304	6175	95	4034	14600	12222	0	306	1623	449	74383
24	Campo de Daroca	2008	Regadío	1536	1214	253	69	0	0	0	16	16	0	0	0	0	0	0	0	0	1552
24	Campo de Daroca	2008	Secano	56375	42446	10545	3384	6421	0	6421	23008	12616	4668	5724	23062	18018	0	416	2680	1948	108866
25	Jiloca	2008	Regadío	6863	5000	1805	58	0	0	0	14	14	0	0	0	0	0	0	0	0	6877
25	Jiloca	2008	Secano	91874	56090	34099	1685	13968	60	13908	34890	11249	10416	13225	45453	37924	0	1307	4981	1241	186185
26	Cuencas Mineras	2008	Regadío	1570	555	1006	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1570
26	Cuencas Mineras	2008	Secano	34078	15785	17206	1087	7267	184	7083	43401	21813	4008	17580	54943	51014	0	875	2119	935	139689
27	Andorra-Sierra de Arcos	2008	Regadío	850	172	550	128	45	45	0	0	0	0	0	0	0	0	0	0	0	895
27	Andorra-Sierra de Arcos	2008	Secano	19433	6230	10119	3084	3617	0	3617	21391	12480	2610	6301	22372	18485	0	1682	1828	377	66813
28	Bajo Aragón	2008	Regadío	8550	4062	1393	3095	39	39	0	49	49	0	0	0	0	0	0	0	0	8638
28	Bajo Aragón	2008	Secano	51477	13370	21427	16680	4929	0	4929	29361	14961	4121	10279	36129	31081	0	1141	2961	946	121896
29	Comunidad de Teruel	2008	Regadío	9448	6383	3028	37	355	355	0	29	29	0	0	0	0	0	0	0	0	9832
29	Comunidad de Teruel	2008	Secano	98128	53242	44330	556	25237	305	24932	62600	20697	15521	26382	82883	71434	0	1262	7003	3184	268848
30	Maestrazgo	2008	Regadío	987	279	520	188	13	13	0	1	1	0	0	0	0	0	0	0	0	1001
30	Maestrazgo	2008	Secano	12324	5775	5693	856	27224	2885	24339	46196	23545	6544	16107	33706	29969	0	301	2433	1003	119450
31	Sierra de Albarracín	2008	Regadío	526	247	279	0	68	68	0	3	3	0	0	0	0	0	0	0	0	597
31	Sierra de Albarracín	2008	Secano	19255	8387	10868	0	30120	4546	25574	72734	28176	33729	10829	18984	16847	0	178	1526	433	141093
32	Gúdar-Javalambre	2008	Regadío	2241	578	1648	15	136	136	0	9	9	0	0	0	0	0	0	0	0	2386
32	Gúdar-Javalambre	2008	Secano	26192	9311	16455	426	49903	3279	46624	111954	62805	32401	16748	43664	34249	0	419	6853	2143	231713
33	Matarraña / Matarranya	2008	Regadío	1156	141	483	532	24	24	0	8	8	0	0	0	0	0	0	0	0	1188
33	Matarraña / Matarranya	2008	Secano	28924	2960	6752	19212	4626	160	4466	45972	38033	4967	2972	12489	9835	0	388	1288	978	92011
01	La Jacetania	2007	Regadío	1603	770	833	0	6	6	0	9	9	0	0	0	0	0	0	0	0	1618
01	La Jacetania	2007	Secano	21425	14125	7194	106	32893	814	32079	86960	63094	17701	6165	41540	26706	0	9503	2197	3134	182818
02	Alto Gállego	2007	Regadío	585	238	347	0	409	409	0	42	42	0	0	0	0	0	0	0	0	1036
02	Alto Gállego	2007	Secano	7543	4212	3330	1	22495	7667	14828	68407	50528	3296	14583	35303	20457	0	11058	1584	2204	133748
03	Sobrarbe	2007	Regadío	1121	418	698	5	613	613	0	0	0	0	0	0	0	0	0	0	0	1734
03	Sobrarbe	2007	Secano	11832	5886	5497	449	41303	12400	28903	105774	58277	33266	14231	59557	33128	0	19147	1734	5548	218466
04	La Ribagorza	2007	Regadío	1214	577	631	6	590	590	0	0	0	0	0	0	0	0	0	0	0	1804
04	La Ribagorza	2007	Secano	28903	17501	9905	1497	24091	4077	20014	108159	38322	35408	34429	83129	60797	0	15113	2421	4798	244282
05	Cinco Villas	2007	Regadío	77198	70480	6047	671	0	0	0	0	0	0	0	0	0	0	0	0	0	77198
05	Cinco Villas	2007	Secano	79087	46498	31501	1088	13441	0	13441	94280	34150	30163	29967	41120	24229	237	7726	7242	1686	227928
06	Hoya de Huesca / Plana de Uesca	2007	Regadío	23671	19037	3745	889	0	0	0	87	87	0	0	0	0	0	0	0	0	23758
06	Hoya de Huesca / Plana de Uesca	2007	Secano	106168	73940	25792	6436	1150	76	1074	61835	22215	8936	30684	60096	44201	46	9386	3782	2681	229249
07	Somontano de Barbastro	2007	Regadío	16244	11543	2432	2269	0	0	0	25	25	0	0	0	0	0	0	0	0	16269
07	Somontano de Barbastro	2007	Secano	41210	18731	12922	9557	0	0	0	22269	3846	4847	13576	36391	29403	0	2815	2283	1890	99870
08	Cinca Medio	2007	Regadío	34679	25018	6887	2774	0	0	0	177	177	0	0	0	0	0	0	0	0	34856
08	Cinca Medio	2007	Secano	6901	3051	3376	474	0	0	0	1745	778	9	958	12637	7477	0	956	1824	2380	21283
09	La Litera / La Llitera	2007	Regadío	26581	20811	3493	2277	0	0	0	18	18	0	0	0	0	0	0	0	0	26599
09	La Litera / La Llitera	2007	Secano	18257	10241	5811	2205	0	0	0	14080	4535	15	9530	13280	10208	0	901	1519	652	45617
10	Los Monegros	2007	Regadío	74762	61618	12338	806	0	0	0	34	34	0	0	0	0	0	0	0	0	74796
10	Los Monegros	2007	Secano	110258	51026	57676	1556	3552	0	3552	32897	15357	4660	12880	51180	38975	0	3970	5318	2917	197887
11	Bajo Cinca / Baix Cinca	2007	Regadío	30368	13237	5088	12043	0	0	0	72	72	0	0	0	0	0	0	0	0	30440
11	Bajo Cinca / Baix Cinca	2007	Secano	46815	15072	27468	4275	1274	0	1274	26994	6271	5193	15530	35033	27755	0	1983	3023	2272	110116
12	Tarazona y el Moncayo	2007	Regadío	4890	2326	1775	789	0	0	0	8	8	0	0	0	0	0	0	0	0	4898
12	Tarazona y el Moncayo	2007	Secano	10142	3768	5618	756	4531	0	4531	19792	7109	5506	7177	5614	2276	0	1973	1141	224	40079
13	Campo de Borja	2007	Regadío	10909	4459	2343	4107	0	0	0	0	0	0	0	0	0	0	0	0	0	10909
13	Campo de Borja	2007	Secano	26233	7620	10720	7893	5351	0	5351	14523	5428	3847	5248	11609	7029	0	1658	2465	457	57716
14	Aranda	2007	Regadío	1346	694	494	158	0	0	0	6	6	0	0	0	0	0	0	0	0	1352
14	Aranda	2007	Secano	12222	3349	6655	2218	4242	0	4242	29025	12641	7356	9028	9204	4678	0	1533	1955	1038	54693
15	Ribera Alta del Ebro	2007	Regadío	14794	12886	1278	630	0	0	0	108	108	0	0	0	0	0	0	0	0	14902
15	Ribera Alta del Ebro	2007	Secano	12594	5740	6788	66	1935	0	1935	989	347	288	354	10524	3821	1025	2020	2978	680	26042
16	Valdejalón	2007	Regadío	13627	4052	1508	8067	0	0	0	7	7	0	0	0	0	0	0	0	0	13634
16	Valdejalón	2007	Secano	35922	13625	17691	4606	7973	0	7973	17341	5657	6434	5250	17894	10687	84	3245	3423	455	79130
17	Central	2007	Regadío	34853	22342	11230	1281	0	0	0	30	30	0	0	0	0	0	0	0	0	34883
17	Central	2007	Secano	78410	29296	48542	572	11744	0	11744	30269	10089	11060	9120	72102	23743	745	14334	30974	2306	192525
18	Ribera Baja del Ebro	2007	Regadío	12232	9119	1678	1435	0	0	0	130	130	0	0	0	0	0	0	0	0	12362
18	Ribera Baja del Ebro	2007	Secano	42341	16615	25608	118	10236	0	10236	17044	2679	8227	6138	16500	7798	20	922	4549	3211	86121
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2007	Regadío	9616	3338	1687	4591	0	0	0	0	0	0	0	0	0	0	0	0	0	9616
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2007	Secano	29356	5725	13256	10375	4324	0	4324	36383	10551	10262	15570	18628	9264	564	2278	1855	4667	88691
20	Comunidad de Calatayud	2007	Regadío	8837	3062	2667	3108	10	10	0	63	63	0	0	0	0	0	0	0	0	8910
20	Comunidad de Calatayud	2007	Secano	77222	28034	35709	13479	21996	0	21996	84148	31813	21663	30672	58466	37276	10	10397	8187	2596	241832
21	Campo de Cariñena	2007	Regadío	7645	2161	277	5207	0	0	0	0	0	0	0	0	0	0	0	0	0	7645
21	Campo de Cariñena	2007	Secano	38099	10215	17009	10875	4105	0	4105	16219	6011	4427	5781	10810	5838	0	1624	2810	538	69233
22	Campo de Belchite	2007	Regadío	5314	2159	1426	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	5314
22	Campo de Belchite	2007	Secano	64627	27692	35348	1587	7551	0	7551	16176	7406	4425	4345	10450	4848	320	2793	2093	396	98804
23	Bajo Martín	2007	Regadío	4756	2237	1587	932	0	0	0	41	41	0	0	0	0	0	0	0	0	4797
23	Bajo Martín	2007	Secano	46105	18540	24260	3305	0	0	0	8922	5356	276	3290	19635	16559	50	615	2089	322	74662
24	Campo de Daroca	2007	Regadío	3311	2554	707	50	0	0	0	4	4	0	0	0	0	0	0	0	0	3315
24	Campo de Daroca	2007	Secano	58362	38874	16671	2817	5240	0	5240	32418	11348	9588	11482	10949	6582	0	1366	1971	1030	106969
25	Jiloca	2007	Regadío	6669	4916	1705	48	0	0	0	229	229	0	0	0	0	0	0	0	0	6898
25	Jiloca	2007	Secano	93789	53981	38206	1602	13342	60	13282	33347	8903	3656	20788	45410	36465	0	2858	5521	566	185888
26	Cuencas Mineras	2007	Regadío	1698	640	1050	8	0	0	0	34	34	0	0	0	0	0	0	0	0	1732
26	Cuencas Mineras	2007	Secano	34073	15439	17578	1056	14808	184	14624	27365	13531	4592	9242	63215	57260	0	3179	2304	472	139461
27	Andorra-Sierra de Arcos	2007	Regadío	770	203	461	106	125	125	0	77	77	0	0	0	0	0	0	0	0	972
27	Andorra-Sierra de Arcos	2007	Secano	16513	6151	7532	2830	1944	0	1944	15571	10463	3220	1888	32676	29280	10	482	2680	224	66704
28	Bajo Aragón	2007	Regadío	8460	3993	1416	3051	74	74	0	135	135	0	0	0	0	0	0	0	0	8669
28	Bajo Aragón	2007	Secano	48567	12708	19165	16694	746	0	746	24789	7045	7832	9912	47412	43255	133	1280	2000	744	121514
29	Comunidad de Teruel	2007	Regadío	9088	6201	2859	28	356	356	0	1126	1126	0	0	0	0	0	0	0	0	10570
29	Comunidad de Teruel	2007	Secano	96879	49959	46399	521	30744	486	30258	48206	17945	11571	18690	91906	79453	0	3940	7719	794	267735
30	Maestrazgo	2007	Regadío	892	295	429	168	32	32	0	131	131	0	0	0	0	0	0	0	0	1055
30	Maestrazgo	2007	Secano	9736	5148	3860	728	42529	4433	38096	29399	16095	4063	9241	37697	28341	954	2049	5337	1016	119361
31	Sierra de Albarracín	2007	Regadío	570	261	309	0	72	72	0	161	161	0	0	0	0	0	0	0	0	803
31	Sierra de Albarracín	2007	Secano	16553	8202	8351	0	30028	4854	25174	79006	21573	42573	14860	15276	10955	0	1527	2695	99	140863
32	Gúdar-Javalambre	2007	Regadío	1967	570	1387	10	389	389	0	100	100	0	0	0	0	0	0	0	0	2456
32	Gúdar-Javalambre	2007	Secano	19857	9003	10423	431	62760	3279	59481	103427	52737	22202	28488	45518	36104	0	3881	4679	854	231562
33	Matarraña / Matarranya	2007	Regadío	1475	163	760	552	24	24	0	91	91	0	0	0	0	0	0	0	0	1590
33	Matarraña / Matarranya	2007	Secano	27260	2521	5689	19050	4881	160	4721	32929	21815	4233	6881	26478	22775	0	1447	1540	716	91548
01	La Jacetania	2006	Regadío	1696	997	687	12	9	9	0	4	4	0	0	0	0	0	0	0	0	1709
01	La Jacetania	2006	Secano	24835	16738	8004	93	37127	558	36569	75609	56735	12683	6191	45259	26341	0	14434	1915	2569	182830
02	Alto Gállego	2006	Regadío	645	419	226	0	408	408	0	3	3	0	0	0	0	0	0	0	0	1056
02	Alto Gállego	2006	Secano	8023	3884	4136	3	26289	7648	18641	62095	46125	3313	12657	37156	22396	0	11043	867	2850	133563
03	Sobrarbe	2006	Regadío	1158	712	411	35	540	540	0	0	0	0	0	0	0	0	0	0	0	1698
03	Sobrarbe	2006	Secano	11635	5660	5541	434	40815	10912	29903	105949	58531	32867	14551	59859	33118	0	19225	1999	5517	218258
04	La Ribagorza	2006	Regadío	1271	812	437	22	465	465	0	0	0	0	0	0	0	0	0	0	0	1736
04	La Ribagorza	2006	Secano	30372	17380	11485	1507	24472	2167	22305	99122	33981	32415	32726	90217	64517	0	18227	2775	4698	244183
05	Cinco Villas	2006	Regadío	65986	61109	4386	491	0	0	0	0	0	0	0	0	0	0	0	0	0	65986
05	Cinco Villas	2006	Secano	91477	57868	32350	1259	7877	0	7877	97646	35314	31165	31167	41878	24418	237	8330	7212	1681	238878
06	Hoya de Huesca / Plana de Uesca	2006	Regadío	22396	17732	3799	865	0	0	0	160	160	0	0	0	0	0	0	0	0	22556
06	Hoya de Huesca / Plana de Uesca	2006	Secano	107686	72713	28785	6188	2672	76	2596	62782	22330	9011	31441	56739	40739	0	10222	3483	2295	229879
07	Somontano de Barbastro	2006	Regadío	15883	11064	2689	2130	0	0	0	30	30	0	0	0	0	0	0	0	0	15913
07	Somontano de Barbastro	2006	Secano	41728	18301	14033	9394	0	0	0	22149	3773	4821	13555	35968	29063	0	3114	2091	1700	99845
08	Cinca Medio	2006	Regadío	33082	22890	7526	2666	0	0	0	222	222	0	0	0	0	0	0	0	0	33304
08	Cinca Medio	2006	Secano	7021	2871	3693	457	0	0	0	1933	875	23	1035	12375	7339	0	1011	1828	2197	21329
09	La Litera / La Llitera	2006	Regadío	25153	19390	3544	2219	0	0	0	12	12	0	0	0	0	0	0	0	0	25165
09	La Litera / La Llitera	2006	Secano	18611	10159	6290	2162	0	0	0	10770	2573	51	8146	16252	12643	0	1926	1331	352	45633
10	Los Monegros	2006	Regadío	70724	55429	14522	773	0	0	0	86	86	0	0	0	0	0	0	0	0	70810
10	Los Monegros	2006	Secano	113613	52365	59680	1568	1780	0	1780	32963	15402	4707	12854	49482	36576	0	7836	3954	1116	197838
11	Bajo Cinca / Baix Cinca	2006	Regadío	29250	12503	5242	11505	0	0	0	188	188	0	0	0	0	0	0	0	0	29438
11	Bajo Cinca / Baix Cinca	2006	Secano	49591	15494	29754	4343	74	0	74	26697	10216	4887	11594	33859	26834	0	3011	2115	1899	110221
12	Tarazona y el Moncayo	2006	Regadío	7146	2760	3453	933	0	0	0	8	8	0	0	0	0	0	0	0	0	7154
12	Tarazona y el Moncayo	2006	Secano	10435	5207	4367	861	3305	0	3305	19492	6809	5506	7177	4417	1096	0	1972	1125	224	37649
13	Campo de Borja	2006	Regadío	13022	4965	3937	4120	0	0	0	0	0	0	0	0	0	0	0	0	0	13022
13	Campo de Borja	2006	Secano	29512	8751	12202	8559	2011	0	2011	13932	5228	3647	5057	9919	5402	0	1600	2465	452	55374
14	Aranda	2006	Regadío	1355	56	1121	178	0	0	0	6	6	0	0	0	0	0	0	0	0	1361
14	Aranda	2006	Secano	13992	3029	7971	2992	959	0	959	29769	12818	7468	9483	9949	5235	0	1653	2023	1038	54669
15	Ribera Alta del Ebro	2006	Regadío	15824	12886	2232	706	0	0	0	108	108	0	0	0	0	0	0	0	0	15932
15	Ribera Alta del Ebro	2006	Secano	12289	5811	6381	97	490	0	490	1281	639	288	354	10739	3894	1025	1827	3151	842	24799
16	Valdejalón	2006	Regadío	15359	3559	3496	8304	0	0	0	7	7	0	0	0	0	0	0	0	0	15366
16	Valdejalón	2006	Secano	44044	15113	22970	5961	1260	0	1260	16795	5557	6088	5150	15050	8160	84	3028	3323	455	77149
17	Central	2006	Regadío	46629	23728	21626	1275	0	0	0	30	30	0	0	0	0	0	0	0	0	46659
17	Central	2006	Secano	83920	32965	50076	879	6244	0	6244	30269	10089	11060	9120	59315	16029	745	12224	28011	2306	179748
18	Ribera Baja del Ebro	2006	Regadío	13403	9771	2398	1234	0	0	0	130	130	0	0	0	0	0	0	0	0	13533
18	Ribera Baja del Ebro	2006	Secano	45832	19000	26724	108	3035	0	3035	18824	3179	9177	6468	17061	8588	20	722	4520	3211	84752
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2006	Regadío	10160	3472	2068	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	10160
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2006	Secano	33705	7903	14691	11111	1426	0	1426	35503	10445	10062	14996	17379	8205	564	2138	1805	4667	88013
20	Comunidad de Calatayud	2006	Regadío	12040	2792	5990	3258	10	10	0	68	68	0	0	0	0	0	0	0	0	12118
20	Comunidad de Calatayud	2006	Secano	95163	34686	44576	15901	6512	0	6512	81206	30904	20572	29730	55482	34277	10	10430	8201	2564	238363
21	Campo de Cariñena	2006	Regadío	7175	1575	403	5197	0	0	0	0	0	0	0	0	0	0	0	0	0	7175
21	Campo de Cariñena	2006	Secano	43349	10819	20619	11911	926	0	926	16119	5961	4367	5791	9251	4404	0	1599	2760	488	69645
22	Campo de Belchite	2006	Regadío	4448	1219	1502	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	4448
22	Campo de Belchite	2006	Secano	70982	33377	35809	1796	3457	0	3457	15825	7335	4145	4345	9425	4043	320	2673	1993	396	99689
23	Bajo Martín	2006	Regadío	4820	2376	1521	923	0	0	0	41	41	0	0	0	0	0	0	0	0	4861
23	Bajo Martín	2006	Secano	45722	19791	22742	3189	0	0	0	9113	5356	276	3481	19704	16628	50	615	2089	322	74539
24	Campo de Daroca	2006	Regadío	1852	1129	666	57	0	0	0	229	229	0	0	0	0	0	0	0	0	2081
24	Campo de Daroca	2006	Secano	63430	41761	18431	3238	1431	0	1431	33770	11738	10033	11999	9613	5412	0	1253	1971	977	108244
25	Jiloca	2006	Regadío	6531	4806	1681	44	0	0	0	225	225	0	0	0	0	0	0	0	0	6756
25	Jiloca	2006	Secano	93777	52478	39697	1602	13342	60	13282	33347	8903	3656	20788	45504	36559	0	2858	5521	566	185970
26	Cuencas Mineras	2006	Regadío	1730	651	1071	8	0	0	0	34	34	0	0	0	0	0	0	0	0	1764
26	Cuencas Mineras	2006	Secano	34032	15185	17820	1027	14808	184	14624	27350	13531	4592	9227	63220	57265	0	3179	2304	472	139410
27	Andorra-Sierra de Arcos	2006	Regadío	817	185	536	96	125	125	0	77	77	0	0	0	0	0	0	0	0	1019
27	Andorra-Sierra de Arcos	2006	Secano	16371	6062	7435	2874	1944	0	1944	15567	10463	3220	1884	32767	29371	10	482	2680	224	66649
28	Bajo Aragón	2006	Regadío	8120	3741	1530	2849	74	74	0	135	135	0	0	0	0	0	0	0	0	8329
28	Bajo Aragón	2006	Secano	48775	12138	20146	16491	746	0	746	24789	7045	7832	9912	47472	43315	133	1280	2000	744	121782
29	Comunidad de Teruel	2006	Regadío	9200	6237	2937	26	356	356	0	1126	1126	0	0	0	0	0	0	0	0	10682
29	Comunidad de Teruel	2006	Secano	96260	51669	44061	530	30744	486	30258	48197	17945	11571	18681	92319	79866	0	3940	7719	794	267520
30	Maestrazgo	2006	Regadío	925	282	473	170	32	32	0	131	131	0	0	0	0	0	0	0	0	1088
30	Maestrazgo	2006	Secano	8988	3442	4822	724	42529	4433	38096	29413	16095	4063	9255	38387	29031	954	2049	5337	1016	119317
31	Sierra de Albarracín	2006	Regadío	550	246	304	0	72	72	0	161	161	0	0	0	0	0	0	0	0	783
31	Sierra de Albarracín	2006	Secano	16502	8017	8485	0	30028	4854	25174	79006	21573	42573	14860	15343	11022	0	1527	2695	99	140879
32	Gúdar-Javalambre	2006	Regadío	2016	609	1401	6	389	389	0	100	100	0	0	0	0	0	0	0	0	2505
32	Gúdar-Javalambre	2006	Secano	19379	7344	11606	429	62760	3279	59481	103670	52737	22509	28424	45685	36271	0	3881	4679	854	231494
33	Matarraña / Matarranya	2006	Regadío	1479	170	795	514	24	24	0	91	91	0	0	0	0	0	0	0	0	1594
33	Matarraña / Matarranya	2006	Secano	27229	2295	6006	18928	4881	160	4721	32929	21815	4233	6881	26492	22789	0	1447	1540	716	91531
01	La Jacetania	2005	Regadío	1693	1091	587	15	9	9	0	4	4	0	0	0	0	0	0	0	0	1706
01	La Jacetania	2005	Secano	23187	15532	7573	82	38108	558	37550	76153	56856	12773	6524	45259	26341	0	14434	1915	2569	182707
02	Alto Gállego	2005	Regadío	646	456	190	0	408	408	0	3	3	0	0	0	0	0	0	0	0	1057
02	Alto Gállego	2005	Secano	8176	4557	3616	3	26289	7648	18641	62095	46125	3313	12657	37156	22396	0	11043	867	2850	133716
03	Sobrarbe	2005	Regadío	1201	779	375	47	540	540	0	0	0	0	0	0	0	0	0	0	0	1741
03	Sobrarbe	2005	Secano	11811	6067	5330	414	40823	10912	29911	105949	58531	32867	14551	59859	33118	0	19225	1999	5517	218442
04	La Ribagorza	2005	Regadío	1251	914	313	24	465	465	0	0	0	0	0	0	0	0	0	0	0	1716
04	La Ribagorza	2005	Secano	30244	18501	10242	1501	24472	2167	22305	99422	33981	32415	33026	90217	64517	0	18227	2775	4698	244355
05	Cinco Villas	2005	Regadío	63074	52317	10308	449	0	0	0	0	0	0	0	0	0	0	0	0	0	63074
05	Cinco Villas	2005	Secano	88548	54197	33258	1093	10460	0	10460	94231	34146	30267	29818	40990	24070	230	8197	6932	1561	234229
06	Hoya de Huesca / Plana de Uesca	2005	Regadío	23050	16429	5688	933	0	0	0	160	160	0	0	0	0	0	0	0	0	23210
06	Hoya de Huesca / Plana de Uesca	2005	Secano	107112	73795	27556	5761	2933	76	2857	62782	22326	9011	31445	56745	40746	0	10221	3483	2295	229572
07	Somontano de Barbastro	2005	Regadío	16895	10663	4302	1930	0	0	0	30	30	0	0	0	0	0	0	0	0	16925
07	Somontano de Barbastro	2005	Secano	40877	19500	11892	9485	0	0	0	21421	3771	4821	13555	37795	29063	0	3114	2091	1700	100093
08	Cinca Medio	2005	Regadío	34277	23949	7838	2490	0	0	0	222	222	0	0	0	0	0	0	0	0	34499
08	Cinca Medio	2005	Secano	6965	3155	3360	450	0	0	0	1933	875	23	1035	12375	7339	0	1011	1828	2197	21273
09	La Litera / La Llitera	2005	Regadío	26309	20399	3694	2216	0	0	0	12	12	0	0	0	0	0	0	0	0	26321
09	La Litera / La Llitera	2005	Secano	18406	10151	6109	2146	0	0	0	10953	2573	51	8329	16252	12643	0	1926	1331	352	45611
10	Los Monegros	2005	Regadío	73268	52484	20033	751	0	0	0	86	86	0	0	0	0	0	0	0	0	73354
10	Los Monegros	2005	Secano	114357	54588	58372	1397	1780	0	1780	32957	15402	4707	12848	49482	36576	0	7836	3954	1116	198576
11	Bajo Cinca / Baix Cinca	2005	Regadío	29844	13079	5614	11151	0	0	0	188	188	0	0	0	0	0	0	0	0	30032
11	Bajo Cinca / Baix Cinca	2005	Secano	49762	20697	24613	4452	74	0	74	26515	10034	4887	11594	33859	26834	0	3011	2115	1899	110210
12	Tarazona y el Moncayo	2005	Regadío	5843	3065	1969	809	0	0	0	8	8	0	0	0	0	0	0	0	0	5851
12	Tarazona y el Moncayo	2005	Secano	7870	4431	2720	719	305	0	305	7403	2526	1799	3078	2752	1032	0	1061	470	189	18330
13	Campo de Borja	2005	Regadío	12613	5512	3023	4078	0	0	0	0	0	0	0	0	0	0	0	0	0	12613
13	Campo de Borja	2005	Secano	29923	9384	13138	7401	2011	0	2011	13942	5238	3647	5057	9923	5402	0	1606	2463	452	55799
14	Aranda	2005	Regadío	1184	55	976	153	0	0	0	6	6	0	0	0	0	0	0	0	0	1190
14	Aranda	2005	Secano	12453	2390	7960	2103	1377	0	1377	28872	12759	6969	9144	9661	5109	0	1653	1919	980	52363
15	Ribera Alta del Ebro	2005	Regadío	15484	12386	2345	753	0	0	0	108	108	0	0	0	0	0	0	0	0	15592
15	Ribera Alta del Ebro	2005	Secano	12017	5992	5946	79	819	0	819	1349	682	278	389	10760	3961	1025	1824	3108	842	24945
16	Valdejalón	2005	Regadío	14782	3677	3084	8021	0	0	0	8	8	0	0	0	0	0	0	0	0	14790
16	Valdejalón	2005	Secano	37893	17231	15448	5214	1387	0	1387	11995	3630	4895	3470	13188	8083	24	2404	2281	396	64463
17	Central	2005	Regadío	46239	24617	20440	1182	0	0	0	30	30	0	0	0	0	0	0	0	0	46269
17	Central	2005	Secano	80811	34536	45670	605	6244	0	6244	29977	9976	10968	9033	57782	15845	745	11324	27575	2293	174814
18	Ribera Baja del Ebro	2005	Regadío	12995	10076	1723	1196	0	0	0	130	130	0	0	0	0	0	0	0	0	13125
18	Ribera Baja del Ebro	2005	Secano	46258	24010	22163	85	3035	0	3035	18824	3179	9177	6468	17061	8588	20	722	4520	3211	85178
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2005	Regadío	10060	3404	2198	4458	0	0	0	0	0	0	0	0	0	0	0	0	0	10060
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2005	Secano	33211	5150	17037	11024	1377	0	1377	34799	10443	9920	14436	16415	7624	564	2103	1763	4361	85802
20	Comunidad de Calatayud	2005	Regadío	11531	2988	5370	3173	10	10	0	68	68	0	0	0	0	0	0	0	0	11609
20	Comunidad de Calatayud	2005	Secano	91690	35418	42538	13734	6207	0	6207	76254	29342	19243	27669	53719	33320	10	10012	7898	2479	227870
21	Campo de Cariñena	2005	Regadío	6724	1667	295	4762	0	0	0	0	0	0	0	0	0	0	0	0	0	6724
21	Campo de Cariñena	2005	Secano	42121	13233	18512	10376	763	0	763	14409	4977	4001	5431	8039	3477	0	1465	2616	481	65332
22	Campo de Belchite	2005	Regadío	4063	1504	1100	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	4063
