Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Sector código	Sector descripción	CCAA nombre
Junio 2013	201306	Junio	2013	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Junio 2013	201306	Junio	2013	Hombres	66	2	Industria y energía	Aragón
Junio 2013	201306	Junio	2013	Mujeres	38	2	Industria y energía	Aragón
Junio 2013	201306	Junio	2013	Hombres	8	3	Construcción	Aragón
Junio 2013	201306	Junio	2013	Mujeres	2	3	Construcción	Aragón
Junio 2013	201306	Junio	2013	Hombres	158	4	Servicios	Aragón
Junio 2013	201306	Junio	2013	Mujeres	271	4	Servicios	Aragón
Mayo 2013	201305	Mayo	2013	Hombres	17	1	Agricultura, ganadería y pesca	Aragón
Mayo 2013	201305	Mayo	2013	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Mayo 2013	201305	Mayo	2013	Hombres	70	2	Industria y energía	Aragón
Mayo 2013	201305	Mayo	2013	Mujeres	45	2	Industria y energía	Aragón
Mayo 2013	201305	Mayo	2013	Hombres	6	3	Construcción	Aragón
Mayo 2013	201305	Mayo	2013	Mujeres	2	3	Construcción	Aragón
Mayo 2013	201305	Mayo	2013	Hombres	155	4	Servicios	Aragón
Mayo 2013	201305	Mayo	2013	Mujeres	328	4	Servicios	Aragón
Abril 2013	201304	Abril	2013	Hombres	15	1	Agricultura, ganadería y pesca	Aragón
Abril 2013	201304	Abril	2013	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Abril 2013	201304	Abril	2013	Hombres	51	2	Industria y energía	Aragón
Abril 2013	201304	Abril	2013	Mujeres	37	2	Industria y energía	Aragón
Abril 2013	201304	Abril	2013	Hombres	8	3	Construcción	Aragón
Abril 2013	201304	Abril	2013	Mujeres	1	3	Construcción	Aragón
Abril 2013	201304	Abril	2013	Hombres	158	4	Servicios	Aragón
Abril 2013	201304	Abril	2013	Mujeres	317	4	Servicios	Aragón
Marzo 2013	201303	Marzo	2013	Hombres	11	1	Agricultura, ganadería y pesca	Aragón
Marzo 2013	201303	Marzo	2013	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Marzo 2013	201303	Marzo	2013	Hombres	36	2	Industria y energía	Aragón
Marzo 2013	201303	Marzo	2013	Mujeres	17	2	Industria y energía	Aragón
Marzo 2013	201303	Marzo	2013	Hombres	8	3	Construcción	Aragón
Marzo 2013	201303	Marzo	2013	Mujeres	7	3	Construcción	Aragón
Marzo 2013	201303	Marzo	2013	Hombres	156	4	Servicios	Aragón
Marzo 2013	201303	Marzo	2013	Mujeres	258	4	Servicios	Aragón
Febrero 2013	201302	Febrero	2013	Hombres	13	1	Agricultura, ganadería y pesca	Aragón
Febrero 2013	201302	Febrero	2013	Mujeres	5	1	Agricultura, ganadería y pesca	Aragón
Febrero 2013	201302	Febrero	2013	Hombres	44	2	Industria y energía	Aragón
Febrero 2013	201302	Febrero	2013	Mujeres	27	2	Industria y energía	Aragón
Febrero 2013	201302	Febrero	2013	Hombres	6	3	Construcción	Aragón
Febrero 2013	201302	Febrero	2013	Mujeres	2	3	Construcción	Aragón
Febrero 2013	201302	Febrero	2013	Hombres	122	4	Servicios	Aragón
Febrero 2013	201302	Febrero	2013	Mujeres	261	4	Servicios	Aragón
Enero 2013	201301	Enero	2013	Hombres	7	1	Agricultura, ganadería y pesca	Aragón
Enero 2013	201301	Enero	2013	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Enero 2013	201301	Enero	2013	Hombres	36	2	Industria y energía	Aragón
Enero 2013	201301	Enero	2013	Mujeres	27	2	Industria y energía	Aragón
Enero 2013	201301	Enero	2013	Hombres	11	3	Construcción	Aragón
Enero 2013	201301	Enero	2013	Hombres	128	4	Servicios	Aragón
Enero 2013	201301	Enero	2013	Mujeres	227	4	Servicios	Aragón
Diciembre 2012	201212	Diciembre	2012	Hombres	6	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2012	201212	Diciembre	2012	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2012	201212	Diciembre	2012	Hombres	23	2	Industria y energía	Aragón
Diciembre 2012	201212	Diciembre	2012	Mujeres	17	2	Industria y energía	Aragón
Diciembre 2012	201212	Diciembre	2012	Hombres	3	3	Construcción	Aragón
Diciembre 2012	201212	Diciembre	2012	Mujeres	1	3	Construcción	Aragón
Diciembre 2012	201212	Diciembre	2012	Hombres	111	4	Servicios	Aragón
Diciembre 2012	201212	Diciembre	2012	Mujeres	208	4	Servicios	Aragón
Noviembre 2012	201211	Noviembre	2012	Hombres	6	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2012	201211	Noviembre	2012	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2012	201211	Noviembre	2012	Hombres	29	2	Industria y energía	Aragón
Noviembre 2012	201211	Noviembre	2012	Mujeres	28	2	Industria y energía	Aragón
Noviembre 2012	201211	Noviembre	2012	Hombres	6	3	Construcción	Aragón
Noviembre 2012	201211	Noviembre	2012	Mujeres	5	3	Construcción	Aragón
Noviembre 2012	201211	Noviembre	2012	Hombres	152	4	Servicios	Aragón
Noviembre 2012	201211	Noviembre	2012	Mujeres	236	4	Servicios	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	5	1	Agricultura, ganadería y pesca	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	5	1	Agricultura, ganadería y pesca	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	55	2	Industria y energía	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	37	2	Industria y energía	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	9	3	Construcción	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	1	3	Construcción	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	189	4	Servicios	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	337	4	Servicios	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	10	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	50	2	Industria y energía	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	37	2	Industria y energía	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	16	3	Construcción	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	2	3	Construcción	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	214	4	Servicios	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	301	4	Servicios	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	10	1	Agricultura, ganadería y pesca	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	36	2	Industria y energía	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	21	2	Industria y energía	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	7	3	Construcción	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	5	3	Construcción	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	118	4	Servicios	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	206	4	Servicios	Aragón
Julio 2012	201207	Julio	2012	Hombres	6	1	Agricultura, ganadería y pesca	Aragón
Julio 2012	201207	Julio	2012	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Julio 2012	201207	Julio	2012	Hombres	47	2	Industria y energía	Aragón
Julio 2012	201207	Julio	2012	Mujeres	31	2	Industria y energía	Aragón
Julio 2012	201207	Julio	2012	Hombres	15	3	Construcción	Aragón
Julio 2012	201207	Julio	2012	Mujeres	10	3	Construcción	Aragón
Julio 2012	201207	Julio	2012	Hombres	198	4	Servicios	Aragón
Julio 2012	201207	Julio	2012	Mujeres	293	4	Servicios	Aragón
Junio 2012	201206	Junio	2012	Hombres	9	1	Agricultura, ganadería y pesca	Aragón
Junio 2012	201206	Junio	2012	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Junio 2012	201206	Junio	2012	Hombres	49	2	Industria y energía	Aragón
Junio 2012	201206	Junio	2012	Mujeres	38	2	Industria y energía	Aragón
Junio 2012	201206	Junio	2012	Hombres	6	3	Construcción	Aragón
Junio 2012	201206	Junio	2012	Mujeres	3	3	Construcción	Aragón
Junio 2012	201206	Junio	2012	Hombres	197	4	Servicios	Aragón
Junio 2012	201206	Junio	2012	Mujeres	327	4	Servicios	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	9	1	Agricultura, ganadería y pesca	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	58	2	Industria y energía	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	37	2	Industria y energía	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	11	3	Construcción	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	4	3	Construcción	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	175	4	Servicios	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	314	4	Servicios	Aragón
Abril 2012	201204	Abril	2012	Hombres	11	1	Agricultura, ganadería y pesca	Aragón
Abril 2012	201204	Abril	2012	Hombres	55	2	Industria y energía	Aragón
Abril 2012	201204	Abril	2012	Mujeres	31	2	Industria y energía	Aragón
Abril 2012	201204	Abril	2012	Hombres	22	3	Construcción	Aragón
Abril 2012	201204	Abril	2012	Mujeres	4	3	Construcción	Aragón
Abril 2012	201204	Abril	2012	Hombres	147	4	Servicios	Aragón
Abril 2012	201204	Abril	2012	Mujeres	322	4	Servicios	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	14	1	Agricultura, ganadería y pesca	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	54	2	Industria y energía	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	23	2	Industria y energía	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	23	3	Construcción	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	4	3	Construcción	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	240	4	Servicios	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	380	4	Servicios	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	2	1	Agricultura, ganadería y pesca	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	33	2	Industria y energía	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	31	2	Industria y energía	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	3	3	Construcción	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	2	3	Construcción	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	122	4	Servicios	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	234	4	Servicios	Aragón
Enero 2012	201201	Enero	2012	Hombres	1	1	Agricultura, ganadería y pesca	Aragón
Enero 2012	201201	Enero	2012	Hombres	19	2	Industria y energía	Aragón
Enero 2012	201201	Enero	2012	Mujeres	25	2	Industria y energía	Aragón
Enero 2012	201201	Enero	2012	Hombres	3	3	Construcción	Aragón
Enero 2012	201201	Enero	2012	Mujeres	4	3	Construcción	Aragón
Enero 2012	201201	Enero	2012	Hombres	113	4	Servicios	Aragón
Enero 2012	201201	Enero	2012	Mujeres	266	4	Servicios	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	3	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	34	2	Industria y energía	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	23	2	Industria y energía	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	5	3	Construcción	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	1	3	Construcción	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	126	4	Servicios	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	244	4	Servicios	Aragón
Noviembre 2011	201111	Noviembre	2011	Hombres	4	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2011	201111	Noviembre	2011	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2011	201111	Noviembre	2011	Hombres	54	2	Industria y energía	Aragón
Noviembre 2011	201111	Noviembre	2011	Mujeres	32	2	Industria y energía	Aragón
Noviembre 2011	201111	Noviembre	2011	Hombres	9	3	Construcción	Aragón
Noviembre 2011	201111	Noviembre	2011	Mujeres	4	3	Construcción	Aragón
Noviembre 2011	201111	Noviembre	2011	Hombres	124	4	Servicios	Aragón
Noviembre 2011	201111	Noviembre	2011	Mujeres	251	4	Servicios	Aragón
Octubre 2011	201110	Octubre	2011	Hombres	3	1	Agricultura, ganadería y pesca	Aragón
Octubre 2011	201110	Octubre	2011	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Octubre 2011	201110	Octubre	2011	Hombres	54	2	Industria y energía	Aragón
Octubre 2011	201110	Octubre	2011	Mujeres	32	2	Industria y energía	Aragón
Octubre 2011	201110	Octubre	2011	Hombres	7	3	Construcción	Aragón
Octubre 2011	201110	Octubre	2011	Mujeres	7	3	Construcción	Aragón
Octubre 2011	201110	Octubre	2011	Hombres	145	4	Servicios	Aragón
Octubre 2011	201110	Octubre	2011	Mujeres	302	4	Servicios	Aragón
Septiembre 2011	201109	Septiembre	2011	Hombres	3	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2011	201109	Septiembre	2011	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2011	201109	Septiembre	2011	Hombres	45	2	Industria y energía	Aragón
Septiembre 2011	201109	Septiembre	2011	Mujeres	39	2	Industria y energía	Aragón
Septiembre 2011	201109	Septiembre	2011	Hombres	9	3	Construcción	Aragón
Septiembre 2011	201109	Septiembre	2011	Mujeres	5	3	Construcción	Aragón
Septiembre 2011	201109	Septiembre	2011	Hombres	180	4	Servicios	Aragón
Septiembre 2011	201109	Septiembre	2011	Mujeres	365	4	Servicios	Aragón
Agosto 2011	201108	Agosto	2011	Hombres	5	1	Agricultura, ganadería y pesca	Aragón
Agosto 2011	201108	Agosto	2011	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Agosto 2011	201108	Agosto	2011	Hombres	33	2	Industria y energía	Aragón
Agosto 2011	201108	Agosto	2011	Mujeres	28	2	Industria y energía	Aragón
Agosto 2011	201108	Agosto	2011	Hombres	7	3	Construcción	Aragón
Agosto 2011	201108	Agosto	2011	Mujeres	5	3	Construcción	Aragón
Agosto 2011	201108	Agosto	2011	Hombres	131	4	Servicios	Aragón
Agosto 2011	201108	Agosto	2011	Mujeres	248	4	Servicios	Aragón
Julio 2011	201107	Julio	2011	Hombres	4	1	Agricultura, ganadería y pesca	Aragón
Julio 2011	201107	Julio	2011	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Julio 2011	201107	Julio	2011	Hombres	45	2	Industria y energía	Aragón
Julio 2011	201107	Julio	2011	Mujeres	27	2	Industria y energía	Aragón
Julio 2011	201107	Julio	2011	Hombres	18	3	Construcción	Aragón
Julio 2011	201107	Julio	2011	Mujeres	9	3	Construcción	Aragón
Julio 2011	201107	Julio	2011	Hombres	201	4	Servicios	Aragón
Julio 2011	201107	Julio	2011	Mujeres	275	4	Servicios	Aragón
Junio 2011	201106	Junio	2011	Hombres	6	1	Agricultura, ganadería y pesca	Aragón
Junio 2011	201106	Junio	2011	Hombres	62	2	Industria y energía	Aragón
Junio 2011	201106	Junio	2011	Mujeres	44	2	Industria y energía	Aragón
Junio 2011	201106	Junio	2011	Hombres	14	3	Construcción	Aragón
Junio 2011	201106	Junio	2011	Mujeres	6	3	Construcción	Aragón
Junio 2011	201106	Junio	2011	Hombres	150	4	Servicios	Aragón
Junio 2011	201106	Junio	2011	Mujeres	300	4	Servicios	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	10	1	Agricultura, ganadería y pesca	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	47	2	Industria y energía	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	50	2	Industria y energía	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	12	3	Construcción	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	5	3	Construcción	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	171	4	Servicios	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	309	4	Servicios	Aragón
Abril 2011	201104	Abril	2011	Hombres	3	1	Agricultura, ganadería y pesca	Aragón
Abril 2011	201104	Abril	2011	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Abril 2011	201104	Abril	2011	Hombres	45	2	Industria y energía	Aragón
Abril 2011	201104	Abril	2011	Mujeres	41	2	Industria y energía	Aragón
Abril 2011	201104	Abril	2011	Hombres	8	3	Construcción	Aragón
Abril 2011	201104	Abril	2011	Mujeres	6	3	Construcción	Aragón
Abril 2011	201104	Abril	2011	Hombres	142	4	Servicios	Aragón
Abril 2011	201104	Abril	2011	Mujeres	309	4	Servicios	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	6	1	Agricultura, ganadería y pesca	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	53	2	Industria y energía	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	33	2	Industria y energía	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	8	3	Construcción	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	8	3	Construcción	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	193	4	Servicios	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	349	4	Servicios	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	4	1	Agricultura, ganadería y pesca	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	48	2	Industria y energía	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	34	2	Industria y energía	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	9	3	Construcción	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	1	3	Construcción	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	155	4	Servicios	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	297	4	Servicios	Aragón
Enero 2011	201101	Enero	2011	Hombres	2	1	Agricultura, ganadería y pesca	Aragón
Enero 2011	201101	Enero	2011	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Enero 2011	201101	Enero	2011	Hombres	44	2	Industria y energía	Aragón
Enero 2011	201101	Enero	2011	Mujeres	33	2	Industria y energía	Aragón
Enero 2011	201101	Enero	2011	Hombres	12	3	Construcción	Aragón
Enero 2011	201101	Enero	2011	Mujeres	7	3	Construcción	Aragón
Enero 2011	201101	Enero	2011	Hombres	130	4	Servicios	Aragón
Enero 2011	201101	Enero	2011	Mujeres	248	4	Servicios	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	48	2	Industria y energía	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	31	2	Industria y energía	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	9	3	Construcción	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	3	3	Construcción	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	165	4	Servicios	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	252	4	Servicios	Aragón
Noviembre 2010	201011	Noviembre	2010	Hombres	5	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2010	201011	Noviembre	2010	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2010	201011	Noviembre	2010	Hombres	47	2	Industria y energía	Aragón
Noviembre 2010	201011	Noviembre	2010	Mujeres	31	2	Industria y energía	Aragón
Noviembre 2010	201011	Noviembre	2010	Hombres	13	3	Construcción	Aragón
Noviembre 2010	201011	Noviembre	2010	Mujeres	3	3	Construcción	Aragón
Noviembre 2010	201011	Noviembre	2010	Hombres	158	4	Servicios	Aragón
Noviembre 2010	201011	Noviembre	2010	Mujeres	291	4	Servicios	Aragón
Octubre 2010	201010	Octubre	2010	Hombres	4	1	Agricultura, ganadería y pesca	Aragón
Octubre 2010	201010	Octubre	2010	Hombres	54	2	Industria y energía	Aragón
Octubre 2010	201010	Octubre	2010	Mujeres	40	2	Industria y energía	Aragón
Octubre 2010	201010	Octubre	2010	Hombres	11	3	Construcción	Aragón
Octubre 2010	201010	Octubre	2010	Mujeres	8	3	Construcción	Aragón
Octubre 2010	201010	Octubre	2010	Hombres	156	4	Servicios	Aragón
Octubre 2010	201010	Octubre	2010	Mujeres	308	4	Servicios	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	2	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	58	2	Industria y energía	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	40	2	Industria y energía	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	17	3	Construcción	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	7	3	Construcción	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	158	4	Servicios	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	308	4	Servicios	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	2	1	Agricultura, ganadería y pesca	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	27	2	Industria y energía	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	21	2	Industria y energía	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	14	3	Construcción	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	5	3	Construcción	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	131	4	Servicios	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	222	4	Servicios	Aragón
Julio 2010	201007	Julio	2010	Hombres	3	1	Agricultura, ganadería y pesca	Aragón
Julio 2010	201007	Julio	2010	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Julio 2010	201007	Julio	2010	Hombres	61	2	Industria y energía	Aragón
Julio 2010	201007	Julio	2010	Mujeres	34	2	Industria y energía	Aragón
Julio 2010	201007	Julio	2010	Hombres	14	3	Construcción	Aragón
Julio 2010	201007	Julio	2010	Mujeres	8	3	Construcción	Aragón
Julio 2010	201007	Julio	2010	Hombres	190	4	Servicios	Aragón
Julio 2010	201007	Julio	2010	Mujeres	289	4	Servicios	Aragón
Junio 2010	201006	Junio	2010	Hombres	13	1	Agricultura, ganadería y pesca	Aragón
Junio 2010	201006	Junio	2010	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Junio 2010	201006	Junio	2010	Hombres	79	2	Industria y energía	Aragón
Junio 2010	201006	Junio	2010	Mujeres	49	2	Industria y energía	Aragón
Junio 2010	201006	Junio	2010	Hombres	37	3	Construcción	Aragón
Junio 2010	201006	Junio	2010	Mujeres	14	3	Construcción	Aragón
Junio 2010	201006	Junio	2010	Hombres	266	4	Servicios	Aragón
Junio 2010	201006	Junio	2010	Mujeres	547	4	Servicios	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	11	1	Agricultura, ganadería y pesca	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	85	2	Industria y energía	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	49	2	Industria y energía	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	48	3	Construcción	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	16	3	Construcción	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	254	4	Servicios	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	545	4	Servicios	Aragón
Abril 2010	201004	Abril	2010	Hombres	13	1	Agricultura, ganadería y pesca	Aragón
Abril 2010	201004	Abril	2010	Mujeres	5	1	Agricultura, ganadería y pesca	Aragón
Abril 2010	201004	Abril	2010	Hombres	79	2	Industria y energía	Aragón
Abril 2010	201004	Abril	2010	Mujeres	41	2	Industria y energía	Aragón
Abril 2010	201004	Abril	2010	Hombres	32	3	Construcción	Aragón
Abril 2010	201004	Abril	2010	Mujeres	8	3	Construcción	Aragón
Abril 2010	201004	Abril	2010	Hombres	293	4	Servicios	Aragón
Abril 2010	201004	Abril	2010	Mujeres	506	4	Servicios	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	13	1	Agricultura, ganadería y pesca	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	5	1	Agricultura, ganadería y pesca	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	94	2	Industria y energía	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	55	2	Industria y energía	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	27	3	Construcción	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	15	3	Construcción	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	307	4	Servicios	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	647	4	Servicios	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	12	1	Agricultura, ganadería y pesca	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	8	1	Agricultura, ganadería y pesca	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	78	2	Industria y energía	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	45	2	Industria y energía	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	33	3	Construcción	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	20	3	Construcción	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	237	4	Servicios	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	464	4	Servicios	Aragón
Enero 2010	201001	Enero	2010	Hombres	8	1	Agricultura, ganadería y pesca	Aragón
Enero 2010	201001	Enero	2010	Hombres	76	2	Industria y energía	Aragón
Enero 2010	201001	Enero	2010	Mujeres	58	2	Industria y energía	Aragón
Enero 2010	201001	Enero	2010	Hombres	26	3	Construcción	Aragón
Enero 2010	201001	Enero	2010	Mujeres	13	3	Construcción	Aragón
Enero 2010	201001	Enero	2010	Hombres	188	4	Servicios	Aragón
Enero 2010	201001	Enero	2010	Mujeres	457	4	Servicios	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	7	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	7	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	47	2	Industria y energía	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	43	2	Industria y energía	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	22	3	Construcción	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	6	3	Construcción	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	209	4	Servicios	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	473	4	Servicios	Aragón
Noviembre 2009	200911	Noviembre	2009	Hombres	9	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
