Municipio código	Municipio nombre	Estudios en curso	Personas residentes viviendas familiares
44144	Martín del Río	Sin estudios en curso	152
44145	Mas de las Matas	Con estudios en curso	93
44145	Mas de las Matas	Sin estudios en curso	507
44146	Mata de los Olmos (La)	Con estudios en curso	27
44146	Mata de los Olmos (La)	Sin estudios en curso	87
44147	Mazaleón	Con estudios en curso	31
44147	Mazaleón	Sin estudios en curso	253
44148	Mezquita de Jarque	Con estudios en curso	13
44148	Mezquita de Jarque	Sin estudios en curso	43
44149	Mirambel	Con estudios en curso	8
44149	Mirambel	Sin estudios en curso	52
44150	Miravete de la Sierra	Sin estudios en curso	15
44151	Molinos	Con estudios en curso	20
44151	Molinos	Sin estudios en curso	86
44152	Monforte de Moyuela	Con estudios en curso	4
44152	Monforte de Moyuela	Sin estudios en curso	25
44153	Monreal del Campo	Con estudios en curso	206
44153	Monreal del Campo	Sin estudios en curso	914
44154	Monroyo	Con estudios en curso	11
44154	Monroyo	Sin estudios en curso	142
44155	Montalbán	Con estudios en curso	191
44155	Montalbán	Sin estudios en curso	485
44156	Monteagudo del Castillo	Con estudios en curso	1
44156	Monteagudo del Castillo	Sin estudios en curso	26
44157	Monterde de Albarracín	Sin estudios en curso	25
44158	Mora de Rubielos	Con estudios en curso	82
44158	Mora de Rubielos	Sin estudios en curso	546
44159	Moscardón	Con estudios en curso	3
44159	Moscardón	Sin estudios en curso	17
44160	Mosqueruela	Con estudios en curso	32
44160	Mosqueruela	Sin estudios en curso	321
44161	Muniesa	Con estudios en curso	38
44161	Muniesa	Sin estudios en curso	210
44163	Noguera de Albarracín	Con estudios en curso	5
44163	Noguera de Albarracín	Sin estudios en curso	57
44164	Nogueras	Sin estudios en curso	10
44165	Nogueruelas	Con estudios en curso	15
44165	Nogueruelas	Sin estudios en curso	82
44167	Obón	Sin estudios en curso	36
44168	Odón	Con estudios en curso	17
44168	Odón	Sin estudios en curso	118
44169	Ojos Negros	Con estudios en curso	36
44169	Ojos Negros	Sin estudios en curso	172
44171	Olba	Con estudios en curso	9
44171	Olba	Sin estudios en curso	67
44172	Oliete	Con estudios en curso	13
44172	Oliete	Sin estudios en curso	112
44173	Olmos (Los)	Con estudios en curso	5
44173	Olmos (Los)	Sin estudios en curso	46
44174	Orihuela del Tremedal	Con estudios en curso	26
44174	Orihuela del Tremedal	Sin estudios en curso	248
44175	Orrios	Con estudios en curso	15
44175	Orrios	Sin estudios en curso	60
44176	Palomar de Arroyos	Con estudios en curso	16
44176	Palomar de Arroyos	Sin estudios en curso	79
44177	Pancrudo	Con estudios en curso	4
44177	Pancrudo	Sin estudios en curso	41
44178	Parras de Castellote (Las)	Sin estudios en curso	28
44179	Peñarroya de Tastavins	Con estudios en curso	40
44179	Peñarroya de Tastavins	Sin estudios en curso	189
44180	Peracense	Con estudios en curso	1
44180	Peracense	Sin estudios en curso	33
44181	Peralejos	Con estudios en curso	2
44181	Peralejos	Sin estudios en curso	28
44182	Perales del Alfambra	Con estudios en curso	22
44182	Perales del Alfambra	Sin estudios en curso	110
44183	Pitarque	Con estudios en curso	4
44183	Pitarque	Sin estudios en curso	32
44184	Plou	Con estudios en curso	4
44184	Plou	Sin estudios en curso	12
44185	Pobo (El)	Con estudios en curso	11
44185	Pobo (El)	Sin estudios en curso	52
44187	Portellada (La)	Con estudios en curso	18
44187	Portellada (La)	Sin estudios en curso	121
44189	Pozondón	Sin estudios en curso	22
44190	Pozuel del Campo	Con estudios en curso	2
44190	Pozuel del Campo	Sin estudios en curso	38
44191	Puebla de Híjar (La)	Con estudios en curso	50
44191	Puebla de Híjar (La)	Sin estudios en curso	385
44192	Puebla de Valverde (La)	Con estudios en curso	22
44192	Puebla de Valverde (La)	Sin estudios en curso	192
44193	Puertomingalvo	Con estudios en curso	5
44193	Puertomingalvo	Sin estudios en curso	66
44194	Ráfales	Con estudios en curso	5
44194	Ráfales	Sin estudios en curso	70
44195	Rillo	Con estudios en curso	3
44195	Rillo	Sin estudios en curso	41
44196	Riodeva	Con estudios en curso	3
44196	Riodeva	Sin estudios en curso	71
44197	Ródenas	Con estudios en curso	4
44197	Ródenas	Sin estudios en curso	21
44198	Royuela	Con estudios en curso	10
44198	Royuela	Sin estudios en curso	100
44199	Rubiales	Con estudios en curso	2
44199	Rubiales	Sin estudios en curso	16
44200	Rubielos de la Cérida	Sin estudios en curso	19
44201	Rubielos de Mora	Con estudios en curso	54
44201	Rubielos de Mora	Sin estudios en curso	204
44203	Salcedillo	Sin estudios en curso	1
44204	Saldón	Sin estudios en curso	7
44205	Samper de Calanda	Con estudios en curso	58
44205	Samper de Calanda	Sin estudios en curso	318
44206	San Agustín	Con estudios en curso	7
44206	San Agustín	Sin estudios en curso	43
44207	San Martín del Río	Con estudios en curso	7
44207	San Martín del Río	Sin estudios en curso	79
44208	Santa Cruz de Nogueras	Sin estudios en curso	8
44209	Santa Eulalia	Con estudios en curso	45
44209	Santa Eulalia	Sin estudios en curso	397
44210	Sarrión	Con estudios en curso	65
44210	Sarrión	Sin estudios en curso	412
44211	Segura de los Baños	Con estudios en curso	3
44211	Segura de los Baños	Sin estudios en curso	8
44212	Seno	Con estudios en curso	2
44212	Seno	Sin estudios en curso	15
44213	Singra	Con estudios en curso	4
44213	Singra	Sin estudios en curso	29
44215	Terriente	Con estudios en curso	8
44215	Terriente	Sin estudios en curso	54
44216	Teruel	Con estudios en curso	3378
44216	Teruel	Sin estudios en curso	13394
44217	Toril y Masegoso	Sin estudios en curso	11
44218	Tormón	Sin estudios en curso	7
44219	Tornos	Con estudios en curso	6
44219	Tornos	Sin estudios en curso	80
44220	Torralba de los Sisones	Con estudios en curso	7
44220	Torralba de los Sisones	Sin estudios en curso	73
44221	Torrecilla de Alcañiz	Con estudios en curso	18
44221	Torrecilla de Alcañiz	Sin estudios en curso	156
44222	Torrecilla del Rebollar	Con estudios en curso	6
44222	Torrecilla del Rebollar	Sin estudios en curso	57
44223	Torre de Arcas	Con estudios en curso	5
44223	Torre de Arcas	Sin estudios en curso	37
44224	Torre de las Arcas	Sin estudios en curso	10
44225	Torre del Compte	Con estudios en curso	17
44225	Torre del Compte	Sin estudios en curso	56
44226	Torrelacárcel	Con estudios en curso	9
44226	Torrelacárcel	Sin estudios en curso	91
44227	Torre los Negros	Con estudios en curso	3
44227	Torre los Negros	Sin estudios en curso	27
44228	Torremocha de Jiloca	Con estudios en curso	16
44228	Torremocha de Jiloca	Sin estudios en curso	39
44229	Torres de Albarracín	Con estudios en curso	7
44229	Torres de Albarracín	Sin estudios en curso	67
44230	Torrevelilla	Con estudios en curso	8
44230	Torrevelilla	Sin estudios en curso	56
44231	Torrijas	Con estudios en curso	4
44231	Torrijas	Sin estudios en curso	20
44232	Torrijo del Campo	Con estudios en curso	42
44232	Torrijo del Campo	Sin estudios en curso	192
44234	Tramacastiel	Con estudios en curso	5
44234	Tramacastiel	Sin estudios en curso	32
44235	Tramacastilla	Con estudios en curso	5
44235	Tramacastilla	Sin estudios en curso	41
44236	Tronchón	Con estudios en curso	1
44236	Tronchón	Sin estudios en curso	43
44237	Urrea de Gaén	Con estudios en curso	42
44237	Urrea de Gaén	Sin estudios en curso	190
44238	Utrillas	Con estudios en curso	258
44238	Utrillas	Sin estudios en curso	1206
44239	Valacloche	Sin estudios en curso	3
44240	Valbona	Con estudios en curso	8
44240	Valbona	Sin estudios en curso	84
44241	Valdealgorfa	Con estudios en curso	43
44241	Valdealgorfa	Sin estudios en curso	268
44243	Valdecuenca	Con estudios en curso	1
44243	Valdecuenca	Sin estudios en curso	6
44244	Valdelinares	Con estudios en curso	2
44244	Valdelinares	Sin estudios en curso	55
44245	Valdeltormo	Con estudios en curso	28
44245	Valdeltormo	Sin estudios en curso	119
44246	Valderrobres	Con estudios en curso	148
44246	Valderrobres	Sin estudios en curso	774
44247	Valjunquera	Con estudios en curso	25
44247	Valjunquera	Sin estudios en curso	135
44249	Vallecillo (El)	Con estudios en curso	2
44249	Vallecillo (El)	Sin estudios en curso	11
44250	Veguillas de la Sierra	Sin estudios en curso	10
44251	Villafranca del Campo	Con estudios en curso	24
44251	Villafranca del Campo	Sin estudios en curso	151
44252	Villahermosa del Campo	Con estudios en curso	6
44252	Villahermosa del Campo	Sin estudios en curso	29
44256	Villanueva del Rebollar de la Sierra	Con estudios en curso	1
44256	Villanueva del Rebollar de la Sierra	Sin estudios en curso	14
44257	Villar del Cobo	Con estudios en curso	10
44257	Villar del Cobo	Sin estudios en curso	88
44258	Villar del Salz	Con estudios en curso	6
44258	Villar del Salz	Sin estudios en curso	25
44260	Villarluengo	Con estudios en curso	4
44260	Villarluengo	Sin estudios en curso	96
44261	Villarquemado	Con estudios en curso	71
44261	Villarquemado	Sin estudios en curso	362
44262	Villarroya de los Pinares	Con estudios en curso	9
44262	Villarroya de los Pinares	Sin estudios en curso	67
44263	Villastar	Con estudios en curso	20
44263	Villastar	Sin estudios en curso	127
44264	Villel	Con estudios en curso	16
44264	Villel	Sin estudios en curso	115
44265	Vinaceite	Con estudios en curso	17
44265	Vinaceite	Sin estudios en curso	111
44266	Visiedo	Con estudios en curso	10
44266	Visiedo	Sin estudios en curso	72
44267	Vivel del Río Martín	Con estudios en curso	5
44267	Vivel del Río Martín	Sin estudios en curso	22
44268	Zoma (La)	Sin estudios en curso	8
50001	Abanto	Con estudios en curso	6
50001	Abanto	Sin estudios en curso	49
50002	Acered	Con estudios en curso	7
50002	Acered	Sin estudios en curso	78
50003	Agón	Con estudios en curso	6
50003	Agón	Sin estudios en curso	81
50004	Aguarón	Con estudios en curso	66
50004	Aguarón	Sin estudios en curso	241
50005	Aguilón	Con estudios en curso	14
50005	Aguilón	Sin estudios en curso	98
50006	Ainzón	Con estudios en curso	85
50006	Ainzón	Sin estudios en curso	452
50007	Aladrén	Con estudios en curso	5
50007	Aladrén	Sin estudios en curso	35
50008	Alagón	Con estudios en curso	467
50008	Alagón	Sin estudios en curso	2453
50009	Alarba	Con estudios en curso	4
50009	Alarba	Sin estudios en curso	52
50010	Alberite de San Juan	Con estudios en curso	1
50010	Alberite de San Juan	Sin estudios en curso	40
50011	Albeta	Con estudios en curso	6
50011	Albeta	Sin estudios en curso	45
50012	Alborge	Con estudios en curso	4
50012	Alborge	Sin estudios en curso	54
50013	Alcalá de Ebro	Con estudios en curso	19
50013	Alcalá de Ebro	Sin estudios en curso	98
50014	Alcalá de Moncayo	Con estudios en curso	3
50014	Alcalá de Moncayo	Sin estudios en curso	62
50015	Alconchel de Ariza	Con estudios en curso	5
50015	Alconchel de Ariza	Sin estudios en curso	36
50016	Aldehuela de Liestos	Sin estudios en curso	13
50017	Alfajarín	Con estudios en curso	137
50017	Alfajarín	Sin estudios en curso	697
50018	Alfamén	Con estudios en curso	90
50018	Alfamén	Sin estudios en curso	632
50019	Alforque	Con estudios en curso	7
50019	Alforque	Sin estudios en curso	27
50020	Alhama de Aragón	Con estudios en curso	72
50020	Alhama de Aragón	Sin estudios en curso	526
50021	Almochuel	Con estudios en curso	1
50021	Almochuel	Sin estudios en curso	14
50022	Almolda (La)	Con estudios en curso	61
50022	Almolda (La)	Sin estudios en curso	258
50023	Almonacid de la Cuba	Con estudios en curso	10
50023	Almonacid de la Cuba	Sin estudios en curso	114
50024	Almonacid de la Sierra	Con estudios en curso	84
50024	Almonacid de la Sierra	Sin estudios en curso	314
50025	Almunia de Doña Godina (La)	Con estudios en curso	544
50025	Almunia de Doña Godina (La)	Sin estudios en curso	2540
50026	Alpartir	Con estudios en curso	33
50026	Alpartir	Sin estudios en curso	230
50027	Ambel	Con estudios en curso	36
50027	Ambel	Sin estudios en curso	116
50028	Anento	Con estudios en curso	13
50028	Anento	Sin estudios en curso	53
50029	Aniñón	Con estudios en curso	32
50029	Aniñón	Sin estudios en curso	291
50030	Añón de Moncayo	Con estudios en curso	9
50030	Añón de Moncayo	Sin estudios en curso	103
50031	Aranda de Moncayo	Con estudios en curso	12
50031	Aranda de Moncayo	Sin estudios en curso	80
50032	Arándiga	Con estudios en curso	18
50032	Arándiga	Sin estudios en curso	123
50033	Ardisa	Con estudios en curso	5
50033	Ardisa	Sin estudios en curso	28
50034	Ariza	Con estudios en curso	81
50034	Ariza	Sin estudios en curso	492
50035	Artieda	Con estudios en curso	6
50035	Artieda	Sin estudios en curso	42
50036	Asín	Con estudios en curso	6
50036	Asín	Sin estudios en curso	32
50037	Atea	Con estudios en curso	6
50037	Atea	Sin estudios en curso	60
50038	Ateca	Con estudios en curso	189
50038	Ateca	Sin estudios en curso	871
50039	Azuara	Con estudios en curso	25
50039	Azuara	Sin estudios en curso	255
50040	Badules	Con estudios en curso	6
50040	Badules	Sin estudios en curso	40
50041	Bagüés	Con estudios en curso	1
50041	Bagüés	Sin estudios en curso	13
50042	Balconchán	Sin estudios en curso	5
50043	Bárboles	Con estudios en curso	24
50043	Bárboles	Sin estudios en curso	128
50044	Bardallur	Con estudios en curso	17
50044	Bardallur	Sin estudios en curso	108
50045	Belchite	Con estudios en curso	165
50045	Belchite	Sin estudios en curso	665
50046	Belmonte de Gracián	Con estudios en curso	10
50046	Belmonte de Gracián	Sin estudios en curso	80
50047	Berdejo	Sin estudios en curso	33
50048	Berrueco	Sin estudios en curso	11
50050	Bijuesca	Sin estudios en curso	48
50051	Biota	Con estudios en curso	80
50051	Biota	Sin estudios en curso	461
50052	Bisimbre	Con estudios en curso	9
50052	Bisimbre	Sin estudios en curso	44
50053	Boquiñeni	Con estudios en curso	57
50053	Boquiñeni	Sin estudios en curso	402
50054	Bordalba	Con estudios en curso	4
50054	Bordalba	Sin estudios en curso	26
50055	Borja	Con estudios en curso	325
50055	Borja	Sin estudios en curso	1859
50056	Botorrita	Con estudios en curso	34
50056	Botorrita	Sin estudios en curso	211
50057	Brea de Aragón	Con estudios en curso	107
50057	Brea de Aragón	Sin estudios en curso	905
50058	Bubierca	Con estudios en curso	5
50058	Bubierca	Sin estudios en curso	40
50059	Bujaraloz	Con estudios en curso	89
50059	Bujaraloz	Sin estudios en curso	356
50060	Bulbuente	Con estudios en curso	12
50060	Bulbuente	Sin estudios en curso	88
50061	Bureta	Con estudios en curso	19
50061	Bureta	Sin estudios en curso	123
50062	Burgo de Ebro (El)	Con estudios en curso	151
50062	Burgo de Ebro (El)	Sin estudios en curso	760
50063	Buste (El)	Con estudios en curso	4
50063	Buste (El)	Sin estudios en curso	40
50064	Cabañas de Ebro	Con estudios en curso	21
50064	Cabañas de Ebro	Sin estudios en curso	220
50065	Cabolafuente	Con estudios en curso	4
50065	Cabolafuente	Sin estudios en curso	24
50066	Cadrete	Con estudios en curso	161
50066	Cadrete	Sin estudios en curso	894
50067	Calatayud	Con estudios en curso	1944
50067	Calatayud	Sin estudios en curso	7493
50068	Calatorao	Con estudios en curso	206
50068	Calatorao	Sin estudios en curso	1210
50069	Calcena	Con estudios en curso	2
50069	Calcena	Sin estudios en curso	33
50070	Calmarza	Con estudios en curso	2
50070	Calmarza	Sin estudios en curso	30
50071	Campillo de Aragón	Con estudios en curso	9
50071	Campillo de Aragón	Sin estudios en curso	58
50072	Carenas	Con estudios en curso	3
50072	Carenas	Sin estudios en curso	53
50073	Cariñena	Con estudios en curso	233
50073	Cariñena	Sin estudios en curso	1488
50074	Caspe	Con estudios en curso	621
50074	Caspe	Sin estudios en curso	3340
50075	Castejón de Alarba	Con estudios en curso	2
50075	Castejón de Alarba	Sin estudios en curso	34
50076	Castejón de las Armas	Con estudios en curso	5
50076	Castejón de las Armas	Sin estudios en curso	37
50077	Castejón de Valdejasa	Con estudios en curso	7
50077	Castejón de Valdejasa	Sin estudios en curso	122
50078	Castiliscar	Con estudios en curso	27
50078	Castiliscar	Sin estudios en curso	166
50079	Cervera de la Cañada	Con estudios en curso	18
50079	Cervera de la Cañada	Sin estudios en curso	103
50080	Cerveruela	Sin estudios en curso	13
50081	Cetina	Con estudios en curso	24
50081	Cetina	Sin estudios en curso	230
50082	Cimballa	Con estudios en curso	5
50082	Cimballa	Sin estudios en curso	41
50083	Cinco Olivas	Con estudios en curso	9
50083	Cinco Olivas	Sin estudios en curso	43
50084	Clarés de Ribota	Con estudios en curso	1
50084	Clarés de Ribota	Sin estudios en curso	31
50085	Codo	Con estudios en curso	14
50085	Codo	Sin estudios en curso	80
50086	Codos	Con estudios en curso	13
50086	Codos	Sin estudios en curso	82
50087	Contamina	Con estudios en curso	1
50087	Contamina	Sin estudios en curso	20
50088	Cosuenda	Con estudios en curso	8
50088	Cosuenda	Sin estudios en curso	170
50089	Cuarte de Huerva	Con estudios en curso	207
50089	Cuarte de Huerva	Sin estudios en curso	939
50090	Cubel	Con estudios en curso	22
50090	Cubel	Sin estudios en curso	71
50091	Cuerlas (Las)	Con estudios en curso	1
50091	Cuerlas (Las)	Sin estudios en curso	24
50092	Chiprana	Con estudios en curso	21
50092	Chiprana	Sin estudios en curso	164
50093	Chodes	Con estudios en curso	5
50093	Chodes	Sin estudios en curso	37
50094	Daroca	Con estudios en curso	160
50094	Daroca	Sin estudios en curso	853
50095	Ejea de los Caballeros	Con estudios en curso	1369
50095	Ejea de los Caballeros	Sin estudios en curso	7047
50096	Embid de Ariza	Con estudios en curso	1
50096	Embid de Ariza	Sin estudios en curso	19
50098	Encinacorba	Con estudios en curso	8
50098	Encinacorba	Sin estudios en curso	104
50099	Épila	Con estudios en curso	303
50099	Épila	Sin estudios en curso	1707
50100	Erla	Con estudios en curso	39
50100	Erla	Sin estudios en curso	164
50101	Escatrón	Con estudios en curso	73
50101	Escatrón	Sin estudios en curso	409
50102	Fabara	Con estudios en curso	67
50102	Fabara	Sin estudios en curso	486
50104	Farlete	Con estudios en curso	46
50104	Farlete	Sin estudios en curso	178
50105	Fayón	Con estudios en curso	22
50105	Fayón	Sin estudios en curso	133
50106	Fayos (Los)	Con estudios en curso	1
50106	Fayos (Los)	Sin estudios en curso	54
50107	Figueruelas	Con estudios en curso	82
50107	Figueruelas	Sin estudios en curso	488
50108	Fombuena	Con estudios en curso	1
50108	Fombuena	Sin estudios en curso	4
50109	Frago (El)	Con estudios en curso	3
50109	Frago (El)	Sin estudios en curso	52
50110	Frasno (El)	Con estudios en curso	50
50110	Frasno (El)	Sin estudios en curso	184
50111	Fréscano	Con estudios en curso	14
50111	Fréscano	Sin estudios en curso	82
50113	Fuendejalón	Con estudios en curso	29
50113	Fuendejalón	Sin estudios en curso	356
50114	Fuendetodos	Con estudios en curso	3
50114	Fuendetodos	Sin estudios en curso	80
50115	Fuentes de Ebro	Con estudios en curso	407
50115	Fuentes de Ebro	Sin estudios en curso	1674
50116	Fuentes de Jiloca	Con estudios en curso	18
50116	Fuentes de Jiloca	Sin estudios en curso	107
50117	Gallocanta	Con estudios en curso	3
50117	Gallocanta	Sin estudios en curso	64
50118	Gallur	Con estudios en curso	203
50118	Gallur	Sin estudios en curso	1182
50119	Gelsa	Con estudios en curso	72
50119	Gelsa	Sin estudios en curso	457
50120	Godojos	Sin estudios en curso	20
50121	Gotor	Con estudios en curso	21
50121	Gotor	Sin estudios en curso	167
50122	Grisel	Con estudios en curso	5
50122	Grisel	Sin estudios en curso	18
50123	Grisén	Con estudios en curso	19
50123	Grisén	Sin estudios en curso	204
50124	Herrera de los Navarros	Con estudios en curso	40
50124	Herrera de los Navarros	Sin estudios en curso	211
50125	Ibdes	Con estudios en curso	19
50125	Ibdes	Sin estudios en curso	193
50126	Illueca	Con estudios en curso	244
50126	Illueca	Sin estudios en curso	1508
50128	Isuerre	Sin estudios en curso	32
50129	Jaraba	Con estudios en curso	17
50129	Jaraba	Sin estudios en curso	137
50130	Jarque	Con estudios en curso	22
50130	Jarque	Sin estudios en curso	204
50131	Jaulín	Con estudios en curso	12
50131	Jaulín	Sin estudios en curso	110
50132	Joyosa (La)	Con estudios en curso	25
50132	Joyosa (La)	Sin estudios en curso	184
50133	Lagata	Con estudios en curso	7
50133	Lagata	Sin estudios en curso	46
50134	Langa del Castillo	Con estudios en curso	10
50134	Langa del Castillo	Sin estudios en curso	47
50135	Layana	Con estudios en curso	11
50135	Layana	Sin estudios en curso	61
50136	Lécera	Con estudios en curso	35
50136	Lécera	Sin estudios en curso	270
50137	Leciñena	Con estudios en curso	164
50137	Leciñena	Sin estudios en curso	466
50138	Lechón	Con estudios en curso	3
50138	Lechón	Sin estudios en curso	19
50139	Letux	Con estudios en curso	13
50139	Letux	Sin estudios en curso	155
50140	Litago	Con estudios en curso	3
50140	Litago	Sin estudios en curso	66
50141	Lituénigo	Con estudios en curso	6
50141	Lituénigo	Sin estudios en curso	37
50142	Lobera de Onsella	Con estudios en curso	1
50142	Lobera de Onsella	Sin estudios en curso	12
50143	Longares	Con estudios en curso	80
50143	Longares	Sin estudios en curso	353
50144	Longás	Con estudios en curso	3
50144	Longás	Sin estudios en curso	20
50146	Lucena de Jalón	Con estudios en curso	3
50146	Lucena de Jalón	Sin estudios en curso	97
50147	Luceni	Con estudios en curso	40
50147	Luceni	Sin estudios en curso	387
50148	Luesia	Con estudios en curso	32
50148	Luesia	Sin estudios en curso	137
50149	Luesma	Con estudios en curso	1
50149	Luesma	Sin estudios en curso	20
50150	Lumpiaque	Con estudios en curso	36
50150	Lumpiaque	Sin estudios en curso	309
50151	Luna	Con estudios en curso	37
50151	Luna	Sin estudios en curso	319
50152	Maella	Con estudios en curso	119
50152	Maella	Sin estudios en curso	844
50153	Magallón	Con estudios en curso	50
50153	Magallón	Sin estudios en curso	469
50154	Mainar	Con estudios en curso	8
50154	Mainar	Sin estudios en curso	65
50155	Malanquilla	Con estudios en curso	7
50155	Malanquilla	Sin estudios en curso	69
50156	Maleján	Con estudios en curso	19
50156	Maleján	Sin estudios en curso	115
50157	Malón	Con estudios en curso	25
50157	Malón	Sin estudios en curso	168
50159	Maluenda	Con estudios en curso	64
50159	Maluenda	Sin estudios en curso	394
50160	Mallén	Con estudios en curso	256
50160	Mallén	Sin estudios en curso	1328
50161	Manchones	Con estudios en curso	8
50161	Manchones	Sin estudios en curso	51
50162	Mara	Con estudios en curso	7
50162	Mara	Sin estudios en curso	74
50163	María de Huerva	Con estudios en curso	152
50163	María de Huerva	Sin estudios en curso	704
50164	Mediana de Aragón	Con estudios en curso	24
50164	Mediana de Aragón	Sin estudios en curso	184
50165	Mequinenza	Con estudios en curso	222
50165	Mequinenza	Sin estudios en curso	809
50166	Mesones de Isuela	Con estudios en curso	18
50166	Mesones de Isuela	Sin estudios en curso	116
50167	Mezalocha	Con estudios en curso	14
50167	Mezalocha	Sin estudios en curso	104
50168	Mianos	Sin estudios en curso	22
50169	Miedes de Aragón	Con estudios en curso	19
50169	Miedes de Aragón	Sin estudios en curso	175
50170	Monegrillo	Con estudios en curso	80
50170	Monegrillo	Sin estudios en curso	220
50171	Moneva	Con estudios en curso	10
50171	Moneva	Sin estudios en curso	53
50172	Monreal de Ariza	Con estudios en curso	19
50172	Monreal de Ariza	Sin estudios en curso	110
50173	Monterde	Con estudios en curso	5
50173	Monterde	Sin estudios en curso	84
50174	Montón	Con estudios en curso	1
50174	Montón	Sin estudios en curso	42
50175	Morata de Jalón	Con estudios en curso	160
50175	Morata de Jalón	Sin estudios en curso	503
50176	Morata de Jiloca	Con estudios en curso	12
50176	Morata de Jiloca	Sin estudios en curso	105
50177	Morés	Con estudios en curso	42
50177	Morés	Sin estudios en curso	135
50178	Moros	Con estudios en curso	20
50178	Moros	Sin estudios en curso	136
50179	Moyuela	Con estudios en curso	13
50179	Moyuela	Sin estudios en curso	113
50180	Mozota	Con estudios en curso	3
50180	Mozota	Sin estudios en curso	43
50181	Muel	Con estudios en curso	87
50181	Muel	Sin estudios en curso	438
50182	Muela (La)	Con estudios en curso	158
50182	Muela (La)	Sin estudios en curso	840
50183	Munébrega	Con estudios en curso	16
50183	Munébrega	Sin estudios en curso	150
50184	Murero	Con estudios en curso	8
50184	Murero	Sin estudios en curso	47
50185	Murillo de Gállego	Con estudios en curso	11
50185	Murillo de Gállego	Sin estudios en curso	51
50186	Navardún	Sin estudios en curso	23
50187	Nigüella	Con estudios en curso	4
50187	Nigüella	Sin estudios en curso	33
50188	Nombrevilla	Con estudios en curso	2
50188	Nombrevilla	Sin estudios en curso	29
50189	Nonaspe	Con estudios en curso	36
50189	Nonaspe	Sin estudios en curso	365
50190	Novallas	Con estudios en curso	49
50190	Novallas	Sin estudios en curso	319
50191	Novillas	Con estudios en curso	29
50191	Novillas	Sin estudios en curso	265
50192	Nuévalos	Con estudios en curso	18
50192	Nuévalos	Sin estudios en curso	175
50193	Nuez de Ebro	Con estudios en curso	65
50193	Nuez de Ebro	Sin estudios en curso	252
50194	Olvés	Con estudios en curso	7
50194	Olvés	Sin estudios en curso	52
50195	Orcajo	Con estudios en curso	3
50195	Orcajo	Sin estudios en curso	19
50196	Orera	Con estudios en curso	3
50196	Orera	Sin estudios en curso	28
50197	Orés	Con estudios en curso	4
50197	Orés	Sin estudios en curso	36
50198	Oseja	Con estudios en curso	2
50198	Oseja	Sin estudios en curso	23
50199	Osera de Ebro	Con estudios en curso	31
50199	Osera de Ebro	Sin estudios en curso	164
50200	Paniza	Con estudios en curso	33
50200	Paniza	Sin estudios en curso	265
50201	Paracuellos de Jiloca	Con estudios en curso	37
50201	Paracuellos de Jiloca	Sin estudios en curso	191
50202	Paracuellos de la Ribera	Con estudios en curso	4
50202	Paracuellos de la Ribera	Sin estudios en curso	65
50203	Pastriz	Con estudios en curso	85
50203	Pastriz	Sin estudios en curso	493
50204	Pedrola	Con estudios en curso	206
50204	Pedrola	Sin estudios en curso	1155
50205	Pedrosas (Las)	Con estudios en curso	6
50205	Pedrosas (Las)	Sin estudios en curso	41
50206	Perdiguera	Con estudios en curso	44
50206	Perdiguera	Sin estudios en curso	208
50207	Piedratajada	Con estudios en curso	7
50207	Piedratajada	Sin estudios en curso	66
50208	Pina de Ebro	Con estudios en curso	249
50208	Pina de Ebro	Sin estudios en curso	1044
50209	Pinseque	Con estudios en curso	196
50209	Pinseque	Sin estudios en curso	833
50210	Pintanos (Los)	Con estudios en curso	1
50210	Pintanos (Los)	Sin estudios en curso	30
50211	Plasencia de Jalón	Con estudios en curso	16
50211	Plasencia de Jalón	Sin estudios en curso	147
50212	Pleitas	Sin estudios en curso	18
50213	Plenas	Con estudios en curso	2
50213	Plenas	Sin estudios en curso	65
50214	Pomer	Sin estudios en curso	12
50215	Pozuel de Ariza	Con estudios en curso	1
50215	Pozuel de Ariza	Sin estudios en curso	3
50216	Pozuelo de Aragón	Con estudios en curso	15
50216	Pozuelo de Aragón	Sin estudios en curso	131
50217	Pradilla de Ebro	Con estudios en curso	28
50217	Pradilla de Ebro	Sin estudios en curso	256
50218	Puebla de Albortón	Con estudios en curso	2
50218	Puebla de Albortón	Sin estudios en curso	61
50219	Puebla de Alfindén (La)	Con estudios en curso	235
50219	Puebla de Alfindén (La)	Sin estudios en curso	1136
50220	Puendeluna	Con estudios en curso	3
50220	Puendeluna	Sin estudios en curso	25
50221	Purujosa	Sin estudios en curso	30
50222	Quinto	Con estudios en curso	172
50222	Quinto	Sin estudios en curso	860
50223	Remolinos	Con estudios en curso	81
50223	Remolinos	Sin estudios en curso	467
50224	Retascón	Con estudios en curso	1
50224	Retascón	Sin estudios en curso	31
50225	Ricla	Con estudios en curso	91
50225	Ricla	Sin estudios en curso	1042
50227	Romanos	Con estudios en curso	7
50227	Romanos	Sin estudios en curso	51
50228	Rueda de Jalón	Con estudios en curso	38
50228	Rueda de Jalón	Sin estudios en curso	125
50229	Ruesca	Con estudios en curso	2
50229	Ruesca	Sin estudios en curso	32
50230	Sádaba	Con estudios en curso	137
50230	Sádaba	Sin estudios en curso	668
50231	Salillas de Jalón	Con estudios en curso	29
50231	Salillas de Jalón	Sin estudios en curso	116
50232	Salvatierra de Esca	Con estudios en curso	7
