Comarca código	Comarca nombre	Año de construcción	Combustible	Número hogares
07	Somontano de Barbastro	1993	Electricidad	2
07	Somontano de Barbastro	1993	Derivados del petróleo	33
07	Somontano de Barbastro	1993	Madera	1
07	Somontano de Barbastro	1994	Gas	93
07	Somontano de Barbastro	1994	Electricidad	20
07	Somontano de Barbastro	1994	Derivados del petróleo	20
07	Somontano de Barbastro	1994	Madera	1
07	Somontano de Barbastro	1995	Gas	97
07	Somontano de Barbastro	1995	Electricidad	2
07	Somontano de Barbastro	1995	Derivados del petróleo	25
07	Somontano de Barbastro	1996	Gas	68
07	Somontano de Barbastro	1996	Electricidad	3
07	Somontano de Barbastro	1996	Derivados del petróleo	32
07	Somontano de Barbastro	1996	Madera	2
07	Somontano de Barbastro	1997	Gas	64
07	Somontano de Barbastro	1997	Electricidad	2
07	Somontano de Barbastro	1997	Derivados del petróleo	24
07	Somontano de Barbastro	1997	Madera	1
07	Somontano de Barbastro	1998	Gas	65
07	Somontano de Barbastro	1998	Electricidad	1
07	Somontano de Barbastro	1998	Derivados del petróleo	27
07	Somontano de Barbastro	1998	Madera	1
07	Somontano de Barbastro	1999	Gas	101
07	Somontano de Barbastro	1999	Electricidad	1
07	Somontano de Barbastro	1999	Derivados del petróleo	22
07	Somontano de Barbastro	2000	Gas	38
07	Somontano de Barbastro	2000	Derivados del petróleo	22
07	Somontano de Barbastro	2000	Madera	3
07	Somontano de Barbastro	2001	Gas	45
07	Somontano de Barbastro	2001	Electricidad	1
07	Somontano de Barbastro	2001	Derivados del petróleo	14
08	Cinca Medio	 Antes de 1900	Gas	66
08	Cinca Medio	 Antes de 1900	Electricidad	11
08	Cinca Medio	 Antes de 1900	Derivados del petróleo	299
08	Cinca Medio	 Antes de 1900	Madera	27
08	Cinca Medio	 Antes de 1900	Derivados del carbón	1
08	Cinca Medio	1900 - 1920	Gas	25
08	Cinca Medio	1900 - 1920	Electricidad	5
08	Cinca Medio	1900 - 1920	Derivados del petróleo	98
08	Cinca Medio	1900 - 1920	Madera	15
08	Cinca Medio	1900 - 1920	Otros	2
08	Cinca Medio	1921 - 1940	Gas	19
08	Cinca Medio	1921 - 1940	Electricidad	4
08	Cinca Medio	1921 - 1940	Derivados del petróleo	124
08	Cinca Medio	1921 - 1940	Madera	16
08	Cinca Medio	1921 - 1940	Otros	2
08	Cinca Medio	1941 - 1950	Gas	46
08	Cinca Medio	1941 - 1950	Electricidad	3
08	Cinca Medio	1941 - 1950	Derivados del petróleo	163
08	Cinca Medio	1941 - 1950	Madera	16
08	Cinca Medio	1941 - 1950	Derivados del carbón	2
08	Cinca Medio	1941 - 1950	Otros	1
08	Cinca Medio	1951 - 1960	Gas	245
08	Cinca Medio	1951 - 1960	Electricidad	28
08	Cinca Medio	1951 - 1960	Derivados del petróleo	298
08	Cinca Medio	1951 - 1960	Madera	27
08	Cinca Medio	1951 - 1960	Derivados del carbón	1
08	Cinca Medio	1951 - 1960	Otros	2
08	Cinca Medio	1961 - 1970	Gas	520
08	Cinca Medio	1961 - 1970	Electricidad	45
08	Cinca Medio	1961 - 1970	Derivados del petróleo	479
08	Cinca Medio	1961 - 1970	Madera	28
08	Cinca Medio	1961 - 1970	Derivados del carbón	1
08	Cinca Medio	1961 - 1970	Otros	1
08	Cinca Medio	1971 - 1980	Gas	472
08	Cinca Medio	1971 - 1980	Electricidad	53
08	Cinca Medio	1971 - 1980	Derivados del petróleo	518
08	Cinca Medio	1971 - 1980	Madera	34
08	Cinca Medio	1971 - 1980	Otros	3
08	Cinca Medio	1981 - 1990	Gas	345
08	Cinca Medio	1981 - 1990	Electricidad	99
08	Cinca Medio	1981 - 1990	Derivados del petróleo	456
08	Cinca Medio	1981 - 1990	Madera	19
08	Cinca Medio	1981 - 1990	Derivados del carbón	1
08	Cinca Medio	1981 - 1990	Otros	3
08	Cinca Medio	1991	Gas	68
08	Cinca Medio	1991	Electricidad	18
08	Cinca Medio	1991	Derivados del petróleo	51
08	Cinca Medio	1992	Gas	9
08	Cinca Medio	1992	Electricidad	4
08	Cinca Medio	1992	Derivados del petróleo	34
08	Cinca Medio	1993	Gas	77
08	Cinca Medio	1993	Electricidad	22
08	Cinca Medio	1993	Derivados del petróleo	26
08	Cinca Medio	1994	Gas	60
08	Cinca Medio	1994	Electricidad	4
08	Cinca Medio	1994	Derivados del petróleo	12
08	Cinca Medio	1994	Madera	1
08	Cinca Medio	1995	Gas	83
08	Cinca Medio	1995	Electricidad	6
08	Cinca Medio	1995	Derivados del petróleo	23
08	Cinca Medio	1996	Gas	131
08	Cinca Medio	1996	Electricidad	1
08	Cinca Medio	1996	Derivados del petróleo	49
08	Cinca Medio	1997	Gas	96
08	Cinca Medio	1997	Derivados del petróleo	22
08	Cinca Medio	1998	Gas	44
08	Cinca Medio	1998	Electricidad	3
08	Cinca Medio	1998	Derivados del petróleo	28
08	Cinca Medio	1998	Derivados del carbón	1
08	Cinca Medio	1999	Gas	110
08	Cinca Medio	1999	Electricidad	11
08	Cinca Medio	1999	Derivados del petróleo	15
08	Cinca Medio	2000	Gas	155
08	Cinca Medio	2000	Electricidad	4
08	Cinca Medio	2000	Derivados del petróleo	23
08	Cinca Medio	2001	Gas	54
08	Cinca Medio	2001	Electricidad	4
08	Cinca Medio	2001	Derivados del petróleo	13
09	La Litera / La Llitera	 Antes de 1900	Gas	28
09	La Litera / La Llitera	 Antes de 1900	Electricidad	19
09	La Litera / La Llitera	 Antes de 1900	Derivados del petróleo	219
09	La Litera / La Llitera	 Antes de 1900	Madera	16
09	La Litera / La Llitera	1900 - 1920	Gas	21
09	La Litera / La Llitera	1900 - 1920	Electricidad	7
09	La Litera / La Llitera	1900 - 1920	Derivados del petróleo	113
09	La Litera / La Llitera	1900 - 1920	Madera	9
09	La Litera / La Llitera	1921 - 1940	Gas	35
09	La Litera / La Llitera	1921 - 1940	Electricidad	5
09	La Litera / La Llitera	1921 - 1940	Derivados del petróleo	173
09	La Litera / La Llitera	1921 - 1940	Madera	24
09	La Litera / La Llitera	1941 - 1950	Gas	34
09	La Litera / La Llitera	1941 - 1950	Electricidad	10
09	La Litera / La Llitera	1941 - 1950	Derivados del petróleo	258
09	La Litera / La Llitera	1941 - 1950	Madera	25
09	La Litera / La Llitera	1941 - 1950	Otros	3
09	La Litera / La Llitera	1951 - 1960	Gas	52
09	La Litera / La Llitera	1951 - 1960	Electricidad	27
09	La Litera / La Llitera	1951 - 1960	Derivados del petróleo	349
09	La Litera / La Llitera	1951 - 1960	Madera	29
09	La Litera / La Llitera	1951 - 1960	Otros	1
09	La Litera / La Llitera	1961 - 1970	Gas	142
09	La Litera / La Llitera	1961 - 1970	Electricidad	44
09	La Litera / La Llitera	1961 - 1970	Derivados del petróleo	586
09	La Litera / La Llitera	1961 - 1970	Madera	33
09	La Litera / La Llitera	1961 - 1970	Derivados del carbón	2
09	La Litera / La Llitera	1961 - 1970	Otros	3
09	La Litera / La Llitera	1971 - 1980	Gas	253
09	La Litera / La Llitera	1971 - 1980	Electricidad	53
09	La Litera / La Llitera	1971 - 1980	Derivados del petróleo	604
09	La Litera / La Llitera	1971 - 1980	Madera	30
09	La Litera / La Llitera	1971 - 1980	Otros	2
09	La Litera / La Llitera	1981 - 1990	Gas	182
09	La Litera / La Llitera	1981 - 1990	Electricidad	92
09	La Litera / La Llitera	1981 - 1990	Derivados del petróleo	462
09	La Litera / La Llitera	1981 - 1990	Madera	25
09	La Litera / La Llitera	1991	Gas	24
09	La Litera / La Llitera	1991	Electricidad	13
09	La Litera / La Llitera	1991	Derivados del petróleo	53
09	La Litera / La Llitera	1991	Madera	1
09	La Litera / La Llitera	1991	Otros	1
09	La Litera / La Llitera	1992	Gas	39
09	La Litera / La Llitera	1992	Electricidad	34
09	La Litera / La Llitera	1992	Derivados del petróleo	29
09	La Litera / La Llitera	1993	Gas	19
09	La Litera / La Llitera	1993	Electricidad	14
09	La Litera / La Llitera	1993	Derivados del petróleo	36
09	La Litera / La Llitera	1994	Gas	13
09	La Litera / La Llitera	1994	Electricidad	14
09	La Litera / La Llitera	1994	Derivados del petróleo	23
09	La Litera / La Llitera	1995	Gas	7
09	La Litera / La Llitera	1995	Electricidad	17
09	La Litera / La Llitera	1995	Derivados del petróleo	25
09	La Litera / La Llitera	1996	Gas	24
09	La Litera / La Llitera	1996	Electricidad	24
09	La Litera / La Llitera	1996	Derivados del petróleo	19
09	La Litera / La Llitera	1996	Otros	1
09	La Litera / La Llitera	1997	Gas	13
09	La Litera / La Llitera	1997	Electricidad	9
09	La Litera / La Llitera	1997	Derivados del petróleo	31
09	La Litera / La Llitera	1997	Madera	1
09	La Litera / La Llitera	1998	Gas	29
09	La Litera / La Llitera	1998	Electricidad	10
09	La Litera / La Llitera	1998	Derivados del petróleo	40
09	La Litera / La Llitera	1999	Gas	41
09	La Litera / La Llitera	1999	Electricidad	4
09	La Litera / La Llitera	1999	Derivados del petróleo	24
09	La Litera / La Llitera	2000	Gas	37
09	La Litera / La Llitera	2000	Electricidad	2
09	La Litera / La Llitera	2000	Derivados del petróleo	17
09	La Litera / La Llitera	2001	Gas	10
09	La Litera / La Llitera	2001	Electricidad	3
09	La Litera / La Llitera	2001	Derivados del petróleo	21
10	Los Monegros	 Antes de 1900	Gas	12
10	Los Monegros	 Antes de 1900	Electricidad	20
10	Los Monegros	 Antes de 1900	Derivados del petróleo	337
10	Los Monegros	 Antes de 1900	Madera	21
10	Los Monegros	 Antes de 1900	Derivados del carbón	1
10	Los Monegros	 Antes de 1900	Otros	6
10	Los Monegros	1900 - 1920	Gas	2
10	Los Monegros	1900 - 1920	Electricidad	3
10	Los Monegros	1900 - 1920	Derivados del petróleo	129
10	Los Monegros	1900 - 1920	Derivados del carbón	1
10	Los Monegros	1900 - 1920	Otros	3
10	Los Monegros	1921 - 1940	Gas	9
10	Los Monegros	1921 - 1940	Electricidad	7
10	Los Monegros	1921 - 1940	Derivados del petróleo	156
10	Los Monegros	1921 - 1940	Madera	15
10	Los Monegros	1921 - 1940	Otros	2
10	Los Monegros	1941 - 1950	Gas	25
10	Los Monegros	1941 - 1950	Electricidad	19
10	Los Monegros	1941 - 1950	Derivados del petróleo	235
10	Los Monegros	1941 - 1950	Madera	10
10	Los Monegros	1941 - 1950	Derivados del carbón	3
10	Los Monegros	1941 - 1950	Otros	6
10	Los Monegros	1951 - 1960	Gas	28
10	Los Monegros	1951 - 1960	Electricidad	37
10	Los Monegros	1951 - 1960	Derivados del petróleo	645
10	Los Monegros	1951 - 1960	Madera	22
10	Los Monegros	1951 - 1960	Derivados del carbón	2
10	Los Monegros	1951 - 1960	Otros	15
10	Los Monegros	1961 - 1970	Gas	55
10	Los Monegros	1961 - 1970	Electricidad	32
10	Los Monegros	1961 - 1970	Derivados del petróleo	776
10	Los Monegros	1961 - 1970	Madera	31
10	Los Monegros	1961 - 1970	Derivados del carbón	1
10	Los Monegros	1961 - 1970	Otros	26
10	Los Monegros	1971 - 1980	Gas	148
10	Los Monegros	1971 - 1980	Electricidad	32
10	Los Monegros	1971 - 1980	Derivados del petróleo	695
10	Los Monegros	1971 - 1980	Madera	23
10	Los Monegros	1971 - 1980	Derivados del carbón	8
10	Los Monegros	1971 - 1980	Otros	17
10	Los Monegros	1981 - 1990	Gas	84
10	Los Monegros	1981 - 1990	Electricidad	49
10	Los Monegros	1981 - 1990	Derivados del petróleo	657
10	Los Monegros	1981 - 1990	Madera	22
10	Los Monegros	1981 - 1990	Derivados del carbón	8
10	Los Monegros	1981 - 1990	Otros	6
10	Los Monegros	1991	Gas	2
10	Los Monegros	1991	Electricidad	3
10	Los Monegros	1991	Derivados del petróleo	26
10	Los Monegros	1991	Derivados del carbón	1
10	Los Monegros	1991	Otros	2
10	Los Monegros	1992	Gas	2
10	Los Monegros	1992	Electricidad	4
10	Los Monegros	1992	Derivados del petróleo	48
10	Los Monegros	1992	Madera	1
10	Los Monegros	1993	Gas	4
10	Los Monegros	1993	Electricidad	4
10	Los Monegros	1993	Derivados del petróleo	42
10	Los Monegros	1994	Electricidad	9
10	Los Monegros	1994	Derivados del petróleo	34
10	Los Monegros	1994	Madera	2
10	Los Monegros	1994	Otros	4
10	Los Monegros	1995	Gas	9
10	Los Monegros	1995	Electricidad	3
10	Los Monegros	1995	Derivados del petróleo	28
10	Los Monegros	1995	Madera	2
10	Los Monegros	1995	Otros	1
10	Los Monegros	1996	Gas	4
10	Los Monegros	1996	Electricidad	3
10	Los Monegros	1996	Derivados del petróleo	39
10	Los Monegros	1997	Gas	13
10	Los Monegros	1997	Electricidad	2
10	Los Monegros	1997	Derivados del petróleo	43
10	Los Monegros	1997	Madera	1
10	Los Monegros	1998	Gas	13
10	Los Monegros	1998	Electricidad	12
10	Los Monegros	1998	Derivados del petróleo	49
10	Los Monegros	1998	Madera	3
10	Los Monegros	1999	Gas	21
10	Los Monegros	1999	Electricidad	4
10	Los Monegros	1999	Derivados del petróleo	38
10	Los Monegros	1999	Madera	1
10	Los Monegros	1999	Derivados del carbón	1
10	Los Monegros	2000	Gas	39
10	Los Monegros	2000	Electricidad	1
10	Los Monegros	2000	Derivados del petróleo	44
10	Los Monegros	2001	Gas	3
10	Los Monegros	2001	Electricidad	5
10	Los Monegros	2001	Derivados del petróleo	30
10	Los Monegros	2001	Otros	2
11	Bajo Cinca / Baix Cinca	 Antes de 1900	Gas	10
11	Bajo Cinca / Baix Cinca	 Antes de 1900	Electricidad	21
11	Bajo Cinca / Baix Cinca	 Antes de 1900	Derivados del petróleo	262
11	Bajo Cinca / Baix Cinca	 Antes de 1900	Madera	21
11	Bajo Cinca / Baix Cinca	1900 - 1920	Gas	6
11	Bajo Cinca / Baix Cinca	1900 - 1920	Electricidad	9
11	Bajo Cinca / Baix Cinca	1900 - 1920	Derivados del petróleo	52
11	Bajo Cinca / Baix Cinca	1900 - 1920	Madera	15
11	Bajo Cinca / Baix Cinca	1900 - 1920	Otros	1
11	Bajo Cinca / Baix Cinca	1921 - 1940	Gas	10
11	Bajo Cinca / Baix Cinca	1921 - 1940	Electricidad	12
11	Bajo Cinca / Baix Cinca	1921 - 1940	Derivados del petróleo	102
11	Bajo Cinca / Baix Cinca	1921 - 1940	Madera	57
11	Bajo Cinca / Baix Cinca	1921 - 1940	Otros	1
11	Bajo Cinca / Baix Cinca	1941 - 1950	Gas	12
11	Bajo Cinca / Baix Cinca	1941 - 1950	Electricidad	25
11	Bajo Cinca / Baix Cinca	1941 - 1950	Derivados del petróleo	173
11	Bajo Cinca / Baix Cinca	1941 - 1950	Madera	47
11	Bajo Cinca / Baix Cinca	1941 - 1950	Otros	1
11	Bajo Cinca / Baix Cinca	1951 - 1960	Gas	56
11	Bajo Cinca / Baix Cinca	1951 - 1960	Electricidad	45
11	Bajo Cinca / Baix Cinca	1951 - 1960	Derivados del petróleo	266
11	Bajo Cinca / Baix Cinca	1951 - 1960	Madera	56
11	Bajo Cinca / Baix Cinca	1951 - 1960	Otros	5
11	Bajo Cinca / Baix Cinca	1961 - 1970	Gas	131
11	Bajo Cinca / Baix Cinca	1961 - 1970	Electricidad	122
11	Bajo Cinca / Baix Cinca	1961 - 1970	Derivados del petróleo	407
11	Bajo Cinca / Baix Cinca	1961 - 1970	Madera	57
11	Bajo Cinca / Baix Cinca	1961 - 1970	Derivados del carbón	1
11	Bajo Cinca / Baix Cinca	1961 - 1970	Otros	2
11	Bajo Cinca / Baix Cinca	1971 - 1980	Gas	122
11	Bajo Cinca / Baix Cinca	1971 - 1980	Electricidad	249
11	Bajo Cinca / Baix Cinca	1971 - 1980	Derivados del petróleo	638
11	Bajo Cinca / Baix Cinca	1971 - 1980	Madera	76
11	Bajo Cinca / Baix Cinca	1971 - 1980	Otros	7
11	Bajo Cinca / Baix Cinca	1981 - 1990	Gas	161
11	Bajo Cinca / Baix Cinca	1981 - 1990	Electricidad	289
11	Bajo Cinca / Baix Cinca	1981 - 1990	Derivados del petróleo	496
11	Bajo Cinca / Baix Cinca	1981 - 1990	Madera	42
11	Bajo Cinca / Baix Cinca	1981 - 1990	Derivados del carbón	1
11	Bajo Cinca / Baix Cinca	1981 - 1990	Otros	3
11	Bajo Cinca / Baix Cinca	1991	Gas	5
11	Bajo Cinca / Baix Cinca	1991	Electricidad	11
11	Bajo Cinca / Baix Cinca	1991	Derivados del petróleo	38
11	Bajo Cinca / Baix Cinca	1991	Madera	2
11	Bajo Cinca / Baix Cinca	1992	Gas	37
11	Bajo Cinca / Baix Cinca	1992	Electricidad	31
11	Bajo Cinca / Baix Cinca	1992	Derivados del petróleo	80
11	Bajo Cinca / Baix Cinca	1993	Gas	12
11	Bajo Cinca / Baix Cinca	1993	Electricidad	10
11	Bajo Cinca / Baix Cinca	1993	Derivados del petróleo	51
11	Bajo Cinca / Baix Cinca	1993	Madera	4
11	Bajo Cinca / Baix Cinca	1994	Gas	6
11	Bajo Cinca / Baix Cinca	1994	Electricidad	12
11	Bajo Cinca / Baix Cinca	1994	Derivados del petróleo	19
11	Bajo Cinca / Baix Cinca	1995	Gas	22
11	Bajo Cinca / Baix Cinca	1995	Electricidad	16
11	Bajo Cinca / Baix Cinca	1995	Derivados del petróleo	48
11	Bajo Cinca / Baix Cinca	1995	Madera	3
11	Bajo Cinca / Baix Cinca	1996	Gas	15
11	Bajo Cinca / Baix Cinca	1996	Electricidad	2
11	Bajo Cinca / Baix Cinca	1996	Derivados del petróleo	43
11	Bajo Cinca / Baix Cinca	1996	Madera	2
11	Bajo Cinca / Baix Cinca	1997	Gas	20
11	Bajo Cinca / Baix Cinca	1997	Electricidad	17
11	Bajo Cinca / Baix Cinca	1997	Derivados del petróleo	40
11	Bajo Cinca / Baix Cinca	1997	Madera	1
11	Bajo Cinca / Baix Cinca	1997	Otros	1
11	Bajo Cinca / Baix Cinca	1998	Gas	16
11	Bajo Cinca / Baix Cinca	1998	Electricidad	3
11	Bajo Cinca / Baix Cinca	1998	Derivados del petróleo	53
11	Bajo Cinca / Baix Cinca	1999	Gas	20
11	Bajo Cinca / Baix Cinca	1999	Electricidad	7
11	Bajo Cinca / Baix Cinca	1999	Derivados del petróleo	43
11	Bajo Cinca / Baix Cinca	1999	Madera	2
11	Bajo Cinca / Baix Cinca	2000	Gas	30
11	Bajo Cinca / Baix Cinca	2000	Electricidad	8
11	Bajo Cinca / Baix Cinca	2000	Derivados del petróleo	37
11	Bajo Cinca / Baix Cinca	2000	Madera	1
11	Bajo Cinca / Baix Cinca	2001	Gas	11
11	Bajo Cinca / Baix Cinca	2001	Electricidad	3
11	Bajo Cinca / Baix Cinca	2001	Derivados del petróleo	27
11	Bajo Cinca / Baix Cinca	2001	Madera	1
12	Tarazona y el Moncayo	 Antes de 1900	Gas	27
12	Tarazona y el Moncayo	 Antes de 1900	Electricidad	68
12	Tarazona y el Moncayo	 Antes de 1900	Derivados del petróleo	555
12	Tarazona y el Moncayo	 Antes de 1900	Madera	22
12	Tarazona y el Moncayo	 Antes de 1900	Derivados del carbón	1
12	Tarazona y el Moncayo	 Antes de 1900	Otros	2
12	Tarazona y el Moncayo	1900 - 1920	Gas	9
12	Tarazona y el Moncayo	1900 - 1920	Electricidad	9
12	Tarazona y el Moncayo	1900 - 1920	Derivados del petróleo	82
12	Tarazona y el Moncayo	1900 - 1920	Madera	4
12	Tarazona y el Moncayo	1900 - 1920	Derivados del carbón	1
12	Tarazona y el Moncayo	1921 - 1940	Gas	16
12	Tarazona y el Moncayo	1921 - 1940	Electricidad	22
12	Tarazona y el Moncayo	1921 - 1940	Derivados del petróleo	141
12	Tarazona y el Moncayo	1921 - 1940	Madera	4
12	Tarazona y el Moncayo	1921 - 1940	Otros	1
12	Tarazona y el Moncayo	1941 - 1950	Gas	7
12	Tarazona y el Moncayo	1941 - 1950	Electricidad	9
12	Tarazona y el Moncayo	1941 - 1950	Derivados del petróleo	93
12	Tarazona y el Moncayo	1941 - 1950	Madera	2
12	Tarazona y el Moncayo	1941 - 1950	Derivados del carbón	1
12	Tarazona y el Moncayo	1951 - 1960	Gas	10
12	Tarazona y el Moncayo	1951 - 1960	Electricidad	29
12	Tarazona y el Moncayo	1951 - 1960	Derivados del petróleo	154
12	Tarazona y el Moncayo	1951 - 1960	Madera	10
12	Tarazona y el Moncayo	1951 - 1960	Otros	2
12	Tarazona y el Moncayo	1961 - 1970	Gas	44
12	Tarazona y el Moncayo	1961 - 1970	Electricidad	75
12	Tarazona y el Moncayo	1961 - 1970	Derivados del petróleo	246
12	Tarazona y el Moncayo	1961 - 1970	Madera	10
12	Tarazona y el Moncayo	1971 - 1980	Gas	45
12	Tarazona y el Moncayo	1971 - 1980	Electricidad	24
12	Tarazona y el Moncayo	1971 - 1980	Derivados del petróleo	683
12	Tarazona y el Moncayo	1971 - 1980	Madera	14
12	Tarazona y el Moncayo	1971 - 1980	Derivados del carbón	2
12	Tarazona y el Moncayo	1971 - 1980	Otros	1
12	Tarazona y el Moncayo	1981 - 1990	Gas	148
12	Tarazona y el Moncayo	1981 - 1990	Electricidad	51
12	Tarazona y el Moncayo	1981 - 1990	Derivados del petróleo	495
12	Tarazona y el Moncayo	1981 - 1990	Madera	3
12	Tarazona y el Moncayo	1981 - 1990	Otros	1
12	Tarazona y el Moncayo	1991	Gas	9
12	Tarazona y el Moncayo	1991	Derivados del petróleo	48
12	Tarazona y el Moncayo	1991	Madera	1
12	Tarazona y el Moncayo	1992	Gas	4
12	Tarazona y el Moncayo	1992	Electricidad	1
12	Tarazona y el Moncayo	1992	Derivados del petróleo	93
12	Tarazona y el Moncayo	1993	Gas	6
12	Tarazona y el Moncayo	1993	Electricidad	7
12	Tarazona y el Moncayo	1993	Derivados del petróleo	109
12	Tarazona y el Moncayo	1993	Madera	1
12	Tarazona y el Moncayo	1994	Derivados del petróleo	39
12	Tarazona y el Moncayo	1995	Gas	1
12	Tarazona y el Moncayo	1995	Electricidad	1
12	Tarazona y el Moncayo	1995	Derivados del petróleo	74
12	Tarazona y el Moncayo	1996	Gas	8
12	Tarazona y el Moncayo	1996	Electricidad	1
12	Tarazona y el Moncayo	1996	Derivados del petróleo	16
12	Tarazona y el Moncayo	1997	Gas	1
12	Tarazona y el Moncayo	1997	Electricidad	2
12	Tarazona y el Moncayo	1997	Derivados del petróleo	20
12	Tarazona y el Moncayo	1998	Gas	22
12	Tarazona y el Moncayo	1998	Electricidad	2
12	Tarazona y el Moncayo	1998	Derivados del petróleo	48
12	Tarazona y el Moncayo	1999	Gas	18
12	Tarazona y el Moncayo	1999	Electricidad	4
12	Tarazona y el Moncayo	1999	Derivados del petróleo	55
12	Tarazona y el Moncayo	1999	Madera	2
12	Tarazona y el Moncayo	1999	Otros	1
12	Tarazona y el Moncayo	2000	Gas	23
12	Tarazona y el Moncayo	2000	Electricidad	5
12	Tarazona y el Moncayo	2000	Derivados del petróleo	42
12	Tarazona y el Moncayo	2001	Gas	1
12	Tarazona y el Moncayo	2001	Electricidad	7
12	Tarazona y el Moncayo	2001	Derivados del petróleo	39
13	Campo de Borja	 Antes de 1900	Gas	46
13	Campo de Borja	 Antes de 1900	Electricidad	68
13	Campo de Borja	 Antes de 1900	Derivados del petróleo	450
13	Campo de Borja	 Antes de 1900	Madera	24
13	Campo de Borja	 Antes de 1900	Derivados del carbón	1
13	Campo de Borja	 Antes de 1900	Otros	1
13	Campo de Borja	1900 - 1920	Gas	31
13	Campo de Borja	1900 - 1920	Electricidad	31
13	Campo de Borja	1900 - 1920	Derivados del petróleo	121
13	Campo de Borja	1900 - 1920	Madera	3
13	Campo de Borja	1900 - 1920	Derivados del carbón	1
13	Campo de Borja	1900 - 1920	Otros	1
13	Campo de Borja	1921 - 1940	Gas	26
13	Campo de Borja	1921 - 1940	Electricidad	9
13	Campo de Borja	1921 - 1940	Derivados del petróleo	178
13	Campo de Borja	1921 - 1940	Madera	15
13	Campo de Borja	1941 - 1950	Gas	29
13	Campo de Borja	1941 - 1950	Electricidad	16
13	Campo de Borja	1941 - 1950	Derivados del petróleo	194
13	Campo de Borja	1941 - 1950	Madera	6
13	Campo de Borja	1951 - 1960	Gas	11
13	Campo de Borja	1951 - 1960	Electricidad	17
13	Campo de Borja	1951 - 1960	Derivados del petróleo	207
13	Campo de Borja	1951 - 1960	Madera	9
13	Campo de Borja	1951 - 1960	Derivados del carbón	1
13	Campo de Borja	1961 - 1970	Gas	28
13	Campo de Borja	1961 - 1970	Electricidad	19
13	Campo de Borja	1961 - 1970	Derivados del petróleo	260
13	Campo de Borja	1961 - 1970	Madera	11
13	Campo de Borja	1961 - 1970	Otros	3
13	Campo de Borja	1971 - 1980	Gas	30
13	Campo de Borja	1971 - 1980	Electricidad	22
13	Campo de Borja	1971 - 1980	Derivados del petróleo	373
13	Campo de Borja	1971 - 1980	Madera	23
13	Campo de Borja	1981 - 1990	Gas	96
13	Campo de Borja	1981 - 1990	Electricidad	86
13	Campo de Borja	1981 - 1990	Derivados del petróleo	403
13	Campo de Borja	1981 - 1990	Madera	20
13	Campo de Borja	1981 - 1990	Otros	1
13	Campo de Borja	1991	Gas	4
13	Campo de Borja	1991	Electricidad	15
13	Campo de Borja	1991	Derivados del petróleo	46
13	Campo de Borja	1992	Gas	3
13	Campo de Borja	1992	Electricidad	17
13	Campo de Borja	1992	Derivados del petróleo	34
13	Campo de Borja	1992	Madera	1
13	Campo de Borja	1993	Gas	2
13	Campo de Borja	1993	Electricidad	24
13	Campo de Borja	1993	Derivados del petróleo	44
13	Campo de Borja	1993	Madera	3
13	Campo de Borja	1994	Gas	8
13	Campo de Borja	1994	Electricidad	12
13	Campo de Borja	1994	Derivados del petróleo	45
13	Campo de Borja	1994	Madera	1
13	Campo de Borja	1994	Otros	1
13	Campo de Borja	1995	Gas	28
13	Campo de Borja	1995	Electricidad	6
13	Campo de Borja	1995	Derivados del petróleo	34
13	Campo de Borja	1996	Gas	4
13	Campo de Borja	1996	Electricidad	10
13	Campo de Borja	1996	Derivados del petróleo	62
13	Campo de Borja	1997	Gas	2
13	Campo de Borja	1997	Electricidad	16
13	Campo de Borja	1997	Derivados del petróleo	48
13	Campo de Borja	1998	Gas	37
13	Campo de Borja	1998	Electricidad	2
13	Campo de Borja	1998	Derivados del petróleo	38
13	Campo de Borja	1999	Gas	4
13	Campo de Borja	1999	Electricidad	9
13	Campo de Borja	1999	Derivados del petróleo	40
13	Campo de Borja	1999	Madera	1
13	Campo de Borja	1999	Derivados del carbón	1
13	Campo de Borja	2000	Gas	42
13	Campo de Borja	2000	Electricidad	8
13	Campo de Borja	2000	Derivados del petróleo	35
13	Campo de Borja	2000	Madera	1
13	Campo de Borja	2001	Gas	7
13	Campo de Borja	2001	Electricidad	5
13	Campo de Borja	2001	Derivados del petróleo	17
13	Campo de Borja	2001	Madera	1
13	Campo de Borja	2001	Otros	1
14	Aranda	 Antes de 1900	Gas	22
14	Aranda	 Antes de 1900	Electricidad	58
14	Aranda	 Antes de 1900	Derivados del petróleo	173
14	Aranda	 Antes de 1900	Madera	35
14	Aranda	 Antes de 1900	Derivados del carbón	2
14	Aranda	 Antes de 1900	Otros	4
14	Aranda	1900 - 1920	Gas	2
14	Aranda	1900 - 1920	Electricidad	18
14	Aranda	1900 - 1920	Derivados del petróleo	57
14	Aranda	1900 - 1920	Madera	9
14	Aranda	1921 - 1940	Gas	2
14	Aranda	1921 - 1940	Electricidad	2
14	Aranda	1921 - 1940	Derivados del petróleo	22
14	Aranda	1921 - 1940	Madera	4
14	Aranda	1941 - 1950	Gas	4
14	Aranda	1941 - 1950	Electricidad	8
14	Aranda	1941 - 1950	Derivados del petróleo	25
14	Aranda	1941 - 1950	Madera	6
14	Aranda	1941 - 1950	Otros	1
14	Aranda	1951 - 1960	Gas	4
14	Aranda	1951 - 1960	Electricidad	24
14	Aranda	1951 - 1960	Derivados del petróleo	72
