Municipio codigo	Municipio nombre	Superficie útil agrupada (m2)	Nº viviendas
22109	Fiscal	046 - 060	12,4135808587
22109	Fiscal	061 - 075	8,4362601368
22109	Fiscal	076 - 090	18,0130975935
22109	Fiscal	091 - 105	19,8819357338
22109	Fiscal	106 - 120	12,6096658354
22109	Fiscal	121 - 150	10,5973441588
22109	Fiscal	151 o más	29,8919171469
22110	Fonz	045 o menos	8,6166152381
22110	Fonz	046 - 060	22,303594275
22110	Fonz	061 - 075	13,7426440938
22110	Fonz	076 - 090	97,4324242025
22110	Fonz	091 - 105	77,452029393
22110	Fonz	106 - 120	75,8327304576
22110	Fonz	121 - 150	57,139251391
22110	Fonz	151 o más	45,7898883747
22111	Foradada del Toscar	045 o menos	1,2888306753
22111	Foradada del Toscar	046 - 060	3,9734035555
22111	Foradada del Toscar	061 - 075	4,0977200023
22111	Foradada del Toscar	076 - 090	3,4859030471
22111	Foradada del Toscar	091 - 105	6,8607652301
22111	Foradada del Toscar	106 - 120	9,9234159551
22111	Foradada del Toscar	121 - 150	7,0629812713
22111	Foradada del Toscar	151 o más	30,1811362453
22112	Fraga	045 o menos	136,7653939573
22112	Fraga	046 - 060	433,7203194551
22112	Fraga	061 - 075	778,5621084253
22112	Fraga	076 - 090	1739,3373479927
22112	Fraga	091 - 105	1003,5306001497
22112	Fraga	106 - 120	633,5197043933
22112	Fraga	121 - 150	340,1876381241
22112	Fraga	151 o más	213,7236731974
22113	Fueva (La)	046 - 060	5,2799138617
22113	Fueva (La)	061 - 075	3,7536152581
22113	Fueva (La)	076 - 090	32,1127964561
22113	Fueva (La)	091 - 105	18,5003714504
22113	Fueva (La)	106 - 120	19,5360041449
22113	Fueva (La)	121 - 150	42,4278057781
22113	Fueva (La)	151 o más	83,241591287
22114	Gistaín	045 o menos	5,4021073152
22114	Gistaín	046 - 060	4,2780657896
22114	Gistaín	061 - 075	9,6898420078
22114	Gistaín	076 - 090	8,7383245812
22114	Gistaín	091 - 105	8,1060133769
22114	Gistaín	106 - 120	10,1187521681
22114	Gistaín	121 - 150	6,5863906805
22114	Gistaín	151 o más	14,8626302242
22115	Grado (El)	046 - 060	15,4084740884
22115	Grado (El)	061 - 075	18,517703661
22115	Grado (El)	076 - 090	27,2444514975
22115	Grado (El)	091 - 105	30,231505375
22115	Grado (El)	106 - 120	24,7748608747
22115	Grado (El)	121 - 150	20,009157114
22115	Grado (El)	151 o más	39,2246194566
22116	Grañén	045 o menos	8,6789252726
22116	Grañén	046 - 060	37,520201672
22116	Grañén	061 - 075	58,6155563033
22116	Grañén	076 - 090	284,247794098
22116	Grañén	091 - 105	113,8317274757
22116	Grañén	106 - 120	108,8345574175
22116	Grañén	121 - 150	32,375546551
22116	Grañén	151 o más	84,8526157547
22117	Graus	045 o menos	10,636877471
22117	Graus	046 - 060	89,5883138854
22117	Graus	061 - 075	138,8701780448
22117	Graus	076 - 090	439,9819527052
22117	Graus	091 - 105	238,4316544306
22117	Graus	106 - 120	224,4823589842
22117	Graus	121 - 150	156,2258294444
22117	Graus	151 o más	167,7560144634
22119	Gurrea de Gállego	045 o menos	4,2672607641
22119	Gurrea de Gállego	046 - 060	17,5694185703
22119	Gurrea de Gállego	061 - 075	94,0780784779
22119	Gurrea de Gállego	076 - 090	174,5197500997
22119	Gurrea de Gállego	091 - 105	105,8550031486
22119	Gurrea de Gállego	106 - 120	98,1423193348
22119	Gurrea de Gállego	121 - 150	92,0122978492
22119	Gurrea de Gállego	151 o más	108,9433368252
22122	Hoz de Jaca	061 - 075	2,2664585514
22122	Hoz de Jaca	076 - 090	5,8508242616
22122	Hoz de Jaca	091 - 105	2,2168562782
22122	Hoz de Jaca	106 - 120	1,0667372177
22122	Hoz de Jaca	121 - 150	5,9133639954
22122	Hoz de Jaca	151 o más	8,2962185553
22124	Huerto	046 - 060	3,6767800963
22124	Huerto	076 - 090	24,3561149759
22124	Huerto	091 - 105	16,4841588336
22124	Huerto	106 - 120	17,8972338072
22124	Huerto	121 - 150	14,4303902286
22124	Huerto	151 o más	18,1191317738
22125	Huesca	045 o menos	618,2138835061
22125	Huesca	046 - 060	2393,8243771823
22125	Huesca	061 - 075	4617,7419061273
22125	Huesca	076 - 090	7327,6005866794
22125	Huesca	091 - 105	2616,3163397742
22125	Huesca	106 - 120	1588,0179844609
22125	Huesca	121 - 150	998,6469071564
22125	Huesca	151 o más	625,9789942493
22126	Ibieca	046 - 060	5,394355694
22126	Ibieca	061 - 075	1,6817703001
22126	Ibieca	076 - 090	7,334807643
22126	Ibieca	091 - 105	8,1005400723
22126	Ibieca	106 - 120	7,2186511868
22126	Ibieca	121 - 150	9,1766801792
22126	Ibieca	151 o más	8,6437436678
22127	Igriés	045 o menos	3,0854255251
22127	Igriés	046 - 060	9,8410775393
22127	Igriés	061 - 075	15,322653451
22127	Igriés	076 - 090	20,1762378979
22127	Igriés	091 - 105	12,1128872596
22127	Igriés	106 - 120	37,4793652122
22127	Igriés	121 - 150	66,1411510348
22127	Igriés	151 o más	69,001182254
22128	Ilche	046 - 060	4,4443133905
22128	Ilche	061 - 075	1,177300809
22128	Ilche	076 - 090	13,2995348198
22128	Ilche	091 - 105	8,4138431445
22128	Ilche	106 - 120	18,6298403167
22128	Ilche	121 - 150	11,2827943596
22128	Ilche	151 o más	26,4495112045
22129	Isábena	045 o menos	3,0695083578
22129	Isábena	046 - 060	23,6816381957
22129	Isábena	061 - 075	2,4186618972
22129	Isábena	076 - 090	13,5495907099
22129	Isábena	091 - 105	10,3365751288
22129	Isábena	106 - 120	5,1060814743
22129	Isábena	121 - 150	33,1824841219
22129	Isábena	151 o más	22,1328985693
22130	Jaca	045 o menos	380,6237342501
22130	Jaca	046 - 060	242,6366631204
22130	Jaca	061 - 075	1136,0324322251
22130	Jaca	076 - 090	1831,8515395762
22130	Jaca	091 - 105	659,4677754157
22130	Jaca	106 - 120	404,6486306208
22130	Jaca	121 - 150	351,9540398115
22130	Jaca	151 o más	287,5456370239
22131	Jasa	045 o menos	1,5993124183
22131	Jasa	046 - 060	7,3782953407
22131	Jasa	061 - 075	6,1715972506
22131	Jasa	076 - 090	16,5429680727
22131	Jasa	091 - 105	6,4692161593
22131	Jasa	106 - 120	9,4227727818
22131	Jasa	121 - 150	4,5977397981
22131	Jasa	151 o más	4,0757989501
22133	Labuerda	045 o menos	7,3074160408
22133	Labuerda	046 - 060	6,7549729639
22133	Labuerda	061 - 075	4,0502120683
22133	Labuerda	076 - 090	6,2238540284
22133	Labuerda	091 - 105	6,4919982819
22133	Labuerda	106 - 120	9,7292557888
22133	Labuerda	121 - 150	4,5776379326
22133	Labuerda	151 o más	15,6319591628
22135	Laluenga	046 - 060	6,3986719463
22135	Laluenga	061 - 075	2,1452432447
22135	Laluenga	076 - 090	13,5948134136
22135	Laluenga	091 - 105	13,0063829732
22135	Laluenga	106 - 120	17,6624908336
22135	Laluenga	121 - 150	15,8857275068
22135	Laluenga	151 o más	18,1913455704
22136	Lalueza	046 - 060	10,2602496081
22136	Lalueza	061 - 075	30,7710158743
22136	Lalueza	076 - 090	182,5982975354
22136	Lalueza	091 - 105	59,834268675
22136	Lalueza	106 - 120	76,6673359783
22136	Lalueza	121 - 150	24,7418082848
22136	Lalueza	151 o más	62,3814081452
22137	Lanaja	045 o menos	5,2587212268
22137	Lanaja	046 - 060	34,0351654462
22137	Lanaja	061 - 075	59,3490799083
22137	Lanaja	076 - 090	122,3571914302
22137	Lanaja	091 - 105	87,8336687558
22137	Lanaja	106 - 120	72,4041267323
22137	Lanaja	121 - 150	55,3371655241
22137	Lanaja	151 o más	90,6372506468
22139	Laperdiguera	045 o menos	1,1137689092
22139	Laperdiguera	061 - 075	2,4073833394
22139	Laperdiguera	076 - 090	1,1142050215
22139	Laperdiguera	091 - 105	2,6884413166
22139	Laperdiguera	106 - 120	10,0990126412
22139	Laperdiguera	121 - 150	8,0801666494
22139	Laperdiguera	151 o más	10,249240134
22141	Lascellas-Ponzano	045 o menos	1,209145293
22141	Lascellas-Ponzano	046 - 060	1,2516093584
22141	Lascellas-Ponzano	061 - 075	3,9682067704
22141	Lascellas-Ponzano	076 - 090	14,58627287
22141	Lascellas-Ponzano	091 - 105	10,2221875433
22141	Lascellas-Ponzano	106 - 120	3,6266869226
22141	Lascellas-Ponzano	121 - 150	10,8542351512
22141	Lascellas-Ponzano	151 o más	14,3479038926
22142	Lascuarre	046 - 060	6,4678976924
22142	Lascuarre	061 - 075	4,3450774271
22142	Lascuarre	076 - 090	3,8994829083
22142	Lascuarre	091 - 105	10,9650167617
22142	Lascuarre	106 - 120	0,9693227569
22142	Lascuarre	121 - 150	7,4729144931
22142	Lascuarre	151 o más	20,6357969421
22143	Laspaúles	046 - 060	51,470928718
22143	Laspaúles	061 - 075	1,3728389504
22143	Laspaúles	091 - 105	30,4829976431
22143	Laspaúles	106 - 120	10,834968314
22143	Laspaúles	121 - 150	28,7708128096
22143	Laspaúles	151 o más	28,1066817336
22144	Laspuña	045 o menos	2,0594943366
22144	Laspuña	046 - 060	9,8929508998
22144	Laspuña	061 - 075	17,0086498105
22144	Laspuña	076 - 090	23,7652439301
22144	Laspuña	091 - 105	23,1536667278
22144	Laspuña	106 - 120	14,5084688775
22144	Laspuña	121 - 150	15,0914073523
22144	Laspuña	151 o más	17,2353714235
22149	Loarre	045 o menos	2,0786348105
22149	Loarre	046 - 060	3,6673794526
22149	Loarre	061 - 075	17,84360805
22149	Loarre	076 - 090	45,804427189
22149	Loarre	091 - 105	24,6040650313
22149	Loarre	106 - 120	27,8816666699
22149	Loarre	121 - 150	28,790245023
22149	Loarre	151 o más	7,9025943925
22150	Loporzano	045 o menos	4,9556880194
22150	Loporzano	061 - 075	28,7544149557
22150	Loporzano	076 - 090	67,8430065235
22150	Loporzano	091 - 105	42,3363396515
22150	Loporzano	106 - 120	3,6071000202
22150	Loporzano	121 - 150	34,9196345833
22150	Loporzano	151 o más	54,7044460436
22151	Loscorrales	046 - 060	6,0848615951
22151	Loscorrales	061 - 075	1,2493102883
22151	Loscorrales	076 - 090	7,4069455523
22151	Loscorrales	091 - 105	6,4972071731
22151	Loscorrales	106 - 120	3,2608530306
22151	Loscorrales	121 - 150	4,9098558257
22151	Loscorrales	151 o más	10,8242746546
22155	Monesma y Cajigar	046 - 060	4,7904184526
22155	Monesma y Cajigar	061 - 075	2,3814971193
22155	Monesma y Cajigar	076 - 090	6,1644479126
22155	Monesma y Cajigar	091 - 105	3,7777926992
22155	Monesma y Cajigar	106 - 120	3,9364899319
22155	Monesma y Cajigar	121 - 150	4,6391113623
22155	Monesma y Cajigar	151 o más	8,6027951106
22156	Monflorite-Lascasas	061 - 075	5,6017609813
22156	Monflorite-Lascasas	076 - 090	8,76902594
22156	Monflorite-Lascasas	091 - 105	14,251426392
22156	Monflorite-Lascasas	106 - 120	21,8261373257
22156	Monflorite-Lascasas	121 - 150	26,7792665464
22156	Monflorite-Lascasas	151 o más	47,0030045766
22157	Montanuy	046 - 060	5,6065784663
22157	Montanuy	061 - 075	4,1560981911
22157	Montanuy	076 - 090	19,8136854761
22157	Montanuy	091 - 105	26,3358563183
22157	Montanuy	106 - 120	21,2835372852
22157	Montanuy	121 - 150	12,3144526957
22157	Montanuy	151 o más	18,8430150967
22158	Monzón	045 o menos	10,677698246
22158	Monzón	046 - 060	563,145055609
22158	Monzón	061 - 075	949,6954215166
22158	Monzón	076 - 090	2182,645319629
22158	Monzón	091 - 105	1233,1680730637
22158	Monzón	106 - 120	828,0783584568
22158	Monzón	121 - 150	304,1915866101
22158	Monzón	151 o más	501,5215813226
22160	Naval	046 - 060	8,5107642014
22160	Naval	061 - 075	2,8157060235
22160	Naval	076 - 090	16,9620618513
22160	Naval	091 - 105	18,7852068449
22160	Naval	106 - 120	15,2736658595
22160	Naval	121 - 150	11,8273499623
22160	Naval	151 o más	18,2418159604
22162	Novales	046 - 060	4,5175600679
22162	Novales	061 - 075	7,0955342243
22162	Novales	076 - 090	13,3871987481
22162	Novales	091 - 105	9,4650147424
22162	Novales	106 - 120	1,8191400483
22162	Novales	121 - 150	9,9120037605
22162	Novales	151 o más	16,7944445549
22163	Nueno	046 - 060	4,188445713
22163	Nueno	061 - 075	9,43205403
22163	Nueno	076 - 090	12,3296031944
22163	Nueno	091 - 105	15,4994036093
22163	Nueno	106 - 120	21,5123401429
22163	Nueno	121 - 150	42,9703899938
22163	Nueno	151 o más	116,8471211016
22164	Olvena	045 o menos	1,3223312662
22164	Olvena	076 - 090	7,0219126336
22164	Olvena	091 - 105	8,964147756
22164	Olvena	106 - 120	1,2421726261
22164	Olvena	121 - 150	1,5870443868
22164	Olvena	151 o más	3,0888361795
22165	Ontiñena	046 - 060	11,5090376251
22165	Ontiñena	061 - 075	15,1082342973
22165	Ontiñena	076 - 090	34,5745621567
22165	Ontiñena	091 - 105	45,5536869819
22165	Ontiñena	106 - 120	42,4361683581
22165	Ontiñena	121 - 150	18,6378376825
22165	Ontiñena	151 o más	37,1903568794
22167	Osso de Cinca	045 o menos	2,7726128051
22167	Osso de Cinca	046 - 060	6,1957208663
22167	Osso de Cinca	061 - 075	9,0619632173
22167	Osso de Cinca	076 - 090	77,7472460186
22167	Osso de Cinca	091 - 105	55,824677906
22167	Osso de Cinca	106 - 120	59,2546847237
22167	Osso de Cinca	121 - 150	27,7920924827
22167	Osso de Cinca	151 o más	25,6421807935
22168	Palo	091 - 105	2,4756501302
22168	Palo	121 - 150	1,2549279387
22168	Palo	151 o más	13,981346436
22170	Panticosa	045 o menos	30,9426506623
22170	Panticosa	046 - 060	43,3872956351
22170	Panticosa	061 - 075	60,1968524964
22170	Panticosa	076 - 090	122,400992142
22170	Panticosa	091 - 105	21,901604626
22170	Panticosa	106 - 120	17,0053648475
22170	Panticosa	121 - 150	12,240774103
22170	Panticosa	151 o más	13,4116943684
22172	Peñalba	045 o menos	1,4557089644
22172	Peñalba	046 - 060	4,2165425319
22172	Peñalba	061 - 075	28,013570738
22172	Peñalba	076 - 090	27,0304575887
22172	Peñalba	091 - 105	63,969943488
22172	Peñalba	106 - 120	53,8657141482
22172	Peñalba	121 - 150	48,7423679535
22172	Peñalba	151 o más	31,2414480903
22173	Peñas de Riglos (Las)	045 o menos	1,67508565
22173	Peñas de Riglos (Las)	046 - 060	16,8600724381
22173	Peñas de Riglos (Las)	061 - 075	7,1049055043
22173	Peñas de Riglos (Las)	076 - 090	40,8375606445
22173	Peñas de Riglos (Las)	091 - 105	12,5664332855
22173	Peñas de Riglos (Las)	106 - 120	12,9508858783
22173	Peñas de Riglos (Las)	121 - 150	11,9501518952
22173	Peñas de Riglos (Las)	151 o más	25,0075228141
22174	Peralta de Alcofea	046 - 060	6,5854884726
22174	Peralta de Alcofea	061 - 075	13,9223466984
22174	Peralta de Alcofea	076 - 090	40,7058930135
22174	Peralta de Alcofea	091 - 105	10,8443910524
22174	Peralta de Alcofea	106 - 120	54,2675644931
22174	Peralta de Alcofea	121 - 150	32,6251754533
22174	Peralta de Alcofea	151 o más	76,4744959804
22175	Peralta de Calasanz	046 - 060	7,3215545798
22175	Peralta de Calasanz	061 - 075	7,0725742565
22175	Peralta de Calasanz	076 - 090	21,5268635283
22175	Peralta de Calasanz	091 - 105	23,0810279808
22175	Peralta de Calasanz	106 - 120	13,9259015805
22175	Peralta de Calasanz	121 - 150	21,7334259671
22175	Peralta de Calasanz	151 o más	26,5274945893
22176	Peraltilla	045 o menos	0,9325323892
22176	Peraltilla	046 - 060	5,7728843923
22176	Peraltilla	061 - 075	7,2683675625
22176	Peraltilla	076 - 090	13,9275153669
22176	Peraltilla	091 - 105	10,3761295471
22176	Peraltilla	106 - 120	11,5957891629
22176	Peraltilla	121 - 150	9,8303550021
22176	Peraltilla	151 o más	16,3871650843
22177	Perarrúa	091 - 105	6,588866435
22177	Perarrúa	106 - 120	5,992695109
22177	Perarrúa	121 - 150	12,1250228065
22177	Perarrúa	151 o más	11,6791998314
22178	Pertusa	046 - 060	5,8501050324
22178	Pertusa	061 - 075	1,2588644815
22178	Pertusa	076 - 090	7,6506733361
22178	Pertusa	091 - 105	5,4179069576
22178	Pertusa	106 - 120	9,6802677895
22178	Pertusa	121 - 150	6,1413271661
22178	Pertusa	151 o más	6,9637374675
22181	Piracés	061 - 075	1,6961246889
22181	Piracés	076 - 090	11,8779530045
22181	Piracés	091 - 105	3,6562563282
22181	Piracés	106 - 120	7,8911325503
22181	Piracés	121 - 150	5,07945415
22181	Piracés	151 o más	11,796197215
22182	Plan	045 o menos	2,0675835735
22182	Plan	046 - 060	20,1743139235
22182	Plan	061 - 075	20,1551350775
22182	Plan	076 - 090	16,22307437
22182	Plan	091 - 105	28,2629373308
22182	Plan	106 - 120	8,0094063932
22182	Plan	121 - 150	17,5920118182
22182	Plan	151 o más	14,5375135194
22184	Poleñino	061 - 075	4,3489387524
22184	Poleñino	076 - 090	16,9891642546
22184	Poleñino	091 - 105	10,0931713564
22184	Poleñino	106 - 120	14,8216685983
22184	Poleñino	121 - 150	9,9944960668
22184	Poleñino	151 o más	24,8067974455
22186	Pozán de Vero	046 - 060	2,8457559978
22186	Pozán de Vero	061 - 075	8,5270850509
22186	Pozán de Vero	076 - 090	21,5405939888
22186	Pozán de Vero	091 - 105	16,2848084484
22186	Pozán de Vero	106 - 120	7,5276192613
22186	Pozán de Vero	121 - 150	17,0537742046
22186	Pozán de Vero	151 o más	26,2013550341
22187	Puebla de Castro (La)	045 o menos	2,3009782885
22187	Puebla de Castro (La)	046 - 060	13,1671399045
22187	Puebla de Castro (La)	061 - 075	13,9790504263
22187	Puebla de Castro (La)	076 - 090	37,255910699
22187	Puebla de Castro (La)	091 - 105	19,5369601902
22187	Puebla de Castro (La)	106 - 120	18,5591164956
22187	Puebla de Castro (La)	121 - 150	10,6186828921
22187	Puebla de Castro (La)	151 o más	53,4273801106
22188	Puente de Montañana	061 - 075	4,3454680628
22188	Puente de Montañana	076 - 090	10,2457157459
22188	Puente de Montañana	091 - 105	9,3577631332
22188	Puente de Montañana	106 - 120	7,5094912873
22188	Puente de Montañana	121 - 150	8,991382365
22188	Puente de Montañana	151 o más	10,8423873727
22189	Puértolas	045 o menos	1,3874097974
22189	Puértolas	046 - 060	11,8905797608
22189	Puértolas	061 - 075	21,6744419441
22189	Puértolas	076 - 090	10,8879715913
22189	Puértolas	091 - 105	5,8073193216
22189	Puértolas	106 - 120	26,2109338272
22189	Puértolas	121 - 150	6,5705573825
22189	Puértolas	151 o más	8,273213474
22190	Pueyo de Araguás (El)	045 o menos	5,6780357383
22190	Pueyo de Araguás (El)	046 - 060	9,2943491992
22190	Pueyo de Araguás (El)	061 - 075	5,9117648759
22190	Pueyo de Araguás (El)	076 - 090	6,6994337983
22190	Pueyo de Araguás (El)	091 - 105	3,3478119933
22190	Pueyo de Araguás (El)	106 - 120	6,5570557508
22190	Pueyo de Araguás (El)	121 - 150	8,9065525736
22190	Pueyo de Araguás (El)	151 o más	13,5703582731
22193	Pueyo de Santa Cruz	045 o menos	1,6246934626
22193	Pueyo de Santa Cruz	046 - 060	1,4461353312
22193	Pueyo de Santa Cruz	061 - 075	5,9379774339
22193	Pueyo de Santa Cruz	076 - 090	49,2919553073
22193	Pueyo de Santa Cruz	091 - 105	36,2007918758
22193	Pueyo de Santa Cruz	106 - 120	16,6335189572
22193	Pueyo de Santa Cruz	121 - 150	16,9891811211
22193	Pueyo de Santa Cruz	151 o más	16,2389900044
22195	Quicena	046 - 060	8,4916899498
22195	Quicena	061 - 075	4,7019790688
22195	Quicena	076 - 090	6,9322307023
22195	Quicena	091 - 105	1,0645344551
22195	Quicena	106 - 120	16,3054299536
22195	Quicena	121 - 150	20,7143740254
22195	Quicena	151 o más	41,021753037
22197	Robres	045 o menos	2,1186039277
22197	Robres	046 - 060	3,1017481141
22197	Robres	061 - 075	33,3756408085
22197	Robres	076 - 090	70,5392214154
22197	Robres	091 - 105	51,74777192
22197	Robres	106 - 120	34,052354715
22197	Robres	121 - 150	18,3269714048
22197	Robres	151 o más	20,0277966528
22199	Sabiñánigo	045 o menos	94,1181561194
22199	Sabiñánigo	046 - 060	374,6039463987
22199	Sabiñánigo	061 - 075	1015,6101884057
22199	Sabiñánigo	076 - 090	1434,3257001359
22199	Sabiñánigo	091 - 105	466,7857773138
22199	Sabiñánigo	106 - 120	300,0626520805
22199	Sabiñánigo	121 - 150	221,1332220675
22199	Sabiñánigo	151 o más	169,361160327
22200	Sahún	045 o menos	2,3257273921
22200	Sahún	046 - 060	12,7292584389
