Año de construcción	Año de construcción, código	Municipio codigo	Municipio nombre	Nº edificios
1921 a 1940	4	44205	Samper de Calanda	18
1921 a 1940	4	44206	San Agustín	6
1921 a 1940	4	44207	San Martín del Río	16
1921 a 1940	4	44209	Santa Eulalia	192
1921 a 1940	4	44210	Sarrión	108
1921 a 1940	4	44211	Segura de los Baños	2
1921 a 1940	4	44213	Singra	1
1921 a 1940	4	44216	Teruel	266
1921 a 1940	4	44217	Toril y Masegoso	3
1921 a 1940	4	44218	Tormón	4
1921 a 1940	4	44219	Tornos	79
1921 a 1940	4	44220	Torralba de los Sisones	12
1921 a 1940	4	44221	Torrecilla de Alcañiz	8
1921 a 1940	4	44222	Torrecilla del Rebollar	6
1921 a 1940	4	44224	Torre de las Arcas	12
1921 a 1940	4	44225	Torre del Compte	5
1921 a 1940	4	44226	Torrelacárcel	42
1921 a 1940	4	44227	Torre los Negros	3
1921 a 1940	4	44228	Torremocha de Jiloca	13
1921 a 1940	4	44229	Torres de Albarracín	5
1921 a 1940	4	44230	Torrevelilla	8
1921 a 1940	4	44231	Torrijas	6
1921 a 1940	4	44232	Torrijo del Campo	47
1921 a 1940	4	44234	Tramacastiel	78
1921 a 1940	4	44235	Tramacastilla	23
1921 a 1940	4	44236	Tronchón	3
1921 a 1940	4	44237	Urrea de Gaén	31
1921 a 1940	4	44238	Utrillas	29
1921 a 1940	4	44239	Valacloche	2
1921 a 1940	4	44240	Valbona	2
1921 a 1940	4	44241	Valdealgorfa	12
1921 a 1940	4	44243	Valdecuenca	2
1921 a 1940	4	44245	Valdeltormo	28
1921 a 1940	4	44246	Valderrobres	13
1921 a 1940	4	44247	Valjunquera	52
1921 a 1940	4	44249	Vallecillo (El)	26
1921 a 1940	4	44250	Veguillas de la Sierra	5
1921 a 1940	4	44251	Villafranca del Campo	26
1921 a 1940	4	44252	Villahermosa del Campo	5
1921 a 1940	4	44256	Villanueva del Rebollar de la Sierra	10
1921 a 1940	4	44257	Villar del Cobo	7
1921 a 1940	4	44258	Villar del Salz	7
1921 a 1940	4	44260	Villarluengo	9
1921 a 1940	4	44261	Villarquemado	45
1921 a 1940	4	44262	Villarroya de los Pinares	14
1921 a 1940	4	44263	Villastar	31
1921 a 1940	4	44264	Villel	33
1921 a 1940	4	44265	Vinaceite	6
1921 a 1940	4	44266	Visiedo	1
1921 a 1940	4	44267	Vivel del Río Martín	3
1921 a 1940	4	44268	Zoma (La)	5
1921 a 1940	4	50001	Abanto	11
1921 a 1940	4	50002	Acered	4
1921 a 1940	4	50003	Agón	12
1921 a 1940	4	50004	Aguarón	16
1921 a 1940	4	50005	Aguilón	94
1921 a 1940	4	50006	Ainzón	21
1921 a 1940	4	50007	Aladrén	7
1921 a 1940	4	50008	Alagón	105
1921 a 1940	4	50009	Alarba	34
1921 a 1940	4	50010	Alberite de San Juan	4
1921 a 1940	4	50011	Albeta	13
1921 a 1940	4	50012	Alborge	16
1921 a 1940	4	50013	Alcalá de Ebro	8
1921 a 1940	4	50014	Alcalá de Moncayo	17
1921 a 1940	4	50015	Alconchel de Ariza	17
1921 a 1940	4	50016	Aldehuela de Liestos	2
1921 a 1940	4	50017	Alfajarín	15
1921 a 1940	4	50018	Alfamén	28
1921 a 1940	4	50019	Alforque	14
1921 a 1940	4	50020	Alhama de Aragón	22
1921 a 1940	4	50022	Almolda (La)	25
1921 a 1940	4	50023	Almonacid de la Cuba	26
1921 a 1940	4	50024	Almonacid de la Sierra	12
1921 a 1940	4	50025	Almunia de Doña Godina (La)	59
1921 a 1940	4	50026	Alpartir	24
1921 a 1940	4	50027	Ambel	50
1921 a 1940	4	50028	Anento	17
1921 a 1940	4	50029	Aniñón	3
1921 a 1940	4	50030	Añón de Moncayo	49
1921 a 1940	4	50031	Aranda de Moncayo	19
1921 a 1940	4	50032	Arándiga	16
1921 a 1940	4	50034	Ariza	50
1921 a 1940	4	50036	Asín	10
1921 a 1940	4	50037	Atea	5
1921 a 1940	4	50038	Ateca	58
1921 a 1940	4	50039	Azuara	221
1921 a 1940	4	50040	Badules	7
1921 a 1940	4	50042	Balconchán	2
1921 a 1940	4	50043	Bárboles	23
1921 a 1940	4	50044	Bardallur	20
1921 a 1940	4	50045	Belchite	13
1921 a 1940	4	50046	Belmonte de Gracián	9
1921 a 1940	4	50048	Berrueco	8
1921 a 1940	4	50050	Bijuesca	5
1921 a 1940	4	50051	Biota	26
1921 a 1940	4	50052	Bisimbre	6
1921 a 1940	4	50053	Boquiñeni	22
1921 a 1940	4	50054	Bordalba	10
1921 a 1940	4	50055	Borja	472
1921 a 1940	4	50056	Botorrita	8
1921 a 1940	4	50057	Brea de Aragón	5
1921 a 1940	4	50058	Bubierca	11
1921 a 1940	4	50059	Bujaraloz	11
1921 a 1940	4	50060	Bulbuente	17
1921 a 1940	4	50061	Bureta	11
1921 a 1940	4	50062	Burgo de Ebro (El)	23
1921 a 1940	4	50064	Cabañas de Ebro	5
1921 a 1940	4	50065	Cabolafuente	3
1921 a 1940	4	50066	Cadrete	6
1921 a 1940	4	50067	Calatayud	167
1921 a 1940	4	50068	Calatorao	102
1921 a 1940	4	50069	Calcena	9
1921 a 1940	4	50070	Calmarza	8
1921 a 1940	4	50071	Campillo de Aragón	9
1921 a 1940	4	50072	Carenas	15
1921 a 1940	4	50073	Cariñena	22
1921 a 1940	4	50074	Caspe	360
1921 a 1940	4	50075	Castejón de Alarba	2
1921 a 1940	4	50077	Castejón de Valdejasa	4
1921 a 1940	4	50078	Castiliscar	15
1921 a 1940	4	50079	Cervera de la Cañada	10
1921 a 1940	4	50080	Cerveruela	35
1921 a 1940	4	50081	Cetina	59
1921 a 1940	4	50082	Cimballa	2
1921 a 1940	4	50083	Cinco Olivas	32
1921 a 1940	4	50085	Codo	1
1921 a 1940	4	50086	Codos	106
1921 a 1940	4	50087	Contamina	2
1921 a 1940	4	50088	Cosuenda	7
1921 a 1940	4	50089	Cuarte de Huerva	2
1921 a 1940	4	50090	Cubel	1
1921 a 1940	4	50091	Cuerlas (Las)	28
1921 a 1940	4	50092	Chiprana	6
1921 a 1940	4	50093	Chodes	2
1921 a 1940	4	50094	Daroca	43
1921 a 1940	4	50095	Ejea de los Caballeros	263
1921 a 1940	4	50098	Encinacorba	15
1921 a 1940	4	50099	Épila	74
1921 a 1940	4	50100	Erla	67
1921 a 1940	4	50101	Escatrón	27
1921 a 1940	4	50102	Fabara	53
1921 a 1940	4	50104	Farlete	15
1921 a 1940	4	50106	Fayos (Los)	4
1921 a 1940	4	50107	Figueruelas	40
1921 a 1940	4	50110	Frasno (El)	32
1921 a 1940	4	50111	Fréscano	10
1921 a 1940	4	50113	Fuendejalón	35
1921 a 1940	4	50114	Fuendetodos	27
1921 a 1940	4	50115	Fuentes de Ebro	46
1921 a 1940	4	50116	Fuentes de Jiloca	40
1921 a 1940	4	50117	Gallocanta	27
1921 a 1940	4	50118	Gallur	45
1921 a 1940	4	50119	Gelsa	4
1921 a 1940	4	50121	Gotor	6
1921 a 1940	4	50122	Grisel	21
1921 a 1940	4	50123	Grisén	20
1921 a 1940	4	50124	Herrera de los Navarros	97
1921 a 1940	4	50125	Ibdes	32
1921 a 1940	4	50126	Illueca	11
1921 a 1940	4	50129	Jaraba	4
1921 a 1940	4	50130	Jarque	18
1921 a 1940	4	50131	Jaulín	11
1921 a 1940	4	50132	Joyosa (La)	3
1921 a 1940	4	50133	Lagata	3
1921 a 1940	4	50134	Langa del Castillo	30
1921 a 1940	4	50135	Layana	15
1921 a 1940	4	50136	Lécera	54
1921 a 1940	4	50137	Leciñena	42
1921 a 1940	4	50139	Letux	22
1921 a 1940	4	50140	Litago	3
1921 a 1940	4	50141	Lituénigo	2
1921 a 1940	4	50142	Lobera de Onsella	1
1921 a 1940	4	50143	Longares	9
1921 a 1940	4	50146	Lucena de Jalón	5
1921 a 1940	4	50147	Luceni	68
1921 a 1940	4	50148	Luesia	12
1921 a 1940	4	50149	Luesma	20
1921 a 1940	4	50150	Lumpiaque	103
1921 a 1940	4	50151	Luna	35
1921 a 1940	4	50152	Maella	158
1921 a 1940	4	50153	Magallón	12
1921 a 1940	4	50154	Mainar	6
1921 a 1940	4	50156	Maleján	7
1921 a 1940	4	50157	Malón	14
1921 a 1940	4	50159	Maluenda	121
1921 a 1940	4	50160	Mallén	80
1921 a 1940	4	50161	Manchones	4
1921 a 1940	4	50162	Mara	20
1921 a 1940	4	50163	María de Huerva	7
1921 a 1940	4	50164	Mediana de Aragón	8
1921 a 1940	4	50166	Mesones de Isuela	20
1921 a 1940	4	50167	Mezalocha	3
1921 a 1940	4	50168	Mianos	2
1921 a 1940	4	50169	Miedes de Aragón	32
1921 a 1940	4	50170	Monegrillo	14
1921 a 1940	4	50171	Moneva	15
1921 a 1940	4	50172	Monreal de Ariza	41
1921 a 1940	4	50173	Monterde	9
1921 a 1940	4	50174	Montón	4
1921 a 1940	4	50175	Morata de Jalón	192
1921 a 1940	4	50176	Morata de Jiloca	14
1921 a 1940	4	50177	Morés	32
1921 a 1940	4	50178	Moros	9
1921 a 1940	4	50179	Moyuela	137
1921 a 1940	4	50180	Mozota	12
1921 a 1940	4	50181	Muel	34
1921 a 1940	4	50182	Muela (La)	46
1921 a 1940	4	50183	Munébrega	4
1921 a 1940	4	50184	Murero	2
1921 a 1940	4	50185	Murillo de Gállego	2
1921 a 1940	4	50186	Navardún	1
1921 a 1940	4	50187	Nigüella	4
1921 a 1940	4	50189	Nonaspe	74
1921 a 1940	4	50190	Novallas	58
1921 a 1940	4	50191	Novillas	14
1921 a 1940	4	50192	Nuévalos	6
1921 a 1940	4	50193	Nuez de Ebro	6
1921 a 1940	4	50194	Olvés	22
1921 a 1940	4	50195	Orcajo	5
1921 a 1940	4	50196	Orera	12
1921 a 1940	4	50197	Orés	7
1921 a 1940	4	50200	Paniza	149
1921 a 1940	4	50201	Paracuellos de Jiloca	32
1921 a 1940	4	50202	Paracuellos de la Ribera	34
1921 a 1940	4	50203	Pastriz	4
1921 a 1940	4	50204	Pedrola	32
1921 a 1940	4	50206	Perdiguera	7
1921 a 1940	4	50208	Pina de Ebro	20
1921 a 1940	4	50209	Pinseque	31
1921 a 1940	4	50210	Pintanos (Los)	1
1921 a 1940	4	50211	Plasencia de Jalón	35
1921 a 1940	4	50212	Pleitas	23
1921 a 1940	4	50213	Plenas	13
1921 a 1940	4	50215	Pozuel de Ariza	13
1921 a 1940	4	50216	Pozuelo de Aragón	7
1921 a 1940	4	50217	Pradilla de Ebro	156
1921 a 1940	4	50219	Puebla de Alfindén (La)	11
1921 a 1940	4	50220	Puendeluna	2
1921 a 1940	4	50222	Quinto	176
1921 a 1940	4	50223	Remolinos	56
1921 a 1940	4	50224	Retascón	2
1921 a 1940	4	50225	Ricla	67
1921 a 1940	4	50227	Romanos	8
1921 a 1940	4	50228	Rueda de Jalón	15
1921 a 1940	4	50229	Ruesca	3
1921 a 1940	4	50230	Sádaba	48
1921 a 1940	4	50231	Salillas de Jalón	8
1921 a 1940	4	50232	Salvatierra de Esca	2
1921 a 1940	4	50233	Samper del Salz	5
1921 a 1940	4	50234	San Martín de la Virgen de Moncayo	13
1921 a 1940	4	50235	San Mateo de Gállego	61
1921 a 1940	4	50237	Santa Cruz de Moncayo	13
1921 a 1940	4	50238	Santa Eulalia de Gállego	7
1921 a 1940	4	50239	Santed	11
1921 a 1940	4	50240	Sástago	61
1921 a 1940	4	50241	Saviñán	9
1921 a 1940	4	50243	Sestrica	14
1921 a 1940	4	50244	Sierra de Luna	2
1921 a 1940	4	50245	Sigüés	2
1921 a 1940	4	50246	Sisamón	11
1921 a 1940	4	50247	Sobradiel	3
1921 a 1940	4	50248	Sos del Rey Católico	71
1921 a 1940	4	50249	Tabuenca	12
1921 a 1940	4	50250	Talamantes	52
1921 a 1940	4	50251	Tarazona	109
1921 a 1940	4	50252	Tauste	151
1921 a 1940	4	50253	Terrer	6
1921 a 1940	4	50254	Tierga	20
1921 a 1940	4	50255	Tobed	22
1921 a 1940	4	50256	Torralba de los Frailes	3
1921 a 1940	4	50257	Torralba de Ribota	2
1921 a 1940	4	50258	Torralbilla	38
1921 a 1940	4	50259	Torrehermosa	4
1921 a 1940	4	50260	Torrelapaja	5
1921 a 1940	4	50261	Torrellas	16
1921 a 1940	4	50262	Torres de Berrellén	34
1921 a 1940	4	50263	Torrijo de la Cañada	11
1921 a 1940	4	50264	Tosos	6
1921 a 1940	4	50265	Trasmoz	1
1921 a 1940	4	50266	Trasobares	3
1921 a 1940	4	50267	Uncastillo	37
1921 a 1940	4	50269	Urrea de Jalón	77
1921 a 1940	4	50270	Urriés	1
1921 a 1940	4	50271	Used	38
1921 a 1940	4	50272	Utebo	59
1921 a 1940	4	50273	Valdehorna	1
1921 a 1940	4	50274	Val de San Martín	5
1921 a 1940	4	50275	Valmadrid	29
1921 a 1940	4	50276	Valpalmas	3
1921 a 1940	4	50277	Valtorres	1
1921 a 1940	4	50278	Velilla de Ebro	35
1921 a 1940	4	50279	Velilla de Jiloca	6
1921 a 1940	4	50280	Vera de Moncayo	3
1921 a 1940	4	50281	Vierlas	9
1921 a 1940	4	50282	Vilueña (La)	3
1921 a 1940	4	50283	Villadoz	34
1921 a 1940	4	50284	Villafeliche	11
1921 a 1940	4	50285	Villafranca de Ebro	1
1921 a 1940	4	50286	Villalba de Perejil	2
1921 a 1940	4	50288	Villanueva de Gállego	94
1921 a 1940	4	50289	Villanueva de Jiloca	1
1921 a 1940	4	50290	Villanueva de Huerva	22
1921 a 1940	4	50291	Villar de los Navarros	22
1921 a 1940	4	50292	Villarreal de Huerva	36
1921 a 1940	4	50293	Villarroya de la Sierra	14
1921 a 1940	4	50294	Villarroya del Campo	21
1921 a 1940	4	50295	Vistabella	11
1921 a 1940	4	50296	Zaida (La)	8
1921 a 1940	4	50297	Zaragoza	1646
1921 a 1940	4	50298	Zuera	47
1921 a 1940	4	50901	Biel	16
1921 a 1940	4	50902	Marracos	5
1921 a 1940	4	50903	Villamayor de Gállego	7
1941 a 1950	5	22001	Abiego	5
1941 a 1950	5	22002	Abizanda	1
1941 a 1950	5	22003	Adahuesca	7
1941 a 1950	5	22004	Agüero	4
1941 a 1950	5	22006	Aísa	2
1941 a 1950	5	22007	Albalate de Cinca	43
1941 a 1950	5	22008	Albalatillo	13
1941 a 1950	5	22009	Albelda	65
1941 a 1950	5	22011	Albero Alto	1
1941 a 1950	5	22012	Albero Bajo	1
1941 a 1950	5	22013	Alberuela de Tubo	3
1941 a 1950	5	22014	Alcalá de Gurrea	21
1941 a 1950	5	22015	Alcalá del Obispo	10
1941 a 1950	5	22016	Alcampell	100
1941 a 1950	5	22017	Alcolea de Cinca	57
1941 a 1950	5	22018	Alcubierre	8
1941 a 1950	5	22020	Alfántega	9
1941 a 1950	5	22021	Almudévar	93
1941 a 1950	5	22022	Almunia de San Juan	42
1941 a 1950	5	22023	Almuniente	11
1941 a 1950	5	22024	Alquézar	5
1941 a 1950	5	22025	Altorricón	44
1941 a 1950	5	22027	Angüés	7
1941 a 1950	5	22028	Ansó	5
1941 a 1950	5	22029	Antillón	1
1941 a 1950	5	22032	Aragüés del Puerto	6
1941 a 1950	5	22035	Arén	19
1941 a 1950	5	22036	Argavieso	1
1941 a 1950	5	22037	Arguis	4
1941 a 1950	5	22039	Ayerbe	25
1941 a 1950	5	22040	Azanuy-Alins	55
1941 a 1950	5	22041	Azara	6
1941 a 1950	5	22042	Azlor	3
1941 a 1950	5	22043	Baells	3
1941 a 1950	5	22044	Bailo	4
1941 a 1950	5	22045	Baldellou	2
1941 a 1950	5	22046	Ballobar	40
1941 a 1950	5	22047	Banastás	8
1941 a 1950	5	22048	Barbastro	119
1941 a 1950	5	22049	Barbués	1
1941 a 1950	5	22052	Belver de Cinca	100
1941 a 1950	5	22053	Benabarre	25
1941 a 1950	5	22054	Benasque	10
1941 a 1950	5	22055	Berbegal	4
1941 a 1950	5	22057	Bielsa	36
1941 a 1950	5	22058	Bierge	3
1941 a 1950	5	22059	Biescas	75
1941 a 1950	5	22060	Binaced	29
1941 a 1950	5	22061	Binéfar	140
1941 a 1950	5	22062	Bisaurri	3
1941 a 1950	5	22063	Biscarrués	4
1941 a 1950	5	22064	Blecua y Torres	1
1941 a 1950	5	22066	Boltaña	6
1941 a 1950	5	22067	Bonansa	2
1941 a 1950	5	22069	Broto	7
1941 a 1950	5	22072	Caldearenas	2
1941 a 1950	5	22074	Campo	6
1941 a 1950	5	22075	Camporrells	12
1941 a 1950	5	22076	Canal de Berdún	1
1941 a 1950	5	22077	Candasnos	9
1941 a 1950	5	22078	Canfranc	59
1941 a 1950	5	22079	Capdesaso	6
1941 a 1950	5	22080	Capella	31
1941 a 1950	5	22082	Castejón del Puente	4
1941 a 1950	5	22083	Castejón de Monegros	33
1941 a 1950	5	22084	Castejón de Sos	33
1941 a 1950	5	22085	Castelflorite	4
1941 a 1950	5	22086	Castiello de Jaca	1
1941 a 1950	5	22087	Castigaleu	1
1941 a 1950	5	22088	Castillazuelo	19
1941 a 1950	5	22089	Castillonroy	10
1941 a 1950	5	22094	Chalamera	12
1941 a 1950	5	22095	Chía	2
1941 a 1950	5	22096	Chimillas	3
1941 a 1950	5	22099	Esplús	34
1941 a 1950	5	22102	Estada	7
1941 a 1950	5	22103	Estadilla	17
1941 a 1950	5	22105	Estopiñán del Castillo	5
1941 a 1950	5	22106	Fago	1
1941 a 1950	5	22107	Fanlo	1
1941 a 1950	5	22109	Fiscal	8
1941 a 1950	5	22110	Fonz	75
1941 a 1950	5	22111	Foradada del Toscar	7
1941 a 1950	5	22112	Fraga	320
1941 a 1950	5	22113	Fueva (La)	6
1941 a 1950	5	22114	Gistaín	1
1941 a 1950	5	22115	Grado (El)	3
1941 a 1950	5	22116	Grañén	85
1941 a 1950	5	22117	Graus	110
1941 a 1950	5	22119	Gurrea de Gállego	143
1941 a 1950	5	22122	Hoz de Jaca	5
1941 a 1950	5	22124	Huerto	13
1941 a 1950	5	22125	Huesca	269
1941 a 1950	5	22127	Igriés	2
1941 a 1950	5	22128	Ilche	14
1941 a 1950	5	22129	Isábena	11
1941 a 1950	5	22130	Jaca	68
1941 a 1950	5	22135	Laluenga	4
1941 a 1950	5	22136	Lalueza	29
1941 a 1950	5	22137	Lanaja	47
1941 a 1950	5	22139	Laperdiguera	3
1941 a 1950	5	22141	Lascellas-Ponzano	3
1941 a 1950	5	22142	Lascuarre	1
1941 a 1950	5	22143	Laspaúles	1
1941 a 1950	5	22144	Laspuña	3
1941 a 1950	5	22149	Loarre	1
1941 a 1950	5	22150	Loporzano	5
1941 a 1950	5	22151	Loscorrales	2
1941 a 1950	5	22156	Monflorite-Lascasas	16
1941 a 1950	5	22157	Montanuy	10
1941 a 1950	5	22158	Monzón	127
1941 a 1950	5	22160	Naval	2
1941 a 1950	5	22162	Novales	2
1941 a 1950	5	22163	Nueno	7
1941 a 1950	5	22165	Ontiñena	10
1941 a 1950	5	22167	Osso de Cinca	19
1941 a 1950	5	22168	Palo	3
1941 a 1950	5	22170	Panticosa	3
1941 a 1950	5	22172	Peñalba	24
1941 a 1950	5	22173	Peñas de Riglos (Las)	15
1941 a 1950	5	22174	Peralta de Alcofea	34
1941 a 1950	5	22175	Peralta de Calasanz	28
1941 a 1950	5	22176	Peraltilla	10
1941 a 1950	5	22177	Perarrúa	3
1941 a 1950	5	22178	Pertusa	10
1941 a 1950	5	22181	Piracés	1
1941 a 1950	5	22182	Plan	4
1941 a 1950	5	22184	Poleñino	5
1941 a 1950	5	22186	Pozán de Vero	36
1941 a 1950	5	22187	Puebla de Castro (La)	4
1941 a 1950	5	22188	Puente de Montañana	11
1941 a 1950	5	22189	Puértolas	1
1941 a 1950	5	22193	Pueyo de Santa Cruz	16
1941 a 1950	5	22195	Quicena	3
1941 a 1950	5	22197	Robres	38
1941 a 1950	5	22199	Sabiñánigo	106
1941 a 1950	5	22200	Sahún	6
1941 a 1950	5	22201	Salas Altas	4
1941 a 1950	5	22203	Salillas	1
1941 a 1950	5	22204	Sallent de Gállego	27
1941 a 1950	5	22205	San Esteban de Litera	35
1941 a 1950	5	22206	Sangarrén	9
1941 a 1950	5	22207	San Juan de Plan	3
1941 a 1950	5	22208	Santa Cilia	7
1941 a 1950	5	22209	Santa Cruz de la Serós	6
1941 a 1950	5	22212	Santaliestra y San Quílez	1
1941 a 1950	5	22213	Sariñena	140
1941 a 1950	5	22214	Secastilla	2
1941 a 1950	5	22217	Sena	15
1941 a 1950	5	22218	Senés de Alcubierre	3
1941 a 1950	5	22220	Sesa	7
1941 a 1950	5	22221	Sesué	8
1941 a 1950	5	22222	Siétamo	5
1941 a 1950	5	22223	Sopeira	2
1941 a 1950	5	22225	Tamarite de Litera	76
1941 a 1950	5	22226	Tardienta	35
1941 a 1950	5	22227	Tella-Sin	11
1941 a 1950	5	22228	Tierz	11
1941 a 1950	5	22229	Tolva	4
1941 a 1950	5	22230	Torla	9
1941 a 1950	5	22232	Torralba de Aragón	2
1941 a 1950	5	22234	Torrente de Cinca	9
1941 a 1950	5	22235	Torres de Alcanadre	3
1941 a 1950	5	22239	Tramaced	3
1941 a 1950	5	22242	Valfarta	4
1941 a 1950	5	22244	Valle de Lierp	1
1941 a 1950	5	22245	Velilla de Cinca	6
1941 a 1950	5	22246	Beranuy	1
1941 a 1950	5	22247	Viacamp y Litera	3
1941 a 1950	5	22248	Vicién	3
1941 a 1950	5	22249	Villanova	13
1941 a 1950	5	22250	Villanúa	2
1941 a 1950	5	22251	Villanueva de Sigena	9
1941 a 1950	5	22252	Yebra de Basa	2
1941 a 1950	5	22253	Yésero	2
1941 a 1950	5	22254	Zaidín	32
1941 a 1950	5	22901	Valle de Hecho	20
1941 a 1950	5	22902	Puente la Reina de Jaca	6
1941 a 1950	5	22903	San Miguel del Cinca	14
1941 a 1950	5	22904	Sotonera (La)	19
1941 a 1950	5	22905	Lupiñén-Ortilla	25
1941 a 1950	5	22906	Santa María de Dulcis	13
1941 a 1950	5	22907	Aínsa-Sobrarbe	29
1941 a 1950	5	22908	Hoz y Costeán	5
1941 a 1950	5	22909	Vencillón	1
1941 a 1950	5	44002	Abejuela	46
1941 a 1950	5	44003	Aguatón	1
1941 a 1950	5	44004	Aguaviva	12
1941 a 1950	5	44006	Alacón	97
1941 a 1950	5	44007	Alba	9
1941 a 1950	5	44008	Albalate del Arzobispo	110
1941 a 1950	5	44009	Albarracín	18
1941 a 1950	5	44010	Albentosa	11
1941 a 1950	5	44011	Alcaine	6
1941 a 1950	5	44012	Alcalá de la Selva	30
1941 a 1950	5	44013	Alcañiz	229
1941 a 1950	5	44014	Alcorisa	55
1941 a 1950	5	44016	Alfambra	22
1941 a 1950	5	44017	Aliaga	166
1941 a 1950	5	44018	Almohaja	9
1941 a 1950	5	44019	Alobras	7
1941 a 1950	5	44020	Alpeñés	4
1941 a 1950	5	44021	Allepuz	39
1941 a 1950	5	44022	Alloza	21
1941 a 1950	5	44025	Andorra	80
1941 a 1950	5	44026	Arcos de las Salinas	17
1941 a 1950	5	44027	Arens de Lledó	1
1941 a 1950	5	44028	Argente	25
1941 a 1950	5	44029	Ariño	25
1941 a 1950	5	44031	Azaila	15
1941 a 1950	5	44033	Báguena	5
1941 a 1950	5	44034	Bañón	3
1941 a 1950	5	44035	Barrachina	8
1941 a 1950	5	44036	Bea	5
1941 a 1950	5	44037	Beceite	2
1941 a 1950	5	44038	Belmonte de San José	31
1941 a 1950	5	44039	Bello	9
1941 a 1950	5	44040	Berge	11
1941 a 1950	5	44041	Bezas	5
1941 a 1950	5	44042	Blancas	27
1941 a 1950	5	44043	Blesa	4
1941 a 1950	5	44044	Bordón	1
1941 a 1950	5	44045	Bronchales	20
1941 a 1950	5	44046	Bueña	4
1941 a 1950	5	44047	Burbáguena	47
1941 a 1950	5	44048	Cabra de Mora	3
1941 a 1950	5	44049	Calaceite	11
1941 a 1950	5	44050	Calamocha	177
1941 a 1950	5	44051	Calanda	82
1941 a 1950	5	44052	Calomarde	2
1941 a 1950	5	44053	Camañas	12
1941 a 1950	5	44054	Camarena de la Sierra	24
1941 a 1950	5	44055	Camarillas	5
1941 a 1950	5	44056	Caminreal	48
1941 a 1950	5	44059	Cantavieja	17
1941 a 1950	5	44062	Cañada Vellida	2
1941 a 1950	5	44063	Cañizar del Olivar	22
1941 a 1950	5	44064	Cascante del Río	23
1941 a 1950	5	44065	Castejón de Tornos	7
1941 a 1950	5	44066	Castel de Cabra	3
1941 a 1950	5	44067	Castelnou	9
1941 a 1950	5	44068	Castelserás	78
1941 a 1950	5	44070	Castellar (El)	5
1941 a 1950	5	44071	Castellote	6
1941 a 1950	5	44074	Cedrillas	12
1941 a 1950	5	44075	Celadas	39
1941 a 1950	5	44076	Cella	128
1941 a 1950	5	44082	Corbalán	6
1941 a 1950	5	44084	Cortes de Aragón	5
1941 a 1950	5	44085	Cosa	5
1941 a 1950	5	44086	Cretas	18
1941 a 1950	5	44087	Crivillén	12
1941 a 1950	5	44088	Cuba (La)	2
1941 a 1950	5	44089	Cubla	60
1941 a 1950	5	44090	Cucalón	6
1941 a 1950	5	44092	Cuervo (El)	21
1941 a 1950	5	44093	Cuevas de Almudén	2
1941 a 1950	5	44094	Cuevas Labradas	10
1941 a 1950	5	44096	Ejulve	16
1941 a 1950	5	44097	Escorihuela	11
1941 a 1950	5	44099	Escucha	60
1941 a 1950	5	44100	Estercuel	67
1941 a 1950	5	44101	Ferreruela de Huerva	11
1941 a 1950	5	44102	Fonfría	6
1941 a 1950	5	44103	Formiche Alto	3
1941 a 1950	5	44105	Fórnoles	3
1941 a 1950	5	44107	Foz-Calanda	13
1941 a 1950	5	44108	Fresneda (La)	7
1941 a 1950	5	44109	Frías de Albarracín	11
1941 a 1950	5	44111	Fuentes Calientes	17
1941 a 1950	5	44112	Fuentes Claras	30
1941 a 1950	5	44113	Fuentes de Rubielos	3
1941 a 1950	5	44114	Fuentespalda	5
1941 a 1950	5	44115	Galve	3
1941 a 1950	5	44116	Gargallo	35
1941 a 1950	5	44117	Gea de Albarracín	22
1941 a 1950	5	44118	Ginebrosa (La)	17
1941 a 1950	5	44119	Griegos	22
1941 a 1950	5	44120	Guadalaviar	3
1941 a 1950	5	44121	Gúdar	1
1941 a 1950	5	44122	Híjar	33
1941 a 1950	5	44123	Hinojosa de Jarque	2
1941 a 1950	5	44125	Huesa del Común	11
1941 a 1950	5	44126	Iglesuela del Cid (La)	80
1941 a 1950	5	44128	Jarque de la Val	5
1941 a 1950	5	44129	Jatiel	10
1941 a 1950	5	44131	Josa	10
1941 a 1950	5	44132	Lagueruela	8
1941 a 1950	5	44133	Lanzuela	5
1941 a 1950	5	44135	Libros	33
1941 a 1950	5	44136	Lidón	4
1941 a 1950	5	44137	Linares de Mora	13
1941 a 1950	5	44138	Loscos	11
1941 a 1950	5	44141	Lledó	2
1941 a 1950	5	44142	Maicas	1
1941 a 1950	5	44143	Manzanera	41
1941 a 1950	5	44144	Martín del Río	18
1941 a 1950	5	44145	Mas de las Matas	38
1941 a 1950	5	44146	Mata de los Olmos (La)	25
1941 a 1950	5	44147	Mazaleón	8
1941 a 1950	5	44148	Mezquita de Jarque	3
1941 a 1950	5	44149	Mirambel	21
1941 a 1950	5	44150	Miravete de la Sierra	5
1941 a 1950	5	44151	Molinos	16
1941 a 1950	5	44153	Monreal del Campo	89
1941 a 1950	5	44154	Monroyo	1
1941 a 1950	5	44155	Montalbán	106
1941 a 1950	5	44156	Monteagudo del Castillo	8
1941 a 1950	5	44157	Monterde de Albarracín	46
1941 a 1950	5	44158	Mora de Rubielos	16
1941 a 1950	5	44159	Moscardón	2
1941 a 1950	5	44160	Mosqueruela	6
1941 a 1950	5	44161	Muniesa	53
