Tipo de hogar, código	Tipo de hogar	Municipio codigo	Municipio nombre	Nº hogares
2	Hogares multipersonales	44014	Alcorisa	10,0096828288
2	Hogares multipersonales	44016	Alfambra	2,6801337128
2	Hogares multipersonales	44025	Andorra	30,5975990643
2	Hogares multipersonales	44027	Arens de Lledó	1,1512740058
2	Hogares multipersonales	44028	Argente	2,4396201832
2	Hogares multipersonales	44029	Ariño	14,051533124
2	Hogares multipersonales	44034	Bañón	0,9840936562
2	Hogares multipersonales	44040	Berge	2,6518096079
2	Hogares multipersonales	44042	Blancas	1,4882392204
2	Hogares multipersonales	44045	Bronchales	3,1810776839
2	Hogares multipersonales	44051	Calanda	11,7527073543
2	Hogares multipersonales	44052	Calomarde	2,0839341324
2	Hogares multipersonales	44060	Cañada de Benatanduz	2,2310744267
2	Hogares multipersonales	44061	Cañada de Verich (La)	1,1430121489
2	Hogares multipersonales	44071	Castellote	1,7122143566
2	Hogares multipersonales	44076	Cella	17,4864968708
2	Hogares multipersonales	44086	Cretas	1,3139137006
2	Hogares multipersonales	44089	Cubla	1,3085741387
2	Hogares multipersonales	44092	Cuervo (El)	1,6644510007
2	Hogares multipersonales	44096	Ejulve	1,4590847464
2	Hogares multipersonales	44097	Escorihuela	0,8737380438
2	Hogares multipersonales	44100	Estercuel	13,2661063145
2	Hogares multipersonales	44102	Fonfría	1,1802529635
2	Hogares multipersonales	44106	Fortanete	2,4639785732
2	Hogares multipersonales	44113	Fuentes de Rubielos	0,8724194363
2	Hogares multipersonales	44117	Gea de Albarracín	3,5062013784
2	Hogares multipersonales	44118	Ginebrosa (La)	1,0971442317
2	Hogares multipersonales	44120	Guadalaviar	2,0596233693
2	Hogares multipersonales	44122	Híjar	8,4871411401
2	Hogares multipersonales	44133	Lanzuela	4,1840599299
2	Hogares multipersonales	44135	Libros	3,3505201901
2	Hogares multipersonales	44137	Linares de Mora	1,2154215775
2	Hogares multipersonales	44138	Loscos	1,7527605016
2	Hogares multipersonales	44142	Maicas	0,6025245234
2	Hogares multipersonales	44145	Mas de las Matas	7,1116399387
2	Hogares multipersonales	44146	Mata de los Olmos (La)	0,8375020338
2	Hogares multipersonales	44147	Mazaleón	1,9078884539
2	Hogares multipersonales	44148	Mezquita de Jarque	0,9243737253
2	Hogares multipersonales	44151	Molinos	5,51618956
2	Hogares multipersonales	44153	Monreal del Campo	3,4761969775
2	Hogares multipersonales	44154	Monroyo	1,854222477
2	Hogares multipersonales	44155	Montalbán	6,5912196473
2	Hogares multipersonales	44161	Muniesa	2,8838554446
2	Hogares multipersonales	44165	Nogueruelas	3,344587255
2	Hogares multipersonales	44167	Obón	4,3810333622
2	Hogares multipersonales	44169	Ojos Negros	2,6013125602
2	Hogares multipersonales	44172	Oliete	1,9540014973
2	Hogares multipersonales	44174	Orihuela del Tremedal	1,4479244987
2	Hogares multipersonales	44175	Orrios	1,7395611633
2	Hogares multipersonales	44182	Perales del Alfambra	0,8288846373
2	Hogares multipersonales	44185	Pobo (El)	2,6733478491
2	Hogares multipersonales	44196	Riodeva	2,5234921804
2	Hogares multipersonales	44205	Samper de Calanda	8,989901065
2	Hogares multipersonales	44206	San Agustín	0,8907938093
2	Hogares multipersonales	44208	Santa Cruz de Nogueras	2,1847816251
2	Hogares multipersonales	44209	Santa Eulalia	2,6659882913
2	Hogares multipersonales	44210	Sarrión	2,2645194079
2	Hogares multipersonales	44216	Teruel	162,7361824229
2	Hogares multipersonales	44221	Torrecilla de Alcañiz	6,8671382305
2	Hogares multipersonales	44225	Torre del Compte	2,7633908673
2	Hogares multipersonales	44226	Torrelacárcel	0,6926232709
2	Hogares multipersonales	44229	Torres de Albarracín	1,44047701
2	Hogares multipersonales	44231	Torrijas	2,5362466657
2	Hogares multipersonales	44236	Tronchón	0,8882697028
2	Hogares multipersonales	44238	Utrillas	6,0384734931
2	Hogares multipersonales	44240	Valbona	9,5242365187
2	Hogares multipersonales	44246	Valderrobres	15,6768391773
2	Hogares multipersonales	44257	Villar del Cobo	0,7542823235
2	Hogares multipersonales	44258	Villar del Salz	4,6611474166
2	Hogares multipersonales	44261	Villarquemado	2,4226115868
2	Hogares multipersonales	44262	Villarroya de los Pinares	1,5321092739
2	Hogares multipersonales	44263	Villastar	1,6234493048
2	Hogares multipersonales	44264	Villel	4,0406293024
2	Hogares multipersonales	50004	Aguarón	2,0610354856
2	Hogares multipersonales	50005	Aguilón	0,5856893867
2	Hogares multipersonales	50006	Ainzón	1,8840593924
2	Hogares multipersonales	50008	Alagón	6,9207686052
2	Hogares multipersonales	50009	Alarba	1,2660311847
2	Hogares multipersonales	50017	Alfajarín	8,2493492401
2	Hogares multipersonales	50018	Alfamén	11,8203927056
2	Hogares multipersonales	50020	Alhama de Aragón	8,6869564569
2	Hogares multipersonales	50024	Almonacid de la Sierra	2,4759491947
2	Hogares multipersonales	50026	Alpartir	2,4399708191
2	Hogares multipersonales	50028	Anento	1,5003998348
2	Hogares multipersonales	50030	Añón de Moncayo	4,3096633137
2	Hogares multipersonales	50033	Ardisa	1,3319205917
2	Hogares multipersonales	50034	Ariza	9,8849400203
2	Hogares multipersonales	50039	Azuara	10,136904327
2	Hogares multipersonales	50043	Bárboles	1,6964184935
2	Hogares multipersonales	50044	Bardallur	7,7288208555
2	Hogares multipersonales	50045	Belchite	21,671417769
2	Hogares multipersonales	50046	Belmonte de Gracián	4,3964188505
2	Hogares multipersonales	50050	Bijuesca	2,2396923687
2	Hogares multipersonales	50051	Biota	1,6990148346
2	Hogares multipersonales	50055	Borja	32,7376915227
2	Hogares multipersonales	50059	Bujaraloz	1,7289273261
2	Hogares multipersonales	50060	Bulbuente	3,8912709659
2	Hogares multipersonales	50061	Bureta	7,3637154838
2	Hogares multipersonales	50062	Burgo de Ebro (El)	22,7417058215
2	Hogares multipersonales	50066	Cadrete	23,210289117
2	Hogares multipersonales	50067	Calatayud	158,6277665781
2	Hogares multipersonales	50068	Calatorao	23,003483432
2	Hogares multipersonales	50071	Campillo de Aragón	1,8562553838
2	Hogares multipersonales	50072	Carenas	1,0579139854
2	Hogares multipersonales	50073	Cariñena	21,707554187
2	Hogares multipersonales	50074	Caspe	16,1563360501
2	Hogares multipersonales	50075	Castejón de Alarba	1,2941151092
2	Hogares multipersonales	50078	Castiliscar	2,8532670408
2	Hogares multipersonales	50081	Cetina	2,8217217056
2	Hogares multipersonales	50088	Cosuenda	4,1250152565
2	Hogares multipersonales	50089	Cuarte de Huerva	32,8733990872
2	Hogares multipersonales	50090	Cubel	3,0280789063
2	Hogares multipersonales	50094	Daroca	5,9631349436
2	Hogares multipersonales	50095	Ejea de los Caballeros	55,3616424944
2	Hogares multipersonales	50098	Encinacorba	2,3748504187
2	Hogares multipersonales	50099	Épila	14,08475008
2	Hogares multipersonales	50102	Fabara	2,398843018
2	Hogares multipersonales	50104	Farlete	2,9459282593
2	Hogares multipersonales	50105	Fayón	2,1206308375
2	Hogares multipersonales	50106	Fayos (Los)	1,4657776076
2	Hogares multipersonales	50111	Fréscano	2,6435421242
2	Hogares multipersonales	50113	Fuendejalón	3,0215041753
2	Hogares multipersonales	50114	Fuendetodos	5,9416577718
2	Hogares multipersonales	50115	Fuentes de Ebro	50,8309100408
2	Hogares multipersonales	50118	Gallur	9,0014744637
2	Hogares multipersonales	50119	Gelsa	5,174671956
2	Hogares multipersonales	50124	Herrera de los Navarros	5,3353825247
2	Hogares multipersonales	50126	Illueca	8,0157426844
2	Hogares multipersonales	50129	Jaraba	3,1359731392
2	Hogares multipersonales	50130	Jarque	2,3000119045
2	Hogares multipersonales	50131	Jaulín	3,0697495378
2	Hogares multipersonales	50132	Joyosa (La)	3,7107416793
2	Hogares multipersonales	50134	Langa del Castillo	1,5004950944
2	Hogares multipersonales	50136	Lécera	2,1474760698
2	Hogares multipersonales	50142	Lobera de Onsella	1,8534210649
2	Hogares multipersonales	50147	Luceni	3,2445637715
2	Hogares multipersonales	50150	Lumpiaque	20,1658640008
2	Hogares multipersonales	50152	Maella	18,55255753
2	Hogares multipersonales	50153	Magallón	2,0284300246
2	Hogares multipersonales	50156	Maleján	1,6284074047
2	Hogares multipersonales	50157	Malón	2,1200684939
2	Hogares multipersonales	50160	Mallén	39,0407043261
2	Hogares multipersonales	50164	Mediana de Aragón	1,9954449039
2	Hogares multipersonales	50166	Mesones de Isuela	0,7754502328
2	Hogares multipersonales	50169	Miedes de Aragón	1,5100143065
2	Hogares multipersonales	50170	Monegrillo	7,5939315653
2	Hogares multipersonales	50171	Moneva	2,0832703769
2	Hogares multipersonales	50172	Monreal de Ariza	0,6781308836
2	Hogares multipersonales	50173	Monterde	0,3728118713
2	Hogares multipersonales	50174	Montón	2,6617650205
2	Hogares multipersonales	50175	Morata de Jalón	5,947875345
2	Hogares multipersonales	50176	Morata de Jiloca	3,6235001519
2	Hogares multipersonales	50178	Moros	2,242779177
2	Hogares multipersonales	50179	Moyuela	2,3919804524
2	Hogares multipersonales	50183	Munébrega	7,8702900074
2	Hogares multipersonales	50185	Murillo de Gállego	3,857494839
2	Hogares multipersonales	50186	Navardún	0,9667964241
2	Hogares multipersonales	50189	Nonaspe	2,7091035383
2	Hogares multipersonales	50190	Novallas	1,6918057914
2	Hogares multipersonales	50191	Novillas	7,2830408971
2	Hogares multipersonales	50192	Nuévalos	13,283417885
2	Hogares multipersonales	50193	Nuez de Ebro	2,3193911567
2	Hogares multipersonales	50199	Osera de Ebro	0,440174446
2	Hogares multipersonales	50203	Pastriz	8,5862953152
2	Hogares multipersonales	50208	Pina de Ebro	3,2064509702
2	Hogares multipersonales	50209	Pinseque	16,9414828919
2	Hogares multipersonales	50219	Puebla de Alfindén (La)	8,0264379802
2	Hogares multipersonales	50222	Quinto	20,3899970748
2	Hogares multipersonales	50223	Remolinos	2,5440552734
2	Hogares multipersonales	50224	Retascón	2,0537442235
2	Hogares multipersonales	50225	Ricla	6,9534413883
2	Hogares multipersonales	50234	San Martín de la Virgen de Moncayo	1,7075985565
2	Hogares multipersonales	50235	San Mateo de Gállego	13,0065921325
2	Hogares multipersonales	50236	Santa Cruz de Grío	1,2940085532
2	Hogares multipersonales	50237	Santa Cruz de Moncayo	1,0408588689
2	Hogares multipersonales	50240	Sástago	4,5056514571
2	Hogares multipersonales	50241	Saviñán	6,8430505526
2	Hogares multipersonales	50243	Sestrica	1,7683147775
2	Hogares multipersonales	50245	Sigüés	1,5824105684
2	Hogares multipersonales	50246	Sisamón	1,9501968581
2	Hogares multipersonales	50247	Sobradiel	8,9864626093
2	Hogares multipersonales	50248	Sos del Rey Católico	2,1959185168
2	Hogares multipersonales	50251	Tarazona	124,4819673624
2	Hogares multipersonales	50253	Terrer	1,4282993451
2	Hogares multipersonales	50260	Torrelapaja	1,1177822124
2	Hogares multipersonales	50261	Torrellas	5,295257384
2	Hogares multipersonales	50263	Torrijo de la Cañada	0,5269433252
2	Hogares multipersonales	50264	Tosos	0,9794533183
2	Hogares multipersonales	50266	Trasobares	1,2116697697
2	Hogares multipersonales	50269	Urrea de Jalón	2,1031023945
2	Hogares multipersonales	50271	Used	3,8995537208
2	Hogares multipersonales	50272	Utebo	64,141446618
2	Hogares multipersonales	50273	Valdehorna	3,3934340031
2	Hogares multipersonales	50277	Valtorres	2,2537878625
2	Hogares multipersonales	50287	Villalengua	10,5004387753
2	Hogares multipersonales	50290	Villanueva de Huerva	7,6542896957
2	Hogares multipersonales	50291	Villar de los Navarros	1,953310332
2	Hogares multipersonales	50294	Villarroya del Campo	4,032441104
2	Hogares multipersonales	50297	Zaragoza	4085,7889842645
2	Hogares multipersonales	50901	Biel	4,0143121466
2	Hogares multipersonales	50903	Villamayor de Gállego	10,7300591199
3	Hogares multipersonales	22001	Abiego	3,5973770696
3	Hogares multipersonales	22002	Abizanda	3,1471576683
3	Hogares multipersonales	22003	Adahuesca	5,4316339675
3	Hogares multipersonales	22004	Agüero	3,8091744533
3	Hogares multipersonales	22006	Aísa	1,2772566113
3	Hogares multipersonales	22007	Albalate de Cinca	16,9825214427
3	Hogares multipersonales	22008	Albalatillo	3,0412998009
3	Hogares multipersonales	22009	Albelda	6,0587421963
3	Hogares multipersonales	22011	Albero Alto	4,9289478998
3	Hogares multipersonales	22012	Albero Bajo	3,6025536848
3	Hogares multipersonales	22013	Alberuela de Tubo	4,2884724758
3	Hogares multipersonales	22014	Alcalá de Gurrea	3,3558385441
3	Hogares multipersonales	22015	Alcalá del Obispo	6,1165145279
3	Hogares multipersonales	22016	Alcampell	8,7151423568
3	Hogares multipersonales	22017	Alcolea de Cinca	30,5308601449
3	Hogares multipersonales	22018	Alcubierre	3,4075014345
3	Hogares multipersonales	22019	Alerre	1,172833495
3	Hogares multipersonales	22020	Alfántega	1,3092500918
3	Hogares multipersonales	22021	Almudévar	26,6816715916
3	Hogares multipersonales	22022	Almunia de San Juan	0,5114861095
3	Hogares multipersonales	22023	Almuniente	5,441083238
3	Hogares multipersonales	22024	Alquézar	3,7440427951
3	Hogares multipersonales	22025	Altorricón	12,6311757977
3	Hogares multipersonales	22027	Angüés	3,0743370446
3	Hogares multipersonales	22028	Ansó	25,2335600909
3	Hogares multipersonales	22029	Antillón	0,8900873961
3	Hogares multipersonales	22032	Aragüés del Puerto	3,9065661505
3	Hogares multipersonales	22035	Arén	9,1157423322
3	Hogares multipersonales	22036	Argavieso	2,1181237324
3	Hogares multipersonales	22039	Ayerbe	6,874341677
3	Hogares multipersonales	22040	Azanuy-Alins	1,0085394556
3	Hogares multipersonales	22041	Azara	3,2124850048
3	Hogares multipersonales	22042	Azlor	2,2165351173
3	Hogares multipersonales	22043	Baells	1,8394465462
3	Hogares multipersonales	22044	Bailo	12,1589031996
3	Hogares multipersonales	22045	Baldellou	2,3426173512
3	Hogares multipersonales	22046	Ballobar	5,3554333757
3	Hogares multipersonales	22047	Banastás	3,2528541009
3	Hogares multipersonales	22048	Barbastro	265,979000584
3	Hogares multipersonales	22049	Barbués	1,5552947157
3	Hogares multipersonales	22051	Bárcabo	5,1594034285
3	Hogares multipersonales	22052	Belver de Cinca	22,8252066022
3	Hogares multipersonales	22053	Benabarre	3,6709546957
3	Hogares multipersonales	22054	Benasque	21,5632716692
3	Hogares multipersonales	22055	Berbegal	1,8939255397
3	Hogares multipersonales	22058	Bierge	5,8319876696
3	Hogares multipersonales	22059	Biescas	21,2563333068
3	Hogares multipersonales	22060	Binaced	17,5128113761
3	Hogares multipersonales	22061	Binéfar	86,3023538157
3	Hogares multipersonales	22063	Biscarrués	3,7539658862
3	Hogares multipersonales	22064	Blecua y Torres	6,205462551
3	Hogares multipersonales	22066	Boltaña	7,9671807784
3	Hogares multipersonales	22068	Borau	2,1691631917
3	Hogares multipersonales	22069	Broto	6,5471752168
3	Hogares multipersonales	22072	Caldearenas	3,162912489
3	Hogares multipersonales	22075	Camporrells	1,2539968162
3	Hogares multipersonales	22076	Canal de Berdún	7,4480069171
3	Hogares multipersonales	22077	Candasnos	8,4875142121
3	Hogares multipersonales	22078	Canfranc	3,5869500158
3	Hogares multipersonales	22079	Capdesaso	3,4290818761
3	Hogares multipersonales	22080	Capella	10,597282328
3	Hogares multipersonales	22081	Casbas de Huesca	14,2656228458
3	Hogares multipersonales	22082	Castejón del Puente	5,8437736829
3	Hogares multipersonales	22083	Castejón de Monegros	8,27163842
3	Hogares multipersonales	22084	Castejón de Sos	3,1061387155
3	Hogares multipersonales	22085	Castelflorite	2,5889546887
3	Hogares multipersonales	22086	Castiello de Jaca	1,2969625947
3	Hogares multipersonales	22087	Castigaleu	3,1554171465
3	Hogares multipersonales	22089	Castillonroy	5,2309427144
3	Hogares multipersonales	22090	Colungo	1,6515937912
3	Hogares multipersonales	22094	Chalamera	1,8620869878
3	Hogares multipersonales	22099	Esplús	2,4116050117
3	Hogares multipersonales	22103	Estadilla	5,8908954626
3	Hogares multipersonales	22105	Estopiñán del Castillo	3,1623071027
3	Hogares multipersonales	22107	Fanlo	8,2076549514
3	Hogares multipersonales	22110	Fonz	24,4963830691
3	Hogares multipersonales	22111	Foradada del Toscar	1,0205931145
3	Hogares multipersonales	22112	Fraga	33,4972331854
3	Hogares multipersonales	22113	Fueva (La)	2,2541518469
3	Hogares multipersonales	22115	Grado (El)	6,4288115279
3	Hogares multipersonales	22116	Grañén	25,0162464741
3	Hogares multipersonales	22117	Graus	19,1532602287
3	Hogares multipersonales	22119	Gurrea de Gállego	16,5406619551
3	Hogares multipersonales	22124	Huerto	3,9789442962
3	Hogares multipersonales	22125	Huesca	382,6966696967
3	Hogares multipersonales	22126	Ibieca	4,4787969816
3	Hogares multipersonales	22128	Ilche	1,2079090648
3	Hogares multipersonales	22130	Jaca	106,144967587
3	Hogares multipersonales	22131	Jasa	1,3176861763
3	Hogares multipersonales	22133	Labuerda	0,9011454452
3	Hogares multipersonales	22135	Laluenga	1,3242023387
3	Hogares multipersonales	22136	Lalueza	31,7401034896
3	Hogares multipersonales	22137	Lanaja	3,720834051
3	Hogares multipersonales	22139	Laperdiguera	1,1137689092
3	Hogares multipersonales	22143	Laspaúles	8,6285284785
3	Hogares multipersonales	22144	Laspuña	9,5945882762
3	Hogares multipersonales	22149	Loarre	8,638863717
3	Hogares multipersonales	22150	Loporzano	16,2994679143
3	Hogares multipersonales	22155	Monesma y Cajigar	6,6610376551
3	Hogares multipersonales	22156	Monflorite-Lascasas	2,2647956356
3	Hogares multipersonales	22157	Montanuy	4,1601881968
3	Hogares multipersonales	22158	Monzón	128,304930557
3	Hogares multipersonales	22160	Naval	1,2298012565
3	Hogares multipersonales	22162	Novales	1,4257572313
3	Hogares multipersonales	22163	Nueno	9,1015409079
3	Hogares multipersonales	22165	Ontiñena	6,8220849627
3	Hogares multipersonales	22167	Osso de Cinca	10,5274850209
3	Hogares multipersonales	22172	Peñalba	2,594578199
3	Hogares multipersonales	22173	Peñas de Riglos (Las)	13,1557654367
3	Hogares multipersonales	22174	Peralta de Alcofea	18,3855698109
3	Hogares multipersonales	22175	Peralta de Calasanz	3,1895745422
3	Hogares multipersonales	22177	Perarrúa	4,8254793391
3	Hogares multipersonales	22181	Piracés	0,734060339
3	Hogares multipersonales	22182	Plan	6,808424674
3	Hogares multipersonales	22184	Poleñino	1,2745311592
3	Hogares multipersonales	22186	Pozán de Vero	6,3921285357
3	Hogares multipersonales	22187	Puebla de Castro (La)	3,749446146
3	Hogares multipersonales	22190	Pueyo de Araguás (El)	4,5457101513
3	Hogares multipersonales	22193	Pueyo de Santa Cruz	3,5998672666
3	Hogares multipersonales	22197	Robres	12,3627440095
3	Hogares multipersonales	22199	Sabiñánigo	42,1464714104
3	Hogares multipersonales	22200	Sahún	7,7900373691
3	Hogares multipersonales	22201	Salas Altas	2,1888671129
3	Hogares multipersonales	22202	Salas Bajas	3,8985427778
3	Hogares multipersonales	22203	Salillas	4,4722304762
3	Hogares multipersonales	22205	San Esteban de Litera	2,5638093491
3	Hogares multipersonales	22206	Sangarrén	4,0641963252
3	Hogares multipersonales	22208	Santa Cilia	5,0265910568
3	Hogares multipersonales	22212	Santaliestra y San Quílez	2,535825377
3	Hogares multipersonales	22213	Sariñena	37,8419485115
3	Hogares multipersonales	22214	Secastilla	2,8052083236
3	Hogares multipersonales	22215	Seira	3,6277650675
3	Hogares multipersonales	22217	Sena	2,0833087835
3	Hogares multipersonales	22222	Siétamo	7,5459811611
3	Hogares multipersonales	22225	Tamarite de Litera	12,4494374305
3	Hogares multipersonales	22226	Tardienta	15,1582502659
3	Hogares multipersonales	22227	Tella-Sin	11,118624814
3	Hogares multipersonales	22228	Tierz	7,626797969
3	Hogares multipersonales	22230	Torla	1,4653188997
3	Hogares multipersonales	22232	Torralba de Aragón	2,4715939671
3	Hogares multipersonales	22233	Torre la Ribera	1,9430923276
3	Hogares multipersonales	22234	Torrente de Cinca	2,246621229
3	Hogares multipersonales	22235	Torres de Alcanadre	2,0532641817
3	Hogares multipersonales	22236	Torres de Barbués	4,2349733854
3	Hogares multipersonales	22239	Tramaced	1,4026368444
3	Hogares multipersonales	22242	Valfarta	7,3295644238
3	Hogares multipersonales	22245	Velilla de Cinca	2,6472601081
3	Hogares multipersonales	22246	Beranuy	1,3718513682
3	Hogares multipersonales	22247	Viacamp y Litera	2,0358325152
3	Hogares multipersonales	22248	Vicién	2,3713529976
3	Hogares multipersonales	22249	Villanova	0,9140098826
3	Hogares multipersonales	22250	Villanúa	10,3202566414
3	Hogares multipersonales	22251	Villanueva de Sigena	3,8674950715
3	Hogares multipersonales	22252	Yebra de Basa	1,2058570866
3	Hogares multipersonales	22254	Zaidín	13,067278799
3	Hogares multipersonales	22901	Valle de Hecho	31,3545196534
3	Hogares multipersonales	22902	Puente la Reina de Jaca	4,753089755
3	Hogares multipersonales	22903	San Miguel del Cinca	1,9527249953
3	Hogares multipersonales	22904	Sotonera (La)	7,60605834
3	Hogares multipersonales	22905	Lupiñén-Ortilla	9,736140262
3	Hogares multipersonales	22906	Santa María de Dulcis	5,6603423739
3	Hogares multipersonales	22907	Aínsa-Sobrarbe	12,5026510931
3	Hogares multipersonales	22908	Hoz y Costeán	2,530947399
3	Hogares multipersonales	44001	Ababuj	7,0790907967
3	Hogares multipersonales	44003	Aguatón	0,5861058631
3	Hogares multipersonales	44005	Aguilar del Alfambra	3,7778286934
3	Hogares multipersonales	44006	Alacón	5,1389205505
3	Hogares multipersonales	44007	Alba	1,7373039014
3	Hogares multipersonales	44008	Albalate del Arzobispo	18,0127869995
3	Hogares multipersonales	44009	Albarracín	17,2145732777
3	Hogares multipersonales	44010	Albentosa	5,5521514908
3	Hogares multipersonales	44012	Alcalá de la Selva	0,7821744346
3	Hogares multipersonales	44013	Alcañiz	98,957904105
3	Hogares multipersonales	44014	Alcorisa	37,918713521
3	Hogares multipersonales	44016	Alfambra	6,3089559047
3	Hogares multipersonales	44017	Aliaga	6,3594572973
3	Hogares multipersonales	44020	Alpeñés	0,6411397043
3	Hogares multipersonales	44021	Allepuz	3,7369515375
3	Hogares multipersonales	44025	Andorra	72,7639261556
3	Hogares multipersonales	44027	Arens de Lledó	2,3637975882
3	Hogares multipersonales	44028	Argente	2,5570231097
3	Hogares multipersonales	44031	Azaila	1,6452334398
3	Hogares multipersonales	44032	Bádenas	2,0378086993
3	Hogares multipersonales	44033	Báguena	11,2115643207
3	Hogares multipersonales	44034	Bañón	0,8654089758
3	Hogares multipersonales	44035	Barrachina	4,9308236691
3	Hogares multipersonales	44037	Beceite	1,6237081988
3	Hogares multipersonales	44039	Bello	0,5630854915
3	Hogares multipersonales	44042	Blancas	3,8681724675
3	Hogares multipersonales	44043	Blesa	6,6703261259
3	Hogares multipersonales	44044	Bordón	4,9860587774
3	Hogares multipersonales	44047	Burbáguena	3,1391276136
3	Hogares multipersonales	44049	Calaceite	9,4176991651
3	Hogares multipersonales	44050	Calamocha	50,7401302
3	Hogares multipersonales	44051	Calanda	28,6906908394
3	Hogares multipersonales	44052	Calomarde	3,5998487968
3	Hogares multipersonales	44053	Camañas	1,4272815802
3	Hogares multipersonales	44054	Camarena de la Sierra	2,8113429112
3	Hogares multipersonales	44055	Camarillas	1,9410577605
3	Hogares multipersonales	44056	Caminreal	6,1890788036
3	Hogares multipersonales	44059	Cantavieja	5,9811092554
3	Hogares multipersonales	44061	Cañada de Verich (La)	1,2027413079
3	Hogares multipersonales	44062	Cañada Vellida	6,834556201
3	Hogares multipersonales	44064	Cascante del Río	1,7481732095
3	Hogares multipersonales	44068	Castelserás	5,5162753977
3	Hogares multipersonales	44070	Castellar (El)	2,4084506633
3	Hogares multipersonales	44071	Castellote	17,0727767118
3	Hogares multipersonales	44074	Cedrillas	0,7974052911
3	Hogares multipersonales	44075	Celadas	1,3370119392
3	Hogares multipersonales	44076	Cella	28,2341580859
3	Hogares multipersonales	44080	Codoñera (La)	15,4034712358
3	Hogares multipersonales	44085	Cosa	1,0381362451
3	Hogares multipersonales	44086	Cretas	4,6354901866
3	Hogares multipersonales	44087	Crivillén	1,0772783809
3	Hogares multipersonales	44088	Cuba (La)	0,5972071361
3	Hogares multipersonales	44089	Cubla	1,2428369193
3	Hogares multipersonales	44090	Cucalón	8,8447240839
3	Hogares multipersonales	44092	Cuervo (El)	1,1868072528
3	Hogares multipersonales	44094	Cuevas Labradas	1,1011988382
3	Hogares multipersonales	44097	Escorihuela	3,8967660316
3	Hogares multipersonales	44099	Escucha	11,3118895807
3	Hogares multipersonales	44100	Estercuel	1,2833507993
3	Hogares multipersonales	44101	Ferreruela de Huerva	3,3049850325
3	Hogares multipersonales	44105	Fórnoles	4,9056695639
3	Hogares multipersonales	44106	Fortanete	1,4052840575
3	Hogares multipersonales	44107	Foz-Calanda	7,9239562195
3	Hogares multipersonales	44108	Fresneda (La)	18,4028116726
3	Hogares multipersonales	44109	Frías de Albarracín	4,8548490034
3	Hogares multipersonales	44110	Fuenferrada	4,8302389757
3	Hogares multipersonales	44112	Fuentes Claras	5,6299708383
3	Hogares multipersonales	44114	Fuentespalda	3,0941349086
3	Hogares multipersonales	44115	Galve	3,1923864692
3	Hogares multipersonales	44117	Gea de Albarracín	9,7118049947
3	Hogares multipersonales	44119	Griegos	6,1366801319
3	Hogares multipersonales	44120	Guadalaviar	4,6119784961
3	Hogares multipersonales	44121	Gúdar	4,1746739386
3	Hogares multipersonales	44122	Híjar	24,4035662482
3	Hogares multipersonales	44125	Huesa del Común	2,6831987413
3	Hogares multipersonales	44126	Iglesuela del Cid (La)	2,2288107106
3	Hogares multipersonales	44128	Jarque de la Val	2,6974736009
3	Hogares multipersonales	44129	Jatiel	0,7074828026
3	Hogares multipersonales	44132	Lagueruela	1,7879762256
3	Hogares multipersonales	44135	Libros	7,9037225447
3	Hogares multipersonales	44136	Lidón	2,3535426238
3	Hogares multipersonales	44137	Linares de Mora	2,0922350396
3	Hogares multipersonales	44138	Loscos	3,1145703244
3	Hogares multipersonales	44142	Maicas	2,4541022806
3	Hogares multipersonales	44143	Manzanera	14,852869078
3	Hogares multipersonales	44144	Martín del Río	3,0276997774
3	Hogares multipersonales	44146	Mata de los Olmos (La)	2,0083587793
3	Hogares multipersonales	44147	Mazaleón	11,8938576185
3	Hogares multipersonales	44149	Mirambel	1,144154645
3	Hogares multipersonales	44151	Molinos	3,3457020678
3	Hogares multipersonales	44152	Monforte de Moyuela	0,7308042274
3	Hogares multipersonales	44153	Monreal del Campo	9,9886296204
3	Hogares multipersonales	44154	Monroyo	0,4635784089
3	Hogares multipersonales	44155	Montalbán	3,0864318566
3	Hogares multipersonales	44158	Mora de Rubielos	20,2627788957
3	Hogares multipersonales	44159	Moscardón	3,7061829062
3	Hogares multipersonales	44160	Mosqueruela	14,8181065329
3	Hogares multipersonales	44161	Muniesa	21,5601839201
3	Hogares multipersonales	44164	Nogueras	1,2300338711
3	Hogares multipersonales	44165	Nogueruelas	2,377619399
3	Hogares multipersonales	44168	Odón	1,3949597442
3	Hogares multipersonales	44169	Ojos Negros	4,7200990872
3	Hogares multipersonales	44171	Olba	2,9179802035
3	Hogares multipersonales	44172	Oliete	2,2304277826
3	Hogares multipersonales	44173	Olmos (Los)	0,9036363975
3	Hogares multipersonales	44174	Orihuela del Tremedal	3,324315183
3	Hogares multipersonales	44175	Orrios	1,7293957758
3	Hogares multipersonales	44176	Palomar de Arroyos	3,4971079016
3	Hogares multipersonales	44177	Pancrudo	2,4417170908
3	Hogares multipersonales	44178	Parras de Castellote (Las)	3,1961765962
3	Hogares multipersonales	44179	Peñarroya de Tastavins	6,3121362162
3	Hogares multipersonales	44181	Peralejos	1,065742933
3	Hogares multipersonales	44182	Perales del Alfambra	1,7980188952
3	Hogares multipersonales	44184	Plou	2,5921203706
3	Hogares multipersonales	44185	Pobo (El)	3,7181367427
3	Hogares multipersonales	44187	Portellada (La)	3,5875513857
