Año	Código del municipio	Nombre del municipio	Superficie total regada	Superficie regada por aspersión	Superficie regada por riego localizado (goteo, microaspersión, etc.)	Superficie regada por gravedad	Superficie regada por otros métodos	Superficie regada con aguas subterráneas de pozo o sondeo	Superficie regada con aguas superficiales	Superficie regada con aguas depuradas	Superficie regada con concesión integrada en una Comunidad de Regantes	Superficie regada con concesión individual	Superficie regada con agua suficiente	Superficie regada con agua insuficiente	Superficie no regada, disponiendo la explotación de instalaciones y agua
1999	50154	Mainar	97,13	71,42	12,55	11,92	1,24	81,23	15,08	0,82	1,94	95,19	27,08	70,05	6,4
1999	50155	Malanquilla	8,03	0	0	8,03	0	0	8,03	0	8,03	0	8,03	0	0
1999	50156	Maleján	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	50157	Malón	208,4	0	21,06	187,32	0,02	2,95	205,45	0	200,84	7,56	52,31	156,09	5,93
1999	50159	Maluenda	321,64	0,13	14,74	305,43	1,34	301,06	19,6	0,98	309,14	12,5	22,72	298,92	8,01
1999	50160	Mallén	1910,91	0	9,88	1870,68	30,35	0	1909,27	1,64	1910,91	0	1812,39	98,52	0
1999	50161	Manchones	43,1	2	0,71	40,39	0	0	43,03	0,07	43,05	0,05	24,5	18,6	0
1999	50162	Mara	145,89	4,21	67,93	72,6	1,15	64,49	81,39	0,01	89,53	56,36	95,16	50,73	26,89
1999	50163	María de Huerva	245,38	43,5	2,4	199,48	0	58,57	172,6	14,21	203,98	41,4	108,95	136,43	20,44
1999	50164	Mediana de Aragón	389,67	0	60,95	328,72	0	28,86	360,81	0	389,67	0	66,35	323,32	44,75
1999	50165	Mequinenza	682,22	5,85	548,24	127,87	0,26	0,94	677,34	3,94	488,26	193,96	550,74	131,48	22,71
1999	50166	Mesones de Isuela	125,6	0,39	3,24	121,6	0,37	9,64	114,62	1,34	100,5	25,1	112,77	12,83	56,93
1999	50167	Mezalocha	326,17	39,68	41,78	244,71	0	75,88	249,79	0,5	245,95	80,22	98,17	228	0
1999	50168	Mianos	16,42	0	0	16,42	0	0	16,42	0	3,47	12,95	4,05	12,37	0,67
1999	50169	Miedes de Aragón	169,97	9,8	101,22	58,63	0,32	123,21	46,64	0,12	124,66	45,31	112,2	57,77	12,72
1999	50170	Monegrillo	4,65	0	0	4,65	0	0	4,65	0	4,65	0	4,65	0	0
1999	50171	Moneva	65,19	4,1	0,35	56,66	4,08	0,02	65,13	0,04	64,46	0,73	52,01	13,18	1
1999	50172	Monreal de Ariza	436,01	0	21,57	414,44	0	14	416,81	5,2	436,01	0	54,09	381,92	0
1999	50173	Monterde	172,03	5,01	6,81	38,2	122,01	81,42	90,61	0	123,19	48,84	172,02	0,01	0,42
1999	50174	Montón	124,27	0	23,39	100,88	0	17,39	106,88	0	106,62	17,65	115,2	9,07	0
1999	50175	Morata de Jalón	203,3	0,7	24,35	176,62	1,63	9,4	193,79	0,11	194,92	8,38	192,94	10,36	1,27
1999	50176	Morata de Jiloca	152,45	8,94	10,7	132,81	0	26,76	125,69	0	130,61	21,84	139,06	13,39	0,93
1999	50177	Morés	189,87	0	70,22	119,65	0	17,51	172,36	0	183,37	6,5	188,54	1,33	15
1999	50178	Moros	331,98	35,86	27,88	268,24	0	179,93	147,66	4,39	322,03	9,95	282,69	49,29	10,5
1999	50179	Moyuela	72,98	0,03	5,29	67,63	0,03	1,59	70,72	0,67	10,7	62,28	9,37	63,61	5,21
1999	50180	Mozota	39,76	0	0	39,76	0	0,11	39,65	0	39,76	0	33,57	6,19	0
1999	50181	Muel	301,02	124,7	64,82	110,61	0,89	176,83	123,24	0,95	134,7	166,32	233,82	67,2	29,36
1999	50182	Muela (La)	285,08	0,08	182,63	102,29	0,08	159,92	125,13	0,03	125,12	159,96	270,06	15,02	18,14
1999	50183	Munébrega	124,02	0,11	106,6	16,97	0,34	86,87	37,12	0,03	14,77	109,25	105,12	18,9	20,21
1999	50184	Murero	47,88	2,22	7,47	37,58	0,61	10,38	37,5	0	42,69	5,19	43,43	4,45	2,75
1999	50185	Murillo de Gállego	4,54	0,02	0	4,51	0,01	0,1	4,44	0	3,78	0,76	0,12	4,42	0
1999	50186	Navardún	52,23	0	0	51,45	0,78	0	52,23	0	45,62	6,61	51,2	1,03	0,28
1999	50187	Nigüella	45,17	0,06	0	45,05	0,06	2,37	42,54	0,26	42,52	2,65	34,06	11,11	0
1999	50188	Nombrevilla	13,39	0	1,5	11,89	0	0	13,39	0	13,14	0,25	10,75	2,64	0
1999	50189	Nonaspe	320,02	0	113,2	206,82	0	4,8	315,22	0	308,35	11,67	130,08	189,94	23,24
1999	50190	Novallas	560,99	0,86	5,09	553,79	1,25	2,94	556,29	1,76	558,59	2,4	497,79	63,2	20,51
1999	50191	Novillas	1550,38	0	36,97	1512,91	0,5	12,23	1515,55	22,6	1538,22	12,16	1479,07	71,31	12,81
1999	50192	Nuévalos	35,75	0,06	0,38	35,02	0,29	0,38	35,37	0	0,32	35,43	24,79	10,96	0,1
1999	50193	Nuez de Ebro	294,2	0	0	294,2	0	6,25	283,75	4,2	280,92	13,28	294,2	0	4,44
1999	50194	Olvés	27,73	2	5,94	19,79	0	11,78	15,95	0	21,32	6,41	16,78	10,95	0,4
1999	50195	Orcajo	11,82	0	0	11,82	0	0	11,82	0	11,82	0	9	2,82	0
1999	50196	Orera	34,06	0,21	27,22	6,12	0,51	27,82	5,68	0,56	9,93	24,13	23,55	10,51	6,05
1999	50197	Orés	126,36	2,31	0	124,04	0,01	40,56	85,8	0	118,24	8,12	119,74	6,62	16,31
1999	50198	Oseja	42,25	0	0	42,22	0,03	0,21	42,04	0	41,07	1,18	40,7	1,55	1
1999	50199	Osera de Ebro	425,08	0	0	383,08	42	0	425,08	0	357,38	67,7	359,62	65,46	4,76
1999	50200	Paniza	23,02	1,31	19,92	1,7	0,09	18,32	4,7	0	6,71	16,31	20,2	2,82	1,06
1999	50201	Paracuellos de Jiloca	340,39	9,44	91,3	239,49	0,16	62,55	241,32	36,52	310,4	29,99	35,78	304,61	34,42
1999	50202	Paracuellos de la Ribera	106,12	0	14,54	91,58	0	3,68	102,44	0	102,47	3,65	89,26	16,86	3
1999	50203	Pastriz	672,36	10,5	35,18	616,18	10,5	12,21	602,31	57,84	634,32	38,04	622,81	49,55	3,5
1999	50204	Pedrola	1721,69	25,1	12,32	1667,34	16,93	12,4	1678,25	31,04	1700,72	20,97	1687,52	34,17	7,49
1999	50205	Pedrosas (Las)	96,46	62,7	0	32,26	1,5	0,4	95,35	0,71	96,41	0,05	96,46	0	6,08
1999	50206	Perdiguera	58,42	0	0	58,42	0	0	58,42	0	58,42	0	58,42	0	0
1999	50207	Piedratajada	64,33	2,5	0,2	61,63	0	1,17	63,02	0,14	64,26	0,07	63,41	0,92	5,39
1999	50208	Pina de Ebro	3435,28	351,06	64,4	2912,83	106,99	60,37	3314,01	60,9	3241,56	193,72	3291,79	143,49	39,66
1999	50209	Pinseque	692,94	0	1,4	691,54	0	0	692,91	0,03	692,91	0,03	636,55	56,39	4,4
1999	50210	Pintanos (Los)	36,58	0	0	36,58	0	0	36,58	0	29,89	6,69	36,58	0	0,07
1999	50211	Plasencia de Jalón	686,74	12,09	35,97	638,59	0,09	32,14	654,54	0,06	651,37	35,37	327,93	358,81	12,87
1999	50212	Pleitas	101,74	0	0	101,74	0	0	101,74	0	100,8	0,94	101,74	0	0
1999	50213	Plenas	46,32	0	0	46,32	0	0	46,32	0	27,85	18,47	18,01	28,31	0
1999	50214	Pomer	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	50215	Pozuel de Ariza	30,07	0	0	21,91	8,16	0	30,07	0	30,07	0	17,29	12,78	0
1999	50216	Pozuelo de Aragón	126,35	0,13	7,68	118,3	0,24	8,33	117,98	0,04	117,95	8,4	67,22	59,13	17,42
1999	50217	Pradilla de Ebro	798,68	90	0	708,68	0	0	798,68	0	798,68	0	798,68	0	10,07
1999	50218	Puebla de Albortón	165,32	2,8	0,4	162,12	0	0	165,32	0	164,92	0,4	165,32	0	0
1999	50219	Puebla de Alfindén (La)	1047,95	0	0	1047,95	0	0,59	1047,36	0	1047,95	0	1047,95	0	0
1999	50220	Puendeluna	90,93	0	0	90,93	0	7,33	83,16	0,44	83,65	7,28	6,9	84,03	0
1999	50221	Purujosa	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	50222	Quinto	3503,81	2054,3	4,1	1445,41	0	88,69	3415,1	0,02	3502,03	1,78	3499,9	3,91	56,88
1999	50223	Remolinos	613,12	0	0	613,12	0	0	613,12	0	604,38	8,74	607,52	5,6	1,6
1999	50224	Retascón	15,13	0	0	15,13	0	0	15,13	0	15,09	0,04	1,41	13,72	0
1999	50225	Ricla	2639,94	108,71	1921,88	605,76	3,59	1951,21	683,33	5,4	1520,94	1119	2484,97	154,97	59,21
1999	50227	Romanos	50,41	12,14	1,38	35,45	1,44	41,98	8,08	0,35	3,33	47,08	7,36	43,05	12,42
1999	50228	Rueda de Jalón	496,22	27,87	33,22	434,69	0,44	59,9	436,3	0,02	436,04	60,18	494,51	1,71	17,82
1999	50229	Ruesca	41,58	7,8	28,96	4,72	0,1	36,83	4,75	0	27,63	13,95	33,17	8,41	0,29
1999	50230	Sádaba	6094,67	221,68	8,83	5812,75	51,41	0	6080,14	14,53	6086,51	8,16	6027,72	66,95	510,96
1999	50231	Salillas de Jalón	69,32	0	0,02	69,3	0	0	69,32	0	68,58	0,74	65,58	3,74	2,91
1999	50232	Salvatierra de Esca	4,47	0	0	3,94	0,53	0	4,45	0,02	0,36	4,11	3,89	0,58	0
1999	50233	Samper del Salz	14,91	0	0	14,91	0	0,01	14,86	0,04	14,9	0,01	6,42	8,49	20,62
1999	50234	San Martín de la Virgen de Moncayo	33,1	0	0	33,1	0	0	33,1	0	33,1	0	1,13	31,97	0
1999	50235	San Mateo de Gállego	729,65	1,09	0,5	713,49	14,57	0,01	729,55	0,09	729,48	0,17	729,65	0	0
1999	50236	Santa Cruz de Grío	47,93	0	12,42	35,4	0,11	4,42	43,41	0,1	34,5	13,43	25,91	22,02	2,91
1999	50237	Santa Cruz de Moncayo	191,34	14,83	76,98	84,7	14,83	73,48	49,85	68,01	154,92	36,42	122,1	69,24	0,71
1999	50238	Santa Eulalia de Gállego	0,07	0	0	0,07	0	0,01	0,03	0,03	0,01	0,06	0,03	0,04	0
1999	50239	Santed	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	50240	Sástago	1385,12	118,83	493,01	772,11	1,17	32,28	1352,83	0,01	788,48	596,64	1351,1	34,02	29,74
1999	50241	Saviñán	248,49	0,09	98,24	149,95	0,21	18,95	229,54	0	200,38	48,11	221,25	27,24	0,3
1999	50242	Sediles	61,92	0	0,22	61,7	0	1,02	60,9	0	60,1	1,82	3,02	58,9	0
1999	50243	Sestrica	82,29	0,37	24,96	55,59	1,37	21,3	60,6	0,39	43,87	38,42	29,23	53,06	0,94
1999	50244	Sierra de Luna	331,88	160,68	8	163,2	0	13,1	299,11	19,67	323,47	8,41	313,74	18,14	20,27
1999	50245	Sigüés	67,3	0,04	0	67,25	0,01	0,01	67,28	0,01	32,61	34,69	67,23	0,07	17,39
1999	50246	Sisamón	1,78	0	0	1,78	0	0	1,78	0	0,05	1,73	1,78	0	0
1999	50247	Sobradiel	752,31	4,5	0,36	747,45	0	0,03	728,61	23,67	669,45	82,86	721,72	30,59	1,35
1999	50248	Sos del Rey Católico	1854,18	133,15	67,29	1646,56	7,18	0,67	1853,07	0,44	1729,75	124,43	1724,15	130,03	71,62
1999	50249	Tabuenca	38,2	0	7,09	31,11	0	7,36	30,23	0,61	31,06	7,14	29,73	8,47	3,63
1999	50250	Talamantes	10,96	0	0,01	10,95	0	0	10,96	0	6,08	4,88	0	10,96	0
1999	50251	Tarazona	3050,06	23,94	45,39	2957,15	23,58	23,82	2982,35	43,89	3008,97	41,09	2277,62	772,44	158,63
1999	50252	Tauste	12382,96	296,89	317,66	11688,84	79,57	58,6	12290,74	33,62	12372,56	10,4	10890,64	1492,32	233,43
1999	50253	Terrer	437,58	0,85	22,59	413,29	0,85	48,64	384,44	4,5	422,98	14,6	349,43	88,15	1,16
1999	50254	Tierga	102,26	0,08	1,19	100,91	0,08	1,13	99,4	1,73	99,39	2,87	99,46	2,8	1,02
1999	50255	Tobed	73,05	3,15	45,01	24,19	0,7	30,08	42,94	0,03	44,17	28,88	46,06	26,99	0,76
1999	50256	Torralba de los Frailes	29,07	15,8	1,35	9,02	2,9	9,84	18,58	0,65	17,05	12,02	18,76	10,31	0
1999	50257	Torralba de Ribota	95,7	0,53	23,38	71,37	0,42	20,04	75,51	0,15	75,27	20,43	39,59	56,11	3,66
1999	50258	Torralbilla	13,68	0	1,61	12,07	0	1,61	12,07	0	0	13,68	0	13,68	0
1999	50259	Torrehermosa	19,53	0	0	19,53	0	0,01	19,52	0	17,68	1,85	11,67	7,86	0
1999	50260	Torrelapaja	3,68	0	0	3,68	0	0	3,68	0	3,68	0	0	3,68	0
1999	50261	Torrellas	23,39	1,14	0,35	21,9	0	0	23,39	0	23,2	0,19	23,25	0,14	0,4
1999	50262	Torres de Berrellén	1619,89	2,76	157,81	1456,59	2,73	60,03	1559,05	0,81	1289,62	330,27	1619,48	0,41	25,82
1999	50263	Torrijo de la Cañada	66,99	0,03	0,91	66,01	0,04	2,57	64,4	0,02	39,85	27,14	63,83	3,16	0
1999	50264	Tosos	19,83	0,07	6,16	13,41	0,19	5,78	13,75	0,3	13,87	5,96	18,87	0,96	0,01
1999	50265	Trasmoz	152,92	0	0	152,75	0,17	0	152,92	0	152,92	0	50,96	101,96	19,39
1999	50266	Trasobares	25,51	0,01	0,25	25,01	0,24	0,03	25,48	0	23,38	2,13	25,23	0,28	0,87
1999	50267	Uncastillo	414,97	0,75	0	414,22	0	0,91	414,06	0	403,6	11,37	408,01	6,96	12,59
1999	50268	Undués de Lerda	19,81	0	0,03	19,71	0,07	0,02	19,71	0,08	17,24	2,57	19,71	0,1	5,88
1999	50269	Urrea de Jalón	321,05	0,47	8,33	311,8	0,45	0	321,05	0	321,05	0	186,11	134,94	8,31
1999	50270	Urriés	11,73	0,84	0,39	9,61	0,89	0,58	11,03	0,12	0,9	10,83	7,9	3,83	0
1999	50271	Used	26,9	20,17	6,73	0	0	0	26,9	0	26,9	0	20,17	6,73	0
1999	50272	Utebo	847,07	8,1	8,29	830,68	0	0,04	847,02	0,01	825,57	21,5	847,07	0	21,75
1999	50273	Valdehorna	19,3	0	5,02	14,25	0,03	0	18,89	0,41	18,67	0,63	8,2	11,1	0
1999	50274	Val de San Martín	11,62	11	0,05	0,07	0,5	11,06	0,56	0	0,51	11,11	11,56	0,06	0,01
1999	50275	Valmadrid	2,98	0	0	2,98	0	0	2,98	0	0	2,98	0	2,98	0
1999	50276	Valpalmas	148,26	83	0	49,33	15,93	0	148,26	0	148,24	0,02	148,24	0,02	56,63
1999	50277	Valtorres	8,36	0	0	8,36	0	0	8,36	0	7,65	0,71	8,36	0	1,22
1999	50278	Velilla de Ebro	306,56	0	0	306,56	0	0	306,56	0	306,56	0	306,56	0	37,71
1999	50279	Velilla de Jiloca	58,45	0	2,25	56,2	0	42,39	16,06	0	58,45	0	21,67	36,78	9,21
1999	50280	Vera de Moncayo	480,05	0	11,58	468,14	0,33	0,99	479,02	0,04	479,06	0,99	310,92	169,13	0
1999	50281	Vierlas	35,42	0	2	33,42	0	0	35,42	0	35,42	0	11,6	23,82	0,28
1999	50282	Vilueña (La)	151,66	6,14	8,96	134,61	1,95	8,63	142,25	0,78	137,7	13,96	135	16,66	0,86
1999	50283	Villadoz	111,26	0,54	22,11	87,33	1,28	22,92	88,34	0	6,62	104,64	3,19	108,07	0
1999	50284	Villafeliche	70,31	0,01	8,57	61,72	0,01	15,56	54,75	0	62,25	8,06	70,19	0,12	2
1999	50285	Villafranca de Ebro	798,09	25,07	30,27	717,67	25,08	43,06	754,25	0,78	780,84	17,25	794,5	3,59	4,94
1999	50286	Villalba de Perejil	48,43	0	4,27	44,16	0	15,79	32,64	0	37,22	11,21	12,69	35,74	5,57
1999	50287	Villalengua	311,22	26,76	35,71	247,8	0,95	73,14	237,92	0,16	261,87	49,35	303,34	7,88	5,1
1999	50288	Villanueva de Gállego	1026,66	0	7,04	1019,62	0	3,09	1023,57	0	1026,58	0,08	1026,57	0,09	0
1999	50289	Villanueva de Jiloca	18,48	0	0	18,48	0	0	18,48	0	17,79	0,69	18,48	0	4,59
1999	50290	Villanueva de Huerva	28,97	1,4	7,13	20,25	0,19	7,84	21,12	0,01	21,05	7,92	23,16	5,81	0,48
1999	50291	Villar de los Navarros	21,04	0,29	0,18	20,28	0,29	0,1	20,94	0	20,77	0,27	1,64	19,4	0
1999	50292	Villarreal de Huerva	139,4	9,18	7,03	123,19	0	16,21	123,19	0	20,11	119,29	8,07	131,33	4,12
1999	50293	Villarroya de la Sierra	243,55	1,93	56,35	184,83	0,44	60,24	183,3	0,01	181,61	61,94	124,27	119,28	29,36
1999	50294	Villarroya del Campo	54,06	22,33	1,53	30,2	0	36,28	17,78	0	23,63	30,43	36,68	17,38	0
1999	50295	Vistabella	10,87	0	0,02	10,79	0,06	0,14	10,68	0,05	10,68	0,19	10,76	0,11	0,81
1999	50296	Zaida (La)	326,42	0	0	325,65	0,77	0	326,42	0	326,42	0	326,42	0	0
1999	50297	Zaragoza	13487,09	651,76	684,83	11835,86	314,64	583,47	12861,85	41,77	12355,74	1131,35	12157,64	1329,45	142,9
1999	50298	Zuera	3795,67	3,76	92,26	3528,65	171	53,09	3726,59	15,99	3615,53	180,14	3618,7	176,97	51,13
1999	50901	Biel	32,78	1,94	0,16	29,98	0,7	2,31	30,1	0,37	24,84	7,94	25,86	6,92	0
1999	50902	Marracos	200,85	10,98	0,33	188,57	0,97	9,16	191,69	0	180,86	19,99	200,28	0,57	16,18
