Municipio código	Municipio nombre	Sexo	Sector actividad	Rama actividad, código	Rama actividad, descripción	Personas residentes viviendas familiares
50247	Sobradiel	Mujeres	Servicios	14	Administración pública	10
50247	Sobradiel	Mujeres	Servicios	15	Educación	7
50247	Sobradiel	Mujeres	Servicios	16	Sanidad	15
50247	Sobradiel	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	6
50247	Sobradiel	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	10
50247	Sobradiel	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
50247	Sobradiel	Varones	Industria y energía	04	Textil y calzado	1
50247	Sobradiel	Varones	Industria y energía	05	Madera y papel	5
50247	Sobradiel	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	11
50247	Sobradiel	Varones	Industria y energía	07	Metal	57
50247	Sobradiel	Varones	Construcción	09	Construcción	18
50247	Sobradiel	Varones	Servicios	10	Comercio y reparación	17
50247	Sobradiel	Varones	Servicios	11	Hostelería	7
50247	Sobradiel	Varones	Servicios	12	Transporte y comunicaciones	21
50247	Sobradiel	Varones	Servicios	13	Finanzas y servicios a empresas	10
50247	Sobradiel	Varones	Servicios	14	Administración pública	13
50247	Sobradiel	Varones	Servicios	15	Educación	8
50247	Sobradiel	Varones	Servicios	16	Sanidad	1
50247	Sobradiel	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50248	Sos del Rey Católico	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
50248	Sos del Rey Católico	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50248	Sos del Rey Católico	Mujeres	Industria y energía	07	Metal	11
50248	Sos del Rey Católico	Mujeres	Servicios	10	Comercio y reparación	13
50248	Sos del Rey Católico	Mujeres	Servicios	11	Hostelería	23
50248	Sos del Rey Católico	Mujeres	Servicios	12	Transporte y comunicaciones	2
50248	Sos del Rey Católico	Mujeres	Servicios	13	Finanzas y servicios a empresas	10
50248	Sos del Rey Católico	Mujeres	Servicios	14	Administración pública	16
50248	Sos del Rey Católico	Mujeres	Servicios	15	Educación	7
50248	Sos del Rey Católico	Mujeres	Servicios	16	Sanidad	9
50248	Sos del Rey Católico	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	6
50248	Sos del Rey Católico	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	70
50248	Sos del Rey Católico	Varones	Industria y energía	02	Extractivas, energía, gas y agua	4
50248	Sos del Rey Católico	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	6
50248	Sos del Rey Católico	Varones	Industria y energía	04	Textil y calzado	3
50248	Sos del Rey Católico	Varones	Industria y energía	05	Madera y papel	5
50248	Sos del Rey Católico	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
50248	Sos del Rey Católico	Varones	Industria y energía	07	Metal	13
50248	Sos del Rey Católico	Varones	Industria y energía	08	Manufactureras diversas	1
50248	Sos del Rey Católico	Varones	Construcción	09	Construcción	27
50248	Sos del Rey Católico	Varones	Servicios	10	Comercio y reparación	15
50248	Sos del Rey Católico	Varones	Servicios	11	Hostelería	18
50248	Sos del Rey Católico	Varones	Servicios	12	Transporte y comunicaciones	10
50248	Sos del Rey Católico	Varones	Servicios	13	Finanzas y servicios a empresas	6
50248	Sos del Rey Católico	Varones	Servicios	14	Administración pública	15
50248	Sos del Rey Católico	Varones	Servicios	15	Educación	4
50248	Sos del Rey Católico	Varones	Servicios	16	Sanidad	4
50248	Sos del Rey Católico	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	5
50249	Tabuenca	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	10
50249	Tabuenca	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
50249	Tabuenca	Mujeres	Industria y energía	04	Textil y calzado	1
50249	Tabuenca	Mujeres	Industria y energía	07	Metal	1
50249	Tabuenca	Mujeres	Construcción	09	Construcción	3
50249	Tabuenca	Mujeres	Servicios	10	Comercio y reparación	7
50249	Tabuenca	Mujeres	Servicios	11	Hostelería	9
50249	Tabuenca	Mujeres	Servicios	12	Transporte y comunicaciones	1
50249	Tabuenca	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
50249	Tabuenca	Mujeres	Servicios	14	Administración pública	1
50249	Tabuenca	Mujeres	Servicios	16	Sanidad	2
50249	Tabuenca	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50249	Tabuenca	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	49
50249	Tabuenca	Varones	Industria y energía	02	Extractivas, energía, gas y agua	5
50249	Tabuenca	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	5
50249	Tabuenca	Varones	Industria y energía	04	Textil y calzado	2
50249	Tabuenca	Varones	Industria y energía	05	Madera y papel	1
50249	Tabuenca	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50249	Tabuenca	Varones	Industria y energía	07	Metal	18
50249	Tabuenca	Varones	Construcción	09	Construcción	17
50249	Tabuenca	Varones	Servicios	10	Comercio y reparación	7
50249	Tabuenca	Varones	Servicios	11	Hostelería	4
50249	Tabuenca	Varones	Servicios	12	Transporte y comunicaciones	9
50249	Tabuenca	Varones	Servicios	13	Finanzas y servicios a empresas	3
50249	Tabuenca	Varones	Servicios	14	Administración pública	6
50249	Tabuenca	Varones	Servicios	15	Educación	1
50249	Tabuenca	Varones	Servicios	16	Sanidad	3
50250	Talamantes	Mujeres	Construcción	09	Construcción	1
50250	Talamantes	Mujeres	Servicios	10	Comercio y reparación	1
50250	Talamantes	Mujeres	Servicios	15	Educación	1
50250	Talamantes	Mujeres	Servicios	16	Sanidad	1
50250	Talamantes	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
50250	Talamantes	Varones	Industria y energía	05	Madera y papel	1
50250	Talamantes	Varones	Industria y energía	07	Metal	1
50250	Talamantes	Varones	Servicios	14	Administración pública	1
50250	Talamantes	Varones	Servicios	16	Sanidad	1
50251	Tarazona	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	22
50251	Tarazona	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	4
50251	Tarazona	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	116
50251	Tarazona	Mujeres	Industria y energía	04	Textil y calzado	168
50251	Tarazona	Mujeres	Industria y energía	05	Madera y papel	5
50251	Tarazona	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	14
50251	Tarazona	Mujeres	Industria y energía	07	Metal	304
50251	Tarazona	Mujeres	Industria y energía	08	Manufactureras diversas	11
50251	Tarazona	Mujeres	Construcción	09	Construcción	37
50251	Tarazona	Mujeres	Servicios	10	Comercio y reparación	240
50251	Tarazona	Mujeres	Servicios	11	Hostelería	62
50251	Tarazona	Mujeres	Servicios	12	Transporte y comunicaciones	26
50251	Tarazona	Mujeres	Servicios	13	Finanzas y servicios a empresas	133
50251	Tarazona	Mujeres	Servicios	14	Administración pública	114
50251	Tarazona	Mujeres	Servicios	15	Educación	136
50251	Tarazona	Mujeres	Servicios	16	Sanidad	138
50251	Tarazona	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	88
50251	Tarazona	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	161
50251	Tarazona	Varones	Industria y energía	02	Extractivas, energía, gas y agua	21
50251	Tarazona	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	88
50251	Tarazona	Varones	Industria y energía	04	Textil y calzado	66
50251	Tarazona	Varones	Industria y energía	05	Madera y papel	20
50251	Tarazona	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	44
50251	Tarazona	Varones	Industria y energía	07	Metal	590
50251	Tarazona	Varones	Industria y energía	08	Manufactureras diversas	56
50251	Tarazona	Varones	Construcción	09	Construcción	425
50251	Tarazona	Varones	Servicios	10	Comercio y reparación	313
50251	Tarazona	Varones	Servicios	11	Hostelería	110
50251	Tarazona	Varones	Servicios	12	Transporte y comunicaciones	133
50251	Tarazona	Varones	Servicios	13	Finanzas y servicios a empresas	143
50251	Tarazona	Varones	Servicios	14	Administración pública	154
50251	Tarazona	Varones	Servicios	15	Educación	76
50251	Tarazona	Varones	Servicios	16	Sanidad	58
50251	Tarazona	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	43
50252	Tauste	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	78
50252	Tauste	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	3
50252	Tauste	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	21
50252	Tauste	Mujeres	Industria y energía	04	Textil y calzado	6
50252	Tauste	Mujeres	Industria y energía	05	Madera y papel	9
50252	Tauste	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	11
50252	Tauste	Mujeres	Industria y energía	07	Metal	311
50252	Tauste	Mujeres	Industria y energía	08	Manufactureras diversas	1
50252	Tauste	Mujeres	Construcción	09	Construcción	28
50252	Tauste	Mujeres	Servicios	10	Comercio y reparación	161
50252	Tauste	Mujeres	Servicios	11	Hostelería	36
50252	Tauste	Mujeres	Servicios	12	Transporte y comunicaciones	20
50252	Tauste	Mujeres	Servicios	13	Finanzas y servicios a empresas	57
50252	Tauste	Mujeres	Servicios	14	Administración pública	55
50252	Tauste	Mujeres	Servicios	15	Educación	80
50252	Tauste	Mujeres	Servicios	16	Sanidad	56
50252	Tauste	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	60
50252	Tauste	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	704
50252	Tauste	Varones	Industria y energía	02	Extractivas, energía, gas y agua	15
50252	Tauste	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	29
50252	Tauste	Varones	Industria y energía	04	Textil y calzado	4
50252	Tauste	Varones	Industria y energía	05	Madera y papel	22
50252	Tauste	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	78
50252	Tauste	Varones	Industria y energía	07	Metal	200
50252	Tauste	Varones	Industria y energía	08	Manufactureras diversas	6
50252	Tauste	Varones	Construcción	09	Construcción	410
50252	Tauste	Varones	Servicios	10	Comercio y reparación	139
50252	Tauste	Varones	Servicios	11	Hostelería	49
50252	Tauste	Varones	Servicios	12	Transporte y comunicaciones	74
50252	Tauste	Varones	Servicios	13	Finanzas y servicios a empresas	94
50252	Tauste	Varones	Servicios	14	Administración pública	72
50252	Tauste	Varones	Servicios	15	Educación	36
50252	Tauste	Varones	Servicios	16	Sanidad	23
50252	Tauste	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	35
50253	Terrer	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
50253	Terrer	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	12
50253	Terrer	Mujeres	Industria y energía	04	Textil y calzado	3
50253	Terrer	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50253	Terrer	Mujeres	Industria y energía	07	Metal	3
50253	Terrer	Mujeres	Construcción	09	Construcción	2
50253	Terrer	Mujeres	Servicios	10	Comercio y reparación	13
50253	Terrer	Mujeres	Servicios	11	Hostelería	3
50253	Terrer	Mujeres	Servicios	12	Transporte y comunicaciones	1
50253	Terrer	Mujeres	Servicios	13	Finanzas y servicios a empresas	4
50253	Terrer	Mujeres	Servicios	14	Administración pública	1
50253	Terrer	Mujeres	Servicios	15	Educación	7
50253	Terrer	Mujeres	Servicios	16	Sanidad	12
50253	Terrer	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	5
50253	Terrer	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	26
50253	Terrer	Varones	Industria y energía	02	Extractivas, energía, gas y agua	3
50253	Terrer	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	5
50253	Terrer	Varones	Industria y energía	04	Textil y calzado	6
50253	Terrer	Varones	Industria y energía	05	Madera y papel	1
50253	Terrer	Varones	Industria y energía	07	Metal	19
50253	Terrer	Varones	Industria y energía	08	Manufactureras diversas	1
50253	Terrer	Varones	Construcción	09	Construcción	33
50253	Terrer	Varones	Servicios	10	Comercio y reparación	14
50253	Terrer	Varones	Servicios	11	Hostelería	9
50253	Terrer	Varones	Servicios	12	Transporte y comunicaciones	8
50253	Terrer	Varones	Servicios	13	Finanzas y servicios a empresas	4
50253	Terrer	Varones	Servicios	14	Administración pública	9
50253	Terrer	Varones	Servicios	15	Educación	2
50253	Terrer	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50254	Tierga	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
50254	Tierga	Mujeres	Industria y energía	04	Textil y calzado	13
50254	Tierga	Mujeres	Construcción	09	Construcción	1
50254	Tierga	Mujeres	Servicios	10	Comercio y reparación	1
50254	Tierga	Mujeres	Servicios	11	Hostelería	1
50254	Tierga	Mujeres	Servicios	15	Educación	2
50254	Tierga	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	28
50254	Tierga	Varones	Industria y energía	04	Textil y calzado	14
50254	Tierga	Varones	Industria y energía	07	Metal	2
50254	Tierga	Varones	Industria y energía	08	Manufactureras diversas	3
50254	Tierga	Varones	Construcción	09	Construcción	15
50254	Tierga	Varones	Servicios	10	Comercio y reparación	4
50254	Tierga	Varones	Servicios	11	Hostelería	1
50254	Tierga	Varones	Servicios	12	Transporte y comunicaciones	4
50254	Tierga	Varones	Servicios	13	Finanzas y servicios a empresas	1
50254	Tierga	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
50255	Tobed	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
50255	Tobed	Mujeres	Servicios	10	Comercio y reparación	6
50255	Tobed	Mujeres	Servicios	14	Administración pública	2
50255	Tobed	Mujeres	Servicios	16	Sanidad	5
50255	Tobed	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
50255	Tobed	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	12
50255	Tobed	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
50255	Tobed	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
50255	Tobed	Varones	Industria y energía	05	Madera y papel	4
50255	Tobed	Varones	Industria y energía	07	Metal	6
50255	Tobed	Varones	Industria y energía	08	Manufactureras diversas	1
50255	Tobed	Varones	Construcción	09	Construcción	13
50255	Tobed	Varones	Servicios	10	Comercio y reparación	4
50255	Tobed	Varones	Servicios	11	Hostelería	2
50255	Tobed	Varones	Servicios	12	Transporte y comunicaciones	2
50255	Tobed	Varones	Servicios	13	Finanzas y servicios a empresas	1
50255	Tobed	Varones	Servicios	14	Administración pública	4
50255	Tobed	Varones	Servicios	16	Sanidad	2
50255	Tobed	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50256	Torralba de los Frailes	Mujeres	Industria y energía	07	Metal	1
50256	Torralba de los Frailes	Mujeres	Servicios	10	Comercio y reparación	1
50256	Torralba de los Frailes	Mujeres	Servicios	12	Transporte y comunicaciones	1
50256	Torralba de los Frailes	Mujeres	Servicios	14	Administración pública	1
50256	Torralba de los Frailes	Mujeres	Servicios	15	Educación	2
50256	Torralba de los Frailes	Mujeres	Servicios	16	Sanidad	1
50256	Torralba de los Frailes	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50256	Torralba de los Frailes	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	16
50256	Torralba de los Frailes	Varones	Construcción	09	Construcción	1
50256	Torralba de los Frailes	Varones	Servicios	12	Transporte y comunicaciones	4
50256	Torralba de los Frailes	Varones	Servicios	14	Administración pública	2
50257	Torralba de Ribota	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
50257	Torralba de Ribota	Mujeres	Industria y energía	07	Metal	1
50257	Torralba de Ribota	Mujeres	Servicios	10	Comercio y reparación	1
50257	Torralba de Ribota	Mujeres	Servicios	11	Hostelería	1
50257	Torralba de Ribota	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
50257	Torralba de Ribota	Mujeres	Servicios	14	Administración pública	1
50257	Torralba de Ribota	Mujeres	Servicios	16	Sanidad	1
50257	Torralba de Ribota	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	12
50257	Torralba de Ribota	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
50257	Torralba de Ribota	Varones	Industria y energía	05	Madera y papel	1
50257	Torralba de Ribota	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
50257	Torralba de Ribota	Varones	Industria y energía	07	Metal	4
50257	Torralba de Ribota	Varones	Construcción	09	Construcción	7
50257	Torralba de Ribota	Varones	Servicios	10	Comercio y reparación	3
50257	Torralba de Ribota	Varones	Servicios	11	Hostelería	2
50257	Torralba de Ribota	Varones	Servicios	12	Transporte y comunicaciones	2
50257	Torralba de Ribota	Varones	Servicios	13	Finanzas y servicios a empresas	2
50257	Torralba de Ribota	Varones	Servicios	14	Administración pública	4
50257	Torralba de Ribota	Varones	Servicios	16	Sanidad	1
50258	Torralbilla	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
50258	Torralbilla	Mujeres	Servicios	10	Comercio y reparación	2
50258	Torralbilla	Mujeres	Servicios	12	Transporte y comunicaciones	1
50258	Torralbilla	Mujeres	Servicios	14	Administración pública	2
50258	Torralbilla	Mujeres	Servicios	16	Sanidad	3
50258	Torralbilla	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	8
50258	Torralbilla	Varones	Industria y energía	07	Metal	4
50258	Torralbilla	Varones	Servicios	10	Comercio y reparación	1
50258	Torralbilla	Varones	Servicios	12	Transporte y comunicaciones	1
50258	Torralbilla	Varones	Servicios	14	Administración pública	3
50258	Torralbilla	Varones	Servicios	15	Educación	1
50259	Torrehermosa	Mujeres	Servicios	10	Comercio y reparación	2
50259	Torrehermosa	Mujeres	Servicios	12	Transporte y comunicaciones	1
50259	Torrehermosa	Mujeres	Servicios	14	Administración pública	1
50259	Torrehermosa	Mujeres	Servicios	15	Educación	2
50259	Torrehermosa	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	20
50259	Torrehermosa	Varones	Industria y energía	05	Madera y papel	1
50259	Torrehermosa	Varones	Industria y energía	07	Metal	1
50259	Torrehermosa	Varones	Construcción	09	Construcción	3
50259	Torrehermosa	Varones	Servicios	14	Administración pública	1
50260	Torrelapaja	Mujeres	Servicios	10	Comercio y reparación	1
50260	Torrelapaja	Mujeres	Servicios	14	Administración pública	1
50260	Torrelapaja	Mujeres	Servicios	15	Educación	3
50260	Torrelapaja	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
50260	Torrelapaja	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
50260	Torrelapaja	Varones	Industria y energía	07	Metal	1
50260	Torrelapaja	Varones	Construcción	09	Construcción	1
50260	Torrelapaja	Varones	Servicios	13	Finanzas y servicios a empresas	1
50260	Torrelapaja	Varones	Servicios	14	Administración pública	2
50261	Torrellas	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
50261	Torrellas	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	3
50261	Torrellas	Mujeres	Industria y energía	05	Madera y papel	1
50261	Torrellas	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
50261	Torrellas	Mujeres	Industria y energía	07	Metal	3
50261	Torrellas	Mujeres	Servicios	10	Comercio y reparación	5
50261	Torrellas	Mujeres	Servicios	11	Hostelería	2
50261	Torrellas	Mujeres	Servicios	12	Transporte y comunicaciones	1
50261	Torrellas	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
50261	Torrellas	Mujeres	Servicios	14	Administración pública	4
50261	Torrellas	Mujeres	Servicios	15	Educación	2
50261	Torrellas	Mujeres	Servicios	16	Sanidad	9
50261	Torrellas	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	4
50261	Torrellas	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
50261	Torrellas	Varones	Industria y energía	04	Textil y calzado	1
50261	Torrellas	Varones	Industria y energía	05	Madera y papel	1
50261	Torrellas	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50261	Torrellas	Varones	Industria y energía	07	Metal	8
50261	Torrellas	Varones	Industria y energía	08	Manufactureras diversas	2
50261	Torrellas	Varones	Construcción	09	Construcción	20
50261	Torrellas	Varones	Servicios	10	Comercio y reparación	8
50261	Torrellas	Varones	Servicios	11	Hostelería	1
50261	Torrellas	Varones	Servicios	12	Transporte y comunicaciones	5
50261	Torrellas	Varones	Servicios	14	Administración pública	9
50261	Torrellas	Varones	Servicios	15	Educación	2
50261	Torrellas	Varones	Servicios	16	Sanidad	2
50262	Torres de Berrellén	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	6
50262	Torres de Berrellén	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	6
50262	Torres de Berrellén	Mujeres	Industria y energía	04	Textil y calzado	6
50262	Torres de Berrellén	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	7
50262	Torres de Berrellén	Mujeres	Industria y energía	07	Metal	28
50262	Torres de Berrellén	Mujeres	Industria y energía	08	Manufactureras diversas	4
50262	Torres de Berrellén	Mujeres	Construcción	09	Construcción	5
50262	Torres de Berrellén	Mujeres	Servicios	10	Comercio y reparación	48
50262	Torres de Berrellén	Mujeres	Servicios	11	Hostelería	6
50262	Torres de Berrellén	Mujeres	Servicios	12	Transporte y comunicaciones	5
50262	Torres de Berrellén	Mujeres	Servicios	13	Finanzas y servicios a empresas	20
50262	Torres de Berrellén	Mujeres	Servicios	14	Administración pública	11
50262	Torres de Berrellén	Mujeres	Servicios	15	Educación	10
50262	Torres de Berrellén	Mujeres	Servicios	16	Sanidad	12
50262	Torres de Berrellén	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	12
50262	Torres de Berrellén	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	37
50262	Torres de Berrellén	Varones	Industria y energía	02	Extractivas, energía, gas y agua	2
50262	Torres de Berrellén	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	10
50262	Torres de Berrellén	Varones	Industria y energía	04	Textil y calzado	4
50262	Torres de Berrellén	Varones	Industria y energía	05	Madera y papel	3
50262	Torres de Berrellén	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	26
50262	Torres de Berrellén	Varones	Industria y energía	07	Metal	98
50262	Torres de Berrellén	Varones	Industria y energía	08	Manufactureras diversas	14
50262	Torres de Berrellén	Varones	Construcción	09	Construcción	55
50262	Torres de Berrellén	Varones	Servicios	10	Comercio y reparación	46
50262	Torres de Berrellén	Varones	Servicios	11	Hostelería	6
50262	Torres de Berrellén	Varones	Servicios	12	Transporte y comunicaciones	24
50262	Torres de Berrellén	Varones	Servicios	13	Finanzas y servicios a empresas	17
50262	Torres de Berrellén	Varones	Servicios	14	Administración pública	22
50262	Torres de Berrellén	Varones	Servicios	15	Educación	4
50262	Torres de Berrellén	Varones	Servicios	16	Sanidad	2
50262	Torres de Berrellén	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	5
50263	Torrijo de la Cañada	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
50263	Torrijo de la Cañada	Mujeres	Industria y energía	05	Madera y papel	1
50263	Torrijo de la Cañada	Mujeres	Construcción	09	Construcción	1
50263	Torrijo de la Cañada	Mujeres	Servicios	10	Comercio y reparación	5
50263	Torrijo de la Cañada	Mujeres	Servicios	12	Transporte y comunicaciones	1
50263	Torrijo de la Cañada	Mujeres	Servicios	14	Administración pública	5
50263	Torrijo de la Cañada	Mujeres	Servicios	16	Sanidad	3
50263	Torrijo de la Cañada	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50263	Torrijo de la Cañada	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	17
50263	Torrijo de la Cañada	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
50263	Torrijo de la Cañada	Varones	Industria y energía	04	Textil y calzado	1
50263	Torrijo de la Cañada	Varones	Industria y energía	05	Madera y papel	5
50263	Torrijo de la Cañada	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	3
50263	Torrijo de la Cañada	Varones	Industria y energía	07	Metal	3
50263	Torrijo de la Cañada	Varones	Industria y energía	08	Manufactureras diversas	2
50263	Torrijo de la Cañada	Varones	Construcción	09	Construcción	23
50263	Torrijo de la Cañada	Varones	Servicios	10	Comercio y reparación	4
50263	Torrijo de la Cañada	Varones	Servicios	12	Transporte y comunicaciones	1
50263	Torrijo de la Cañada	Varones	Servicios	14	Administración pública	7
50263	Torrijo de la Cañada	Varones	Servicios	15	Educación	3
50264	Tosos	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50264	Tosos	Mujeres	Construcción	09	Construcción	2
50264	Tosos	Mujeres	Servicios	10	Comercio y reparación	3
50264	Tosos	Mujeres	Servicios	12	Transporte y comunicaciones	1
50264	Tosos	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
50264	Tosos	Mujeres	Servicios	16	Sanidad	3
50264	Tosos	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50264	Tosos	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	18
50264	Tosos	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
50264	Tosos	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
50264	Tosos	Varones	Industria y energía	07	Metal	3
50264	Tosos	Varones	Construcción	09	Construcción	4
50264	Tosos	Varones	Servicios	10	Comercio y reparación	1
50264	Tosos	Varones	Servicios	13	Finanzas y servicios a empresas	1
50264	Tosos	Varones	Servicios	14	Administración pública	2
50264	Tosos	Varones	Servicios	15	Educación	2
50264	Tosos	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
50265	Trasmoz	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	2
50265	Trasmoz	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50265	Trasmoz	Mujeres	Industria y energía	07	Metal	3
50265	Trasmoz	Mujeres	Servicios	12	Transporte y comunicaciones	1
50265	Trasmoz	Mujeres	Servicios	16	Sanidad	1
50265	Trasmoz	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50265	Trasmoz	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
50265	Trasmoz	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
50265	Trasmoz	Varones	Industria y energía	07	Metal	1
50265	Trasmoz	Varones	Construcción	09	Construcción	2
50265	Trasmoz	Varones	Servicios	10	Comercio y reparación	1
50265	Trasmoz	Varones	Servicios	12	Transporte y comunicaciones	2
50266	Trasobares	Mujeres	Industria y energía	04	Textil y calzado	5
50266	Trasobares	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50266	Trasobares	Mujeres	Servicios	10	Comercio y reparación	3
50266	Trasobares	Mujeres	Servicios	12	Transporte y comunicaciones	2
50266	Trasobares	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
50266	Trasobares	Mujeres	Servicios	14	Administración pública	1
50266	Trasobares	Mujeres	Servicios	16	Sanidad	2
