Municipio código	Municipio nombre	Calefacción (agregado)	Calefacción (detalle)	Combustible usado	Número hogares
22907	Aínsa-Sobrarbe	Con calefacción	Con calefacción individual	Madera	13
22907	Aínsa-Sobrarbe	Con calefacción	Con calefacción individual	Derivados del carbón	1
22907	Aínsa-Sobrarbe	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	9
22907	Aínsa-Sobrarbe	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	43
22907	Aínsa-Sobrarbe	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
22907	Aínsa-Sobrarbe	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	72
22907	Aínsa-Sobrarbe	Sin calefacción	Sin ningún medio	 No aplicable	15
22908	Hoz y Costeán	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
22908	Hoz y Costeán	Con calefacción	Con calefacción colectiva	Derivados del carbón	1
22908	Hoz y Costeán	Con calefacción	Con calefacción individual	Gas	4
22908	Hoz y Costeán	Con calefacción	Con calefacción individual	Electricidad	2
22908	Hoz y Costeán	Con calefacción	Con calefacción individual	Derivados del petróleo	31
22908	Hoz y Costeán	Con calefacción	Con calefacción individual	Madera	3
22908	Hoz y Costeán	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	5
22908	Hoz y Costeán	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22908	Hoz y Costeán	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	2
22908	Hoz y Costeán	Sin calefacción	Sin ningún medio	 No aplicable	35
22909	Vencillón	Con calefacción	Con calefacción individual	Gas	10
22909	Vencillón	Con calefacción	Con calefacción individual	Electricidad	3
22909	Vencillón	Con calefacción	Con calefacción individual	Derivados del petróleo	95
22909	Vencillón	Con calefacción	Con calefacción individual	Madera	3
22909	Vencillón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
22909	Vencillón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
22909	Vencillón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	18
22909	Vencillón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	18
22909	Vencillón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
22909	Vencillón	Sin calefacción	Sin ningún medio	 No aplicable	4
44001	Ababuj	Con calefacción	Con calefacción individual	Gas	1
44001	Ababuj	Con calefacción	Con calefacción individual	Electricidad	1
44001	Ababuj	Con calefacción	Con calefacción individual	Derivados del petróleo	6
44001	Ababuj	Con calefacción	Con calefacción individual	Madera	1
44001	Ababuj	Con calefacción	Con calefacción individual	Derivados del carbón	1
44001	Ababuj	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
44001	Ababuj	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	16
44001	Ababuj	Sin calefacción	Sin ningún medio	 No aplicable	7
44002	Abejuela	Con calefacción	Con calefacción individual	Gas	1
44002	Abejuela	Con calefacción	Con calefacción individual	Derivados del petróleo	2
44002	Abejuela	Con calefacción	Con calefacción individual	Madera	4
44002	Abejuela	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
44002	Abejuela	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
44002	Abejuela	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	17
44002	Abejuela	Sin calefacción	Sin ningún medio	 No aplicable	3
44003	Aguatón	Con calefacción	Con calefacción individual	Derivados del petróleo	4
44003	Aguatón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	5
44003	Aguatón	Sin calefacción	Sin ningún medio	 No aplicable	1
44004	Aguaviva	Con calefacción	Con calefacción colectiva	Derivados del petróleo	3
44004	Aguaviva	Con calefacción	Con calefacción individual	Gas	12
44004	Aguaviva	Con calefacción	Con calefacción individual	Electricidad	2
44004	Aguaviva	Con calefacción	Con calefacción individual	Derivados del petróleo	112
44004	Aguaviva	Con calefacción	Con calefacción individual	Madera	9
44004	Aguaviva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	31
44004	Aguaviva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	14
44004	Aguaviva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
44004	Aguaviva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	71
44004	Aguaviva	Sin calefacción	Sin ningún medio	 No aplicable	3
44005	Aguilar del Alfambra	Con calefacción	Con calefacción individual	Electricidad	1
44005	Aguilar del Alfambra	Con calefacción	Con calefacción individual	Derivados del petróleo	6
44005	Aguilar del Alfambra	Con calefacción	Con calefacción individual	Madera	3
44005	Aguilar del Alfambra	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	17
44005	Aguilar del Alfambra	Sin calefacción	Sin ningún medio	 No aplicable	5
44006	Alacón	Con calefacción	Con calefacción individual	Electricidad	3
44006	Alacón	Con calefacción	Con calefacción individual	Derivados del petróleo	47
44006	Alacón	Con calefacción	Con calefacción individual	Madera	7
44006	Alacón	Con calefacción	Con calefacción individual	Derivados del carbón	11
44006	Alacón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	17
44006	Alacón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	41
44006	Alacón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	38
44006	Alacón	Sin calefacción	Sin ningún medio	 No aplicable	2
44007	Alba	Con calefacción	Con calefacción individual	Electricidad	2
44007	Alba	Con calefacción	Con calefacción individual	Derivados del petróleo	28
44007	Alba	Con calefacción	Con calefacción individual	Madera	2
44007	Alba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
44007	Alba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
44007	Alba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	73
44008	Albalate del Arzobispo	Con calefacción	Con calefacción colectiva	Gas	6
44008	Albalate del Arzobispo	Con calefacción	Con calefacción colectiva	Electricidad	1
44008	Albalate del Arzobispo	Con calefacción	Con calefacción colectiva	Derivados del petróleo	4
44008	Albalate del Arzobispo	Con calefacción	Con calefacción individual	Gas	21
44008	Albalate del Arzobispo	Con calefacción	Con calefacción individual	Electricidad	124
44008	Albalate del Arzobispo	Con calefacción	Con calefacción individual	Derivados del petróleo	161
44008	Albalate del Arzobispo	Con calefacción	Con calefacción individual	Madera	6
44008	Albalate del Arzobispo	Con calefacción	Con calefacción individual	Otros	2
44008	Albalate del Arzobispo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	65
44008	Albalate del Arzobispo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	200
44008	Albalate del Arzobispo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	63
44008	Albalate del Arzobispo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	153
44008	Albalate del Arzobispo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	3
44008	Albalate del Arzobispo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	6
44008	Albalate del Arzobispo	Sin calefacción	Sin ningún medio	 No aplicable	24
44009	Albarracín	Con calefacción	Con calefacción colectiva	Gas	2
44009	Albarracín	Con calefacción	Con calefacción colectiva	Derivados del petróleo	30
44009	Albarracín	Con calefacción	Con calefacción colectiva	Madera	2
44009	Albarracín	Con calefacción	Con calefacción individual	Gas	15
44009	Albarracín	Con calefacción	Con calefacción individual	Electricidad	14
44009	Albarracín	Con calefacción	Con calefacción individual	Derivados del petróleo	120
44009	Albarracín	Con calefacción	Con calefacción individual	Madera	15
44009	Albarracín	Con calefacción	Con calefacción individual	Otros	1
44009	Albarracín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	11
44009	Albarracín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	8
44009	Albarracín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	13
44009	Albarracín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	131
44009	Albarracín	Sin calefacción	Sin ningún medio	 No aplicable	4
44010	Albentosa	Con calefacción	Con calefacción colectiva	Madera	1
44010	Albentosa	Con calefacción	Con calefacción individual	Gas	4
44010	Albentosa	Con calefacción	Con calefacción individual	Electricidad	6
44010	Albentosa	Con calefacción	Con calefacción individual	Derivados del petróleo	36
44010	Albentosa	Con calefacción	Con calefacción individual	Madera	1
44010	Albentosa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	5
44010	Albentosa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	4
44010	Albentosa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
44010	Albentosa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	37
44010	Albentosa	Sin calefacción	Sin ningún medio	 No aplicable	2
44011	Alcaine	Con calefacción	Con calefacción individual	Derivados del petróleo	4
44011	Alcaine	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
44011	Alcaine	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
44011	Alcaine	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	35
44011	Alcaine	Sin calefacción	Sin ningún medio	 No aplicable	1
44012	Alcalá de la Selva	Con calefacción	Con calefacción colectiva	Gas	1
44012	Alcalá de la Selva	Con calefacción	Con calefacción colectiva	Derivados del petróleo	9
44012	Alcalá de la Selva	Con calefacción	Con calefacción individual	Gas	11
44012	Alcalá de la Selva	Con calefacción	Con calefacción individual	Electricidad	14
44012	Alcalá de la Selva	Con calefacción	Con calefacción individual	Derivados del petróleo	87
44012	Alcalá de la Selva	Con calefacción	Con calefacción individual	Madera	5
44012	Alcalá de la Selva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	7
44012	Alcalá de la Selva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
44012	Alcalá de la Selva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	67
44012	Alcalá de la Selva	Sin calefacción	Sin ningún medio	 No aplicable	4
44013	Alcañiz	Con calefacción	Con calefacción colectiva	Gas	147
44013	Alcañiz	Con calefacción	Con calefacción colectiva	Electricidad	118
44013	Alcañiz	Con calefacción	Con calefacción colectiva	Derivados del petróleo	220
44013	Alcañiz	Con calefacción	Con calefacción colectiva	Madera	2
44013	Alcañiz	Con calefacción	Con calefacción colectiva	Derivados del carbón	6
44013	Alcañiz	Con calefacción	Con calefacción individual	Gas	1726
44013	Alcañiz	Con calefacción	Con calefacción individual	Electricidad	769
44013	Alcañiz	Con calefacción	Con calefacción individual	Derivados del petróleo	473
44013	Alcañiz	Con calefacción	Con calefacción individual	Madera	88
44013	Alcañiz	Con calefacción	Con calefacción individual	Derivados del carbón	7
44013	Alcañiz	Con calefacción	Con calefacción individual	Otros	6
