Municipio código	Municipio nombre	Calefacción (agregado)	Calefacción (detalle)	Combustible usado	Número hogares
50003	Agón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50003	Agón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
50003	Agón	Sin calefacción	Sin ningún medio	 No aplicable	7
50004	Aguarón	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50004	Aguarón	Con calefacción	Con calefacción individual	Gas	3
50004	Aguarón	Con calefacción	Con calefacción individual	Electricidad	9
50004	Aguarón	Con calefacción	Con calefacción individual	Derivados del petróleo	134
50004	Aguarón	Con calefacción	Con calefacción individual	Madera	42
50004	Aguarón	Con calefacción	Con calefacción individual	Otros	1
50004	Aguarón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	7
50004	Aguarón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	7
50004	Aguarón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
50004	Aguarón	Sin calefacción	Sin ningún medio	 No aplicable	90
50005	Aguilón	Con calefacción	Con calefacción individual	Electricidad	12
50005	Aguilón	Con calefacción	Con calefacción individual	Derivados del petróleo	30
50005	Aguilón	Con calefacción	Con calefacción individual	Madera	3
50005	Aguilón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	11
50005	Aguilón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	37
50005	Aguilón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	34
50005	Aguilón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50005	Aguilón	Sin calefacción	Sin ningún medio	 No aplicable	6
50006	Ainzón	Con calefacción	Con calefacción colectiva	Gas	6
50006	Ainzón	Con calefacción	Con calefacción colectiva	Derivados del petróleo	18
50006	Ainzón	Con calefacción	Con calefacción individual	Gas	27
50006	Ainzón	Con calefacción	Con calefacción individual	Electricidad	37
50006	Ainzón	Con calefacción	Con calefacción individual	Derivados del petróleo	226
50006	Ainzón	Con calefacción	Con calefacción individual	Madera	9
50006	Ainzón	Con calefacción	Con calefacción individual	Otros	1
50006	Ainzón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	36
50006	Ainzón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	88
50006	Ainzón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	12
50006	Ainzón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	30
50006	Ainzón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50006	Ainzón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50006	Ainzón	Sin calefacción	Sin ningún medio	 No aplicable	18
50007	Aladrén	Con calefacción	Con calefacción individual	Gas	1
50007	Aladrén	Con calefacción	Con calefacción individual	Electricidad	3
50007	Aladrén	Con calefacción	Con calefacción individual	Derivados del petróleo	5
50007	Aladrén	Con calefacción	Con calefacción individual	Madera	1
50007	Aladrén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50007	Aladrén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	19
50007	Aladrén	Sin calefacción	Sin ningún medio	 No aplicable	6
50008	Alagón	Con calefacción	Con calefacción colectiva	Gas	9
50008	Alagón	Con calefacción	Con calefacción colectiva	Electricidad	6
50008	Alagón	Con calefacción	Con calefacción colectiva	Derivados del petróleo	236
50008	Alagón	Con calefacción	Con calefacción individual	Gas	281
50008	Alagón	Con calefacción	Con calefacción individual	Electricidad	257
50008	Alagón	Con calefacción	Con calefacción individual	Derivados del petróleo	786
50008	Alagón	Con calefacción	Con calefacción individual	Madera	20
50008	Alagón	Con calefacción	Con calefacción individual	Derivados del carbón	8
50008	Alagón	Con calefacción	Con calefacción individual	Otros	2
50008	Alagón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	93
50008	Alagón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	129
50008	Alagón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	51
50008	Alagón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	34
50008	Alagón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	3
50008	Alagón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50008	Alagón	Sin calefacción	Sin ningún medio	 No aplicable	49
50009	Alarba	Con calefacción	Con calefacción individual	Derivados del petróleo	13
50009	Alarba	Con calefacción	Con calefacción individual	Madera	9
50009	Alarba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
50009	Alarba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	34
50009	Alarba	Sin calefacción	Sin ningún medio	 No aplicable	1
50010	Alberite de San Juan	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50010	Alberite de San Juan	Con calefacción	Con calefacción individual	Gas	1
50010	Alberite de San Juan	Con calefacción	Con calefacción individual	Derivados del petróleo	19
50010	Alberite de San Juan	Con calefacción	Con calefacción individual	Madera	1
50010	Alberite de San Juan	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	8
50010	Alberite de San Juan	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	5
50010	Alberite de San Juan	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50010	Alberite de San Juan	Sin calefacción	Sin ningún medio	 No aplicable	1
50011	Albeta	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50011	Albeta	Con calefacción	Con calefacción individual	Electricidad	2
50011	Albeta	Con calefacción	Con calefacción individual	Derivados del petróleo	26
50011	Albeta	Con calefacción	Con calefacción individual	Madera	1
50011	Albeta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	8
50011	Albeta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	4
50011	Albeta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
50011	Albeta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	4
50011	Albeta	Sin calefacción	Sin ningún medio	 No aplicable	3
50012	Alborge	Con calefacción	Con calefacción individual	Electricidad	2
50012	Alborge	Con calefacción	Con calefacción individual	Derivados del petróleo	29
50012	Alborge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
50012	Alborge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	5
50012	Alborge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
50012	Alborge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	5
50012	Alborge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50012	Alborge	Sin calefacción	Sin ningún medio	 No aplicable	2
50013	Alcalá de Ebro	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50013	Alcalá de Ebro	Con calefacción	Con calefacción individual	Gas	2
50013	Alcalá de Ebro	Con calefacción	Con calefacción individual	Electricidad	4
50013	Alcalá de Ebro	Con calefacción	Con calefacción individual	Derivados del petróleo	45
50013	Alcalá de Ebro	Con calefacción	Con calefacción individual	Madera	4
50013	Alcalá de Ebro	Con calefacción	Con calefacción individual	Otros	1
50013	Alcalá de Ebro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	7
50013	Alcalá de Ebro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	17
50013	Alcalá de Ebro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
50013	Alcalá de Ebro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	20
50013	Alcalá de Ebro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50013	Alcalá de Ebro	Sin calefacción	Sin ningún medio	 No aplicable	4
50014	Alcalá de Moncayo	Con calefacción	Con calefacción individual	Electricidad	1
50014	Alcalá de Moncayo	Con calefacción	Con calefacción individual	Derivados del petróleo	17
50014	Alcalá de Moncayo	Con calefacción	Con calefacción individual	Madera	2
50014	Alcalá de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	15
50014	Alcalá de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	15
50015	Alconchel de Ariza	Con calefacción	Con calefacción individual	Gas	1
50015	Alconchel de Ariza	Con calefacción	Con calefacción individual	Electricidad	9
50015	Alconchel de Ariza	Con calefacción	Con calefacción individual	Derivados del petróleo	25
50015	Alconchel de Ariza	Con calefacción	Con calefacción individual	Madera	15
50015	Alconchel de Ariza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
50015	Alconchel de Ariza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
50015	Alconchel de Ariza	Sin calefacción	Sin ningún medio	 No aplicable	1
50016	Aldehuela de Liestos	Con calefacción	Con calefacción individual	Derivados del petróleo	4
50016	Aldehuela de Liestos	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
50016	Aldehuela de Liestos	Sin calefacción	Sin ningún medio	 No aplicable	13
50017	Alfajarín	Con calefacción	Con calefacción colectiva	Gas	2
50017	Alfajarín	Con calefacción	Con calefacción colectiva	Electricidad	1
50017	Alfajarín	Con calefacción	Con calefacción colectiva	Derivados del petróleo	21
50017	Alfajarín	Con calefacción	Con calefacción colectiva	Derivados del carbón	2
50017	Alfajarín	Con calefacción	Con calefacción individual	Gas	41
50017	Alfajarín	Con calefacción	Con calefacción individual	Electricidad	20
50017	Alfajarín	Con calefacción	Con calefacción individual	Derivados del petróleo	316
50017	Alfajarín	Con calefacción	Con calefacción individual	Madera	46
50017	Alfajarín	Con calefacción	Con calefacción individual	Derivados del carbón	30
50017	Alfajarín	Con calefacción	Con calefacción individual	Otros	3
50017	Alfajarín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	17
50017	Alfajarín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	26
50017	Alfajarín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	5
50017	Alfajarín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	6
50017	Alfajarín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	5
50017	Alfajarín	Sin calefacción	Sin ningún medio	 No aplicable	18
50018	Alfamén	Con calefacción	Con calefacción individual	Gas	6
50018	Alfamén	Con calefacción	Con calefacción individual	Electricidad	63
50018	Alfamén	Con calefacción	Con calefacción individual	Derivados del petróleo	216
50018	Alfamén	Con calefacción	Con calefacción individual	Madera	7
50018	Alfamén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
50018	Alfamén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50018	Alfamén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50018	Alfamén	Sin calefacción	Sin ningún medio	 No aplicable	139
50019	Alforque	Con calefacción	Con calefacción individual	Electricidad	3
50019	Alforque	Con calefacción	Con calefacción individual	Derivados del petróleo	16
50019	Alforque	Con calefacción	Con calefacción individual	Madera	3
50019	Alforque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
50019	Alforque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
50019	Alforque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
50019	Alforque	Sin calefacción	Sin ningún medio	 No aplicable	8
50020	Alhama de Aragón	Con calefacción	Con calefacción colectiva	Gas	3
50020	Alhama de Aragón	Con calefacción	Con calefacción colectiva	Derivados del petróleo	16
50020	Alhama de Aragón	Con calefacción	Con calefacción individual	Gas	142
50020	Alhama de Aragón	Con calefacción	Con calefacción individual	Electricidad	16
50020	Alhama de Aragón	Con calefacción	Con calefacción individual	Derivados del petróleo	120
50020	Alhama de Aragón	Con calefacción	Con calefacción individual	Madera	11
50020	Alhama de Aragón	Con calefacción	Con calefacción individual	Derivados del carbón	8
50020	Alhama de Aragón	Con calefacción	Con calefacción individual	Otros	2
50020	Alhama de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	37
50020	Alhama de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	20
50020	Alhama de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	23
50020	Alhama de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	5
50020	Alhama de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	2
50020	Alhama de Aragón	Sin calefacción	Sin ningún medio	 No aplicable	54
50021	Almochuel	Con calefacción	Con calefacción individual	Derivados del petróleo	3
50021	Almochuel	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	21
50021	Almochuel	Sin calefacción	Sin ningún medio	 No aplicable	1
50022	Almolda (La)	Con calefacción	Con calefacción colectiva	Derivados del petróleo	7
50022	Almolda (La)	Con calefacción	Con calefacción individual	Gas	2
50022	Almolda (La)	Con calefacción	Con calefacción individual	Electricidad	4
50022	Almolda (La)	Con calefacción	Con calefacción individual	Derivados del petróleo	66
50022	Almolda (La)	Con calefacción	Con calefacción individual	Madera	12
50022	Almolda (La)	Con calefacción	Con calefacción individual	Derivados del carbón	1
50022	Almolda (La)	Con calefacción	Con calefacción individual	Otros	16
50022	Almolda (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	14
50022	Almolda (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	28
50022	Almolda (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
50022	Almolda (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	68
50022	Almolda (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	2
50022	Almolda (La)	Sin calefacción	Sin ningún medio	 No aplicable	8
50023	Almonacid de la Cuba	Con calefacción	Con calefacción colectiva	Gas	1
50023	Almonacid de la Cuba	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
50023	Almonacid de la Cuba	Con calefacción	Con calefacción individual	Gas	2
50023	Almonacid de la Cuba	Con calefacción	Con calefacción individual	Electricidad	4
50023	Almonacid de la Cuba	Con calefacción	Con calefacción individual	Derivados del petróleo	22
50023	Almonacid de la Cuba	Con calefacción	Con calefacción individual	Madera	3
50023	Almonacid de la Cuba	Con calefacción	Con calefacción individual	Otros	1
50023	Almonacid de la Cuba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	18
50023	Almonacid de la Cuba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	13
50023	Almonacid de la Cuba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	6
50023	Almonacid de la Cuba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	29
50023	Almonacid de la Cuba	Sin calefacción	Sin ningún medio	 No aplicable	23
50024	Almonacid de la Sierra	Con calefacción	Con calefacción individual	Gas	2
50024	Almonacid de la Sierra	Con calefacción	Con calefacción individual	Electricidad	40
50024	Almonacid de la Sierra	Con calefacción	Con calefacción individual	Derivados del petróleo	99
50024	Almonacid de la Sierra	Con calefacción	Con calefacción individual	Madera	34
50024	Almonacid de la Sierra	Con calefacción	Con calefacción individual	Otros	1
50024	Almonacid de la Sierra	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	35
50024	Almonacid de la Sierra	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	64
50024	Almonacid de la Sierra	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	28
50024	Almonacid de la Sierra	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	5
50024	Almonacid de la Sierra	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50024	Almonacid de la Sierra	Sin calefacción	Sin ningún medio	 No aplicable	8
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción colectiva	Gas	15
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción colectiva	Electricidad	6
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción colectiva	Derivados del petróleo	104
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción colectiva	Madera	3
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción colectiva	Derivados del carbón	1
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción individual	Gas	274
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción individual	Electricidad	252
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción individual	Derivados del petróleo	748
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción individual	Madera	68
50025	Almunia de Doña Godina (La)	Con calefacción	Con calefacción individual	Otros	1
50025	Almunia de Doña Godina (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	77
50025	Almunia de Doña Godina (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	198
50025	Almunia de Doña Godina (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	36
50025	Almunia de Doña Godina (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	51
50025	Almunia de Doña Godina (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	3
50025	Almunia de Doña Godina (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	3
50025	Almunia de Doña Godina (La)	Sin calefacción	Sin ningún medio	 No aplicable	157
50026	Alpartir	Con calefacción	Con calefacción individual	Gas	4
50026	Alpartir	Con calefacción	Con calefacción individual	Electricidad	7
50026	Alpartir	Con calefacción	Con calefacción individual	Derivados del petróleo	76
50026	Alpartir	Con calefacción	Con calefacción individual	Madera	3
50026	Alpartir	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
50026	Alpartir	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	87
50026	Alpartir	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50026	Alpartir	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	30
50026	Alpartir	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50026	Alpartir	Sin calefacción	Sin ningún medio	 No aplicable	12
50027	Ambel	Con calefacción	Con calefacción individual	Gas	3
50027	Ambel	Con calefacción	Con calefacción individual	Electricidad	16
50027	Ambel	Con calefacción	Con calefacción individual	Derivados del petróleo	53
50027	Ambel	Con calefacción	Con calefacción individual	Madera	9
50027	Ambel	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	11
50027	Ambel	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	5
50027	Ambel	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	45
50027	Ambel	Sin calefacción	Sin ningún medio	 No aplicable	5
50028	Anento	Con calefacción	Con calefacción colectiva	Gas	2
50028	Anento	Con calefacción	Con calefacción individual	Electricidad	2
50028	Anento	Con calefacción	Con calefacción individual	Derivados del petróleo	13
50028	Anento	Con calefacción	Con calefacción individual	Madera	4
50028	Anento	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
50028	Anento	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	8
50028	Anento	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50028	Anento	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	2
50028	Anento	Sin calefacción	Sin ningún medio	 No aplicable	7
50029	Aniñón	Con calefacción	Con calefacción colectiva	Derivados del petróleo	6
50029	Aniñón	Con calefacción	Con calefacción colectiva	Madera	1
50029	Aniñón	Con calefacción	Con calefacción individual	Electricidad	69
50029	Aniñón	Con calefacción	Con calefacción individual	Derivados del petróleo	109
50029	Aniñón	Con calefacción	Con calefacción individual	Madera	33
50029	Aniñón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	8
50029	Aniñón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	54
50029	Aniñón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	22
50029	Aniñón	Sin calefacción	Sin ningún medio	 No aplicable	19
50030	Añón de Moncayo	Con calefacción	Con calefacción individual	Gas	1
50030	Añón de Moncayo	Con calefacción	Con calefacción individual	Derivados del petróleo	35
50030	Añón de Moncayo	Con calefacción	Con calefacción individual	Madera	4
50030	Añón de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
50030	Añón de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	8
50030	Añón de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50030	Añón de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	63
50030	Añón de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50031	Aranda de Moncayo	Con calefacción	Con calefacción colectiva	Derivados del petróleo	4
50031	Aranda de Moncayo	Con calefacción	Con calefacción colectiva	Madera	1
50031	Aranda de Moncayo	Con calefacción	Con calefacción individual	Electricidad	4
50031	Aranda de Moncayo	Con calefacción	Con calefacción individual	Derivados del petróleo	17
50031	Aranda de Moncayo	Con calefacción	Con calefacción individual	Madera	3
50031	Aranda de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	18
50031	Aranda de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	14
50031	Aranda de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	7
50031	Aranda de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	13
50031	Aranda de Moncayo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50031	Aranda de Moncayo	Sin calefacción	Sin ningún medio	 No aplicable	17
50032	Arándiga	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50032	Arándiga	Con calefacción	Con calefacción individual	Electricidad	5
50032	Arándiga	Con calefacción	Con calefacción individual	Derivados del petróleo	40
50032	Arándiga	Con calefacción	Con calefacción individual	Madera	8
50032	Arándiga	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	62
50032	Arándiga	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	60
50032	Arándiga	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50032	Arándiga	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	16
50032	Arándiga	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50032	Arándiga	Sin calefacción	Sin ningún medio	 No aplicable	7
50033	Ardisa	Con calefacción	Con calefacción individual	Gas	1
50033	Ardisa	Con calefacción	Con calefacción individual	Derivados del petróleo	11
50033	Ardisa	Con calefacción	Con calefacción individual	Madera	1
50033	Ardisa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
50033	Ardisa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	2
50033	Ardisa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	13
50033	Ardisa	Sin calefacción	Sin ningún medio	 No aplicable	4
50034	Ariza	Con calefacción	Con calefacción colectiva	Gas	9
50034	Ariza	Con calefacción	Con calefacción colectiva	Electricidad	19
50034	Ariza	Con calefacción	Con calefacción colectiva	Derivados del petróleo	27
50034	Ariza	Con calefacción	Con calefacción colectiva	Madera	5
50034	Ariza	Con calefacción	Con calefacción individual	Gas	101
50034	Ariza	Con calefacción	Con calefacción individual	Electricidad	84
50034	Ariza	Con calefacción	Con calefacción individual	Derivados del petróleo	133
50034	Ariza	Con calefacción	Con calefacción individual	Madera	60
50034	Ariza	Con calefacción	Con calefacción individual	Derivados del carbón	2
50034	Ariza	Con calefacción	Con calefacción individual	Otros	6
50034	Ariza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	17
50034	Ariza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	12
50034	Ariza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	4
50034	Ariza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	4
50034	Ariza	Sin calefacción	Sin ningún medio	 No aplicable	8
50035	Artieda	Con calefacción	Con calefacción colectiva	Derivados del petróleo	3
50035	Artieda	Con calefacción	Con calefacción individual	Electricidad	2
50035	Artieda	Con calefacción	Con calefacción individual	Derivados del petróleo	23
50035	Artieda	Con calefacción	Con calefacción individual	Madera	2
50035	Artieda	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
50035	Artieda	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	4
50035	Artieda	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
50036	Asín	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50036	Asín	Con calefacción	Con calefacción individual	Derivados del petróleo	1
50036	Asín	Con calefacción	Con calefacción individual	Madera	1
50036	Asín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
50036	Asín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	26
50036	Asín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	6
50036	Asín	Sin calefacción	Sin ningún medio	 No aplicable	4
50037	Atea	Con calefacción	Con calefacción individual	Derivados del petróleo	14
50037	Atea	Con calefacción	Con calefacción individual	Madera	4
50037	Atea	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	29
50037	Atea	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50037	Atea	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	54
50037	Atea	Sin calefacción	Sin ningún medio	 No aplicable	4
50038	Ateca	Con calefacción	Con calefacción colectiva	Gas	2
50038	Ateca	Con calefacción	Con calefacción colectiva	Electricidad	15
