Municipio código	Municipio nombre	CCAA 2ª residencia, código	CCAA 2ª residencia, nombre	Número hogares
44009	Albarracín	10	Comunitat Valenciana	19
44009	Albarracín	09	Cataluña	3
44009	Albarracín	08	Castilla-La Mancha	2
44009	Albarracín	15	Navarra (Comunidad Foral de)	2
44009	Albarracín	13	Madrid (Comunidad de)	1
44010	Albentosa	10	Comunitat Valenciana	5
44010	Albentosa	02	Aragón	3
44011	Alcaine	02	Aragón	6
44011	Alcaine	09	Cataluña	5
44012	Alcalá de la Selva	10	Comunitat Valenciana	14
44012	Alcalá de la Selva	02	Aragón	6
44012	Alcalá de la Selva	09	Cataluña	3
44012	Alcalá de la Selva	07	Castilla y León	2
44012	Alcalá de la Selva	08	Castilla-La Mancha	2
44013	Alcañiz	02	Aragón	496
44013	Alcañiz	10	Comunitat Valenciana	88
44013	Alcañiz	09	Cataluña	81
44013	Alcañiz	01	Andalucía	8
44013	Alcañiz	07	Castilla y León	5
44013	Alcañiz	06	Cantabria	3
44013	Alcañiz	13	Madrid (Comunidad de)	3
44013	Alcañiz	04	Balears (Illes)	2
44013	Alcañiz	11	Extremadura	2
44013	Alcañiz	12	Galicia	2
44013	Alcañiz	03	Asturias (Principado de)	1
44013	Alcañiz	08	Castilla-La Mancha	1
44013	Alcañiz	14	Murcia (Región de)	1
44013	Alcañiz	15	Navarra (Comunidad Foral de)	1
44013	Alcañiz	16	País Vasco	1
44014	Alcorisa	02	Aragón	132
44014	Alcorisa	10	Comunitat Valenciana	73
44014	Alcorisa	09	Cataluña	31
44014	Alcorisa	11	Extremadura	4
44014	Alcorisa	01	Andalucía	3
44014	Alcorisa	07	Castilla y León	2
44014	Alcorisa	08	Castilla-La Mancha	2
44014	Alcorisa	12	Galicia	1
44016	Alfambra	02	Aragón	14
44016	Alfambra	10	Comunitat Valenciana	6
44016	Alfambra	09	Cataluña	1
44016	Alfambra	13	Madrid (Comunidad de)	1
44016	Alfambra	15	Navarra (Comunidad Foral de)	1
44016	Alfambra	17	Rioja (La)	1
44017	Aliaga	02	Aragón	37
44017	Aliaga	10	Comunitat Valenciana	8
44017	Aliaga	09	Cataluña	3
44018	Almohaja	02	Aragón	2
44018	Almohaja	01	Andalucía	1
44019	Alobras	02	Aragón	5
44019	Alobras	09	Cataluña	2
44019	Alobras	10	Comunitat Valenciana	2
44019	Alobras	13	Madrid (Comunidad de)	1
44020	Alpeñés	02	Aragón	2
44020	Alpeñés	10	Comunitat Valenciana	1
44021	Allepuz	09	Cataluña	1
44021	Allepuz	10	Comunitat Valenciana	1
44022	Alloza	02	Aragón	55
44022	Alloza	09	Cataluña	15
44022	Alloza	10	Comunitat Valenciana	6
44022	Alloza	13	Madrid (Comunidad de)	1
44025	Andorra	02	Aragón	459
44025	Andorra	10	Comunitat Valenciana	229
44025	Andorra	09	Cataluña	100
44025	Andorra	01	Andalucía	12
44025	Andorra	13	Madrid (Comunidad de)	5
44025	Andorra	07	Castilla y León	3
44025	Andorra	08	Castilla-La Mancha	3
44025	Andorra	11	Extremadura	3
44025	Andorra	03	Asturias (Principado de)	1
44025	Andorra	12	Galicia	1
44025	Andorra	14	Murcia (Región de)	1
44026	Arcos de las Salinas	10	Comunitat Valenciana	24
44026	Arcos de las Salinas	02	Aragón	1
44027	Arens de Lledó	02	Aragón	1
44027	Arens de Lledó	09	Cataluña	1
44028	Argente	02	Aragón	2
44028	Argente	10	Comunitat Valenciana	1
44029	Ariño	02	Aragón	60
44029	Ariño	09	Cataluña	4
44029	Ariño	01	Andalucía	1
44029	Ariño	03	Asturias (Principado de)	1
44029	Ariño	10	Comunitat Valenciana	1
44031	Azaila	02	Aragón	28
44031	Azaila	09	Cataluña	1
44032	Bádenas	02	Aragón	4
44033	Báguena	02	Aragón	51
44033	Báguena	10	Comunitat Valenciana	4
44033	Báguena	07	Castilla y León	1
44033	Báguena	09	Cataluña	1
44034	Bañón	02	Aragón	1
44034	Bañón	10	Comunitat Valenciana	1
44034	Bañón	17	Rioja (La)	1
44035	Barrachina	02	Aragón	14
44035	Barrachina	10	Comunitat Valenciana	2
44036	Bea	02	Aragón	6
44036	Bea	10	Comunitat Valenciana	1
44037	Beceite	02	Aragón	5
44037	Beceite	10	Comunitat Valenciana	4
44037	Beceite	09	Cataluña	2
44037	Beceite	07	Castilla y León	1
44038	Belmonte de San José	02	Aragón	6
44038	Belmonte de San José	09	Cataluña	4
44039	Bello	02	Aragón	9
44039	Bello	10	Comunitat Valenciana	3
44039	Bello	08	Castilla-La Mancha	1
44039	Bello	09	Cataluña	1
44039	Bello	15	Navarra (Comunidad Foral de)	1
44040	Berge	02	Aragón	5
44040	Berge	10	Comunitat Valenciana	3
44041	Bezas	02	Aragón	3
44041	Bezas	10	Comunitat Valenciana	2
44042	Blancas	10	Comunitat Valenciana	2
44043	Blesa	02	Aragón	15
44043	Blesa	09	Cataluña	2
44044	Bordón	02	Aragón	6
44044	Bordón	09	Cataluña	2
44044	Bordón	03	Asturias (Principado de)	1
44045	Bronchales	10	Comunitat Valenciana	27
44045	Bronchales	02	Aragón	22
44045	Bronchales	09	Cataluña	2
44045	Bronchales	08	Castilla-La Mancha	1
44045	Bronchales	13	Madrid (Comunidad de)	1
44046	Bueña	02	Aragón	3
44046	Bueña	10	Comunitat Valenciana	2
44047	Burbáguena	02	Aragón	17
44047	Burbáguena	10	Comunitat Valenciana	2
44047	Burbáguena	13	Madrid (Comunidad de)	1
44048	Cabra de Mora	10	Comunitat Valenciana	10
44048	Cabra de Mora	02	Aragón	5
44048	Cabra de Mora	09	Cataluña	2
44049	Calaceite	02	Aragón	58
44049	Calaceite	09	Cataluña	16
44049	Calaceite	10	Comunitat Valenciana	1
44050	Calamocha	02	Aragón	221
44050	Calamocha	10	Comunitat Valenciana	55
44050	Calamocha	09	Cataluña	8
44050	Calamocha	07	Castilla y León	7
44050	Calamocha	08	Castilla-La Mancha	2
44050	Calamocha	13	Madrid (Comunidad de)	2
44050	Calamocha	03	Asturias (Principado de)	1
44050	Calamocha	12	Galicia	1
44050	Calamocha	16	País Vasco	1
44051	Calanda	02	Aragón	104
44051	Calanda	10	Comunitat Valenciana	37
44051	Calanda	09	Cataluña	31
44051	Calanda	07	Castilla y León	6
44051	Calanda	01	Andalucía	5
44051	Calanda	12	Galicia	2
44051	Calanda	13	Madrid (Comunidad de)	2
44051	Calanda	15	Navarra (Comunidad Foral de)	1
44052	Calomarde	02	Aragón	8
44052	Calomarde	09	Cataluña	3
44052	Calomarde	10	Comunitat Valenciana	1
44053	Camañas	10	Comunitat Valenciana	2
44053	Camañas	02	Aragón	1
44054	Camarena de la Sierra	02	Aragón	7
44054	Camarena de la Sierra	10	Comunitat Valenciana	7
44054	Camarena de la Sierra	01	Andalucía	1
44055	Camarillas	02	Aragón	4
44055	Camarillas	10	Comunitat Valenciana	2
44056	Caminreal	02	Aragón	18
44056	Caminreal	10	Comunitat Valenciana	11
44056	Caminreal	01	Andalucía	2
44056	Caminreal	07	Castilla y León	1
44059	Cantavieja	02	Aragón	72
44059	Cantavieja	10	Comunitat Valenciana	24
44059	Cantavieja	09	Cataluña	3
44059	Cantavieja	01	Andalucía	1
44060	Cañada de Benatanduz	02	Aragón	6
44060	Cañada de Benatanduz	10	Comunitat Valenciana	1
44061	Cañada de Verich (La)	02	Aragón	10
44061	Cañada de Verich (La)	10	Comunitat Valenciana	1
44062	Cañada Vellida	02	Aragón	6
44062	Cañada Vellida	10	Comunitat Valenciana	1
44063	Cañizar del Olivar	02	Aragón	4
44063	Cañizar del Olivar	10	Comunitat Valenciana	4
44063	Cañizar del Olivar	09	Cataluña	3
44063	Cañizar del Olivar	13	Madrid (Comunidad de)	1
44064	Cascante del Río	02	Aragón	2
44064	Cascante del Río	10	Comunitat Valenciana	1
44065	Castejón de Tornos	02	Aragón	20
44065	Castejón de Tornos	09	Cataluña	1
44066	Castel de Cabra	02	Aragón	9
44066	Castel de Cabra	10	Comunitat Valenciana	2
44066	Castel de Cabra	09	Cataluña	1
44067	Castelnou	02	Aragón	3
44067	Castelnou	09	Cataluña	3
44068	Castelserás	02	Aragón	12
44068	Castelserás	09	Cataluña	9
44068	Castelserás	10	Comunitat Valenciana	1
44070	Castellar (El)	02	Aragón	9
44070	Castellar (El)	10	Comunitat Valenciana	2
44071	Castellote	02	Aragón	36
44071	Castellote	10	Comunitat Valenciana	6
44071	Castellote	09	Cataluña	5
44071	Castellote	07	Castilla y León	1
44074	Cedrillas	02	Aragón	11
44074	Cedrillas	10	Comunitat Valenciana	7
44075	Celadas	02	Aragón	12
44076	Cella	02	Aragón	81
44076	Cella	10	Comunitat Valenciana	33
44076	Cella	08	Castilla-La Mancha	6
44076	Cella	09	Cataluña	3
44076	Cella	13	Madrid (Comunidad de)	2
44076	Cella	01	Andalucía	1
44076	Cella	12	Galicia	1
44077	Cerollera (La)	02	Aragón	6
44077	Cerollera (La)	09	Cataluña	2
44080	Codoñera (La)	02	Aragón	14
44080	Codoñera (La)	09	Cataluña	8
44082	Corbalán	02	Aragón	11
44082	Corbalán	10	Comunitat Valenciana	2
44084	Cortes de Aragón	02	Aragón	15
44084	Cortes de Aragón	09	Cataluña	3
44084	Cortes de Aragón	01	Andalucía	1
44085	Cosa	02	Aragón	1
44085	Cosa	10	Comunitat Valenciana	1
44086	Cretas	09	Cataluña	9
44086	Cretas	02	Aragón	7
44086	Cretas	10	Comunitat Valenciana	2
44087	Crivillén	02	Aragón	5
44088	Cuba (La)	10	Comunitat Valenciana	3
44089	Cubla	02	Aragón	10
44090	Cucalón	02	Aragón	15
44092	Cuervo (El)	02	Aragón	7
44092	Cuervo (El)	10	Comunitat Valenciana	3
44092	Cuervo (El)	07	Castilla y León	1
44092	Cuervo (El)	09	Cataluña	1
44093	Cuevas de Almudén	02	Aragón	2
44093	Cuevas de Almudén	10	Comunitat Valenciana	2
44093	Cuevas de Almudén	09	Cataluña	1
44094	Cuevas Labradas	02	Aragón	6
44096	Ejulve	02	Aragón	7
44096	Ejulve	09	Cataluña	2
44097	Escorihuela	02	Aragón	3
44097	Escorihuela	09	Cataluña	1
44097	Escorihuela	10	Comunitat Valenciana	1
44099	Escucha	02	Aragón	35
44099	Escucha	10	Comunitat Valenciana	29
44099	Escucha	09	Cataluña	2
44099	Escucha	01	Andalucía	1
44099	Escucha	07	Castilla y León	1
44099	Escucha	08	Castilla-La Mancha	1
44099	Escucha	12	Galicia	1
44100	Estercuel	02	Aragón	23
44100	Estercuel	09	Cataluña	10
44100	Estercuel	10	Comunitat Valenciana	6
44100	Estercuel	11	Extremadura	1
44101	Ferreruela de Huerva	02	Aragón	11
44101	Ferreruela de Huerva	10	Comunitat Valenciana	1
44102	Fonfría	02	Aragón	4
44103	Formiche Alto	02	Aragón	20
44103	Formiche Alto	10	Comunitat Valenciana	3
44105	Fórnoles	02	Aragón	13
44105	Fórnoles	09	Cataluña	1
44106	Fortanete	02	Aragón	12
44106	Fortanete	10	Comunitat Valenciana	3
44106	Fortanete	09	Cataluña	2
44107	Foz-Calanda	02	Aragón	11
44108	Fresneda (La)	02	Aragón	5
44108	Fresneda (La)	09	Cataluña	2
44109	Frías de Albarracín	02	Aragón	18
44109	Frías de Albarracín	10	Comunitat Valenciana	7
44109	Frías de Albarracín	09	Cataluña	1
44111	Fuentes Calientes	02	Aragón	6
44111	Fuentes Calientes	10	Comunitat Valenciana	1
44112	Fuentes Claras	02	Aragón	6
44112	Fuentes Claras	10	Comunitat Valenciana	1
44113	Fuentes de Rubielos	02	Aragón	1
44113	Fuentes de Rubielos	04	Balears (Illes)	1
44113	Fuentes de Rubielos	09	Cataluña	1
44114	Fuentespalda	09	Cataluña	6
44114	Fuentespalda	10	Comunitat Valenciana	4
44114	Fuentespalda	02	Aragón	3
44115	Galve	02	Aragón	18
44115	Galve	10	Comunitat Valenciana	5
44116	Gargallo	02	Aragón	6
44116	Gargallo	10	Comunitat Valenciana	1
44117	Gea de Albarracín	02	Aragón	11
44117	Gea de Albarracín	09	Cataluña	3
44117	Gea de Albarracín	10	Comunitat Valenciana	3
44117	Gea de Albarracín	08	Castilla-La Mancha	1
44118	Ginebrosa (La)	02	Aragón	16
44118	Ginebrosa (La)	09	Cataluña	5
44119	Griegos	02	Aragón	3
44120	Guadalaviar	01	Andalucía	10
44120	Guadalaviar	02	Aragón	5
44120	Guadalaviar	08	Castilla-La Mancha	3
44120	Guadalaviar	09	Cataluña	2
44120	Guadalaviar	07	Castilla y León	1
44120	Guadalaviar	13	Madrid (Comunidad de)	1
44121	Gúdar	10	Comunitat Valenciana	2
44121	Gúdar	02	Aragón	1
44122	Híjar	02	Aragón	48
44122	Híjar	09	Cataluña	11
44122	Híjar	10	Comunitat Valenciana	2
44122	Híjar	13	Madrid (Comunidad de)	2
44122	Híjar	01	Andalucía	1
44122	Híjar	08	Castilla-La Mancha	1
44123	Hinojosa de Jarque	02	Aragón	16
44123	Hinojosa de Jarque	09	Cataluña	4
44123	Hinojosa de Jarque	10	Comunitat Valenciana	1
44124	Hoz de la Vieja (La)	02	Aragón	14
44124	Hoz de la Vieja (La)	09	Cataluña	7
44125	Huesa del Común	02	Aragón	16
44125	Huesa del Común	09	Cataluña	1
44126	Iglesuela del Cid (La)	10	Comunitat Valenciana	31
44126	Iglesuela del Cid (La)	02	Aragón	10
44126	Iglesuela del Cid (La)	07	Castilla y León	1
44126	Iglesuela del Cid (La)	08	Castilla-La Mancha	1
44126	Iglesuela del Cid (La)	09	Cataluña	1
44127	Jabaloyas	02	Aragón	12
44127	Jabaloyas	10	Comunitat Valenciana	2
44127	Jabaloyas	09	Cataluña	1
44128	Jarque de la Val	02	Aragón	9
44128	Jarque de la Val	10	Comunitat Valenciana	3
44128	Jarque de la Val	09	Cataluña	1
44129	Jatiel	02	Aragón	5
44129	Jatiel	09	Cataluña	1
44131	Josa	02	Aragón	11
44132	Lagueruela	02	Aragón	6
44133	Lanzuela	02	Aragón	3
44135	Libros	02	Aragón	11
44135	Libros	10	Comunitat Valenciana	2
44136	Lidón	02	Aragón	1
44137	Linares de Mora	10	Comunitat Valenciana	11
44137	Linares de Mora	02	Aragón	9
44138	Loscos	02	Aragón	24
44138	Loscos	07	Castilla y León	1
44138	Loscos	10	Comunitat Valenciana	1
44138	Loscos	13	Madrid (Comunidad de)	1
44141	Lledó	02	Aragón	2
44141	Lledó	09	Cataluña	1
44142	Maicas	02	Aragón	24
44142	Maicas	08	Castilla-La Mancha	1
44142	Maicas	09	Cataluña	1
44143	Manzanera	10	Comunitat Valenciana	27
44143	Manzanera	02	Aragón	11
44143	Manzanera	09	Cataluña	5
44144	Martín del Río	02	Aragón	29
44144	Martín del Río	10	Comunitat Valenciana	6
44144	Martín del Río	09	Cataluña	2
44144	Martín del Río	08	Castilla-La Mancha	1
44145	Mas de las Matas	02	Aragón	44
44145	Mas de las Matas	10	Comunitat Valenciana	22
44145	Mas de las Matas	09	Cataluña	8
44145	Mas de las Matas	13	Madrid (Comunidad de)	2
44146	Mata de los Olmos (La)	02	Aragón	13
44146	Mata de los Olmos (La)	09	Cataluña	1
44146	Mata de los Olmos (La)	16	País Vasco	1
44147	Mazaleón	02	Aragón	31
44147	Mazaleón	09	Cataluña	10
44147	Mazaleón	10	Comunitat Valenciana	3
44148	Mezquita de Jarque	02	Aragón	8
44148	Mezquita de Jarque	10	Comunitat Valenciana	2
44150	Miravete de la Sierra	02	Aragón	3
44150	Miravete de la Sierra	09	Cataluña	1
44150	Miravete de la Sierra	10	Comunitat Valenciana	1
44150	Miravete de la Sierra	13	Madrid (Comunidad de)	1
44151	Molinos	02	Aragón	32
44151	Molinos	09	Cataluña	8
44151	Molinos	10	Comunitat Valenciana	3
44152	Monforte de Moyuela	02	Aragón	19
44153	Monreal del Campo	02	Aragón	69
44153	Monreal del Campo	10	Comunitat Valenciana	18
44153	Monreal del Campo	08	Castilla-La Mancha	5
44153	Monreal del Campo	09	Cataluña	2
44153	Monreal del Campo	13	Madrid (Comunidad de)	2
44153	Monreal del Campo	01	Andalucía	1
44154	Monroyo	02	Aragón	4
44154	Monroyo	09	Cataluña	4
44155	Montalbán	02	Aragón	105
44155	Montalbán	10	Comunitat Valenciana	15
44155	Montalbán	09	Cataluña	8
44155	Montalbán	01	Andalucía	3
44155	Montalbán	08	Castilla-La Mancha	3
44155	Montalbán	13	Madrid (Comunidad de)	1
44157	Monterde de Albarracín	02	Aragón	6
44157	Monterde de Albarracín	10	Comunitat Valenciana	2
44158	Mora de Rubielos	10	Comunitat Valenciana	34
44158	Mora de Rubielos	02	Aragón	26
44158	Mora de Rubielos	09	Cataluña	4
44158	Mora de Rubielos	01	Andalucía	2
44158	Mora de Rubielos	13	Madrid (Comunidad de)	2
44158	Mora de Rubielos	05	Canarias	1
44159	Moscardón	02	Aragón	6
44159	Moscardón	09	Cataluña	2
44159	Moscardón	10	Comunitat Valenciana	1
44160	Mosqueruela	10	Comunitat Valenciana	19
44160	Mosqueruela	02	Aragón	17
44161	Muniesa	02	Aragón	96
44161	Muniesa	10	Comunitat Valenciana	3
44161	Muniesa	09	Cataluña	1
44161	Muniesa	14	Murcia (Región de)	1
44163	Noguera de Albarracín	02	Aragón	16
44163	Noguera de Albarracín	10	Comunitat Valenciana	4
44163	Noguera de Albarracín	08	Castilla-La Mancha	2
44163	Noguera de Albarracín	09	Cataluña	1
44164	Nogueras	02	Aragón	3
44165	Nogueruelas	02	Aragón	8
44165	Nogueruelas	09	Cataluña	5
44165	Nogueruelas	10	Comunitat Valenciana	3
44167	Obón	02	Aragón	11
44167	Obón	09	Cataluña	5
44167	Obón	10	Comunitat Valenciana	2
44168	Odón	02	Aragón	2
44169	Ojos Negros	02	Aragón	27
44169	Ojos Negros	09	Cataluña	6
44169	Ojos Negros	10	Comunitat Valenciana	2
44171	Olba	10	Comunitat Valenciana	4
44171	Olba	02	Aragón	3
44172	Oliete	02	Aragón	19
44172	Oliete	09	Cataluña	3
44172	Oliete	10	Comunitat Valenciana	2
44173	Olmos (Los)	02	Aragón	8
44173	Olmos (Los)	09	Cataluña	2
44173	Olmos (Los)	08	Castilla-La Mancha	1
44173	Olmos (Los)	10	Comunitat Valenciana	1
44174	Orihuela del Tremedal	02	Aragón	22
44174	Orihuela del Tremedal	10	Comunitat Valenciana	21
44174	Orihuela del Tremedal	08	Castilla-La Mancha	3
44174	Orihuela del Tremedal	01	Andalucía	1
44174	Orihuela del Tremedal	09	Cataluña	1
44174	Orihuela del Tremedal	14	Murcia (Región de)	1
44175	Orrios	02	Aragón	5
44175	Orrios	09	Cataluña	1
44176	Palomar de Arroyos	02	Aragón	7
44176	Palomar de Arroyos	10	Comunitat Valenciana	2
44177	Pancrudo	02	Aragón	15
44177	Pancrudo	09	Cataluña	2
44177	Pancrudo	10	Comunitat Valenciana	2
44179	Peñarroya de Tastavins	02	Aragón	6
44179	Peñarroya de Tastavins	09	Cataluña	4
44179	Peñarroya de Tastavins	10	Comunitat Valenciana	4
44180	Peracense	02	Aragón	21
44180	Peracense	10	Comunitat Valenciana	5
44180	Peracense	13	Madrid (Comunidad de)	1
44181	Peralejos	02	Aragón	2
44181	Peralejos	10	Comunitat Valenciana	2
44182	Perales del Alfambra	02	Aragón	29
44182	Perales del Alfambra	10	Comunitat Valenciana	4
44182	Perales del Alfambra	09	Cataluña	1
44182	Perales del Alfambra	13	Madrid (Comunidad de)	1
44183	Pitarque	02	Aragón	4
44183	Pitarque	10	Comunitat Valenciana	4
44183	Pitarque	09	Cataluña	1
44184	Plou	02	Aragón	8
44184	Plou	09	Cataluña	3
44185	Pobo (El)	02	Aragón	2
44185	Pobo (El)	10	Comunitat Valenciana	1
44187	Portellada (La)	02	Aragón	11
44187	Portellada (La)	09	Cataluña	10
44187	Portellada (La)	07	Castilla y León	1
44187	Portellada (La)	16	País Vasco	1
44189	Pozondón	02	Aragón	3
44189	Pozondón	10	Comunitat Valenciana	2
44189	Pozondón	13	Madrid (Comunidad de)	1
44190	Pozuel del Campo	02	Aragón	11
44190	Pozuel del Campo	10	Comunitat Valenciana	3
44190	Pozuel del Campo	09	Cataluña	2
44190	Pozuel del Campo	13	Madrid (Comunidad de)	1
44191	Puebla de Híjar (La)	02	Aragón	73
44191	Puebla de Híjar (La)	09	Cataluña	9
44191	Puebla de Híjar (La)	01	Andalucía	2
44191	Puebla de Híjar (La)	07	Castilla y León	1
44191	Puebla de Híjar (La)	10	Comunitat Valenciana	1
44191	Puebla de Híjar (La)	12	Galicia	1
44192	Puebla de Valverde (La)	02	Aragón	27
44192	Puebla de Valverde (La)	10	Comunitat Valenciana	18
44192	Puebla de Valverde (La)	09	Cataluña	2
44193	Puertomingalvo	10	Comunitat Valenciana	6
44193	Puertomingalvo	02	Aragón	4
44194	Ráfales	02	Aragón	5
44194	Ráfales	09	Cataluña	3
44194	Ráfales	10	Comunitat Valenciana	1
44195	Rillo	02	Aragón	6
44195	Rillo	10	Comunitat Valenciana	4
44195	Rillo	09	Cataluña	1
44195	Rillo	12	Galicia	1
44197	Ródenas	02	Aragón	5
44198	Royuela	02	Aragón	32
44198	Royuela	09	Cataluña	1
44198	Royuela	10	Comunitat Valenciana	1
44199	Rubiales	02	Aragón	4
44199	Rubiales	10	Comunitat Valenciana	2
44199	Rubiales	09	Cataluña	1
44200	Rubielos de la Cérida	10	Comunitat Valenciana	2
44201	Rubielos de Mora	10	Comunitat Valenciana	22
44201	Rubielos de Mora	02	Aragón	10
44201	Rubielos de Mora	09	Cataluña	4
44201	Rubielos de Mora	01	Andalucía	1
44201	Rubielos de Mora	14	Murcia (Región de)	1
44204	Saldón	02	Aragón	4
44204	Saldón	13	Madrid (Comunidad de)	2
44205	Samper de Calanda	02	Aragón	44
44205	Samper de Calanda	09	Cataluña	7
44205	Samper de Calanda	10	Comunitat Valenciana	3
44206	San Agustín	02	Aragón	3
44206	San Agustín	10	Comunitat Valenciana	2
44207	San Martín del Río	02	Aragón	7
44207	San Martín del Río	10	Comunitat Valenciana	1
44208	Santa Cruz de Nogueras	02	Aragón	9
44208	Santa Cruz de Nogueras	10	Comunitat Valenciana	1
44209	Santa Eulalia	10	Comunitat Valenciana	7
44209	Santa Eulalia	02	Aragón	3
44209	Santa Eulalia	01	Andalucía	1
44210	Sarrión	10	Comunitat Valenciana	26
44210	Sarrión	02	Aragón	16
44210	Sarrión	09	Cataluña	4
44210	Sarrión	13	Madrid (Comunidad de)	2
44210	Sarrión	04	Balears (Illes)	1
44210	Sarrión	08	Castilla-La Mancha	1
44210	Sarrión	14	Murcia (Región de)	1
44211	Segura de los Baños	09	Cataluña	1
44212	Seno	02	Aragón	1
44212	Seno	09	Cataluña	1
44213	Singra	02	Aragón	8
44213	Singra	10	Comunitat Valenciana	1
44215	Terriente	02	Aragón	12
44216	Teruel	02	Aragón	1666
44216	Teruel	10	Comunitat Valenciana	525
44216	Teruel	08	Castilla-La Mancha	65
44216	Teruel	09	Cataluña	31
44216	Teruel	07	Castilla y León	23
44216	Teruel	13	Madrid (Comunidad de)	19
44216	Teruel	01	Andalucía	14
44216	Teruel	12	Galicia	12
44216	Teruel	14	Murcia (Región de)	10
44216	Teruel	06	Cantabria	4
44216	Teruel	03	Asturias (Principado de)	3
44216	Teruel	04	Balears (Illes)	3
44216	Teruel	15	Navarra (Comunidad Foral de)	2
44216	Teruel	11	Extremadura	1
44216	Teruel	16	País Vasco	1
44216	Teruel	17	Rioja (La)	1
44217	Toril y Masegoso	02	Aragón	2
44218	Tormón	02	Aragón	3
44218	Tormón	09	Cataluña	1
44219	Tornos	02	Aragón	18
44219	Tornos	09	Cataluña	2
44219	Tornos	10	Comunitat Valenciana	2
44220	Torralba de los Sisones	02	Aragón	11
44220	Torralba de los Sisones	09	Cataluña	4
44220	Torralba de los Sisones	10	Comunitat Valenciana	3
44221	Torrecilla de Alcañiz	10	Comunitat Valenciana	3
44221	Torrecilla de Alcañiz	02	Aragón	2
44221	Torrecilla de Alcañiz	09	Cataluña	2
44222	Torrecilla del Rebollar	02	Aragón	38
44222	Torrecilla del Rebollar	10	Comunitat Valenciana	2
44222	Torrecilla del Rebollar	09	Cataluña	1
44222	Torrecilla del Rebollar	13	Madrid (Comunidad de)	1
44223	Torre de Arcas	02	Aragón	7
44224	Torre de las Arcas	02	Aragón	1
44224	Torre de las Arcas	09	Cataluña	1
44225	Torre del Compte	02	Aragón	6
44226	Torrelacárcel	02	Aragón	10
44226	Torrelacárcel	09	Cataluña	1
44226	Torrelacárcel	10	Comunitat Valenciana	1
44226	Torrelacárcel	12	Galicia	1
44227	Torre los Negros	02	Aragón	12
44227	Torre los Negros	10	Comunitat Valenciana	1
44228	Torremocha de Jiloca	02	Aragón	4
44228	Torremocha de Jiloca	10	Comunitat Valenciana	1
44229	Torres de Albarracín	02	Aragón	23
44229	Torres de Albarracín	10	Comunitat Valenciana	6
44229	Torres de Albarracín	08	Castilla-La Mancha	1
44229	Torres de Albarracín	13	Madrid (Comunidad de)	1
44230	Torrevelilla	02	Aragón	3
44230	Torrevelilla	10	Comunitat Valenciana	1
44230	Torrevelilla	16	País Vasco	1
44231	Torrijas	10	Comunitat Valenciana	7
44231	Torrijas	02	Aragón	1
44231	Torrijas	09	Cataluña	1
44232	Torrijo del Campo	02	Aragón	30
44232	Torrijo del Campo	10	Comunitat Valenciana	7
44232	Torrijo del Campo	09	Cataluña	5
44232	Torrijo del Campo	13	Madrid (Comunidad de)	2
44232	Torrijo del Campo	07	Castilla y León	1
44232	Torrijo del Campo	16	País Vasco	1
44234	Tramacastiel	02	Aragón	9
44234	Tramacastiel	10	Comunitat Valenciana	1
44235	Tramacastilla	02	Aragón	14
44235	Tramacastilla	10	Comunitat Valenciana	5
44235	Tramacastilla	09	Cataluña	1
44236	Tronchón	02	Aragón	1
44236	Tronchón	09	Cataluña	1
44237	Urrea de Gaén	02	Aragón	26
44237	Urrea de Gaén	09	Cataluña	5
44237	Urrea de Gaén	10	Comunitat Valenciana	3
44237	Urrea de Gaén	13	Madrid (Comunidad de)	1
44237	Urrea de Gaén	17	Rioja (La)	1
44238	Utrillas	02	Aragón	130
44238	Utrillas	10	Comunitat Valenciana	78
44238	Utrillas	09	Cataluña	19
44238	Utrillas	01	Andalucía	17
44238	Utrillas	08	Castilla-La Mancha	3
44238	Utrillas	14	Murcia (Región de)	3
44238	Utrillas	07	Castilla y León	1
44238	Utrillas	12	Galicia	1
44238	Utrillas	13	Madrid (Comunidad de)	1
44240	Valbona	10	Comunitat Valenciana	6
44240	Valbona	02	Aragón	1
44240	Valbona	08	Castilla-La Mancha	1
44240	Valbona	09	Cataluña	1
44241	Valdealgorfa	02	Aragón	21
44241	Valdealgorfa	09	Cataluña	7
44241	Valdealgorfa	10	Comunitat Valenciana	2
44243	Valdecuenca	02	Aragón	5
44243	Valdecuenca	10	Comunitat Valenciana	1
44244	Valdelinares	10	Comunitat Valenciana	14
44244	Valdelinares	02	Aragón	3
44244	Valdelinares	08	Castilla-La Mancha	1
44244	Valdelinares	09	Cataluña	1
44245	Valdeltormo	09	Cataluña	7
44245	Valdeltormo	02	Aragón	5
44246	Valderrobres	02	Aragón	18
44246	Valderrobres	09	Cataluña	12
44246	Valderrobres	10	Comunitat Valenciana	10
44247	Valjunquera	02	Aragón	7
44247	Valjunquera	09	Cataluña	7
44247	Valjunquera	16	País Vasco	1
44249	Vallecillo (El)	02	Aragón	4
44249	Vallecillo (El)	09	Cataluña	3
44249	Vallecillo (El)	10	Comunitat Valenciana	1
44249	Vallecillo (El)	15	Navarra (Comunidad Foral de)	1
44250	Veguillas de la Sierra	02	Aragón	3
44250	Veguillas de la Sierra	09	Cataluña	1
44251	Villafranca del Campo	02	Aragón	12
44251	Villafranca del Campo	10	Comunitat Valenciana	2
