Municipio código	Municipio nombre	Explotaciones	Porcentaje de SAU en propiedad del titular
50138	Lechón	1	b) < 10% de la SAU en propiedad
50138	Lechón	1	c) >=10% a < 25%  de la SAU en propiedad
50138	Lechón	3	d) >=25% a < 50%  de la SAU en propiedad
50138	Lechón	1	e) >=50% a < 75%  de la SAU en propiedad
50138	Lechón	6	g) >= 90%  de la SAU en propiedad
50139	Letux	4	a) No hay SAU
50139	Letux	10	b) < 10% de la SAU en propiedad
50139	Letux	3	c) >=10% a < 25%  de la SAU en propiedad
50139	Letux	4	d) >=25% a < 50%  de la SAU en propiedad
50139	Letux	7	e) >=50% a < 75%  de la SAU en propiedad
50139	Letux	3	f) >= 75% a < 90%  de la SAU en propiedad
50139	Letux	43	g) >= 90%  de la SAU en propiedad
50140	Litago	1	c) >=10% a < 25%  de la SAU en propiedad
50140	Litago	1	f) >= 75% a < 90%  de la SAU en propiedad
50140	Litago	19	g) >= 90%  de la SAU en propiedad
50141	Lituénigo	2	b) < 10% de la SAU en propiedad
50141	Lituénigo	1	c) >=10% a < 25%  de la SAU en propiedad
50141	Lituénigo	2	e) >=50% a < 75%  de la SAU en propiedad
50141	Lituénigo	1	f) >= 75% a < 90%  de la SAU en propiedad
50141	Lituénigo	16	g) >= 90%  de la SAU en propiedad
50142	Lobera de Onsella	2	b) < 10% de la SAU en propiedad
50142	Lobera de Onsella	2	d) >=25% a < 50%  de la SAU en propiedad
50142	Lobera de Onsella	10	g) >= 90%  de la SAU en propiedad
50143	Longares	2	a) No hay SAU
50143	Longares	10	b) < 10% de la SAU en propiedad
50143	Longares	9	c) >=10% a < 25%  de la SAU en propiedad
50143	Longares	4	d) >=25% a < 50%  de la SAU en propiedad
50143	Longares	7	e) >=50% a < 75%  de la SAU en propiedad
50143	Longares	6	f) >= 75% a < 90%  de la SAU en propiedad
50143	Longares	149	g) >= 90%  de la SAU en propiedad
50144	Longás	1	b) < 10% de la SAU en propiedad
50144	Longás	1	c) >=10% a < 25%  de la SAU en propiedad
50144	Longás	5	g) >= 90%  de la SAU en propiedad
50146	Lucena de Jalón	1	a) No hay SAU
50146	Lucena de Jalón	3	b) < 10% de la SAU en propiedad
50146	Lucena de Jalón	2	c) >=10% a < 25%  de la SAU en propiedad
50146	Lucena de Jalón	1	d) >=25% a < 50%  de la SAU en propiedad
50146	Lucena de Jalón	1	e) >=50% a < 75%  de la SAU en propiedad
50146	Lucena de Jalón	1	f) >= 75% a < 90%  de la SAU en propiedad
50146	Lucena de Jalón	37	g) >= 90%  de la SAU en propiedad
50147	Luceni	6	a) No hay SAU
50147	Luceni	5	b) < 10% de la SAU en propiedad
50147	Luceni	7	c) >=10% a < 25%  de la SAU en propiedad
50147	Luceni	5	d) >=25% a < 50%  de la SAU en propiedad
50147	Luceni	9	e) >=50% a < 75%  de la SAU en propiedad
50147	Luceni	3	f) >= 75% a < 90%  de la SAU en propiedad
50147	Luceni	18	g) >= 90%  de la SAU en propiedad
50148	Luesia	1	a) No hay SAU
50148	Luesia	11	b) < 10% de la SAU en propiedad
50148	Luesia	8	c) >=10% a < 25%  de la SAU en propiedad
50148	Luesia	6	d) >=25% a < 50%  de la SAU en propiedad
50148	Luesia	3	e) >=50% a < 75%  de la SAU en propiedad
50148	Luesia	5	f) >= 75% a < 90%  de la SAU en propiedad
50148	Luesia	30	g) >= 90%  de la SAU en propiedad
50149	Luesma	5	b) < 10% de la SAU en propiedad
50149	Luesma	2	d) >=25% a < 50%  de la SAU en propiedad
50149	Luesma	2	e) >=50% a < 75%  de la SAU en propiedad
50149	Luesma	2	g) >= 90%  de la SAU en propiedad
50150	Lumpiaque	15	b) < 10% de la SAU en propiedad
50150	Lumpiaque	4	c) >=10% a < 25%  de la SAU en propiedad
50150	Lumpiaque	6	d) >=25% a < 50%  de la SAU en propiedad
50150	Lumpiaque	10	e) >=50% a < 75%  de la SAU en propiedad
50150	Lumpiaque	3	f) >= 75% a < 90%  de la SAU en propiedad
50150	Lumpiaque	69	g) >= 90%  de la SAU en propiedad
50151	Luna	4	a) No hay SAU
50151	Luna	67	b) < 10% de la SAU en propiedad
50151	Luna	21	c) >=10% a < 25%  de la SAU en propiedad
50151	Luna	19	d) >=25% a < 50%  de la SAU en propiedad
50151	Luna	28	e) >=50% a < 75%  de la SAU en propiedad
50151	Luna	15	f) >= 75% a < 90%  de la SAU en propiedad
50151	Luna	77	g) >= 90%  de la SAU en propiedad
50152	Maella	6	a) No hay SAU
50152	Maella	29	b) < 10% de la SAU en propiedad
50152	Maella	11	c) >=10% a < 25%  de la SAU en propiedad
50152	Maella	19	d) >=25% a < 50%  de la SAU en propiedad
50152	Maella	25	e) >=50% a < 75%  de la SAU en propiedad
50152	Maella	11	f) >= 75% a < 90%  de la SAU en propiedad
50152	Maella	293	g) >= 90%  de la SAU en propiedad
50153	Magallón	1	a) No hay SAU
50153	Magallón	14	b) < 10% de la SAU en propiedad
50153	Magallón	1	c) >=10% a < 25%  de la SAU en propiedad
50153	Magallón	8	d) >=25% a < 50%  de la SAU en propiedad
50153	Magallón	12	e) >=50% a < 75%  de la SAU en propiedad
50153	Magallón	9	f) >= 75% a < 90%  de la SAU en propiedad
50153	Magallón	132	g) >= 90%  de la SAU en propiedad
50154	Mainar	3	b) < 10% de la SAU en propiedad
50154	Mainar	3	c) >=10% a < 25%  de la SAU en propiedad
50154	Mainar	2	d) >=25% a < 50%  de la SAU en propiedad
50154	Mainar	4	e) >=50% a < 75%  de la SAU en propiedad
50154	Mainar	3	f) >= 75% a < 90%  de la SAU en propiedad
50154	Mainar	10	g) >= 90%  de la SAU en propiedad
50155	Malanquilla	3	b) < 10% de la SAU en propiedad
50155	Malanquilla	1	c) >=10% a < 25%  de la SAU en propiedad
50155	Malanquilla	3	d) >=25% a < 50%  de la SAU en propiedad
50155	Malanquilla	2	e) >=50% a < 75%  de la SAU en propiedad
50155	Malanquilla	3	f) >= 75% a < 90%  de la SAU en propiedad
50155	Malanquilla	15	g) >= 90%  de la SAU en propiedad
50156	Maleján	1	b) < 10% de la SAU en propiedad
50156	Maleján	1	d) >=25% a < 50%  de la SAU en propiedad
50156	Maleján	2	g) >= 90%  de la SAU en propiedad
50157	Malón	3	a) No hay SAU
50157	Malón	1	b) < 10% de la SAU en propiedad
50157	Malón	2	c) >=10% a < 25%  de la SAU en propiedad
50157	Malón	2	d) >=25% a < 50%  de la SAU en propiedad
50157	Malón	3	e) >=50% a < 75%  de la SAU en propiedad
50157	Malón	2	f) >= 75% a < 90%  de la SAU en propiedad
50157	Malón	45	g) >= 90%  de la SAU en propiedad
50159	Maluenda	2	a) No hay SAU
50159	Maluenda	4	b) < 10% de la SAU en propiedad
50159	Maluenda	5	c) >=10% a < 25%  de la SAU en propiedad
50159	Maluenda	3	d) >=25% a < 50%  de la SAU en propiedad
50159	Maluenda	5	e) >=50% a < 75%  de la SAU en propiedad
50159	Maluenda	3	f) >= 75% a < 90%  de la SAU en propiedad
50159	Maluenda	95	g) >= 90%  de la SAU en propiedad
50160	Mallén	9	a) No hay SAU
50160	Mallén	19	b) < 10% de la SAU en propiedad
50160	Mallén	8	c) >=10% a < 25%  de la SAU en propiedad
50160	Mallén	13	d) >=25% a < 50%  de la SAU en propiedad
50160	Mallén	22	e) >=50% a < 75%  de la SAU en propiedad
50160	Mallén	7	f) >= 75% a < 90%  de la SAU en propiedad
50160	Mallén	82	g) >= 90%  de la SAU en propiedad
50161	Manchones	1	a) No hay SAU
50161	Manchones	1	c) >=10% a < 25%  de la SAU en propiedad
50161	Manchones	1	d) >=25% a < 50%  de la SAU en propiedad
50161	Manchones	3	e) >=50% a < 75%  de la SAU en propiedad
50161	Manchones	1	f) >= 75% a < 90%  de la SAU en propiedad
50161	Manchones	15	g) >= 90%  de la SAU en propiedad
50162	Mara	6	b) < 10% de la SAU en propiedad
50162	Mara	3	c) >=10% a < 25%  de la SAU en propiedad
50162	Mara	4	d) >=25% a < 50%  de la SAU en propiedad
50162	Mara	4	e) >=50% a < 75%  de la SAU en propiedad
50162	Mara	36	g) >= 90%  de la SAU en propiedad
50163	María de Huerva	1	a) No hay SAU
50163	María de Huerva	10	b) < 10% de la SAU en propiedad
50163	María de Huerva	3	c) >=10% a < 25%  de la SAU en propiedad
50163	María de Huerva	4	d) >=25% a < 50%  de la SAU en propiedad
50163	María de Huerva	2	e) >=50% a < 75%  de la SAU en propiedad
50163	María de Huerva	3	f) >= 75% a < 90%  de la SAU en propiedad
50163	María de Huerva	13	g) >= 90%  de la SAU en propiedad
50164	Mediana de Aragón	2	a) No hay SAU
50164	Mediana de Aragón	10	b) < 10% de la SAU en propiedad
50164	Mediana de Aragón	3	c) >=10% a < 25%  de la SAU en propiedad
50164	Mediana de Aragón	7	d) >=25% a < 50%  de la SAU en propiedad
50164	Mediana de Aragón	8	e) >=50% a < 75%  de la SAU en propiedad
50164	Mediana de Aragón	3	f) >= 75% a < 90%  de la SAU en propiedad
50164	Mediana de Aragón	21	g) >= 90%  de la SAU en propiedad
50165	Mequinenza	2	a) No hay SAU
50165	Mequinenza	41	b) < 10% de la SAU en propiedad
50165	Mequinenza	8	c) >=10% a < 25%  de la SAU en propiedad
50165	Mequinenza	8	d) >=25% a < 50%  de la SAU en propiedad
50165	Mequinenza	28	e) >=50% a < 75%  de la SAU en propiedad
50165	Mequinenza	10	f) >= 75% a < 90%  de la SAU en propiedad
50165	Mequinenza	238	g) >= 90%  de la SAU en propiedad
50166	Mesones de Isuela	2	a) No hay SAU
50166	Mesones de Isuela	16	b) < 10% de la SAU en propiedad
50166	Mesones de Isuela	2	c) >=10% a < 25%  de la SAU en propiedad
50166	Mesones de Isuela	6	d) >=25% a < 50%  de la SAU en propiedad
50166	Mesones de Isuela	11	e) >=50% a < 75%  de la SAU en propiedad
50166	Mesones de Isuela	7	f) >= 75% a < 90%  de la SAU en propiedad
50166	Mesones de Isuela	46	g) >= 90%  de la SAU en propiedad
50167	Mezalocha	1	a) No hay SAU
50167	Mezalocha	3	b) < 10% de la SAU en propiedad
50167	Mezalocha	3	c) >=10% a < 25%  de la SAU en propiedad
50167	Mezalocha	4	d) >=25% a < 50%  de la SAU en propiedad
50167	Mezalocha	4	e) >=50% a < 75%  de la SAU en propiedad
50167	Mezalocha	6	f) >= 75% a < 90%  de la SAU en propiedad
50167	Mezalocha	23	g) >= 90%  de la SAU en propiedad
50168	Mianos	2	b) < 10% de la SAU en propiedad
50168	Mianos	1	c) >=10% a < 25%  de la SAU en propiedad
50168	Mianos	1	d) >=25% a < 50%  de la SAU en propiedad
50168	Mianos	3	e) >=50% a < 75%  de la SAU en propiedad
50168	Mianos	1	g) >= 90%  de la SAU en propiedad
50169	Miedes de Aragón	2	a) No hay SAU
50169	Miedes de Aragón	13	b) < 10% de la SAU en propiedad
50169	Miedes de Aragón	12	c) >=10% a < 25%  de la SAU en propiedad
50169	Miedes de Aragón	6	d) >=25% a < 50%  de la SAU en propiedad
50169	Miedes de Aragón	20	e) >=50% a < 75%  de la SAU en propiedad
50169	Miedes de Aragón	11	f) >= 75% a < 90%  de la SAU en propiedad
50169	Miedes de Aragón	48	g) >= 90%  de la SAU en propiedad
50170	Monegrillo	5	a) No hay SAU
50170	Monegrillo	34	b) < 10% de la SAU en propiedad
50170	Monegrillo	23	c) >=10% a < 25%  de la SAU en propiedad
50170	Monegrillo	20	d) >=25% a < 50%  de la SAU en propiedad
50170	Monegrillo	29	e) >=50% a < 75%  de la SAU en propiedad
50170	Monegrillo	6	f) >= 75% a < 90%  de la SAU en propiedad
50170	Monegrillo	31	g) >= 90%  de la SAU en propiedad
50171	Moneva	1	a) No hay SAU
50171	Moneva	25	b) < 10% de la SAU en propiedad
50171	Moneva	3	c) >=10% a < 25%  de la SAU en propiedad
50171	Moneva	5	d) >=25% a < 50%  de la SAU en propiedad
50171	Moneva	9	e) >=50% a < 75%  de la SAU en propiedad
50171	Moneva	4	f) >= 75% a < 90%  de la SAU en propiedad
50171	Moneva	11	g) >= 90%  de la SAU en propiedad
50172	Monreal de Ariza	1	a) No hay SAU
50172	Monreal de Ariza	8	b) < 10% de la SAU en propiedad
50172	Monreal de Ariza	6	c) >=10% a < 25%  de la SAU en propiedad
50172	Monreal de Ariza	9	d) >=25% a < 50%  de la SAU en propiedad
50172	Monreal de Ariza	9	e) >=50% a < 75%  de la SAU en propiedad
50172	Monreal de Ariza	3	f) >= 75% a < 90%  de la SAU en propiedad
50172	Monreal de Ariza	16	g) >= 90%  de la SAU en propiedad
50173	Monterde	4	b) < 10% de la SAU en propiedad
50173	Monterde	1	c) >=10% a < 25%  de la SAU en propiedad
50173	Monterde	1	d) >=25% a < 50%  de la SAU en propiedad
50173	Monterde	2	e) >=50% a < 75%  de la SAU en propiedad
50173	Monterde	2	f) >= 75% a < 90%  de la SAU en propiedad
50173	Monterde	24	g) >= 90%  de la SAU en propiedad
50174	Montón	3	b) < 10% de la SAU en propiedad
50174	Montón	2	c) >=10% a < 25%  de la SAU en propiedad
50174	Montón	1	d) >=25% a < 50%  de la SAU en propiedad
50174	Montón	1	e) >=50% a < 75%  de la SAU en propiedad
50174	Montón	20	g) >= 90%  de la SAU en propiedad
50175	Morata de Jalón	2	a) No hay SAU
50175	Morata de Jalón	4	b) < 10% de la SAU en propiedad
50175	Morata de Jalón	3	c) >=10% a < 25%  de la SAU en propiedad
50175	Morata de Jalón	4	d) >=25% a < 50%  de la SAU en propiedad
50175	Morata de Jalón	5	e) >=50% a < 75%  de la SAU en propiedad
50175	Morata de Jalón	2	f) >= 75% a < 90%  de la SAU en propiedad
50175	Morata de Jalón	169	g) >= 90%  de la SAU en propiedad
50176	Morata de Jiloca	6	b) < 10% de la SAU en propiedad
50176	Morata de Jiloca	1	c) >=10% a < 25%  de la SAU en propiedad
50176	Morata de Jiloca	5	d) >=25% a < 50%  de la SAU en propiedad
50176	Morata de Jiloca	3	e) >=50% a < 75%  de la SAU en propiedad
50176	Morata de Jiloca	1	f) >= 75% a < 90%  de la SAU en propiedad
50176	Morata de Jiloca	46	g) >= 90%  de la SAU en propiedad
50177	Morés	3	b) < 10% de la SAU en propiedad
50177	Morés	2	d) >=25% a < 50%  de la SAU en propiedad
50177	Morés	44	g) >= 90%  de la SAU en propiedad
50178	Moros	5	b) < 10% de la SAU en propiedad
50178	Moros	2	c) >=10% a < 25%  de la SAU en propiedad
50178	Moros	4	d) >=25% a < 50%  de la SAU en propiedad
50178	Moros	7	e) >=50% a < 75%  de la SAU en propiedad
50178	Moros	6	f) >= 75% a < 90%  de la SAU en propiedad
50178	Moros	72	g) >= 90%  de la SAU en propiedad
50179	Moyuela	6	a) No hay SAU
50179	Moyuela	5	b) < 10% de la SAU en propiedad
50179	Moyuela	9	c) >=10% a < 25%  de la SAU en propiedad
50179	Moyuela	7	d) >=25% a < 50%  de la SAU en propiedad
50179	Moyuela	8	e) >=50% a < 75%  de la SAU en propiedad
50179	Moyuela	2	f) >= 75% a < 90%  de la SAU en propiedad
50179	Moyuela	13	g) >= 90%  de la SAU en propiedad
50180	Mozota	3	b) < 10% de la SAU en propiedad
50180	Mozota	1	c) >=10% a < 25%  de la SAU en propiedad
50180	Mozota	1	d) >=25% a < 50%  de la SAU en propiedad
50180	Mozota	2	e) >=50% a < 75%  de la SAU en propiedad
50180	Mozota	1	f) >= 75% a < 90%  de la SAU en propiedad
50180	Mozota	6	g) >= 90%  de la SAU en propiedad
50181	Muel	1	a) No hay SAU
50181	Muel	19	b) < 10% de la SAU en propiedad
50181	Muel	6	c) >=10% a < 25%  de la SAU en propiedad
50181	Muel	11	d) >=25% a < 50%  de la SAU en propiedad
50181	Muel	8	e) >=50% a < 75%  de la SAU en propiedad
50181	Muel	5	f) >= 75% a < 90%  de la SAU en propiedad
50181	Muel	54	g) >= 90%  de la SAU en propiedad
50182	Muela (La)	1	a) No hay SAU
50182	Muela (La)	25	b) < 10% de la SAU en propiedad
50182	Muela (La)	7	c) >=10% a < 25%  de la SAU en propiedad
50182	Muela (La)	17	d) >=25% a < 50%  de la SAU en propiedad
50182	Muela (La)	22	e) >=50% a < 75%  de la SAU en propiedad
50182	Muela (La)	12	f) >= 75% a < 90%  de la SAU en propiedad
50182	Muela (La)	58	g) >= 90%  de la SAU en propiedad
50183	Munébrega	6	b) < 10% de la SAU en propiedad
50183	Munébrega	2	d) >=25% a < 50%  de la SAU en propiedad
50183	Munébrega	7	e) >=50% a < 75%  de la SAU en propiedad
50183	Munébrega	4	f) >= 75% a < 90%  de la SAU en propiedad
50183	Munébrega	95	g) >= 90%  de la SAU en propiedad
50184	Murero	1	a) No hay SAU
50184	Murero	3	b) < 10% de la SAU en propiedad
50184	Murero	2	c) >=10% a < 25%  de la SAU en propiedad
50184	Murero	1	d) >=25% a < 50%  de la SAU en propiedad
50184	Murero	2	e) >=50% a < 75%  de la SAU en propiedad
50184	Murero	18	g) >= 90%  de la SAU en propiedad
50185	Murillo de Gállego	3	b) < 10% de la SAU en propiedad
50185	Murillo de Gállego	3	d) >=25% a < 50%  de la SAU en propiedad
50185	Murillo de Gállego	2	e) >=50% a < 75%  de la SAU en propiedad
50185	Murillo de Gállego	20	g) >= 90%  de la SAU en propiedad
50186	Navardún	1	a) No hay SAU
50186	Navardún	5	b) < 10% de la SAU en propiedad
50186	Navardún	1	d) >=25% a < 50%  de la SAU en propiedad
50186	Navardún	2	e) >=50% a < 75%  de la SAU en propiedad
50186	Navardún	1	f) >= 75% a < 90%  de la SAU en propiedad
50186	Navardún	17	g) >= 90%  de la SAU en propiedad
50187	Nigüella	3	b) < 10% de la SAU en propiedad
50187	Nigüella	4	c) >=10% a < 25%  de la SAU en propiedad
50187	Nigüella	1	d) >=25% a < 50%  de la SAU en propiedad
50187	Nigüella	4	e) >=50% a < 75%  de la SAU en propiedad
50187	Nigüella	9	g) >= 90%  de la SAU en propiedad
50188	Nombrevilla	1	b) < 10% de la SAU en propiedad
50188	Nombrevilla	2	d) >=25% a < 50%  de la SAU en propiedad
50188	Nombrevilla	2	e) >=50% a < 75%  de la SAU en propiedad
50188	Nombrevilla	5	g) >= 90%  de la SAU en propiedad
50189	Nonaspe	10	a) No hay SAU
50189	Nonaspe	8	b) < 10% de la SAU en propiedad
50189	Nonaspe	1	c) >=10% a < 25%  de la SAU en propiedad
50189	Nonaspe	2	d) >=25% a < 50%  de la SAU en propiedad
50189	Nonaspe	13	e) >=50% a < 75%  de la SAU en propiedad
50189	Nonaspe	1	f) >= 75% a < 90%  de la SAU en propiedad
50189	Nonaspe	163	g) >= 90%  de la SAU en propiedad
50190	Novallas	3	a) No hay SAU
50190	Novallas	11	b) < 10% de la SAU en propiedad
50190	Novallas	3	c) >=10% a < 25%  de la SAU en propiedad
50190	Novallas	2	d) >=25% a < 50%  de la SAU en propiedad
50190	Novallas	9	e) >=50% a < 75%  de la SAU en propiedad
50190	Novallas	5	f) >= 75% a < 90%  de la SAU en propiedad
50190	Novallas	77	g) >= 90%  de la SAU en propiedad
50191	Novillas	3	a) No hay SAU
50191	Novillas	27	b) < 10% de la SAU en propiedad
50191	Novillas	7	c) >=10% a < 25%  de la SAU en propiedad
50191	Novillas	18	d) >=25% a < 50%  de la SAU en propiedad
50191	Novillas	16	e) >=50% a < 75%  de la SAU en propiedad
50191	Novillas	8	f) >= 75% a < 90%  de la SAU en propiedad
50191	Novillas	41	g) >= 90%  de la SAU en propiedad
50192	Nuévalos	4	b) < 10% de la SAU en propiedad
50192	Nuévalos	1	e) >=50% a < 75%  de la SAU en propiedad
50192	Nuévalos	9	g) >= 90%  de la SAU en propiedad
50193	Nuez de Ebro	2	a) No hay SAU
50193	Nuez de Ebro	6	b) < 10% de la SAU en propiedad
50193	Nuez de Ebro	3	d) >=25% a < 50%  de la SAU en propiedad
50193	Nuez de Ebro	1	e) >=50% a < 75%  de la SAU en propiedad
50193	Nuez de Ebro	9	g) >= 90%  de la SAU en propiedad
50194	Olvés	3	b) < 10% de la SAU en propiedad
50194	Olvés	2	d) >=25% a < 50%  de la SAU en propiedad
50194	Olvés	1	e) >=50% a < 75%  de la SAU en propiedad
50194	Olvés	3	f) >= 75% a < 90%  de la SAU en propiedad
50194	Olvés	42	g) >= 90%  de la SAU en propiedad
50195	Orcajo	2	b) < 10% de la SAU en propiedad
50195	Orcajo	1	c) >=10% a < 25%  de la SAU en propiedad
50195	Orcajo	3	d) >=25% a < 50%  de la SAU en propiedad
50195	Orcajo	1	e) >=50% a < 75%  de la SAU en propiedad
50195	Orcajo	10	g) >= 90%  de la SAU en propiedad
50196	Orera	1	a) No hay SAU
50196	Orera	3	b) < 10% de la SAU en propiedad
50196	Orera	1	d) >=25% a < 50%  de la SAU en propiedad
50196	Orera	3	e) >=50% a < 75%  de la SAU en propiedad
50196	Orera	1	f) >= 75% a < 90%  de la SAU en propiedad
50196	Orera	32	g) >= 90%  de la SAU en propiedad
50197	Orés	6	b) < 10% de la SAU en propiedad
50197	Orés	1	c) >=10% a < 25%  de la SAU en propiedad
50197	Orés	7	d) >=25% a < 50%  de la SAU en propiedad
50197	Orés	4	e) >=50% a < 75%  de la SAU en propiedad
50197	Orés	1	f) >= 75% a < 90%  de la SAU en propiedad
50197	Orés	21	g) >= 90%  de la SAU en propiedad
50198	Oseja	12	g) >= 90%  de la SAU en propiedad
50199	Osera de Ebro	5	b) < 10% de la SAU en propiedad
50199	Osera de Ebro	1	c) >=10% a < 25%  de la SAU en propiedad
50199	Osera de Ebro	5	d) >=25% a < 50%  de la SAU en propiedad
50199	Osera de Ebro	7	e) >=50% a < 75%  de la SAU en propiedad
50199	Osera de Ebro	1	f) >= 75% a < 90%  de la SAU en propiedad
50199	Osera de Ebro	11	g) >= 90%  de la SAU en propiedad
50200	Paniza	4	b) < 10% de la SAU en propiedad
50200	Paniza	3	c) >=10% a < 25%  de la SAU en propiedad
50200	Paniza	6	d) >=25% a < 50%  de la SAU en propiedad
50200	Paniza	16	e) >=50% a < 75%  de la SAU en propiedad
50200	Paniza	5	f) >= 75% a < 90%  de la SAU en propiedad
50200	Paniza	174	g) >= 90%  de la SAU en propiedad
50201	Paracuellos de Jiloca	8	b) < 10% de la SAU en propiedad
50201	Paracuellos de Jiloca	4	d) >=25% a < 50%  de la SAU en propiedad
50201	Paracuellos de Jiloca	4	e) >=50% a < 75%  de la SAU en propiedad
50201	Paracuellos de Jiloca	2	f) >= 75% a < 90%  de la SAU en propiedad
50201	Paracuellos de Jiloca	47	g) >= 90%  de la SAU en propiedad
50202	Paracuellos de la Ribera	1	a) No hay SAU
50202	Paracuellos de la Ribera	1	b) < 10% de la SAU en propiedad
50202	Paracuellos de la Ribera	3	e) >=50% a < 75%  de la SAU en propiedad
50202	Paracuellos de la Ribera	1	f) >= 75% a < 90%  de la SAU en propiedad
50202	Paracuellos de la Ribera	50	g) >= 90%  de la SAU en propiedad
50203	Pastriz	6	b) < 10% de la SAU en propiedad
50203	Pastriz	3	c) >=10% a < 25%  de la SAU en propiedad
50203	Pastriz	4	d) >=25% a < 50%  de la SAU en propiedad
50203	Pastriz	2	e) >=50% a < 75%  de la SAU en propiedad
50203	Pastriz	6	f) >= 75% a < 90%  de la SAU en propiedad
50203	Pastriz	27	g) >= 90%  de la SAU en propiedad
50204	Pedrola	5	a) No hay SAU
50204	Pedrola	29	b) < 10% de la SAU en propiedad
50204	Pedrola	13	c) >=10% a < 25%  de la SAU en propiedad
50204	Pedrola	15	d) >=25% a < 50%  de la SAU en propiedad
50204	Pedrola	34	e) >=50% a < 75%  de la SAU en propiedad
50204	Pedrola	19	f) >= 75% a < 90%  de la SAU en propiedad
50204	Pedrola	57	g) >= 90%  de la SAU en propiedad
50205	Pedrosas (Las)	1	a) No hay SAU
50205	Pedrosas (Las)	3	d) >=25% a < 50%  de la SAU en propiedad
50205	Pedrosas (Las)	2	e) >=50% a < 75%  de la SAU en propiedad
50205	Pedrosas (Las)	4	f) >= 75% a < 90%  de la SAU en propiedad
50205	Pedrosas (Las)	12	g) >= 90%  de la SAU en propiedad
50206	Perdiguera	2	a) No hay SAU
50206	Perdiguera	25	b) < 10% de la SAU en propiedad
50206	Perdiguera	6	c) >=10% a < 25%  de la SAU en propiedad
50206	Perdiguera	11	d) >=25% a < 50%  de la SAU en propiedad
50206	Perdiguera	22	e) >=50% a < 75%  de la SAU en propiedad
50206	Perdiguera	10	f) >= 75% a < 90%  de la SAU en propiedad
50206	Perdiguera	26	g) >= 90%  de la SAU en propiedad
50207	Piedratajada	1	b) < 10% de la SAU en propiedad
50207	Piedratajada	2	d) >=25% a < 50%  de la SAU en propiedad
50207	Piedratajada	3	e) >=50% a < 75%  de la SAU en propiedad
50207	Piedratajada	3	f) >= 75% a < 90%  de la SAU en propiedad
50207	Piedratajada	8	g) >= 90%  de la SAU en propiedad
50208	Pina de Ebro	1	a) No hay SAU
50208	Pina de Ebro	59	b) < 10% de la SAU en propiedad
50208	Pina de Ebro	28	c) >=10% a < 25%  de la SAU en propiedad
50208	Pina de Ebro	38	d) >=25% a < 50%  de la SAU en propiedad
50208	Pina de Ebro	43	e) >=50% a < 75%  de la SAU en propiedad
50208	Pina de Ebro	23	f) >= 75% a < 90%  de la SAU en propiedad
50208	Pina de Ebro	133	g) >= 90%  de la SAU en propiedad
50209	Pinseque	4	a) No hay SAU
50209	Pinseque	10	b) < 10% de la SAU en propiedad
50209	Pinseque	6	c) >=10% a < 25%  de la SAU en propiedad
50209	Pinseque	2	d) >=25% a < 50%  de la SAU en propiedad
50209	Pinseque	3	e) >=50% a < 75%  de la SAU en propiedad
50209	Pinseque	2	f) >= 75% a < 90%  de la SAU en propiedad
50209	Pinseque	30	g) >= 90%  de la SAU en propiedad
50210	Pintanos (Los)	5	b) < 10% de la SAU en propiedad
50210	Pintanos (Los)	1	d) >=25% a < 50%  de la SAU en propiedad
50210	Pintanos (Los)	3	e) >=50% a < 75%  de la SAU en propiedad
50210	Pintanos (Los)	8	g) >= 90%  de la SAU en propiedad
50211	Plasencia de Jalón	1	a) No hay SAU
50211	Plasencia de Jalón	4	b) < 10% de la SAU en propiedad
50211	Plasencia de Jalón	1	d) >=25% a < 50%  de la SAU en propiedad
50211	Plasencia de Jalón	8	e) >=50% a < 75%  de la SAU en propiedad
50211	Plasencia de Jalón	1	f) >= 75% a < 90%  de la SAU en propiedad
50211	Plasencia de Jalón	33	g) >= 90%  de la SAU en propiedad
50212	Pleitas	1	b) < 10% de la SAU en propiedad
50212	Pleitas	2	d) >=25% a < 50%  de la SAU en propiedad
50212	Pleitas	2	e) >=50% a < 75%  de la SAU en propiedad
50212	Pleitas	3	g) >= 90%  de la SAU en propiedad
50213	Plenas	4	c) >=10% a < 25%  de la SAU en propiedad
50213	Plenas	2	d) >=25% a < 50%  de la SAU en propiedad
50213	Plenas	4	e) >=50% a < 75%  de la SAU en propiedad
50213	Plenas	4	f) >= 75% a < 90%  de la SAU en propiedad
50213	Plenas	22	g) >= 90%  de la SAU en propiedad
50214	Pomer	1	a) No hay SAU
50214	Pomer	1	c) >=10% a < 25%  de la SAU en propiedad
50214	Pomer	1	g) >= 90%  de la SAU en propiedad
50215	Pozuel de Ariza	2	b) < 10% de la SAU en propiedad
50215	Pozuel de Ariza	1	c) >=10% a < 25%  de la SAU en propiedad
50215	Pozuel de Ariza	1	d) >=25% a < 50%  de la SAU en propiedad
50215	Pozuel de Ariza	3	e) >=50% a < 75%  de la SAU en propiedad
50215	Pozuel de Ariza	1	g) >= 90%  de la SAU en propiedad
50216	Pozuelo de Aragón	2	a) No hay SAU
50216	Pozuelo de Aragón	3	b) < 10% de la SAU en propiedad
50216	Pozuelo de Aragón	3	c) >=10% a < 25%  de la SAU en propiedad
50216	Pozuelo de Aragón	4	d) >=25% a < 50%  de la SAU en propiedad
