Mes y año	Mes (código)	Provincia código	Provincia nombre	Sexo	Número de contratos	Temporalidad
Junio 2012	201206	50	Zaragoza	Mujeres	2953	Indefinido
Junio 2012	201206	50	Zaragoza	Hombres	15265	Temporal
Junio 2012	201206	50	Zaragoza	Mujeres	12602	Temporal
Mayo 2012	201205	22	Huesca	Hombres	365	Indefinido
Mayo 2012	201205	22	Huesca	Mujeres	313	Indefinido
Mayo 2012	201205	22	Huesca	Hombres	4681	Temporal
Mayo 2012	201205	22	Huesca	Mujeres	2606	Temporal
Mayo 2012	201205	44	Teruel	Hombres	169	Indefinido
Mayo 2012	201205	44	Teruel	Mujeres	140	Indefinido
Mayo 2012	201205	44	Teruel	Hombres	1691	Temporal
Mayo 2012	201205	44	Teruel	Mujeres	1179	Temporal
Mayo 2012	201205	50	Zaragoza	Hombres	1181	Indefinido
Mayo 2012	201205	50	Zaragoza	Mujeres	1806	Indefinido
Mayo 2012	201205	50	Zaragoza	Hombres	15289	Temporal
Mayo 2012	201205	50	Zaragoza	Mujeres	11559	Temporal
Abril 2012	201204	22	Huesca	Hombres	238	Indefinido
Abril 2012	201204	22	Huesca	Mujeres	279	Indefinido
Abril 2012	201204	22	Huesca	Hombres	2022	Temporal
Abril 2012	201204	22	Huesca	Mujeres	1650	Temporal
Abril 2012	201204	44	Teruel	Hombres	157	Indefinido
Abril 2012	201204	44	Teruel	Mujeres	161	Indefinido
Abril 2012	201204	44	Teruel	Hombres	1369	Temporal
Abril 2012	201204	44	Teruel	Mujeres	851	Temporal
Abril 2012	201204	50	Zaragoza	Hombres	1092	Indefinido
Abril 2012	201204	50	Zaragoza	Mujeres	1636	Indefinido
Abril 2012	201204	50	Zaragoza	Hombres	9238	Temporal
Abril 2012	201204	50	Zaragoza	Mujeres	7909	Temporal
Marzo 2012	201203	22	Huesca	Hombres	287	Indefinido
Marzo 2012	201203	22	Huesca	Mujeres	273	Indefinido
Marzo 2012	201203	22	Huesca	Hombres	2078	Temporal
Marzo 2012	201203	22	Huesca	Mujeres	1844	Temporal
Marzo 2012	201203	44	Teruel	Hombres	182	Indefinido
Marzo 2012	201203	44	Teruel	Mujeres	193	Indefinido
Marzo 2012	201203	44	Teruel	Hombres	1236	Temporal
Marzo 2012	201203	44	Teruel	Mujeres	765	Temporal
Marzo 2012	201203	50	Zaragoza	Hombres	1156	Indefinido
Marzo 2012	201203	50	Zaragoza	Mujeres	1723	Indefinido
Marzo 2012	201203	50	Zaragoza	Hombres	9544	Temporal
Marzo 2012	201203	50	Zaragoza	Mujeres	8552	Temporal
Febrero 2012	201202	22	Huesca	Hombres	213	Indefinido
Febrero 2012	201202	22	Huesca	Mujeres	221	Indefinido
Febrero 2012	201202	22	Huesca	Hombres	1807	Temporal
Febrero 2012	201202	22	Huesca	Mujeres	1770	Temporal
Febrero 2012	201202	44	Teruel	Hombres	89	Indefinido
Febrero 2012	201202	44	Teruel	Mujeres	88	Indefinido
Febrero 2012	201202	44	Teruel	Hombres	1385	Temporal
Febrero 2012	201202	44	Teruel	Mujeres	837	Temporal
Febrero 2012	201202	50	Zaragoza	Hombres	905	Indefinido
Febrero 2012	201202	50	Zaragoza	Mujeres	1283	Indefinido
Febrero 2012	201202	50	Zaragoza	Hombres	9363	Temporal
Febrero 2012	201202	50	Zaragoza	Mujeres	8451	Temporal
Enero 2012	201201	22	Huesca	Hombres	301	Indefinido
Enero 2012	201201	22	Huesca	Mujeres	158	Indefinido
Enero 2012	201201	22	Huesca	Hombres	1922	Temporal
Enero 2012	201201	22	Huesca	Mujeres	1715	Temporal
Enero 2012	201201	44	Teruel	Hombres	88	Indefinido
Enero 2012	201201	44	Teruel	Mujeres	66	Indefinido
Enero 2012	201201	44	Teruel	Hombres	1347	Temporal
Enero 2012	201201	44	Teruel	Mujeres	845	Temporal
Enero 2012	201201	50	Zaragoza	Hombres	917	Indefinido
Enero 2012	201201	50	Zaragoza	Mujeres	717	Indefinido
Enero 2012	201201	50	Zaragoza	Hombres	9676	Temporal
Enero 2012	201201	50	Zaragoza	Mujeres	8713	Temporal
Diciembre 2011	201112	22	Huesca	Hombres	192	Indefinido
Diciembre 2011	201112	22	Huesca	Mujeres	141	Indefinido
Diciembre 2011	201112	22	Huesca	Hombres	1729	Temporal
Diciembre 2011	201112	22	Huesca	Mujeres	1847	Temporal
Diciembre 2011	201112	44	Teruel	Hombres	80	Indefinido
Diciembre 2011	201112	44	Teruel	Mujeres	92	Indefinido
Diciembre 2011	201112	44	Teruel	Hombres	1171	Temporal
Diciembre 2011	201112	44	Teruel	Mujeres	914	Temporal
Diciembre 2011	201112	50	Zaragoza	Hombres	625	Indefinido
Diciembre 2011	201112	50	Zaragoza	Mujeres	601	Indefinido
Diciembre 2011	201112	50	Zaragoza	Hombres	9012	Temporal
Diciembre 2011	201112	50	Zaragoza	Mujeres	8568	Temporal
Noviembre 2011	201111	22	Huesca	Hombres	177	Indefinido
Noviembre 2011	201111	22	Huesca	Mujeres	132	Indefinido
Noviembre 2011	201111	22	Huesca	Hombres	1979	Temporal
Noviembre 2011	201111	22	Huesca	Mujeres	1704	Temporal
Noviembre 2011	201111	44	Teruel	Hombres	90	Indefinido
Noviembre 2011	201111	44	Teruel	Mujeres	88	Indefinido
Noviembre 2011	201111	44	Teruel	Hombres	1395	Temporal
Noviembre 2011	201111	44	Teruel	Mujeres	875	Temporal
Noviembre 2011	201111	50	Zaragoza	Hombres	870	Indefinido
Noviembre 2011	201111	50	Zaragoza	Mujeres	768	Indefinido
Noviembre 2011	201111	50	Zaragoza	Hombres	11098	Temporal
Noviembre 2011	201111	50	Zaragoza	Mujeres	10001	Temporal
Octubre 2011	201110	22	Huesca	Hombres	225	Indefinido
Octubre 2011	201110	22	Huesca	Mujeres	154	Indefinido
Octubre 2011	201110	22	Huesca	Hombres	2105	Temporal
Octubre 2011	201110	22	Huesca	Mujeres	2117	Temporal
Octubre 2011	201110	44	Teruel	Hombres	129	Indefinido
Octubre 2011	201110	44	Teruel	Mujeres	86	Indefinido
Octubre 2011	201110	44	Teruel	Hombres	1728	Temporal
Octubre 2011	201110	44	Teruel	Mujeres	1178	Temporal
Octubre 2011	201110	50	Zaragoza	Hombres	936	Indefinido
Octubre 2011	201110	50	Zaragoza	Mujeres	900	Indefinido
Octubre 2011	201110	50	Zaragoza	Hombres	12274	Temporal
Octubre 2011	201110	50	Zaragoza	Mujeres	11955	Temporal
Septiembre 2011	201109	22	Huesca	Hombres	217	Indefinido
Septiembre 2011	201109	22	Huesca	Mujeres	180	Indefinido
Septiembre 2011	201109	22	Huesca	Hombres	2303	Temporal
Septiembre 2011	201109	22	Huesca	Mujeres	2162	Temporal
Septiembre 2011	201109	44	Teruel	Hombres	130	Indefinido
Septiembre 2011	201109	44	Teruel	Mujeres	73	Indefinido
Septiembre 2011	201109	44	Teruel	Hombres	1749	Temporal
Septiembre 2011	201109	44	Teruel	Mujeres	1444	Temporal
Septiembre 2011	201109	50	Zaragoza	Hombres	1000	Indefinido
Septiembre 2011	201109	50	Zaragoza	Mujeres	1074	Indefinido
Septiembre 2011	201109	50	Zaragoza	Hombres	16020	Temporal
Septiembre 2011	201109	50	Zaragoza	Mujeres	12900	Temporal
Agosto 2011	201108	22	Huesca	Hombres	186	Indefinido
Agosto 2011	201108	22	Huesca	Mujeres	123	Indefinido
Agosto 2011	201108	22	Huesca	Hombres	3339	Temporal
Agosto 2011	201108	22	Huesca	Mujeres	2052	Temporal
Agosto 2011	201108	44	Teruel	Hombres	115	Indefinido
Agosto 2011	201108	44	Teruel	Mujeres	61	Indefinido
Agosto 2011	201108	44	Teruel	Hombres	1447	Temporal
Agosto 2011	201108	44	Teruel	Mujeres	1142	Temporal
Agosto 2011	201108	50	Zaragoza	Hombres	735	Indefinido
Agosto 2011	201108	50	Zaragoza	Mujeres	552	Indefinido
Agosto 2011	201108	50	Zaragoza	Hombres	13970	Temporal
Agosto 2011	201108	50	Zaragoza	Mujeres	9739	Temporal
Julio 2011	201107	22	Huesca	Hombres	255	Indefinido
Julio 2011	201107	22	Huesca	Mujeres	202	Indefinido
Julio 2011	201107	22	Huesca	Hombres	4411	Temporal
Julio 2011	201107	22	Huesca	Mujeres	3608	Temporal
Julio 2011	201107	44	Teruel	Hombres	116	Indefinido
Julio 2011	201107	44	Teruel	Mujeres	66	Indefinido
Julio 2011	201107	44	Teruel	Hombres	1656	Temporal
Julio 2011	201107	44	Teruel	Mujeres	1286	Temporal
Julio 2011	201107	50	Zaragoza	Hombres	963	Indefinido
Julio 2011	201107	50	Zaragoza	Mujeres	716	Indefinido
Julio 2011	201107	50	Zaragoza	Hombres	13840	Temporal
Julio 2011	201107	50	Zaragoza	Mujeres	11715	Temporal
Junio 2011	201106	22	Huesca	Hombres	286	Indefinido
Junio 2011	201106	22	Huesca	Mujeres	212	Indefinido
Junio 2011	201106	22	Huesca	Hombres	3604	Temporal
Junio 2011	201106	22	Huesca	Mujeres	2882	Temporal
Junio 2011	201106	44	Teruel	Hombres	159	Indefinido
Junio 2011	201106	44	Teruel	Mujeres	105	Indefinido
Junio 2011	201106	44	Teruel	Hombres	1869	Temporal
Junio 2011	201106	44	Teruel	Mujeres	1468	Temporal
Junio 2011	201106	50	Zaragoza	Hombres	1162	Indefinido
Junio 2011	201106	50	Zaragoza	Mujeres	975	Indefinido
Junio 2011	201106	50	Zaragoza	Hombres	16320	Temporal
Junio 2011	201106	50	Zaragoza	Mujeres	13225	Temporal
Mayo 2011	201105	22	Huesca	Hombres	319	Indefinido
Mayo 2011	201105	22	Huesca	Mujeres	228	Indefinido
Mayo 2011	201105	22	Huesca	Hombres	4447	Temporal
Mayo 2011	201105	22	Huesca	Mujeres	2660	Temporal
Mayo 2011	201105	44	Teruel	Hombres	225	Indefinido
Mayo 2011	201105	44	Teruel	Mujeres	119	Indefinido
Mayo 2011	201105	44	Teruel	Hombres	1684	Temporal
Mayo 2011	201105	44	Teruel	Mujeres	1217	Temporal
Mayo 2011	201105	50	Zaragoza	Hombres	1176	Indefinido
Mayo 2011	201105	50	Zaragoza	Mujeres	1094	Indefinido
Mayo 2011	201105	50	Zaragoza	Hombres	16193	Temporal
Mayo 2011	201105	50	Zaragoza	Mujeres	12972	Temporal
Abril 2011	201104	22	Huesca	Hombres	285	Indefinido
Abril 2011	201104	22	Huesca	Mujeres	252	Indefinido
Abril 2011	201104	22	Huesca	Hombres	2242	Temporal
Abril 2011	201104	22	Huesca	Mujeres	1729	Temporal
Abril 2011	201104	44	Teruel	Hombres	157	Indefinido
Abril 2011	201104	44	Teruel	Mujeres	110	Indefinido
Abril 2011	201104	44	Teruel	Hombres	1302	Temporal
Abril 2011	201104	44	Teruel	Mujeres	931	Temporal
Abril 2011	201104	50	Zaragoza	Hombres	1056	Indefinido
Abril 2011	201104	50	Zaragoza	Mujeres	1023	Indefinido
Abril 2011	201104	50	Zaragoza	Hombres	10568	Temporal
Abril 2011	201104	50	Zaragoza	Mujeres	9198	Temporal
Marzo 2011	201103	22	Huesca	Hombres	300	Indefinido
Marzo 2011	201103	22	Huesca	Mujeres	225	Indefinido
Marzo 2011	201103	22	Huesca	Hombres	2147	Temporal
Marzo 2011	201103	22	Huesca	Mujeres	1676	Temporal
Marzo 2011	201103	44	Teruel	Hombres	188	Indefinido
Marzo 2011	201103	44	Teruel	Mujeres	166	Indefinido
Marzo 2011	201103	44	Teruel	Hombres	1317	Temporal
Marzo 2011	201103	44	Teruel	Mujeres	879	Temporal
Marzo 2011	201103	50	Zaragoza	Hombres	1469	Indefinido
Marzo 2011	201103	50	Zaragoza	Mujeres	1162	Indefinido
Marzo 2011	201103	50	Zaragoza	Hombres	10238	Temporal
Marzo 2011	201103	50	Zaragoza	Mujeres	9058	Temporal
Febrero 2011	201102	22	Huesca	Hombres	237	Indefinido
Febrero 2011	201102	22	Huesca	Mujeres	174	Indefinido
Febrero 2011	201102	22	Huesca	Hombres	1672	Temporal
Febrero 2011	201102	22	Huesca	Mujeres	1394	Temporal
Febrero 2011	201102	44	Teruel	Hombres	147	Indefinido
Febrero 2011	201102	44	Teruel	Mujeres	70	Indefinido
Febrero 2011	201102	44	Teruel	Hombres	1167	Temporal
Febrero 2011	201102	44	Teruel	Mujeres	756	Temporal
Febrero 2011	201102	50	Zaragoza	Hombres	1042	Indefinido
Febrero 2011	201102	50	Zaragoza	Mujeres	933	Indefinido
Febrero 2011	201102	50	Zaragoza	Hombres	8900	Temporal
Febrero 2011	201102	50	Zaragoza	Mujeres	7967	Temporal
Enero 2011	201101	22	Huesca	Hombres	287	Indefinido
Enero 2011	201101	22	Huesca	Mujeres	163	Indefinido
Enero 2011	201101	22	Huesca	Hombres	1783	Temporal
Enero 2011	201101	22	Huesca	Mujeres	1518	Temporal
Enero 2011	201101	44	Teruel	Hombres	147	Indefinido
Enero 2011	201101	44	Teruel	Mujeres	90	Indefinido
Enero 2011	201101	44	Teruel	Hombres	1125	Temporal
Enero 2011	201101	44	Teruel	Mujeres	747	Temporal
Enero 2011	201101	50	Zaragoza	Hombres	1472	Indefinido
Enero 2011	201101	50	Zaragoza	Mujeres	1210	Indefinido
Enero 2011	201101	50	Zaragoza	Hombres	10007	Temporal
Enero 2011	201101	50	Zaragoza	Mujeres	8409	Temporal
Diciembre 2010	201012	22	Huesca	Hombres	291	Indefinido
Diciembre 2010	201012	22	Huesca	Mujeres	214	Indefinido
Diciembre 2010	201012	22	Huesca	Hombres	2135	Temporal
Diciembre 2010	201012	22	Huesca	Mujeres	2174	Temporal
Diciembre 2010	201012	44	Teruel	Hombres	130	Indefinido
Diciembre 2010	201012	44	Teruel	Mujeres	85	Indefinido
Diciembre 2010	201012	44	Teruel	Hombres	1091	Temporal
Diciembre 2010	201012	44	Teruel	Mujeres	887	Temporal
Diciembre 2010	201012	50	Zaragoza	Hombres	1067	Indefinido
Diciembre 2010	201012	50	Zaragoza	Mujeres	964	Indefinido
Diciembre 2010	201012	50	Zaragoza	Hombres	8846	Temporal
Diciembre 2010	201012	50	Zaragoza	Mujeres	9035	Temporal
Noviembre 2010	201011	22	Huesca	Hombres	280	Indefinido
Noviembre 2010	201011	22	Huesca	Mujeres	165	Indefinido
Noviembre 2010	201011	22	Huesca	Hombres	2218	Temporal
Noviembre 2010	201011	22	Huesca	Mujeres	1759	Temporal
Noviembre 2010	201011	44	Teruel	Hombres	113	Indefinido
Noviembre 2010	201011	44	Teruel	Mujeres	79	Indefinido
Noviembre 2010	201011	44	Teruel	Hombres	1408	Temporal
Noviembre 2010	201011	44	Teruel	Mujeres	963	Temporal
Noviembre 2010	201011	50	Zaragoza	Hombres	991	Indefinido
Noviembre 2010	201011	50	Zaragoza	Mujeres	1052	Indefinido
Noviembre 2010	201011	50	Zaragoza	Hombres	12261	Temporal
Noviembre 2010	201011	50	Zaragoza	Mujeres	10589	Temporal
Octubre 2010	201010	22	Huesca	Hombres	286	Indefinido
Octubre 2010	201010	22	Huesca	Mujeres	222	Indefinido
Octubre 2010	201010	22	Huesca	Hombres	2013	Temporal
Octubre 2010	201010	22	Huesca	Mujeres	1825	Temporal
Octubre 2010	201010	44	Teruel	Hombres	126	Indefinido
Octubre 2010	201010	44	Teruel	Mujeres	114	Indefinido
Octubre 2010	201010	44	Teruel	Hombres	1520	Temporal
Octubre 2010	201010	44	Teruel	Mujeres	1130	Temporal
Octubre 2010	201010	50	Zaragoza	Hombres	1120	Indefinido
Octubre 2010	201010	50	Zaragoza	Mujeres	1163	Indefinido
Octubre 2010	201010	50	Zaragoza	Hombres	13792	Temporal
Octubre 2010	201010	50	Zaragoza	Mujeres	11968	Temporal
Septiembre 2010	201009	22	Huesca	Hombres	232	Indefinido
Septiembre 2010	201009	22	Huesca	Mujeres	227	Indefinido
Septiembre 2010	201009	22	Huesca	Hombres	2585	Temporal
Septiembre 2010	201009	22	Huesca	Mujeres	2050	Temporal
Septiembre 2010	201009	44	Teruel	Hombres	158	Indefinido
Septiembre 2010	201009	44	Teruel	Mujeres	84	Indefinido
Septiembre 2010	201009	44	Teruel	Hombres	1901	Temporal
Septiembre 2010	201009	44	Teruel	Mujeres	1483	Temporal
Septiembre 2010	201009	50	Zaragoza	Hombres	1180	Indefinido
Septiembre 2010	201009	50	Zaragoza	Mujeres	1429	Indefinido
Septiembre 2010	201009	50	Zaragoza	Hombres	16612	Temporal
Septiembre 2010	201009	50	Zaragoza	Mujeres	13487	Temporal
Agosto 2010	201008	22	Huesca	Hombres	183	Indefinido
Agosto 2010	201008	22	Huesca	Mujeres	148	Indefinido
Agosto 2010	201008	22	Huesca	Hombres	2983	Temporal
Agosto 2010	201008	22	Huesca	Mujeres	1918	Temporal
Agosto 2010	201008	44	Teruel	Hombres	91	Indefinido
Agosto 2010	201008	44	Teruel	Mujeres	63	Indefinido
Agosto 2010	201008	44	Teruel	Hombres	1301	Temporal
Agosto 2010	201008	44	Teruel	Mujeres	991	Temporal
Agosto 2010	201008	50	Zaragoza	Hombres	720	Indefinido
Agosto 2010	201008	50	Zaragoza	Mujeres	633	Indefinido
Agosto 2010	201008	50	Zaragoza	Hombres	12393	Temporal
Agosto 2010	201008	50	Zaragoza	Mujeres	9504	Temporal
Julio 2010	201007	22	Huesca	Hombres	287	Indefinido
Julio 2010	201007	22	Huesca	Mujeres	211	Indefinido
Julio 2010	201007	22	Huesca	Hombres	4238	Temporal
Julio 2010	201007	22	Huesca	Mujeres	3560	Temporal
Julio 2010	201007	44	Teruel	Hombres	130	Indefinido
Julio 2010	201007	44	Teruel	Mujeres	102	Indefinido
Julio 2010	201007	44	Teruel	Hombres	1910	Temporal
Julio 2010	201007	44	Teruel	Mujeres	1465	Temporal
Julio 2010	201007	50	Zaragoza	Hombres	1001	Indefinido
Julio 2010	201007	50	Zaragoza	Mujeres	914	Indefinido
Julio 2010	201007	50	Zaragoza	Hombres	15098	Temporal
Julio 2010	201007	50	Zaragoza	Mujeres	11905	Temporal
Junio 2010	201006	22	Huesca	Hombres	274	Indefinido
Junio 2010	201006	22	Huesca	Mujeres	226	Indefinido
Junio 2010	201006	22	Huesca	Hombres	3436	Temporal
Junio 2010	201006	22	Huesca	Mujeres	2851	Temporal
Junio 2010	201006	44	Teruel	Hombres	145	Indefinido
Junio 2010	201006	44	Teruel	Mujeres	90	Indefinido
Junio 2010	201006	44	Teruel	Hombres	1759	Temporal
Junio 2010	201006	44	Teruel	Mujeres	1376	Temporal
Junio 2010	201006	50	Zaragoza	Hombres	1002	Indefinido
Junio 2010	201006	50	Zaragoza	Mujeres	1037	Indefinido
Junio 2010	201006	50	Zaragoza	Hombres	15377	Temporal
Junio 2010	201006	50	Zaragoza	Mujeres	12811	Temporal
Mayo 2010	201005	22	Huesca	Hombres	324	Indefinido
Mayo 2010	201005	22	Huesca	Mujeres	234	Indefinido
Mayo 2010	201005	22	Huesca	Hombres	4117	Temporal
Mayo 2010	201005	22	Huesca	Mujeres	2394	Temporal
Mayo 2010	201005	44	Teruel	Hombres	197	Indefinido
Mayo 2010	201005	44	Teruel	Mujeres	136	Indefinido
Mayo 2010	201005	44	Teruel	Hombres	1405	Temporal
Mayo 2010	201005	44	Teruel	Mujeres	1084	Temporal
Mayo 2010	201005	50	Zaragoza	Hombres	1153	Indefinido
Mayo 2010	201005	50	Zaragoza	Mujeres	1196	Indefinido
Mayo 2010	201005	50	Zaragoza	Hombres	13440	Temporal
Mayo 2010	201005	50	Zaragoza	Mujeres	10997	Temporal
Abril 2010	201004	22	Huesca	Hombres	291	Indefinido
Abril 2010	201004	22	Huesca	Mujeres	227	Indefinido
Abril 2010	201004	22	Huesca	Hombres	1914	Temporal
Abril 2010	201004	22	Huesca	Mujeres	1368	Temporal
Abril 2010	201004	44	Teruel	Hombres	155	Indefinido
Abril 2010	201004	44	Teruel	Mujeres	140	Indefinido
Abril 2010	201004	44	Teruel	Hombres	1244	Temporal
Abril 2010	201004	44	Teruel	Mujeres	790	Temporal
Abril 2010	201004	50	Zaragoza	Hombres	1058	Indefinido
Abril 2010	201004	50	Zaragoza	Mujeres	1028	Indefinido
Abril 2010	201004	50	Zaragoza	Hombres	9321	Temporal
Abril 2010	201004	50	Zaragoza	Mujeres	8520	Temporal
Marzo 2010	201003	22	Huesca	Hombres	277	Indefinido
Marzo 2010	201003	22	Huesca	Mujeres	245	Indefinido
Marzo 2010	201003	22	Huesca	Hombres	2130	Temporal
Marzo 2010	201003	22	Huesca	Mujeres	1711	Temporal
Marzo 2010	201003	44	Teruel	Hombres	225	Indefinido
Marzo 2010	201003	44	Teruel	Mujeres	125	Indefinido
Marzo 2010	201003	44	Teruel	Hombres	1219	Temporal
Marzo 2010	201003	44	Teruel	Mujeres	938	Temporal
Marzo 2010	201003	50	Zaragoza	Hombres	1243	Indefinido
Marzo 2010	201003	50	Zaragoza	Mujeres	1254	Indefinido
Marzo 2010	201003	50	Zaragoza	Hombres	10009	Temporal
Marzo 2010	201003	50	Zaragoza	Mujeres	8907	Temporal
Febrero 2010	201002	22	Huesca	Hombres	237	Indefinido
Febrero 2010	201002	22	Huesca	Mujeres	178	Indefinido
Febrero 2010	201002	22	Huesca	Hombres	1993	Temporal
Febrero 2010	201002	22	Huesca	Mujeres	1558	Temporal
Febrero 2010	201002	44	Teruel	Hombres	148	Indefinido
Febrero 2010	201002	44	Teruel	Mujeres	104	Indefinido
Febrero 2010	201002	44	Teruel	Hombres	987	Temporal
Febrero 2010	201002	44	Teruel	Mujeres	727	Temporal
Febrero 2010	201002	50	Zaragoza	Hombres	1011	Indefinido
Febrero 2010	201002	50	Zaragoza	Mujeres	1013	Indefinido
Febrero 2010	201002	50	Zaragoza	Hombres	8809	Temporal
Febrero 2010	201002	50	Zaragoza	Mujeres	7632	Temporal
Enero 2010	201001	22	Huesca	Hombres	278	Indefinido
Enero 2010	201001	22	Huesca	Mujeres	218	Indefinido
Enero 2010	201001	22	Huesca	Hombres	1952	Temporal
Enero 2010	201001	22	Huesca	Mujeres	1688	Temporal
Enero 2010	201001	44	Teruel	Hombres	151	Indefinido
Enero 2010	201001	44	Teruel	Mujeres	96	Indefinido
Enero 2010	201001	44	Teruel	Hombres	874	Temporal
Enero 2010	201001	44	Teruel	Mujeres	684	Temporal
Enero 2010	201001	50	Zaragoza	Hombres	1039	Indefinido
Enero 2010	201001	50	Zaragoza	Mujeres	964	Indefinido
Enero 2010	201001	50	Zaragoza	Hombres	8806	Temporal
Enero 2010	201001	50	Zaragoza	Mujeres	7965	Temporal
Diciembre 2009	200912	22	Huesca	Hombres	302	Indefinido
Diciembre 2009	200912	22	Huesca	Mujeres	242	Indefinido
Diciembre 2009	200912	22	Huesca	Hombres	2067	Temporal
Diciembre 2009	200912	22	Huesca	Mujeres	2084	Temporal
Diciembre 2009	200912	44	Teruel	Hombres	119	Indefinido
Diciembre 2009	200912	44	Teruel	Mujeres	70	Indefinido
Diciembre 2009	200912	44	Teruel	Hombres	944	Temporal
Diciembre 2009	200912	44	Teruel	Mujeres	798	Temporal
Diciembre 2009	200912	50	Zaragoza	Hombres	818	Indefinido
Diciembre 2009	200912	50	Zaragoza	Mujeres	890	Indefinido
Diciembre 2009	200912	50	Zaragoza	Hombres	8846	Temporal
Diciembre 2009	200912	50	Zaragoza	Mujeres	8799	Temporal
Noviembre 2009	200911	22	Huesca	Hombres	231	Indefinido
Noviembre 2009	200911	22	Huesca	Mujeres	185	Indefinido
Noviembre 2009	200911	22	Huesca	Hombres	2070	Temporal
Noviembre 2009	200911	22	Huesca	Mujeres	1869	Temporal
Noviembre 2009	200911	44	Teruel	Hombres	134	Indefinido
Noviembre 2009	200911	44	Teruel	Mujeres	107	Indefinido
Noviembre 2009	200911	44	Teruel	Hombres	1244	Temporal
Noviembre 2009	200911	44	Teruel	Mujeres	948	Temporal
Noviembre 2009	200911	50	Zaragoza	Hombres	1116	Indefinido
Noviembre 2009	200911	50	Zaragoza	Mujeres	1063	Indefinido
Noviembre 2009	200911	50	Zaragoza	Hombres	11092	Temporal
Noviembre 2009	200911	50	Zaragoza	Mujeres	9938	Temporal
Octubre 2009	200910	22	Huesca	Hombres	272	Indefinido
Octubre 2009	200910	22	Huesca	Mujeres	226	Indefinido
Octubre 2009	200910	22	Huesca	Hombres	2313	Temporal
Octubre 2009	200910	22	Huesca	Mujeres	2011	Temporal
Octubre 2009	200910	44	Teruel	Hombres	162	Indefinido
Octubre 2009	200910	44	Teruel	Mujeres	145	Indefinido
Octubre 2009	200910	44	Teruel	Hombres	1389	Temporal
Octubre 2009	200910	44	Teruel	Mujeres	1112	Temporal
Octubre 2009	200910	50	Zaragoza	Hombres	1278	Indefinido
Octubre 2009	200910	50	Zaragoza	Mujeres	1426	Indefinido
Octubre 2009	200910	50	Zaragoza	Hombres	13656	Temporal
Octubre 2009	200910	50	Zaragoza	Mujeres	12587	Temporal
Septiembre 2009	200909	22	Huesca	Hombres	252	Indefinido
Septiembre 2009	200909	22	Huesca	Mujeres	272	Indefinido
Septiembre 2009	200909	22	Huesca	Hombres	2410	Temporal
Septiembre 2009	200909	22	Huesca	Mujeres	2019	Temporal
Septiembre 2009	200909	44	Teruel	Hombres	163	Indefinido
Septiembre 2009	200909	44	Teruel	Mujeres	124	Indefinido
Septiembre 2009	200909	44	Teruel	Hombres	1595	Temporal
Septiembre 2009	200909	44	Teruel	Mujeres	1159	Temporal
Septiembre 2009	200909	50	Zaragoza	Hombres	1234	Indefinido
Septiembre 2009	200909	50	Zaragoza	Mujeres	1590	Indefinido
Septiembre 2009	200909	50	Zaragoza	Hombres	15587	Temporal
Septiembre 2009	200909	50	Zaragoza	Mujeres	13228	Temporal
Agosto 2009	200908	22	Huesca	Hombres	164	Indefinido
Agosto 2009	200908	22	Huesca	Mujeres	175	Indefinido
Agosto 2009	200908	22	Huesca	Hombres	2598	Temporal
Agosto 2009	200908	22	Huesca	Mujeres	1703	Temporal
Agosto 2009	200908	44	Teruel	Hombres	109	Indefinido
Agosto 2009	200908	44	Teruel	Mujeres	79	Indefinido
Agosto 2009	200908	44	Teruel	Hombres	1107	Temporal
Agosto 2009	200908	44	Teruel	Mujeres	850	Temporal
Agosto 2009	200908	50	Zaragoza	Hombres	774	Indefinido
Agosto 2009	200908	50	Zaragoza	Mujeres	680	Indefinido
Agosto 2009	200908	50	Zaragoza	Hombres	10842	Temporal
Agosto 2009	200908	50	Zaragoza	Mujeres	8515	Temporal
Julio 2009	200907	22	Huesca	Hombres	273	Indefinido
Julio 2009	200907	22	Huesca	Mujeres	261	Indefinido
Julio 2009	200907	22	Huesca	Hombres	4455	Temporal
Julio 2009	200907	22	Huesca	Mujeres	3610	Temporal
Julio 2009	200907	44	Teruel	Hombres	139	Indefinido
Julio 2009	200907	44	Teruel	Mujeres	113	Indefinido
Julio 2009	200907	44	Teruel	Hombres	1363	Temporal
Julio 2009	200907	44	Teruel	Mujeres	1539	Temporal
Julio 2009	200907	50	Zaragoza	Hombres	1197	Indefinido
Julio 2009	200907	50	Zaragoza	Mujeres	1067	Indefinido
Julio 2009	200907	50	Zaragoza	Hombres	13429	Temporal
Julio 2009	200907	50	Zaragoza	Mujeres	11282	Temporal
Junio 2009	200906	22	Huesca	Hombres	277	Indefinido
Junio 2009	200906	22	Huesca	Mujeres	229	Indefinido
Junio 2009	200906	22	Huesca	Hombres	3501	Temporal
Junio 2009	200906	22	Huesca	Mujeres	2850	Temporal
Junio 2009	200906	44	Teruel	Hombres	166	Indefinido
Junio 2009	200906	44	Teruel	Mujeres	107	Indefinido
Junio 2009	200906	44	Teruel	Hombres	1547	Temporal
Junio 2009	200906	44	Teruel	Mujeres	1235	Temporal
Junio 2009	200906	50	Zaragoza	Hombres	1330	Indefinido
Junio 2009	200906	50	Zaragoza	Mujeres	1206	Indefinido
Junio 2009	200906	50	Zaragoza	Hombres	14895	Temporal
