Municipio código	Municipio nombre	Especie ganadería 	Subespecie ganadería	Explotaciones ganadería
22051	Bárcabo	Ovinos	Ovejas madres y corderas para reposición	7
22051	Bárcabo	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22051	Bárcabo	Porcinos	Lechones de menos de 20 kg	1
22051	Bárcabo	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22052	Belver de Cinca	Aves	Gallinas ponedoras	4
22052	Belver de Cinca	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22052	Belver de Cinca	Aves	Pollos de carne	2
22052	Belver de Cinca	Bovinos	Bovinos de entre uno y dos años	7
22052	Belver de Cinca	Bovinos	Bovinos de menos de un año	27
22052	Belver de Cinca	Bovinos	Otros bovinos de dos años o más	6
22052	Belver de Cinca	Bovinos	Vacas	4
22052	Belver de Cinca	Colmenas	Colmenas	1
22052	Belver de Cinca	Equinos	Equinos (caballos, mulas y asnos)	1
22052	Belver de Cinca	Otros animales no de compañía	Otros animales no de compañía	1
22052	Belver de Cinca	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
22052	Belver de Cinca	Ovinos	Ovejas madres y corderas para reposición	5
22052	Belver de Cinca	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22052	Belver de Cinca	Porcinos	Lechones de menos de 20 kg	3
22052	Belver de Cinca	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	30
22053	Benabarre	Aves	Gallinas ponedoras	16
22053	Benabarre	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
22053	Benabarre	Aves	Pollos de carne	4
22053	Benabarre	Bovinos	Bovinos de entre uno y dos años	1
22053	Benabarre	Bovinos	Bovinos de menos de un año	15
22053	Benabarre	Bovinos	Otros bovinos de dos años o más	2
22053	Benabarre	Bovinos	Vacas	2
22053	Benabarre	Caprinos	Cabras madres y chivas de reposición	8
22053	Benabarre	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22053	Benabarre	Colmenas	Colmenas	4
22053	Benabarre	Conejas madres	Conejas madres	8
22053	Benabarre	Equinos	Equinos (caballos, mulas y asnos)	3
22053	Benabarre	Otros animales no de compañía	Otros animales no de compañía	2
22053	Benabarre	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	13
22053	Benabarre	Ovinos	Ovejas madres y corderas para reposición	15
22053	Benabarre	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	9
22053	Benabarre	Porcinos	Lechones de menos de 20 kg	6
22053	Benabarre	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	29
22054	Benasque	Aves	Gallinas ponedoras	2
22054	Benasque	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
22054	Benasque	Aves	Pollos de carne	3
22054	Benasque	Bovinos	Bovinos de entre uno y dos años	8
22054	Benasque	Bovinos	Bovinos de menos de un año	18
22054	Benasque	Bovinos	Otros bovinos de dos años o más	7
22054	Benasque	Bovinos	Vacas	9
22054	Benasque	Caprinos	Cabras madres y chivas de reposición	4
22054	Benasque	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22054	Benasque	Conejas madres	Conejas madres	1
22054	Benasque	Equinos	Equinos (caballos, mulas y asnos)	4
22054	Benasque	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
22054	Benasque	Ovinos	Ovejas madres y corderas para reposición	4
22054	Benasque	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22055	Berbegal	Aves	Gallinas ponedoras	2
22055	Berbegal	Aves	Pollos de carne	1
22055	Berbegal	Bovinos	Bovinos de entre uno y dos años	2
22055	Berbegal	Bovinos	Bovinos de menos de un año	3
22055	Berbegal	Bovinos	Otros bovinos de dos años o más	1
22055	Berbegal	Bovinos	Vacas	2
22055	Berbegal	Caprinos	Cabras madres y chivas de reposición	1
22055	Berbegal	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22055	Berbegal	Colmenas	Colmenas	1
22055	Berbegal	Equinos	Equinos (caballos, mulas y asnos)	1
22055	Berbegal	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
22055	Berbegal	Ovinos	Ovejas madres y corderas para reposición	3
22055	Berbegal	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	6
22057	Bielsa	Aves	Gallinas ponedoras	3
22057	Bielsa	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22057	Bielsa	Aves	Pollos de carne	1
22057	Bielsa	Bovinos	Bovinos de entre uno y dos años	8
22057	Bielsa	Bovinos	Bovinos de menos de un año	5
22057	Bielsa	Bovinos	Otros bovinos de dos años o más	7
22057	Bielsa	Bovinos	Vacas	10
22057	Bielsa	Caprinos	Cabras madres y chivas de reposición	9
22057	Bielsa	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	7
22057	Bielsa	Conejas madres	Conejas madres	3
22057	Bielsa	Equinos	Equinos (caballos, mulas y asnos)	4
22057	Bielsa	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22057	Bielsa	Ovinos	Ovejas madres y corderas para reposición	10
22058	Bierge	Aves	Gallinas ponedoras	2
22058	Bierge	Bovinos	Bovinos de entre uno y dos años	5
22058	Bierge	Bovinos	Bovinos de menos de un año	27
22058	Bierge	Caprinos	Cabras madres y chivas de reposición	3
22058	Bierge	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22058	Bierge	Colmenas	Colmenas	1
22058	Bierge	Conejas madres	Conejas madres	1
22058	Bierge	Equinos	Equinos (caballos, mulas y asnos)	2
22058	Bierge	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	8
22058	Bierge	Ovinos	Ovejas madres y corderas para reposición	9
22058	Bierge	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22058	Bierge	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
22059	Biescas	Aves	Gallinas ponedoras	13
22059	Biescas	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22059	Biescas	Aves	Pollos de carne	6
22059	Biescas	Bovinos	Bovinos de entre uno y dos años	18
22059	Biescas	Bovinos	Bovinos de menos de un año	19
22059	Biescas	Bovinos	Otros bovinos de dos años o más	20
22059	Biescas	Bovinos	Vacas	23
22059	Biescas	Caprinos	Cabras madres y chivas de reposición	5
22059	Biescas	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22059	Biescas	Conejas madres	Conejas madres	10
22059	Biescas	Equinos	Equinos (caballos, mulas y asnos)	4
22059	Biescas	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	13
22059	Biescas	Ovinos	Ovejas madres y corderas para reposición	20
22059	Biescas	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22059	Biescas	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22060	Binaced	Aves	Gallinas ponedoras	6
22060	Binaced	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22060	Binaced	Aves	Pollos de carne	4
22060	Binaced	Bovinos	Bovinos de entre uno y dos años	13
22060	Binaced	Bovinos	Bovinos de menos de un año	15
22060	Binaced	Bovinos	Otros bovinos de dos años o más	1
22060	Binaced	Bovinos	Vacas	2
22060	Binaced	Caprinos	Cabras madres y chivas de reposición	4
22060	Binaced	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22060	Binaced	Conejas madres	Conejas madres	1
22060	Binaced	Equinos	Equinos (caballos, mulas y asnos)	2
22060	Binaced	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
22060	Binaced	Ovinos	Ovejas madres y corderas para reposición	6
22060	Binaced	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	6
22060	Binaced	Porcinos	Lechones de menos de 20 kg	5
22060	Binaced	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	17
22061	Binéfar	Aves	Gallinas ponedoras	4
22061	Binéfar	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
22061	Binéfar	Aves	Pollos de carne	2
22061	Binéfar	Bovinos	Bovinos de entre uno y dos años	5
22061	Binéfar	Bovinos	Bovinos de menos de un año	18
22061	Binéfar	Bovinos	Otros bovinos de dos años o más	1
22061	Binéfar	Bovinos	Vacas	1
22061	Binéfar	Colmenas	Colmenas	1
22061	Binéfar	Conejas madres	Conejas madres	1
22061	Binéfar	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22061	Binéfar	Ovinos	Ovejas madres y corderas para reposición	4
22061	Binéfar	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
22061	Binéfar	Porcinos	Lechones de menos de 20 kg	2
22061	Binéfar	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	5
22062	Bisaurri	Aves	Gallinas ponedoras	4
22062	Bisaurri	Bovinos	Bovinos de entre uno y dos años	16
22062	Bisaurri	Bovinos	Bovinos de menos de un año	23
22062	Bisaurri	Bovinos	Otros bovinos de dos años o más	18
22062	Bisaurri	Bovinos	Vacas	26
22062	Bisaurri	Caprinos	Cabras madres y chivas de reposición	4
22062	Bisaurri	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22062	Bisaurri	Colmenas	Colmenas	2
22062	Bisaurri	Conejas madres	Conejas madres	3
22062	Bisaurri	Equinos	Equinos (caballos, mulas y asnos)	5
22062	Bisaurri	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
22062	Bisaurri	Ovinos	Ovejas madres y corderas para reposición	6
22063	Biscarrués	Aves	Gallinas ponedoras	2
22063	Biscarrués	Aves	Pollos de carne	2
22063	Biscarrués	Caprinos	Cabras madres y chivas de reposición	1
22063	Biscarrués	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22063	Biscarrués	Conejas madres	Conejas madres	1
22063	Biscarrués	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22063	Biscarrués	Ovinos	Ovejas madres y corderas para reposición	2
22063	Biscarrués	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
22064	Blecua y Torres	Aves	Gallinas ponedoras	1
22064	Blecua y Torres	Bovinos	Bovinos de entre uno y dos años	1
22064	Blecua y Torres	Caprinos	Cabras madres y chivas de reposición	2
22064	Blecua y Torres	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
22064	Blecua y Torres	Equinos	Equinos (caballos, mulas y asnos)	2
22064	Blecua y Torres	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22064	Blecua y Torres	Ovinos	Ovejas madres y corderas para reposición	3
22064	Blecua y Torres	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
22064	Blecua y Torres	Porcinos	Lechones de menos de 20 kg	3
22064	Blecua y Torres	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	9
22066	Boltaña	Aves	Gallinas ponedoras	6
22066	Boltaña	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22066	Boltaña	Aves	Pollos de carne	2
22066	Boltaña	Bovinos	Bovinos de entre uno y dos años	9
22066	Boltaña	Bovinos	Bovinos de menos de un año	14
22066	Boltaña	Bovinos	Otros bovinos de dos años o más	9
22066	Boltaña	Bovinos	Vacas	10
22066	Boltaña	Caprinos	Cabras madres y chivas de reposición	10
22066	Boltaña	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	5
22066	Boltaña	Colmenas	Colmenas	1
22066	Boltaña	Conejas madres	Conejas madres	2
22066	Boltaña	Equinos	Equinos (caballos, mulas y asnos)	2
22066	Boltaña	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	8
22066	Boltaña	Ovinos	Ovejas madres y corderas para reposición	15
22066	Boltaña	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22066	Boltaña	Porcinos	Lechones de menos de 20 kg	1
22066	Boltaña	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22067	Bonansa	Aves	Gallinas ponedoras	4
22067	Bonansa	Bovinos	Bovinos de entre uno y dos años	6
22067	Bonansa	Bovinos	Bovinos de menos de un año	7
22067	Bonansa	Bovinos	Otros bovinos de dos años o más	8
22067	Bonansa	Bovinos	Vacas	8
22067	Bonansa	Caprinos	Cabras madres y chivas de reposición	3
22067	Bonansa	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22067	Bonansa	Conejas madres	Conejas madres	1
22067	Bonansa	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
22067	Bonansa	Ovinos	Ovejas madres y corderas para reposición	3
22068	Borau	Aves	Gallinas ponedoras	1
22068	Borau	Aves	Pollos de carne	1
22068	Borau	Bovinos	Bovinos de entre uno y dos años	1
22068	Borau	Bovinos	Bovinos de menos de un año	3
22068	Borau	Bovinos	Otros bovinos de dos años o más	2
22068	Borau	Bovinos	Vacas	3
22068	Borau	Caprinos	Cabras madres y chivas de reposición	1
22068	Borau	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22068	Borau	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22068	Borau	Ovinos	Ovejas madres y corderas para reposición	2
22069	Broto	Aves	Gallinas ponedoras	7
22069	Broto	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22069	Broto	Bovinos	Bovinos de entre uno y dos años	22
22069	Broto	Bovinos	Bovinos de menos de un año	20
22069	Broto	Bovinos	Otros bovinos de dos años o más	24
22069	Broto	Bovinos	Vacas	29
22069	Broto	Caprinos	Cabras madres y chivas de reposición	6
22069	Broto	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	5
22069	Broto	Conejas madres	Conejas madres	2
22069	Broto	Equinos	Equinos (caballos, mulas y asnos)	4
22069	Broto	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	8
22069	Broto	Ovinos	Ovejas madres y corderas para reposición	11
22072	Caldearenas	Aves	Gallinas ponedoras	3
22072	Caldearenas	Aves	Pollos de carne	2
22072	Caldearenas	Bovinos	Bovinos de entre uno y dos años	12
22072	Caldearenas	Bovinos	Bovinos de menos de un año	4
22072	Caldearenas	Bovinos	Otros bovinos de dos años o más	1
22072	Caldearenas	Bovinos	Vacas	1
22072	Caldearenas	Caprinos	Cabras madres y chivas de reposición	3
22072	Caldearenas	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22072	Caldearenas	Colmenas	Colmenas	2
22072	Caldearenas	Conejas madres	Conejas madres	2
22072	Caldearenas	Equinos	Equinos (caballos, mulas y asnos)	2
22072	Caldearenas	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22072	Caldearenas	Ovinos	Ovejas madres y corderas para reposición	9
22072	Caldearenas	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22072	Caldearenas	Porcinos	Lechones de menos de 20 kg	3
22072	Caldearenas	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22074	Campo	Aves	Gallinas ponedoras	1
22074	Campo	Aves	Pollos de carne	2
22074	Campo	Bovinos	Bovinos de menos de un año	1
22074	Campo	Bovinos	Otros bovinos de dos años o más	1
22074	Campo	Caprinos	Cabras madres y chivas de reposición	2
22074	Campo	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
22074	Campo	Equinos	Equinos (caballos, mulas y asnos)	2
22074	Campo	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22074	Campo	Ovinos	Ovejas madres y corderas para reposición	4
22074	Campo	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22074	Campo	Porcinos	Lechones de menos de 20 kg	1
22074	Campo	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22075	Camporrells	Aves	Gallinas ponedoras	3
22075	Camporrells	Bovinos	Bovinos de menos de un año	5
22075	Camporrells	Caprinos	Cabras madres y chivas de reposición	1
22075	Camporrells	Conejas madres	Conejas madres	2
22075	Camporrells	Ovinos	Ovejas madres y corderas para reposición	1
22075	Camporrells	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	5
22076	Canal de Berdún	Aves	Gallinas ponedoras	4
22076	Canal de Berdún	Aves	Pollos de carne	3
22076	Canal de Berdún	Bovinos	Bovinos de entre uno y dos años	5
22076	Canal de Berdún	Bovinos	Bovinos de menos de un año	5
22076	Canal de Berdún	Bovinos	Otros bovinos de dos años o más	5
22076	Canal de Berdún	Bovinos	Vacas	6
22076	Canal de Berdún	Caprinos	Cabras madres y chivas de reposición	5
22076	Canal de Berdún	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	6
22076	Canal de Berdún	Conejas madres	Conejas madres	2
22076	Canal de Berdún	Equinos	Equinos (caballos, mulas y asnos)	2
22076	Canal de Berdún	Otros animales no de compañía	Otros animales no de compañía	2
22076	Canal de Berdún	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22076	Canal de Berdún	Ovinos	Ovejas madres y corderas para reposición	8
22077	Candasnos	Aves	Gallinas ponedoras	1
22077	Candasnos	Aves	Pollos de carne	1
22077	Candasnos	Caprinos	Cabras madres y chivas de reposición	6
22077	Candasnos	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	6
22077	Candasnos	Equinos	Equinos (caballos, mulas y asnos)	1
22077	Candasnos	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	7
22077	Candasnos	Ovinos	Ovejas madres y corderas para reposición	8
22077	Candasnos	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22077	Candasnos	Porcinos	Lechones de menos de 20 kg	3
22077	Candasnos	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	10
22078	Canfranc	Aves	Gallinas ponedoras	1
22078	Canfranc	Bovinos	Bovinos de menos de un año	1
22078	Canfranc	Bovinos	Otros bovinos de dos años o más	1
22078	Canfranc	Bovinos	Vacas	1
22078	Canfranc	Caprinos	Cabras madres y chivas de reposición	1
22078	Canfranc	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22078	Canfranc	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22078	Canfranc	Ovinos	Ovejas madres y corderas para reposición	1
22079	Capdesaso	Bovinos	Bovinos de entre uno y dos años	1
22079	Capdesaso	Bovinos	Bovinos de menos de un año	2
22079	Capdesaso	Bovinos	Otros bovinos de dos años o más	1
22079	Capdesaso	Bovinos	Vacas	1
22079	Capdesaso	Equinos	Equinos (caballos, mulas y asnos)	1
22079	Capdesaso	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22079	Capdesaso	Ovinos	Ovejas madres y corderas para reposición	2
22079	Capdesaso	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
