Mes y año	'Aragón'	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
Marzo 2005	Aragón	Mujeres	2923	4	De 1 a 2 años
Marzo 2005	Aragón	Mujeres	1152	5	De 2 a 3 años
Marzo 2005	Aragón	Mujeres	2280	6	Más de 3 años
Febrero 2005	Aragón	Hombres	8102	1	Hasta 3 meses
Febrero 2005	Aragón	Hombres	2949	2	De 3 a 6 meses
Febrero 2005	Aragón	Hombres	1918	3	De 6 a 12 meses
Febrero 2005	Aragón	Hombres	1697	4	De 1 a 2 años
Febrero 2005	Aragón	Hombres	403	5	De 2 a 3 años
Febrero 2005	Aragón	Hombres	830	6	Más de 3 años
Febrero 2005	Aragón	Mujeres	10710	1	Hasta 3 meses
Febrero 2005	Aragón	Mujeres	4773	2	De 3 a 6 meses
Febrero 2005	Aragón	Mujeres	3169	3	De 6 a 12 meses
Febrero 2005	Aragón	Mujeres	2950	4	De 1 a 2 años
Febrero 2005	Aragón	Mujeres	1165	5	De 2 a 3 años
Febrero 2005	Aragón	Mujeres	2272	6	Más de 3 años
Enero 2005	Aragón	Hombres	8652	1	Hasta 3 meses
Enero 2005	Aragón	Hombres	2688	2	De 3 a 6 meses
Enero 2005	Aragón	Hombres	1980	3	De 6 a 12 meses
Enero 2005	Aragón	Hombres	1740	4	De 1 a 2 años
Enero 2005	Aragón	Hombres	474	5	De 2 a 3 años
Enero 2005	Aragón	Hombres	831	6	Más de 3 años
Enero 2005	Aragón	Mujeres	10782	1	Hasta 3 meses
Enero 2005	Aragón	Mujeres	4407	2	De 3 a 6 meses
Enero 2005	Aragón	Mujeres	3249	3	De 6 a 12 meses
Enero 2005	Aragón	Mujeres	2897	4	De 1 a 2 años
Enero 2005	Aragón	Mujeres	1170	5	De 2 a 3 años
Enero 2005	Aragón	Mujeres	2269	6	Más de 3 años
