Año	Comarca Código	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre
2013	13	8	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja
2013	19	8	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	21	8	10	Industria de la alimentación	21	Campo de Cariñena
2013	21	8	11	Fabricación de bebidas	21	Campo de Cariñena
2013	21	8	31	Fabricación de muebles	21	Campo de Cariñena
2013	23	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín
2013	33	8	41	Construcción de edificios	33	Matarraña / Matarranya
2013	01	7	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	01	La Jacetania
2013	02	7	43	Actividades de construcción especializada	02	Alto Gállego
2013	12	7	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo
2013	14	7	15	Industria del cuero y del calzado	14	Aranda
2013	19	7	41	Construcción de edificios	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	23	7	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín
2013	27	7	41	Construcción de edificios	27	Andorra-Sierra de Arcos
2013	27	7	49	Transporte terrestre y por tubería	27	Andorra-Sierra de Arcos
2013	31	7	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	31	Sierra de Albarracín
2013	33	7	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya
2013	33	7	10	Industria de la alimentación	33	Matarraña / Matarranya
2013		7	41	Construcción de edificios	NC	Municipio del centro de trabajo fuera de Aragón
2013	02	6	41	Construcción de edificios	02	Alto Gállego
2013	04	6	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza
2013	12	6	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	12	Tarazona y el Moncayo
2013	21	6	25	Fabricación de productos metálicos, excepto maquinaria y equipo	21	Campo de Cariñena
2013	25	6	41	Construcción de edificios	25	Jiloca
2013	25	6	45	Venta y reparación de vehículos de motor y motocicletas	25	Jiloca
2013	32	6	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32	Gúdar-Javalambre
2013		6	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón
2013		6	49	Transporte terrestre y por tubería	NC	Municipio del centro de trabajo fuera de Aragón
2013	02	5	84	Administración Pública y defensa; Seguridad Social obligatoria	02	Alto Gállego
2013	12	5	30	Fabricación de otro material de transporte	12	Tarazona y el Moncayo
2013	19	5	10	Industria de la alimentación	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	19	5	49	Transporte terrestre y por tubería	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	22	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	22	Campo de Belchite
2013	26	5	10	Industria de la alimentación	26	Cuencas Mineras
2013	26	5	41	Construcción de edificios	26	Cuencas Mineras
2013	26	5	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras
2013	32	5	41	Construcción de edificios	32	Gúdar-Javalambre
2013	32	5	43	Actividades de construcción especializada	32	Gúdar-Javalambre
2013		5	02	Silvicultura y explotación forestal	NC	Municipio del centro de trabajo fuera de Aragón
2013	03	4	43	Actividades de construcción especializada	03	Sobrarbe
2013	03	4	55	Servicios de alojamiento	03	Sobrarbe
2013	12	4	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo
2013	14	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	14	Aranda
2013	18	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro
2013	18	4	84	Administración Pública y defensa; Seguridad Social obligatoria	18	Ribera Baja del Ebro
2013	23	4	84	Administración Pública y defensa; Seguridad Social obligatoria	23	Bajo Martín
2013	24	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	24	Campo de Daroca
2013	24	4	02	Silvicultura y explotación forestal	24	Campo de Daroca
2013	26	4	20	Industria química	26	Cuencas Mineras
2013	26	4	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	26	Cuencas Mineras
2013	32	4	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre
2013	02	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	02	Alto Gállego
2013	02	3	49	Transporte terrestre y por tubería	02	Alto Gállego
2013	02	3	55	Servicios de alojamiento	02	Alto Gállego
2013	03	3	02	Silvicultura y explotación forestal	03	Sobrarbe
2013	03	3	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	03	Sobrarbe
2013	14	3	43	Actividades de construcción especializada	14	Aranda
2013	18	3	17	Industria del papel	18	Ribera Baja del Ebro
2013	18	3	20	Industria química	18	Ribera Baja del Ebro
2013	18	3	43	Actividades de construcción especializada	18	Ribera Baja del Ebro
2013	23	3	25	Fabricación de productos metálicos, excepto maquinaria y equipo	23	Bajo Martín
2013	23	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín
2013	24	3	49	Transporte terrestre y por tubería	24	Campo de Daroca
2013	27	3	08	Otras industrias extractivas	27	Andorra-Sierra de Arcos
2013	27	3	23	Fabricación de otros productos minerales no metálicos	27	Andorra-Sierra de Arcos
2013	27	3	43	Actividades de construcción especializada	27	Andorra-Sierra de Arcos
2013	33	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	33	Matarraña / Matarranya
2013	33	3	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya
2013	14	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	14	Aranda
2013	14	2	49	Transporte terrestre y por tubería	14	Aranda
2013	22	2	08	Otras industrias extractivas	22	Campo de Belchite
2013	22	2	23	Fabricación de otros productos minerales no metálicos	22	Campo de Belchite
2013	22	2	43	Actividades de construcción especializada	22	Campo de Belchite
2013	22	2	84	Administración Pública y defensa; Seguridad Social obligatoria	22	Campo de Belchite
2013	30	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30	Maestrazgo
2013	30	2	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2013	30	2	84	Administración Pública y defensa; Seguridad Social obligatoria	30	Maestrazgo
2013	31	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	31	Sierra de Albarracín
2013	31	2	41	Construcción de edificios	31	Sierra de Albarracín
2013	30	1	02	Silvicultura y explotación forestal	30	Maestrazgo
2013	30	1	10	Industria de la alimentación	30	Maestrazgo
2013	31	1	02	Silvicultura y explotación forestal	31	Sierra de Albarracín
2013	31	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	31	Sierra de Albarracín
2013	31	1	84	Administración Pública y defensa; Seguridad Social obligatoria	31	Sierra de Albarracín
2012	17	446	43	Actividades de construcción especializada	17	D.C. Zaragoza
2012	17	333	49	Transporte terrestre y por tubería	17	D.C. Zaragoza
2012	17	314	25	Fabricación de productos metálicos, excepto maquinaria y equipo	17	D.C. Zaragoza
2012	17	247	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza
2012	17	244	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza
2012	11	99	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca
2012	15	85	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro
2012	15	73	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro
2012	27	62	05	Extracción de antracita, hulla y lignito	27	Andorra-Sierra de Arcos
2012	06	52	41	Construcción de edificios	06	Hoya de Huesca / Plana de Uesca
2012	05	51	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas
2012	15	45	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro
2012	16	45	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón
2012	06	40	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca
2012	26	38	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras
2012	08	36	25	Fabricación de productos metálicos, excepto maquinaria y equipo	08	Cinca Medio
2012	09	36	10	Industria de la alimentación	09	La Litera / La Llitera
2012	19	36	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	08	35	28	Fabricación de maquinaria y equipo n.c.o.p.	08	Cinca Medio
2012	29	33	41	Construcción de edificios	29	Comunidad de Teruel
2012	06	30	43	Actividades de construcción especializada	06	Hoya de Huesca / Plana de Uesca
2012	06	27	25	Fabricación de productos metálicos, excepto maquinaria y equipo	06	Hoya de Huesca / Plana de Uesca
2012	08	25	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio
2012	08	25	49	Transporte terrestre y por tubería	08	Cinca Medio
2012	15	25	43	Actividades de construcción especializada	15	Ribera Alta del Ebro
2012	11	23	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca
2012	16	23	22	Fabricación de productos de caucho y plásticos	16	Valdejalón
2012	16	23	25	Fabricación de productos metálicos, excepto maquinaria y equipo	16	Valdejalón
2012	20	23	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	20	Comunidad de Calatayud
2012	02	22	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego
2012	06	22	93	Actividades deportivas, recreativas y de entretenimiento	06	Hoya de Huesca / Plana de Uesca
2012	16	22	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón
2012	16	22	49	Transporte terrestre y por tubería	16	Valdejalón
2012	29	22	49	Transporte terrestre y por tubería	29	Comunidad de Teruel
2012	05	21	41	Construcción de edificios	05	Cinco Villas
2012	10	21	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros
2012	28	21	43	Actividades de construcción especializada	28	Bajo Aragón
2012	08	20	43	Actividades de construcción especializada	08	Cinca Medio
2012	27	20	41	Construcción de edificios	27	Andorra-Sierra de Arcos
2012	28	20	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón
2012	29	20	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel
2012	21	19	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena
2012	27	19	49	Transporte terrestre y por tubería	27	Andorra-Sierra de Arcos
2012	29	19	43	Actividades de construcción especializada	29	Comunidad de Teruel
2012	11	18	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca
2012	11	18	43	Actividades de construcción especializada	11	Bajo Cinca / Baix Cinca
2012	28	18	41	Construcción de edificios	28	Bajo Aragón
2012	05	17	23	Fabricación de otros productos minerales no metálicos	05	Cinco Villas
2012	05	17	43	Actividades de construcción especializada	05	Cinco Villas
2012	09	17	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	09	La Litera / La Llitera
2012	09	17	43	Actividades de construcción especializada	09	La Litera / La Llitera
2012	15	17	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	15	Ribera Alta del Ebro
2012	28	17	10	Industria de la alimentación	28	Bajo Aragón
2012	29	17	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	29	Comunidad de Teruel
2012	28	16	23	Fabricación de otros productos minerales no metálicos	28	Bajo Aragón
2012	01	15	49	Transporte terrestre y por tubería	01	La Jacetania
2012	05	15	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas
2012	13	15	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja
2012	20	15	43	Actividades de construcción especializada	20	Comunidad de Calatayud
2012	04	14	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	04	La Ribagorza
2012	07	14	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	07	Somontano de Barbastro
2012	07	14	43	Actividades de construcción especializada	07	Somontano de Barbastro
2012	23	14	49	Transporte terrestre y por tubería	23	Bajo Martín
2012	25	14	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25	Jiloca
2012		14	43	Actividades de construcción especializada	NC	Municipio del centro de trabajo fuera de Aragón
2012	12	13	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo
2012	18	13	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro
2012	19	13	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	20	13	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud
2012	01	12	43	Actividades de construcción especializada	01	La Jacetania
2012	07	12	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro
2012	11	12	41	Construcción de edificios	11	Bajo Cinca / Baix Cinca
2012	11	12	49	Transporte terrestre y por tubería	11	Bajo Cinca / Baix Cinca
2012	19	12	41	Construcción de edificios	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	20	12	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud
2012	21	12	11	Fabricación de bebidas	21	Campo de Cariñena
2012	24	12	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca
2012	25	12	10	Industria de la alimentación	25	Jiloca
2012		12	41	Construcción de edificios	NC	Municipio del centro de trabajo fuera de Aragón
2012	01	11	41	Construcción de edificios	01	La Jacetania
2012	04	11	41	Construcción de edificios	04	La Ribagorza
2012	10	11	43	Actividades de construcción especializada	10	Los Monegros
2012	13	11	25	Fabricación de productos metálicos, excepto maquinaria y equipo	13	Campo de Borja
2012	25	11	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	25	Jiloca
2012	02	10	41	Construcción de edificios	02	Alto Gállego
2012	19	10	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	21	10	31	Fabricación de muebles	21	Campo de Cariñena
2012	01	9	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania
2012	04	9	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza
2012	10	9	41	Construcción de edificios	10	Los Monegros
2012	13	9	22	Fabricación de productos de caucho y plásticos	13	Campo de Borja
2012	21	9	10	Industria de la alimentación	21	Campo de Cariñena
2012	21	9	25	Fabricación de productos metálicos, excepto maquinaria y equipo	21	Campo de Cariñena
2012		9	42	Ingeniería civil	NC	Municipio del centro de trabajo fuera de Aragón
2012		9	49	Transporte terrestre y por tubería	NC	Municipio del centro de trabajo fuera de Aragón
2012	02	8	55	Servicios de alojamiento	02	Alto Gállego
2012	04	8	43	Actividades de construcción especializada	04	La Ribagorza
2012	04	8	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	04	La Ribagorza
2012	07	8	41	Construcción de edificios	07	Somontano de Barbastro
2012	07	8	84	Administración Pública y defensa; Seguridad Social obligatoria	07	Somontano de Barbastro
2012	07	8	93	Actividades deportivas, recreativas y de entretenimiento	07	Somontano de Barbastro
2012	09	8	49	Transporte terrestre y por tubería	09	La Litera / La Llitera
2012	13	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	13	Campo de Borja
2012	13	8	10	Industria de la alimentación	13	Campo de Borja
2012	20	8	25	Fabricación de productos metálicos, excepto maquinaria y equipo	20	Comunidad de Calatayud
2012	20	8	45	Venta y reparación de vehículos de motor y motocicletas	20	Comunidad de Calatayud
2012	23	8	41	Construcción de edificios	23	Bajo Martín
2012	25	8	41	Construcción de edificios	25	Jiloca
2012	27	8	43	Actividades de construcción especializada	27	Andorra-Sierra de Arcos
2012	32	8	41	Construcción de edificios	32	Gúdar-Javalambre
2012	32	8	43	Actividades de construcción especializada	32	Gúdar-Javalambre
2012	33	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya
2012		8	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	NC	Municipio del centro de trabajo fuera de Aragón
2012	03	7	41	Construcción de edificios	03	Sobrarbe
2012	10	7	10	Industria de la alimentación	10	Los Monegros
2012	12	7	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	12	Tarazona y el Moncayo
2012	14	7	15	Industria del cuero y del calzado	14	Aranda
2012	18	7	25	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro
2012	18	7	41	Construcción de edificios	18	Ribera Baja del Ebro
2012	23	7	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín
2012	26	7	41	Construcción de edificios	26	Cuencas Mineras
2012	33	7	41	Construcción de edificios	33	Matarraña / Matarranya
2012	02	6	43	Actividades de construcción especializada	02	Alto Gállego
2012	02	6	49	Transporte terrestre y por tubería	02	Alto Gállego
2012	02	6	84	Administración Pública y defensa; Seguridad Social obligatoria	02	Alto Gállego
2012	10	6	33	Reparación e instalación de maquinaria y equipo	10	Los Monegros
2012	12	6	10	Industria de la alimentación	12	Tarazona y el Moncayo
2012	12	6	41	Construcción de edificios	12	Tarazona y el Moncayo
2012	18	6	20	Industria química	18	Ribera Baja del Ebro
2012	19	6	43	Actividades de construcción especializada	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	24	6	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	24	Campo de Daroca
2012	32	6	93	Actividades deportivas, recreativas y de entretenimiento	32	Gúdar-Javalambre
2012	01	5	42	Ingeniería civil	01	La Jacetania
2012	09	5	23	Fabricación de otros productos minerales no metálicos	09	La Litera / La Llitera
2012	09	5	28	Fabricación de maquinaria y equipo n.c.o.p.	09	La Litera / La Llitera
2012	09	5	33	Reparación e instalación de maquinaria y equipo	09	La Litera / La Llitera
2012	09	5	45	Venta y reparación de vehículos de motor y motocicletas	09	La Litera / La Llitera
2012	09	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera
2012	09	5	84	Administración Pública y defensa; Seguridad Social obligatoria	09	La Litera / La Llitera
2012	12	5	25	Fabricación de productos metálicos, excepto maquinaria y equipo	12	Tarazona y el Moncayo
2012	12	5	30	Fabricación de otro material de transporte	12	Tarazona y el Moncayo
2012	12	5	31	Fabricación de muebles	12	Tarazona y el Moncayo
2012	12	5	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo
2012	12	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo
2012	12	5	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo
2012	18	5	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro
2012	22	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	22	Campo de Belchite
2012	26	5	20	Industria química	26	Cuencas Mineras
2012	26	5	43	Actividades de construcción especializada	26	Cuencas Mineras
2012	32	5	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre
2012	33	5	10	Industria de la alimentación	33	Matarraña / Matarranya
2012	03	4	55	Servicios de alojamiento	03	Sobrarbe
2012	14	4	07	Extracción de minerales metálicos	14	Aranda
2012	14	4	84	Administración Pública y defensa; Seguridad Social obligatoria	14	Aranda
2012	22	4	84	Administración Pública y defensa; Seguridad Social obligatoria	22	Campo de Belchite
2012	23	4	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín
2012	23	4	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	23	Bajo Martín
2012	24	4	41	Construcción de edificios	24	Campo de Daroca
2012	24	4	49	Transporte terrestre y por tubería	24	Campo de Daroca
2012	25	4	45	Venta y reparación de vehículos de motor y motocicletas	25	Jiloca
2012	26	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	26	Cuencas Mineras
2012	27	4	08	Otras industrias extractivas	27	Andorra-Sierra de Arcos
2012	30	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30	Maestrazgo
2012	31	4	41	Construcción de edificios	31	Sierra de Albarracín
2012	32	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32	Gúdar-Javalambre
2012	32	4	10	Industria de la alimentación	32	Gúdar-Javalambre
2012	03	3	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	03	Sobrarbe
2012	03	3	43	Actividades de construcción especializada	03	Sobrarbe
2012	14	3	25	Fabricación de productos metálicos, excepto maquinaria y equipo	14	Aranda
2012	14	3	49	Transporte terrestre y por tubería	14	Aranda
2012	22	3	08	Otras industrias extractivas	22	Campo de Belchite
2012	22	3	43	Actividades de construcción especializada	22	Campo de Belchite
2012	24	3	02	Silvicultura y explotación forestal	24	Campo de Daroca
2012	31	3	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	31	Sierra de Albarracín
2012	33	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	33	Matarraña / Matarranya
2012	03	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	03	Sobrarbe
2012	03	2	42	Ingeniería civil	03	Sobrarbe
2012	03	2	84	Administración Pública y defensa; Seguridad Social obligatoria	03	Sobrarbe
2012	22	2	23	Fabricación de otros productos minerales no metálicos	22	Campo de Belchite
2012	30	2	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2012	30	2	41	Construcción de edificios	30	Maestrazgo
2012	31	2	43	Actividades de construcción especializada	31	Sierra de Albarracín
2012	31	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	31	Sierra de Albarracín
2012	33	2	45	Venta y reparación de vehículos de motor y motocicletas	33	Matarraña / Matarranya
2012	33	2	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya
2012	30	1	02	Silvicultura y explotación forestal	30	Maestrazgo
2012	30	1	08	Otras industrias extractivas	30	Maestrazgo
2012	30	1	42	Ingeniería civil	30	Maestrazgo
2012	30	1	84	Administración Pública y defensa; Seguridad Social obligatoria	30	Maestrazgo
2012	31	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	31	Sierra de Albarracín
2012	31	1	02	Silvicultura y explotación forestal	31	Sierra de Albarracín
2012	31	1	49	Transporte terrestre y por tubería	31	Sierra de Albarracín
2012	31	1	81	Servicios a edificios y actividades de jardinería	31	Sierra de Albarracín
2012	31	1	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín
2011	17	546	43	Actividades de construcción especializada	17	D.C. Zaragoza
2011	17	381	41	Construcción de edificios	17	D.C. Zaragoza
2011	17	367	49	Transporte terrestre y por tubería	17	D.C. Zaragoza
2011	17	353	25	Fabricación de productos metálicos, excepto maquinaria y equipo	17	D.C. Zaragoza
2011	17	283	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza
2011	15	162	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro
2011	27	94	05	Extracción de antracita, hulla y lignito	27	Andorra-Sierra de Arcos
2011	15	71	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro
2011	06	62	41	Construcción de edificios	06	Hoya de Huesca / Plana de Uesca
2011	05	60	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas
2011	11	59	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca
2011	15	57	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro
2011	06	56	43	Actividades de construcción especializada	06	Hoya de Huesca / Plana de Uesca
2011	16	53	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón
2011	29	52	41	Construcción de edificios	29	Comunidad de Teruel
2011	09	49	10	Industria de la alimentación	09	La Litera / La Llitera
2011	26	45	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras
2011	15	40	43	Actividades de construcción especializada	15	Ribera Alta del Ebro
2011	16	40	25	Fabricación de productos metálicos, excepto maquinaria y equipo	16	Valdejalón
2011	06	39	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca
2011	08	37	43	Actividades de construcción especializada	08	Cinca Medio
2011	16	37	22	Fabricación de productos de caucho y plásticos	16	Valdejalón
2011	06	36	25	Fabricación de productos metálicos, excepto maquinaria y equipo	06	Hoya de Huesca / Plana de Uesca
2011	28	34	41	Construcción de edificios	28	Bajo Aragón
2011	19	33	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2011	06	31	45	Venta y reparación de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca
2011	08	30	49	Transporte terrestre y por tubería	08	Cinca Medio
2011	09	30	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	09	La Litera / La Llitera
2011	29	30	43	Actividades de construcción especializada	29	Comunidad de Teruel
2011	05	29	41	Construcción de edificios	05	Cinco Villas
2011	05	29	43	Actividades de construcción especializada	05	Cinco Villas
2011	09	28	43	Actividades de construcción especializada	09	La Litera / La Llitera
2011	29	28	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel
2011	08	27	20	Industria química	08	Cinca Medio
2011	16	27	41	Construcción de edificios	16	Valdejalón
2011	11	26	43	Actividades de construcción especializada	11	Bajo Cinca / Baix Cinca
2011	27	25	41	Construcción de edificios	27	Andorra-Sierra de Arcos
2011	08	24	28	Fabricación de maquinaria y equipo n.c.o.p.	08	Cinca Medio
2011	10	24	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros
2011	15	24	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro
2011	16	24	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón
2011	20	24	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	20	Comunidad de Calatayud
2011	05	23	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas
2011	20	23	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud
2011	29	23	02	Silvicultura y explotación forestal	29	Comunidad de Teruel
2011	29	23	25	Fabricación de productos metálicos, excepto maquinaria y equipo	29	Comunidad de Teruel
2011		23	42	Ingeniería civil	NC	Municipio del centro de trabajo fuera de Aragón
2011	01	22	41	Construcción de edificios	01	La Jacetania
2011	20	22	41	Construcción de edificios	20	Comunidad de Calatayud
2011		22	41	Construcción de edificios	NC	Municipio del centro de trabajo fuera de Aragón
2011		22	43	Actividades de construcción especializada	NC	Municipio del centro de trabajo fuera de Aragón
2011	20	21	43	Actividades de construcción especializada	20	Comunidad de Calatayud
2011	28	21	43	Actividades de construcción especializada	28	Bajo Aragón
2011	01	20	43	Actividades de construcción especializada	01	La Jacetania
2011	11	20	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca
2011	02	19	41	Construcción de edificios	02	Alto Gállego
2011	07	19	43	Actividades de construcción especializada	07	Somontano de Barbastro
2011	08	19	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio
2011	08	19	25	Fabricación de productos metálicos, excepto maquinaria y equipo	08	Cinca Medio
2011	20	19	49	Transporte terrestre y por tubería	20	Comunidad de Calatayud
2011	07	18	41	Construcción de edificios	07	Somontano de Barbastro
2011	24	18	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca
2011	28	18	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón
