Año	Comarca Código	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre
2017	03	3	84	Administración Pública y defensa; Seguridad Social obligatoria	03	Sobrarbe
2017	14	3	43	Actividades de construcción especializada	14	Aranda
2017	23	3	41	Construcción de edificios	23	Bajo Martín
2017	24	3	43	Actividades de construcción especializada	24	Campo de Daroca
2017	24	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24	Campo de Daroca
2017	30	3	41	Construcción de edificios	30	Maestrazgo
2017	31	3	41	Construcción de edificios	31	Sierra de Albarracín
2017	31	3	56	Servicios de comidas y bebidas	31	Sierra de Albarracín
2017	14	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	14	Aranda
2017	14	2	13	Industria textil	14	Aranda
2017	14	2	49	Transporte terrestre y por tubería	14	Aranda
2017	22	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	22	Campo de Belchite
2017	22	2	41	Construcción de edificios	22	Campo de Belchite
2017	22	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	22	Campo de Belchite
2017	30	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	30	Maestrazgo
2017	31	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	31	Sierra de Albarracín
2017	31	2	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín
2017	22	1	08	Otras industrias extractivas	22	Campo de Belchite
2017	22	1	36	Captación, depuración y distribución de agua	22	Campo de Belchite
2017	22	1	49	Transporte terrestre y por tubería	22	Campo de Belchite
2017	22	1	77	Actividades de alquiler	22	Campo de Belchite
2017	30	1	08	Otras industrias extractivas	30	Maestrazgo
2017	30	1	10	Industria de la alimentación	30	Maestrazgo
2017	30	1	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2016	17	419	43	Actividades de construcción especializada	17	D.C. Zaragoza
2016	17	368	49	Transporte terrestre y por tubería	17	D.C. Zaragoza
2016	17	331	25	Fabricación de productos metálicos, excepto maquinaria y equipo	17	D.C. Zaragoza
2016	17	321	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza
2016	17	256	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza
2016	11	134	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca
2016	15	129	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro
2016	27	87	05	Extracción de antracita, hulla y lignito	27	Andorra-Sierra de Arcos
2016	15	85	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro
2016	16	69	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón
2016	10	64	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros
2016	19	64	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	06	58	41	Construcción de edificios	06	Hoya de Huesca / Plana de Uesca
2016	05	56	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas
2016	26	51	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras
2016	15	49	43	Actividades de construcción especializada	15	Ribera Alta del Ebro
2016	06	47	43	Actividades de construcción especializada	06	Hoya de Huesca / Plana de Uesca
2016	09	45	10	Industria de la alimentación	09	La Litera / La Llitera
2016	08	42	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio
2016	15	42	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro
2016	29	41	29	Fabricación de vehículos de motor, remolques y semirremolques	29	Comunidad de Teruel
2016	29	40	10	Industria de la alimentación	29	Comunidad de Teruel
2016	05	39	23	Fabricación de otros productos minerales no metálicos	05	Cinco Villas
2016	08	39	28	Fabricación de maquinaria y equipo n.c.o.p.	08	Cinca Medio
2016	06	37	25	Fabricación de productos metálicos, excepto maquinaria y equipo	06	Hoya de Huesca / Plana de Uesca
2016	06	37	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca
2016	09	37	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	09	La Litera / La Llitera
2016	16	36	49	Transporte terrestre y por tubería	16	Valdejalón
2016	06	34	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	06	Hoya de Huesca / Plana de Uesca
2016	29	34	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel
2016	16	33	28	Fabricación de maquinaria y equipo n.c.o.p.	16	Valdejalón
2016	08	32	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	08	Cinca Medio
2016	16	32	22	Fabricación de productos de caucho y plásticos	16	Valdejalón
2016	16	32	25	Fabricación de productos metálicos, excepto maquinaria y equipo	16	Valdejalón
2016	29	31	41	Construcción de edificios	29	Comunidad de Teruel
2016	08	29	25	Fabricación de productos metálicos, excepto maquinaria y equipo	08	Cinca Medio
2016	15	29	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	15	Ribera Alta del Ebro
2016	11	28	49	Transporte terrestre y por tubería	11	Bajo Cinca / Baix Cinca
2016	20	28	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud
2016	02	26	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego
2016	29	26	43	Actividades de construcción especializada	29	Comunidad de Teruel
2016	05	25	10	Industria de la alimentación	05	Cinco Villas
2016	28	25	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón
2016	21	24	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena
2016	23	24	49	Transporte terrestre y por tubería	23	Bajo Martín
2016	07	23	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	07	Somontano de Barbastro
2016	20	23	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	20	Comunidad de Calatayud
2016	11	22	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca
2016	08	21	49	Transporte terrestre y por tubería	08	Cinca Medio
2016	05	20	41	Construcción de edificios	05	Cinco Villas
2016		20	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón
2016	01	19	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania
2016	04	19	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	04	La Ribagorza
2016	13	19	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja
2016	33	19	10	Industria de la alimentación	33	Matarraña / Matarranya
2016	09	18	43	Actividades de construcción especializada	09	La Litera / La Llitera
2016	10	17	43	Actividades de construcción especializada	10	Los Monegros
2016	20	17	25	Fabricación de productos metálicos, excepto maquinaria y equipo	20	Comunidad de Calatayud
2016	23	17	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín
2016	25	17	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25	Jiloca
2016	28	17	41	Construcción de edificios	28	Bajo Aragón
2016		17	41	Construcción de edificios	NC	Municipio del centro de trabajo fuera de Aragón
2016	11	16	25	Fabricación de productos metálicos, excepto maquinaria y equipo	11	Bajo Cinca / Baix Cinca
2016	02	15	43	Actividades de construcción especializada	02	Alto Gállego
2016	05	15	43	Actividades de construcción especializada	05	Cinco Villas
2016	11	15	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca
2016	13	15	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	13	Campo de Borja
2016	13	15	10	Industria de la alimentación	13	Campo de Borja
2016	13	15	11	Fabricación de bebidas	13	Campo de Borja
2016	18	15	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro
2016	20	15	43	Actividades de construcción especializada	20	Comunidad de Calatayud
2016	20	15	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud
2016	25	15	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	25	Jiloca
2016		15	43	Actividades de construcción especializada	NC	Municipio del centro de trabajo fuera de Aragón
2016	04	14	41	Construcción de edificios	04	La Ribagorza
2016	07	14	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro
2016	21	14	10	Industria de la alimentación	21	Campo de Cariñena
2016	25	14	10	Industria de la alimentación	25	Jiloca
2016	28	14	10	Industria de la alimentación	28	Bajo Aragón
2016	01	13	49	Transporte terrestre y por tubería	01	La Jacetania
2016	04	13	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza
2016	09	13	25	Fabricación de productos metálicos, excepto maquinaria y equipo	09	La Litera / La Llitera
2016	21	13	31	Fabricación de muebles	21	Campo de Cariñena
2016	23	13	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín
2016	28	13	23	Fabricación de otros productos minerales no metálicos	28	Bajo Aragón
2016	07	12	43	Actividades de construcción especializada	07	Somontano de Barbastro
2016	07	12	45	Venta y reparación de vehículos de motor y motocicletas	07	Somontano de Barbastro
2016	09	12	49	Transporte terrestre y por tubería	09	La Litera / La Llitera
2016	21	12	11	Fabricación de bebidas	21	Campo de Cariñena
2016		12	42	Ingeniería civil	NC	Municipio del centro de trabajo fuera de Aragón
2016	01	11	41	Construcción de edificios	01	La Jacetania
2016	07	11	10	Industria de la alimentación	07	Somontano de Barbastro
2016	07	11	56	Servicios de comidas y bebidas	07	Somontano de Barbastro
2016	12	11	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo
2016	12	11	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo
2016	13	11	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja
2016	21	11	25	Fabricación de productos metálicos, excepto maquinaria y equipo	21	Campo de Cariñena
2016	24	11	02	Silvicultura y explotación forestal	24	Campo de Daroca
2016	25	11	41	Construcción de edificios	25	Jiloca
2016	01	10	43	Actividades de construcción especializada	01	La Jacetania
2016	10	10	10	Industria de la alimentación	10	Los Monegros
2016	10	10	41	Construcción de edificios	10	Los Monegros
2016	27	10	08	Otras industrias extractivas	27	Andorra-Sierra de Arcos
2016	01	9	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	01	La Jacetania
2016	04	9	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	04	La Ribagorza
2016	10	9	49	Transporte terrestre y por tubería	10	Los Monegros
2016	12	9	49	Transporte terrestre y por tubería	12	Tarazona y el Moncayo
2016	24	9	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	24	Campo de Daroca
2016	26	9	20	Industria química	26	Cuencas Mineras
2016	28	9	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	28	Bajo Aragón
2016	28	9	49	Transporte terrestre y por tubería	28	Bajo Aragón
2016	32	9	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32	Gúdar-Javalambre
2016	32	9	10	Industria de la alimentación	32	Gúdar-Javalambre
2016	03	8	41	Construcción de edificios	03	Sobrarbe
2016	19	8	41	Construcción de edificios	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	25	8	49	Transporte terrestre y por tubería	25	Jiloca
2016	26	8	10	Industria de la alimentación	26	Cuencas Mineras
2016	27	8	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	27	Andorra-Sierra de Arcos
2016	33	8	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya
2016		8	02	Silvicultura y explotación forestal	NC	Municipio del centro de trabajo fuera de Aragón
2016	02	7	41	Construcción de edificios	02	Alto Gállego
2016	14	7	15	Industria del cuero y del calzado	14	Aranda
2016	23	7	43	Actividades de construcción especializada	23	Bajo Martín
2016	26	7	42	Ingeniería civil	26	Cuencas Mineras
2016	32	7	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre
2016	33	7	43	Actividades de construcción especializada	33	Matarraña / Matarranya
2016	02	6	55	Servicios de alojamiento	02	Alto Gállego
2016	04	6	49	Transporte terrestre y por tubería	04	La Ribagorza
2016	12	6	41	Construcción de edificios	12	Tarazona y el Moncayo
2016	14	6	13	Industria textil	14	Aranda
2016	19	6	10	Industria de la alimentación	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	19	6	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	26	6	33	Reparación e instalación de maquinaria y equipo	26	Cuencas Mineras
2016	33	6	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya
2016	33	6	41	Construcción de edificios	33	Matarraña / Matarranya
2016	03	5	55	Servicios de alojamiento	03	Sobrarbe
2016	03	5	56	Servicios de comidas y bebidas	03	Sobrarbe
2016	12	5	25	Fabricación de productos metálicos, excepto maquinaria y equipo	12	Tarazona y el Moncayo
2016	12	5	45	Venta y reparación de vehículos de motor y motocicletas	12	Tarazona y el Moncayo
2016	22	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	22	Campo de Belchite
2016	22	5	23	Fabricación de otros productos minerales no metálicos	22	Campo de Belchite
2016	23	5	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	23	Bajo Martín
2016	24	5	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca
2016	27	5	17	Industria del papel	27	Andorra-Sierra de Arcos
2016	27	5	41	Construcción de edificios	27	Andorra-Sierra de Arcos
2016	27	5	43	Actividades de construcción especializada	27	Andorra-Sierra de Arcos
2016	30	5	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2016	32	5	28	Fabricación de maquinaria y equipo n.c.o.p.	32	Gúdar-Javalambre
2016	32	5	43	Actividades de construcción especializada	32	Gúdar-Javalambre
2016	02	4	02	Silvicultura y explotación forestal	02	Alto Gállego
2016	02	4	45	Venta y reparación de vehículos de motor y motocicletas	02	Alto Gállego
2016	02	4	49	Transporte terrestre y por tubería	02	Alto Gállego
2016	02	4	56	Servicios de comidas y bebidas	02	Alto Gállego
2016	02	4	84	Administración Pública y defensa; Seguridad Social obligatoria	02	Alto Gállego
2016	03	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	03	Sobrarbe
2016	18	4	17	Industria del papel	18	Ribera Baja del Ebro
2016	18	4	84	Administración Pública y defensa; Seguridad Social obligatoria	18	Ribera Baja del Ebro
2016	22	4	77	Actividades de alquiler	22	Campo de Belchite
2016	24	4	10	Industria de la alimentación	24	Campo de Daroca
2016	24	4	49	Transporte terrestre y por tubería	24	Campo de Daroca
2016	30	4	41	Construcción de edificios	30	Maestrazgo
2016	03	3	08	Otras industrias extractivas	03	Sobrarbe
2016	03	3	43	Actividades de construcción especializada	03	Sobrarbe
2016	14	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	14	Aranda
2016	14	3	10	Industria de la alimentación	14	Aranda
2016	14	3	49	Transporte terrestre y por tubería	14	Aranda
2016	18	3	10	Industria de la alimentación	18	Ribera Baja del Ebro
2016	18	3	25	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro
2016	18	3	41	Construcción de edificios	18	Ribera Baja del Ebro
2016	18	3	43	Actividades de construcción especializada	18	Ribera Baja del Ebro
2016	19	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	19	3	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	31	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	31	Sierra de Albarracín
2016	31	3	02	Silvicultura y explotación forestal	31	Sierra de Albarracín
2016	31	3	11	Fabricación de bebidas	31	Sierra de Albarracín
2016	31	3	41	Construcción de edificios	31	Sierra de Albarracín
2016	31	3	93	Actividades deportivas, recreativas y de entretenimiento	31	Sierra de Albarracín
2016	22	2	08	Otras industrias extractivas	22	Campo de Belchite
2016	22	2	33	Reparación e instalación de maquinaria y equipo	22	Campo de Belchite
2016	22	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	22	Campo de Belchite
2016	22	2	49	Transporte terrestre y por tubería	22	Campo de Belchite
2016	22	2	84	Administración Pública y defensa; Seguridad Social obligatoria	22	Campo de Belchite
2016	30	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30	Maestrazgo
2016	30	1	43	Actividades de construcción especializada	30	Maestrazgo
2016	30	1	55	Servicios de alojamiento	30	Maestrazgo
2015	17	378	43	Actividades de construcción especializada	17	D.C. Zaragoza
2015	17	372	49	Transporte terrestre y por tubería	17	D.C. Zaragoza
2015	17	347	25	Fabricación de productos metálicos, excepto maquinaria y equipo	17	D.C. Zaragoza
2015	17	283	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza
2015	17	252	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza
2015	15	143	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro
2015	11	114	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca
2015	15	98	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro
2015	05	77	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas
2015	16	66	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón
2015	27	62	05	Extracción de antracita, hulla y lignito	27	Andorra-Sierra de Arcos
2015	10	59	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros
2015	19	52	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	09	48	10	Industria de la alimentación	09	La Litera / La Llitera
2015	15	44	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro
2015	09	43	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	09	La Litera / La Llitera
2015	06	41	41	Construcción de edificios	06	Hoya de Huesca / Plana de Uesca
2015	16	40	49	Transporte terrestre y por tubería	16	Valdejalón
2015	08	38	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio
2015	06	37	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca
2015	06	35	43	Actividades de construcción especializada	06	Hoya de Huesca / Plana de Uesca
2015	06	34	45	Venta y reparación de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca
2015	06	34	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca
2015	05	30	23	Fabricación de otros productos minerales no metálicos	05	Cinco Villas
2015	15	30	43	Actividades de construcción especializada	15	Ribera Alta del Ebro
2015	16	30	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón
2015	16	28	22	Fabricación de productos de caucho y plásticos	16	Valdejalón
2015	07	27	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	07	Somontano de Barbastro
2015	21	27	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena
2015	05	25	10	Industria de la alimentación	05	Cinco Villas
2015	15	25	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro
2015	08	24	28	Fabricación de maquinaria y equipo n.c.o.p.	08	Cinca Medio
2015	11	24	49	Transporte terrestre y por tubería	11	Bajo Cinca / Baix Cinca
2015	08	23	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	08	Cinca Medio
2015	20	22	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	20	Comunidad de Calatayud
2015	29	22	43	Actividades de construcción especializada	29	Comunidad de Teruel
2015	29	22	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel
2015	21	21	11	Fabricación de bebidas	21	Campo de Cariñena
2015	16	20	25	Fabricación de productos metálicos, excepto maquinaria y equipo	16	Valdejalón
2015	08	19	25	Fabricación de productos metálicos, excepto maquinaria y equipo	08	Cinca Medio
2015	26	19	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras
2015	28	19	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón
2015	04	18	41	Construcción de edificios	04	La Ribagorza
2015	05	18	28	Fabricación de maquinaria y equipo n.c.o.p.	05	Cinco Villas
2015	05	18	41	Construcción de edificios	05	Cinco Villas
2015	07	18	43	Actividades de construcción especializada	07	Somontano de Barbastro
2015	08	18	49	Transporte terrestre y por tubería	08	Cinca Medio
2015	11	18	41	Construcción de edificios	11	Bajo Cinca / Baix Cinca
2015	29	18	02	Silvicultura y explotación forestal	29	Comunidad de Teruel
2015	29	18	41	Construcción de edificios	29	Comunidad de Teruel
2015	07	17	84	Administración Pública y defensa; Seguridad Social obligatoria	07	Somontano de Barbastro
2015	10	17	10	Industria de la alimentación	10	Los Monegros
2015	11	17	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca
2015	23	17	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín
2015	29	17	10	Industria de la alimentación	29	Comunidad de Teruel
2015	01	16	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania
2015	04	16	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	04	La Ribagorza
2015	10	16	41	Construcción de edificios	10	Los Monegros
2015	13	16	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja
2015	02	15	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego
2015	09	15	43	Actividades de construcción especializada	09	La Litera / La Llitera
2015	11	15	43	Actividades de construcción especializada	11	Bajo Cinca / Baix Cinca
2015	20	15	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud
2015	24	15	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca
2015	33	15	10	Industria de la alimentación	33	Matarraña / Matarranya
2015	07	14	28	Fabricación de maquinaria y equipo n.c.o.p.	07	Somontano de Barbastro
2015	07	14	41	Construcción de edificios	07	Somontano de Barbastro
2015	12	14	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo
2015	13	14	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	13	Campo de Borja
2015	01	13	49	Transporte terrestre y por tubería	01	La Jacetania
2015	20	13	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud
2015	23	13	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín
2015	23	13	49	Transporte terrestre y por tubería	23	Bajo Martín
2015	25	13	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25	Jiloca
2015	18	12	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro
2015	09	11	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera
2015	13	11	11	Fabricación de bebidas	13	Campo de Borja
2015	20	11	41	Construcción de edificios	20	Comunidad de Calatayud
2015	25	11	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	25	Jiloca
2015	28	11	23	Fabricación de otros productos minerales no metálicos	28	Bajo Aragón
2015	01	10	41	Construcción de edificios	01	La Jacetania
2015	03	10	41	Construcción de edificios	03	Sobrarbe
2015	04	10	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza
2015	09	10	45	Venta y reparación de vehículos de motor y motocicletas	09	La Litera / La Llitera
2015	12	10	43	Actividades de construcción especializada	12	Tarazona y el Moncayo
2015	13	10	84	Administración Pública y defensa; Seguridad Social obligatoria	13	Campo de Borja
2015	18	10	20	Industria química	18	Ribera Baja del Ebro
2015	19	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	21	10	25	Fabricación de productos metálicos, excepto maquinaria y equipo	21	Campo de Cariñena
2015	27	10	41	Construcción de edificios	27	Andorra-Sierra de Arcos
2015	28	10	45	Venta y reparación de vehículos de motor y motocicletas	28	Bajo Aragón
2015	33	10	02	Silvicultura y explotación forestal	33	Matarraña / Matarranya
2015		10	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón
2015		10	41	Construcción de edificios	NC	Municipio del centro de trabajo fuera de Aragón
2015	10	9	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10	Los Monegros
2015	14	9	15	Industria del cuero y del calzado	14	Aranda
2015	19	9	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	20	9	27	Fabricación de material y equipo eléctrico	20	Comunidad de Calatayud
2015	21	9	10	Industria de la alimentación	21	Campo de Cariñena
2015	24	9	10	Industria de la alimentación	24	Campo de Daroca
2015	28	9	41	Construcción de edificios	28	Bajo Aragón
2015	33	9	41	Construcción de edificios	33	Matarraña / Matarranya
2015	04	8	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza
2015	10	8	43	Actividades de construcción especializada	10	Los Monegros
2015	10	8	45	Venta y reparación de vehículos de motor y motocicletas	10	Los Monegros
2015	12	8	25	Fabricación de productos metálicos, excepto maquinaria y equipo	12	Tarazona y el Moncayo
2015	12	8	49	Transporte terrestre y por tubería	12	Tarazona y el Moncayo
2015	12	8	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo
2015	13	8	10	Industria de la alimentación	13	Campo de Borja
2015	24	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	24	Campo de Daroca
2015	02	7	41	Construcción de edificios	02	Alto Gállego
2015	02	7	43	Actividades de construcción especializada	02	Alto Gállego
2015	19	7	43	Actividades de construcción especializada	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	21	7	31	Fabricación de muebles	21	Campo de Cariñena
2015	25	7	41	Construcción de edificios	25	Jiloca
2015	28	7	10	Industria de la alimentación	28	Bajo Aragón
2015	28	7	25	Fabricación de productos metálicos, excepto maquinaria y equipo	28	Bajo Aragón
2015	28	7	49	Transporte terrestre y por tubería	28	Bajo Aragón
2015	32	7	10	Industria de la alimentación	32	Gúdar-Javalambre
2015	32	7	41	Construcción de edificios	32	Gúdar-Javalambre
2015		7	43	Actividades de construcción especializada	NC	Municipio del centro de trabajo fuera de Aragón
2015	01	6	43	Actividades de construcción especializada	01	La Jacetania
2015	01	6	85	Educación	01	La Jacetania
2015	02	6	55	Servicios de alojamiento	02	Alto Gállego
2015	18	6	10	Industria de la alimentación	18	Ribera Baja del Ebro
2015	18	6	43	Actividades de construcción especializada	18	Ribera Baja del Ebro
2015	25	6	10	Industria de la alimentación	25	Jiloca
2015	25	6	49	Transporte terrestre y por tubería	25	Jiloca
2015	26	6	41	Construcción de edificios	26	Cuencas Mineras
2015		6	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	NC	Municipio del centro de trabajo fuera de Aragón
2015	04	5	49	Transporte terrestre y por tubería	04	La Ribagorza
2015	18	5	23	Fabricación de otros productos minerales no metálicos	18	Ribera Baja del Ebro
2015	19	5	41	Construcción de edificios	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	24	5	02	Silvicultura y explotación forestal	24	Campo de Daroca
2015	26	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	26	Cuencas Mineras
2015	27	5	08	Otras industrias extractivas	27	Andorra-Sierra de Arcos
2015	27	5	17	Industria del papel	27	Andorra-Sierra de Arcos
