Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Temporalidad	Modalidad	Grupo de tipo de contrato	CCAA nombre
Enero 2019	201901	Enero	2019	Mujeres	1128	Indefinido	Indefinido	Indef. Ordinario	Aragón
Enero 2019	201901	Enero	2019	Hombres	35	Indefinido	Discapacitados	Minusválidos	Aragón
Enero 2019	201901	Enero	2019	Mujeres	15	Indefinido	Discapacitados	Minusválidos	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	6319	Temporal	Obra o servicio	Obra o servicio	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	4368	Temporal	Obra o servicio	Obra o servicio	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	11304	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	10961	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	691	Temporal	Interinidad	Interinidad	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	3012	Temporal	Interinidad	Interinidad	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	22	Temporal	Discapacitados	Temp. Minusv	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	19	Temporal	Discapacitados	Temp. Minusv	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	206	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	58	Temporal	Ligados a la jubilación	Relevo	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	82	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	47	Temporal	Ligados a la jubilación	Relevo	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	4	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	11	Temporal	Ligados a la formación	Formación	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	77	Temporal	Ligados a la formación	Prácticas	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	7	Temporal	Ligados a la formación	Formación	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	58	Temporal	Ligados a la formación	Prácticas	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	32	Temporal	Otros	Otros	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	1	Temporal	Otros	Temp. Inserción	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	4	Temporal	Otros	Otros	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	5	Temporal	Otros	Temp. Inserción	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	1168	Indefinido	Indefinido	Indef. Fomento	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	1170	Indefinido	Indefinido	Indef. Ordinario	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	870	Indefinido	Indefinido	Indef. Fomento	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	988	Indefinido	Indefinido	Indef. Ordinario	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	25	Indefinido	Discapacitados	Minusválidos	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	14	Indefinido	Discapacitados	Minusválidos	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	8170	Temporal	Obra o servicio	Obra o servicio	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	5012	Temporal	Obra o servicio	Obra o servicio	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	13047	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	11630	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	857	Temporal	Interinidad	Interinidad	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	3504	Temporal	Interinidad	Interinidad	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	40	Temporal	Discapacitados	Temp. Minusv	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	22	Temporal	Discapacitados	Temp. Minusv	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	148	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	47	Temporal	Ligados a la jubilación	Relevo	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	50	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	42	Temporal	Ligados a la jubilación	Relevo	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	16	Temporal	Ligados a la formación	Formación	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	75	Temporal	Ligados a la formación	Prácticas	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	16	Temporal	Ligados a la formación	Formación	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	81	Temporal	Ligados a la formación	Prácticas	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	27	Temporal	Otros	Otros	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	3	Temporal	Otros	Temp. Inserción	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	28	Temporal	Otros	Otros	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	3	Temporal	Otros	Temp. Inserción	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	1247	Indefinido	Indefinido	Indef. Fomento	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	1695	Indefinido	Indefinido	Indef. Ordinario	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	987	Indefinido	Indefinido	Indef. Fomento	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	1396	Indefinido	Indefinido	Indef. Ordinario	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	33	Indefinido	Discapacitados	Minusválidos	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	21	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	11787	Temporal	Obra o servicio	Obra o servicio	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	8251	Temporal	Obra o servicio	Obra o servicio	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	16776	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	14757	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	949	Temporal	Interinidad	Interinidad	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	3628	Temporal	Interinidad	Interinidad	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	36	Temporal	Discapacitados	Temp. Minusv	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	33	Temporal	Discapacitados	Temp. Minusv	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	188	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	64	Temporal	Ligados a la jubilación	Relevo	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	56	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	45	Temporal	Ligados a la jubilación	Relevo	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	26	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	118	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	4	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	109	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	51	Temporal	Otros	Otros	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	4	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	20	Temporal	Otros	Otros	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	5	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	1543	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	1945	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	1190	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	1856	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	32	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	19	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	12450	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	8098	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	14430	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	12674	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	916	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	2881	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	39	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	25	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	146	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	57	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	70	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	59	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	162	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	141	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	57	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	129	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	79	Temporal	Otros	Otros	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	6	Temporal	Otros	Temp. Inserción	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	18	Temporal	Otros	Otros	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	15	Temporal	Otros	Temp. Inserción	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	1519	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	1919	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	1266	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	1878	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	27	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	30	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	11867	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	6565	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	13805	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	11458	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	811	Temporal	Interinidad	Interinidad	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	2551	Temporal	Interinidad	Interinidad	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	38	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	25	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	81	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	40	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	33	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	28	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	56	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	63	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	23	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	61	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	65	Temporal	Otros	Otros	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	15	Temporal	Otros	Temp. Inserción	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	8	Temporal	Otros	Otros	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	4	Temporal	Otros	Temp. Inserción	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	1210	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	1119	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	927	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	833	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	21	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	19	Indefinido	Discapacitados	Minusválidos	Aragón
Julio 2018	201807	Julio	2018	Hombres	14767	Temporal	Obra o servicio	Obra o servicio	Aragón
Julio 2018	201807	Julio	2018	Mujeres	8903	Temporal	Obra o servicio	Obra o servicio	Aragón
Julio 2018	201807	Julio	2018	Hombres	16693	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Julio 2018	201807	Julio	2018	Mujeres	13703	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Julio 2018	201807	Julio	2018	Hombres	972	Temporal	Interinidad	Interinidad	Aragón
Julio 2018	201807	Julio	2018	Mujeres	2836	Temporal	Interinidad	Interinidad	Aragón
Julio 2018	201807	Julio	2018	Hombres	36	Temporal	Discapacitados	Temp. Minusv	Aragón
Julio 2018	201807	Julio	2018	Mujeres	16	Temporal	Discapacitados	Temp. Minusv	Aragón
Julio 2018	201807	Julio	2018	Hombres	150	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Julio 2018	201807	Julio	2018	Hombres	30	Temporal	Ligados a la jubilación	Relevo	Aragón
Julio 2018	201807	Julio	2018	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Julio 2018	201807	Julio	2018	Mujeres	53	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Julio 2018	201807	Julio	2018	Mujeres	30	Temporal	Ligados a la jubilación	Relevo	Aragón
Julio 2018	201807	Julio	2018	Hombres	96	Temporal	Ligados a la formación	Formación	Aragón
Julio 2018	201807	Julio	2018	Hombres	248	Temporal	Ligados a la formación	Prácticas	Aragón
Julio 2018	201807	Julio	2018	Mujeres	44	Temporal	Ligados a la formación	Formación	Aragón
Julio 2018	201807	Julio	2018	Mujeres	131	Temporal	Ligados a la formación	Prácticas	Aragón
Julio 2018	201807	Julio	2018	Hombres	36	Temporal	Otros	Otros	Aragón
Julio 2018	201807	Julio	2018	Hombres	32	Temporal	Otros	Temp. Inserción	Aragón
Julio 2018	201807	Julio	2018	Mujeres	14	Temporal	Otros	Otros	Aragón
Julio 2018	201807	Julio	2018	Mujeres	9	Temporal	Otros	Temp. Inserción	Aragón
Julio 2018	201807	Julio	2018	Hombres	1586	Indefinido	Indefinido	Indef. Fomento	Aragón
Julio 2018	201807	Julio	2018	Hombres	1665	Indefinido	Indefinido	Indef. Ordinario	Aragón
Julio 2018	201807	Julio	2018	Mujeres	1044	Indefinido	Indefinido	Indef. Fomento	Aragón
Julio 2018	201807	Julio	2018	Mujeres	1280	Indefinido	Indefinido	Indef. Ordinario	Aragón
Julio 2018	201807	Julio	2018	Hombres	18	Indefinido	Discapacitados	Minusválidos	Aragón
Julio 2018	201807	Julio	2018	Mujeres	9	Indefinido	Discapacitados	Minusválidos	Aragón
Junio 2018	201806	Junio	2018	Hombres	16603	Temporal	Obra o servicio	Obra o servicio	Aragón
Junio 2018	201806	Junio	2018	Mujeres	9353	Temporal	Obra o servicio	Obra o servicio	Aragón
Junio 2018	201806	Junio	2018	Hombres	16247	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Junio 2018	201806	Junio	2018	Mujeres	13324	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Junio 2018	201806	Junio	2018	Hombres	896	Temporal	Interinidad	Interinidad	Aragón
Junio 2018	201806	Junio	2018	Mujeres	3126	Temporal	Interinidad	Interinidad	Aragón
Junio 2018	201806	Junio	2018	Hombres	52	Temporal	Discapacitados	Temp. Minusv	Aragón
Junio 2018	201806	Junio	2018	Mujeres	22	Temporal	Discapacitados	Temp. Minusv	Aragón
Junio 2018	201806	Junio	2018	Hombres	112	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Junio 2018	201806	Junio	2018	Hombres	24	Temporal	Ligados a la jubilación	Relevo	Aragón
Junio 2018	201806	Junio	2018	Mujeres	23	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Junio 2018	201806	Junio	2018	Mujeres	15	Temporal	Ligados a la jubilación	Relevo	Aragón
Junio 2018	201806	Junio	2018	Mujeres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Junio 2018	201806	Junio	2018	Hombres	24	Temporal	Ligados a la formación	Formación	Aragón
Junio 2018	201806	Junio	2018	Hombres	193	Temporal	Ligados a la formación	Prácticas	Aragón
Junio 2018	201806	Junio	2018	Mujeres	20	Temporal	Ligados a la formación	Formación	Aragón
Junio 2018	201806	Junio	2018	Mujeres	116	Temporal	Ligados a la formación	Prácticas	Aragón
Junio 2018	201806	Junio	2018	Hombres	26	Temporal	Otros	Otros	Aragón
Junio 2018	201806	Junio	2018	Hombres	10	Temporal	Otros	Temp. Inserción	Aragón
Junio 2018	201806	Junio	2018	Mujeres	29	Temporal	Otros	Otros	Aragón
Junio 2018	201806	Junio	2018	Mujeres	9	Temporal	Otros	Temp. Inserción	Aragón
Junio 2018	201806	Junio	2018	Hombres	1445	Indefinido	Indefinido	Indef. Fomento	Aragón
Junio 2018	201806	Junio	2018	Hombres	1707	Indefinido	Indefinido	Indef. Ordinario	Aragón
Junio 2018	201806	Junio	2018	Mujeres	1035	Indefinido	Indefinido	Indef. Fomento	Aragón
Junio 2018	201806	Junio	2018	Mujeres	1568	Indefinido	Indefinido	Indef. Ordinario	Aragón
Junio 2018	201806	Junio	2018	Hombres	23	Indefinido	Discapacitados	Minusválidos	Aragón
Junio 2018	201806	Junio	2018	Mujeres	21	Indefinido	Discapacitados	Minusválidos	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	17223	Temporal	Obra o servicio	Obra o servicio	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	9164	Temporal	Obra o servicio	Obra o servicio	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	15280	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	12384	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	853	Temporal	Interinidad	Interinidad	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	3414	Temporal	Interinidad	Interinidad	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	72	Temporal	Discapacitados	Temp. Minusv	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	28	Temporal	Discapacitados	Temp. Minusv	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	133	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	21	Temporal	Ligados a la jubilación	Relevo	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	40	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	25	Temporal	Ligados a la jubilación	Relevo	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	18	Temporal	Ligados a la formación	Formación	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	86	Temporal	Ligados a la formación	Prácticas	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	7	Temporal	Ligados a la formación	Formación	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	92	Temporal	Ligados a la formación	Prácticas	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	19	Temporal	Otros	Otros	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	1	Temporal	Otros	Temp. Inserción	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	14	Temporal	Otros	Otros	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	6	Temporal	Otros	Temp. Inserción	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	1506	Indefinido	Indefinido	Indef. Fomento	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	2045	Indefinido	Indefinido	Indef. Ordinario	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	1169	Indefinido	Indefinido	Indef. Fomento	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	1499	Indefinido	Indefinido	Indef. Ordinario	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	21	Indefinido	Discapacitados	Minusválidos	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	21	Indefinido	Discapacitados	Minusválidos	Aragón
Abril 2018	201804	Abril	2018	Hombres	8229	Temporal	Obra o servicio	Obra o servicio	Aragón
Abril 2018	201804	Abril	2018	Mujeres	5581	Temporal	Obra o servicio	Obra o servicio	Aragón
Abril 2018	201804	Abril	2018	Hombres	12751	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Abril 2018	201804	Abril	2018	Mujeres	10597	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Abril 2018	201804	Abril	2018	Hombres	798	Temporal	Interinidad	Interinidad	Aragón
Abril 2018	201804	Abril	2018	Mujeres	3097	Temporal	Interinidad	Interinidad	Aragón
Abril 2018	201804	Abril	2018	Hombres	63	Temporal	Discapacitados	Temp. Minusv	Aragón
Abril 2018	201804	Abril	2018	Mujeres	33	Temporal	Discapacitados	Temp. Minusv	Aragón
Abril 2018	201804	Abril	2018	Hombres	116	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Abril 2018	201804	Abril	2018	Hombres	26	Temporal	Ligados a la jubilación	Relevo	Aragón
Abril 2018	201804	Abril	2018	Hombres	3	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Abril 2018	201804	Abril	2018	Mujeres	49	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Abril 2018	201804	Abril	2018	Mujeres	31	Temporal	Ligados a la jubilación	Relevo	Aragón
Abril 2018	201804	Abril	2018	Hombres	20	Temporal	Ligados a la formación	Formación	Aragón
Abril 2018	201804	Abril	2018	Hombres	79	Temporal	Ligados a la formación	Prácticas	Aragón
Abril 2018	201804	Abril	2018	Mujeres	19	Temporal	Ligados a la formación	Formación	Aragón
Abril 2018	201804	Abril	2018	Mujeres	87	Temporal	Ligados a la formación	Prácticas	Aragón
Abril 2018	201804	Abril	2018	Hombres	20	Temporal	Otros	Otros	Aragón
Abril 2018	201804	Abril	2018	Hombres	11	Temporal	Otros	Temp. Inserción	Aragón
Abril 2018	201804	Abril	2018	Mujeres	18	Temporal	Otros	Otros	Aragón
Abril 2018	201804	Abril	2018	Mujeres	5	Temporal	Otros	Temp. Inserción	Aragón
Abril 2018	201804	Abril	2018	Hombres	1476	Indefinido	Indefinido	Indef. Fomento	Aragón
Abril 2018	201804	Abril	2018	Hombres	1615	Indefinido	Indefinido	Indef. Ordinario	Aragón
Abril 2018	201804	Abril	2018	Mujeres	1188	Indefinido	Indefinido	Indef. Fomento	Aragón
Abril 2018	201804	Abril	2018	Mujeres	1232	Indefinido	Indefinido	Indef. Ordinario	Aragón
Abril 2018	201804	Abril	2018	Hombres	26	Indefinido	Discapacitados	Minusválidos	Aragón
Abril 2018	201804	Abril	2018	Mujeres	10	Indefinido	Discapacitados	Minusválidos	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	7052	Temporal	Obra o servicio	Obra o servicio	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	4757	Temporal	Obra o servicio	Obra o servicio	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	12348	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	10139	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	901	Temporal	Interinidad	Interinidad	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	3098	Temporal	Interinidad	Interinidad	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	42	Temporal	Discapacitados	Temp. Minusv	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	19	Temporal	Discapacitados	Temp. Minusv	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	124	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	29	Temporal	Ligados a la jubilación	Relevo	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	41	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	22	Temporal	Ligados a la jubilación	Relevo	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	56	Temporal	Ligados a la formación	Formación	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	102	Temporal	Ligados a la formación	Prácticas	Aragón
