Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Temporalidad	Modalidad	Grupo de tipo de contrato	CCAA nombre
Diciembre 2019	201912	Diciembre	2019	Hombres	932	Indefinido	Indefinido	Indef. Fomento	Aragón
Diciembre 2019	201912	Diciembre	2019	Hombres	885	Indefinido	Indefinido	Indef. Ordinario	Aragón
Diciembre 2019	201912	Diciembre	2019	Mujeres	753	Indefinido	Indefinido	Indef. Fomento	Aragón
Diciembre 2019	201912	Diciembre	2019	Mujeres	820	Indefinido	Indefinido	Indef. Ordinario	Aragón
Diciembre 2019	201912	Diciembre	2019	Hombres	10	Indefinido	Discapacitados	Minusválidos	Aragón
Diciembre 2019	201912	Diciembre	2019	Mujeres	13	Indefinido	Discapacitados	Minusválidos	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	8263	Temporal	Obra o servicio	Obra o servicio	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	5131	Temporal	Obra o servicio	Obra o servicio	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	12642	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	11633	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	891	Temporal	Interinidad	Interinidad	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	3239	Temporal	Interinidad	Interinidad	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	45	Temporal	Discapacitados	Temp. Minusv	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	22	Temporal	Discapacitados	Temp. Minusv	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	60	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	35	Temporal	Ligados a la jubilación	Relevo	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	18	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	12	Temporal	Ligados a la jubilación	Relevo	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	13	Temporal	Ligados a la formación	Formación	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	52	Temporal	Ligados a la formación	Prácticas	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	4	Temporal	Ligados a la formación	Formación	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	63	Temporal	Ligados a la formación	Prácticas	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	22	Temporal	Otros	Otros	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	5	Temporal	Otros	Temp. Inserción	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	9	Temporal	Otros	Otros	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	3	Temporal	Otros	Temp. Inserción	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	1162	Indefinido	Indefinido	Indef. Fomento	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	1228	Indefinido	Indefinido	Indef. Ordinario	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	861	Indefinido	Indefinido	Indef. Fomento	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	1081	Indefinido	Indefinido	Indef. Ordinario	Aragón
Noviembre 2019	201911	Noviembre	2019	Hombres	15	Indefinido	Discapacitados	Minusválidos	Aragón
Noviembre 2019	201911	Noviembre	2019	Mujeres	17	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	11815	Temporal	Obra o servicio	Obra o servicio	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	8392	Temporal	Obra o servicio	Obra o servicio	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	15602	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	14132	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	956	Temporal	Interinidad	Interinidad	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	3691	Temporal	Interinidad	Interinidad	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	39	Temporal	Discapacitados	Temp. Minusv	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	25	Temporal	Discapacitados	Temp. Minusv	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	71	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	47	Temporal	Ligados a la jubilación	Relevo	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	5	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	20	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	39	Temporal	Ligados a la jubilación	Relevo	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	19	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	100	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	8	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	79	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	31	Temporal	Otros	Otros	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	4	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	5	Temporal	Otros	Otros	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	4	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	1543	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	1651	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	1135	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	1544	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2019	201910	Octubre	2019	Hombres	20	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2019	201910	Octubre	2019	Mujeres	24	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	13269	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	8300	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	14892	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	13191	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	901	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	3245	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	34	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	29	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	68	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	12	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	3	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	13	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	18	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	139	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	124	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	27	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	119	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	74	Temporal	Otros	Otros	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	6	Temporal	Otros	Temp. Inserción	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	31	Temporal	Otros	Otros	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	6	Temporal	Otros	Temp. Inserción	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	1532	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	1959	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	1216	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	1820	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2019	201909	Septiembre	2019	Hombres	26	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2019	201909	Septiembre	2019	Mujeres	15	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	11108	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	5705	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	12554	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	10772	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	691	Temporal	Interinidad	Interinidad	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	2258	Temporal	Interinidad	Interinidad	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	30	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	13	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	19	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	13	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	5	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	4	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	10	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	119	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	33	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	77	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	31	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	67	Temporal	Otros	Otros	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	4	Temporal	Otros	Temp. Inserción	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	2	Temporal	Otros	Otros	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	1	Temporal	Otros	Temp. Inserción	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	878	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	1015	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	588	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	833	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2019	201908	Agosto	2019	Hombres	20	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2019	201908	Agosto	2019	Mujeres	13	Indefinido	Discapacitados	Minusválidos	Aragón
Julio 2019	201907	Julio	2019	Hombres	14590	Temporal	Obra o servicio	Obra o servicio	Aragón
Julio 2019	201907	Julio	2019	Mujeres	9319	Temporal	Obra o servicio	Obra o servicio	Aragón
Julio 2019	201907	Julio	2019	Hombres	17568	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Julio 2019	201907	Julio	2019	Mujeres	14764	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Julio 2019	201907	Julio	2019	Hombres	1026	Temporal	Interinidad	Interinidad	Aragón
Julio 2019	201907	Julio	2019	Mujeres	2756	Temporal	Interinidad	Interinidad	Aragón
Julio 2019	201907	Julio	2019	Hombres	52	Temporal	Discapacitados	Temp. Minusv	Aragón
Julio 2019	201907	Julio	2019	Mujeres	25	Temporal	Discapacitados	Temp. Minusv	Aragón
Julio 2019	201907	Julio	2019	Hombres	30	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Julio 2019	201907	Julio	2019	Hombres	22	Temporal	Ligados a la jubilación	Relevo	Aragón
Julio 2019	201907	Julio	2019	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Julio 2019	201907	Julio	2019	Mujeres	5	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Julio 2019	201907	Julio	2019	Mujeres	9	Temporal	Ligados a la jubilación	Relevo	Aragón
Julio 2019	201907	Julio	2019	Hombres	63	Temporal	Ligados a la formación	Formación	Aragón
Julio 2019	201907	Julio	2019	Hombres	157	Temporal	Ligados a la formación	Prácticas	Aragón
Julio 2019	201907	Julio	2019	Mujeres	30	Temporal	Ligados a la formación	Formación	Aragón
Julio 2019	201907	Julio	2019	Mujeres	86	Temporal	Ligados a la formación	Prácticas	Aragón
Julio 2019	201907	Julio	2019	Hombres	7	Temporal	Otros	Otros	Aragón
Julio 2019	201907	Julio	2019	Hombres	6	Temporal	Otros	Temp. Inserción	Aragón
Julio 2019	201907	Julio	2019	Mujeres	5	Temporal	Otros	Otros	Aragón
Julio 2019	201907	Julio	2019	Mujeres	3	Temporal	Otros	Temp. Inserción	Aragón
Julio 2019	201907	Julio	2019	Hombres	1256	Indefinido	Indefinido	Indef. Fomento	Aragón
Julio 2019	201907	Julio	2019	Hombres	1349	Indefinido	Indefinido	Indef. Ordinario	Aragón
Julio 2019	201907	Julio	2019	Mujeres	813	Indefinido	Indefinido	Indef. Fomento	Aragón
Julio 2019	201907	Julio	2019	Mujeres	985	Indefinido	Indefinido	Indef. Ordinario	Aragón
Julio 2019	201907	Julio	2019	Hombres	26	Indefinido	Discapacitados	Minusválidos	Aragón
Julio 2019	201907	Julio	2019	Mujeres	11	Indefinido	Discapacitados	Minusválidos	Aragón
Junio 2019	201906	Junio	2019	Hombres	15157	Temporal	Obra o servicio	Obra o servicio	Aragón
Junio 2019	201906	Junio	2019	Mujeres	8701	Temporal	Obra o servicio	Obra o servicio	Aragón
Junio 2019	201906	Junio	2019	Hombres	15532	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Junio 2019	201906	Junio	2019	Mujeres	13597	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Junio 2019	201906	Junio	2019	Hombres	978	Temporal	Interinidad	Interinidad	Aragón
Junio 2019	201906	Junio	2019	Mujeres	2883	Temporal	Interinidad	Interinidad	Aragón
Junio 2019	201906	Junio	2019	Hombres	44	Temporal	Discapacitados	Temp. Minusv	Aragón
Junio 2019	201906	Junio	2019	Mujeres	35	Temporal	Discapacitados	Temp. Minusv	Aragón
Junio 2019	201906	Junio	2019	Hombres	62	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Junio 2019	201906	Junio	2019	Hombres	39	Temporal	Ligados a la jubilación	Relevo	Aragón
Junio 2019	201906	Junio	2019	Mujeres	3	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Junio 2019	201906	Junio	2019	Mujeres	19	Temporal	Ligados a la jubilación	Relevo	Aragón
Junio 2019	201906	Junio	2019	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Junio 2019	201906	Junio	2019	Hombres	27	Temporal	Ligados a la formación	Formación	Aragón
Junio 2019	201906	Junio	2019	Hombres	137	Temporal	Ligados a la formación	Prácticas	Aragón
Junio 2019	201906	Junio	2019	Mujeres	8	Temporal	Ligados a la formación	Formación	Aragón
Junio 2019	201906	Junio	2019	Mujeres	81	Temporal	Ligados a la formación	Prácticas	Aragón
Junio 2019	201906	Junio	2019	Hombres	36	Temporal	Otros	Otros	Aragón
Junio 2019	201906	Junio	2019	Hombres	11	Temporal	Otros	Temp. Inserción	Aragón
Junio 2019	201906	Junio	2019	Mujeres	22	Temporal	Otros	Otros	Aragón
Junio 2019	201906	Junio	2019	Mujeres	9	Temporal	Otros	Temp. Inserción	Aragón
Junio 2019	201906	Junio	2019	Hombres	1606	Indefinido	Indefinido	Indef. Fomento	Aragón
Junio 2019	201906	Junio	2019	Hombres	1768	Indefinido	Indefinido	Indef. Ordinario	Aragón
Junio 2019	201906	Junio	2019	Mujeres	1019	Indefinido	Indefinido	Indef. Fomento	Aragón
Junio 2019	201906	Junio	2019	Mujeres	1203	Indefinido	Indefinido	Indef. Ordinario	Aragón
Junio 2019	201906	Junio	2019	Hombres	22	Indefinido	Discapacitados	Minusválidos	Aragón
Junio 2019	201906	Junio	2019	Mujeres	11	Indefinido	Discapacitados	Minusválidos	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	17446	Temporal	Obra o servicio	Obra o servicio	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	9337	Temporal	Obra o servicio	Obra o servicio	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	15574	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	12669	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	945	Temporal	Interinidad	Interinidad	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	3591	Temporal	Interinidad	Interinidad	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	42	Temporal	Discapacitados	Temp. Minusv	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	21	Temporal	Discapacitados	Temp. Minusv	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	76	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	61	Temporal	Ligados a la jubilación	Relevo	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	5	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	10	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	35	Temporal	Ligados a la jubilación	Relevo	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	25	Temporal	Ligados a la formación	Formación	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	56	Temporal	Ligados a la formación	Prácticas	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	9	Temporal	Ligados a la formación	Formación	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	38	Temporal	Ligados a la formación	Prácticas	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	47	Temporal	Otros	Otros	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	8	Temporal	Otros	Temp. Inserción	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	13	Temporal	Otros	Otros	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	2	Temporal	Otros	Temp. Inserción	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	1497	Indefinido	Indefinido	Indef. Fomento	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	1996	Indefinido	Indefinido	Indef. Ordinario	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	1020	Indefinido	Indefinido	Indef. Fomento	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	1369	Indefinido	Indefinido	Indef. Ordinario	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	21	Indefinido	Discapacitados	Minusválidos	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	20	Indefinido	Discapacitados	Minusválidos	Aragón
Abril 2019	201904	Abril	2019	Hombres	9020	Temporal	Obra o servicio	Obra o servicio	Aragón
Abril 2019	201904	Abril	2019	Mujeres	5258	Temporal	Obra o servicio	Obra o servicio	Aragón
Abril 2019	201904	Abril	2019	Hombres	12890	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Abril 2019	201904	Abril	2019	Mujeres	10912	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Abril 2019	201904	Abril	2019	Hombres	761	Temporal	Interinidad	Interinidad	Aragón
Abril 2019	201904	Abril	2019	Mujeres	2845	Temporal	Interinidad	Interinidad	Aragón
Abril 2019	201904	Abril	2019	Hombres	44	Temporal	Discapacitados	Temp. Minusv	Aragón
Abril 2019	201904	Abril	2019	Mujeres	16	Temporal	Discapacitados	Temp. Minusv	Aragón
Abril 2019	201904	Abril	2019	Hombres	122	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Abril 2019	201904	Abril	2019	Hombres	34	Temporal	Ligados a la jubilación	Relevo	Aragón
Abril 2019	201904	Abril	2019	Hombres	4	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Abril 2019	201904	Abril	2019	Mujeres	16	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
