Año	Dirección Provincial Código	Dirección Provincial Nombre	Sexo	Nº Accidentes	Código	Municipio	Grupo Grado Código	Grupo Grado Código
2018	22	Huesca	Mujeres	1	22046	Ballobar	1	Leves
2018	22	Huesca	Hombres	8	22048	Barbastro	1	Leves
2018	22	Huesca	Mujeres	12	22048	Barbastro	1	Leves
2018	22	Huesca	Hombres	4	22052	Belver de Cinca	1	Leves
2018	22	Huesca	Mujeres	2	22052	Belver de Cinca	1	Leves
2018	22	Huesca	Hombres	1	22054	Benasque	1	Leves
2018	22	Huesca	Mujeres	3	22054	Benasque	1	Leves
2018	22	Huesca	Hombres	1	22059	Biescas	1	Leves
2018	22	Huesca	Hombres	3	22061	Binéfar	1	Leves
2018	22	Huesca	Mujeres	3	22061	Binéfar	1	Leves
2018	22	Huesca	Hombres	2	22066	Boltaña	1	Leves
2018	22	Huesca	Mujeres	1	22074	Campo	1	Leves
2018	22	Huesca	Hombres	4	22077	Candasnos	1	Leves
2018	22	Huesca	Hombres	1	22078	Canfranc	1	Leves
2018	22	Huesca	Mujeres	1	22078	Canfranc	1	Leves
2018	22	Huesca	Mujeres	1	22080	Capella	1	Leves
2018	22	Huesca	Hombres	1	22099	Esplús	1	Leves
2018	22	Huesca	Mujeres	1	22099	Esplús	1	Leves
2018	22	Huesca	Hombres	1	22103	Estadilla	1	Leves
2018	22	Huesca	Mujeres	1	22105	Estopiñán del Castillo	1	Leves
2018	22	Huesca	Hombres	14	22112	Fraga	1	Leves
2018	22	Huesca	Mujeres	10	22112	Fraga	1	Leves
2018	22	Huesca	Hombres	2	22116	Grañén	1	Leves
2018	22	Huesca	Mujeres	1	22116	Grañén	1	Leves
2018	22	Huesca	Mujeres	1	22117	Graus	1	Leves
2018	22	Huesca	Mujeres	1	22119	Gurrea de Gállego	1	Leves
2018	22	Huesca	Hombres	26	22125	Huesca	1	Leves
2018	22	Huesca	Mujeres	42	22125	Huesca	1	Leves
2018	22	Huesca	Hombres	3	22130	Jaca	1	Leves
2018	22	Huesca	Mujeres	10	22130	Jaca	1	Leves
2018	22	Huesca	Hombres	14	22158	Monzón	1	Leves
2018	22	Huesca	Mujeres	6	22158	Monzón	1	Leves
2018	22	Huesca	Mujeres	1	22167	Osso de Cinca	1	Leves
2018	22	Huesca	Hombres	2	22170	Panticosa	1	Leves
2018	22	Huesca	Mujeres	2	22170	Panticosa	1	Leves
2018	22	Huesca	Hombres	1	22199	Sabiñánigo	1	Leves
2018	22	Huesca	Mujeres	1	22199	Sabiñánigo	2	Graves o muy graves
2018	22	Huesca	Hombres	1	22204	Sallent de Gállego	1	Leves
2018	22	Huesca	Mujeres	2	22204	Sallent de Gállego	1	Leves
2018	22	Huesca	Hombres	1	22213	Sariñena	1	Leves
2018	22	Huesca	Mujeres	3	22213	Sariñena	1	Leves
2018	22	Huesca	Hombres	1	22225	Tamarite de Litera	1	Leves
2018	22	Huesca	Mujeres	1	22225	Tamarite de Litera	1	Leves
2018	22	Huesca	Mujeres	1	22226	Tardienta	1	Leves
2018	22	Huesca	Hombres	1	22245	Velilla de Cinca	1	Leves
2018	22	Huesca	Mujeres	1	22250	Villanúa	1	Leves
2018	22	Huesca	Hombres	1	22254	Zaidín	1	Leves
2018	22	Huesca	Mujeres	1	22254	Zaidín	1	Leves
2018	22	Huesca	Hombres	4	22903	San Miguel del Cinca	1	Leves
2018	22	Huesca	Hombres	2	22904	Sotonera (La)	1	Leves
2018	44	Teruel	Mujeres	1	44008	Albalate del Arzobispo	1	Leves
2018	44	Teruel	Mujeres	3	44009	Albarracín	1	Leves
2018	44	Teruel	Mujeres	1	44010	Albentosa	1	Leves
2018	44	Teruel	Hombres	6	44013	Alcañiz	1	Leves
2018	44	Teruel	Mujeres	6	44013	Alcañiz	1	Leves
2018	50	Zaragoza	Mujeres	1	44013	Alcañiz	1	Leves
2018	44	Teruel	Mujeres	1	44014	Alcorisa	1	Leves
2018	44	Teruel	Mujeres	2	44025	Andorra	1	Leves
2018	44	Teruel	Hombres	2	44029	Ariño	1	Leves
2018	44	Teruel	Hombres	2	44050	Calamocha	1	Leves
2018	44	Teruel	Mujeres	2	44050	Calamocha	1	Leves
2018	44	Teruel	Hombres	3	44051	Calanda	1	Leves
2018	44	Teruel	Mujeres	1	44051	Calanda	1	Leves
2018	44	Teruel	Hombres	2	44068	Castelserás	1	Leves
2018	44	Teruel	Mujeres	1	44068	Castelserás	1	Leves
2018	44	Teruel	Mujeres	1	44076	Cella	1	Leves
2018	44	Teruel	Hombres	1	44145	Mas de las Matas	1	Leves
2018	44	Teruel	Hombres	1	44153	Monreal del Campo	1	Leves
2018	44	Teruel	Mujeres	1	44153	Monreal del Campo	1	Leves
2018	44	Teruel	Hombres	1	44187	Portellada (La)	1	Leves
2018	44	Teruel	Hombres	1	44209	Santa Eulalia	1	Leves
2018	44	Teruel	Hombres	1	44209	Santa Eulalia	3	Mortales
2018	44	Teruel	Mujeres	1	44209	Santa Eulalia	1	Leves
2018	44	Teruel	Hombres	1	44213	Singra	1	Leves
2018	44	Teruel	Hombres	21	44216	Teruel	1	Leves
2018	44	Teruel	Hombres	1	44216	Teruel	3	Mortales
2018	44	Teruel	Mujeres	35	44216	Teruel	1	Leves
2018	44	Teruel	Hombres	2	44243	Valdecuenca	1	Leves
2018	44	Teruel	Hombres	4	44246	Valderrobres	1	Leves
2018	44	Teruel	Mujeres	1	44246	Valderrobres	1	Leves
2018	50	Zaragoza	Hombres	7	50008	Alagón	1	Leves
2018	50	Zaragoza	Mujeres	11	50008	Alagón	1	Leves
2018	50	Zaragoza	Hombres	2	50017	Alfajarín	1	Leves
2018	50	Zaragoza	Mujeres	1	50020	Alhama de Aragón	1	Leves
2018	50	Zaragoza	Mujeres	1	50022	Almolda (La)	1	Leves
2018	50	Zaragoza	Hombres	8	50025	Almunia de Doña Godina (La)	1	Leves
2018	50	Zaragoza	Mujeres	10	50025	Almunia de Doña Godina (La)	1	Leves
2018	50	Zaragoza	Mujeres	1	50035	Artieda	1	Leves
2018	50	Zaragoza	Mujeres	1	50036	Asín	1	Leves
2018	50	Zaragoza	Hombres	1	50038	Ateca	1	Leves
2018	50	Zaragoza	Mujeres	1	50038	Ateca	1	Leves
2018	50	Zaragoza	Hombres	1	50043	Bárboles	1	Leves
2018	50	Zaragoza	Hombres	1	50045	Belchite	1	Leves
2018	50	Zaragoza	Mujeres	1	50045	Belchite	1	Leves
2018	50	Zaragoza	Hombres	4	50055	Borja	1	Leves
2018	50	Zaragoza	Mujeres	2	50055	Borja	1	Leves
2018	50	Zaragoza	Hombres	1	50057	Brea de Aragón	1	Leves
2018	50	Zaragoza	Hombres	3	50062	Burgo de Ebro (El)	1	Leves
2018	50	Zaragoza	Mujeres	6	50062	Burgo de Ebro (El)	1	Leves
2018	50	Zaragoza	Hombres	3	50066	Cadrete	1	Leves
2018	50	Zaragoza	Hombres	2	50067	Calatayud	1	Leves
2018	50	Zaragoza	Mujeres	11	50067	Calatayud	1	Leves
2018	50	Zaragoza	Hombres	2	50068	Calatorao	1	Leves
2018	50	Zaragoza	Hombres	3	50073	Cariñena	1	Leves
2018	50	Zaragoza	Mujeres	6	50073	Cariñena	1	Leves
2018	50	Zaragoza	Hombres	3	50074	Caspe	1	Leves
2018	50	Zaragoza	Hombres	1	50074	Caspe	2	Graves o muy graves
2018	50	Zaragoza	Mujeres	2	50074	Caspe	1	Leves
2018	50	Zaragoza	Hombres	14	50089	Cuarte de Huerva	1	Leves
2018	50	Zaragoza	Mujeres	14	50089	Cuarte de Huerva	1	Leves
2018	50	Zaragoza	Hombres	7	50095	Ejea de los Caballeros	1	Leves
2018	50	Zaragoza	Mujeres	3	50095	Ejea de los Caballeros	1	Leves
2018	50	Zaragoza	Hombres	2	50099	Épila	1	Leves
2018	50	Zaragoza	Hombres	1	50099	Épila	3	Mortales
2018	50	Zaragoza	Mujeres	7	50099	Épila	1	Leves
2018	50	Zaragoza	Hombres	1	50101	Escatrón	1	Leves
2018	50	Zaragoza	Mujeres	1	50101	Escatrón	1	Leves
2018	50	Zaragoza	Hombres	1	50105	Fayón	1	Leves
2018	50	Zaragoza	Mujeres	1	50105	Fayón	1	Leves
2018	50	Zaragoza	Hombres	27	50107	Figueruelas	1	Leves
2018	50	Zaragoza	Hombres	1	50107	Figueruelas	2	Graves o muy graves
2018	50	Zaragoza	Mujeres	9	50107	Figueruelas	1	Leves
2018	50	Zaragoza	Mujeres	2	50110	Frasno (El)	1	Leves
2018	50	Zaragoza	Hombres	1	50113	Fuendejalón	1	Leves
2018	50	Zaragoza	Hombres	3	50115	Fuentes de Ebro	1	Leves
2018	50	Zaragoza	Mujeres	1	50115	Fuentes de Ebro	3	Mortales
2018	50	Zaragoza	Hombres	1	50118	Gallur	1	Leves
2018	50	Zaragoza	Mujeres	1	50118	Gallur	1	Leves
2018	50	Zaragoza	Mujeres	1	50119	Gelsa	1	Leves
2018	50	Zaragoza	Hombres	3	50126	Illueca	1	Leves
2018	50	Zaragoza	Mujeres	2	50126	Illueca	1	Leves
2018	50	Zaragoza	Hombres	1	50137	Leciñena	1	Leves
2018	50	Zaragoza	Mujeres	1	50137	Leciñena	1	Leves
2018	50	Zaragoza	Mujeres	1	50152	Maella	1	Leves
2018	50	Zaragoza	Mujeres	1	50153	Magallón	1	Leves
2018	50	Zaragoza	Hombres	1	50159	Maluenda	1	Leves
2018	50	Zaragoza	Hombres	2	50160	Mallén	1	Leves
2018	50	Zaragoza	Hombres	1	50163	María de Huerva	1	Leves
2018	50	Zaragoza	Mujeres	2	50165	Mequinenza	1	Leves
2018	50	Zaragoza	Mujeres	1	50169	Miedes de Aragón	1	Leves
2018	50	Zaragoza	Hombres	5	50181	Muel	1	Leves
2018	50	Zaragoza	Mujeres	1	50181	Muel	1	Leves
2018	50	Zaragoza	Hombres	14	50182	Muela (La)	1	Leves
2018	50	Zaragoza	Mujeres	4	50182	Muela (La)	1	Leves
2018	50	Zaragoza	Mujeres	1	50192	Nuévalos	1	Leves
2018	50	Zaragoza	Hombres	1	50193	Nuez de Ebro	1	Leves
2018	50	Zaragoza	Hombres	1	50200	Paniza	1	Leves
2018	50	Zaragoza	Mujeres	1	50201	Paracuellos de Jiloca	1	Leves
2018	50	Zaragoza	Hombres	14	50204	Pedrola	1	Leves
2018	50	Zaragoza	Hombres	1	50204	Pedrola	3	Mortales
2018	50	Zaragoza	Mujeres	10	50204	Pedrola	1	Leves
2018	50	Zaragoza	Hombres	1	50208	Pina de Ebro	1	Leves
2018	50	Zaragoza	Mujeres	2	50208	Pina de Ebro	1	Leves
2018	50	Zaragoza	Mujeres	1	50208	Pina de Ebro	3	Mortales
2018	50	Zaragoza	Hombres	2	50209	Pinseque	1	Leves
2018	50	Zaragoza	Mujeres	1	50209	Pinseque	1	Leves
2018	50	Zaragoza	Hombres	1	50211	Plasencia de Jalón	1	Leves
2018	50	Zaragoza	Mujeres	1	50216	Pozuelo de Aragón	1	Leves
2018	50	Zaragoza	Hombres	12	50219	Puebla de Alfindén (La)	1	Leves
2018	50	Zaragoza	Mujeres	2	50219	Puebla de Alfindén (La)	1	Leves
2018	50	Zaragoza	Mujeres	2	50222	Quinto	1	Leves
2018	50	Zaragoza	Mujeres	2	50225	Ricla	1	Leves
2018	50	Zaragoza	Mujeres	1	50230	Sádaba	1	Leves
2018	50	Zaragoza	Hombres	1	50232	Salvatierra de Esca	1	Leves
2018	50	Zaragoza	Hombres	2	50235	San Mateo de Gállego	1	Leves
2018	50	Zaragoza	Hombres	2	50235	San Mateo de Gállego	3	Mortales
2018	50	Zaragoza	Mujeres	1	50235	San Mateo de Gállego	1	Leves
2018	50	Zaragoza	Hombres	2	50247	Sobradiel	1	Leves
2018	50	Zaragoza	Mujeres	2	50247	Sobradiel	1	Leves
2018	50	Zaragoza	Hombres	6	50251	Tarazona	1	Leves
2018	50	Zaragoza	Mujeres	7	50251	Tarazona	1	Leves
2018	50	Zaragoza	Hombres	3	50252	Tauste	1	Leves
2018	50	Zaragoza	Mujeres	3	50252	Tauste	1	Leves
2018	50	Zaragoza	Hombres	1	50262	Torres de Berrellén	1	Leves
2018	50	Zaragoza	Hombres	15	50272	Utebo	1	Leves
2018	50	Zaragoza	Mujeres	8	50272	Utebo	1	Leves
2018	50	Zaragoza	Hombres	1	50283	Villadoz	1	Leves
2018	50	Zaragoza	Hombres	14	50288	Villanueva de Gállego	1	Leves
2018	50	Zaragoza	Mujeres	10	50288	Villanueva de Gállego	1	Leves
2018	50	Zaragoza	Hombres	488	50297	Zaragoza	1	Leves
2018	50	Zaragoza	Hombres	3	50297	Zaragoza	2	Graves o muy graves
2018	50	Zaragoza	Hombres	1	50297	Zaragoza	3	Mortales
2018	50	Zaragoza	Mujeres	883	50297	Zaragoza	1	Leves
2018	50	Zaragoza	Mujeres	1	50297	Zaragoza	3	Mortales
2018	50	Zaragoza	Hombres	8	50298	Zuera	1	Leves
2018	50	Zaragoza	Hombres	1	50298	Zuera	2	Graves o muy graves
2018	50	Zaragoza	Mujeres	5	50298	Zuera	1	Leves
2018	50	Zaragoza	Hombres	1	50903	Villamayor de Gállego	1	Leves
2018	50	Zaragoza	Mujeres	1	50903	Villamayor de Gállego	1	Leves
2018	22	Huesca	Hombres	3	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2018	50	Zaragoza	Hombres	4	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2018	22	Huesca	Mujeres	1	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2018	50	Zaragoza	Mujeres	3	99999	Municipio del centro de trabajo fuera de Aragón	1	Leves
2018	50	Zaragoza	Mujeres	1	99999	Municipio del centro de trabajo fuera de Aragón	2	Graves o muy graves
2017	22	Huesca	Mujeres	1	22007	Albalate de Cinca	1	Leves
2017	22	Huesca	Hombres	1	22017	Alcolea de Cinca	1	Leves
2017	22	Huesca	Mujeres	1	22018	Alcubierre	1	Leves
2017	22	Huesca	Hombres	2	22021	Almudévar	1	Leves
2017	22	Huesca	Hombres	1	22022	Almunia de San Juan	1	Leves
2017	22	Huesca	Hombres	1	22023	Almuniente	1	Leves
2017	22	Huesca	Mujeres	1	22024	Alquézar	1	Leves
2017	22	Huesca	Mujeres	1	22028	Ansó	1	Leves
2017	22	Huesca	Hombres	7	22048	Barbastro	1	Leves
2017	22	Huesca	Mujeres	13	22048	Barbastro	1	Leves
2017	22	Huesca	Hombres	3	22052	Belver de Cinca	1	Leves
2017	22	Huesca	Mujeres	3	22052	Belver de Cinca	1	Leves
2017	22	Huesca	Hombres	1	22053	Benabarre	1	Leves
2017	22	Huesca	Hombres	3	22054	Benasque	1	Leves
2017	22	Huesca	Mujeres	4	22054	Benasque	1	Leves
2017	22	Huesca	Hombres	1	22059	Biescas	1	Leves
2017	22	Huesca	Mujeres	2	22059	Biescas	1	Leves
2017	22	Huesca	Mujeres	1	22060	Binaced	1	Leves
2017	22	Huesca	Hombres	3	22061	Binéfar	1	Leves
2017	22	Huesca	Mujeres	2	22061	Binéfar	1	Leves
2017	22	Huesca	Mujeres	2	22066	Boltaña	1	Leves
2017	22	Huesca	Hombres	1	22069	Broto	1	Leves
2017	22	Huesca	Mujeres	1	22099	Esplús	1	Leves
2017	22	Huesca	Hombres	1	22102	Estada	1	Leves
2017	22	Huesca	Hombres	1	22103	Estadilla	1	Leves
2017	22	Huesca	Mujeres	1	22103	Estadilla	1	Leves
2017	22	Huesca	Hombres	14	22112	Fraga	1	Leves
2017	22	Huesca	Mujeres	10	22112	Fraga	1	Leves
2017	22	Huesca	Hombres	1	22116	Grañén	1	Leves
2017	22	Huesca	Mujeres	1	22119	Gurrea de Gállego	1	Leves
2017	22	Huesca	Hombres	21	22125	Huesca	1	Leves
2017	22	Huesca	Hombres	2	22125	Huesca	2	Graves o muy graves
2017	22	Huesca	Mujeres	37	22125	Huesca	1	Leves
2017	50	Zaragoza	Mujeres	1	22125	Huesca	1	Leves
2017	22	Huesca	Mujeres	1	22125	Huesca	2	Graves o muy graves
2017	22	Huesca	Hombres	2	22127	Igriés	1	Leves
2017	22	Huesca	Hombres	1	22128	Ilche	1	Leves
2017	22	Huesca	Mujeres	1	22129	Isábena	1	Leves
2017	22	Huesca	Hombres	4	22130	Jaca	1	Leves
2017	22	Huesca	Mujeres	3	22130	Jaca	1	Leves
2017	50	Zaragoza	Mujeres	1	22130	Jaca	1	Leves
2017	22	Huesca	Hombres	1	22150	Loporzano	1	Leves
2017	22	Huesca	Hombres	1	22155	Monesma y Cajigar	2	Graves o muy graves
2017	22	Huesca	Hombres	15	22158	Monzón	1	Leves
2017	22	Huesca	Mujeres	7	22158	Monzón	1	Leves
2017	22	Huesca	Hombres	1	22172	Peñalba	2	Graves o muy graves
2017	22	Huesca	Hombres	2	22199	Sabiñánigo	1	Leves
2017	22	Huesca	Mujeres	3	22199	Sabiñánigo	1	Leves
2017	22	Huesca	Hombres	1	22200	Sahún	1	Leves
2017	22	Huesca	Mujeres	1	22202	Salas Bajas	1	Leves
2017	22	Huesca	Hombres	2	22204	Sallent de Gállego	1	Leves
2017	22	Huesca	Mujeres	3	22204	Sallent de Gállego	1	Leves
2017	50	Zaragoza	Mujeres	1	22206	Sangarrén	1	Leves
2017	22	Huesca	Mujeres	1	22213	Sariñena	1	Leves
2017	50	Zaragoza	Mujeres	1	22213	Sariñena	1	Leves
2017	22	Huesca	Mujeres	1	22217	Sena	1	Leves
2017	22	Huesca	Mujeres	1	22221	Sesué	1	Leves
2017	22	Huesca	Hombres	1	22225	Tamarite de Litera	1	Leves
2017	22	Huesca	Mujeres	1	22225	Tamarite de Litera	1	Leves
2017	50	Zaragoza	Hombres	1	22226	Tardienta	1	Leves
2017	22	Huesca	Hombres	1	22254	Zaidín	1	Leves
2017	22	Huesca	Mujeres	3	22254	Zaidín	1	Leves
2017	22	Huesca	Mujeres	2	22254	Zaidín	2	Graves o muy graves
2017	22	Huesca	Mujeres	1	22901	Valle de Hecho	1	Leves
2017	22	Huesca	Hombres	2	22903	San Miguel del Cinca	1	Leves
2017	22	Huesca	Hombres	1	22904	Sotonera (La)	1	Leves
2017	22	Huesca	Mujeres	2	22904	Sotonera (La)	1	Leves
2017	22	Huesca	Hombres	1	22907	Aínsa-Sobrarbe	1	Leves
2017	22	Huesca	Mujeres	1	22907	Aínsa-Sobrarbe	1	Leves
2017	44	Teruel	Mujeres	1	44009	Albarracín	3	Mortales
2017	44	Teruel	Mujeres	1	44010	Albentosa	1	Leves
2017	44	Teruel	Hombres	6	44013	Alcañiz	1	Leves
2017	44	Teruel	Mujeres	5	44013	Alcañiz	1	Leves
2017	44	Teruel	Mujeres	1	44014	Alcorisa	1	Leves
2017	44	Teruel	Hombres	1	44025	Andorra	1	Leves
2017	44	Teruel	Mujeres	1	44025	Andorra	1	Leves
2017	44	Teruel	Hombres	1	44029	Ariño	1	Leves
2017	44	Teruel	Mujeres	1	44031	Azaila	1	Leves
2017	44	Teruel	Mujeres	3	44050	Calamocha	1	Leves
2017	44	Teruel	Mujeres	1	44056	Caminreal	1	Leves
2017	44	Teruel	Mujeres	1	44063	Cañizar del Olivar	1	Leves
2017	44	Teruel	Mujeres	2	44074	Cedrillas	1	Leves
2017	44	Teruel	Mujeres	1	44103	Formiche Alto	1	Leves
2017	44	Teruel	Mujeres	1	44108	Fresneda (La)	1	Leves
2017	44	Teruel	Mujeres	1	44112	Fuentes Claras	1	Leves
2017	44	Teruel	Mujeres	1	44138	Loscos	1	Leves
2017	44	Teruel	Mujeres	1	44143	Manzanera	1	Leves
2017	50	Zaragoza	Mujeres	1	44144	Martín del Río	1	Leves
2017	44	Teruel	Hombres	1	44145	Mas de las Matas	1	Leves
2017	44	Teruel	Mujeres	1	44153	Monreal del Campo	1	Leves
2017	44	Teruel	Mujeres	1	44155	Montalbán	1	Leves
2017	44	Teruel	Mujeres	1	44158	Mora de Rubielos	1	Leves
2017	44	Teruel	Mujeres	1	44161	Muniesa	1	Leves
2017	44	Teruel	Hombres	1	44191	Puebla de Híjar (La)	1	Leves
2017	44	Teruel	Hombres	1	44201	Rubielos de Mora	1	Leves
2017	44	Teruel	Mujeres	1	44210	Sarrión	1	Leves
2017	44	Teruel	Hombres	19	44216	Teruel	1	Leves
2017	44	Teruel	Mujeres	37	44216	Teruel	1	Leves
2017	44	Teruel	Hombres	1	44237	Urrea de Gaén	1	Leves
2017	44	Teruel	Hombres	2	44238	Utrillas	1	Leves
2017	44	Teruel	Mujeres	1	44238	Utrillas	1	Leves
2017	44	Teruel	Hombres	1	44246	Valderrobres	1	Leves
2017	44	Teruel	Mujeres	1	44246	Valderrobres	1	Leves
2017	44	Teruel	Mujeres	1	44260	Villarluengo	1	Leves
2017	44	Teruel	Mujeres	1	44261	Villarquemado	1	Leves
2017	50	Zaragoza	Hombres	3	50008	Alagón	1	Leves
2017	50	Zaragoza	Mujeres	8	50008	Alagón	1	Leves
2017	50	Zaragoza	Hombres	1	50017	Alfajarín	1	Leves
2017	50	Zaragoza	Mujeres	4	50017	Alfajarín	1	Leves
2017	50	Zaragoza	Hombres	1	50018	Alfamén	1	Leves
2017	50	Zaragoza	Hombres	9	50025	Almunia de Doña Godina (La)	1	Leves
2017	50	Zaragoza	Mujeres	4	50025	Almunia de Doña Godina (La)	1	Leves
2017	50	Zaragoza	Mujeres	1	50038	Ateca	1	Leves
2017	50	Zaragoza	Hombres	1	50053	Boquiñeni	1	Leves
2017	50	Zaragoza	Hombres	4	50055	Borja	1	Leves
2017	50	Zaragoza	Mujeres	3	50055	Borja	1	Leves
2017	50	Zaragoza	Hombres	3	50062	Burgo de Ebro (El)	1	Leves
2017	50	Zaragoza	Hombres	1	50062	Burgo de Ebro (El)	2	Graves o muy graves
2017	50	Zaragoza	Mujeres	3	50062	Burgo de Ebro (El)	1	Leves
2017	50	Zaragoza	Hombres	1	50064	Cabañas de Ebro	1	Leves
2017	50	Zaragoza	Hombres	2	50066	Cadrete	1	Leves
2017	50	Zaragoza	Mujeres	5	50066	Cadrete	1	Leves
2017	50	Zaragoza	Hombres	2	50067	Calatayud	1	Leves
2017	50	Zaragoza	Mujeres	7	50067	Calatayud	1	Leves
2017	50	Zaragoza	Mujeres	1	50068	Calatorao	1	Leves
2017	50	Zaragoza	Hombres	3	50073	Cariñena	1	Leves
2017	50	Zaragoza	Hombres	1	50073	Cariñena	2	Graves o muy graves
2017	50	Zaragoza	Mujeres	2	50073	Cariñena	1	Leves
2017	50	Zaragoza	Hombres	5	50074	Caspe	1	Leves
2017	50	Zaragoza	Mujeres	1	50074	Caspe	1	Leves
2017	50	Zaragoza	Mujeres	1	50074	Caspe	2	Graves o muy graves
2017	50	Zaragoza	Hombres	1	50081	Cetina	1	Leves
2017	50	Zaragoza	Mujeres	1	50081	Cetina	1	Leves
2017	50	Zaragoza	Hombres	9	50089	Cuarte de Huerva	1	Leves
2017	50	Zaragoza	Mujeres	8	50089	Cuarte de Huerva	1	Leves
2017	50	Zaragoza	Hombres	5	50095	Ejea de los Caballeros	1	Leves
2017	50	Zaragoza	Mujeres	5	50095	Ejea de los Caballeros	1	Leves
2017	50	Zaragoza	Hombres	2	50099	Épila	1	Leves
2017	50	Zaragoza	Mujeres	4	50099	Épila	1	Leves
2017	50	Zaragoza	Mujeres	1	50100	Erla	1	Leves
2017	50	Zaragoza	Hombres	1	50101	Escatrón	1	Leves
2017	50	Zaragoza	Hombres	3	50105	Fayón	1	Leves
2017	50	Zaragoza	Hombres	27	50107	Figueruelas	1	Leves
2017	50	Zaragoza	Mujeres	10	50107	Figueruelas	1	Leves
2017	50	Zaragoza	Hombres	2	50115	Fuentes de Ebro	1	Leves
2017	50	Zaragoza	Mujeres	4	50115	Fuentes de Ebro	1	Leves
2017	50	Zaragoza	Hombres	1	50118	Gallur	1	Leves
2017	50	Zaragoza	Mujeres	5	50118	Gallur	1	Leves
2017	50	Zaragoza	Hombres	1	50119	Gelsa	1	Leves
2017	50	Zaragoza	Mujeres	2	50119	Gelsa	1	Leves
2017	50	Zaragoza	Hombres	2	50126	Illueca	1	Leves
2017	50	Zaragoza	Mujeres	1	50126	Illueca	1	Leves
2017	50	Zaragoza	Mujeres	1	50129	Jaraba	1	Leves
2017	50	Zaragoza	Hombres	2	50131	Jaulín	1	Leves
2017	50	Zaragoza	Hombres	1	50160	Mallén	1	Leves
2017	50	Zaragoza	Hombres	1	50160	Mallén	2	Graves o muy graves
2017	50	Zaragoza	Mujeres	2	50160	Mallén	1	Leves
2017	50	Zaragoza	Hombres	2	50163	María de Huerva	1	Leves
2017	50	Zaragoza	Mujeres	1	50163	María de Huerva	1	Leves
2017	50	Zaragoza	Hombres	1	50165	Mequinenza	1	Leves
2017	50	Zaragoza	Mujeres	1	50165	Mequinenza	1	Leves
2017	50	Zaragoza	Hombres	1	50171	Moneva	1	Leves
2017	50	Zaragoza	Hombres	2	50181	Muel	1	Leves
2017	50	Zaragoza	Hombres	10	50182	Muela (La)	1	Leves
2017	50	Zaragoza	Mujeres	11	50182	Muela (La)	1	Leves
2017	50	Zaragoza	Hombres	1	50192	Nuévalos	1	Leves
2017	50	Zaragoza	Mujeres	2	50199	Osera de Ebro	1	Leves
2017	50	Zaragoza	Mujeres	1	50201	Paracuellos de Jiloca	1	Leves
2017	50	Zaragoza	Hombres	16	50204	Pedrola	1	Leves
2017	50	Zaragoza	Hombres	2	50204	Pedrola	2	Graves o muy graves
2017	50	Zaragoza	Mujeres	4	50204	Pedrola	1	Leves
2017	50	Zaragoza	Mujeres	1	50208	Pina de Ebro	1	Leves
2017	50	Zaragoza	Hombres	4	50209	Pinseque	1	Leves
2017	50	Zaragoza	Mujeres	2	50209	Pinseque	1	Leves
2017	50	Zaragoza	Hombres	11	50219	Puebla de Alfindén (La)	1	Leves
2017	50	Zaragoza	Mujeres	6	50219	Puebla de Alfindén (La)	1	Leves
2017	50	Zaragoza	Hombres	1	50222	Quinto	1	Leves
2017	50	Zaragoza	Mujeres	2	50222	Quinto	1	Leves
2017	50	Zaragoza	Hombres	1	50223	Remolinos	1	Leves
2017	50	Zaragoza	Hombres	1	50223	Remolinos	2	Graves o muy graves
2017	50	Zaragoza	Hombres	3	50225	Ricla	1	Leves
2017	50	Zaragoza	Mujeres	1	50225	Ricla	1	Leves
2017	50	Zaragoza	Mujeres	1	50230	Sádaba	1	Leves
2017	50	Zaragoza	Mujeres	1	50240	Sástago	1	Leves
2017	50	Zaragoza	Mujeres	1	50240	Sástago	3	Mortales
2017	50	Zaragoza	Hombres	1	50247	Sobradiel	1	Leves
2017	50	Zaragoza	Hombres	2	50251	Tarazona	1	Leves
2017	50	Zaragoza	Hombres	1	50251	Tarazona	2	Graves o muy graves
2017	50	Zaragoza	Mujeres	6	50251	Tarazona	1	Leves
2017	50	Zaragoza	Hombres	3	50252	Tauste	1	Leves
2017	50	Zaragoza	Mujeres	4	50252	Tauste	1	Leves
2017	50	Zaragoza	Mujeres	1	50255	Tobed	1	Leves
2017	50	Zaragoza	Hombres	9	50272	Utebo	1	Leves
2017	50	Zaragoza	Mujeres	10	50272	Utebo	1	Leves
2017	50	Zaragoza	Mujeres	2	50283	Villadoz	1	Leves
2017	50	Zaragoza	Mujeres	1	50285	Villafranca de Ebro	1	Leves
2017	50	Zaragoza	Hombres	6	50288	Villanueva de Gállego	1	Leves
2017	50	Zaragoza	Hombres	1	50288	Villanueva de Gállego	2	Graves o muy graves
2017	50	Zaragoza	Mujeres	12	50288	Villanueva de Gállego	1	Leves
2017	50	Zaragoza	Mujeres	1	50288	Villanueva de Gállego	2	Graves o muy graves
2017	50	Zaragoza	Hombres	1	50292	Villarreal de Huerva	1	Leves
2017	22	Huesca	Hombres	1	50297	Zaragoza	1	Leves
2017	50	Zaragoza	Hombres	466	50297	Zaragoza	1	Leves
