Municipio código	Municipio nombre	Explotaciones	Cursos jefe explotación
22233	Torre la Ribera	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22234	Torrente de Cinca	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22234	Torrente de Cinca	77	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22235	Torres de Alcanadre	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22235	Torres de Alcanadre	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22236	Torres de Barbués	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22236	Torres de Barbués	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22239	Tramaced	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22239	Tramaced	23	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22242	Valfarta	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22242	Valfarta	27	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22243	Valle de Bardají	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22243	Valle de Bardají	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22244	Valle de Lierp	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22244	Valle de Lierp	30	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22245	Velilla de Cinca	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22245	Velilla de Cinca	52	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22246	Veracruz	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22246	Veracruz	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22247	Viacamp y Litera	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22247	Viacamp y Litera	32	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22248	Vicién	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22248	Vicién	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22249	Villanova	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22249	Villanova	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22250	Villanúa	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22250	Villanúa	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22251	Villanueva de Sigena	27	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22251	Villanueva de Sigena	95	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22252	Yebra de Basa	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22252	Yebra de Basa	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22253	Yésero	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22253	Yésero	2	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22254	Zaidín	76	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22254	Zaidín	248	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22901	Valle de Hecho	22	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22901	Valle de Hecho	42	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22902	Puente la Reina de Jaca	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22902	Puente la Reina de Jaca	39	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22903	San Miguel del Cinca	53	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22903	San Miguel del Cinca	148	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22904	Sotonera (La)	19	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22904	Sotonera (La)	203	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22905	Lupiñén-Ortilla	19	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22905	Lupiñén-Ortilla	52	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22906	Santa María de Dulcis	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22906	Santa María de Dulcis	57	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22907	Aínsa-Sobrarbe	29	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22907	Aínsa-Sobrarbe	104	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22908	Hoz y Costeán	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22908	Hoz y Costeán	86	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
22909	Vencillón	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
22909	Vencillón	59	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44001	Ababuj	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44001	Ababuj	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44002	Abejuela	11	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44003	Aguatón	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44003	Aguatón	4	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44004	Aguaviva	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44004	Aguaviva	36	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44005	Aguilar del Alfambra	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44005	Aguilar del Alfambra	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44006	Alacón	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44006	Alacón	64	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44007	Alba	19	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44007	Alba	44	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44008	Albalate del Arzobispo	27	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44008	Albalate del Arzobispo	310	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44009	Albarracín	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44009	Albarracín	44	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44010	Albentosa	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44010	Albentosa	51	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44011	Alcaine	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44011	Alcaine	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44012	Alcalá de la Selva	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44012	Alcalá de la Selva	33	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44013	Alcañiz	89	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44013	Alcañiz	531	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44014	Alcorisa	17	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44014	Alcorisa	335	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44016	Alfambra	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44016	Alfambra	98	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44017	Aliaga	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44017	Aliaga	44	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44018	Almohaja	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44019	Alobras	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44019	Alobras	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44020	Alpeñés	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44020	Alpeñés	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44021	Allepuz	14	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44021	Allepuz	28	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44022	Alloza	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44022	Alloza	203	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44023	Allueva	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44024	Anadón	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44024	Anadón	4	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44025	Andorra	23	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44025	Andorra	242	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44026	Arcos de las Salinas	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44026	Arcos de las Salinas	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44027	Arens de Lledó	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44027	Arens de Lledó	56	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44028	Argente	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44028	Argente	53	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44029	Ariño	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44029	Ariño	38	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44031	Azaila	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44031	Azaila	34	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44032	Bádenas	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44033	Báguena	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44033	Báguena	108	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44034	Bañón	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44034	Bañón	32	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44035	Barrachina	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44035	Barrachina	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44036	Bea	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44036	Bea	2	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44037	Beceite	16	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44037	Beceite	44	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44038	Belmonte de San José	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44038	Belmonte de San José	45	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44039	Bello	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44039	Bello	71	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44040	Berge	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44040	Berge	39	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44041	Bezas	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44041	Bezas	2	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44042	Blancas	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44042	Blancas	29	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44043	Blesa	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44043	Blesa	24	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44044	Bordón	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44044	Bordón	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44045	Bronchales	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44045	Bronchales	11	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44046	Bueña	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44046	Bueña	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44047	Burbáguena	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44047	Burbáguena	63	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44048	Cabra de Mora	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44048	Cabra de Mora	13	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44049	Calaceite	27	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44049	Calaceite	215	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44050	Calamocha	55	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44050	Calamocha	242	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44051	Calanda	55	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44051	Calanda	269	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44052	Calomarde	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44052	Calomarde	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44053	Camañas	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44053	Camañas	25	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44054	Camarena de la Sierra	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44055	Camarillas	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44055	Camarillas	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44056	Caminreal	16	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44056	Caminreal	115	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44059	Cantavieja	31	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44059	Cantavieja	49	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44060	Cañada de Benatanduz	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44060	Cañada de Benatanduz	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44061	Cañada de Verich (La)	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44061	Cañada de Verich (La)	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44062	Cañada Vellida	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44062	Cañada Vellida	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44063	Cañizar del Olivar	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44064	Cascante del Río	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44064	Cascante del Río	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44065	Castejón de Tornos	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44065	Castejón de Tornos	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44066	Castel de Cabra	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44066	Castel de Cabra	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44067	Castelnou	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44067	Castelnou	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44068	Castelserás	17	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44068	Castelserás	66	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44070	Castellar (El)	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44070	Castellar (El)	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44071	Castellote	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44071	Castellote	142	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44074	Cedrillas	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44074	Cedrillas	75	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44075	Celadas	21	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44075	Celadas	78	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44076	Cella	30	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44076	Cella	250	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44077	Cerollera (La)	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44077	Cerollera (La)	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44080	Codoñera (La)	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44080	Codoñera (La)	32	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44082	Corbalán	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44082	Corbalán	11	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44084	Cortes de Aragón	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44084	Cortes de Aragón	13	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44085	Cosa	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44085	Cosa	29	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44086	Cretas	21	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44086	Cretas	144	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44087	Crivillén	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44087	Crivillén	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44088	Cuba (La)	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44088	Cuba (La)	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44089	Cubla	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44089	Cubla	11	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44090	Cucalón	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44090	Cucalón	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44092	Cuervo (El)	11	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44093	Cuevas de Almudén	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44093	Cuevas de Almudén	24	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44094	Cuevas Labradas	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44094	Cuevas Labradas	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44096	Ejulve	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44096	Ejulve	25	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44097	Escorihuela	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44097	Escorihuela	49	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44099	Escucha	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44099	Escucha	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44100	Estercuel	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44100	Estercuel	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44101	Ferreruela de Huerva	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44101	Ferreruela de Huerva	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44102	Fonfría	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44102	Fonfría	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44103	Formiche Alto	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44103	Formiche Alto	30	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44105	Fórnoles	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44105	Fórnoles	29	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44106	Fortanete	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44106	Fortanete	36	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44107	Foz-Calanda	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44107	Foz-Calanda	50	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44108	Fresneda (La)	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44108	Fresneda (La)	85	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44109	Frías de Albarracín	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44109	Frías de Albarracín	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44110	Fuenferrada	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44110	Fuenferrada	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44111	Fuentes Calientes	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44111	Fuentes Calientes	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44112	Fuentes Claras	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44112	Fuentes Claras	71	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44113	Fuentes de Rubielos	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44113	Fuentes de Rubielos	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44114	Fuentespalda	14	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44114	Fuentespalda	59	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44115	Galve	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44115	Galve	23	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44116	Gargallo	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44116	Gargallo	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44117	Gea de Albarracín	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44117	Gea de Albarracín	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44118	Ginebrosa (La)	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44118	Ginebrosa (La)	57	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44119	Griegos	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44119	Griegos	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44120	Guadalaviar	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44120	Guadalaviar	28	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44121	Gúdar	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44121	Gúdar	11	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44122	Híjar	24	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44122	Híjar	106	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44123	Hinojosa de Jarque	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44123	Hinojosa de Jarque	36	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44124	Hoz de la Vieja (La)	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44124	Hoz de la Vieja (La)	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44125	Huesa del Común	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44125	Huesa del Común	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44126	Iglesuela del Cid (La)	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44126	Iglesuela del Cid (La)	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44127	Jabaloyas	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44127	Jabaloyas	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44128	Jarque de la Val	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44128	Jarque de la Val	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44129	Jatiel	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44129	Jatiel	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44130	Jorcas	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44130	Jorcas	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44131	Josa	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44131	Josa	4	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44132	Lagueruela	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44132	Lagueruela	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44133	Lanzuela	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44133	Lanzuela	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44135	Libros	46	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44136	Lidón	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44136	Lidón	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44137	Linares de Mora	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44137	Linares de Mora	27	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44138	Loscos	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44138	Loscos	38	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44141	Lledó	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44141	Lledó	34	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44142	Maicas	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44142	Maicas	4	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44143	Manzanera	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44143	Manzanera	43	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44144	Martín del Río	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44144	Martín del Río	25	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44145	Mas de las Matas	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44145	Mas de las Matas	79	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44146	Mata de los Olmos (La)	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44146	Mata de los Olmos (La)	28	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44147	Mazaleón	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44147	Mazaleón	141	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44148	Mezquita de Jarque	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44148	Mezquita de Jarque	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44149	Mirambel	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44149	Mirambel	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44150	Miravete de la Sierra	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44150	Miravete de la Sierra	13	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44151	Molinos	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44151	Molinos	55	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44152	Monforte de Moyuela	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44152	Monforte de Moyuela	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44153	Monreal del Campo	18	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44153	Monreal del Campo	128	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44154	Monroyo	20	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44154	Monroyo	52	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44155	Montalbán	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44155	Montalbán	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44156	Monteagudo del Castillo	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44157	Monterde de Albarracín	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44158	Mora de Rubielos	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44158	Mora de Rubielos	68	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44159	Moscardón	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44159	Moscardón	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44160	Mosqueruela	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44160	Mosqueruela	69	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44161	Muniesa	20	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44161	Muniesa	112	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44163	Noguera de Albarracín	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44163	Noguera de Albarracín	3	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44164	Nogueras	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44164	Nogueras	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44165	Nogueruelas	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44165	Nogueruelas	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44167	Obón	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44168	Odón	22	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44168	Odón	48	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44169	Ojos Negros	19	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44169	Ojos Negros	44	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44171	Olba	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
