Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Total gastos	Gastos de personal	Gastos en bienes corrientes y servicios	Gastos financieros	Transferencias corrientes	Inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Fondo de contingencia
2007	44036	Bea	Liquidaciones	Sin información										
2007	44037	Beceite	Liquidaciones	Consolidada	677336,57	78552,73	154904,66	9000	22156,94	382512,35	0	0	30209,89	
2007	44038	Belmonte de San José	Liquidaciones	Sin información										
2007	44039	Bello	Liquidaciones	Consolidada	513066,45	53222,54	116508,56	6812,63	9518	304812,82	4938,1	0	17253,8	
2007	44040	Berge	Liquidaciones	Sin información										
2007	44041	Bezas	Liquidaciones	Consolidada	215474,3	24863,23	34901,65	2193,07	1466,04	147760,49	0	0	4289,82	
2007	44042	Blancas	Liquidaciones	Sin información										
2007	44043	Blesa	Liquidaciones	Sin información										
2007	44044	Bordón	Liquidaciones	Sin información										
2007	44045	Bronchales	Liquidaciones	Sin información										
2007	44046	Bueña	Liquidaciones	Sin información										
2007	44047	Burbáguena	Liquidaciones	Sin información										
2007	44048	Cabra de Mora	Liquidaciones	Sin información										
2007	44049	Calaceite	Liquidaciones	Consolidada	1350066,6	224924,39	233818,98	14697,16	46463,55	789378,88	0	0	40783,64	
2007	44050	Calamocha	Liquidaciones	Consolidada	4778216,21	490479,99	797518,1	106314,68	976055,58	2181502,18	0	0	226345,68	
2007	44051	Calanda	Liquidaciones	Consolidada	4153126,28	636911,34	927193,62	43794,04	322078,9	2092361,59	0	0	130786,79	
2007	44052	Calomarde	Liquidaciones	Consolidada	211426,72	17084,62	50851,6	0	0	143490,5	0	0	0	
2007	44053	Camañas	Liquidaciones	Sin información										
2007	44054	Camarena de la Sierra	Liquidaciones	Sin información										
2007	44055	Camarillas	Liquidaciones	Consolidada	88719,75	16742,53	46939,5	21,41	5794,5	15127,61	0	0	4094,2	
2007	44056	Caminreal	Liquidaciones	Sin información										
2007	44059	Cantavieja	Liquidaciones	Consolidada	1556213,63	134124,59	318701,72	14604,31	30618,84	1037467,03	0	0	20697,14	
2007	44060	Cañada de Benatanduz	Liquidaciones	Sin información										
2007	44061	Cañada de Verich (La)	Liquidaciones	Consolidada	350080,38	26487,57	63695,1	2600	3658,31	244677,47	0	0	8961,93	
2007	44062	Cañada Vellida	Liquidaciones	Sin información										
2007	44063	Cañizar del Olivar	Liquidaciones	Sin información										
2007	44064	Cascante del Río	Liquidaciones	Consolidada	141662,08	20909,92	62401,73	0	0	58350,43	0	0	0	
2007	44065	Castejón de Tornos	Liquidaciones	Sin información										
2007	44066	Castel de Cabra	Liquidaciones	Consolidada	184476,41	15244,85	48928,45	1987,37	8237,16	99988,59	0	0	10089,99	
2007	44067	Castelnou	Liquidaciones	Consolidada	682908,43	93437,47	131294,83	175,04	3299,71	454701,38	0	0	0	
2007	44068	Castelserás	Liquidaciones	Consolidada	1416651,36	180293,37	177959,83	173,24	115,05	1025283,85	30201,02	0	2625	
2007	44070	Castellar (El)	Liquidaciones	Sin información										
2007	44071	Castellote	Liquidaciones	Sin información										
2007	44074	Cedrillas	Liquidaciones	Sin información										
2007	44075	Celadas	Liquidaciones	Consolidada	440866,49	81085,48	78506,43	1480,53	17585,99	255262,36	0	0	6945,7	
2007	44076	Cella	Liquidaciones	Consolidada	2312040,29	526884,56	574409,44	0	178761,79	1031984,5	0	0	0	
2007	44077	Cerollera (La)	Liquidaciones	Sin información										
2007	44080	Codoñera (La)	Liquidaciones	Sin información										
2007	44082	Corbalán	Liquidaciones	Sin información										
2007	44084	Cortes de Aragón	Liquidaciones	Sin información										
2007	44085	Cosa	Liquidaciones	Consolidada	164375,71	9879,74	27210,04	0	4063,86	120722,07	2500	0	0	
2007	44086	Cretas	Liquidaciones	Consolidada	647362,5	77288,6	163173,98	13968,03	23863,38	327972,98	0	0	41095,53	
2007	44087	Crivillén	Liquidaciones	Sin información										
2007	44088	Cuba (La)	Liquidaciones	Consolidada	166084,18	13187,09	35000,71	0	7896,38	110000	0	0	0	
2007	44089	Cubla	Liquidaciones	Consolidada	141193,2	7728,34	32834,47	0	6489,25	94141,14	0	0	0	
2007	44090	Cucalón	Liquidaciones	Consolidada	397932,66	28298,09	66964,63	203,51	3576,92	298889,51	0	0	0	
2007	44092	Cuervo (El)	Liquidaciones	Consolidada	129969,4	9850,48	40169,63	2900,14	11369,33	57963,88	0	0	7715,94	
2007	44093	Cuevas de Almudén	Liquidaciones	Sin información										
2007	44094	Cuevas Labradas	Liquidaciones	Consolidada	134466,69	15949,42	33693,55	410,36	3353,42	78806,14	0	0	2253,8	
2007	44096	Ejulve	Liquidaciones	Sin información										
2007	44097	Escorihuela	Liquidaciones	Sin información										
2007	44099	Escucha	Liquidaciones	Sin información										
2007	44100	Estercuel	Liquidaciones	Sin información										
2007	44101	Ferreruela de Huerva	Liquidaciones	Sin información										
2007	44102	Fonfría	Liquidaciones	Consolidada	68567,36	5760,24	17163,76	1819,97	2038,42	41784,97	0	0	0	
2007	44103	Formiche Alto	Liquidaciones	Consolidada	433606,77	45109,76	84974,3	1743,44	15568,67	276861,53	0	0	9349,07	
2007	44105	Fórnoles	Liquidaciones	Sin información										
2007	44106	Fortanete	Liquidaciones	Consolidada	337968,16	42515,36	85455,31	1327,21	11043,39	195373,09	0	0	2253,8	
2007	44107	Foz-Calanda	Liquidaciones	Sin información										
2007	44108	Fresneda (La)	Liquidaciones	Sin información										
2007	44109	Frías de Albarracín	Liquidaciones	Consolidada	443892,8	62941,05	151012,02	2112,07	3870,99	223956,67	0	0	0	
2007	44110	Fuenferrada	Liquidaciones	Sin información										
2007	44111	Fuentes Calientes	Liquidaciones	Sin información										
2007	44112	Fuentes Claras	Liquidaciones	Consolidada	627348,87	101494,38	97955,43	7161,26	20527,38	400210,42	0	0	0	
2007	44113	Fuentes de Rubielos	Liquidaciones	Consolidada	316559,71	49587,96	57773,07	4202,5	7237,76	192161,58	0	0	5596,84	
2007	44114	Fuentespalda	Liquidaciones	Consolidada	678262,97	76152,08	136706,82	6000	4891,3	441288,34	0	0	13224,43	
2007	44115	Galve	Liquidaciones	Sin información										
2007	44116	Gargallo	Liquidaciones	Sin información										
2007	44117	Gea de Albarracín	Liquidaciones	Sin información										
2007	44118	Ginebrosa (La)	Liquidaciones	Consolidada	396517,15	58967,79	75276,39	1448,41	18865,13	231510,48	0	0	10448,95	
2007	44119	Griegos	Liquidaciones	Consolidada	267682,78	41531,07	87279,01	0	5386,19	133486,51	0	0	0	
2007	44120	Guadalaviar	Liquidaciones	Sin información										
2007	44121	Gúdar	Liquidaciones	Consolidada	240015,25	49167,97	102610,95	5530,97	7485,24	62262,88	0	0	12957,24	
2007	44122	Híjar	Liquidaciones	Sin información										
2007	44123	Hinojosa de Jarque	Liquidaciones	Sin información										
2007	44124	Hoz de la Vieja (La)	Liquidaciones	Sin información										
2007	44125	Huesa del Común	Liquidaciones	Sin información										
2007	44126	Iglesuela del Cid (La)	Liquidaciones	Sin información										
2007	44127	Jabaloyas	Liquidaciones	Consolidada	180632,13	24293,13	29985,07	0	4500	91333,33	30000	0	520,6	
2007	44128	Jarque de la Val	Liquidaciones	Sin información										
2007	44129	Jatiel	Liquidaciones	Sin información										
2007	44130	Jorcas	Liquidaciones	Consolidada	77382,38	12330,69	22585,7	14,34	2636,65	39815	0	0	0	
2007	44131	Josa	Liquidaciones	Sin información										
2007	44132	Lagueruela	Liquidaciones	Sin información										
2007	44133	Lanzuela	Liquidaciones	Sin información										
2007	44135	Libros	Liquidaciones	Sin información										
2007	44136	Lidón	Liquidaciones	Sin información										
2007	44137	Linares de Mora	Liquidaciones	Sin información										
2007	44138	Loscos	Liquidaciones	Sin información										
2007	44141	Lledó	Liquidaciones	Sin información										
2007	44142	Maicas	Liquidaciones	Sin información										
2007	44143	Manzanera	Liquidaciones	Sin información										
2007	44144	Martín del Río	Liquidaciones	Sin información										
2007	44145	Mas de las Matas	Liquidaciones	Consolidada	1741381,6	620067,07	591881,65	15672,87	46872,29	406596,54	0	0	60291,18	
2007	44146	Mata de los Olmos (La)	Liquidaciones	Sin información										
2007	44147	Mazaleón	Liquidaciones	Consolidada	746542,98	96590,76	85750,15	4576,7	42840,73	500316,36	0	0	16468,28	
2007	44148	Mezquita de Jarque	Liquidaciones	Sin información										
2007	44149	Mirambel	Liquidaciones	Consolidada	273658,45	38052,18	47305,93	2000	15705,06	170595,28	0	0	0	
2007	44150	Miravete de la Sierra	Liquidaciones	Sin información										
2007	44151	Molinos	Liquidaciones	Consolidada	699486,64	246978,3	171025,5	16566,15	50371,61	188601,44	0	0	25943,64	
2007	44152	Monforte de Moyuela	Liquidaciones	Consolidada	58787,79	9278,03	25274,89	72,08	2268,17	18496,62	0	0	3398	
2007	44153	Monreal del Campo	Liquidaciones	Sin información										
2007	44154	Monroyo	Liquidaciones	Sin información										
2007	44155	Montalbán	Liquidaciones	Consolidada	1062692,69	337024,46	338960,09	31931,59	440,3	260396,96	56718,18	0	37221,11	
2007	44156	Monteagudo del Castillo	Liquidaciones	Sin información										
2007	44157	Monterde de Albarracín	Liquidaciones	Sin información										
2007	44158	Mora de Rubielos	Liquidaciones	Sin información										
2007	44159	Moscardón	Liquidaciones	Consolidada	345828,89	18532,16	36672,84	1392,84	3931,64	285299,41	0	0	0	
2007	44160	Mosqueruela	Liquidaciones	Sin información										
2007	44161	Muniesa	Liquidaciones	Consolidada	759891,31	140908,65	203714,59	11221,82	17012,86	369555,4	0	0	17477,99	
2007	44163	Noguera de Albarracín	Liquidaciones	Sin información										
2007	44164	Nogueras	Liquidaciones	Sin información										
2007	44165	Nogueruelas	Liquidaciones	Sin información										
2007	44167	Obón	Liquidaciones	Consolidada	217042,12	17328,78	38722,39	3812,29	10953,03	125477,23	0	0	20748,4	
2007	44168	Odón	Liquidaciones	Consolidada	260793,16	32532,31	77540,72	5052,03	10035,7	101468	3114,48	0	31049,92	
2007	44169	Ojos Negros	Liquidaciones	Sin información										
2007	44171	Olba	Liquidaciones	Consolidada	429878,03	57863,97	75445,63	603,11	38908,3	249701,05	0	0	7355,97	
2007	44172	Oliete	Liquidaciones	Consolidada	507919,52	80526,22	139083,85	3501,2	38597,92	242277,5	0	0	3932,83	
2007	44173	Olmos (Los)	Liquidaciones	Sin información										
2007	44174	Orihuela del Tremedal	Liquidaciones	Sin información										
2007	44175	Orrios	Liquidaciones	Sin información										
2007	44176	Palomar de Arroyos	Liquidaciones	Consolidada	262879,79	4855,74	66559,94	3537,85	26302,32	153860,17	0	0	7763,77	
2007	44177	Pancrudo	Liquidaciones	Sin información										
2007	44178	Parras de Castellote (Las)	Liquidaciones	Sin información										
2007	44179	Peñarroya de Tastavins	Liquidaciones	Sin información										
2007	44180	Peracense	Liquidaciones	Sin información										
2007	44181	Peralejos	Liquidaciones	Sin información										
2007	44182	Perales del Alfambra	Liquidaciones	Sin información										
2007	44183	Pitarque	Liquidaciones	Sin información										
2007	44184	Plou	Liquidaciones	Sin información										
2007	44185	Pobo (El)	Liquidaciones	Sin información										
2007	44187	Portellada (La)	Liquidaciones	Consolidada	375106,9	30802,86	119660,3	873,77	6473,61	149042,56	0	0	68253,8	
2007	44189	Pozondón	Liquidaciones	Consolidada	229135,44	24202,02	27147,63	0	6002,19	169529,8	0	0	2253,8	
2007	44190	Pozuel del Campo	Liquidaciones	Sin información										
2007	44191	Puebla de Híjar (La)	Liquidaciones	Sin información										
2007	44192	Puebla de Valverde (La)	Liquidaciones	Sin información										
2007	44193	Puertomingalvo	Liquidaciones	Consolidada	292957,5	79737,26	130320,2	402,27	23055,88	59441,89	0	0	0	
2007	44194	Ráfales	Liquidaciones	Consolidada	586853,6	13530,29	85184,39	15000	3765,63	373173,29	0	0	96200	
2007	44195	Rillo	Liquidaciones	Sin información										
2007	44196	Riodeva	Liquidaciones	Sin información										
2007	44197	Ródenas	Liquidaciones	Consolidada	212643,64	20516,3	36314,87	1717,1	5766,47	143213,47	0	0	5115,43	
2007	44198	Royuela	Liquidaciones	Consolidada	216957,39	14761,99	37914,51	0	7211,88	157069,01	0	0	0	
2007	44199	Rubiales	Liquidaciones	Consolidada	101951,23	14677,06	36339,56	0	659,39	50275,22	0	0	0	
2007	44200	Rubielos de la Cérida	Liquidaciones	Consolidada	156368,52	7673,05	16109,11	213,26	1751,04	130622,06	0	0	0	
2007	44201	Rubielos de Mora	Liquidaciones	Sin información										
2007	44203	Salcedillo	Liquidaciones	Sin información										
2007	44204	Saldón	Liquidaciones	Consolidada	144819,55	5379,86	23447,4	0	2000	109255,32	0	0	4736,97	
2007	44205	Samper de Calanda	Liquidaciones	Consolidada	977661,15	186205,5	192809,02	1588,44	48617,8	544062,36	0	0	4378,03	
2007	44206	San Agustín	Liquidaciones	Consolidada	350111,92	45837,24	72069,82	0	9204,86	223000	0	0	0	
2007	44207	San Martín del Río	Liquidaciones	Sin información										
2007	44208	Santa Cruz de Nogueras	Liquidaciones	Sin información										
2007	44209	Santa Eulalia	Liquidaciones	Consolidada	1123669,21	223541,25	238561,84	825,37	58540,75	583000	0	0	19200	
2007	44210	Sarrión	Liquidaciones	Sin información										
2007	44211	Segura de los Baños	Liquidaciones	Sin información										
2007	44212	Seno	Liquidaciones	Sin información										
2007	44213	Singra	Liquidaciones	Sin información										
2007	44215	Terriente	Liquidaciones	Consolidada	255245,15	34478,66	97345,86	402,65	5457,68	116610,99	949,31	0	0	
2007	44216	Teruel	Liquidaciones	Consolidada	43255540,28	9377982,62	10623807,38	1242082,31	2756748,49	13052902,75	4298077,36	418167,86	1485771,51	
2007	44217	Toril y Masegoso	Liquidaciones	Consolidada	191367,44	12768,27	21507,36	1465,08	1470,42	153768,41	0	0	387,9	
2007	44218	Tormón	Liquidaciones	Consolidada	96406,69	8226,58	19307,84	0	2436,11	64182,16	0	0	2254	
2007	44219	Tornos	Liquidaciones	Sin información										
2007	44220	Torralba de los Sisones	Liquidaciones	Consolidada	507083,22	25188,58	101808,06	16988	12088,76	309456,25	0	0	41553,57	
2007	44221	Torrecilla de Alcañiz	Liquidaciones	Consolidada	1072760,3	77188,91	157306,23	3174,68	26323,68	802866,8	0	0	5900	
2007	44222	Torrecilla del Rebollar	Liquidaciones	Consolidada	203319,65	12982,09	60371,21	40,55	14263,98	115661,82	0	0	0	
2007	44223	Torre de Arcas	Liquidaciones	Sin información										
2007	44224	Torre de las Arcas	Liquidaciones	Sin información										
2007	44225	Torre del Compte	Liquidaciones	Consolidada	275478,36	31402,4	81679,97	4500	9637,27	138824,13	0	0	9434,59	
2007	44226	Torrelacárcel	Liquidaciones	Consolidada	525576,59	32861,76	52946,9	3139,32	11575,47	405639,7	0	0	19413,44	
2007	44227	Torre los Negros	Liquidaciones	Consolidada	226906,67	6370,11	34104,6	1412,2	2535,12	182484,64	0	0	0	
2007	44228	Torremocha de Jiloca	Liquidaciones	Consolidada	300682,44	20407,02	30549,16	5497,54	11550,39	219369,56	0	0	13308,77	
2007	44229	Torres de Albarracín	Liquidaciones	Consolidada	276660,04	38756,84	47982,82	22761,96	11025,31	126966,44	0	0	29166,67	
2007	44230	Torrevelilla	Liquidaciones	Sin información										
2007	44231	Torrijas	Liquidaciones	Sin información										
2007	44232	Torrijo del Campo	Liquidaciones	Consolidada	780243,55	178762,26	177833,45	310,44	19625,43	403711,97	0	0	0	
2007	44234	Tramacastiel	Liquidaciones	Sin información										
2007	44235	Tramacastilla	Liquidaciones	Sin información										
2007	44236	Tronchón	Liquidaciones	Consolidada	187049,25	8846,01	35453,99	6	6509,72	136233,53	0	0	0	
2007	44237	Urrea de Gaén	Liquidaciones	Consolidada	690923,02	73345	179783,24	4703,28	24263,62	306228,77	36776,86	0	65822,25	
2007	44238	Utrillas	Liquidaciones	Consolidada	1998555,93	476291,51	746784,15	1996,7	124884,69	623964,91	14232,37	0	10401,6	
2007	44239	Valacloche	Liquidaciones	Consolidada	49885,52	4039,23	14401,07	0	1062,15	30383,07	0	0	0	
2007	44240	Valbona	Liquidaciones	Sin información										
2007	44241	Valdealgorfa	Liquidaciones	Sin información										
2007	44243	Valdecuenca	Liquidaciones	Consolidada	134751,63	12925	33073,12	0	90,56	88662,95	0	0	0	
2007	44244	Valdelinares	Liquidaciones	Sin información										
2007	44245	Valdeltormo	Liquidaciones	Consolidada	498640,87	26449,18	125906,3	5123,76	21859,17	287885,2	20674,98	0	10742,28	
2007	44246	Valderrobres	Liquidaciones	Consolidada	2384765,1	525897,93	945026,36	18132,83	110097,06	738088,64	0	0	47522,28	
2007	44247	Valjunquera	Liquidaciones	Sin información										
2007	44249	Vallecillo (El)	Liquidaciones	Consolidada	242057,64	14284,46	26790,74	0	2975,99	196978,5	1000	0	27,95	
2007	44250	Veguillas de la Sierra	Liquidaciones	Consolidada	98059,3	3270,06	26347,36	0	1181,98	65005,9	0	0	2254	
2007	44251	Villafranca del Campo	Liquidaciones	Sin información										
2007	44252	Villahermosa del Campo	Liquidaciones	Sin información										
2007	44256	Villanueva del Rebollar de la Sierra	Liquidaciones	Sin información										
2007	44257	Villar del Cobo	Liquidaciones	Sin información										
2007	44258	Villar del Salz	Liquidaciones	Sin información										
2007	44260	Villarluengo	Liquidaciones	Sin información										
2007	44261	Villarquemado	Liquidaciones	Consolidada	752609,13	173921,05	304840,07	524,66	47605,21	225718,14	0	0	0	
2007	44262	Villarroya de los Pinares	Liquidaciones	Sin información										
2007	44263	Villastar	Liquidaciones	Consolidada	316622,24	67743,43	91793,71	3276,55	16717,99	125692,4	0	0	11398,16	
2007	44264	Villel	Liquidaciones	Consolidada	415635,57	46265,21	96580,66	4873,74	19309,93	241150,2	0	0	7455,83	
2007	44265	Vinaceite	Liquidaciones	Sin información										
2007	44266	Visiedo	Liquidaciones	Sin información										
2007	44267	Vivel del Río Martín	Liquidaciones	Sin información										
2007	44268	Zoma (La)	Liquidaciones	Sin información										
2007	50001	Abanto	Liquidaciones	Sin información										
2007	50002	Acered	Liquidaciones	Sin información										
2007	50003	Agón	Liquidaciones	Consolidada	563032,62	23011,19	62298,71	56,36	11091,2	466575,16	0	0	0	
2007	50004	Aguarón	Liquidaciones	Consolidada	1067943,71	239939,13	296673,13	13653,81	113410,92	379166,89	0	0	25099,83	
2007	50005	Aguilón	Liquidaciones	Consolidada	591342,39	88438,88	143229,84	26763,92	7883,86	298926,36	0	0	26099,53	
2007	50006	Ainzón	Liquidaciones	Consolidada	4661262,24	304683,65	460607,68	38700,4	107060,99	3145677,97	0	0	604531,55	
2007	50007	Aladrén	Liquidaciones	Consolidada	188761,31	19121,1	27360,86	137,54	3040,72	139101,09	0	0	0	
2007	50008	Alagón	Liquidaciones	Consolidada	5665880,25	1807671,94	1941358,25	68246,08	192172,63	1418702,65	51919,24	0	185809,46	
2007	50009	Alarba	Liquidaciones	Consolidada	308421,29	28350,47	37577,06	9169,35	2370,77	226272,13	0	0	4681,51	
2007	50010	Alberite de San Juan	Liquidaciones	Consolidada	243765,6	24205,09	93053,91	723,86	7998,38	115973,96	0	0	1810,4	
2007	50011	Albeta	Liquidaciones	Consolidada	895696,04	61329,32	84362,14	6089,36	9911,44	722438,56	0	0	11565,22	
2007	50012	Alborge	Liquidaciones	Consolidada	281967,11	25467,81	86415,45	0	7667,26	159695,58	0	0	2721,01	
2007	50013	Alcalá de Ebro	Liquidaciones	Consolidada	287250,81	57406,17	76037,17	1496,51	14464,81	134298,62	0	0	3547,53	
2007	50014	Alcalá de Moncayo	Liquidaciones	Sin información										
2007	50015	Alconchel de Ariza	Liquidaciones	Sin información										
2007	50016	Aldehuela de Liestos	Liquidaciones	Consolidada	92347,94	7000	15298,56	75,8	1936,66	68036,92	0	0	0	
2007	50017	Alfajarín	Liquidaciones	Consolidada	2406453,86	749114,48	858357,65	0	231589,51	567392,22	0	0	0	
2007	50018	Alfamén	Liquidaciones	Consolidada	2149066,32	339210,26	420549,79	9526,16	10956,2	1337457,05	0	0	31366,86	
2007	50019	Alforque	Liquidaciones	Sin información										
2007	50020	Alhama de Aragón	Liquidaciones	Consolidada	1100121,4	413020,25	289134,24	2208,26	10752,92	251940,43	0	0	133065,3	
2007	50021	Almochuel	Liquidaciones	Sin información										
2007	50022	Almolda (La)	Liquidaciones	Consolidada	715925,08	122382,6	203162,74	0	94604,9	295774,84	0	0	0	
2007	50023	Almonacid de la Cuba	Liquidaciones	Consolidada	291433,94	51209,73	107530,11	126,64	9313,26	120249,14	0	0	3005,06	
2007	50024	Almonacid de la Sierra	Liquidaciones	Consolidada	1236129,85	197263,89	173041,63	3838,62	117416,51	738857,88	0	0	5711,32	
2007	50025	Almunia de Doña Godina (La)	Liquidaciones	Consolidada	11905070,18	5770280,99	2510744,29	57335,13	340267,41	3034481,25	12000	0	179961,11	
2007	50026	Alpartir	Liquidaciones	Consolidada	598149,5	142757,23	197666,77	23336,32	22575,71	165025,31	21200	0	25588,16	
2007	50027	Ambel	Liquidaciones	Consolidada	295562,65	60770,21	106072,86	0	10989,46	117730,12	0	0	0	
2007	50028	Anento	Liquidaciones	Consolidada	252856,47	87133,56	99906,2	0	5793,8	60022,91	0	0	0	
2007	50029	Aniñón	Liquidaciones	Consolidada	1126695,8	156760,66	214229,54	31533,09	32149,93	650361,52	0	0	41661,06	
2007	50030	Añón de Moncayo	Liquidaciones	Sin información										
2007	50031	Aranda de Moncayo	Liquidaciones	Consolidada	328067,5	37457,81	160203,03	3760,16	0	111365,19	200	0	15081,31	
2007	50032	Arándiga	Liquidaciones	Consolidada	247291,3	81842,45	120599,51	2973,34	193,22	32093,38	0	0	9589,4	
2007	50033	Ardisa	Liquidaciones	Consolidada	353316,71	32814,32	33619,27	1998,73	19772,59	253660,9	11450,9	0	0	
2007	50034	Ariza	Liquidaciones	Consolidada	1937134,03	454681,53	321125,44	36999,87	41104,93	973604,69	0	0	109617,57	
2007	50035	Artieda	Liquidaciones	Consolidada	319205,26	29856,29	171001,96	3268,23	6497,21	96811,17	0	0	11770,4	
2007	50036	Asín	Liquidaciones	Consolidada	325378,16	81843,45	62045,03	595,86	1452,16	176842,62	0	0	2599,04	
2007	50037	Atea	Liquidaciones	Sin información										
2007	50038	Ateca	Liquidaciones	Consolidada	1913661,61	714176,47	631437,91	57875,05	47609,52	394707,72	0	0	67854,94	
2007	50039	Azuara	Liquidaciones	Consolidada	636578,49	140134,99	279192,72	1725,26	30151,9	182209,94	0	0	3163,68	
2007	50040	Badules	Liquidaciones	Consolidada	176287,89	13500,03	45313,04	211,58	11037,84	106225,4	0	0	0	
2007	50041	Bagüés	Liquidaciones	Consolidada	119764,9	1070,99	26396,06	7,83	13076,28	79213,74	0	0	0	
2007	50042	Balconchán	Liquidaciones	Sin información										
2007	50043	Bárboles	Liquidaciones	Consolidada	672542,12	89868,75	325479,78	8	14685,9	242499,69	0	0	0	
2007	50044	Bardallur	Liquidaciones	Consolidada	281492,9	47141,22	94683,93	2935,46	16659,72	111360,39	0	0	8712,18	
2007	50045	Belchite	Liquidaciones	Consolidada	1958618,47	305493,17	620321,74	79808,24	132524,57	783208,03	0	0	37262,72	
2007	50046	Belmonte de Gracián	Liquidaciones	Consolidada	232286,33	45463,28	50318,15	1541,57	8678,02	122384,19	0	0	3901,12	
2007	50047	Berdejo	Liquidaciones	Sin información										
2007	50048	Berrueco	Liquidaciones	Consolidada	303410,3	4869,64	25945,13	2057	10536,08	250667,54	0	0	9334,91	
2007	50050	Bijuesca	Liquidaciones	Sin información										
2007	50051	Biota	Liquidaciones	Consolidada	1533360,35	303223,16	314690,47	1525,59	52706,88	817885,07	30000,1	0	13329,08	
2007	50052	Bisimbre	Liquidaciones	Consolidada	274131,75	42417,1	45618,95	1412,58	7318,56	169341,94	0	0	8022,62	
2007	50053	Boquiñeni	Liquidaciones	Consolidada	535624,31	209040,05	183076,66	10284,79	93064,2	31631,81	0	0	8526,8	
2007	50054	Bordalba	Liquidaciones	Sin información										
2007	50055	Borja	Liquidaciones	Consolidada	5672085,39	1511181,94	1782597,18	123839,32	249918,89	1303624,91	166409,51	0	534513,64	
2007	50056	Botorrita	Liquidaciones	Consolidada	448761,85	106984,84	240615,9	3003,13	23844,92	64519,07	0	0	9793,99	
2007	50057	Brea de Aragón	Liquidaciones	Consolidada	1503239,65	408140,53	452086,45	60062,74	49933,31	351473,3	66392,74	0	115150,58	
2007	50058	Bubierca	Liquidaciones	Sin información										
2007	50059	Bujaraloz	Liquidaciones	Consolidada	1002995,3	164500,31	390086,28	3355,63	89655,37	355397,71	0	0	0	
2007	50060	Bulbuente	Liquidaciones	Consolidada	344863,35	47105,05	126868,66	0	9581,88	161307,76	0	0	0	
2007	50061	Bureta	Liquidaciones	Consolidada	702085,33	63469,53	106114,45	6516,19	14254,45	485595,74	14554,08	0	11580,89	
2007	50062	Burgo de Ebro (El)	Liquidaciones	Consolidada	2527537,68	417255,25	1298479,79	15373,54	56825,87	634625,53	54208,08	0	50769,62	
2007	50063	Buste (El)	Liquidaciones	Consolidada	232048,26	37987,07	59343,21	1664,88	2519,08	124515,79	0	0	6018,23	
2007	50064	Cabañas de Ebro	Liquidaciones	Consolidada	794500,77	306619,78	229417,36	14887,06	21368,25	207272,65	0	0	14935,67	
2007	50065	Cabolafuente	Liquidaciones	Sin información										
2007	50066	Cadrete	Liquidaciones	Consolidada	5977514,92	815736,87	1591875,88	34548,15	258987,7	3193914,16	12326,26	0	70125,9	
2007	50067	Calatayud	Liquidaciones	Consolidada	20327340,47	8018586,99	5317313,55	116881,84	1135871,03	5032324,16	223878,37	109800	372684,53	
2007	50068	Calatorao	Liquidaciones	Consolidada	2877969,29	676374,79	824526,99	40701,91	63523,12	1114318,38	0	0	158524,1	
2007	50069	Calcena	Liquidaciones	Consolidada	206415,65	20369,2	76519,65	960,22	2713,4	97172	0	0	8681,18	
2007	50070	Calmarza	Liquidaciones	Consolidada	166747,62	14850,03	26219,37	0	4083,96	121594,26	0	0	0	
2007	50071	Campillo de Aragón	Liquidaciones	Consolidada	234829,21	32931,48	44948,18	2499,27	7725,78	140338,75	0	0	6385,75	
2007	50072	Carenas	Liquidaciones	Consolidada	265216,47	37658,83	118753,64	9974,52	2815,15	62732,86	0	0	33281,47	
2007	50073	Cariñena	Liquidaciones	Consolidada	3400611,8	1184713,09	949154,15	86911,24	45880,67	854218,92	45943,77	0	233789,96	
2007	50074	Caspe	Liquidaciones	Consolidada	9961732,27	3691101,11	2420404,54	140608,75	98007,94	3412659,5	0	0	198950,43	
2007	50075	Castejón de Alarba	Liquidaciones	Sin información										
2007	50076	Castejón de las Armas	Liquidaciones	Consolidada	352262,58	25038,95	46221,48	2540,69	1150,55	277310,91	0	0	0	
2007	50077	Castejón de Valdejasa	Liquidaciones	Consolidada	428046,39	90949,53	196447,31	3613,78	8011,87	118562,99	0	0	10460,91	
2007	50078	Castiliscar	Liquidaciones	Consolidada	876330,94	100768,06	189259,7	24996,14	90534,94	447536,93	0	0	23235,17	
2007	50079	Cervera de la Cañada	Liquidaciones	Consolidada	292815,81	69066,6	100105,57	946,1	15505,18	107192,36	0	0	0	
2007	50080	Cerveruela	Liquidaciones	Sin información										
2007	50081	Cetina	Liquidaciones	Consolidada	528561,32	172718,83	185203,87	7000	10801,92	152836,7	0	0	0	
2007	50082	Cimballa	Liquidaciones	Consolidada	179069,96	17551,89	39282,15	290,95	5726,38	116218,59	0	0	0	
2007	50083	Cinco Olivas	Liquidaciones	Consolidada	188546,59	23122,45	45717,08	147,97	22747,39	95970,29	0	0	841,41	
2007	50084	Clarés de Ribota	Liquidaciones	Sin información										
2007	50085	Codo	Liquidaciones	Consolidada	212874,07	30651,97	46448,67	1596,95	6072,86	110589,65	12752,93	0	4761,04	
