Año	Población	Municipio código	Municipio nombre
1999	103	44093	Cuevas de Almudén
1999	164	44094	Cuevas Labradas
1999	238	44096	Ejulve
1999	235	44097	Escorihuela
1999	1121	44099	Escucha
1999	353	44100	Estercuel
1999	86	44101	Ferreruela de Huerva
1999	33	44102	Fonfría
1999	199	44103	Formiche Alto
1999	107	44105	Fórnoles
1999	197	44106	Fortanete
1999	240	44107	Foz-Calanda
1999	438	44108	Fresneda (La)
1999	168	44109	Frías de Albarracín
1999	48	44110	Fuenferrada
1999	137	44111	Fuentes Calientes
1999	656	44112	Fuentes Claras
1999	94	44113	Fuentes de Rubielos
1999	363	44114	Fuentespalda
1999	144	44115	Galve
1999	123	44116	Gargallo
1999	461	44117	Gea de Albarracín
1999	252	44118	Ginebrosa (La)
1999	140	44119	Griegos
1999	292	44120	Guadalaviar
1999	80	44121	Gúdar
1999	1929	44122	Híjar
1999	180	44123	Hinojosa de Jarque
1999	139	44124	Hoz de la Vieja (La)
1999	139	44125	Huesa del Común
1999	499	44126	Iglesuela del Cid (La)
1999	92	44127	Jabaloyas
1999	100	44128	Jarque de la Val
1999	71	44129	Jatiel
1999	47	44130	Jorcas
1999	41	44131	Josa
1999	70	44132	Lagueruela
1999	30	44133	Lanzuela
1999	160	44135	Libros
1999	81	44136	Lidón
1999	302	44137	Linares de Mora
1999	220	44138	Loscos
1999	204	44141	Lledó
1999	31	44142	Maicas
1999	474	44143	Manzanera
1999	494	44144	Martín del Río
1999	1483	44145	Mas de las Matas
1999	272	44146	Mata de los Olmos (La)
1999	605	44147	Mazaleón
1999	137	44148	Mezquita de Jarque
1999	144	44149	Mirambel
1999	49	44150	Miravete de la Sierra
1999	335	44151	Molinos
1999	63	44152	Monforte de Moyuela
1999	2318	44153	Monreal del Campo
1999	377	44154	Monroyo
1999	1591	44155	Montalbán
1999	68	44156	Monteagudo del Castillo
1999	72	44157	Monterde de Albarracín
1999	1360	44158	Mora de Rubielos
1999	55	44159	Moscardón
1999	692	44160	Mosqueruela
1999	755	44161	Muniesa
1999	181	44163	Noguera de Albarracín
1999	21	44164	Nogueras
1999	219	44165	Nogueruelas
1999	54	44167	Obón
1999	269	44168	Odón
1999	577	44169	Ojos Negros
1999	198	44171	Olba
1999	479	44172	Oliete
1999	150	44173	Olmos (Los)
1999	611	44174	Orihuela del Tremedal
1999	196	44175	Orrios
1999	261	44176	Palomar de Arroyos
1999	177	44177	Pancrudo
1999	90	44178	Parras de Castellote (Las)
1999	538	44179	Peñarroya de Tastavins
1999	117	44180	Peracense
1999	94	44181	Peralejos
1999	297	44182	Perales del Alfambra
1999	113	44183	Pitarque
1999	51	44184	Plou
1999	150	44185	Pobo (El)
1999	321	44187	Portellada (La)
1999	84	44189	Pozondón
1999	113	44190	Pozuel del Campo
1999	1105	44191	Puebla de Híjar (La)
1999	490	44192	Puebla de Valverde (La)
1999	148	44193	Puertomingalvo
1999	207	44194	Ráfales
1999	142	44195	Rillo
1999	229	44196	Riodeva
1999	95	44197	Ródenas
1999	240	44198	Royuela
1999	60	44199	Rubiales
1999	60	44200	Rubielos de la Cérida
1999	635	44201	Rubielos de Mora
1999	8	44203	Salcedillo
1999	43	44204	Saldón
1999	999	44205	Samper de Calanda
1999	147	44206	San Agustín
1999	294	44207	San Martín del Río
1999	27	44208	Santa Cruz de Nogueras
1999	1218	44209	Santa Eulalia
1999	1009	44210	Sarrión
1999	52	44211	Segura de los Baños
1999	51	44212	Seno
1999	99	44213	Singra
1999	188	44215	Terriente
1999	30047	44216	Teruel
1999	32	44217	Toril y Masegoso
1999	40	44218	Tormón
1999	257	44219	Tornos
1999	221	44220	Torralba de los Sisones
1999	438	44221	Torrecilla de Alcañiz
1999	185	44222	Torrecilla del Rebollar
1999	106	44223	Torre de Arcas
1999	34	44224	Torre de las Arcas
1999	177	44225	Torre del Compte
1999	293	44226	Torrelacárcel
1999	93	44227	Torre los Negros
1999	170	44228	Torremocha de Jiloca
1999	157	44229	Torres de Albarracín
1999	208	44230	Torrevelilla
1999	77	44231	Torrijas
1999	570	44232	Torrijo del Campo
1999	118	44234	Tramacastiel
1999	132	44235	Tramacastilla
1999	93	44236	Tronchón
1999	600	44237	Urrea de Gaén
1999	3291	44238	Utrillas
1999	19	44239	Valacloche
1999	183	44240	Valbona
1999	753	44241	Valdealgorfa
1999	40	44243	Valdecuenca
1999	125	44244	Valdelinares
1999	377	44245	Valdeltormo
1999	1880	44246	Valderrobres
1999	438	44247	Valjunquera
1999	72	44249	Vallecillo (El)
1999	27	44250	Veguillas de la Sierra
1999	387	44251	Villafranca del Campo
1999	68	44252	Villahermosa del Campo
1999	51	44256	Villanueva del Rebollar de la Sierra
1999	230	44257	Villar del Cobo
1999	106	44258	Villar del Salz
1999	191	44260	Villarluengo
1999	995	44261	Villarquemado
1999	200	44262	Villarroya de los Pinares
1999	350	44263	Villastar
1999	333	44264	Villel
1999	293	44265	Vinaceite
1999	203	44266	Visiedo
1999	96	44267	Vivel del Río Martín
1999	32	44268	Zoma (La)
1999	184	50001	Abanto
1999	273	50002	Acered
1999	192	50003	Agón
1999	753	50004	Aguarón
1999	277	50005	Aguilón
1999	1233	50006	Ainzón
1999	62	50007	Aladrén
1999	5616	50008	Alagón
1999	160	50009	Alarba
1999	98	50010	Alberite de San Juan
1999	120	50011	Albeta
1999	139	50012	Alborge
1999	297	50013	Alcalá de Ebro
1999	147	50014	Alcalá de Moncayo
1999	168	50015	Alconchel de Ariza
1999	59	50016	Aldehuela de Liestos
1999	1478	50017	Alfajarín
1999	1320	50018	Alfamén
1999	94	50019	Alforque
1999	1204	50020	Alhama de Aragón
1999	45	50021	Almochuel
1999	701	50022	Almolda (La)
1999	352	50023	Almonacid de la Cuba
1999	866	50024	Almonacid de la Sierra
1999	5438	50025	Almunia de Doña Godina (La)
1999	610	50026	Alpartir
1999	361	50027	Ambel
1999	102	50028	Anento
1999	906	50029	Aniñón
1999	312	50030	Añón de Moncayo
1999	242	50031	Aranda de Moncayo
1999	506	50032	Arándiga
1999	76	50033	Ardisa
1999	1329	50034	Ariza
1999	103	50035	Artieda
1999	105	50036	Asín
1999	246	50037	Atea
1999	2044	50038	Ateca
1999	723	50039	Azuara
1999	116	50040	Badules
1999	47	50041	Bagüés
1999	27	50042	Balconchán
1999	330	50043	Bárboles
1999	301	50044	Bardallur
1999	1639	50045	Belchite
1999	300	50046	Belmonte de Gracián
1999	50	50047	Berdejo
1999	42	50048	Berrueco
1999	132	50050	Bijuesca
1999	1238	50051	Biota
1999	129	50052	Bisimbre
1999	1005	50053	Boquiñeni
1999	101	50054	Bordalba
1999	4235	50055	Borja
1999	487	50056	Botorrita
1999	2031	50057	Brea de Aragón
1999	108	50058	Bubierca
1999	1018	50059	Bujaraloz
1999	251	50060	Bulbuente
1999	324	50061	Bureta
1999	1531	50062	Burgo de Ebro (El)
1999	107	50063	Buste (El)
1999	526	50064	Cabañas de Ebro
1999	93	50065	Cabolafuente
1999	1572	50066	Cadrete
1999	17352	50067	Calatayud
1999	2722	50068	Calatorao
1999	93	50069	Calcena
1999	95	50070	Calmarza
1999	195	50071	Campillo de Aragón
1999	235	50072	Carenas
1999	2891	50073	Cariñena
1999	7845	50074	Caspe
1999	118	50075	Castejón de Alarba
1999	142	50076	Castejón de las Armas
1999	342	50077	Castejón de Valdejasa
1999	403	50078	Castiliscar
1999	351	50079	Cervera de la Cañada
1999	6	50080	Cerveruela
1999	736	50081	Cetina
1999	146	50082	Cimballa
1999	133	50083	Cinco Olivas
1999	102	50084	Clarés de Ribota
1999	277	50085	Codo
1999	287	50086	Codos
1999	55	50087	Contamina
1999	425	50088	Cosuenda
1999	1760	50089	Cuarte de Huerva
1999	240	50090	Cubel
1999	97	50091	Cuerlas (Las)
1999	381	50092	Chiprana
1999	124	50093	Chodes
1999	2294	50094	Daroca
1999	15426	50095	Ejea de los Caballeros
1999	70	50096	Embid de Ariza
1999	321	50098	Encinacorba
1999	3943	50099	Épila
1999	474	50100	Erla
1999	1327	50101	Escatrón
1999	1225	50102	Fabara
1999	457	50104	Farlete
1999	390	50105	Fayón
1999	191	50106	Fayos (Los)
1999	1034	50107	Figueruelas
1999	20	50108	Fombuena
1999	96	50109	Frago (El)
1999	556	50110	Frasno (El)
1999	264	50111	Fréscano
1999	891	50113	Fuendejalón
1999	175	50114	Fuendetodos
1999	3834	50115	Fuentes de Ebro
1999	366	50116	Fuentes de Jiloca
1999	181	50117	Gallocanta
1999	2942	50118	Gallur
1999	1261	50119	Gelsa
1999	71	50120	Godojos
1999	388	50121	Gotor
1999	67	50122	Grisel
1999	474	50123	Grisén
1999	611	50124	Herrera de los Navarros
1999	583	50125	Ibdes
1999	3319	50126	Illueca
1999	64	50128	Isuerre
1999	323	50129	Jaraba
1999	578	50130	Jarque de Moncayo
1999	305	50131	Jaulín
1999	383	50132	Joyosa (La)
1999	153	50133	Lagata
1999	190	50134	Langa del Castillo
1999	145	50135	Layana
1999	850	50136	Lécera
1999	1378	50137	Leciñena
1999	53	50138	Lechón
1999	481	50139	Letux
1999	184	50140	Litago
1999	117	50141	Lituénigo
1999	57	50142	Lobera de Onsella
1999	884	50143	Longares
1999	49	50144	Longás
1999	252	50146	Lucena de Jalón
1999	1064	50147	Luceni
1999	413	50148	Luesia
1999	23	50149	Luesma
1999	938	50150	Lumpiaque
1999	929	50151	Luna
1999	2025	50152	Maella
1999	1220	50153	Magallón
1999	185	50154	Mainar
1999	127	50155	Malanquilla
1999	304	50156	Maleján
1999	463	50157	Malón
1999	998	50159	Maluenda
1999	2977	50160	Mallén
1999	159	50161	Manchones
1999	217	50162	Mara
1999	922	50163	María de Huerva
1999	511	50164	Mediana de Aragón
1999	2532	50165	Mequinenza
1999	379	50166	Mesones de Isuela
1999	315	50167	Mezalocha
1999	38	50168	Mianos
1999	521	50169	Miedes de Aragón
1999	538	50170	Monegrillo
1999	111	50171	Moneva
1999	306	50172	Monreal de Ariza
1999	278	50173	Monterde
1999	144	50174	Montón
1999	1574	50175	Morata de Jalón
1999	350	50176	Morata de Jiloca
1999	503	50177	Morés
1999	533	50178	Moros
1999	358	50179	Moyuela
1999	114	50180	Mozota
1999	1105	50181	Muel
1999	1205	50182	Muela (La)
1999	483	50183	Munébrega
1999	147	50184	Murero
1999	164	50185	Murillo de Gállego
1999	61	50186	Navardún
1999	116	50187	Nigüella
1999	35	50188	Nombrevilla
1999	1081	50189	Nonaspe
1999	738	50190	Novallas
1999	683	50191	Novillas
1999	309	50192	Nuévalos
1999	574	50193	Nuez de Ebro
1999	176	50194	Olvés
1999	47	50195	Orcajo
1999	134	50196	Orera
1999	103	50197	Orés
1999	55	50198	Oseja
1999	353	50199	Osera de Ebro
1999	711	50200	Paniza
1999	493	50201	Paracuellos de Jiloca
1999	304	50202	Paracuellos de la Ribera
1999	971	50203	Pastriz
1999	2588	50204	Pedrola
1999	101	50205	Pedrosas (Las)
1999	446	50206	Perdiguera
1999	142	50207	Piedratajada
1999	2221	50208	Pina de Ebro
1999	1500	50209	Pinseque
1999	96	50210	Pintanos (Los)
1999	369	50211	Plasencia de Jalón
1999	64	50212	Pleitas
1999	155	50213	Plenas
1999	27	50214	Pomer
1999	22	50215	Pozuel de Ariza
1999	347	50216	Pozuelo de Aragón
1999	653	50217	Pradilla de Ebro
1999	151	50218	Puebla de Albortón
1999	1657	50219	Puebla de Alfindén (La)
1999	61	50220	Puendeluna
1999	43	50221	Purujosa
1999	2149	50222	Quinto
1999	1248	50223	Remolinos
1999	77	50224	Retascón
1999	1858	50225	Ricla
1999	146	50227	Romanos
1999	366	50228	Rueda de Jalón
1999	92	50229	Ruesca
1999	1691	50230	Sádaba
1999	358	50231	Salillas de Jalón
1999	289	50232	Salvatierra de Esca
1999	142	50233	Samper del Salz
1999	306	50234	San Martín de la Virgen de Moncayo
1999	2069	50235	San Mateo de Gállego
1999	232	50236	Santa Cruz de Grío
1999	116	50237	Santa Cruz de Moncayo
1999	130	50238	Santa Eulalia de Gállego
1999	77	50239	Santed
1999	1459	50240	Sástago
1999	955	50241	Saviñán
1999	105	50242	Sediles
1999	481	50243	Sestrica
1999	259	50244	Sierra de Luna
1999	178	50245	Sigüés
1999	83	50246	Sisamón
1999	621	50247	Sobradiel
1999	813	50248	Sos del Rey Católico
1999	480	50249	Tabuenca
1999	68	50250	Talamantes
1999	10442	50251	Tarazona
1999	6977	50252	Tauste
1999	665	50253	Terrer
1999	257	50254	Tierga
1999	278	50255	Tobed
1999	106	50256	Torralba de los Frailes
1999	229	50257	Torralba de Ribota
1999	71	50258	Torralbilla
1999	115	50259	Torrehermosa
1999	43	50260	Torrelapaja
1999	317	50261	Torrellas
1999	1401	50262	Torres de Berrellén
1999	414	50263	Torrijo de la Cañada
1999	203	50264	Tosos
1999	63	50265	Trasmoz
1999	234	50266	Trasobares
1999	919	50267	Uncastillo
1999	52	50268	Undués de Lerda
1999	340	50269	Urrea de Jalón
1999	82	50270	Urriés
1999	387	50271	Used
1999	9758	50272	Utebo
1999	60	50273	Valdehorna
1999	75	50274	Val de San Martín
1999	68	50275	Valmadrid
1999	201	50276	Valpalmas
1999	99	50277	Valtorres
1999	278	50278	Velilla de Ebro
1999	121	50279	Velilla de Jiloca
1999	480	50280	Vera de Moncayo
1999	101	50281	Vierlas
1999	95	50282	Vilueña (La)
1999	86	50283	Villadoz
1999	235	50284	Villafeliche
1999	681	50285	Villafranca de Ebro
1999	117	50286	Villalba de Perejil
1999	433	50287	Villalengua
1999	2963	50288	Villanueva de Gállego
1999	121	50289	Villanueva de Jiloca
1999	593	50290	Villanueva de Huerva
1999	156	50291	Villar de los Navarros
1999	177	50292	Villarreal de Huerva
1999	690	50293	Villarroya de la Sierra
1999	89	50294	Villarroya del Campo
1999	35	50295	Vistabella
1999	603	50296	Zaida (La)
1999	603367	50297	Zaragoza
1999	5439	50298	Zuera
1999	188	50901	Biel
1999	128	50902	Marracos
2000	292	22001	Abiego
2000	137	22002	Abizanda
2000	154	22003	Adahuesca
2000	172	22004	Agüero
2000	383	22006	Aísa
2000	1149	22007	Albalate de Cinca
2000	258	22008	Albalatillo
2000	937	22009	Albelda
2000	101	22011	Albero Alto
2000	109	22012	Albero Bajo
2000	388	22013	Alberuela de Tubo
2000	319	22014	Alcalá de Gurrea
2000	356	22015	Alcalá del Obispo
2000	911	22016	Alcampell
2000	1214	22017	Alcolea de Cinca
2000	467	22018	Alcubierre
2000	195	22019	Alerre
2000	117	22020	Alfántega
2000	2324	22021	Almudévar
2000	682	22022	Almunia de San Juan
2000	621	22023	Almuniente
2000	310	22024	Alquézar
2000	1462	22025	Altorricón
2000	435	22027	Angüés
2000	529	22028	Ansó
2000	164	22029	Antillón
2000	135	22032	Aragüés del Puerto
2000	384	22035	Arén
2000	129	22036	Argavieso
2000	68	22037	Arguis
2000	1106	22039	Ayerbe
2000	193	22040	Azanuy-Alins
2000	216	22041	Azara
2000	158	22042	Azlor
2000	153	22043	Baells
2000	307	22044	Bailo
2000	144	22045	Baldellou
2000	1062	22046	Ballobar
2000	190	22047	Banastás
2000	14671	22048	Barbastro
2000	122	22049	Barbués
2000	112	22050	Barbuñales
2000	113	22051	Bárcabo
2000	1368	22052	Belver de Cinca
2000	1139	22053	Benabarre
2000	1496	22054	Benasque
2000	466	22055	Berbegal
2000	474	22057	Bielsa
2000	223	22058	Bierge
2000	1294	22059	Biescas
2000	1589	22060	Binaced
2000	8228	22061	Binéfar
2000	216	22062	Bisaurri
2000	232	22063	Biscarrués
2000	182	22064	Blecua y Torres
2000	855	22066	Boltaña
2000	76	22067	Bonansa
2000	74	22068	Borau
2000	518	22069	Broto
2000	259	22072	Caldearenas
2000	342	22074	Campo
2000	248	22075	Camporrells
2000	434	22076	Canal de Berdún
2000	538	22077	Candasnos
2000	531	22078	Canfranc
2000	173	22079	Capdesaso
2000	393	22080	Capella
2000	304	22081	Casbas de Huesca
2000	423	22082	Castejón del Puente
2000	707	22083	Castejón de Monegros
2000	572	22084	Castejón de Sos
2000	148	22085	Castelflorite
2000	185	22086	Castiello de Jaca
2000	102	22087	Castigaleu
2000	230	22088	Castillazuelo
2000	423	22089	Castillonroy
2000	124	22090	Colungo
2000	159	22094	Chalamera
2000	113	22095	Chía
2000	186	22096	Chimillas
2000	756	22099	Esplús
2000	206	22102	Estada
2000	913	22103	Estadilla
2000	181	22105	Estopiñán del Castillo
2000	39	22106	Fago
2000	176	22107	Fanlo
2000	254	22109	Fiscal
2000	1113	22110	Fonz
2000	242	22111	Foradada del Toscar
2000	12000	22112	Fraga
2000	615	22113	Fueva (La)
2000	175	22114	Gistaín
2000	566	22115	Grado (El)
2000	1966	22116	Grañén
2000	3199	22117	Graus
2000	1834	22119	Gurrea de Gállego
2000	77	22122	Hoz de Jaca
2000	263	22124	Huerto
2000	45653	22125	Huesca
2000	101	22126	Ibieca
2000	225	22127	Igriés
2000	279	22128	Ilche
2000	253	22129	Isábena
2000	11414	22130	Jaca
2000	127	22131	Jasa
2000	172	22133	Labuerda
2000	266	22135	Laluenga
2000	1207	22136	Lalueza
2000	1569	22137	Lanaja
2000	99	22139	Laperdiguera
2000	164	22141	Lascellas-Ponzano
2000	164	22142	Lascuarre
2000	290	22143	Laspaúles
2000	274	22144	Laspuña
2000	407	22149	Loarre
2000	519	22150	Loporzano
2000	120	22151	Loscorrales
2000	102	22155	Monesma y Cajigar
2000	201	22156	Monflorite-Lascasas
2000	307	22157	Montanuy
2000	14665	22158	Monzón
2000	295	22160	Naval
2000	184	22162	Novales
2000	240	22163	Nueno
2000	56	22164	Olvena
2000	652	22165	Ontiñena
2000	730	22167	Osso de Cinca
2000	27	22168	Palo
2000	709	22170	Panticosa
2000	795	22172	Peñalba
2000	279	22173	Peñas de Riglos (Las)
2000	725	22174	Peralta de Alcofea
2000	271	22175	Peralta de Calasanz
2000	169	22176	Peraltilla
2000	127	22177	Perarrúa
2000	153	22178	Pertusa
2000	100	22181	Piracés
2000	322	22182	Plan
2000	260	22184	Poleñino
2000	259	22186	Pozán de Vero
2000	335	22187	Puebla de Castro (La)
2000	127	22188	Puente de Montañana
2000	209	22189	Puértolas
2000	160	22190	Pueyo de Araguás (El)
2000	340	22193	Pueyo de Santa Cruz
2000	149	22195	Quicena
2000	670	22197	Robres
2000	8483	22199	Sabiñánigo
2000	289	22200	Sahún
2000	380	22201	Salas Altas
2000	142	22202	Salas Bajas
2000	117	22203	Salillas
2000	1053	22204	Sallent de Gállego
2000	604	22205	San Esteban de Litera
2000	279	22206	Sangarrén
2000	152	22207	San Juan de Plan
2000	170	22208	Santa Cilia
2000	139	22209	Santa Cruz de la Serós
2000	95	22212	Santaliestra y San Quílez
2000	4021	22213	Sariñena
2000	162	22214	Secastilla
2000	209	22215	Seira
2000	562	22217	Sena
2000	61	22218	Senés de Alcubierre
2000	260	22220	Sesa
2000	119	22221	Sesué
2000	366	22222	Siétamo
2000	113	22223	Sopeira
2000	3751	22225	Tamarite de Litera
2000	1070	22226	Tardienta
2000	275	22227	Tella-Sin
2000	180	22228	Tierz
2000	197	22229	Tolva
2000	317	22230	Torla-Ordesa
2000	126	22232	Torralba de Aragón
2000	116	22233	Torre la Ribera
2000	1081	22234	Torrente de Cinca
2000	137	22235	Torres de Alcanadre
2000	363	22236	Torres de Barbués
2000	106	22239	Tramaced
2000	96	22242	Valfarta
2000	56	22243	Valle de Bardají
2000	59	22244	Valle de Lierp
2000	479	22245	Velilla de Cinca
2000	111	22246	Beranuy
2000	30	22247	Viacamp y Litera
2000	125	22248	Vicién
2000	140	22249	Villanova
2000	345	22250	Villanúa
2000	508	22251	Villanueva de Sigena
2000	166	22252	Yebra de Basa
2000	76	22253	Yésero
2000	1669	22254	Zaidín
2000	992	22901	Valle de Hecho
2000	232	22902	Puente la Reina de Jaca
2000	915	22903	San Miguel del Cinca
2000	1108	22904	Sotonera (La)
2000	359	22905	Lupiñén-Ortilla
2000	216	22906	Santa María de Dulcis
2000	1595	22907	Aínsa-Sobrarbe
2000	224	22908	Hoz y Costeán
2000	465	22909	Vencillón
2000	85	44001	Ababuj
2000	58	44002	Abejuela
2000	24	44003	Aguatón
2000	592	44004	Aguaviva
2000	83	44005	Aguilar del Alfambra
2000	457	44006	Alacón
2000	271	44007	Alba
2000	2283	44008	Albalate del Arzobispo
2000	1055	44009	Albarracín
2000	257	44010	Albentosa
2000	74	44011	Alcaine
2000	478	44012	Alcalá de la Selva
2000	13127	44013	Alcañiz
2000	3245	44014	Alcorisa
2000	645	44016	Alfambra
2000	393	44017	Aliaga
2000	29	44018	Almohaja
2000	92	44019	Alobras
2000	28	44020	Alpeñés
2000	143	44021	Allepuz
2000	772	44022	Alloza
2000	16	44023	Allueva
2000	17	44024	Anadón
2000	8000	44025	Andorra
2000	144	44026	Arcos de las Salinas
2000	241	44027	Arens de Lledó
2000	262	44028	Argente
2000	866	44029	Ariño
2000	174	44031	Azaila
2000	24	44032	Bádenas
2000	500	44033	Báguena
2000	182	44034	Bañón
2000	163	44035	Barrachina
2000	45	44036	Bea
2000	638	44037	Beceite
2000	144	44038	Belmonte de San José
2000	393	44039	Bello
2000	231	44040	Berge
2000	70	44041	Bezas
2000	183	44042	Blancas
2000	156	44043	Blesa
2000	148	44044	Bordón
2000	457	44045	Bronchales
2000	102	44046	Bueña
2000	326	44047	Burbáguena
2000	115	44048	Cabra de Mora
2000	1193	44049	Calaceite
2000	4063	44050	Calamocha
2000	3484	44051	Calanda
2000	82	44052	Calomarde
2000	137	44053	Camañas
2000	186	44054	Camarena de la Sierra
2000	122	44055	Camarillas
2000	813	44056	Caminreal
2000	734	44059	Cantavieja
2000	63	44060	Cañada de Benatanduz
2000	106	44061	Cañada de Verich (La)
2000	58	44062	Cañada Vellida
2000	125	44063	Cañizar del Olivar
2000	121	44064	Cascante del Río
2000	103	44065	Castejón de Tornos
2000	172	44066	Castel de Cabra
2000	98	44067	Castelnou
2000	858	44068	Castelserás
2000	97	44070	Castellar (El)
2000	737	44071	Castellote
2000	527	44074	Cedrillas
2000	424	44075	Celadas
2000	2897	44076	Cella
2000	111	44077	Cerollera (La)
2000	344	44080	Codoñera (La)
2000	76	44082	Corbalán
2000	117	44084	Cortes de Aragón
2000	104	44085	Cosa
2000	603	44086	Cretas
2000	128	44087	Crivillén
2000	60	44088	Cuba (La)
2000	50	44089	Cubla
2000	76	44090	Cucalón
2000	123	44092	Cuervo (El)
2000	103	44093	Cuevas de Almudén
2000	162	44094	Cuevas Labradas
2000	229	44096	Ejulve
2000	234	44097	Escorihuela
2000	1103	44099	Escucha
2000	348	44100	Estercuel
2000	87	44101	Ferreruela de Huerva
2000	32	44102	Fonfría
2000	199	44103	Formiche Alto
2000	104	44105	Fórnoles
2000	194	44106	Fortanete
2000	241	44107	Foz-Calanda
2000	416	44108	Fresneda (La)
2000	157	44109	Frías de Albarracín
2000	47	44110	Fuenferrada
2000	129	44111	Fuentes Calientes
2000	650	44112	Fuentes Claras
2000	88	44113	Fuentes de Rubielos
2000	357	44114	Fuentespalda
2000	145	44115	Galve
2000	121	44116	Gargallo
2000	453	44117	Gea de Albarracín
2000	249	44118	Ginebrosa (La)
2000	138	44119	Griegos
2000	287	44120	Guadalaviar
2000	74	44121	Gúdar
2000	1901	44122	Híjar
2000	177	44123	Hinojosa de Jarque
2000	123	44124	Hoz de la Vieja (La)
2000	135	44125	Huesa del Común
2000	499	44126	Iglesuela del Cid (La)
2000	89	44127	Jabaloyas
2000	95	44128	Jarque de la Val
2000	67	44129	Jatiel
2000	48	44130	Jorcas
2000	39	44131	Josa
2000	69	44132	Lagueruela
2000	30	44133	Lanzuela
2000	161	44135	Libros
2000	79	44136	Lidón
2000	294	44137	Linares de Mora
2000	217	44138	Loscos
2000	201	44141	Lledó
2000	35	44142	Maicas
2000	467	44143	Manzanera
2000	495	44144	Martín del Río
2000	1488	44145	Mas de las Matas
2000	267	44146	Mata de los Olmos (La)
2000	601	44147	Mazaleón
2000	133	44148	Mezquita de Jarque
2000	146	44149	Mirambel
2000	49	44150	Miravete de la Sierra
2000	329	44151	Molinos
2000	61	44152	Monforte de Moyuela
2000	2311	44153	Monreal del Campo
2000	362	44154	Monroyo
2000	1588	44155	Montalbán
2000	68	44156	Monteagudo del Castillo
2000	67	44157	Monterde de Albarracín
2000	1371	44158	Mora de Rubielos
2000	55	44159	Moscardón
2000	693	44160	Mosqueruela
2000	737	44161	Muniesa
2000	176	44163	Noguera de Albarracín
2000	20	44164	Nogueras
2000	223	44165	Nogueruelas
2000	52	44167	Obón
2000	271	44168	Odón
2000	563	44169	Ojos Negros
2000	195	44171	Olba
2000	476	44172	Oliete
2000	142	44173	Olmos (Los)
2000	628	44174	Orihuela del Tremedal
2000	191	44175	Orrios
2000	255	44176	Palomar de Arroyos
2000	167	44177	Pancrudo
2000	76	44178	Parras de Castellote (Las)
2000	521	44179	Peñarroya de Tastavins
2000	108	44180	Peracense
2000	93	44181	Peralejos
2000	295	44182	Perales del Alfambra
2000	109	44183	Pitarque
2000	47	44184	Plou
2000	146	44185	Pobo (El)
2000	312	44187	Portellada (La)
2000	83	44189	Pozondón
2000	115	44190	Pozuel del Campo
2000	1089	44191	Puebla de Híjar (La)
2000	489	44192	Puebla de Valverde (La)
2000	140	44193	Puertomingalvo
2000	201	44194	Ráfales
2000	139	44195	Rillo
2000	218	44196	Riodeva
2000	98	44197	Ródenas
2000	238	44198	Royuela
2000	58	44199	Rubiales
2000	62	44200	Rubielos de la Cérida
2000	616	44201	Rubielos de Mora
2000	7	44203	Salcedillo
2000	42	44204	Saldón
2000	988	44205	Samper de Calanda
2000	138	44206	San Agustín
2000	288	44207	San Martín del Río
2000	26	44208	Santa Cruz de Nogueras
2000	1230	44209	Santa Eulalia
2000	1015	44210	Sarrión
2000	50	44211	Segura de los Baños
2000	49	44212	Seno
2000	93	44213	Singra
2000	184	44215	Terriente
2000	30491	44216	Teruel
2000	32	44217	Toril y Masegoso
2000	39	44218	Tormón
2000	249	44219	Tornos
2000	224	44220	Torralba de los Sisones
2000	427	44221	Torrecilla de Alcañiz
2000	186	44222	Torrecilla del Rebollar
2000	107	44223	Torre de Arcas
2000	34	44224	Torre de las Arcas
2000	175	44225	Torre del Compte
2000	290	44226	Torrelacárcel
2000	100	44227	Torre los Negros
2000	170	44228	Torremocha de Jiloca
2000	161	44229	Torres de Albarracín
2000	203	44230	Torrevelilla
2000	74	44231	Torrijas
2000	556	44232	Torrijo del Campo
2000	118	44234	Tramacastiel
2000	124	44235	Tramacastilla
2000	95	44236	Tronchón
2000	610	44237	Urrea de Gaén
2000	3279	44238	Utrillas
2000	20	44239	Valacloche
2000	187	44240	Valbona
2000	736	44241	Valdealgorfa
2000	39	44243	Valdecuenca
2000	119	44244	Valdelinares
2000	369	44245	Valdeltormo
2000	1845	44246	Valderrobres
2000	440	44247	Valjunquera
2000	69	44249	Vallecillo (El)
2000	28	44250	Veguillas de la Sierra
2000	382	44251	Villafranca del Campo
2000	70	44252	Villahermosa del Campo
2000	52	44256	Villanueva del Rebollar de la Sierra
2000	223	44257	Villar del Cobo
2000	101	44258	Villar del Salz
2000	201	44260	Villarluengo
2000	966	44261	Villarquemado
2000	201	44262	Villarroya de los Pinares
2000	341	44263	Villastar
2000	331	44264	Villel
2000	287	44265	Vinaceite
2000	203	44266	Visiedo
2000	92	44267	Vivel del Río Martín
2000	31	44268	Zoma (La)
2000	184	50001	Abanto
2000	271	50002	Acered
2000	182	50003	Agón
2000	751	50004	Aguarón
2000	276	50005	Aguilón
2000	1228	50006	Ainzón
2000	77	50007	Aladrén
2000	5621	50008	Alagón
2000	158	50009	Alarba
2000	97	50010	Alberite de San Juan
2000	119	50011	Albeta
2000	141	50012	Alborge
2000	296	50013	Alcalá de Ebro
