Mes (código)	Mes y año	Codcom	Comarca nombre	Sector código	Sector descripción	Cuentas cotización con trabajadores
201606	Junio 2016	16	Valdejalón	2	Industria y energía	227
201606	Junio 2016	16	Valdejalón	3	Construcción	94
201606	Junio 2016	16	Valdejalón	4	Servicios	765
201606	Junio 2016	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	303
201606	Junio 2016	17	D.C. Zaragoza	2	Industria y energía	2378
201606	Junio 2016	17	D.C. Zaragoza	3	Construcción	1890
201606	Junio 2016	17	D.C. Zaragoza	4	Servicios	30576
201606	Junio 2016	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	54
201606	Junio 2016	18	Ribera Baja del Ebro	2	Industria y energía	65
201606	Junio 2016	18	Ribera Baja del Ebro	3	Construcción	25
201606	Junio 2016	18	Ribera Baja del Ebro	4	Servicios	210
201606	Junio 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	267
201606	Junio 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	61
201606	Junio 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	47
201606	Junio 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	361
201606	Junio 2016	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	294
201606	Junio 2016	20	Comunidad de Calatayud	2	Industria y energía	120
201606	Junio 2016	20	Comunidad de Calatayud	3	Construcción	101
201606	Junio 2016	20	Comunidad de Calatayud	4	Servicios	1086
201606	Junio 2016	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	143
201606	Junio 2016	21	Campo de Cariñena	2	Industria y energía	76
201606	Junio 2016	21	Campo de Cariñena	3	Construcción	28
201606	Junio 2016	21	Campo de Cariñena	4	Servicios	272
201606	Junio 2016	22	Campo de Belchite	1	Agricultura, ganadería y pesca	36
201606	Junio 2016	22	Campo de Belchite	2	Industria y energía	20
201606	Junio 2016	22	Campo de Belchite	3	Construcción	13
201606	Junio 2016	22	Campo de Belchite	4	Servicios	135
201606	Junio 2016	23	Bajo Martín	1	Agricultura, ganadería y pesca	72
201606	Junio 2016	23	Bajo Martín	2	Industria y energía	49
201606	Junio 2016	23	Bajo Martín	3	Construcción	26
201606	Junio 2016	23	Bajo Martín	4	Servicios	167
201606	Junio 2016	24	Campo de Daroca	1	Agricultura, ganadería y pesca	65
201606	Junio 2016	24	Campo de Daroca	2	Industria y energía	20
201606	Junio 2016	24	Campo de Daroca	3	Construcción	16
201606	Junio 2016	24	Campo de Daroca	4	Servicios	176
201606	Junio 2016	25	Jiloca	1	Agricultura, ganadería y pesca	62
201606	Junio 2016	25	Jiloca	2	Industria y energía	49
201606	Junio 2016	25	Jiloca	3	Construcción	59
201606	Junio 2016	25	Jiloca	4	Servicios	347
201606	Junio 2016	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	31
201606	Junio 2016	26	Cuencas Mineras	2	Industria y energía	34
201606	Junio 2016	26	Cuencas Mineras	3	Construcción	39
201606	Junio 2016	26	Cuencas Mineras	4	Servicios	187
201606	Junio 2016	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	29
201606	Junio 2016	27	Andorra-Sierra de Arcos	2	Industria y energía	30
201606	Junio 2016	27	Andorra-Sierra de Arcos	3	Construcción	35
201606	Junio 2016	27	Andorra-Sierra de Arcos	4	Servicios	253
201606	Junio 2016	28	Bajo Aragón	1	Agricultura, ganadería y pesca	191
201606	Junio 2016	28	Bajo Aragón	2	Industria y energía	141
201606	Junio 2016	28	Bajo Aragón	3	Construcción	158
201606	Junio 2016	28	Bajo Aragón	4	Servicios	1048
201606	Junio 2016	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	103
201606	Junio 2016	29	Comunidad de Teruel	2	Industria y energía	166
201606	Junio 2016	29	Comunidad de Teruel	3	Construcción	228
201606	Junio 2016	29	Comunidad de Teruel	4	Servicios	1969
201606	Junio 2016	30	Maestrazgo	1	Agricultura, ganadería y pesca	30
201606	Junio 2016	30	Maestrazgo	2	Industria y energía	21
201606	Junio 2016	30	Maestrazgo	3	Construcción	23
201606	Junio 2016	30	Maestrazgo	4	Servicios	102
201606	Junio 2016	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	28
201606	Junio 2016	31	Sierra de Albarracín	2	Industria y energía	12
201606	Junio 2016	31	Sierra de Albarracín	3	Construcción	29
201606	Junio 2016	31	Sierra de Albarracín	4	Servicios	138
201606	Junio 2016	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	41
201606	Junio 2016	32	Gúdar-Javalambre	2	Industria y energía	54
201606	Junio 2016	32	Gúdar-Javalambre	3	Construcción	53
201606	Junio 2016	32	Gúdar-Javalambre	4	Servicios	263
201606	Junio 2016	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	84
201606	Junio 2016	33	Matarraña / Matarranya	2	Industria y energía	58
201606	Junio 2016	33	Matarraña / Matarranya	3	Construcción	62
201606	Junio 2016	33	Matarraña / Matarranya	4	Servicios	288
201606	Junio 2016	99	Sin clasificar	4	Servicios	68
201603	Marzo 2016	01	La Jacetania	1	Agricultura, ganadería y pesca	36
201603	Marzo 2016	01	La Jacetania	2	Industria y energía	42
201603	Marzo 2016	01	La Jacetania	3	Construcción	71
201603	Marzo 2016	01	La Jacetania	4	Servicios	857
201603	Marzo 2016	02	Alto Gállego	1	Agricultura, ganadería y pesca	15
201603	Marzo 2016	02	Alto Gállego	2	Industria y energía	51
201603	Marzo 2016	02	Alto Gállego	3	Construcción	68
201603	Marzo 2016	02	Alto Gállego	4	Servicios	570
201603	Marzo 2016	03	Sobrarbe	1	Agricultura, ganadería y pesca	36
201603	Marzo 2016	03	Sobrarbe	2	Industria y energía	22
201603	Marzo 2016	03	Sobrarbe	3	Construcción	40
201603	Marzo 2016	03	Sobrarbe	4	Servicios	364
201603	Marzo 2016	04	La Ribagorza	1	Agricultura, ganadería y pesca	104
201603	Marzo 2016	04	La Ribagorza	2	Industria y energía	40
201603	Marzo 2016	04	La Ribagorza	3	Construcción	72
