Año	Comarca código	Comarca nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	22
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2145
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	415
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	202
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	33
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	4820
2002	20	Comunidad de Calatayud	Autobuses	4	33
2002	20	Comunidad de Calatayud	Camiones y furgonetas	3	5027
2002	20	Comunidad de Calatayud	Motocicletas	2	739
2002	20	Comunidad de Calatayud	Otros vehículos	6	659
2002	20	Comunidad de Calatayud	Tractores industriales	5	298
2002	20	Comunidad de Calatayud	Turismos	1	13942
2002	21	Campo de Cariñena	Autobuses	4	0
2002	21	Campo de Cariñena	Camiones y furgonetas	3	1437
2002	21	Campo de Cariñena	Motocicletas	2	252
2002	21	Campo de Cariñena	Otros vehículos	6	134
2002	21	Campo de Cariñena	Tractores industriales	5	29
2002	21	Campo de Cariñena	Turismos	1	4094
2002	22	Campo de Belchite	Autobuses	4	9
2002	22	Campo de Belchite	Camiones y furgonetas	3	687
2002	22	Campo de Belchite	Motocicletas	2	103
2002	22	Campo de Belchite	Otros vehículos	6	76
2002	22	Campo de Belchite	Tractores industriales	5	23
2002	22	Campo de Belchite	Turismos	1	1940
2002	23	Bajo Martín	Autobuses	4	4
2002	23	Bajo Martín	Camiones y furgonetas	3	1002
2002	23	Bajo Martín	Motocicletas	2	202
2002	23	Bajo Martín	Otros vehículos	6	330
2002	23	Bajo Martín	Tractores industriales	5	123
2002	23	Bajo Martín	Turismos	1	2609
2002	24	Campo de Daroca	Autobuses	4	0
2002	24	Campo de Daroca	Camiones y furgonetas	3	909
2002	24	Campo de Daroca	Motocicletas	2	165
2002	24	Campo de Daroca	Otros vehículos	6	89
2002	24	Campo de Daroca	Tractores industriales	5	29
2002	24	Campo de Daroca	Turismos	1	2732
2002	25	Jiloca	Autobuses	4	4
2002	25	Jiloca	Camiones y furgonetas	3	1811
2002	25	Jiloca	Motocicletas	2	244
2002	25	Jiloca	Otros vehículos	6	260
2002	25	Jiloca	Tractores industriales	5	83
2002	25	Jiloca	Turismos	1	5159
2002	26	Cuencas Mineras	Autobuses	4	9
2002	26	Cuencas Mineras	Camiones y furgonetas	3	1083
2002	26	Cuencas Mineras	Motocicletas	2	221
2002	26	Cuencas Mineras	Otros vehículos	6	194
2002	26	Cuencas Mineras	Tractores industriales	5	85
2002	26	Cuencas Mineras	Turismos	1	3712
2002	27	Andorra-Sierra de Arcos	Autobuses	4	21
2002	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1535
2002	27	Andorra-Sierra de Arcos	Motocicletas	2	281
2002	27	Andorra-Sierra de Arcos	Otros vehículos	6	319
2002	27	Andorra-Sierra de Arcos	Tractores industriales	5	203
2002	27	Andorra-Sierra de Arcos	Turismos	1	4613
2002	28	Bajo Aragón	Autobuses	4	23
2002	28	Bajo Aragón	Camiones y furgonetas	3	4032
2002	28	Bajo Aragón	Motocicletas	2	738
2002	28	Bajo Aragón	Otros vehículos	6	573
2002	28	Bajo Aragón	Tractores industriales	5	218
2002	28	Bajo Aragón	Turismos	1	10806
2002	29	Comunidad de Teruel	Autobuses	4	77
2002	29	Comunidad de Teruel	Camiones y furgonetas	3	5362
2002	29	Comunidad de Teruel	Motocicletas	2	1339
2002	29	Comunidad de Teruel	Otros vehículos	6	777
2002	29	Comunidad de Teruel	Tractores industriales	5	357
2002	29	Comunidad de Teruel	Turismos	1	19404
2002	30	Maestrazgo	Autobuses	4	0
2002	30	Maestrazgo	Camiones y furgonetas	3	837
2002	30	Maestrazgo	Motocicletas	2	89
2002	30	Maestrazgo	Otros vehículos	6	94
2002	30	Maestrazgo	Tractores industriales	5	18
2002	30	Maestrazgo	Turismos	1	1304
2002	31	Sierra de Albarracín	Autobuses	4	2
2002	31	Sierra de Albarracín	Camiones y furgonetas	3	880
2002	31	Sierra de Albarracín	Motocicletas	2	105
2002	31	Sierra de Albarracín	Otros vehículos	6	61
2002	31	Sierra de Albarracín	Tractores industriales	5	2
2002	31	Sierra de Albarracín	Turismos	1	1636
2002	32	Gúdar-Javalambre	Autobuses	4	4
2002	32	Gúdar-Javalambre	Camiones y furgonetas	3	1633
2002	32	Gúdar-Javalambre	Motocicletas	2	196
2002	32	Gúdar-Javalambre	Otros vehículos	6	283
2002	32	Gúdar-Javalambre	Tractores industriales	5	82
2002	32	Gúdar-Javalambre	Turismos	1	2603
2002	33	Matarraña / Matarranya	Autobuses	4	0
2002	33	Matarraña / Matarranya	Camiones y furgonetas	3	1956
2002	33	Matarraña / Matarranya	Motocicletas	2	223
2002	33	Matarraña / Matarranya	Otros vehículos	6	125
2002	33	Matarraña / Matarranya	Tractores industriales	5	28
2002	33	Matarraña / Matarranya	Turismos	1	3116
2002	99	Sin clasificar	Autobuses	4	0
2002	99	Sin clasificar	Camiones y furgonetas	3	39
2002	99	Sin clasificar	Motocicletas	2	9
2002	99	Sin clasificar	Otros vehículos	6	1
2002	99	Sin clasificar	Tractores industriales	5	0
2002	99	Sin clasificar	Turismos	1	76
2003	01	La Jacetania	Autobuses	4	45
2003	01	La Jacetania	Camiones y furgonetas	3	2498
2003	01	La Jacetania	Motocicletas	2	501
2003	01	La Jacetania	Otros vehículos	6	322
2003	01	La Jacetania	Tractores industriales	5	58
2003	01	La Jacetania	Turismos	1	7358
2003	02	Alto Gállego	Autobuses	4	7
2003	02	Alto Gállego	Camiones y furgonetas	3	1908
2003	02	Alto Gállego	Motocicletas	2	344
2003	02	Alto Gállego	Otros vehículos	6	338
2003	02	Alto Gállego	Tractores industriales	5	112
2003	02	Alto Gállego	Turismos	1	5558
2003	03	Sobrarbe	Autobuses	4	9
2003	03	Sobrarbe	Camiones y furgonetas	3	1581
2003	03	Sobrarbe	Motocicletas	2	192
2003	03	Sobrarbe	Otros vehículos	6	232
2003	03	Sobrarbe	Tractores industriales	5	15
2003	03	Sobrarbe	Turismos	1	3033
2003	04	La Ribagorza	Autobuses	4	8
2003	04	La Ribagorza	Camiones y furgonetas	3	2635
2003	04	La Ribagorza	Motocicletas	2	412
2003	04	La Ribagorza	Otros vehículos	6	392
2003	04	La Ribagorza	Tractores industriales	5	78
2003	04	La Ribagorza	Turismos	1	5222
2003	05	Cinco Villas	Autobuses	4	36
2003	05	Cinco Villas	Camiones y furgonetas	3	4589
2003	05	Cinco Villas	Motocicletas	2	628
2003	05	Cinco Villas	Otros vehículos	6	882
2003	05	Cinco Villas	Tractores industriales	5	314
2003	05	Cinco Villas	Turismos	1	13195
2003	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	149
2003	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	7180
2003	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	1791
2003	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	1089
2003	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	261
2003	06	Hoya de Huesca / Plana de Uesca	Turismos	1	28167
2003	07	Somontano de Barbastro	Autobuses	4	40
2003	07	Somontano de Barbastro	Camiones y furgonetas	3	3305
2003	07	Somontano de Barbastro	Motocicletas	2	949
2003	07	Somontano de Barbastro	Otros vehículos	6	521
2003	07	Somontano de Barbastro	Tractores industriales	5	142
2003	07	Somontano de Barbastro	Turismos	1	10274
2003	08	Cinca Medio	Autobuses	4	14
2003	08	Cinca Medio	Camiones y furgonetas	3	2903
2003	08	Cinca Medio	Motocicletas	2	602
2003	08	Cinca Medio	Otros vehículos	6	763
2003	08	Cinca Medio	Tractores industriales	5	283
2003	08	Cinca Medio	Turismos	1	9897
2003	09	La Litera / La Llitera	Autobuses	4	19
2003	09	La Litera / La Llitera	Camiones y furgonetas	3	3070
2003	09	La Litera / La Llitera	Motocicletas	2	657
2003	09	La Litera / La Llitera	Otros vehículos	6	511
2003	09	La Litera / La Llitera	Tractores industriales	5	165
2003	09	La Litera / La Llitera	Turismos	1	8737
2003	10	Los Monegros	Autobuses	4	2
2003	10	Los Monegros	Camiones y furgonetas	3	3098
2003	10	Los Monegros	Motocicletas	2	552
2003	10	Los Monegros	Otros vehículos	6	761
2003	10	Los Monegros	Tractores industriales	5	235
2003	10	Los Monegros	Turismos	1	9613
2003	11	Bajo Cinca / Baix Cinca	Autobuses	4	16
2003	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	4059
2003	11	Bajo Cinca / Baix Cinca	Motocicletas	2	1019
2003	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	632
2003	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	284
2003	11	Bajo Cinca / Baix Cinca	Turismos	1	9401
2003	12	Tarazona y el Moncayo	Autobuses	4	56
2003	12	Tarazona y el Moncayo	Camiones y furgonetas	3	1575
2003	12	Tarazona y el Moncayo	Motocicletas	2	391
2003	12	Tarazona y el Moncayo	Otros vehículos	6	210
2003	12	Tarazona y el Moncayo	Tractores industriales	5	81
2003	12	Tarazona y el Moncayo	Turismos	1	5656
2003	13	Campo de Borja	Autobuses	4	10
2003	13	Campo de Borja	Camiones y furgonetas	3	1750
2003	13	Campo de Borja	Motocicletas	2	375
2003	13	Campo de Borja	Otros vehículos	6	230
2003	13	Campo de Borja	Tractores industriales	5	49
2003	13	Campo de Borja	Turismos	1	5660
2003	14	Aranda	Autobuses	4	14
2003	14	Aranda	Camiones y furgonetas	3	1263
2003	14	Aranda	Motocicletas	2	152
2003	14	Aranda	Otros vehículos	6	82
2003	14	Aranda	Tractores industriales	5	14
2003	14	Aranda	Turismos	1	2787
2003	15	Ribera Alta del Ebro	Autobuses	4	7
2003	15	Ribera Alta del Ebro	Camiones y furgonetas	3	2984
2003	15	Ribera Alta del Ebro	Motocicletas	2	567
2003	15	Ribera Alta del Ebro	Otros vehículos	6	1102
2003	15	Ribera Alta del Ebro	Tractores industriales	5	361
2003	15	Ribera Alta del Ebro	Turismos	1	10933
2003	16	Valdejalón	Autobuses	4	3
2003	16	Valdejalón	Camiones y furgonetas	3	3248
2003	16	Valdejalón	Motocicletas	2	493
2003	16	Valdejalón	Otros vehículos	6	386
2003	16	Valdejalón	Tractores industriales	5	131
2003	16	Valdejalón	Turismos	1	9852
2003	17	Central	Autobuses	4	895
2003	17	Central	Camiones y furgonetas	3	47293
2003	17	Central	Motocicletas	2	16833
2003	17	Central	Otros vehículos	6	8173
2003	17	Central	Tractores industriales	5	2368
2003	17	Central	Turismos	1	253522
2003	18	Ribera Baja del Ebro	Autobuses	4	0
2003	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1138
2003	18	Ribera Baja del Ebro	Motocicletas	2	336
2003	18	Ribera Baja del Ebro	Otros vehículos	6	234
2003	18	Ribera Baja del Ebro	Tractores industriales	5	54
2003	18	Ribera Baja del Ebro	Turismos	1	3876
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	23
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2191
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	425
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	219
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	38
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	4928
2003	20	Comunidad de Calatayud	Autobuses	4	27
2003	20	Comunidad de Calatayud	Camiones y furgonetas	3	5195
2003	20	Comunidad de Calatayud	Motocicletas	2	766
2003	20	Comunidad de Calatayud	Otros vehículos	6	721
2003	20	Comunidad de Calatayud	Tractores industriales	5	317
2003	20	Comunidad de Calatayud	Turismos	1	14398
2003	21	Campo de Cariñena	Autobuses	4	0
2003	21	Campo de Cariñena	Camiones y furgonetas	3	1508
2003	21	Campo de Cariñena	Motocicletas	2	258
2003	21	Campo de Cariñena	Otros vehículos	6	166
2003	21	Campo de Cariñena	Tractores industriales	5	35
2003	21	Campo de Cariñena	Turismos	1	4124
2003	22	Campo de Belchite	Autobuses	4	9
2003	22	Campo de Belchite	Camiones y furgonetas	3	723
2003	22	Campo de Belchite	Motocicletas	2	104
2003	22	Campo de Belchite	Otros vehículos	6	85
2003	22	Campo de Belchite	Tractores industriales	5	26
2003	22	Campo de Belchite	Turismos	1	1973
2003	23	Bajo Martín	Autobuses	4	4
2003	23	Bajo Martín	Camiones y furgonetas	3	1047
2003	23	Bajo Martín	Motocicletas	2	199
2003	23	Bajo Martín	Otros vehículos	6	466
2003	23	Bajo Martín	Tractores industriales	5	184
2003	23	Bajo Martín	Turismos	1	2677
2003	24	Campo de Daroca	Autobuses	4	0
2003	24	Campo de Daroca	Camiones y furgonetas	3	932
2003	24	Campo de Daroca	Motocicletas	2	174
2003	24	Campo de Daroca	Otros vehículos	6	101
2003	24	Campo de Daroca	Tractores industriales	5	33
2003	24	Campo de Daroca	Turismos	1	2822
2003	25	Jiloca	Autobuses	4	4
2003	25	Jiloca	Camiones y furgonetas	3	1834
2003	25	Jiloca	Motocicletas	2	245
2003	25	Jiloca	Otros vehículos	6	299
2003	25	Jiloca	Tractores industriales	5	81
2003	25	Jiloca	Turismos	1	5324
2003	26	Cuencas Mineras	Autobuses	4	10
2003	26	Cuencas Mineras	Camiones y furgonetas	3	1118
2003	26	Cuencas Mineras	Motocicletas	2	224
2003	26	Cuencas Mineras	Otros vehículos	6	228
2003	26	Cuencas Mineras	Tractores industriales	5	81
2003	26	Cuencas Mineras	Turismos	1	3791
2003	27	Andorra-Sierra de Arcos	Autobuses	4	21
2003	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1569
2003	27	Andorra-Sierra de Arcos	Motocicletas	2	284
2003	27	Andorra-Sierra de Arcos	Otros vehículos	6	349
2003	27	Andorra-Sierra de Arcos	Tractores industriales	5	216
2003	27	Andorra-Sierra de Arcos	Turismos	1	4681
2003	28	Bajo Aragón	Autobuses	4	22
2003	28	Bajo Aragón	Camiones y furgonetas	3	4159
2003	28	Bajo Aragón	Motocicletas	2	760
2003	28	Bajo Aragón	Otros vehículos	6	619
2003	28	Bajo Aragón	Tractores industriales	5	235
2003	28	Bajo Aragón	Turismos	1	11105
2003	29	Comunidad de Teruel	Autobuses	4	79
2003	29	Comunidad de Teruel	Camiones y furgonetas	3	5554
2003	29	Comunidad de Teruel	Motocicletas	2	1340
2003	29	Comunidad de Teruel	Otros vehículos	6	848
2003	29	Comunidad de Teruel	Tractores industriales	5	345
2003	29	Comunidad de Teruel	Turismos	1	19516
2003	30	Maestrazgo	Autobuses	4	0
2003	30	Maestrazgo	Camiones y furgonetas	3	858
2003	30	Maestrazgo	Motocicletas	2	82
2003	30	Maestrazgo	Otros vehículos	6	103
2003	30	Maestrazgo	Tractores industriales	5	25
2003	30	Maestrazgo	Turismos	1	1333
2003	31	Sierra de Albarracín	Autobuses	4	2
2003	31	Sierra de Albarracín	Camiones y furgonetas	3	927
2003	31	Sierra de Albarracín	Motocicletas	2	95
2003	31	Sierra de Albarracín	Otros vehículos	6	74
2003	31	Sierra de Albarracín	Tractores industriales	5	4
2003	31	Sierra de Albarracín	Turismos	1	1685
2003	32	Gúdar-Javalambre	Autobuses	4	3
2003	32	Gúdar-Javalambre	Camiones y furgonetas	3	1716
2003	32	Gúdar-Javalambre	Motocicletas	2	188
2003	32	Gúdar-Javalambre	Otros vehículos	6	303
2003	32	Gúdar-Javalambre	Tractores industriales	5	88
2003	32	Gúdar-Javalambre	Turismos	1	2706
2003	33	Matarraña / Matarranya	Autobuses	4	0
2003	33	Matarraña / Matarranya	Camiones y furgonetas	3	2024
2003	33	Matarraña / Matarranya	Motocicletas	2	226
2003	33	Matarraña / Matarranya	Otros vehículos	6	145
2003	33	Matarraña / Matarranya	Tractores industriales	5	30
2003	33	Matarraña / Matarranya	Turismos	1	3211
2003	99	Sin clasificar	Autobuses	4	0
2003	99	Sin clasificar	Camiones y furgonetas	3	22
2003	99	Sin clasificar	Motocicletas	2	3
2003	99	Sin clasificar	Otros vehículos	6	1
2003	99	Sin clasificar	Tractores industriales	5	0
2003	99	Sin clasificar	Turismos	1	39
2004	01	La Jacetania	Autobuses	4	46
2004	01	La Jacetania	Camiones y furgonetas	3	2625
2004	01	La Jacetania	Motocicletas	2	535
2004	01	La Jacetania	Otros vehículos	6	357
2004	01	La Jacetania	Tractores industriales	5	57
2004	01	La Jacetania	Turismos	1	7579
2004	02	Alto Gállego	Autobuses	4	7
2004	02	Alto Gállego	Camiones y furgonetas	3	2070
2004	02	Alto Gállego	Motocicletas	2	375
2004	02	Alto Gállego	Otros vehículos	6	395
2004	02	Alto Gállego	Tractores industriales	5	116
2004	02	Alto Gállego	Turismos	1	5744
2004	03	Sobrarbe	Autobuses	4	10
2004	03	Sobrarbe	Camiones y furgonetas	3	1701
2004	03	Sobrarbe	Motocicletas	2	209
2004	03	Sobrarbe	Otros vehículos	6	271
2004	03	Sobrarbe	Tractores industriales	5	13
2004	03	Sobrarbe	Turismos	1	3168
2004	04	La Ribagorza	Autobuses	4	8
2004	04	La Ribagorza	Camiones y furgonetas	3	2787
2004	04	La Ribagorza	Motocicletas	2	454
2004	04	La Ribagorza	Otros vehículos	6	451
2004	04	La Ribagorza	Tractores industriales	5	82
2004	04	La Ribagorza	Turismos	1	5432
2004	05	Cinco Villas	Autobuses	4	32
2004	05	Cinco Villas	Camiones y furgonetas	3	4790
2004	05	Cinco Villas	Motocicletas	2	664
2004	05	Cinco Villas	Otros vehículos	6	994
2004	05	Cinco Villas	Tractores industriales	5	299
2004	05	Cinco Villas	Turismos	1	13507
2004	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	160
2004	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	7726
2004	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	1861
2004	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	1257
2004	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	275
2004	06	Hoya de Huesca / Plana de Uesca	Turismos	1	28762
2004	07	Somontano de Barbastro	Autobuses	4	48
2004	07	Somontano de Barbastro	Camiones y furgonetas	3	3449
2004	07	Somontano de Barbastro	Motocicletas	2	969
2004	07	Somontano de Barbastro	Otros vehículos	6	560
2004	07	Somontano de Barbastro	Tractores industriales	5	145
2004	07	Somontano de Barbastro	Turismos	1	10538
2004	08	Cinca Medio	Autobuses	4	13
2004	08	Cinca Medio	Camiones y furgonetas	3	2990
2004	08	Cinca Medio	Motocicletas	2	633
2004	08	Cinca Medio	Otros vehículos	6	819
2004	08	Cinca Medio	Tractores industriales	5	316
2004	08	Cinca Medio	Turismos	1	10193
2004	09	La Litera / La Llitera	Autobuses	4	20
2004	09	La Litera / La Llitera	Camiones y furgonetas	3	3148
2004	09	La Litera / La Llitera	Motocicletas	2	683
2004	09	La Litera / La Llitera	Otros vehículos	6	618
2004	09	La Litera / La Llitera	Tractores industriales	5	181
2004	09	La Litera / La Llitera	Turismos	1	8973
2004	10	Los Monegros	Autobuses	4	2
2004	10	Los Monegros	Camiones y furgonetas	3	3223
2004	10	Los Monegros	Motocicletas	2	592
2004	10	Los Monegros	Otros vehículos	6	902
2004	10	Los Monegros	Tractores industriales	5	308
2004	10	Los Monegros	Turismos	1	9920
2004	11	Bajo Cinca / Baix Cinca	Autobuses	4	13
2004	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	4178
2004	11	Bajo Cinca / Baix Cinca	Motocicletas	2	1047
2004	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	725
2004	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	316
2004	11	Bajo Cinca / Baix Cinca	Turismos	1	9817
2004	12	Tarazona y el Moncayo	Autobuses	4	54
2004	12	Tarazona y el Moncayo	Camiones y furgonetas	3	1634
2004	12	Tarazona y el Moncayo	Motocicletas	2	434
2004	12	Tarazona y el Moncayo	Otros vehículos	6	229
2004	12	Tarazona y el Moncayo	Tractores industriales	5	86
2004	12	Tarazona y el Moncayo	Turismos	1	5797
2004	13	Campo de Borja	Autobuses	4	11
2004	13	Campo de Borja	Camiones y furgonetas	3	1813
2004	13	Campo de Borja	Motocicletas	2	386
2004	13	Campo de Borja	Otros vehículos	6	258
2004	13	Campo de Borja	Tractores industriales	5	49
2004	13	Campo de Borja	Turismos	1	5809
2004	14	Aranda	Autobuses	4	16
2004	14	Aranda	Camiones y furgonetas	3	1295
2004	14	Aranda	Motocicletas	2	159
2004	14	Aranda	Otros vehículos	6	90
2004	14	Aranda	Tractores industriales	5	14
2004	14	Aranda	Turismos	1	2851
2004	15	Ribera Alta del Ebro	Autobuses	4	8
2004	15	Ribera Alta del Ebro	Camiones y furgonetas	3	3103
2004	15	Ribera Alta del Ebro	Motocicletas	2	613
2004	15	Ribera Alta del Ebro	Otros vehículos	6	1319
2004	15	Ribera Alta del Ebro	Tractores industriales	5	428
2004	15	Ribera Alta del Ebro	Turismos	1	11864
2004	16	Valdejalón	Autobuses	4	6
2004	16	Valdejalón	Camiones y furgonetas	3	3496
2004	16	Valdejalón	Motocicletas	2	531
2004	16	Valdejalón	Otros vehículos	6	492
2004	16	Valdejalón	Tractores industriales	5	152
2004	16	Valdejalón	Turismos	1	10386
2004	17	Central	Autobuses	4	913
2004	17	Central	Camiones y furgonetas	3	49392
2004	17	Central	Motocicletas	2	17939
2004	17	Central	Otros vehículos	6	9046
2004	17	Central	Tractores industriales	5	2419
2004	17	Central	Turismos	1	261264
2004	18	Ribera Baja del Ebro	Autobuses	4	0
2004	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1192
2004	18	Ribera Baja del Ebro	Motocicletas	2	344
2004	18	Ribera Baja del Ebro	Otros vehículos	6	272
2004	18	Ribera Baja del Ebro	Tractores industriales	5	56
2004	18	Ribera Baja del Ebro	Turismos	1	3937
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	24
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2272
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	457
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	248
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	38
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	5115
2004	20	Comunidad de Calatayud	Autobuses	4	26
2004	20	Comunidad de Calatayud	Camiones y furgonetas	3	5449
2004	20	Comunidad de Calatayud	Motocicletas	2	838
2004	20	Comunidad de Calatayud	Otros vehículos	6	763
