Año	Municipio código	Municipio nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2007	50237	Santa Cruz de Moncayo	Tractores industriales	5	0
2007	50237	Santa Cruz de Moncayo	Turismos	1	68
2007	50238	Santa Eulalia de Gállego	Autobuses	4	0
2007	50238	Santa Eulalia de Gállego	Camiones y furgonetas	3	25
2007	50238	Santa Eulalia de Gállego	Ciclomotores	7	1
2007	50238	Santa Eulalia de Gállego	Motocicletas	2	9
2007	50238	Santa Eulalia de Gállego	Otros vehículos	6	3
2007	50238	Santa Eulalia de Gállego	Tractores industriales	5	0
2007	50238	Santa Eulalia de Gállego	Turismos	1	65
2007	50239	Santed	Autobuses	4	0
2007	50239	Santed	Camiones y furgonetas	3	16
2007	50239	Santed	Ciclomotores	7	2
2007	50239	Santed	Motocicletas	2	4
2007	50239	Santed	Otros vehículos	6	3
2007	50239	Santed	Tractores industriales	5	0
2007	50239	Santed	Turismos	1	68
2007	50240	Sástago	Autobuses	4	0
2007	50240	Sástago	Camiones y furgonetas	3	230
2007	50240	Sástago	Ciclomotores	7	152
2007	50240	Sástago	Motocicletas	2	75
2007	50240	Sástago	Otros vehículos	6	65
2007	50240	Sástago	Tractores industriales	5	10
2007	50240	Sástago	Turismos	1	688
2007	50241	Saviñán	Autobuses	4	0
2007	50241	Saviñán	Camiones y furgonetas	3	126
2007	50241	Saviñán	Ciclomotores	7	56
2007	50241	Saviñán	Motocicletas	2	22
2007	50241	Saviñán	Otros vehículos	6	6
2007	50241	Saviñán	Tractores industriales	5	1
2007	50241	Saviñán	Turismos	1	329
2007	50242	Sediles	Autobuses	4	0
2007	50242	Sediles	Camiones y furgonetas	3	19
2007	50242	Sediles	Ciclomotores	7	1
2007	50242	Sediles	Motocicletas	2	6
2007	50242	Sediles	Otros vehículos	6	1
2007	50242	Sediles	Tractores industriales	5	0
2007	50242	Sediles	Turismos	1	38
2007	50243	Sestrica	Autobuses	4	0
2007	50243	Sestrica	Camiones y furgonetas	3	100
2007	50243	Sestrica	Ciclomotores	7	31
2007	50243	Sestrica	Motocicletas	2	14
2007	50243	Sestrica	Otros vehículos	6	2
2007	50243	Sestrica	Tractores industriales	5	2
2007	50243	Sestrica	Turismos	1	136
2007	50244	Sierra de Luna	Autobuses	4	0
2007	50244	Sierra de Luna	Camiones y furgonetas	3	34
2007	50244	Sierra de Luna	Ciclomotores	7	6
2007	50244	Sierra de Luna	Motocicletas	2	4
2007	50244	Sierra de Luna	Otros vehículos	6	4
2007	50244	Sierra de Luna	Tractores industriales	5	0
2007	50244	Sierra de Luna	Turismos	1	129
2007	50245	Sigüés	Autobuses	4	0
2007	50245	Sigüés	Camiones y furgonetas	3	40
2007	50245	Sigüés	Ciclomotores	7	3
2007	50245	Sigüés	Motocicletas	2	0
2007	50245	Sigüés	Otros vehículos	6	13
2007	50245	Sigüés	Tractores industriales	5	3
2007	50245	Sigüés	Turismos	1	82
2007	50246	Sisamón	Autobuses	4	0
2007	50246	Sisamón	Camiones y furgonetas	3	17
2007	50246	Sisamón	Ciclomotores	7	2
2007	50246	Sisamón	Motocicletas	2	2
2007	50246	Sisamón	Otros vehículos	6	2
2007	50246	Sisamón	Tractores industriales	5	0
2007	50246	Sisamón	Turismos	1	27
2007	50247	Sobradiel	Autobuses	4	0
2007	50247	Sobradiel	Camiones y furgonetas	3	143
2007	50247	Sobradiel	Ciclomotores	7	53
2007	50247	Sobradiel	Motocicletas	2	38
2007	50247	Sobradiel	Otros vehículos	6	86
2007	50247	Sobradiel	Tractores industriales	5	45
2007	50247	Sobradiel	Turismos	1	490
2007	50248	Sos del Rey Católico	Autobuses	4	0
2007	50248	Sos del Rey Católico	Camiones y furgonetas	3	146
2007	50248	Sos del Rey Católico	Ciclomotores	7	22
2007	50248	Sos del Rey Católico	Motocicletas	2	17
2007	50248	Sos del Rey Católico	Otros vehículos	6	33
2007	50248	Sos del Rey Católico	Tractores industriales	5	12
2007	50248	Sos del Rey Católico	Turismos	1	338
2007	50249	Tabuenca	Autobuses	4	0
2007	50249	Tabuenca	Camiones y furgonetas	3	120
2007	50249	Tabuenca	Ciclomotores	7	19
2007	50249	Tabuenca	Motocicletas	2	16
2007	50249	Tabuenca	Otros vehículos	6	12
2007	50249	Tabuenca	Tractores industriales	5	0
2007	50249	Tabuenca	Turismos	1	185
2007	50250	Talamantes	Autobuses	4	0
2007	50250	Talamantes	Camiones y furgonetas	3	10
2007	50250	Talamantes	Ciclomotores	7	0
2007	50250	Talamantes	Motocicletas	2	2
2007	50250	Talamantes	Otros vehículos	6	1
2007	50250	Talamantes	Tractores industriales	5	0
2007	50250	Talamantes	Turismos	1	24
2007	50251	Tarazona	Autobuses	4	60
2007	50251	Tarazona	Camiones y furgonetas	3	1195
2007	50251	Tarazona	Ciclomotores	7	757
2007	50251	Tarazona	Motocicletas	2	500
2007	50251	Tarazona	Otros vehículos	6	222
2007	50251	Tarazona	Tractores industriales	5	78
2007	50251	Tarazona	Turismos	1	4543
2007	50252	Tauste	Autobuses	4	3
2007	50252	Tauste	Camiones y furgonetas	3	1269
2007	50252	Tauste	Ciclomotores	7	604
2007	50252	Tauste	Motocicletas	2	282
2007	50252	Tauste	Otros vehículos	6	298
2007	50252	Tauste	Tractores industriales	5	71
2007	50252	Tauste	Turismos	1	3476
2007	50253	Terrer	Autobuses	4	0
2007	50253	Terrer	Camiones y furgonetas	3	93
2007	50253	Terrer	Ciclomotores	7	57
2007	50253	Terrer	Motocicletas	2	17
2007	50253	Terrer	Otros vehículos	6	10
2007	50253	Terrer	Tractores industriales	5	3
2007	50253	Terrer	Turismos	1	287
2007	50254	Tierga	Autobuses	4	0
2007	50254	Tierga	Camiones y furgonetas	3	57
2007	50254	Tierga	Ciclomotores	7	15
2007	50254	Tierga	Motocicletas	2	7
2007	50254	Tierga	Otros vehículos	6	1
2007	50254	Tierga	Tractores industriales	5	0
2007	50254	Tierga	Turismos	1	96
2007	50255	Tobed	Autobuses	4	0
2007	50255	Tobed	Camiones y furgonetas	3	65
2007	50255	Tobed	Ciclomotores	7	7
2007	50255	Tobed	Motocicletas	2	9
2007	50255	Tobed	Otros vehículos	6	5
2007	50255	Tobed	Tractores industriales	5	0
2007	50255	Tobed	Turismos	1	106
2007	50256	Torralba de los Frailes	Autobuses	4	0
2007	50256	Torralba de los Frailes	Camiones y furgonetas	3	21
2007	50256	Torralba de los Frailes	Ciclomotores	7	4
2007	50256	Torralba de los Frailes	Motocicletas	2	3
2007	50256	Torralba de los Frailes	Otros vehículos	6	1
2007	50256	Torralba de los Frailes	Tractores industriales	5	0
2007	50256	Torralba de los Frailes	Turismos	1	63
2007	50257	Torralba de Ribota	Autobuses	4	0
2007	50257	Torralba de Ribota	Camiones y furgonetas	3	33
2007	50257	Torralba de Ribota	Ciclomotores	7	11
2007	50257	Torralba de Ribota	Motocicletas	2	7
2007	50257	Torralba de Ribota	Otros vehículos	6	1
2007	50257	Torralba de Ribota	Tractores industriales	5	0
2007	50257	Torralba de Ribota	Turismos	1	78
2007	50258	Torralbilla	Autobuses	4	0
2007	50258	Torralbilla	Camiones y furgonetas	3	15
2007	50258	Torralbilla	Ciclomotores	7	10
2007	50258	Torralbilla	Motocicletas	2	3
2007	50258	Torralbilla	Otros vehículos	6	1
2007	50258	Torralbilla	Tractores industriales	5	0
2007	50258	Torralbilla	Turismos	1	34
2007	50259	Torrehermosa	Autobuses	4	0
2007	50259	Torrehermosa	Camiones y furgonetas	3	22
2007	50259	Torrehermosa	Ciclomotores	7	2
2007	50259	Torrehermosa	Motocicletas	2	3
2007	50259	Torrehermosa	Otros vehículos	6	10
2007	50259	Torrehermosa	Tractores industriales	5	6
2007	50259	Torrehermosa	Turismos	1	67
2007	50260	Torrelapaja	Autobuses	4	0
2007	50260	Torrelapaja	Camiones y furgonetas	3	4
2007	50260	Torrelapaja	Ciclomotores	7	0
2007	50260	Torrelapaja	Motocicletas	2	0
2007	50260	Torrelapaja	Otros vehículos	6	1
2007	50260	Torrelapaja	Tractores industriales	5	0
2007	50260	Torrelapaja	Turismos	1	27
2007	50261	Torrellas	Autobuses	4	0
2007	50261	Torrellas	Camiones y furgonetas	3	43
2007	50261	Torrellas	Ciclomotores	7	20
2007	50261	Torrellas	Motocicletas	2	16
2007	50261	Torrellas	Otros vehículos	6	5
2007	50261	Torrellas	Tractores industriales	5	2
2007	50261	Torrellas	Turismos	1	151
2007	50262	Torres de Berrellén	Autobuses	4	0
2007	50262	Torres de Berrellén	Camiones y furgonetas	3	211
2007	50262	Torres de Berrellén	Ciclomotores	7	127
2007	50262	Torres de Berrellén	Motocicletas	2	64
2007	50262	Torres de Berrellén	Otros vehículos	6	58
2007	50262	Torres de Berrellén	Tractores industriales	5	15
2007	50262	Torres de Berrellén	Turismos	1	685
2007	50263	Torrijo de la Cañada	Autobuses	4	0
2007	50263	Torrijo de la Cañada	Camiones y furgonetas	3	75
2007	50263	Torrijo de la Cañada	Ciclomotores	7	19
2007	50263	Torrijo de la Cañada	Motocicletas	2	4
2007	50263	Torrijo de la Cañada	Otros vehículos	6	3
2007	50263	Torrijo de la Cañada	Tractores industriales	5	0
2007	50263	Torrijo de la Cañada	Turismos	1	103
2007	50264	Tosos	Autobuses	4	0
2007	50264	Tosos	Camiones y furgonetas	3	26
2007	50264	Tosos	Ciclomotores	7	15
2007	50264	Tosos	Motocicletas	2	13
2007	50264	Tosos	Otros vehículos	6	4
2007	50264	Tosos	Tractores industriales	5	0
2007	50264	Tosos	Turismos	1	92
2007	50265	Trasmoz	Autobuses	4	0
2007	50265	Trasmoz	Camiones y furgonetas	3	13
2007	50265	Trasmoz	Ciclomotores	7	4
2007	50265	Trasmoz	Motocicletas	2	2
2007	50265	Trasmoz	Otros vehículos	6	2
2007	50265	Trasmoz	Tractores industriales	5	1
2007	50265	Trasmoz	Turismos	1	34
2007	50266	Trasobares	Autobuses	4	10
2007	50266	Trasobares	Camiones y furgonetas	3	39
2007	50266	Trasobares	Ciclomotores	7	7
2007	50266	Trasobares	Motocicletas	2	3
2007	50266	Trasobares	Otros vehículos	6	1
2007	50266	Trasobares	Tractores industriales	5	0
2007	50266	Trasobares	Turismos	1	48
2007	50267	Uncastillo	Autobuses	4	0
2007	50267	Uncastillo	Camiones y furgonetas	3	119
2007	50267	Uncastillo	Ciclomotores	7	59
2007	50267	Uncastillo	Motocicletas	2	29
2007	50267	Uncastillo	Otros vehículos	6	19
2007	50267	Uncastillo	Tractores industriales	5	1
2007	50267	Uncastillo	Turismos	1	290
2007	50268	Undués de Lerda	Autobuses	4	0
2007	50268	Undués de Lerda	Camiones y furgonetas	3	9
2007	50268	Undués de Lerda	Ciclomotores	7	1
2007	50268	Undués de Lerda	Motocicletas	2	2
2007	50268	Undués de Lerda	Otros vehículos	6	1
2007	50268	Undués de Lerda	Tractores industriales	5	0
2007	50268	Undués de Lerda	Turismos	1	24
2007	50269	Urrea de Jalón	Autobuses	4	0
2007	50269	Urrea de Jalón	Camiones y furgonetas	3	76
2007	50269	Urrea de Jalón	Ciclomotores	7	22
2007	50269	Urrea de Jalón	Motocicletas	2	5
2007	50269	Urrea de Jalón	Otros vehículos	6	7
2007	50269	Urrea de Jalón	Tractores industriales	5	5
2007	50269	Urrea de Jalón	Turismos	1	190
2007	50270	Urriés	Autobuses	4	0
2007	50270	Urriés	Camiones y furgonetas	3	5
2007	50270	Urriés	Ciclomotores	7	1
2007	50270	Urriés	Motocicletas	2	2
2007	50270	Urriés	Otros vehículos	6	1
2007	50270	Urriés	Tractores industriales	5	0
2007	50270	Urriés	Turismos	1	19
2007	50271	Used	Autobuses	4	0
2007	50271	Used	Camiones y furgonetas	3	51
2007	50271	Used	Ciclomotores	7	12
2007	50271	Used	Motocicletas	2	17
2007	50271	Used	Otros vehículos	6	4
2007	50271	Used	Tractores industriales	5	1
2007	50271	Used	Turismos	1	197
2007	50272	Utebo	Autobuses	4	2
2007	50272	Utebo	Camiones y furgonetas	3	1495
2007	50272	Utebo	Ciclomotores	7	633
2007	50272	Utebo	Motocicletas	2	662
2007	50272	Utebo	Otros vehículos	6	878
2007	50272	Utebo	Tractores industriales	5	114
2007	50272	Utebo	Turismos	1	6983
2007	50273	Valdehorna	Autobuses	4	0
2007	50273	Valdehorna	Camiones y furgonetas	3	6
2007	50273	Valdehorna	Ciclomotores	7	0
2007	50273	Valdehorna	Motocicletas	2	0
2007	50273	Valdehorna	Otros vehículos	6	0
2007	50273	Valdehorna	Tractores industriales	5	0
2007	50273	Valdehorna	Turismos	1	33
2007	50274	Val de San Martín	Autobuses	4	0
2007	50274	Val de San Martín	Camiones y furgonetas	3	19
2007	50274	Val de San Martín	Ciclomotores	7	0
2007	50274	Val de San Martín	Motocicletas	2	1
2007	50274	Val de San Martín	Otros vehículos	6	1
2007	50274	Val de San Martín	Tractores industriales	5	0
2007	50274	Val de San Martín	Turismos	1	69
2007	50275	Valmadrid	Autobuses	4	0
2007	50275	Valmadrid	Camiones y furgonetas	3	19
2007	50275	Valmadrid	Ciclomotores	7	5
2007	50275	Valmadrid	Motocicletas	2	13
2007	50275	Valmadrid	Otros vehículos	6	1
2007	50275	Valmadrid	Tractores industriales	5	0
2007	50275	Valmadrid	Turismos	1	39
2007	50276	Valpalmas	Autobuses	4	0
2007	50276	Valpalmas	Camiones y furgonetas	3	17
2007	50276	Valpalmas	Ciclomotores	7	5
2007	50276	Valpalmas	Motocicletas	2	3
2007	50276	Valpalmas	Otros vehículos	6	2
2007	50276	Valpalmas	Tractores industriales	5	0
2007	50276	Valpalmas	Turismos	1	81
2007	50277	Valtorres	Autobuses	4	0
2007	50277	Valtorres	Camiones y furgonetas	3	15
2007	50277	Valtorres	Ciclomotores	7	6
2007	50277	Valtorres	Motocicletas	2	5
2007	50277	Valtorres	Otros vehículos	6	10
2007	50277	Valtorres	Tractores industriales	5	6
2007	50277	Valtorres	Turismos	1	41
2007	50278	Velilla de Ebro	Autobuses	4	0
2007	50278	Velilla de Ebro	Camiones y furgonetas	3	35
2007	50278	Velilla de Ebro	Ciclomotores	7	39
2007	50278	Velilla de Ebro	Motocicletas	2	19
2007	50278	Velilla de Ebro	Otros vehículos	6	20
2007	50278	Velilla de Ebro	Tractores industriales	5	0
2007	50278	Velilla de Ebro	Turismos	1	137
2007	50279	Velilla de Jiloca	Autobuses	4	0
2007	50279	Velilla de Jiloca	Camiones y furgonetas	3	15
2007	50279	Velilla de Jiloca	Ciclomotores	7	10
2007	50279	Velilla de Jiloca	Motocicletas	2	3
2007	50279	Velilla de Jiloca	Otros vehículos	6	0
2007	50279	Velilla de Jiloca	Tractores industriales	5	0
2007	50279	Velilla de Jiloca	Turismos	1	47
2007	50280	Vera de Moncayo	Autobuses	4	0
2007	50280	Vera de Moncayo	Camiones y furgonetas	3	81
2007	50280	Vera de Moncayo	Ciclomotores	7	28
2007	50280	Vera de Moncayo	Motocicletas	2	16
2007	50280	Vera de Moncayo	Otros vehículos	6	21
2007	50280	Vera de Moncayo	Tractores industriales	5	3
2007	50280	Vera de Moncayo	Turismos	1	203
2007	50281	Vierlas	Autobuses	4	0
2007	50281	Vierlas	Camiones y furgonetas	3	11
2007	50281	Vierlas	Ciclomotores	7	11
2007	50281	Vierlas	Motocicletas	2	4
2007	50281	Vierlas	Otros vehículos	6	0
2007	50281	Vierlas	Tractores industriales	5	0
2007	50281	Vierlas	Turismos	1	52
2007	50282	Vilueña (La)	Autobuses	4	0
2007	50282	Vilueña (La)	Camiones y furgonetas	3	14
2007	50282	Vilueña (La)	Ciclomotores	7	2
2007	50282	Vilueña (La)	Motocicletas	2	7
2007	50282	Vilueña (La)	Otros vehículos	6	0
2007	50282	Vilueña (La)	Tractores industriales	5	0
2007	50282	Vilueña (La)	Turismos	1	63
2007	50283	Villadoz	Autobuses	4	0
2007	50283	Villadoz	Camiones y furgonetas	3	16
2007	50283	Villadoz	Ciclomotores	7	4
2007	50283	Villadoz	Motocicletas	2	8
2007	50283	Villadoz	Otros vehículos	6	2
2007	50283	Villadoz	Tractores industriales	5	0
2007	50283	Villadoz	Turismos	1	47
2007	50284	Villafeliche	Autobuses	4	0
2007	50284	Villafeliche	Camiones y furgonetas	3	39
2007	50284	Villafeliche	Ciclomotores	7	25
2007	50284	Villafeliche	Motocicletas	2	2
2007	50284	Villafeliche	Otros vehículos	6	4
2007	50284	Villafeliche	Tractores industriales	5	5
2007	50284	Villafeliche	Turismos	1	80
2007	50285	Villafranca de Ebro	Autobuses	4	0
2007	50285	Villafranca de Ebro	Camiones y furgonetas	3	110
2007	50285	Villafranca de Ebro	Ciclomotores	7	28
2007	50285	Villafranca de Ebro	Motocicletas	2	36
2007	50285	Villafranca de Ebro	Otros vehículos	6	143
2007	50285	Villafranca de Ebro	Tractores industriales	5	9
2007	50285	Villafranca de Ebro	Turismos	1	345
2007	50286	Villalba de Perejil	Autobuses	4	0
2007	50286	Villalba de Perejil	Camiones y furgonetas	3	17
2007	50286	Villalba de Perejil	Ciclomotores	7	3
2007	50286	Villalba de Perejil	Motocicletas	2	9
2007	50286	Villalba de Perejil	Otros vehículos	6	6
2007	50286	Villalba de Perejil	Tractores industriales	5	0
2007	50286	Villalba de Perejil	Turismos	1	54
2007	50287	Villalengua	Autobuses	4	0
2007	50287	Villalengua	Camiones y furgonetas	3	72
2007	50287	Villalengua	Ciclomotores	7	19
2007	50287	Villalengua	Motocicletas	2	17
2007	50287	Villalengua	Otros vehículos	6	15
2007	50287	Villalengua	Tractores industriales	5	3
2007	50287	Villalengua	Turismos	1	176
2007	50288	Villanueva de Gállego	Autobuses	4	14
2007	50288	Villanueva de Gállego	Camiones y furgonetas	3	930
2007	50288	Villanueva de Gállego	Ciclomotores	7	237
2007	50288	Villanueva de Gállego	Motocicletas	2	223
2007	50288	Villanueva de Gállego	Otros vehículos	6	239
2007	50288	Villanueva de Gállego	Tractores industriales	5	60
2007	50288	Villanueva de Gállego	Turismos	1	2021
2007	50289	Villanueva de Jiloca	Autobuses	4	0
2007	50289	Villanueva de Jiloca	Camiones y furgonetas	3	8
2007	50289	Villanueva de Jiloca	Ciclomotores	7	5
2007	50289	Villanueva de Jiloca	Motocicletas	2	2
2007	50289	Villanueva de Jiloca	Otros vehículos	6	0
2007	50289	Villanueva de Jiloca	Tractores industriales	5	0
2007	50289	Villanueva de Jiloca	Turismos	1	56
2007	50290	Villanueva de Huerva	Autobuses	4	0
2007	50290	Villanueva de Huerva	Camiones y furgonetas	3	91
2007	50290	Villanueva de Huerva	Ciclomotores	7	40
2007	50290	Villanueva de Huerva	Motocicletas	2	11
2007	50290	Villanueva de Huerva	Otros vehículos	6	12
2007	50290	Villanueva de Huerva	Tractores industriales	5	4
2007	50290	Villanueva de Huerva	Turismos	1	261
2007	50291	Villar de los Navarros	Autobuses	4	0
2007	50291	Villar de los Navarros	Camiones y furgonetas	3	22
2007	50291	Villar de los Navarros	Ciclomotores	7	7
2007	50291	Villar de los Navarros	Motocicletas	2	1
2007	50291	Villar de los Navarros	Otros vehículos	6	1
2007	50291	Villar de los Navarros	Tractores industriales	5	0
2007	50291	Villar de los Navarros	Turismos	1	50
2007	50292	Villarreal de Huerva	Autobuses	4	0
2007	50292	Villarreal de Huerva	Camiones y furgonetas	3	57
2007	50292	Villarreal de Huerva	Ciclomotores	7	6
2007	50292	Villarreal de Huerva	Motocicletas	2	1
2007	50292	Villarreal de Huerva	Otros vehículos	6	31
2007	50292	Villarreal de Huerva	Tractores industriales	5	25
2007	50292	Villarreal de Huerva	Turismos	1	104
2007	50293	Villarroya de la Sierra	Autobuses	4	0
2007	50293	Villarroya de la Sierra	Camiones y furgonetas	3	118
2007	50293	Villarroya de la Sierra	Ciclomotores	7	28
2007	50293	Villarroya de la Sierra	Motocicletas	2	15
2007	50293	Villarroya de la Sierra	Otros vehículos	6	13
2007	50293	Villarroya de la Sierra	Tractores industriales	5	1
2007	50293	Villarroya de la Sierra	Turismos	1	196
2007	50294	Villarroya del Campo	Autobuses	4	0
2007	50294	Villarroya del Campo	Camiones y furgonetas	3	9
2007	50294	Villarroya del Campo	Ciclomotores	7	2
2007	50294	Villarroya del Campo	Motocicletas	2	4
2007	50294	Villarroya del Campo	Otros vehículos	6	3
2007	50294	Villarroya del Campo	Tractores industriales	5	0
2007	50294	Villarroya del Campo	Turismos	1	43
2007	50295	Vistabella	Autobuses	4	0
2007	50295	Vistabella	Camiones y furgonetas	3	10
2007	50295	Vistabella	Ciclomotores	7	1
2007	50295	Vistabella	Motocicletas	2	2
2007	50295	Vistabella	Otros vehículos	6	3
2007	50295	Vistabella	Tractores industriales	5	4
2007	50295	Vistabella	Turismos	1	36
2007	50296	Zaida (La)	Autobuses	4	0
2007	50296	Zaida (La)	Camiones y furgonetas	3	53
2007	50296	Zaida (La)	Ciclomotores	7	71
2007	50296	Zaida (La)	Motocicletas	2	37
2007	50296	Zaida (La)	Otros vehículos	6	17
2007	50296	Zaida (La)	Tractores industriales	5	1
2007	50296	Zaida (La)	Turismos	1	230
2007	50297	Zaragoza	Autobuses	4	920
2007	50297	Zaragoza	Camiones y furgonetas	3	47511
2007	50297	Zaragoza	Ciclomotores	7	20618
2007	50297	Zaragoza	Motocicletas	2	24942
2007	50297	Zaragoza	Otros vehículos	6	8994
2007	50297	Zaragoza	Tractores industriales	5	2189
2007	50297	Zaragoza	Turismos	1	256585
2007	50298	Zuera	Autobuses	4	0
2007	50298	Zuera	Camiones y furgonetas	3	1001
2007	50298	Zuera	Ciclomotores	7	499
2007	50298	Zuera	Motocicletas	2	305
2007	50298	Zuera	Otros vehículos	6	303
2007	50298	Zuera	Tractores industriales	5	86
2007	50298	Zuera	Turismos	1	2853
2007	50901	Biel	Autobuses	4	0
2007	50901	Biel	Camiones y furgonetas	3	72
2007	50901	Biel	Ciclomotores	7	7
2007	50901	Biel	Motocicletas	2	12
2007	50901	Biel	Otros vehículos	6	7
2007	50901	Biel	Tractores industriales	5	0
2007	50901	Biel	Turismos	1	91
2007	50902	Marracos	Autobuses	4	0
2007	50902	Marracos	Camiones y furgonetas	3	0
2007	50902	Marracos	Ciclomotores	7	0
2007	50902	Marracos	Motocicletas	2	0
2007	50902	Marracos	Otros vehículos	6	0
2007	50902	Marracos	Tractores industriales	5	0
2007	50902	Marracos	Turismos	1	0
2007	50903	Villamayor de Gállego	Autobuses	4	0
2007	50903	Villamayor de Gállego	Camiones y furgonetas	3	262
2007	50903	Villamayor de Gállego	Ciclomotores	7	192
2007	50903	Villamayor de Gállego	Motocicletas	2	87
2007	50903	Villamayor de Gállego	Otros vehículos	6	40
2007	50903	Villamayor de Gállego	Tractores industriales	5	14
2007	50903	Villamayor de Gállego	Turismos	1	843
2007	99999		Autobuses	4	0
2007	99999		Camiones y furgonetas	3	15
