Año	Código del municipio	Nombre del municipio	Hectáreas en tierras labradas con cultivos herbáceos	Hectáreas en tierras labradas con cultivos frutales	Hectáreas en tierras labradas con cultivo olivar	Hectáreas en tierras labradas con cultivo viñedo	Hectáreas en tierras labradas con otros cultivos	Hectáreas en tierras labradas de secano	Hectáreas en tierras labradas de regadío	Hectáreas en tierras labradas de secano cultivos herbáceos	Hectáreas en tierras labradas de secano cultivos frutales	Hectáreas en tierras labradas de secano cultivo olivar	Hectáreas en tierras labradas de secano cultivo viñedo	Hectáreas en tierras labradas de secano otros cultivos	Hectáreas en tierras labradas de regadío cultivos herbáceos	Hectáreas en tierras labradas de regadío cultivos frutales	Hectáreas en tierras labradas de regadío cultivo olivar	Hectáreas en tierras labradas de regadío cultivo viñedo	Hectáreas en tierras labradas de regadío otros cultivos	Número total de parcelas
1989	50083	Cinco Olivas	14	1	0	0	0	3	12	3	0	0	0	0	12	1	0	0	0	34
1989	50084	Clarés de Ribota	522	91	0	146	0	747	12	517	84	0	146	0	6	7	0	0	0	1223
1989	50085	Codo	576	9	4	0	0	533	57	532	2	0	0	0	45	8	4	0	0	178
1989	50086	Codos	139	356	33	157	0	588	97	136	263	32	157	0	3	93	0	0	0	2601
1989	50087	Contamina	203	9	0	13	0	171	55	149	8	0	13	0	54	1	0	0	0	569
1989	50088	Cosuenda	206	160	62	962	0	1351	38	179	149	62	962	0	27	11	0	0	0	1977
1989	50089	Cuarte de Huerva	121	43	0	1	0	64	100	64	0	0	0	0	57	43	0	1	0	107
1989	50090	Cubel	2994	0	0	0	0	2994	0	2994	0	0	0	0	0	0	0	0	0	2372
1989	50091	Cuerlas (Las)	1409	0	0	0	0	1399	10	1399	0	0	0	0	10	0	0	0	0	1271
1989	50092	Chiprana	1916	174	17	3	0	1317	793	1302	13	0	2	0	614	161	17	1	0	286
1989	50093	Chodes	3	148	43	15	0	116	93	0	59	43	15	0	3	89	0	0	0	464
1989	50094	Daroca	639	80	1	243	1	748	216	430	74	1	242	1	209	6	0	1	0	1595
1989	50095	Ejea de los Caballeros	39606	48	2	22	0	20254	19423	20243	0	0	10	0	19362	47	2	11	0	7706
1989	50096	Embid de Ariza	571	15	0	1	0	560	27	547	12	0	1	0	24	3	0	0	0	1227
1989	50098	Encinacorba	152	116	2	620	0	877	13	149	105	2	620	0	3	10	0	0	0	1564
1989	50099	Épila	10450	1140	197	965	0	10078	2675	8767	163	197	951	0	1683	977	0	14	0	6119
1989	50100	Erla	958	4	2	8	0	701	270	688	4	2	8	0	270	0	0	0	0	207
1989	50101	Escatrón	3635	9	319	1	0	3446	518	3445	0	0	0	0	189	9	319	1	0	1917
1989	50102	Fabara	225	2593	644	230	1	3220	473	161	2268	640	151	0	64	325	4	79	1	3013
1989	50104	Farlete	6112	0	7	1	0	6103	17	6095	0	7	1	0	17	0	0	0	0	2522
1989	50105	Fayón	205	587	230	7	0	1006	23	191	582	225	7	0	14	5	5	0	0	309
1989	50106	Fayos (Los)	34	4	11	4	0	11	42	5	1	1	4	0	28	4	10	0	0	407
1989	50107	Figueruelas	462	72	2	0	0	26	510	23	2	0	0	0	439	69	2	0	0	732
1989	50108	Fombuena	153	5	0	1	0	159	0	153	5	0	1	0	0	0	0	0	0	321
1989	50109	Frago (El)	412	2	0	0	0	412	2	410	2	0	0	0	2	0	0	0	0	226
1989	50110	Frasno (El)	22	1503	156	105	0	1710	76	16	1435	155	103	0	6	67	1	2	0	2331
1989	50111	Fréscano	1411	1	1	69	0	817	666	751	1	0	64	0	660	0	1	4	0	1238
1989	50113	Fuendejalón	2434	139	91	2211	0	4857	17	2421	139	89	2208	0	13	0	1	3	0	4149
1989	50114	Fuendetodos	1862	18	1	27	0	1907	1	1861	18	1	27	0	1	0	0	0	0	1099
1989	50115	Fuentes de Ebro	7462	46	45	42	0	3935	3660	3914	11	0	10	0	3548	35	45	32	0	4831
1989	50116	Fuentes de Jiloca	143	274	0	77	0	284	211	111	95	0	77	0	32	179	0	0	0	720
1989	50117	Gallocanta	1652	0	0	0	0	1652	0	1652	0	0	0	0	0	0	0	0	0	1369
1989	50118	Gallur	4050	45	0	29	0	1535	2588	1501	7	0	27	0	2548	38	0	2	0	2304
1989	50119	Gelsa	5385	48	1	4	0	4323	1115	4317	1	1	4	0	1068	47	0	0	0	3904
1989	50120	Godojos	160	112	0	231	0	502	2	160	110	0	231	0	0	2	0	0	0	895
1989	50121	Gotor	14	254	20	28	0	274	42	2	224	20	28	0	12	29	0	0	0	716
1989	50122	Grisel	444	26	26	8	0	320	183	302	16	0	2	0	142	9	26	6	0	953
1989	50123	Grisén	136	58	2	1	0	0	197	0	0	0	0	0	136	58	2	1	0	419
1989	50124	Herrera de los Navarros	6337	488	0	69	0	6893	2	6335	488	0	69	0	2	0	0	0	0	2381
1989	50125	Ibdes	719	376	0	527	0	1525	97	669	329	0	527	0	50	47	0	0	0	1613
1989	50126	Illueca	90	362	79	43	0	527	47	69	337	79	43	0	22	25	1	0	0	1135
1989	50128	Isuerre	521	0	0	3	0	524	0	521	0	0	3	0	0	0	0	0	0	340
1989	50129	Jaraba	341	209	0	17	0	518	49	326	175	0	17	0	15	34	0	0	0	779
1989	50130	Jarque	60	689	71	121	3	839	104	37	613	68	121	0	23	76	2	0	3	1652
1989	50131	Jaulín	2019	4	1	86	0	2109	0	2019	4	1	86	0	0	0	0	0	0	1246
1989	50132	Joyosa (La)	370	41	0	0	0	29	383	29	0	0	0	0	342	41	0	0	0	298
1989	50133	Lagata	1663	24	5	10	0	1651	50	1635	5	1	10	0	28	18	4	0	0	811
1989	50134	Langa del Castillo	2219	4	0	4	0	2226	1	2219	4	0	4	0	1	0	0	0	0	980
1989	50135	Layana	14	0	0	0	0	12	3	12	0	0	0	0	3	0	0	0	0	8
1989	50136	Lécera	7482	122	8	600	0	8210	2	7480	122	8	600	0	2	0	0	0	0	4856
1989	50137	Leciñena	10930	6	84	66	0	10496	591	10340	6	84	66	0	591	0	0	0	0	2497
1989	50138	Lechón	1363	2	0	0	0	1352	12	1351	2	0	0	0	12	0	0	0	0	531
1989	50139	Letux	2828	80	34	70	0	2868	144	2771	29	1	68	0	58	52	33	2	0	1803
1989	50140	Litago	243	5	2	5	0	184	72	175	5	0	4	0	68	0	2	1	0	1300
1989	50141	Lituénigo	363	12	12	19	0	335	70	306	10	0	19	0	57	1	11	1	0	1237
1989	50142	Lobera de Onsella	194	0	0	5	0	199	1	194	0	0	5	0	1	0	0	0	0	697
1989	50143	Longares	2068	42	31	2755	0	4823	73	2019	27	31	2746	0	49	15	0	9	0	2617
1989	50144	Longás	38	0	0	0	0	38	0	38	0	0	0	0	0	0	0	0	0	368
1989	50146	Lucena de Jalón	511	187	4	14	0	421	295	383	21	4	14	0	128	166	0	0	0	430
1989	50147	Luceni	1570	5	0	1	2	555	1023	555	0	0	0	0	1015	5	0	1	2	1921
1989	50148	Luesia	3178	8	1	8	0	3027	167	3013	8	1	6	0	165	0	0	2	0	615
1989	50149	Luesma	730	18	0	0	0	748	0	730	18	0	0	0	0	0	0	0	0	772
1989	50150	Lumpiaque	824	100	79	188	0	1069	121	773	30	79	187	0	51	70	0	1	0	1653
1989	50151	Luna	14787	121	29	108	0	13899	1146	13648	114	29	108	0	1139	6	0	0	0	2514
1989	50152	Maella	953	2579	2244	935	0	5775	936	600	2154	2192	828	0	353	425	51	107	0	4677
1989	50153	Magallón	3320	40	161	637	0	3084	1074	2857	15	7	205	0	462	26	154	432	0	4739
1989	50154	Mainar	1181	0	0	0	0	1158	24	1158	0	0	0	0	24	0	0	0	0	1041
1989	50155	Malanquilla	1529	16	0	0	0	1545	0	1529	16	0	0	0	0	0	0	0	0	1480
1989	50156	Maleján	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	50157	Malón	172	23	23	29	0	88	159	83	3	1	2	0	89	20	22	27	0	709
1989	50159	Maluenda	67	925	3	326	0	846	476	64	454	3	326	0	4	471	0	1	0	2308
1989	50160	Mallén	2865	15	2	38	0	1131	1789	1078	15	2	36	0	1787	0	0	2	0	3290
1989	50161	Manchones	598	51	0	73	0	643	79	529	42	0	73	0	70	10	0	0	0	740
1989	50162	Mara	493	429	0	392	0	1181	133	431	358	0	392	0	62	71	0	0	0	1519
1989	50163	María de Huerva	3639	71	1	20	0	3423	308	3386	16	1	20	0	253	56	0	0	0	1423
1989	50164	Mediana de Aragón	3534	2	23	2	0	3191	369	3191	0	0	0	0	342	2	23	2	0	1902
1989	50165	Mequinenza	2451	2851	710	76	0	5555	533	2410	2395	687	64	0	41	456	24	12	0	1558
1989	50166	Mesones de Isuela	689	234	40	439	0	1265	136	633	156	37	439	0	56	78	3	0	0	1368
1989	50167	Mezalocha	2547	51	1	343	1	2843	101	2452	46	1	343	1	95	6	0	0	0	1455
1989	50168	Mianos	727	7	0	0	0	733	1	726	7	0	0	0	1	0	0	0	0	280
1989	50169	Miedes de Aragón	1634	375	0	519	0	2420	108	1616	286	0	519	0	19	90	0	0	0	3263
1989	50170	Monegrillo	9732	0	0	0	0	9732	0	9732	0	0	0	0	0	0	0	0	0	3681
1989	50171	Moneva	3069	49	3	47	0	3131	37	3032	49	3	47	0	37	0	0	0	0	2827
1989	50172	Monreal de Ariza	2661	188	0	5	0	2515	339	2496	14	0	5	0	165	174	0	0	0	3659
1989	50173	Monterde	1272	110	0	23	0	1236	169	1174	39	0	23	0	98	71	0	0	0	1125
1989	50174	Montón	122	160	0	18	0	206	93	116	72	0	18	0	6	88	0	0	0	563
1989	50175	Morata de Jalón	83	833	376	162	0	1216	238	47	670	338	161	0	36	163	38	1	0	3375
1989	50176	Morata de Jiloca	61	377	0	126	0	322	242	52	144	0	126	0	9	234	0	0	0	714
1989	50177	Morés	82	373	44	46	15	364	195	26	253	39	46	0	56	120	4	0	14	1057
1989	50178	Moros	134	763	0	418	0	950	365	130	403	0	416	0	4	360	0	2	0	2554
1989	50179	Moyuela	4722	34	1	119	0	4860	15	4707	34	1	119	0	15	0	0	0	0	5152
1989	50180	Mozota	1087	8	2	33	0	1059	72	1022	2	2	33	0	65	7	0	0	0	568
1989	50181	Muel	5751	56	41	396	0	5957	288	5508	20	41	387	0	243	36	0	9	0	2141
1989	50182	Muela (La)	5897	83	429	17	0	6342	84	5812	83	429	17	0	84	0	0	0	0	3051
1989	50183	Munébrega	432	481	0	765	0	1542	136	416	361	0	765	0	16	120	0	0	0	2134
1989	50184	Murero	212	72	1	133	0	369	48	180	56	1	133	0	32	16	0	0	0	612
1989	50185	Murillo de Gállego	470	173	40	2	0	677	7	462	173	40	2	0	7	0	0	0	0	580
1989	50186	Navardún	1206	0	0	3	0	1208	0	1206	0	0	3	0	0	0	0	0	0	1217
1989	50187	Nigüella	464	119	12	82	0	607	69	456	63	6	82	0	8	56	6	0	0	571
1989	50188	Nombrevilla	426	5	0	9	0	439	1	425	5	0	9	0	1	0	0	0	0	408
1989	50189	Nonaspe	148	1203	323	128	0	1552	250	88	1045	315	104	0	60	158	8	24	0	1854
1989	50190	Novallas	500	63	61	19	0	139	503	136	1	1	0	0	363	62	60	18	0	1822
1989	50191	Novillas	1243	11	0	8	0	97	1165	82	7	0	7	0	1161	4	0	1	0	1693
1989	50192	Nuévalos	228	45	0	21	0	287	7	221	45	0	21	0	7	0	0	0	0	264
1989	50193	Nuez de Ebro	336	1	0	0	0	5	331	5	0	0	0	0	331	1	0	0	0	386
1989	50194	Olvés	196	388	0	463	0	1026	21	194	369	0	463	0	2	20	0	0	0	1467
1989	50195	Orcajo	540	36	0	46	0	614	8	533	36	0	46	0	8	0	0	0	0	550
1989	50196	Orera	39	292	4	117	0	403	48	37	247	2	117	0	2	44	2	0	0	937
1989	50197	Orés	753	99	1	2	0	815	39	714	99	1	2	0	39	0	0	0	0	592
1989	50198	Oseja	2	75	3	26	0	95	11	0	66	3	26	0	2	9	0	0	0	314
1989	50199	Osera de Ebro	1223	1	0	0	0	691	533	691	0	0	0	0	532	1	0	0	0	463
1989	50200	Paniza	582	125	1	1798	0	2501	6	577	125	1	1798	0	5	1	0	0	0	3294
1989	50201	Paracuellos de Jiloca	57	798	0	165	0	759	261	36	558	0	165	0	21	240	0	0	0	1125
1989	50202	Paracuellos de la Ribera	8	590	79	18	0	543	152	7	440	78	18	0	1	150	0	0	0	893
1989	50203	Pastriz	768	5	0	0	0	15	758	15	0	0	0	0	753	5	0	0	0	680
1989	50204	Pedrola	8902	17	44	1	0	7159	1804	7153	4	2	0	0	1750	12	42	1	0	5411
1989	50205	Pedrosas (Las)	1261	17	11	10	0	1290	10	1252	17	11	10	0	10	0	0	0	0	421
1989	50206	Perdiguera	5994	31	40	41	0	6098	9	5985	31	40	41	0	9	0	0	0	0	1864
1989	50207	Piedratajada	3190	46	9	6	0	3038	213	2977	46	9	6	0	213	0	0	0	0	498
1989	50208	Pina de Ebro	17938	18	1	2	0	14944	3014	14941	1	1	2	0	2997	17	0	0	0	5110
1989	50209	Pinseque	1054	5	0	0	0	182	876	181	2	0	0	0	873	3	0	0	0	1104
1989	50210	Pintanos (Los)	1849	1	1	0	0	1764	86	1763	1	0	0	0	85	0	1	0	0	1120
1989	50211	Plasencia de Jalón	2938	100	6	6	0	2742	308	2729	2	6	5	0	209	98	0	1	0	798
1989	50212	Pleitas	110	37	2	2	0	8	143	4	0	2	2	0	106	37	0	0	0	174
1989	50213	Plenas	2156	138	0	15	0	2287	23	2133	138	0	15	0	23	0	0	0	0	2587
1989	50214	Pomer	178	0	0	0	11	189	0	178	0	0	0	11	0	0	0	0	0	375
1989	50215	Pozuel de Ariza	306	12	0	6	0	276	49	265	5	0	6	0	41	7	0	0	0	648
1989	50216	Pozuelo de Aragón	3084	42	32	510	0	3581	87	3022	41	29	490	0	62	1	4	20	0	3270
1989	50217	Pradilla de Ebro	1436	19	0	0	1	788	667	788	0	0	0	0	648	19	0	0	1	1227
1989	50218	Puebla de Albortón	3303	7	3	80	0	3365	28	3276	7	1	80	0	27	0	1	0	0	1443
1989	50219	Puebla de Alfindén (La)	1055	3	0	2	0	374	685	372	1	0	2	0	683	2	0	0	0	797
1989	50220	Puendeluna	475	17	1	1	0	485	9	467	17	1	1	0	8	1	0	0	0	289
1989	50221	Purujosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
1989	50222	Quinto	6770	124	0	1	0	3570	3325	3569	0	0	1	0	3201	124	0	0	0	1235
1989	50223	Remolinos	689	16	0	0	0	104	601	104	0	0	0	0	585	16	0	0	0	778
1989	50224	Retascón	1598	17	0	15	0	1624	6	1592	17	0	15	0	6	0	0	0	0	569
1989	50225	Ricla	2145	2009	291	217	1	2762	1900	1849	532	174	207	0	296	1477	117	10	1	2469
1989	50227	Romanos	1818	1	0	1	0	1782	38	1780	1	0	1	0	38	0	0	0	0	1074
1989	50228	Rueda de Jalón	6472	354	130	378	0	6869	465	6316	45	130	378	0	156	309	0	0	0	3206
1989	50229	Ruesca	74	102	0	156	0	324	7	70	98	0	156	0	4	3	0	0	0	355
1989	50230	Sádaba	9535	16	3	0	0	3827	5727	3813	12	3	0	0	5722	4	1	0	0	2217
1989	50231	Salillas de Jalón	60	59	0	1	0	18	101	18	0	0	0	0	42	59	0	1	0	137
1989	50232	Salvatierra de Esca	579	1	0	1	0	578	3	577	0	0	1	0	2	1	0	0	0	1535
1989	50233	Samper del Salz	543	11	2	5	0	542	18	534	2	1	5	0	9	8	1	0	0	332
1989	50234	San Martín de la Virgen de Moncayo	72	3	1	3	0	43	35	40	0	0	3	0	32	2	1	1	0	400
1989	50235	San Mateo de Gállego	5400	8	9	41	0	4652	805	4598	5	9	40	0	802	3	0	0	0	3302
1989	50236	Santa Cruz de Grío	6	295	129	38	0	410	58	4	244	125	38	0	2	52	4	0	0	1088
1989	50237	Santa Cruz de Moncayo	47	11	12	2	0	27	45	25	1	1	0	0	22	10	11	2	0	390
1989	50238	Santa Eulalia de Gállego	145	137	13	3	0	299	0	145	137	13	3	0	0	0	0	0	0	346
1989	50239	Santed	1434	0	0	0	0	1434	0	1434	0	0	0	0	0	0	0	0	0	976
1989	50240	Sástago	14534	374	12	4	0	13925	1000	13886	35	1	3	0	648	339	11	2	0	2153
1989	50241	Saviñán	2	784	167	1	1	595	360	2	462	131	1	0	1	322	37	0	1	1097
1989	50242	Sediles	76	210	50	71	0	344	63	61	205	8	71	0	15	5	43	0	0	1046
1989	50243	Sestrica	56	706	126	60	1	860	90	44	652	103	60	0	12	53	23	1	1	1979
1989	50244	Sierra de Luna	3944	91	81	46	0	4041	122	3822	91	81	46	0	122	0	0	0	0	1187
1989	50245	Sigüés	810	2	0	5	0	812	5	806	1	0	5	0	5	1	0	0	0	920
1989	50246	Sisamón	1697	7	0	0	0	1704	0	1697	7	0	0	0	0	0	0	0	0	1528
1989	50247	Sobradiel	745	9	0	0	0	3	751	3	0	0	0	0	742	9	0	0	0	831
1989	50248	Sos del Rey Católico	8563	54	1	8	0	7257	1369	7197	51	1	8	0	1366	3	0	0	0	2962
1989	50249	Tabuenca	903	528	96	856	0	2371	12	892	528	95	856	0	11	0	1	1	0	2807
1989	50250	Talamantes	342	0	2	0	0	336	9	335	0	0	0	0	7	0	2	0	0	567
1989	50251	Tarazona	7778	341	208	110	4	5747	2693	5476	146	72	53	0	2301	195	136	57	4	9633
1989	50252	Tauste	20021	34	2	27	0	11333	8751	11300	7	2	24	0	8721	27	0	3	0	7584
1989	50253	Terrer	628	253	0	57	0	449	488	302	91	0	57	0	326	162	0	0	0	1272
1989	50254	Tierga	986	457	70	265	0	1659	120	962	389	42	265	0	24	67	28	1	0	1710
1989	50255	Tobed	3	204	34	17	0	180	78	2	128	33	17	0	1	76	2	0	0	858
1989	50256	Torralba de los Frailes	2303	0	0	0	0	2289	14	2289	0	0	0	0	14	0	0	0	0	2813
1989	50257	Torralba de Ribota	243	274	17	236	0	690	80	228	209	17	236	0	15	65	0	0	0	977
1989	50258	Torralbilla	856	0	0	14	0	869	1	854	0	0	14	0	1	0	0	0	0	521
1989	50259	Torrehermosa	1713	1	0	0	0	1703	10	1703	0	0	0	0	10	0	0	0	0	3684
1989	50260	Torrelapaja	500	0	0	0	0	500	0	500	0	0	0	0	0	0	0	0	0	551
1989	50261	Torrellas	45	1	1	0	0	10	37	9	0	0	0	0	36	1	0	0	0	157
1989	50262	Torres de Berrellén	1850	139	2	26	0	585	1432	585	0	0	0	0	1266	139	2	26	0	2054
1989	50263	Torrijo de la Cañada	796	382	5	303	0	1339	146	782	250	5	303	0	14	132	0	0	0	3936
1989	50264	Tosos	1896	305	11	809	0	2997	23	1883	297	11	808	0	13	8	0	2	0	1762
1989	50265	Trasmoz	357	35	4	10	0	279	127	241	30	1	6	0	116	5	3	4	0	1165
1989	50266	Trasobares	892	143	28	21	0	1053	31	869	142	22	21	0	23	1	6	0	0	1157
1989	50267	Uncastillo	6308	210	0	0	0	6283	235	6073	210	0	0	0	235	0	0	0	0	3124
1989	50268	Undués de Lerda	280	0	0	0	0	279	1	279	0	0	0	0	1	0	0	0	0	481
1989	50269	Urrea de Jalón	520	193	21	14	0	460	287	422	4	21	13	0	97	189	0	1	0	1099
1989	50270	Urriés	340	0	0	5	0	342	3	337	0	0	5	0	3	0	0	0	0	546
1989	50271	Used	6473	0	0	0	0	6473	0	6473	0	0	0	0	0	0	0	0	0	4570
1989	50272	Utebo	1054	110	0	0	0	8	1156	8	0	0	0	0	1046	110	0	0	0	1741
1989	50273	Valdehorna	65	75	0	136	0	250	26	41	73	0	136	0	24	2	0	0	0	478
1989	50274	Val de San Martín	572	54	0	60	0	686	0	572	54	0	60	0	0	0	0	0	0	764
1989	50275	Valmadrid	932	3	3	6	0	944	0	932	3	3	6	0	0	0	0	0	0	363
1989	50276	Valpalmas	2688	42	2	12	0	2732	12	2676	42	2	12	0	12	0	0	0	0	443
1989	50277	Valtorres	25	190	0	45	0	202	58	13	144	0	45	0	12	46	0	0	0	422
1989	50278	Velilla de Ebro	2310	3	0	0	0	2075	238	2075	0	0	0	0	236	3	0	0	0	1386
1989	50279	Velilla de Jiloca	22	89	0	26	0	87	52	16	45	0	26	0	7	45	0	0	0	349
1989	50280	Vera de Moncayo	1269	156	56	82	0	1200	363	990	138	4	68	0	279	18	51	14	0	2745
1989	50281	Vierlas	59	13	6	10	0	29	60	28	1	0	0	0	31	13	6	10	0	184
1989	50282	Vilueña (La)	8	217	4	117	0	302	45	6	175	4	117	0	3	42	0	0	0	489
1989	50283	Villadoz	1027	0	0	1	0	954	74	953	0	0	1	0	74	0	0	0	0	526
1989	50284	Villafeliche	122	208	0	58	0	266	121	111	96	0	58	0	10	111	0	0	0	702
1989	50285	Villafranca de Ebro	1973	20	0	0	0	1221	773	1221	0	0	0	0	752	20	0	0	0	976
1989	50286	Villalba de Perejil	21	100	0	47	0	127	42	9	70	0	47	0	12	30	0	0	0	482
1989	50287	Villalengua	438	630	0	307	0	1040	335	438	296	0	307	0	0	335	0	0	0	1314
1989	50288	Villanueva de Gállego	4533	3	0	13	0	3492	1056	3479	2	0	12	0	1054	1	0	1	0	1735
1989	50289	Villanueva de Jiloca	17	63	0	84	0	127	37	6	37	0	84	0	11	26	0	0	0	393
1989	50290	Villanueva de Huerva	2021	153	6	943	0	3105	17	2004	152	6	943	0	16	1	0	0	0	2547
1989	50291	Villar de los Navarros	3461	203	0	1	0	3648	17	3457	191	0	1	0	4	13	0	0	0	2504
1989	50292	Villarreal de Huerva	1845	0	0	5	0	1731	119	1726	0	0	5	0	119	0	0	0	0	1012
1989	50293	Villarroya de la Sierra	371	803	1	1116	0	2107	184	297	693	1	1116	0	74	111	0	0	0	3142
1989	50294	Villarroya del Campo	1411	1	0	1	0	1403	10	1402	0	0	1	0	10	1	0	0	0	805
1989	50295	Vistabella	63	62	0	65	0	156	34	37	53	0	65	0	25	8	0	0	0	743
1989	50296	Zaida (La)	1150	6	0	0	0	840	316	840	0	0	0	0	310	6	0	0	0	521
1989	50297	Zaragoza	31015	777	62	71	15	19411	12529	19142	144	56	68	0	11872	633	5	3	15	17033
1989	50298	Zuera	17687	87	66	140	0	13927	4053	13685	37	66	140	0	4002	50	0	0	0	6332
1989	50901	Biel	912	6	0	0	0	914	4	909	6	0	0	0	4	1	0	0	0	358
1999	22001	Abiego	2180	272	106	21	0	2576,13	3,81	2176,54	272,28	106,43	20,88	0	3,81	0	0	0	0	2032
1999	22002	Abizanda	688	115	101	5	0	890,31	18,68	669,49	115,31	100,91	4,6	0	18,68	0	0	0	0	843
1999	22003	Adahuesca	1331	190	74	21	0	1606,36	9,85	1321,5	190,28	73,75	20,83	0	9,85	0	0	0	0	1028
1999	22004	Agüero	232	50	13	2	0	293,61	2,32	229,2	49,53	13,38	1,5	0	2,32	0	0	0	0	584
1999	22006	Aísa	128	13	1	0	0	129,38	12,75	115,03	13,4	0,95	0	0	12,75	0	0	0	0	641
1999	22007	Albalate de Cinca	2863	444	68	6	0	573,5	2807,05	564,02	8,65	0,83	0	0	2298,73	434,88	67,46	5,98	0	1363
1999	22008	Albalatillo	390	0	3	0	0	224,36	169,21	224,36	0	0	0	0	165,8	0	3,27	0,14	0	217
1999	22009	Albelda	2487	712	184	3	0	966,67	2418,54	762,68	49,4	154,18	0,41	0	1723,96	662,76	29,66	2,16	0	1566
1999	22011	Albero Alto	1727	5	2	0	0	1577,27	156,64	1570,01	5,39	1,87	0	0	156,64	0	0	0	0	863
1999	22012	Albero Bajo	1780	1	0	0	8	741,41	1046,41	740,87	0,54	0	0	0	1038,69	0	0	0	7,72	666
1999	22013	Alberuela de Tubo	1950	2	10	0	0	462,18	1500,13	453,27	2,28	6,63	0	0	1496,96	0,1	3,07	0	0	926
1999	22014	Alcalá de Gurrea	5454	54	1	5	0	4556,02	957,57	4496,34	53,16	1,12	5,4	0	957,2	0,37	0	0	0	1158
1999	22015	Alcalá del Obispo	3856	43	6	7	0	3398,74	513,52	3344,68	42,9	3,92	7,24	0	511,05	0,2	2,07	0,2	0	2738
1999	22016	Alcampell	3423	300	236	3	0	2549,71	1411,9	2082,86	230,59	233,92	2,34	0	1340,28	69,07	2,18	0,37	0	2303
1999	22017	Alcolea de Cinca	6763	164	60	10	0	2174,44	4822,99	2110,01	31,01	29,82	3,6	0	4653,47	132,85	30,28	6,39	0	1631
1999	22018	Alcubierre	5875	38	42	31	0	5456,16	529,34	5345,27	37,88	42,25	30,76	0	529,34	0	0	0	0	2731
1999	22019	Alerre	553	6	1	5	0	537,84	27,64	525,72	6,42	0,53	5,17	0	27,64	0	0	0	0	309
1999	22020	Alfántega	236	70	5	2	0	56,72	256,16	50,9	4,34	1,48	0	0	185,44	65,33	3,57	1,82	0	346
1999	22021	Almudévar	14405	411	176	107	3	11568,98	3533,97	10976,53	360,58	124,48	107,39	0	3428,94	50,6	51,93	0	2,5	6296
1999	22022	Almunia de San Juan	2629	32	15	1	0	1432,81	1244,37	1406,11	21,12	5,58	0	0	1222,54	11,16	9,29	1,38	0	935
1999	22023	Almuniente	3062	10	1	1	0	506,27	2567,41	505,62	0	0	0,65	0	2556,27	10,42	0,58	0	0,14	1457
1999	22024	Alquézar	480	196	175	12	0	861,85	1,3	478,21	196,24	175,31	12,09	0	1,3	0	0	0	0	909
1999	22025	Altorricón	2206	378	6	3	1	79,13	2514,23	71,98	6,35	0,5	0,3	0	2134,07	371,97	5,06	2,6	0,53	757
1999	22027	Angüés	3308	74	22	98	1	3500,29	2,07	3306,48	74,31	21,98	97,52	0	1,26	0	0	0	0,81	2022
1999	22028	Ansó	581	0	0	0	0	581,13	0,09	581,13	0	0	0	0	0,09	0	0	0	0	168
1999	22029	Antillón	1529	98	28	24	0	1623,8	55,76	1473,71	98,45	27,96	23,68	0	55,76	0	0	0	0	817
1999	22032	Aragüés del Puerto	0	0	0	0	0	0,11	0,31	0,11	0	0	0	0	0,31	0	0	0	0	236
1999	22035	Arén	1450	3	5	3	0	1391,6	69,33	1380,43	3,16	5,12	2,89	0	69,33	0	0	0	0	2370
1999	22036	Argavieso	793	13	3	1	0	561,29	249,6	544,7	12,99	2,87	0,73	0	248,37	0,47	0,12	0,64	0	808
1999	22037	Arguis	378	0	0	1	0	377,99	1,5	376,99	0	0	1	0	1,5	0	0	0	0	1325
1999	22039	Ayerbe	2991	359	42	29	0	3301,25	118,79	2877,08	355,95	39,63	28,59	0	113,71	3,02	2,03	0,03	0	2621
1999	22040	Azanuy-Alins	2277	123	131	1	0	2390,79	141,92	2141,35	118,18	130	1,26	0	135,87	5,05	1	0	0	1557
1999	22041	Azara	678	145	25	26	0	865,26	9,4	668,91	144,88	25,13	26,34	0	9,4	0	0	0	0	628
1999	22042	Azlor	582	186	59	35	0	857,93	4,13	578,17	186,46	58,85	34,45	0	3,77	0	0	0,36	0	936
1999	22043	Baells	1477	100	60	1	0	1513,45	124,72	1372,13	81,19	59,42	0,71	0	104,77	18,93	0,97	0,05	0	1514
1999	22044	Bailo	4618	14	4	0	0	4613,25	22,23	4595,74	14,01	3,5	0	0	22,23	0	0	0	0	1948
1999	22045	Baldellou	519	91	110	5	0	678,03	46,37	477,28	88,8	107,42	4,53	0	41,56	1,84	2,97	0	0	953
1999	22046	Ballobar	7198	268	236	2	0	7219,27	484,72	6965,69	19,81	232,23	1,54	0	232,4	248,55	3,67	0,1	0	4142
1999	22047	Banastás	335	14	0	2	0	317,53	33,94	301,42	14	0	2,11	0	33,94	0	0	0	0	144
1999	22048	Barbastro	3858	458	785	965	35	3857,29	2243,41	2288,39	421,95	730,61	404,34	12	1569,5	35,74	54,12	561,05	23	3245
1999	22049	Barbués	1648	0	0	0	0	482,46	1165,09	482,46	0	0	0	0	1165,09	0	0	0	0	1342
