Año	Municipio código	Municipio nombre	Rústica   Número de recibos	Rústica   Base imponible (miles de euros)	Rústica   Base liquidable (miles de euros)	Rústica   Cuota íntegra (euros)	Rústica   Cuota líquida (euros)
2005	22144	Laspuña	75	858	364	2912	2419
2005	22149	Loarre	259	2505	1933	12565	12442
2005	22150	Loporzano	447	4324	4133	16533	16533
2005	22151	Loscorrales	110	2719	2527	15165	15156
2005	22155	Monesma y Cajigar	88	854	824	5771	4947
2005	22156	Monflorite-Lascasas	148	4066	4037	20187	20179
2005	22157	Montanuy	192	1646	1511	9068	8189
2005	22158	Monzón	2369	30691	30251	196628	196600
2005	22160	Naval	112	493	483	2993	2615
2005	22162	Novales	92	1549	1482	7264	7213
2005	22163	Nueno	97	2100	1752	5256	5137
2005	22164	Olvena	56	289	233	1513	1513
2005	22165	Ontiñena	579	5350	4933	24663	24595
2005	22167	Osso de Cinca	336	10747	10356	62138	62138
2005	22168	Palo	36	219	191	1245	1112
2005	22170	Panticosa	54	789	103	464	464
2005	22172	Peñalba	497	5005	4665	26126	26087
2005	22173	Peñas de Riglos (Las)	216	2682	2167	14088	10751
2005	22174	Peralta de Alcofea	501	7716	7528	51188	50257
2005	22175	Peralta de Calasanz	390	2156	2001	13009	12888
2005	22176	Peraltilla	99	727	685	2261	2261
2005	22177	Perarrúa	141	682	613	4908	4766
2005	22178	Pertusa	204	2678	2638	19259	19257
2005	22181	Piracés	89	1682	1668	10673	10668
2005	22182	Plan	123	1099	583	3790	2414
2005	22184	Poleñino	189	5122	4960	40176	40176
2005	22186	Pozán de Vero	148	567	534	3314	3314
2005	22187	Puebla de Castro (La)	164	545	512	3074	3072
2005	22188	Puente de Montañana	98	831	796	4778	3202
2005	22189	Puértolas	88	1656	446	3569	2880
2005	22190	Pueyo de Araguás (El)	91	934	830	4980	4113
2005	22193	Pueyo de Santa Cruz	185	2271	2017	13113	12032
2005	22195	Quicena	64	719	698	2930	2927
2005	22197	Robres	371	5516	5236	25135	25135
2005	22199	Sabiñánigo	428	7320	6534	50967	35439
2005	22200	Sahún	55	613	272	953	868
2005	22201	Salas Altas	204	711	687	4463	4463
2005	22202	Salas Bajas	129	526	505	3280	3280
2005	22203	Salillas	72	2285	2246	12353	12353
2005	22204	Sallent de Gállego	122	1115	1072	3217	3216
2005	22205	San Esteban de Litera	820	7865	7788	66201	66047
2005	22206	Sangarrén	151	4801	4618	32329	32312
2005	22207	San Juan de Plan	50	325	242	1576	1190
2005	22208	Santa Cilia	88	1088	914	5487	5330
2005	22209	Santa Cruz de la Serós	53	433	331	1820	1799
2005	22212	Santaliestra y San Quílez	56	333	312	1870	1393
2005	22213	Sariñena	1453	33228	32391	233212	232970
2005	22214	Secastilla	52	499	450	1350	895
2005	22215	Seira	32	465	201	1205	704
2005	22217	Sena	403	13042	12919	90432	90214
2005	22218	Senés de Alcubierre	54	1040	1007	5440	5438
2005	22220	Sesa	148	1806	1644	9041	9041
2005	22221	Sesué	35	202	182	1090	1086
2005	22222	Siétamo	338	2449	2399	15594	15594
2005	22223	Sopeira	111	535	454	2727	2369
2005	22225	Tamarite de Litera	1285	21044	20890	158766	158766
2005	22226	Tardienta	373	4918	4294	36930	36930
2005	22227	Tella-Sin	89	470	324	973	973
2005	22228	Tierz	75	819	811	3650	3650
2005	22229	Tolva	169	1041	1022	6641	6423
2005	22230	Torla-Ordesa	119	2750	2718	17669	7688
2005	22232	Torralba de Aragón	102	2169	2135	9823	9816
2005	22233	Torre la Ribera	51	306	267	1069	1013
2005	22234	Torrente de Cinca	397	8513	8423	58963	58633
2005	22235	Torres de Alcanadre	85	2274	2244	14588	14586
2005	22236	Torres de Barbués	113	2074	2045	12273	12270
2005	22239	Tramaced	79	2296	2288	14871	14871
2005	22242	Valfarta	85	2396	2369	13269	13210
2005	22243	Valle de Bardají	35	590	338	1791	1106
2005	22244	Valle de Lierp	39	566	426	2259	1885
2005	22245	Velilla de Cinca	311	5065	4531	36247	36247
2005	22246	Beranuy	70	418	368	1840	1688
2005	22247	Viacamp y Litera	75	953	888	5326	3746
2005	22248	Vicién	65	1411	1257	5028	5028
2005	22249	Villanova	26	223	182	910	905
2005	22250	Villanúa	108	1424	435	2825	1979
2005	22251	Villanueva de Sigena	368	11840	11554	69324	69051
2005	22252	Yebra de Basa	74	1005	709	6030	4181
2005	22253	Yésero	24	960	272	817	248
2005	22254	Zaidín	804	22610	22127	110637	110637
2005	22901	Valle de Hecho	248	4162	919	5515	5515
2005	22902	Puente la Reina de Jaca	123	1914	1788	8048	7483
2005	22903	San Miguel del Cinca	521	18427	18168	70856	70856
2005	22904	Sotonera (La)	576	11131	10725	80440	78931
2005	22905	Lupiñén-Ortilla	225	10368	10162	51826	51694
2005	22906	Santa María de Dulcis	137	755	722	4329	4308
2005	22907	Aínsa-Sobrarbe	466	5097	4397	26380	24094
2005	22908	Hoz y Costeán	220	1356	1298	8437	8437
2005	22909	Vencillón	89	1955	1909	14320	14320
2005	44001	Ababuj	200	1005	987	7893	7893
2005	44002	Abejuela	447	409	329	2137	2137
2005	44003	Aguatón	80	298	298	2384	2355
2005	44004	Aguaviva	1071	1643	1571	7853	7853
2005	44005	Aguilar del Alfambra	184	962	941	7525	7525
2005	44006	Alacón	665	1424	1424	4272	4272
2005	44007	Alba	661	2596	2596	10384	10384
2005	44008	Albalate del Arzobispo	1865	6302	6145	27654	27654
2005	44009	Albarracín	2150	20496	3621	27159	24047
2005	44010	Albentosa	790	1066	1065	6390	6390
2005	44011	Alcaine	475	596	596	3576	2613
2005	44012	Alcalá de la Selva	778	1606	598	5142	5142
2005	44013	Alcañiz	3873	20410	7414	81551	81551
2005	44014	Alcorisa	580	3480	2701	17558	17558
2005	44016	Alfambra	867	2844	2696	18873	18873
2005	44017	Aliaga	579	3023	2060	12565	12565
2005	44018	Almohaja	123	158	158	474	474
2005	44019	Alobras	271	263	135	404	404
2005	44020	Alpeñés	90	515	484	2180	2180
2005	44021	Allepuz	386	1425	1305	6523	6523
2005	44022	Alloza	1276	1234	1097	4825	4825
2005	44023	Allueva	114	352	323	2587	2587
2005	44024	Anadón	157	282	282	1692	1692
2005	44025	Andorra	1604	4235	4058	38958	38958
2005	44026	Arcos de las Salinas	978	597	557	3343	3343
2005	44027	Arens de Lledó	487	781	612	4899	4899
2005	44028	Argente	332	1890	1889	12278	12278
2005	44029	Ariño	740	1074	818	4990	4990
2005	44031	Azaila	428	1877	1877	12201	12190
2005	44032	Bádenas	150	565	560	3079	3079
2005	44033	Báguena	1031	1457	1447	10128	9953
2005	44034	Bañón	503	1347	908	4991	4991
2005	44035	Barrachina	338	631	631	2840	2840
2005	44036	Bea	85	305	303	2424	2424
2005	44037	Beceite	741	2656	488	2198	2198
2005	44038	Belmonte de San José	641	265	220	1431	1431
2005	44039	Bello	620	1964	1964	15712	15712
2005	44040	Berge	474	711	674	4383	4383
2005	44041	Bezas	248	900	851	2553	2553
2005	44042	Blancas	508	1199	1199	3717	3717
2005	44043	Blesa	862	1673	687	5839	5839
2005	44044	Bordón	244	352	300	2580	2580
2005	44045	Bronchales	529	1189	563	3662	3662
2005	44046	Bueña	236	720	720	4680	4680
2005	44047	Burbáguena	872	1304	1245	6223	6126
2005	44048	Cabra de Mora	171	636	193	1734	1734
2005	44049	Calaceite	1143	1981	1896	12324	12301
2005	44050	Calamocha	4453	9683	9474	61582	57168
2005	44051	Calanda	1932	6263	6263	42401	42401
2005	44052	Calomarde	284	769	207	621	621
2005	44053	Camañas	329	1296	1296	8424	8424
2005	44054	Camarena de la Sierra	764	1173	415	2076	2076
2005	44055	Camarillas	291	1953	1947	15575	15575
2005	44056	Caminreal	1225	2110	2110	15825	15699
2005	44059	Cantavieja	582	2427	1627	10574	10574
2005	44060	Cañada de Benatanduz	219	1191	835	2505	2505
2005	44061	Cañada de Verich (La)	182	134	132	792	792
2005	44062	Cañada Vellida	87	819	816	5548	5548
2005	44063	Cañizar del Olivar	307	285	264	1845	1845
2005	44064	Cascante del Río	637	877	877	5262	5262
2005	44065	Castejón de Tornos	298	741	741	3705	3705
2005	44066	Castel de Cabra	378	595	595	2975	2975
2005	44067	Castelnou	283	1785	1785	11603	10918
2005	44068	Castelserás	1138	1364	1364	6820	6816
2005	44070	Castellar (El)	255	665	187	1680	1680
2005	44071	Castellote	1831	3305	2735	20512	20512
2005	44074	Cedrillas	619	1523	1246	5609	5609
2005	44075	Celadas	623	2282	2281	18248	18248
2005	44076	Cella	2007	7140	5951	35705	35705
2005	44077	Cerollera (La)	387	442	167	500	500
2005	44080	Codoñera (La)	546	268	268	1742	1742
2005	44082	Corbalán	222	1167	686	3085	3085
2005	44084	Cortes de Aragón	331	582	581	3776	3776
2005	44085	Cosa	178	1361	1274	3823	3823
2005	44086	Cretas	995	1594	1454	9450	9407
2005	44087	Crivillén	466	702	697	4530	4530
2005	44088	Cuba (La)	147	68	68	442	438
2005	44089	Cubla	434	698	687	2060	2060
2005	44090	Cucalón	335	910	909	4999	4999
2005	44092	Cuervo (El)	353	302	262	786	780
2005	44093	Cuevas de Almudén	88	558	488	2438	2438
2005	44094	Cuevas Labradas	227	495	450	2701	2701
2005	44096	Ejulve	654	828	813	7313	7313
2005	44097	Escorihuela	365	552	546	3275	3275
2005	44099	Escucha	166	428	256	1667	1667
2005	44100	Estercuel	817	626	500	3998	3998
2005	44101	Ferreruela de Huerva	160	1011	1010	8080	8080
2005	44102	Fonfría	108	392	358	1075	1075
2005	44103	Formiche Alto	453	1137	538	4303	4303
2005	44105	Fórnoles	569	466	298	1787	1787
2005	44106	Fortanete	448	2675	2014	16109	16109
2005	44107	Foz-Calanda	503	880	792	4357	4130
2005	44108	Fresneda (La)	1182	819	735	2205	2198
2005	44109	Frías de Albarracín	292	2811	393	1178	1178
2005	44110	Fuenferrada	320	799	793	3171	3171
2005	44111	Fuentes Calientes	169	707	707	3535	3535
2005	44112	Fuentes Claras	878	1778	1778	11557	11557
2005	44113	Fuentes de Rubielos	543	354	262	1835	1835
2005	44114	Fuentespalda	438	923	555	1665	1646
2005	44115	Galve	166	825	808	5169	5137
2005	44116	Gargallo	404	564	543	4340	4340
2005	44117	Gea de Albarracín	584	1643	1269	8249	8249
2005	44118	Ginebrosa (La)	1249	1803	1696	10176	10176
2005	44119	Griegos	430	1376	319	958	958
2005	44120	Guadalaviar	284	1441	139	416	416
2005	44121	Gúdar	198	1097	507	3297	3297
2005	44122	Híjar	1695	8076	7866	65290	65290
2005	44123	Hinojosa de Jarque	197	777	774	3870	3870
2005	44124	Hoz de la Vieja (La)	633	726	724	4706	4696
2005	44125	Huesa del Común	803	1775	1538	11533	11533
2005	44126	Iglesuela del Cid (La)	630	830	715	2144	2144
2005	44127	Jabaloyas	411	545	182	727	727
2005	44128	Jarque de la Val	132	636	621	3104	3104
2005	44129	Jatiel	155	413	413	4130	3974
2005	44130	Jorcas	196	851	842	6735	6735
2005	44131	Josa	336	526	526	3419	3419
2005	44132	Lagueruela	194	686	685	5480	5480
2005	44133	Lanzuela	131	308	307	2456	2456
2005	44135	Libros	1016	690	690	2070	2070
2005	44136	Lidón	131	716	716	3437	3437
2005	44137	Linares de Mora	668	1782	1330	7981	7981
2005	44138	Loscos	844	1806	1806	5418	5418
2005	44141	Lledó	323	590	506	2278	2277
2005	44142	Maicas	262	199	199	1294	1294
2005	44143	Manzanera	1750	2625	1356	6101	6101
2005	44144	Martín del Río	767	1380	1326	6895	6895
2005	44145	Mas de las Matas	841	1725	1687	9280	8313
2005	44146	Mata de los Olmos (La)	214	375	333	999	999
2005	44147	Mazaleón	1209	2355	2274	9095	8784
2005	44148	Mezquita de Jarque	113	788	771	3853	3781
2005	44149	Mirambel	214	601	599	2095	2079
2005	44150	Miravete de la Sierra	139	546	535	3744	3744
2005	44151	Molinos	752	1237	1074	6441	6441
2005	44152	Monforte de Moyuela	424	1069	1029	3088	3088
2005	44153	Monreal del Campo	2010	3502	3292	21068	21068
2005	44154	Monroyo	673	2021	1114	8912	8844
2005	44155	Montalbán	1358	1223	1022	8483	5959
2005	44156	Monteagudo del Castillo	207	884	784	2352	2352
2005	44157	Monterde de Albarracín	247	293	287	861	861
2005	44158	Mora de Rubielos	1638	3530	1525	10677	10677
2005	44159	Moscardón	283	749	259	1037	1037
2005	44160	Mosqueruela	914	7538	1470	8822	8822
2005	44161	Muniesa	1116	3123	3123	24984	24984
2005	44163	Noguera de Albarracín	448	1450	401	1203	1203
2005	44164	Nogueras	198	314	294	1761	1761
2005	44165	Nogueruelas	573	2775	1018	3054	3054
2005	44167	Obón	653	1417	1417	11336	11336
2005	44168	Odón	511	1489	1486	11888	11888
2005	44169	Ojos Negros	751	1490	1486	8915	8915
2005	44171	Olba	1175	360	344	2062	2062
2005	44172	Oliete	1672	1894	1840	11960	11960
2005	44173	Olmos (Los)	550	930	859	5151	5080
2005	44174	Orihuela del Tremedal	483	2537	360	2341	2341
2005	44175	Orrios	297	698	698	3769	3769
2005	44176	Palomar de Arroyos	366	602	587	2933	2933
2005	44177	Pancrudo	354	2043	1907	8583	8583
2005	44178	Parras de Castellote (Las)	419	485	406	1828	1827
2005	44179	Peñarroya de Tastavins	565	1104	602	2408	2406
2005	44180	Peracense	283	374	367	2385	2385
2005	44181	Peralejos	186	466	422	2533	2533
2005	44182	Perales del Alfambra	491	2038	2016	10078	10073
2005	44183	Pitarque	437	574	447	1340	1340
2005	44184	Plou	367	335	335	2178	2178
2005	44185	Pobo (El)	398	1058	964	6267	6267
2005	44187	Portellada (La)	410	470	376	1129	1126
2005	44189	Pozondón	489	608	608	1824	1824
2005	44190	Pozuel del Campo	508	803	700	2310	2310
2005	44191	Puebla de Híjar (La)	1155	3357	2547	25472	25472
2005	44192	Puebla de Valverde (La)	1110	3126	3072	27647	27647
2005	44193	Puertomingalvo	832	1033	545	3267	3267
2005	44194	Ráfales	466	699	341	1024	1010
2005	44195	Rillo	248	754	729	3647	3646
2005	44196	Riodeva	878	375	361	1442	1442
2005	44197	Ródenas	273	534	533	1599	1599
2005	44198	Royuela	353	460	457	2970	2970
2005	44199	Rubiales	230	329	136	409	409
2005	44200	Rubielos de la Cérida	188	704	703	2812	2767
2005	44201	Rubielos de Mora	946	1233	843	5057	5057
2005	44203	Salcedillo	74	305	200	1602	1589
2005	44204	Saldón	307	276	274	822	822
2005	44205	Samper de Calanda	1305	5190	5059	28835	28835
2005	44206	San Agustín	1186	1147	1147	7456	7456
2005	44207	San Martín del Río	666	791	783	5089	5073
2005	44208	Santa Cruz de Nogueras	140	264	264	1320	1320
2005	44209	Santa Eulalia	1052	3781	3024	15120	15120
2005	44210	Sarrión	1640	1046	1036	6733	6733
2005	44211	Segura de los Baños	440	764	764	3056	3056
2005	44212	Seno	186	229	229	1145	1145
2005	44213	Singra	336	1883	1883	12240	12240
2005	44215	Terriente	662	576	548	1645	1645
2005	44216	Teruel	5486	11842	11211	57847	57847
2005	44217	Toril y Masegoso	345	529	176	529	529
2005	44218	Tormón	156	547	84	251	251
2005	44219	Tornos	535	1095	965	5310	5310
2005	44220	Torralba de los Sisones	236	1445	1430	5719	5719
2005	44221	Torrecilla de Alcañiz	649	557	549	2195	2195
2005	44222	Torrecilla del Rebollar	580	1616	1552	6207	6207
2005	44223	Torre de Arcas	244	499	240	1919	1919
2005	44224	Torre de las Arcas	503	423	399	2072	2072
2005	44225	Torre del Compte	407	712	656	3281	3268
2005	44226	Torrelacárcel	449	1425	1424	11392	11392
2005	44227	Torre los Negros	175	757	735	3673	3673
2005	44228	Torremocha de Jiloca	245	917	916	7328	7328
2005	44229	Torres de Albarracín	351	330	313	938	938
2005	44230	Torrevelilla	685	325	299	1976	1953
2005	44231	Torrijas	494	694	440	2639	2639
2005	44232	Torrijo del Campo	1059	1839	1821	9103	9103
2005	44234	Tramacastiel	654	573	475	3087	3087
2005	44235	Tramacastilla	343	509	323	968	968
2005	44236	Tronchón	359	487	480	1679	1638
2005	44237	Urrea de Gaén	711	1823	1807	8129	8129
2005	44238	Utrillas	559	461	459	2983	2983
2005	44239	Valacloche	302	171	148	891	891
2005	44240	Valbona	514	701	630	3777	3777
2005	44241	Valdealgorfa	793	856	815	3422	3422
2005	44243	Valdecuenca	283	190	188	564	555
2005	44244	Valdelinares	327	1229	817	2451	2451
2005	44245	Valdeltormo	396	354	351	1965	1964
2005	44246	Valderrobres	1732	3180	2914	17486	17486
2005	44247	Valjunquera	611	897	863	4314	4309
2005	44249	Vallecillo (El)	170	335	133	400	400
2005	44250	Veguillas de la Sierra	179	145	101	303	303
2005	44251	Villafranca del Campo	746	3653	3653	25571	24885
2005	44252	Villahermosa del Campo	179	672	671	5368	5368
2005	44256	Villanueva del Rebollar de la Sierra	150	481	480	1920	1908
2005	44257	Villar del Cobo	409	1201	478	1433	1433
2005	44258	Villar del Salz	227	381	381	2286	2284
2005	44260	Villarluengo	424	2002	1625	4874	4874
2005	44261	Villarquemado	712	4731	4731	21290	21290
2005	44262	Villarroya de los Pinares	266	871	757	4919	4919
2005	44263	Villastar	748	1168	1166	7579	7579
2005	44264	Villel	1374	1518	1465	11718	11718
2005	44265	Vinaceite	430	2512	2512	20096	20096
2005	44266	Visiedo	332	1286	1286	6430	6430
2005	44267	Vivel del Río Martín	622	994	994	3976	3976
2005	44268	Zoma (La)	135	152	149	447	447
2005	50001	Abanto	382	1020	729	2188	2180
2005	50002	Acered	414	820	733	5128	5128
2005	50003	Agón	567	1447	1434	9320	9320
2005	50004	Aguarón	511	1809	1682	11268	11236
2005	50005	Aguilón	227	1404	1254	6271	6270
2005	50006	Ainzón	1222	2016	1978	10877	10866
2005	50007	Aladrén	80	213	146	874	870
2005	50008	Alagón	717	8233	7633	49617	49617
2005	50009	Alarba	351	606	580	1741	1724
2005	50010	Alberite de San Juan	467	520	479	3354	3353
2005	50011	Albeta	102	172	150	1123	1123
2005	50012	Alborge	83	606	558	3350	3318
2005	50013	Alcalá de Ebro	410	2910	2891	17344	17343
2005	50014	Alcalá de Moncayo	321	673	665	5319	5296
2005	50015	Alconchel de Ariza	349	826	740	3702	3698
2005	50016	Aldehuela de Liestos	370	573	571	1713	1712
2005	50017	Alfajarín	665	6353	6161	33886	33886
2005	50018	Alfamén	716	13851	13638	107744	107744
2005	50019	Alforque	93	709	619	3096	3089
2005	50020	Alhama de Aragón	648	1037	973	6323	6323
2005	50021	Almochuel	192	895	772	5401	5397
2005	50022	Almolda (La)	656	3492	3130	20345	20345
2005	50023	Almonacid de la Cuba	675	2061	2017	12102	12101
2005	50024	Almonacid de la Sierra	559	8265	8188	49130	49130
2005	50025	Almunia de Doña Godina (La)	1438	18871	18443	160458	160355
2005	50026	Alpartir	285	893	779	5063	5036
2005	50027	Ambel	772	1347	1266	8231	8098
2005	50028	Anento	429	834	827	5374	5367
2005	50029	Aniñón	383	1619	1363	5450	5399
2005	50030	Añón de Moncayo	735	946	757	3784	3779
2005	50031	Aranda de Moncayo	904	1561	1391	5285	5214
2005	50032	Arándiga	943	1773	1752	8758	8758
2005	50033	Ardisa	87	723	632	3979	3979
2005	50034	Ariza	384	2879	2279	11397	11320
2005	50035	Artieda	63	566	339	2031	2028
2005	50036	Asín	166	629	598	3890	3885
2005	50037	Atea	592	997	916	2749	2749
2005	50038	Ateca	1500	3273	2981	19376	19208
2005	50039	Azuara	605	5559	4956	39649	39649
2005	50040	Badules	160	712	553	1660	1641
2005	50041	Bagüés	43	337	149	654	654
2005	50042	Balconchán	227	290	261	783	543
2005	50043	Bárboles	324	4279	4279	21823	21695
2005	50044	Bardallur	552	2253	2168	6504	6504
2005	50045	Belchite	1535	9631	8908	57905	57905
2005	50046	Belmonte de Gracián	327	1370	1236	8654	8561
2005	50047	Berdejo	266	217	148	443	443
2005	50048	Berrueco	98	280	227	1361	1361
2005	50050	Bijuesca	815	1073	1023	6136	6136
2005	50051	Biota	1235	10191	9965	69752	69748
2005	50052	Bisimbre	230	918	886	5761	5761
2005	50053	Boquiñeni	645	3641	3578	18605	18605
2005	50054	Bordalba	179	816	728	4734	4734
2005	50055	Borja	990	6728	5666	48786	48775
2005	50056	Botorrita	276	1514	1341	8049	8049
2005	50057	Brea de Aragón	85	331	213	938	938
2005	50058	Bubierca	334	877	832	2496	2496
2005	50059	Bujaraloz	470	6956	6657	19971	19971
2005	50060	Bulbuente	759	1060	1052	6838	6835
2005	50061	Bureta	505	659	651	4556	4555
2005	50062	Burgo de Ebro (El)	856	5530	5305	23870	23864
2005	50063	Buste (El)	198	143	137	821	821
2005	50064	Cabañas de Ebro	305	2721	2700	17548	17534
2005	50065	Cabolafuente	616	880	868	4339	4325
2005	50066	Cadrete	278	939	856	4880	4880
2005	50067	Calatayud	1250	8146	6764	37202	37202
2005	50068	Calatorao	1528	10732	10600	31800	31776
2005	50069	Calcena	525	235	122	547	545
2005	50070	Calmarza	392	551	516	4130	4130
2005	50071	Campillo de Aragón	273	784	434	2169	2169
2005	50072	Carenas	499	581	499	2993	2993
2005	50073	Cariñena	1698	8946	8936	49146	49146
2005	50074	Caspe	4270	32104	31667	259671	259277
2005	50075	Castejón de Alarba	237	446	407	1220	1220
2005	50076	Castejón de las Armas	420	563	526	3156	3095
2005	50077	Castejón de Valdejasa	190	3112	2643	17178	17178
2005	50078	Castiliscar	415	4134	3939	27574	27571
2005	50079	Cervera de la Cañada	234	1430	1159	6954	6954
2005	50080	Cerveruela	10	256	95	285	285
2005	50081	Cetina	1384	2648	2604	10156	10151
2005	50082	Cimballa	305	747	713	2854	2852
2005	50083	Cinco Olivas	136	421	389	1168	1149
2005	50084	Clarés de Ribota	327	449	432	1295	1293
2005	50085	Codo	220	773	708	2832	2824
2005	50086	Codos	878	1182	1057	5285	5285
2005	50087	Contamina	281	666	626	4697	4697
2005	50088	Cosuenda	286	1186	1045	7105	7105
2005	50089	Cuarte de Huerva	172	636	629	3774	3772
2005	50090	Cubel	341	1295	921	2764	2757
2005	50091	Cuerlas (Las)	197	948	846	5076	5069
2005	50092	Chiprana	130	5596	5136	15920	15793
2005	50093	Chodes	241	1136	978	2933	2933
2005	50094	Daroca	791	3690	3379	20273	20244
2005	50095	Ejea de los Caballeros	2552	91062	77617	447849	447322
2005	50096	Embid de Ariza	345	870	856	2567	2567
2005	50098	Encinacorba	157	788	527	2107	2107
2005	50099	Épila	988	20303	18677	141756	141756
2005	50100	Erla	348	2515	2432	15811	15811
2005	50101	Escatrón	1088	2701	2608	22691	22690
2005	50102	Fabara	1168	4487	4430	21709	21693
2005	50104	Farlete	272	2605	1560	12480	12480
2005	50105	Fayón	245	787	615	5108	5108
2005	50106	Fayos (Los)	223	195	181	907	907
2005	50107	Figueruelas	231	3949	3948	11844	9874
2005	50108	Fombuena	212	204	162	487	486
2005	50109	Frago (El)	154	541	333	1997	1990
2005	50110	Frasno (El)	1114	1205	1136	6248	6190
2005	50111	Fréscano	225	2149	2033	9655	9543
2005	50113	Fuendejalón	1279	3370	3112	20231	20231
2005	50114	Fuendetodos	189	1129	892	7139	7125
2005	50115	Fuentes de Ebro	1990	9686	9193	59755	59742
2005	50116	Fuentes de Jiloca	422	1510	1408	8450	8446
2005	50117	Gallocanta	202	601	550	3300	3292
2005	50118	Gallur	659	8742	8126	65010	65010
2005	50119	Gelsa	846	6116	5407	55152	55152
2005	50120	Godojos	234	330	318	953	953
2005	50121	Gotor	769	655	634	3168	3160
2005	50122	Grisel	646	799	711	3553	3545
2005	50123	Grisén	190	1901	1798	11687	11687
2005	50124	Herrera de los Navarros	882	2983	2862	22900	22900
2005	50125	Ibdes	779	2250	2169	16267	16267
2005	50126	Illueca	130	687	659	2638	1430
2005	50128	Isuerre	67	446	382	1145	1145
2005	50129	Jaraba	205	965	793	6342	6320
2005	50130	Jarque	1134	1346	1261	5045	5044
2005	50131	Jaulín	229	1296	945	5200	5154
2005	50132	Joyosa (La)	178	2039	2014	10294	10268
2005	50133	Lagata	333	893	892	5798	5798
2005	50134	Langa del Castillo	469	1490	935	2805	2805
2005	50135	Layana	107	552	550	2915	2915
2005	50136	Lécera	405	2741	2238	17902	17902
2005	50137	Leciñena	541	5442	3290	19741	19741
2005	50138	Lechón	57	843	786	2751	2751
2005	50139	Letux	685	1598	1489	9678	9597
2005	50140	Litago	537	766	720	3600	3598
2005	50141	Lituénigo	363	331	285	1140	1140
2005	50142	Lobera de Onsella	140	365	292	1283	1283
2005	50143	Longares	460	2889	2860	15444	15444
2005	50144	Longás	90	501	228	1001	983
2005	50146	Lucena de Jalón	208	3631	3571	17856	17850
2005	50147	Luceni	567	5427	5257	33644	33644
2005	50148	Luesia	577	2674	2292	18333	18331
2005	50149	Luesma	191	323	247	740	740
2005	50150	Lumpiaque	422	1673	1558	10124	10094
2005	50151	Luna	781	19626	17760	154514	154511
2005	50152	Maella	904	7505	6627	31810	31810
2005	50153	Magallón	958	3932	3310	24824	24824
2005	50154	Mainar	313	1166	1031	3094	3093
2005	50155	Malanquilla	265	600	463	1390	1390
2005	50156	Maleján	17	5	5	33	32
2005	50157	Malón	586	1101	1086	6514	6509
2005	50159	Maluenda	1064	2488	2369	11843	11843
2005	50160	Mallén	1346	7561	7400	51800	51632
2005	50161	Manchones	253	929	776	4658	4658
2005	50162	Mara	425	1236	1224	5507	5507
2005	50163	María de Huerva	1018	2419	2368	14208	14208
2005	50164	Mediana de Aragón	588	2028	1851	16656	16636
2005	50165	Mequinenza	1340	6585	6265	25062	25062
2005	50166	Mesones de Isuela	385	1182	961	4803	4800
2005	50167	Mezalocha	366	2023	1927	15418	15414
2005	50168	Mianos	68	493	404	2627	2312
2005	50169	Miedes de Aragón	237	1941	1084	4334	4334
2005	50170	Monegrillo	327	6582	4848	21815	21789
2005	50171	Moneva	298	966	898	6418	6418
2005	50172	Monreal de Ariza	691	2956	2876	11505	11479
2005	50173	Monterde	392	1808	1314	7881	7881
2005	50174	Montón	166	1070	844	4219	4219
2005	50175	Morata de Jalón	1395	1744	1723	5170	5147
2005	50176	Morata de Jiloca	466	1454	1368	6154	6154
2005	50177	Morés	154	869	660	2968	2968
2005	50178	Moros	1104	3703	3612	21673	21642
2005	50179	Moyuela	772	1348	1334	8669	8664
2005	50180	Mozota	189	526	508	2792	2778
2005	50181	Muel	728	3147	3045	13703	13698
2005	50182	Muela (La)	261	3707	3127	9381	9354
2005	50183	Munébrega	958	1488	1410	11277	11277
2005	50184	Murero	216	667	595	3572	3572
2005	50185	Murillo de Gállego	298	742	613	3680	3678
2005	50186	Navardún	76	808	784	3447	3440
2005	50187	Nigüella	268	683	464	2090	2090
2005	50188	Nombrevilla	35	361	207	725	725
2005	50189	Nonaspe	486	3230	2598	20788	20788
2005	50190	Novallas	755	2700	2642	18497	18478
2005	50191	Novillas	1068	8963	8694	56511	56224
2005	50192	Nuévalos	124	707	622	4667	4667
2005	50193	Nuez de Ebro	662	2211	2053	11291	11291
2005	50194	Olvés	363	471	448	2238	2230
2005	50195	Orcajo	330	377	332	997	997
2005	50196	Orera	90	453	307	922	922
2005	50197	Orés	224	984	811	5269	5265
2005	50198	Oseja	144	102	72	253	253
2005	50199	Osera de Ebro	383	5206	4531	27187	27187
2005	50200	Paniza	442	1517	1405	8709	8709
2005	50201	Paracuellos de Jiloca	298	1954	1663	10809	10809
2005	50202	Paracuellos de la Ribera	521	939	918	5509	5500
2005	50203	Pastriz	899	4962	4752	38014	38014
2005	50204	Pedrola	1022	8105	7973	39867	39863
2005	50205	Pedrosas (Las)	124	926	918	7343	7341
2005	50206	Perdiguera	323	3281	2318	16223	16223
2005	50207	Piedratajada	88	1280	1238	4952	4947
2005	50208	Pina de Ebro	1371	22190	18983	123388	122575
2005	50209	Pinseque	527	4211	3982	21903	21903
2005	50210	Pintanos (Los)	162	1016	687	2061	2045
2005	50211	Plasencia de Jalón	474	2727	2703	13514	13504
