Municipio código	Municipio nombre	Grupo clase explotación	Explotaciones
22029	Antillón	b) Con tierras labradas, pastos permanentes y otras tierras	16
22029	Antillón	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22029	Antillón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
22029	Antillón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	14
22029	Antillón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22032	Aragüés del Puerto	b) Con tierras labradas, pastos permanentes y otras tierras	3
22032	Aragüés del Puerto	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
22032	Aragüés del Puerto	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
22032	Aragüés del Puerto	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
22035	Arén	a) Sin tierras	2
22035	Arén	b) Con tierras labradas, pastos permanentes y otras tierras	26
22035	Arén	c) Con tierras labradas, pastos permanentes y sin otras tierras	14
22035	Arén	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
22035	Arén	e) Con tierras labradas, sin pastos permanentes ni otras tierras	18
22035	Arén	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22035	Arén	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	13
22036	Argavieso	a) Sin tierras	2
22036	Argavieso	b) Con tierras labradas, pastos permanentes y otras tierras	2
22036	Argavieso	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22036	Argavieso	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
22036	Argavieso	e) Con tierras labradas, sin pastos permanentes ni otras tierras	14
22036	Argavieso	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22037	Arguis	b) Con tierras labradas, pastos permanentes y otras tierras	4
22037	Arguis	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22037	Arguis	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
22037	Arguis	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
22037	Arguis	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22037	Arguis	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22039	Ayerbe	b) Con tierras labradas, pastos permanentes y otras tierras	6
22039	Ayerbe	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
22039	Ayerbe	d) Con tierras labradas y otras tierras, y sin pastos permanentes	31
22039	Ayerbe	e) Con tierras labradas, sin pastos permanentes ni otras tierras	48
22039	Ayerbe	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22040	Azanuy-Alins	a) Sin tierras	1
22040	Azanuy-Alins	b) Con tierras labradas, pastos permanentes y otras tierras	5
22040	Azanuy-Alins	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
22040	Azanuy-Alins	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
22040	Azanuy-Alins	e) Con tierras labradas, sin pastos permanentes ni otras tierras	38
22040	Azanuy-Alins	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
22041	Azara	d) Con tierras labradas y otras tierras, y sin pastos permanentes	14
22041	Azara	e) Con tierras labradas, sin pastos permanentes ni otras tierras	25
22042	Azlor	b) Con tierras labradas, pastos permanentes y otras tierras	4
22042	Azlor	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
22042	Azlor	d) Con tierras labradas y otras tierras, y sin pastos permanentes	15
22042	Azlor	e) Con tierras labradas, sin pastos permanentes ni otras tierras	18
22043	Baells	a) Sin tierras	1
22043	Baells	b) Con tierras labradas, pastos permanentes y otras tierras	11
22043	Baells	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22043	Baells	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
22043	Baells	e) Con tierras labradas, sin pastos permanentes ni otras tierras	19
22043	Baells	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22044	Bailo	a) Sin tierras	1
22044	Bailo	b) Con tierras labradas, pastos permanentes y otras tierras	18
22044	Bailo	c) Con tierras labradas, pastos permanentes y sin otras tierras	14
22044	Bailo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	13
22044	Bailo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	13
22044	Bailo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	8
22044	Bailo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
22045	Baldellou	b) Con tierras labradas, pastos permanentes y otras tierras	2
22045	Baldellou	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22045	Baldellou	d) Con tierras labradas y otras tierras, y sin pastos permanentes	19
22045	Baldellou	e) Con tierras labradas, sin pastos permanentes ni otras tierras	28
22046	Ballobar	a) Sin tierras	1
22046	Ballobar	b) Con tierras labradas, pastos permanentes y otras tierras	9
22046	Ballobar	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22046	Ballobar	d) Con tierras labradas y otras tierras, y sin pastos permanentes	23
22046	Ballobar	e) Con tierras labradas, sin pastos permanentes ni otras tierras	108
22046	Ballobar	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22046	Ballobar	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
22046	Ballobar	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
22047	Banastás	b) Con tierras labradas, pastos permanentes y otras tierras	1
22047	Banastás	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
22047	Banastás	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
22047	Banastás	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22048	Barbastro	a) Sin tierras	7
22048	Barbastro	b) Con tierras labradas, pastos permanentes y otras tierras	18
22048	Barbastro	c) Con tierras labradas, pastos permanentes y sin otras tierras	17
22048	Barbastro	d) Con tierras labradas y otras tierras, y sin pastos permanentes	102
22048	Barbastro	e) Con tierras labradas, sin pastos permanentes ni otras tierras	218
22048	Barbastro	f) Sin tierras labradas, con pastos permanentes y con otras tierras	6
22048	Barbastro	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
22048	Barbastro	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	4
22049	Barbués	b) Con tierras labradas, pastos permanentes y otras tierras	2
22049	Barbués	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22049	Barbués	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
22049	Barbués	e) Con tierras labradas, sin pastos permanentes ni otras tierras	20
22050	Barbuñales	b) Con tierras labradas, pastos permanentes y otras tierras	1
22050	Barbuñales	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
22050	Barbuñales	e) Con tierras labradas, sin pastos permanentes ni otras tierras	13
22050	Barbuñales	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22051	Bárcabo	b) Con tierras labradas, pastos permanentes y otras tierras	19
22051	Bárcabo	c) Con tierras labradas, pastos permanentes y sin otras tierras	10
22051	Bárcabo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
22051	Bárcabo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	10
22051	Bárcabo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	8
22051	Bárcabo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	12
22052	Belver de Cinca	a) Sin tierras	9
22052	Belver de Cinca	b) Con tierras labradas, pastos permanentes y otras tierras	4
22052	Belver de Cinca	c) Con tierras labradas, pastos permanentes y sin otras tierras	13
22052	Belver de Cinca	d) Con tierras labradas y otras tierras, y sin pastos permanentes	54
22052	Belver de Cinca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	139
22052	Belver de Cinca	f) Sin tierras labradas, con pastos permanentes y con otras tierras	4
22052	Belver de Cinca	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
22052	Belver de Cinca	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	5
22053	Benabarre	a) Sin tierras	10
22053	Benabarre	b) Con tierras labradas, pastos permanentes y otras tierras	38
22053	Benabarre	c) Con tierras labradas, pastos permanentes y sin otras tierras	24
22053	Benabarre	d) Con tierras labradas y otras tierras, y sin pastos permanentes	43
22053	Benabarre	e) Con tierras labradas, sin pastos permanentes ni otras tierras	32
22053	Benabarre	f) Sin tierras labradas, con pastos permanentes y con otras tierras	4
22053	Benabarre	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	11
22053	Benabarre	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
22054	Benasque	b) Con tierras labradas, pastos permanentes y otras tierras	10
22054	Benasque	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
22054	Benasque	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
22054	Benasque	f) Sin tierras labradas, con pastos permanentes y con otras tierras	7
22054	Benasque	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	18
22055	Berbegal	b) Con tierras labradas, pastos permanentes y otras tierras	5
22055	Berbegal	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22055	Berbegal	d) Con tierras labradas y otras tierras, y sin pastos permanentes	25
22055	Berbegal	e) Con tierras labradas, sin pastos permanentes ni otras tierras	54
22055	Berbegal	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22055	Berbegal	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22055	Berbegal	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
22057	Bielsa	a) Sin tierras	1
22057	Bielsa	b) Con tierras labradas, pastos permanentes y otras tierras	9
22057	Bielsa	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22057	Bielsa	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
22057	Bielsa	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
22057	Bielsa	f) Sin tierras labradas, con pastos permanentes y con otras tierras	4
22057	Bielsa	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	6
22058	Bierge	b) Con tierras labradas, pastos permanentes y otras tierras	18
22058	Bierge	c) Con tierras labradas, pastos permanentes y sin otras tierras	12
22058	Bierge	d) Con tierras labradas y otras tierras, y sin pastos permanentes	22
22058	Bierge	e) Con tierras labradas, sin pastos permanentes ni otras tierras	26
22058	Bierge	f) Sin tierras labradas, con pastos permanentes y con otras tierras	11
22058	Bierge	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	22
22059	Biescas	a) Sin tierras	3
22059	Biescas	b) Con tierras labradas, pastos permanentes y otras tierras	24
22059	Biescas	c) Con tierras labradas, pastos permanentes y sin otras tierras	13
22059	Biescas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
22059	Biescas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
22059	Biescas	f) Sin tierras labradas, con pastos permanentes y con otras tierras	24
22059	Biescas	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	5
22060	Binaced	a) Sin tierras	9
22060	Binaced	b) Con tierras labradas, pastos permanentes y otras tierras	19
22060	Binaced	c) Con tierras labradas, pastos permanentes y sin otras tierras	16
22060	Binaced	d) Con tierras labradas y otras tierras, y sin pastos permanentes	48
22060	Binaced	e) Con tierras labradas, sin pastos permanentes ni otras tierras	174
22060	Binaced	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22060	Binaced	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
22060	Binaced	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
22061	Binéfar	a) Sin tierras	4
22061	Binéfar	b) Con tierras labradas, pastos permanentes y otras tierras	12
22061	Binéfar	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
22061	Binéfar	d) Con tierras labradas y otras tierras, y sin pastos permanentes	48
22061	Binéfar	e) Con tierras labradas, sin pastos permanentes ni otras tierras	105
22061	Binéfar	f) Sin tierras labradas, con pastos permanentes y con otras tierras	4
22061	Binéfar	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22061	Binéfar	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
22062	Bisaurri	a) Sin tierras	2
22062	Bisaurri	b) Con tierras labradas, pastos permanentes y otras tierras	13
22062	Bisaurri	c) Con tierras labradas, pastos permanentes y sin otras tierras	11
22062	Bisaurri	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
22062	Bisaurri	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
22062	Bisaurri	f) Sin tierras labradas, con pastos permanentes y con otras tierras	15
22062	Bisaurri	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	5
22063	Biscarrués	a) Sin tierras	1
22063	Biscarrués	b) Con tierras labradas, pastos permanentes y otras tierras	4
22063	Biscarrués	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22063	Biscarrués	d) Con tierras labradas y otras tierras, y sin pastos permanentes	16
22063	Biscarrués	e) Con tierras labradas, sin pastos permanentes ni otras tierras	28
22064	Blecua y Torres	a) Sin tierras	1
22064	Blecua y Torres	b) Con tierras labradas, pastos permanentes y otras tierras	1
22064	Blecua y Torres	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22064	Blecua y Torres	d) Con tierras labradas y otras tierras, y sin pastos permanentes	11
22064	Blecua y Torres	e) Con tierras labradas, sin pastos permanentes ni otras tierras	29
22066	Boltaña	a) Sin tierras	2
22066	Boltaña	b) Con tierras labradas, pastos permanentes y otras tierras	22
22066	Boltaña	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22066	Boltaña	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
22066	Boltaña	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
22066	Boltaña	f) Sin tierras labradas, con pastos permanentes y con otras tierras	7
22066	Boltaña	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
22067	Bonansa	b) Con tierras labradas, pastos permanentes y otras tierras	8
22067	Bonansa	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
22067	Bonansa	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22067	Bonansa	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22068	Borau	b) Con tierras labradas, pastos permanentes y otras tierras	3
22068	Borau	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22068	Borau	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22069	Broto	a) Sin tierras	2
22069	Broto	b) Con tierras labradas, pastos permanentes y otras tierras	17
22069	Broto	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
22069	Broto	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
22069	Broto	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
22069	Broto	f) Sin tierras labradas, con pastos permanentes y con otras tierras	16
22069	Broto	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	8
22072	Caldearenas	a) Sin tierras	2
22072	Caldearenas	b) Con tierras labradas, pastos permanentes y otras tierras	19
22072	Caldearenas	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
22072	Caldearenas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
22072	Caldearenas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	12
22072	Caldearenas	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
22072	Caldearenas	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	13
22074	Campo	a) Sin tierras	2
22074	Campo	b) Con tierras labradas, pastos permanentes y otras tierras	1
22074	Campo	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
22074	Campo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
22074	Campo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
22074	Campo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
22075	Camporrells	a) Sin tierras	2
22075	Camporrells	b) Con tierras labradas, pastos permanentes y otras tierras	7
22075	Camporrells	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
22075	Camporrells	d) Con tierras labradas y otras tierras, y sin pastos permanentes	19
22075	Camporrells	e) Con tierras labradas, sin pastos permanentes ni otras tierras	12
22075	Camporrells	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22075	Camporrells	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
22075	Camporrells	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
22076	Canal de Berdún	a) Sin tierras	1
22076	Canal de Berdún	b) Con tierras labradas, pastos permanentes y otras tierras	24
22076	Canal de Berdún	c) Con tierras labradas, pastos permanentes y sin otras tierras	9
22076	Canal de Berdún	d) Con tierras labradas y otras tierras, y sin pastos permanentes	22
22076	Canal de Berdún	e) Con tierras labradas, sin pastos permanentes ni otras tierras	39
22076	Canal de Berdún	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
22076	Canal de Berdún	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
22077	Candasnos	b) Con tierras labradas, pastos permanentes y otras tierras	2
22077	Candasnos	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
22077	Candasnos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	18
22077	Candasnos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	75
22077	Candasnos	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22077	Candasnos	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
22078	Canfranc	b) Con tierras labradas, pastos permanentes y otras tierras	1
22078	Canfranc	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
22078	Canfranc	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22078	Canfranc	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22079	Capdesaso	b) Con tierras labradas, pastos permanentes y otras tierras	2
22079	Capdesaso	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22079	Capdesaso	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
22079	Capdesaso	e) Con tierras labradas, sin pastos permanentes ni otras tierras	13
22080	Capella	a) Sin tierras	2
22080	Capella	b) Con tierras labradas, pastos permanentes y otras tierras	12
22080	Capella	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
22080	Capella	d) Con tierras labradas y otras tierras, y sin pastos permanentes	21
22080	Capella	e) Con tierras labradas, sin pastos permanentes ni otras tierras	21
22080	Capella	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22081	Casbas de Huesca	b) Con tierras labradas, pastos permanentes y otras tierras	21
22081	Casbas de Huesca	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
22081	Casbas de Huesca	d) Con tierras labradas y otras tierras, y sin pastos permanentes	31
22081	Casbas de Huesca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	29
22081	Casbas de Huesca	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22081	Casbas de Huesca	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	9
22082	Castejón del Puente	b) Con tierras labradas, pastos permanentes y otras tierras	2
22082	Castejón del Puente	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22082	Castejón del Puente	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
22082	Castejón del Puente	e) Con tierras labradas, sin pastos permanentes ni otras tierras	32
22082	Castejón del Puente	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
22082	Castejón del Puente	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
22083	Castejón de Monegros	a) Sin tierras	7
22083	Castejón de Monegros	b) Con tierras labradas, pastos permanentes y otras tierras	4
22083	Castejón de Monegros	c) Con tierras labradas, pastos permanentes y sin otras tierras	9
22083	Castejón de Monegros	d) Con tierras labradas y otras tierras, y sin pastos permanentes	25
22083	Castejón de Monegros	e) Con tierras labradas, sin pastos permanentes ni otras tierras	80
22083	Castejón de Monegros	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22083	Castejón de Monegros	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22084	Castejón de Sos	b) Con tierras labradas, pastos permanentes y otras tierras	3
22084	Castejón de Sos	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
22084	Castejón de Sos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
22084	Castejón de Sos	f) Sin tierras labradas, con pastos permanentes y con otras tierras	11
22084	Castejón de Sos	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	9
22085	Castelflorite	a) Sin tierras	1
22085	Castelflorite	b) Con tierras labradas, pastos permanentes y otras tierras	3
22085	Castelflorite	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
22085	Castelflorite	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
22085	Castelflorite	e) Con tierras labradas, sin pastos permanentes ni otras tierras	24
22086	Castiello de Jaca	a) Sin tierras	1
22086	Castiello de Jaca	b) Con tierras labradas, pastos permanentes y otras tierras	5
22086	Castiello de Jaca	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22086	Castiello de Jaca	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
22086	Castiello de Jaca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
22086	Castiello de Jaca	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
22087	Castigaleu	b) Con tierras labradas, pastos permanentes y otras tierras	11
22087	Castigaleu	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22087	Castigaleu	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
22087	Castigaleu	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
22087	Castigaleu	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
22088	Castillazuelo	b) Con tierras labradas, pastos permanentes y otras tierras	7
22088	Castillazuelo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	11
22088	Castillazuelo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	28
22089	Castillonroy	a) Sin tierras	3
22089	Castillonroy	b) Con tierras labradas, pastos permanentes y otras tierras	5
22089	Castillonroy	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
22089	Castillonroy	d) Con tierras labradas y otras tierras, y sin pastos permanentes	15
22089	Castillonroy	e) Con tierras labradas, sin pastos permanentes ni otras tierras	43
22089	Castillonroy	f) Sin tierras labradas, con pastos permanentes y con otras tierras	5
22089	Castillonroy	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
22090	Colungo	b) Con tierras labradas, pastos permanentes y otras tierras	6
22090	Colungo	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22090	Colungo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	20
22090	Colungo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	14
22090	Colungo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22094	Chalamera	b) Con tierras labradas, pastos permanentes y otras tierras	3
22094	Chalamera	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
22094	Chalamera	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
22094	Chalamera	e) Con tierras labradas, sin pastos permanentes ni otras tierras	11
22094	Chalamera	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22094	Chalamera	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22095	Chía	a) Sin tierras	1
22095	Chía	b) Con tierras labradas, pastos permanentes y otras tierras	5
22095	Chía	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22095	Chía	f) Sin tierras labradas, con pastos permanentes y con otras tierras	4
22096	Chimillas	b) Con tierras labradas, pastos permanentes y otras tierras	1
22096	Chimillas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
22096	Chimillas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
22099	Esplús	a) Sin tierras	3
22099	Esplús	b) Con tierras labradas, pastos permanentes y otras tierras	6
22099	Esplús	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
22099	Esplús	d) Con tierras labradas y otras tierras, y sin pastos permanentes	25
22099	Esplús	e) Con tierras labradas, sin pastos permanentes ni otras tierras	67
22099	Esplús	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22099	Esplús	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
22099	Esplús	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	3
22102	Estada	a) Sin tierras	1
22102	Estada	b) Con tierras labradas, pastos permanentes y otras tierras	1
22102	Estada	d) Con tierras labradas y otras tierras, y sin pastos permanentes	14
22102	Estada	e) Con tierras labradas, sin pastos permanentes ni otras tierras	12
22102	Estada	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22102	Estada	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
22103	Estadilla	a) Sin tierras	4
22103	Estadilla	b) Con tierras labradas, pastos permanentes y otras tierras	4
22103	Estadilla	c) Con tierras labradas, pastos permanentes y sin otras tierras	10
22103	Estadilla	d) Con tierras labradas y otras tierras, y sin pastos permanentes	31
22103	Estadilla	e) Con tierras labradas, sin pastos permanentes ni otras tierras	76
22103	Estadilla	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22103	Estadilla	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
22103	Estadilla	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
22105	Estopiñán del Castillo	a) Sin tierras	4
22105	Estopiñán del Castillo	b) Con tierras labradas, pastos permanentes y otras tierras	18
22105	Estopiñán del Castillo	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22105	Estopiñán del Castillo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	30
22105	Estopiñán del Castillo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	18
22105	Estopiñán del Castillo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
22105	Estopiñán del Castillo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	12
22106	Fago	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
22107	Fanlo	b) Con tierras labradas, pastos permanentes y otras tierras	5
22107	Fanlo	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
22107	Fanlo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
22107	Fanlo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	10
22107	Fanlo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	13
22109	Fiscal	b) Con tierras labradas, pastos permanentes y otras tierras	21
22109	Fiscal	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
22109	Fiscal	e) Con tierras labradas, sin pastos permanentes ni otras tierras	4
22109	Fiscal	f) Sin tierras labradas, con pastos permanentes y con otras tierras	8
22109	Fiscal	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
22110	Fonz	a) Sin tierras	6
22110	Fonz	b) Con tierras labradas, pastos permanentes y otras tierras	6
22110	Fonz	c) Con tierras labradas, pastos permanentes y sin otras tierras	13
22110	Fonz	d) Con tierras labradas y otras tierras, y sin pastos permanentes	32
22110	Fonz	e) Con tierras labradas, sin pastos permanentes ni otras tierras	114
22110	Fonz	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
22110	Fonz	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
22110	Fonz	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
22111	Foradada del Toscar	a) Sin tierras	3
22111	Foradada del Toscar	b) Con tierras labradas, pastos permanentes y otras tierras	25
22111	Foradada del Toscar	c) Con tierras labradas, pastos permanentes y sin otras tierras	13
22111	Foradada del Toscar	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
22111	Foradada del Toscar	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
22111	Foradada del Toscar	f) Sin tierras labradas, con pastos permanentes y con otras tierras	11
22111	Foradada del Toscar	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	8
22112	Fraga	a) Sin tierras	14
22112	Fraga	b) Con tierras labradas, pastos permanentes y otras tierras	22
22112	Fraga	c) Con tierras labradas, pastos permanentes y sin otras tierras	21
22112	Fraga	d) Con tierras labradas y otras tierras, y sin pastos permanentes	268
22112	Fraga	e) Con tierras labradas, sin pastos permanentes ni otras tierras	490
22112	Fraga	f) Sin tierras labradas, con pastos permanentes y con otras tierras	5
