Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Urbana   Cuota íntegra (euros)	Urbana   Cuota líquida (euros)
2010	50072	Carenas	619	4931	4931	24653	24408
2010	50073	Cariñena	2527	52809	52809	396071	395718
2010	50074	Caspe	7483	153370	153370	1288305	1286975
2010	50075	Castejón de Alarba	210	2541	1087	4349	4349
2010	50076	Castejón de las Armas	238	1048	1048	6814	6812
2010	50077	Castejón de Valdejasa	420	5878	4941	29643	29643
2010	50078	Castiliscar	417	8461	7329	54964	54963
2010	50079	Cervera de la Cañada	429	3441	3441	13763	13762
2010	50080	Cerveruela	114	272	272	1088	1087
2010	50081	Cetina	925	12699	12699	66036	66036
2010	50082	Cimballa	344	4070	3069	18416	18416
2010	50083	Cinco Olivas	190	1862	1862	7446	7446
2010	50084	Clarés de Ribota	338	1885	1613	6453	6452
2010	50085	Codo	364	3138	3138	20397	20397
2010	50086	Codos	569	3224	3224	12897	12884
2010	50087	Contamina	94	443	443	3323	3047
2010	50088	Cosuenda	698	16764	9527	66686	66686
2010	50089	Cuarte de Huerva	9098	985146	572390	4006731	3900991
2010	50090	Cubel	378	2642	2642	10569	10569
2010	50091	Cuerlas (Las)	230	3137	2603	14575	14575
2010	50092	Chiprana	588	6680	6680	30059	30058
2010	50093	Chodes	200	1681	1681	10086	10085
2010	50094	Daroca	2371	84515	72286	397574	323151
2010	50095	Ejea de los Caballeros	13382	577275	475552	2686869	2653140
2010	50096	Embid de Ariza	224	922	922	3688	3688
2010	50098	Encinacorba	406	3074	3074	21516	21515
2010	50099	Épila	3227	91439	91439	766441	761032
2010	50100	Erla	451	5792	5792	40542	40541
2010	50101	Escatrón	1480	31762	31762	193747	193747
2010	50102	Fabara	1097	18869	18869	130194	130193
2010	50104	Farlete	339	4754	4754	21395	21394
2010	50105	Fayón	420	13856	6616	58218	58217
2010	50106	Fayos (Los)	250	1619	1619	12952	12952
2010	50107	Figueruelas	963	137235	137235	686175	673536
2010	50108	Fombuena	127	224	224	898	897
2010	50109	Frago (El)	192	2064	1735	10407	10407
2010	50110	Frasno (El)	942	8226	8226	74033	73711
2010	50111	Fréscano	223	2337	2337	15188	15187
2010	50113	Fuendejalón	794	9676	9676	57089	57088
2010	50114	Fuendetodos	216	6022	3388	13551	13550
2010	50115	Fuentes de Ebro	2924	58615	58615	351689	350464
2010	50116	Fuentes de Jiloca	471	7186	6163	36979	36978
2010	50117	Gallocanta	266	2217	2217	12637	12636
2010	50118	Gallur	2261	40818	40818	326546	325244
2010	50119	Gelsa	900	41698	27685	119046	119046
2010	50120	Godojos	211	1222	1222	6110	6110
2010	50121	Gotor	396	2394	2394	11972	11972
2010	50122	Grisel	183	987	987	5919	5919
2010	50123	Grisén	460	8126	8126	52818	52818
2010	50124	Herrera de los Navarros	1168	8162	8162	53055	53054
2010	50125	Ibdes	696	7397	7397	51779	48186
2010	50126	Illueca	3139	83247	72755	363773	283745
2010	50128	Isuerre	95	1363	1173	7270	7269
2010	50129	Jaraba	541	22564	18721	131048	131048
2010	50130	Jarque	1026	7260	7260	43560	43559
2010	50131	Jaulín	305	3198	3198	15991	15991
2010	50132	Joyosa (La)	682	93883	59231	355384	354912
2010	50133	Lagata	245	3962	2083	8334	8333
2010	50134	Langa del Castillo	396	2293	2293	9170	9082
2010	50135	Layana	149	3745	3144	23581	23581
2010	50136	Lécera	869	22353	10930	54652	54651
2010	50137	Leciñena	872	25451	25451	114531	114531
2010	50138	Lechón	66	1335	1114	4455	4455
2010	50139	Letux	514	11492	5730	22921	22920
2010	50140	Litago	491	6356	2645	15871	15798
2010	50141	Lituénigo	340	4117	2164	10821	10820
2010	50142	Lobera de Onsella	182	890	890	5519	5519
2010	50143	Longares	796	10083	10083	73603	73337
2010	50144	Longás	122	574	574	3559	3558
2010	50146	Lucena de Jalón	310	4208	4208	25250	25249
2010	50147	Luceni	889	15591	15591	88871	88871
2010	50148	Luesia	513	3592	3592	20113	20113
2010	50149	Luesma	177	544	544	2175	2174
2010	50150	Lumpiaque	947	49024	24433	146596	146596
2010	50151	Luna	956	12495	12495	66873	66471
2010	50152	Maella	1854	112306	62806	332871	321313
2010	50153	Magallón	1084	19286	19286	138861	138860
2010	50154	Mainar	200	1953	1953	7813	7813
2010	50155	Malanquilla	299	3376	2791	11165	11165
2010	50156	Maleján	268	4235	3278	27866	27866
2010	50157	Malón	434	5643	5643	46275	46275
2010	50159	Maluenda	816	11927	11927	71565	71564
2010	50160	Mallén	2110	45395	45395	231515	231515
2010	50161	Manchones	235	1393	1393	8495	8495
2010	50162	Mara	336	7187	4813	19251	19250
2010	50163	María de Huerva	3083	85326	85326	554618	553957
2010	50164	Mediana de Aragón	337	2902	2902	20316	20204
2010	50165	Mequinenza	1771	30873	30873	169799	169799
2010	50166	Mesones de Isuela	520	3610	3610	14438	14438
2010	50167	Mezalocha	313	5609	3325	19949	19949
2010	50168	Mianos	51	1435	864	5183	5182
2010	50169	Miedes de Aragón	576	7491	6028	30138	30120
2010	50170	Monegrillo	369	5169	5169	28432	28431
2010	50171	Moneva	281	1376	1376	6812	6811
2010	50172	Monreal de Ariza	390	3622	3622	18111	18111
2010	50173	Monterde	383	2927	2927	19023	19022
2010	50174	Montón	193	1026	1026	4104	4103
2010	50175	Morata de Jalón	1468	23172	23172	92688	92296
2010	50176	Morata de Jiloca	492	4095	4095	28667	28666
2010	50177	Morés	742	7451	7451	40983	40982
2010	50178	Moros	744	6430	5549	33295	33295
2010	50179	Moyuela	554	4766	4766	21448	21448
2010	50180	Mozota	228	5002	3507	21044	21043
2010	50181	Muel	1449	42619	42619	247193	246225
2010	50182	Muela (La)	5713	254340	254340	1780382	1774875
2010	50183	Munébrega	572	10597	6709	37569	37568
2010	50184	Murero	269	3074	2599	16371	16090
2010	50185	Murillo de Gállego	425	3265	3265	14693	14693
2010	50186	Navardún	148	3099	1853	11491	11491
2010	50187	Nigüella	211	1010	1010	4039	4039
2010	50188	Nombrevilla	111	1242	816	3263	3067
2010	50189	Nonaspe	1155	14611	14611	102278	102108
2010	50190	Novallas	721	8617	8617	81864	81808
2010	50191	Novillas	438	7744	7744	52196	52195
2010	50192	Nuévalos	461	14739	7979	55850	55333
2010	50193	Nuez de Ebro	839	109119	48518	194071	191083
2010	50194	Olvés	278	3646	2109	14761	14260
2010	50195	Orcajo	208	746	746	2984	2984
2010	50196	Orera	163	3452	3046	12183	12073
2010	50197	Orés	258	1067	1067	7041	7040
2010	50198	Oseja	104	269	269	1077	1076
2010	50199	Osera de Ebro	497	10490	10490	87063	87063
2010	50200	Paniza	788	19464	14591	103595	103595
2010	50201	Paracuellos de Jiloca	565	8837	8837	53021	53021
2010	50202	Paracuellos de la Ribera	392	1727	1727	11224	11224
2010	50203	Pastriz	980	27820	27820	166921	160738
2010	50204	Pedrola	2468	205458	172594	1001045	997273
2010	50205	Pedrosas (Las)	191	4787	2944	29439	29438
2010	50206	Perdiguera	701	23437	16302	105964	105963
2010	50207	Piedratajada	194	5667	3093	15464	15463
2010	50208	Pina de Ebro	1550	39688	39688	198438	195963
2010	50209	Pinseque	3006	160441	140113	770623	769857
2010	50210	Pintanos (Los)	195	2038	1865	11189	9834
2010	50211	Plasencia de Jalón	384	4936	4936	24679	24679
2010	50212	Pleitas	61	404	404	1886	1886
2010	50213	Plenas	447	2388	2388	9552	9552
2010	50214	Pomer	202	1425	1339	5354	5306
2010	50215	Pozuel de Ariza	247	976	976	3904	3904
2010	50216	Pozuelo de Aragón	368	3725	3725	20489	20489
2010	50217	Pradilla de Ebro	538	8355	8355	65067	64754
2010	50218	Puebla de Albortón	179	1340	1340	5360	5359
2010	50219	Puebla de Alfindén (La)	4997	436365	257804	1134338	1059652
2010	50220	Puendeluna	130	2392	1525	12201	12200
2010	50221	Purujosa	204	230	230	919	919
2010	50222	Quinto	1621	151017	51467	247042	246632
2010	50223	Remolinos	806	10659	10659	69283	69136
2010	50224	Retascón	119	799	799	3196	3195
2010	50225	Ricla	2040	107973	54808	301443	290974
2010	50227	Romanos	152	1579	1579	6317	6317
2010	50228	Rueda de Jalón	352	3631	3631	19973	19973
2010	50229	Ruesca	89	1491	1261	5046	5045
2010	50230	Sádaba	1441	58513	33086	221678	221677
2010	50231	Salillas de Jalón	400	4371	4371	29725	29625
2010	50232	Salvatierra de Esca	372	8255	4116	24696	24695
2010	50233	Samper del Salz	186	1050	1050	4199	4199
2010	50234	San Martín de la Virgen de Moncayo	738	6281	6281	40826	40825
2010	50235	San Mateo de Gállego	3460	204052	138189	829133	825800
2010	50236	Santa Cruz de Grío	369	2274	2274	14780	14779
2010	50237	Santa Cruz de Moncayo	189	2977	1843	10136	10136
2010	50238	Santa Eulalia de Gállego	258	4393	2134	9603	9603
2010	50239	Santed	140	2267	1846	10336	10335
2010	50240	Sástago	1094	22096	22096	114899	114898
2010	50241	Saviñán	681	9944	9944	84528	84528
2010	50242	Sediles	126	815	815	6115	6114
2010	50243	Sestrica	734	4832	4832	31408	30369
2010	50244	Sierra de Luna	376	4989	4989	49887	49887
2010	50245	Sigüés	258	2060	2060	12361	12360
2010	50246	Sisamón	365	1777	1777	7108	7108
2010	50247	Sobradiel	697	87533	47650	190599	190599
2010	50248	Sos del Rey Católico	903	10575	10575	65562	65562
2010	50249	Tabuenca	709	4650	4650	23250	23193
2010	50250	Talamantes	214	929	929	3716	3716
2010	50251	Tarazona	10297	179429	179429	1507205	1494526
2010	50252	Tauste	5590	288543	145931	1037572	1037572
2010	50253	Terrer	672	10049	10049	70345	70345
2010	50254	Tierga	402	2396	2396	9585	9546
2010	50255	Tobed	435	7711	3605	23434	23434
2010	50256	Torralba de los Frailes	340	4480	3807	15227	15226
2010	50257	Torralba de Ribota	306	2028	2028	8111	8111
2010	50258	Torralbilla	218	1096	1096	4384	4383
2010	50259	Torrehermosa	216	3793	2048	8192	8192
2010	50260	Torrelapaja	123	1717	1112	4447	4447
2010	50261	Torrellas	474	7224	3699	29595	29579
2010	50262	Torres de Berrellén	1072	61255	25929	129645	127715
2010	50263	Torrijo de la Cañada	725	9494	6051	36304	35002
2010	50264	Tosos	392	4272	3747	41216	41215
2010	50265	Trasmoz	183	1068	1068	4273	4273
2010	50266	Trasobares	600	1962	1962	7849	7848
2010	50267	Uncastillo	1021	49340	22330	149609	149597
2010	50268	Undués de Lerda	141	677	677	4197	4197
2010	50269	Urrea de Jalón	421	4826	4826	33783	33783
2010	50270	Urriés	139	704	704	2816	2815
2010	50271	Used	604	5835	5835	35013	35012
2010	50272	Utebo	13056	537849	537849	3227096	3051579
2010	50273	Valdehorna	127	544	544	2177	2177
2010	50274	Val de San Martín	142	1573	957	3829	3659
2010	50275	Valmadrid	98	895	895	3580	3579
2010	50276	Valpalmas	203	4875	3089	24711	24711
2010	50277	Valtorres	254	1861	1861	7442	7442
2010	50278	Velilla de Ebro	334	8500	4610	42876	42332
2010	50279	Velilla de Jiloca	282	1607	1607	9641	9640
2010	50280	Vera de Moncayo	648	9799	8428	54782	54782
2010	50281	Vierlas	114	1215	1215	7292	7292
2010	50282	Vilueña (La)	182	1642	1642	7388	7387
2010	50283	Villadoz	169	1039	1039	4156	4156
2010	50284	Villafeliche	409	7616	3755	18776	18775
2010	50285	Villafranca de Ebro	637	11284	11284	84629	84605
2010	50286	Villalba de Perejil	96	627	627	2509	2509
2010	50287	Villalengua	593	6990	4772	28635	26799
2010	50288	Villanueva de Gállego	3037	175842	175842	1142975	1141328
2010	50289	Villanueva de Jiloca	271	2851	2446	9783	8601
2010	50290	Villanueva de Huerva	650	15229	12965	84275	84275
2010	50291	Villar de los Navarros	432	2195	2195	13172	13172
2010	50292	Villarreal de Huerva	283	10181	7569	30276	30276
2010	50293	Villarroya de la Sierra	1113	11838	10033	60198	60134
2010	50294	Villarroya del Campo	210	2843	1963	7851	7850
2010	50295	Vistabella	234	1055	1055	7171	7171
2010	50296	Zaida (La)	468	15523	15523	62091	62091
2010	50297	Zaragoza	468624	21411137	21411137	118082420	116235696
2010	50298	Zuera	5831	307872	270909	1625456	1605045
2010	50901	Biel	542	3939	3939	21662	21661
2010	50902	Marracos	116	1375	1375	8937	8936
2010	50903	Villamayor de Gállego	1659	80691	80691	459941	457360
2011	22001	Abiego	374	3800	3800	28498	28498
2011	22002	Abizanda	89	1352	1352	11494	11494
2011	22003	Adahuesca	186	2389	2389	19110	19110
2011	22004	Agüero	447	2400	2400	23518	23518
2011	22006	Aísa	3267	71702	71702	609464	609463
2011	22007	Albalate de Cinca	751	13783	13783	86835	86835
2011	22008	Albalatillo	261	3031	3031	15153	15153
2011	22009	Albelda	725	9690	9690	48449	48449
2011	22011	Albero Alto	90	2900	2084	8337	8337
2011	22012	Albero Bajo	103	1482	1482	12594	12594
2011	22013	Alberuela de Tubo	173	2457	2457	12286	12286
2011	22014	Alcalá de Gurrea	290	11309	8186	69579	69579
2011	22015	Alcalá del Obispo	415	5337	5337	21348	21348
2011	22016	Alcampell	890	10824	10824	79013	79013
2011	22017	Alcolea de Cinca	1083	17928	17928	116534	116534
2011	22018	Alcubierre	408	4324	4324	31048	31048
2011	22019	Alerre	170	4634	4634	30124	30124
2011	22020	Alfántega	137	1338	1338	12711	12711
2011	22021	Almudévar	2185	68462	62070	434489	432013
2011	22022	Almunia de San Juan	615	8848	8848	56625	56625
2011	22023	Almuniente	360	8427	7319	53430	53430
2011	22024	Alquézar	404	15211	12666	88663	88663
2011	22025	Altorricón	1046	34213	25209	159822	159822
2011	22027	Angüés	477	5215	5215	31288	31288
2011	22028	Ansó	725	19825	11278	62029	62029
2011	22029	Antillón	107	784	784	5485	5485
2011	22032	Aragüés del Puerto	303	10758	4562	34214	34214
2011	22035	Arén	615	5940	5940	35638	35638
2011	22036	Argavieso	124	1244	1244	6842	6842
2011	22037	Arguis	266	4703	4703	28217	28217
2011	22039	Ayerbe	1457	45105	19671	177043	177043
2011	22040	Azanuy-Alins	372	2591	2591	24612	24612
2011	22041	Azara	149	1725	1725	12078	12078
2011	22042	Azlor	172	1566	1566	10959	10959
2011	22043	Baells	173	3387	2680	8041	8041
2011	22044	Bailo	389	10675	4770	31003	31003
2011	22045	Baldellou	201	1485	1485	5941	5941
2011	22046	Ballobar	960	15423	15423	104879	104879
2011	22047	Banastás	185	5362	5362	21449	21449
2011	22048	Barbastro	14338	424046	424046	3595911	3595910
2011	22049	Barbués	71	903	523	2092	2092
2011	22050	Barbuñales	121	1404	1404	8422	8422
2011	22051	Bárcabo	180	1328	1328	6638	6638
2011	22052	Belver de Cinca	883	13854	13854	62343	62343
2011	22053	Benabarre	1396	17145	17145	133730	133730
2011	22054	Benasque	4998	362884	178441	1249085	1249085
2011	22055	Berbegal	312	2980	2980	18478	18478
2011	22057	Bielsa	853	16828	16828	100967	100967
2011	22058	Bierge	350	9745	6774	40647	40647
2011	22059	Biescas	5712	172506	163042	1089121	1089121
2011	22060	Binaced	1090	22815	22815	143052	143052
2011	22061	Binéfar	6966	188505	188505	1819070	1819070
2011	22062	Bisaurri	212	2643	2643	11892	11892
2011	22063	Biscarrués	283	1967	1967	17699	17699
2011	22064	Blecua y Torres	213	5524	2507	14539	14539
2011	22066	Boltaña	1613	33891	33891	291459	291459
2011	22067	Bonansa	101	898	898	5386	5386
2011	22068	Borau	137	1433	1433	8597	8597
2011	22069	Broto	1186	16145	16145	113017	113017
2011	22072	Caldearenas	297	3812	3812	30494	30494
2011	22074	Campo	1091	46625	33057	214868	214868
2011	22075	Camporrells	285	1987	1987	10928	10928
2011	22076	Canal de Berdún	629	17026	11691	70146	70146
2011	22077	Candasnos	387	10176	9835	44259	44259
2011	22078	Canfranc	2101	73586	43592	313862	313862
2011	22079	Capdesaso	167	2130	2130	11714	11714
2011	22080	Capella	361	11379	4848	24242	24242
2011	22081	Casbas de Huesca	550	4615	4615	30461	30461
2011	22082	Castejón del Puente	359	5986	5986	44297	44297
2011	22083	Castejón de Monegros	564	17179	11848	59240	59240
2011	22084	Castejón de Sos	1237	50426	29638	237104	237104
2011	22085	Castelflorite	102	1464	1464	6587	6587
2011	22086	Castiello de Jaca	1191	50357	27652	185267	185267
2011	22087	Castigaleu	52	381	381	2283	2283
2011	22088	Castillazuelo	204	4636	2396	17250	17250
2011	22089	Castillonroy	404	5196	5196	25980	25980
2011	22090	Colungo	191	1331	1331	8654	8654
2011	22094	Chalamera	127	1213	1213	6067	6067
2011	22095	Chía	121	1493	1493	5972	5972
2011	22096	Chimillas	187	6652	6652	39909	39909
2011	22099	Esplús	640	7913	7913	53015	53015
2011	22102	Estada	206	6094	4574	18295	18295
2011	22103	Estadilla	783	26063	18629	113635	113635
2011	22105	Estopiñán del Castillo	344	2666	2666	18659	18659
2011	22106	Fago	133	1867	1012	5061	5061
2011	22107	Fanlo	158	1105	1105	9392	9392
2011	22109	Fiscal	538	8520	8520	80084	80084
2011	22110	Fonz	1032	28477	19756	121695	121695
2011	22111	Foradada del Toscar	209	2188	2188	8753	8753
2011	22112	Fraga	10574	269993	269993	2602735	2602735
2011	22113	Fueva (La)	588	21202	15848	103015	103015
2011	22114	Gistaín	121	1087	1087	5434	5434
2011	22115	Grado (El)	822	36329	32429	158904	158904
2011	22116	Grañén	1428	43359	39884	303117	303117
2011	22117	Graus	3991	151696	119320	811374	811374
2011	22119	Gurrea de Gállego	1314	38322	34865	240569	240568
2011	22122	Hoz de Jaca	226	11974	5529	22116	22116
2011	22124	Huerto	281	3936	3936	19680	19679
2011	22125	Huesca	51836	1577799	1577799	14200190	14200190
2011	22126	Ibieca	131	1134	1134	5669	5669
2011	22127	Igriés	349	8373	8373	58614	58614
2011	22128	Ilche	222	1951	1951	7805	7805
2011	22129	Isábena	389	5359	5359	21435	21435
2011	22130	Jaca	27243	1836788	1084492	6821453	6821453
2011	22131	Jasa	315	12252	4605	34536	34536
2011	22133	Labuerda	215	4716	4716	25941	25941
2011	22135	Laluenga	264	8627	4446	33342	33342
2011	22136	Lalueza	862	28534	22705	188449	174084
2011	22137	Lanaja	1204	30989	25138	218703	196070
2011	22139	Laperdiguera	103	2317	1824	7296	7296
2011	22141	Lascellas-Ponzano	240	2092	2092	12550	12550
2011	22142	Lascuarre	183	1569	1569	12549	12549
2011	22143	Laspaúles	485	6270	6270	43887	43887
2011	22144	Laspuña	354	4262	4262	25574	25574
2011	22149	Loarre	545	5341	5341	21364	21364
2011	22150	Loporzano	711	6067	6067	36399	36399
2011	22151	Loscorrales	143	1108	1108	6647	6647
2011	22155	Monesma y Cajigar	58	314	314	2199	2199
2011	22156	Monflorite-Lascasas	298	4823	4823	30870	30870
2011	22157	Montanuy	356	4082	4082	24492	24492
2011	22158	Monzón	13610	292928	292928	3163628	3153902
2011	22160	Naval	254	2431	2431	20666	20666
2011	22162	Novales	126	3555	2197	10984	10984
2011	22163	Nueno	504	13502	13502	93167	93167
2011	22164	Olvena	80	1341	983	3932	3932
2011	22165	Ontiñena	557	6623	6623	33779	33779
2011	22167	Osso de Cinca	414	6145	6145	31956	31956
2011	22168	Palo	68	3218	2524	15142	15142
2011	22170	Panticosa	3391	210025	104143	593618	593618
2011	22172	Peñalba	511	14418	11668	58339	58339
2011	22173	Peñas de Riglos (Las)	614	7170	7170	43018	43018
2011	22174	Peralta de Alcofea	649	7078	7078	64408	64408
2011	22175	Peralta de Calasanz	510	10662	8650	43250	43250
2011	22176	Peraltilla	163	1722	1722	10330	10330
2011	22177	Perarrúa	179	2194	2194	8777	8777
2011	22178	Pertusa	184	1846	1846	14402	14402
2011	22181	Piracés	74	621	621	3414	3414
2011	22182	Plan	379	3599	3599	21593	21593
2011	22184	Poleñino	193	2757	2757	24816	24816
2011	22186	Pozán de Vero	229	2052	2052	17854	17854
2011	22187	Puebla de Castro (La)	867	18300	17708	97393	97393
2011	22188	Puente de Montañana	236	1376	1376	11696	11696
2011	22189	Puértolas	290	10675	8055	32221	32221
2011	22190	Pueyo de Araguás (El)	195	6791	4200	25202	25202
2011	22193	Pueyo de Santa Cruz	264	3563	3563	34208	34208
2011	22195	Quicena	199	5224	5224	20895	20895
2011	22197	Robres	493	8852	8852	54440	54440
2011	22199	Sabiñánigo	13587	547481	316137	2845230	2724156
2011	22200	Sahún	758	15186	15186	129080	129080
2011	22201	Salas Altas	281	2529	2529	15177	15177
2011	22202	Salas Bajas	201	3539	3539	29550	29550
2011	22203	Salillas	120	2274	1892	7569	7569
2011	22204	Sallent de Gállego	6753	139730	139730	908242	908242
2011	22205	San Esteban de Litera	801	10834	10834	92086	92086
2011	22206	Sangarrén	199	3152	2902	23220	23220
2011	22207	San Juan de Plan	200	2357	2454	14725	14725
2011	22208	Santa Cilia	263	10854	8014	48085	48085
2011	22209	Santa Cruz de la Serós	294	11295	9130	54782	54782
2011	22212	Santaliestra y San Quílez	102	984	984	5511	5511
2011	22213	Sariñena	3392	74978	74978	517345	517345
2011	22214	Secastilla	161	11236	9350	56103	56101
