Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C1+C2+D)	(A) FRUTALES. Total	Manzano	Peral	Membrillero	Albaricoquero	Cerezo y Guindo	Melocotonero	Ciruelo	Higuera	Palmera datilera	Azufaifo y otros	Almendro	Nogal	Avellano	Nectarina	Otros frutales	(B) VIÑEDO. Total	Viñedo de uva de mesa	Viñedo de uva de vino	Viñedo de uva para pasas	(C1) OLIVAR. Total	Olivar de aceituna de mesa y para aceite	(C2) OTROS CULTIVOS LEÑOSOS. Total	(D) VIVEROS. Total
50166	Mesones de Isuela	2017	Regadío	21	16	0	1	0	2	3	0	6	0	0	0	4	0	0	0	0	0	0	0	0	5	5	0	0
50166	Mesones de Isuela	2017	Secano	277	207	0	0	0	0	3	0	0	0	0	0	204	0	0	0	0	30	0	30	0	40	40	0	0
50167	Mezalocha	2017	Regadío	89	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	85	0	85	0	1	1	0	0
50167	Mezalocha	2017	Secano	126	31	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	89	0	89	0	6	6	0	0
50168	Mianos	2017	Regadío											0														
50168	Mianos	2017	Secano											0														
50169	Miedes de Aragón	2017	Regadío	144	74	1	18	0	0	36	2	11	0	0	1	4	1	0	0	0	70	0	70	0	0	0	0	0
50169	Miedes de Aragón	2017	Secano	788	503	4	3	0	0	178	2	18	0	0	0	297	1	0	0	0	282	0	282	0	1	1	2	0
50170	Monegrillo	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50170	Monegrillo	2017	Secano	7	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0
50171	Moneva	2017	Regadío	6	6	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
50171	Moneva	2017	Secano	160	150	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	7	0	7	0	0	0	3	0
50172	Monreal de Ariza	2017	Regadío	19	19	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50172	Monreal de Ariza	2017	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50173	Monterde	2017	Regadío	3	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
50173	Monterde	2017	Secano	36	26	0	0	0	0	3	0	0	0	0	0	23	0	0	0	0	10	0	10	0	0	0	0	0
50174	Montón	2017	Regadío	58	55	3	32	0	0	1	14	4	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0	0
50174	Montón	2017	Secano	41	31	0	0	0	0	2	1	1	0	0	1	26	0	0	0	0	10	0	10	0	0	0	0	0
50175	Morata de Jalón	2017	Regadío	52	33	12	5	0	0	1	3	4	0	0	0	8	0	0	0	0	1	0	1	0	18	18	0	0
50175	Morata de Jalón	2017	Secano	585	341	0	0	0	0	35	0	0	0	0	0	306	0	0	0	0	49	0	49	0	195	195	0	0
50176	Morata de Jiloca	2017	Regadío	118	104	16	62	0	0	9	6	8	0	0	0	3	0	0	0	0	14	0	14	0	0	0	0	0
50176	Morata de Jiloca	2017	Secano	200	144	0	2	0	0	9	1	6	0	0	0	122	0	0	0	4	56	0	56	0	0	0	0	0
50177	Morés	2017	Regadío	73	60	19	12	0	0	5	5	9	0	0	0	9	1	0	0	0	0	0	0	0	13	13	0	0
50177	Morés	2017	Secano	124	104	1	0	0	0	19	0	0	0	0	0	84	0	0	0	0	14	0	14	0	6	6	0	0
50178	Moros	2017	Regadío	175	160	65	28	0	0	30	17	18	0	0	0	2	0	0	0	0	15	0	15	0	0	0	0	0
50178	Moros	2017	Secano	331	170	2	3	0	0	38	3	18	0	0	0	106	0	0	0	0	157	0	157	0	0	0	4	0
50179	Moyuela	2017	Regadío	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
50179	Moyuela	2017	Secano	47	45	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	2	0	2	0	0	0	0	0
50180	Mozota	2017	Regadío	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50180	Mozota	2017	Secano	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0
50181	Muel	2017	Regadío	108	10	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	73	0	73	0	25	25	0	0
50181	Muel	2017	Secano	253	42	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	167	0	167	0	44	44	0	0
50182	Muela (La)	2017	Regadío	22	22	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
50182	Muela (La)	2017	Secano	729	383	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	346	346	0	0
50183	Munébrega	2017	Regadío	157	133	6	8	0	0	101	4	9	0	0	0	4	0	0	1	0	24	0	24	0	0	0	0	0
50183	Munébrega	2017	Secano	880	545	18	1	0	2	213	7	5	0	0	0	298	0	0	1	0	331	0	331	0	4	4	0	0
50184	Murero	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50184	Murero	2017	Secano	137	30	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	106	0	106	0	0	0	1	0
50185	Murillo de Gállego	2017	Regadío	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
50185	Murillo de Gállego	2017	Secano	155	126	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	8	0	8	0	21	21	0	0
50186	Navardún	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50186	Navardún	2017	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50187	Nigüella	2017	Regadío	13	9	0	2	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0	0	0	4	4	0	0
50187	Nigüella	2017	Secano	63	46	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	8	0	8	0	9	9	0	0
50188	Nombrevilla	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50188	Nombrevilla	2017	Secano	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0
50189	Nonaspe	2017	Regadío	409	308	0	1	0	0	8	64	29	0	0	0	174	0	0	32	0	34	0	34	0	67	67	0	0
50189	Nonaspe	2017	Secano	976	603	0	0	0	0	1	42	3	0	0	0	545	0	0	12	0	166	0	166	0	207	207	0	0
50190	Novallas	2017	Regadío	137	46	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	2	0	2	0	89	89	0	0
50190	Novallas	2017	Secano	7	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	3	0	0
50191	Novillas	2017	Regadío	17	7	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	10	0	0
50191	Novillas	2017	Secano	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
50192	Nuévalos	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50192	Nuévalos	2017	Secano	35	29	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	6	0	6	0	0	0	0	0
50193	Nuez de Ebro	2017	Regadío											0														
50193	Nuez de Ebro	2017	Secano											0														
50194	Olvés	2017	Regadío	56	56	0	0	0	0	49	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50194	Olvés	2017	Secano	576	501	2	1	0	0	71	4	4	0	0	0	419	0	0	0	0	71	0	71	0	4	4	0	0
50195	Orcajo	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50195	Orcajo	2017	Secano	55	32	0	0	0	0	1	0	0	0	0	0	31	0	0	0	0	23	0	23	0	0	0	0	0
50196	Orera	2017	Regadío	25	20	0	0	0	0	2	0	10	0	0	0	8	0	0	0	0	2	0	2	0	3	3	0	0
50196	Orera	2017	Secano	305	239	0	0	0	0	43	0	5	0	0	0	191	0	0	0	0	61	0	61	0	3	3	2	0
50197	Orés	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50197	Orés	2017	Secano	124	119	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	4	0	4	0	1	1	0	0
50198	Oseja	2017	Regadío	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
50198	Oseja	2017	Secano	24	23	0	0	0	0	2	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	1	0	0
50199	Osera de Ebro	2017	Regadío	512	438	0	74	0	0	0	17	26	0	0	0	315	0	0	6	0	0	0	0	0	74	74	0	0
50199	Osera de Ebro	2017	Secano	8	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	6	0	0
50200	Paniza	2017	Regadío	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	102	0	0	0	0	0
50200	Paniza	2017	Secano	1447	33	0	0	0	0	3	0	0	0	0	0	30	0	0	0	0	1406	2	1404	0	8	8	0	0
50201	Paracuellos de Jiloca	2017	Regadío	132	131	35	61	0	0	3	19	12	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
50201	Paracuellos de Jiloca	2017	Secano	330	191	0	0	0	0	17	1	1	0	0	0	172	0	0	0	0	138	0	138	0	1	1	0	0
50202	Paracuellos de la Ribera	2017	Regadío	78	77	0	6	0	11	36	1	20	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0
50202	Paracuellos de la Ribera	2017	Secano	89	77	1	0	0	1	47	0	1	0	0	0	27	0	0	0	0	4	0	4	0	8	8	0	0
50203	Pastriz	2017	Regadío											0														
50203	Pastriz	2017	Secano											0														
50204	Pedrola	2017	Regadío	48	18	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	30	30	0	0
50204	Pedrola	2017	Secano	49	33	0	0	0	0	0	0	0	0	0	10	23	0	0	0	0	0	0	0	0	16	16	0	0
50205	Pedrosas (Las)	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50205	Pedrosas (Las)	2017	Secano	79	71	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	4	0	4	0	4	4	0	0
50206	Perdiguera	2017	Regadío	96	96	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
50206	Perdiguera	2017	Secano	298	271	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	3	0	3	0	24	24	0	0
50207	Piedratajada	2017	Regadío	8	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1	0	0
50207	Piedratajada	2017	Secano	19	18	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	1	0	0
50208	Pina de Ebro	2017	Regadío	282	211	14	22	0	15	0	26	0	0	0	0	122	4	0	8	0	0	0	0	0	71	71	0	0
50208	Pina de Ebro	2017	Secano	63	6	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	57	57	0	0
50209	Pinseque	2017	Regadío	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
50209	Pinseque	2017	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50210	Pintanos (Los)	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50210	Pintanos (Los)	2017	Secano	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
50211	Plasencia de Jalón	2017	Regadío	170	157	77	6	0	1	0	19	0	0	0	0	44	0	0	10	0	0	0	0	0	13	13	0	0
50211	Plasencia de Jalón	2017	Secano	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	8	8	0	0
50212	Pleitas	2017	Regadío	14	11	5	2	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0
50212	Pleitas	2017	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50213	Plenas	2017	Regadío	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
50213	Plenas	2017	Secano	368	359	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	7	0	7	0	0	0	2	0
50214	Pomer	2017	Regadío											0														
50214	Pomer	2017	Secano											0														
50215	Pozuel de Ariza	2017	Regadío											0														
50215	Pozuel de Ariza	2017	Secano											0														
50216	Pozuelo de Aragón	2017	Regadío	58	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	38	0	38	0	6	6	0	0
50216	Pozuelo de Aragón	2017	Secano	87	22	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	60	0	60	0	5	5	0	0
50217	Pradilla de Ebro	2017	Regadío	30	29	0	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	1	0	0
50217	Pradilla de Ebro	2017	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50218	Puebla de Albortón	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50218	Puebla de Albortón	2017	Secano	24	23	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	1	0	0
50219	Puebla de Alfindén (La)	2017	Regadío											0														
50219	Puebla de Alfindén (La)	2017	Secano											0														
50220	Puendeluna	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50220	Puendeluna	2017	Secano	10	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	1	1	1	0	0
50221	Purujosa	2017	Regadío											0														
50221	Purujosa	2017	Secano											0														
50222	Quinto	2017	Regadío	397	344	0	39	0	16	0	34	15	1	0	10	223	0	0	2	4	0	0	0	0	53	53	0	0
50222	Quinto	2017	Secano	15	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	3	3	0	0
50223	Remolinos	2017	Regadío	22	21	7	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
50223	Remolinos	2017	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50224	Retascón	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50224	Retascón	2017	Secano	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
50225	Ricla	2017	Regadío	2593	2490	30	15	0	186	1014	826	34	3	0	0	125	0	0	255	2	7	5	2	0	96	96	0	0
50225	Ricla	2017	Secano	252	150	0	0	0	1	46	2	0	0	0	0	100	0	0	1	0	63	0	63	0	39	39	0	0
50227	Romanos	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50227	Romanos	2017	Secano	8	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
50228	Rueda de Jalón	2017	Regadío	333	296	98	110	0	4	0	34	0	0	0	0	36	0	0	14	0	32	0	32	0	5	5	0	0
50228	Rueda de Jalón	2017	Secano	380	246	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	71	0	71	0	63	63	0	0
50229	Ruesca	2017	Regadío	78	27	0	0	0	0	18	0	2	0	0	0	7	0	0	0	0	51	0	51	0	0	0	0	0
50229	Ruesca	2017	Secano	239	143	0	0	0	0	33	0	2	0	0	0	108	0	0	0	0	95	0	95	0	1	1	0	0
50230	Sádaba	2017	Regadío	45	40	0	0	0	0	0	0	0	0	0	0	39	1	0	0	0	0	0	0	0	5	5	0	0
50230	Sádaba	2017	Secano	5	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0
50231	Salillas de Jalón	2017	Regadío	40	39	29	4	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
50231	Salillas de Jalón	2017	Secano	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50232	Salvatierra de Esca	2017	Regadío											0														
50232	Salvatierra de Esca	2017	Secano											0														
50233	Samper del Salz	2017	Regadío	7	6	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
50233	Samper del Salz	2017	Secano	8	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	3	0	0	0	0	0
50234	San Martín de la Virgen de Moncayo	2017	Regadío	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
50234	San Martín de la Virgen de Moncayo	2017	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50235	San Mateo de Gállego	2017	Regadío	16	5	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	11	11	0	0
50235	San Mateo de Gállego	2017	Secano	21	12	0	0	0	0	0	0	0	0	0	2	9	0	0	0	1	3	0	3	0	3	3	3	0
50236	Santa Cruz de Grío	2017	Regadío	22	7	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	15	15	0	0
50236	Santa Cruz de Grío	2017	Secano	175	100	0	0	0	0	40	0	0	0	0	0	60	0	0	0	0	15	0	15	0	60	60	0	0
50237	Santa Cruz de Moncayo	2017	Regadío	14	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	10	10	0	0
50237	Santa Cruz de Moncayo	2017	Secano	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0	0
50238	Santa Eulalia de Gállego	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50238	Santa Eulalia de Gállego	2017	Secano	110	88	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	4	0	4	0	18	18	0	0
50239	Santed	2017	Regadío											0														
50239	Santed	2017	Secano											0														
50240	Sástago	2017	Regadío	787	455	0	23	0	38	85	118	29	0	0	0	31	0	0	130	1	16	16	0	0	316	316	0	0
50240	Sástago	2017	Secano	28	26	0	0	0	1	0	0	0	0	0	0	13	0	0	12	0	0	0	0	0	2	2	0	0
50241	Saviñán	2017	Regadío	163	130	7	17	0	22	31	0	51	0	0	0	1	0	0	0	1	0	0	0	0	33	33	0	0
50241	Saviñán	2017	Secano	158	123	1	0	0	4	27	1	2	0	0	1	84	0	0	0	3	0	0	0	0	35	35	0	0
50242	Sediles	2017	Regadío	20	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	18	0	0
50242	Sediles	2017	Secano	104	85	0	0	0	0	10	0	0	0	0	0	75	0	0	0	0	4	0	4	0	15	15	0	0
50243	Sestrica	2017	Regadío	55	41	0	0	0	0	37	0	0	0	0	0	4	0	0	0	0	0	0	0	0	14	14	0	0
50243	Sestrica	2017	Secano	371	313	0	0	0	0	129	0	3	0	0	0	181	0	0	0	0	7	0	7	0	51	51	0	0
50244	Sierra de Luna	2017	Regadío	22	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	19	19	0	0
50244	Sierra de Luna	2017	Secano	413	335	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	13	0	13	0	65	65	0	0
50245	Sigüés	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50245	Sigüés	2017	Secano	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0
50246	Sisamón	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50246	Sisamón	2017	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50247	Sobradiel	2017	Regadío											0														
50247	Sobradiel	2017	Secano											0														
50248	Sos del Rey Católico	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50248	Sos del Rey Católico	2017	Secano	48	46	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	1	0	1	0	1	1	0	0
50249	Tabuenca	2017	Regadío	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
50249	Tabuenca	2017	Secano	1272	774	0	0	0	0	0	0	0	0	0	1	773	0	0	0	0	401	0	401	0	79	79	18	0
50250	Talamantes	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50250	Talamantes	2017	Secano	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
50251	Tarazona	2017	Regadío	239	116	3	4	0	3	13	0	0	0	0	0	87	6	0	0	0	6	0	6	0	117	117	0	0
50251	Tarazona	2017	Secano	144	97	0	0	0	1	0	0	0	0	0	0	96	0	0	0	0	26	0	26	0	20	20	1	0
50252	Tauste	2017	Regadío	245	79	5	6	0	1	0	3	0	0	0	1	61	1	0	0	1	1	0	1	0	165	165	0	0
50252	Tauste	2017	Secano	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	5	0	1	1	0	0
50253	Terrer	2017	Regadío	86	86	28	31	0	0	13	8	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50253	Terrer	2017	Secano	76	47	0	0	0	0	5	0	0	0	0	0	42	0	0	0	0	29	0	29	0	0	0	0	0
50254	Tierga	2017	Regadío	38	23	2	0	0	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	0	15	15	0	0
50254	Tierga	2017	Secano	800	731	0	0	0	0	19	0	0	0	0	0	712	0	0	0	0	33	0	33	0	36	36	0	0
50255	Tobed	2017	Regadío	26	19	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0
50255	Tobed	2017	Secano	79	63	0	0	0	0	38	1	0	0	0	0	24	0	0	0	0	4	0	4	0	12	12	0	0
50256	Torralba de los Frailes	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50256	Torralba de los Frailes	2017	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50257	Torralba de Ribota	2017	Regadío	57	29	0	2	0	0	1	0	1	0	0	0	25	0	0	0	0	25	0	25	0	3	3	0	0
50257	Torralba de Ribota	2017	Secano	388	292	0	1	0	0	31	2	0	0	0	0	258	0	0	0	0	72	0	72	0	22	22	2	0
50258	Torralbilla	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50258	Torralbilla	2017	Secano	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	8	0
50259	Torrehermosa	2017	Regadío											0														
50259	Torrehermosa	2017	Secano											0														
50260	Torrelapaja	2017	Regadío											0														
50260	Torrelapaja	2017	Secano											0														
50261	Torrellas	2017	Regadío	10	8	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	2	2	0	0
50261	Torrellas	2017	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50262	Torres de Berrellén	2017	Regadío	159	158	15	67	0	21	3	15	4	0	0	0	5	0	0	28	0	0	0	0	0	1	1	0	0
50262	Torres de Berrellén	2017	Secano	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50263	Torrijo de la Cañada	2017	Regadío	55	55	19	21	0	0	6	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50263	Torrijo de la Cañada	2017	Secano	133	60	1	0	0	1	19	1	3	0	0	0	35	0	0	0	0	71	0	71	0	2	2	0	0
50264	Tosos	2017	Regadío	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	96	0	0	0	0	0
50264	Tosos	2017	Secano	1006	299	0	0	0	0	0	0	0	0	0	0	298	0	0	0	1	686	0	686	0	21	21	0	0
50265	Trasmoz	2017	Regadío	27	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	6	0	6	0	7	7	0	0
50265	Trasmoz	2017	Secano	86	63	0	0	0	0	0	0	0	0	0	0	60	0	0	0	3	18	0	18	0	3	3	2	0
50266	Trasobares	2017	Regadío	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0
50266	Trasobares	2017	Secano	153	117	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	10	0	10	0	12	12	14	0
50267	Uncastillo	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50267	Uncastillo	2017	Secano	127	79	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	22	0	22	0	0	0	26	0
50268	Undués de Lerda	2017	Regadío											0														
50268	Undués de Lerda	2017	Secano											0														
50269	Urrea de Jalón	2017	Regadío	167	163	64	30	0	0	0	31	1	0	0	0	2	0	0	35	0	0	0	0	0	4	4	0	0
50269	Urrea de Jalón	2017	Secano	26	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	3	0	17	17	0	0
50270	Urriés	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50270	Urriés	2017	Secano	17	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	2	0	0	0	9	0
50271	Used	2017	Regadío											0														
50271	Used	2017	Secano											0														
50272	Utebo	2017	Regadío											0														
50272	Utebo	2017	Secano											0														
50273	Valdehorna	2017	Regadío	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50273	Valdehorna	2017	Secano	136	84	0	0	0	0	3	0	0	0	0	1	79	0	0	0	1	50	0	50	0	0	0	2	0
50274	Val de San Martín	2017	Regadío	4	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50274	Val de San Martín	2017	Secano	51	31	0	0	0	0	2	0	0	0	0	0	28	0	0	0	1	20	0	20	0	0	0	0	0
50275	Valmadrid	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50275	Valmadrid	2017	Secano	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	2	2	0	0
50276	Valpalmas	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50276	Valpalmas	2017	Secano	25	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	4	0	4	0	1	1	0	0
50277	Valtorres	2017	Regadío	4	4	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50277	Valtorres	2017	Secano	56	48	0	0	0	0	8	0	0	0	0	0	40	0	0	0	0	8	0	8	0	0	0	0	0
50278	Velilla de Ebro	2017	Regadío											0														
50278	Velilla de Ebro	2017	Secano											0														
