Mes y año	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Diciembre 2015	61	Telecomunicaciones	1415
Diciembre 2015	62	Programación, consultoría y otras actividades relacionadas con la informática	4203
Diciembre 2015	63	Servicios de información	327
Diciembre 2015	64	Servicios financieros, excepto seguros y fondos de pensiones	5930
Diciembre 2015	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1203
Diciembre 2015	66	Actividades auxiliares a los servicios financieros y a los seguros	2650
Diciembre 2015	68	Actividades inmobiliarias	2501
Diciembre 2015	69	Actividades jurídicas y de contabilidad	7180
Diciembre 2015	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1713
Diciembre 2015	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4801
Diciembre 2015	72	Investigación y desarrollo	1624
Diciembre 2015	73	Publicidad y estudios de mercado	1400
Diciembre 2015	74	Otras actividades profesionales, científicas y técnicas	2460
Diciembre 2015	75	Actividades veterinarias	608
Diciembre 2015	77	Actividades de alquiler	1552
Diciembre 2015	78	Actividades relacionadas con el empleo	5139
Diciembre 2015	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	949
Diciembre 2015	80	Actividades de seguridad e investigación	2406
Diciembre 2015	81	Servicios a edificios y actividades de jardinería	16381
Diciembre 2015	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6386
Diciembre 2015	84	Administración Pública y defensa; Seguridad Social obligatoria	35106
Diciembre 2015	85	Educación	21680
Diciembre 2015	86	Actividades sanitarias	32361
Diciembre 2015	87	Asistencia en establecimientos residenciales	10498
Diciembre 2015	88	Actividades de servicios sociales sin alojamiento	5053
Diciembre 2015	90	Actividades de creación, artísticas y espectáculos	1225
Diciembre 2015	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	228
Diciembre 2015	92	Actividades de juegos de azar y apuestas	1064
Diciembre 2015	93	Actividades deportivas, recreativas y de entretenimiento	5194
Diciembre 2015	94	Actividades asociativas	5284
Diciembre 2015	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2446
Diciembre 2015	96	Otros servicios personales	8514
Diciembre 2015	97	Actividades de los hogares como empleadores de personal doméstico	17642
Diciembre 2015	99	Actividades de organizaciones y organismos extraterritoriales	6
Septiembre 2015	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	37064
Septiembre 2015	02	Silvicultura y explotación forestal	1762
Septiembre 2015	03	Pesca y acuicultura	152
Septiembre 2015	05	Extracción de antracita, hulla y lignito	286
Septiembre 2015	07	Extracción de minerales metálicos	58
Septiembre 2015	08	Otras industrias extractivas	731
Septiembre 2015	09	Actividades de apoyo a las industrias extractivas	14
Septiembre 2015	10	Industria de la alimentación	12270
Septiembre 2015	11	Fabricación de bebidas	1428
Septiembre 2015	13	Industria textil	718
Septiembre 2015	14	Confección de prendas de vestir	1062
Septiembre 2015	15	Industria del cuero y del calzado	1121
Septiembre 2015	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2039
Septiembre 2015	17	Industria del papel	2258
Septiembre 2015	18	Artes gráficas y reproducción de soportes grabados	1614
Septiembre 2015	20	Industria química	3565
Septiembre 2015	21	Fabricación de productos farmacéuticos	1087
Septiembre 2015	22	Fabricación de productos de caucho y plásticos	3992
Septiembre 2015	23	Fabricación de otros productos minerales no metálicos	3051
Septiembre 2015	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2641
Septiembre 2015	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9115
Septiembre 2015	26	Fabricación de productos informáticos, electrónicos y ópticos	1729
Septiembre 2015	27	Fabricación de material y equipo eléctrico	5577
Septiembre 2015	28	Fabricación de maquinaria y equipo n.c.o.p.	6240
Septiembre 2015	29	Fabricación de vehículos de motor, remolques y semirremolques	14669
Septiembre 2015	30	Fabricación de otro material de transporte	1022
Septiembre 2015	31	Fabricación de muebles	3516
Septiembre 2015	32	Otras industrias manufactureras	1415
Septiembre 2015	33	Reparación e instalación de maquinaria y equipo	2698
Septiembre 2015	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1415
Septiembre 2015	36	Captación, depuración y distribución de agua	1588
Septiembre 2015	37	Recogida y tratamiento de aguas residuales	226
Septiembre 2015	38	Recogida, tratamiento y eliminación de residuos; valorización	2924
Septiembre 2015	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
Septiembre 2015	41	Construcción de edificios	10122
Septiembre 2015	42	Ingeniería civil	1641
Septiembre 2015	43	Actividades de construcción especializada	20129
Septiembre 2015	45	Venta y reparación de vehículos de motor y motocicletas	8852
Septiembre 2015	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25613
Septiembre 2015	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49218
Septiembre 2015	49	Transporte terrestre y por tubería	19887
Septiembre 2015	50	Transporte marítimo y por vías navegables interiores	2
Septiembre 2015	51	Transporte aéreo	84
Septiembre 2015	52	Almacenamiento y actividades anexas al transporte	5066
Septiembre 2015	53	Actividades postales y de correos	1813
Septiembre 2015	55	Servicios de alojamiento	5400
Septiembre 2015	56	Servicios de comidas y bebidas	30177
Septiembre 2015	58	Edición	1119
Septiembre 2015	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	807
Septiembre 2015	60	Actividades de programación y emisión de radio y televisión	380
Septiembre 2015	61	Telecomunicaciones	1404
Septiembre 2015	62	Programación, consultoría y otras actividades relacionadas con la informática	4082
Septiembre 2015	63	Servicios de información	326
Septiembre 2015	64	Servicios financieros, excepto seguros y fondos de pensiones	6014
Septiembre 2015	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1197
Septiembre 2015	66	Actividades auxiliares a los servicios financieros y a los seguros	2641
Septiembre 2015	68	Actividades inmobiliarias	2473
Septiembre 2015	69	Actividades jurídicas y de contabilidad	7106
Septiembre 2015	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1712
Septiembre 2015	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4849
Septiembre 2015	72	Investigación y desarrollo	1588
Septiembre 2015	73	Publicidad y estudios de mercado	1297
Septiembre 2015	74	Otras actividades profesionales, científicas y técnicas	2410
Septiembre 2015	75	Actividades veterinarias	600
Septiembre 2015	77	Actividades de alquiler	1624
Septiembre 2015	78	Actividades relacionadas con el empleo	7829
Septiembre 2015	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1026
Septiembre 2015	80	Actividades de seguridad e investigación	2362
Septiembre 2015	81	Servicios a edificios y actividades de jardinería	16374
Septiembre 2015	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6096
Septiembre 2015	84	Administración Pública y defensa; Seguridad Social obligatoria	34105
Septiembre 2015	85	Educación	18620
Septiembre 2015	86	Actividades sanitarias	31615
Septiembre 2015	87	Asistencia en establecimientos residenciales	10436
Septiembre 2015	88	Actividades de servicios sociales sin alojamiento	4690
Septiembre 2015	90	Actividades de creación, artísticas y espectáculos	1144
Septiembre 2015	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	239
Septiembre 2015	92	Actividades de juegos de azar y apuestas	1057
Septiembre 2015	93	Actividades deportivas, recreativas y de entretenimiento	3802
Septiembre 2015	94	Actividades asociativas	4886
Septiembre 2015	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2426
Septiembre 2015	96	Otros servicios personales	8560
Septiembre 2015	97	Actividades de los hogares como empleadores de personal doméstico	17588
Septiembre 2015	99	Actividades de organizaciones y organismos extraterritoriales	7
Junio 2015	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	45392
Junio 2015	02	Silvicultura y explotación forestal	1843
Junio 2015	03	Pesca y acuicultura	155
Junio 2015	05	Extracción de antracita, hulla y lignito	298
Junio 2015	07	Extracción de minerales metálicos	58
Junio 2015	08	Otras industrias extractivas	722
Junio 2015	09	Actividades de apoyo a las industrias extractivas	13
Junio 2015	10	Industria de la alimentación	11484
Junio 2015	11	Fabricación de bebidas	1298
Junio 2015	13	Industria textil	735
Junio 2015	14	Confección de prendas de vestir	1159
Junio 2015	15	Industria del cuero y del calzado	1354
Junio 2015	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2099
Junio 2015	17	Industria del papel	2268
Junio 2015	18	Artes gráficas y reproducción de soportes grabados	1562
Junio 2015	20	Industria química	3598
Junio 2015	21	Fabricación de productos farmacéuticos	1071
Junio 2015	22	Fabricación de productos de caucho y plásticos	3924
Junio 2015	23	Fabricación de otros productos minerales no metálicos	2964
Junio 2015	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2593
Junio 2015	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9056
Junio 2015	26	Fabricación de productos informáticos, electrónicos y ópticos	1686
Junio 2015	27	Fabricación de material y equipo eléctrico	5429
Junio 2015	28	Fabricación de maquinaria y equipo n.c.o.p.	6220
Junio 2015	29	Fabricación de vehículos de motor, remolques y semirremolques	14676
Junio 2015	30	Fabricación de otro material de transporte	1029
Junio 2015	31	Fabricación de muebles	3506
Junio 2015	32	Otras industrias manufactureras	1401
Junio 2015	33	Reparación e instalación de maquinaria y equipo	2598
Junio 2015	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1404
Junio 2015	36	Captación, depuración y distribución de agua	1637
Junio 2015	37	Recogida y tratamiento de aguas residuales	222
Junio 2015	38	Recogida, tratamiento y eliminación de residuos; valorización	2945
Junio 2015	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
Junio 2015	41	Construcción de edificios	10079
Junio 2015	42	Ingeniería civil	1558
Junio 2015	43	Actividades de construcción especializada	19990
Junio 2015	45	Venta y reparación de vehículos de motor y motocicletas	8833
Junio 2015	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	26491
Junio 2015	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49923
Junio 2015	49	Transporte terrestre y por tubería	19549
Junio 2015	50	Transporte marítimo y por vías navegables interiores	2
Junio 2015	51	Transporte aéreo	72
Junio 2015	52	Almacenamiento y actividades anexas al transporte	4908
Junio 2015	53	Actividades postales y de correos	1724
Junio 2015	55	Servicios de alojamiento	5759
Junio 2015	56	Servicios de comidas y bebidas	29226
Junio 2015	58	Edición	1150
Junio 2015	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	790
Junio 2015	60	Actividades de programación y emisión de radio y televisión	383
Junio 2015	61	Telecomunicaciones	1420
Junio 2015	62	Programación, consultoría y otras actividades relacionadas con la informática	4033
Junio 2015	63	Servicios de información	328
Junio 2015	64	Servicios financieros, excepto seguros y fondos de pensiones	6244
Junio 2015	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1204
Junio 2015	66	Actividades auxiliares a los servicios financieros y a los seguros	2664
Junio 2015	68	Actividades inmobiliarias	2461
Junio 2015	69	Actividades jurídicas y de contabilidad	7219
Junio 2015	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1684
Junio 2015	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4808
Junio 2015	72	Investigación y desarrollo	1597
Junio 2015	73	Publicidad y estudios de mercado	1346
Junio 2015	74	Otras actividades profesionales, científicas y técnicas	2343
Junio 2015	75	Actividades veterinarias	596
Junio 2015	77	Actividades de alquiler	1644
Junio 2015	78	Actividades relacionadas con el empleo	9106
Junio 2015	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1022
Junio 2015	80	Actividades de seguridad e investigación	1819
Junio 2015	81	Servicios a edificios y actividades de jardinería	15562
Junio 2015	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6212
Junio 2015	84	Administración Pública y defensa; Seguridad Social obligatoria	34074
