Municipio código	Municipio nombre	Contaminación	Ruidos exteriores	Número hogares
50102	Fabara	Con contaminación o malos olores	Sin ruidos exteriores	16
50102	Fabara	Sin contaminación o malos olores	Con ruidos exteriores	32
50102	Fabara	Sin contaminación o malos olores	Sin ruidos exteriores	377
50104	Farlete	Con contaminación o malos olores	Con ruidos exteriores	2
50104	Farlete	Con contaminación o malos olores	Sin ruidos exteriores	4
50104	Farlete	Sin contaminación o malos olores	Con ruidos exteriores	4
50104	Farlete	Sin contaminación o malos olores	Sin ruidos exteriores	135
50105	Fayón	Con contaminación o malos olores	Con ruidos exteriores	1
50105	Fayón	Con contaminación o malos olores	Sin ruidos exteriores	2
50105	Fayón	Sin contaminación o malos olores	Con ruidos exteriores	6
50105	Fayón	Sin contaminación o malos olores	Sin ruidos exteriores	166
50106	Fayos (Los)	Sin contaminación o malos olores	Sin ruidos exteriores	78
50107	Figueruelas	Con contaminación o malos olores	Con ruidos exteriores	10
50107	Figueruelas	Con contaminación o malos olores	Sin ruidos exteriores	9
50107	Figueruelas	Sin contaminación o malos olores	Con ruidos exteriores	32
50107	Figueruelas	Sin contaminación o malos olores	Sin ruidos exteriores	320
50108	Fombuena	Con contaminación o malos olores	Con ruidos exteriores	2
50108	Fombuena	Sin contaminación o malos olores	Con ruidos exteriores	1
50108	Fombuena	Sin contaminación o malos olores	Sin ruidos exteriores	6
50109	Frago (El)	Sin contaminación o malos olores	Con ruidos exteriores	1
50109	Frago (El)	Sin contaminación o malos olores	Sin ruidos exteriores	58
50110	Frasno (El)	Con contaminación o malos olores	Con ruidos exteriores	4
50110	Frasno (El)	Con contaminación o malos olores	Sin ruidos exteriores	7
50110	Frasno (El)	Sin contaminación o malos olores	Con ruidos exteriores	20
50110	Frasno (El)	Sin contaminación o malos olores	Sin ruidos exteriores	211
50111	Fréscano	Con contaminación o malos olores	Con ruidos exteriores	7
50111	Fréscano	Con contaminación o malos olores	Sin ruidos exteriores	1
50111	Fréscano	Sin contaminación o malos olores	Con ruidos exteriores	8
50111	Fréscano	Sin contaminación o malos olores	Sin ruidos exteriores	81
50113	Fuendejalón	Sin contaminación o malos olores	Sin ruidos exteriores	318
50114	Fuendetodos	Sin contaminación o malos olores	Sin ruidos exteriores	64
50115	Fuentes de Ebro	Con contaminación o malos olores	Con ruidos exteriores	70
50115	Fuentes de Ebro	Con contaminación o malos olores	Sin ruidos exteriores	67
50115	Fuentes de Ebro	Sin contaminación o malos olores	Con ruidos exteriores	163
50115	Fuentes de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	1105
50116	Fuentes de Jiloca	Con contaminación o malos olores	Con ruidos exteriores	3
50116	Fuentes de Jiloca	Con contaminación o malos olores	Sin ruidos exteriores	1
50116	Fuentes de Jiloca	Sin contaminación o malos olores	Con ruidos exteriores	3
50116	Fuentes de Jiloca	Sin contaminación o malos olores	Sin ruidos exteriores	137
50117	Gallocanta	Con contaminación o malos olores	Con ruidos exteriores	2
50117	Gallocanta	Con contaminación o malos olores	Sin ruidos exteriores	4
50117	Gallocanta	Sin contaminación o malos olores	Con ruidos exteriores	1
50117	Gallocanta	Sin contaminación o malos olores	Sin ruidos exteriores	57
50118	Gallur	Con contaminación o malos olores	Con ruidos exteriores	30
50118	Gallur	Con contaminación o malos olores	Sin ruidos exteriores	72
50118	Gallur	Sin contaminación o malos olores	Con ruidos exteriores	123
50118	Gallur	Sin contaminación o malos olores	Sin ruidos exteriores	827
50119	Gelsa	Con contaminación o malos olores	Con ruidos exteriores	22
50119	Gelsa	Con contaminación o malos olores	Sin ruidos exteriores	5
50119	Gelsa	Sin contaminación o malos olores	Con ruidos exteriores	42
50119	Gelsa	Sin contaminación o malos olores	Sin ruidos exteriores	396
50120	Godojos	Con contaminación o malos olores	Sin ruidos exteriores	1
50120	Godojos	Sin contaminación o malos olores	Sin ruidos exteriores	34
50121	Gotor	Con contaminación o malos olores	Sin ruidos exteriores	1
50121	Gotor	Sin contaminación o malos olores	Con ruidos exteriores	10
50121	Gotor	Sin contaminación o malos olores	Sin ruidos exteriores	138
50122	Grisel	Con contaminación o malos olores	Sin ruidos exteriores	4
50122	Grisel	Sin contaminación o malos olores	Con ruidos exteriores	2
50122	Grisel	Sin contaminación o malos olores	Sin ruidos exteriores	31
50123	Grisén	Con contaminación o malos olores	Con ruidos exteriores	7
50123	Grisén	Con contaminación o malos olores	Sin ruidos exteriores	2
50123	Grisén	Sin contaminación o malos olores	Con ruidos exteriores	29
50123	Grisén	Sin contaminación o malos olores	Sin ruidos exteriores	149
50124	Herrera de los Navarros	Con contaminación o malos olores	Con ruidos exteriores	1
50124	Herrera de los Navarros	Con contaminación o malos olores	Sin ruidos exteriores	3
50124	Herrera de los Navarros	Sin contaminación o malos olores	Con ruidos exteriores	10
50124	Herrera de los Navarros	Sin contaminación o malos olores	Sin ruidos exteriores	239
50125	Ibdes	Con contaminación o malos olores	Con ruidos exteriores	4
50125	Ibdes	Con contaminación o malos olores	Sin ruidos exteriores	10
50125	Ibdes	Sin contaminación o malos olores	Con ruidos exteriores	6
50125	Ibdes	Sin contaminación o malos olores	Sin ruidos exteriores	193
50126	Illueca	Con contaminación o malos olores	Con ruidos exteriores	63
50126	Illueca	Con contaminación o malos olores	Sin ruidos exteriores	38
50126	Illueca	Sin contaminación o malos olores	Con ruidos exteriores	210
50126	Illueca	Sin contaminación o malos olores	Sin ruidos exteriores	777
50128	Isuerre	Sin contaminación o malos olores	Sin ruidos exteriores	24
50129	Jaraba	Con contaminación o malos olores	Con ruidos exteriores	1
50129	Jaraba	Sin contaminación o malos olores	Con ruidos exteriores	23
50129	Jaraba	Sin contaminación o malos olores	Sin ruidos exteriores	103
50130	Jarque	Con contaminación o malos olores	Con ruidos exteriores	3
50130	Jarque	Con contaminación o malos olores	Sin ruidos exteriores	6
50130	Jarque	Sin contaminación o malos olores	Con ruidos exteriores	13
50130	Jarque	Sin contaminación o malos olores	Sin ruidos exteriores	190
50131	Jaulín	Con contaminación o malos olores	Con ruidos exteriores	2
50131	Jaulín	Con contaminación o malos olores	Sin ruidos exteriores	1
50131	Jaulín	Sin contaminación o malos olores	Con ruidos exteriores	6
50131	Jaulín	Sin contaminación o malos olores	Sin ruidos exteriores	103
50132	Joyosa (La)	Con contaminación o malos olores	Con ruidos exteriores	5
50132	Joyosa (La)	Con contaminación o malos olores	Sin ruidos exteriores	6
50132	Joyosa (La)	Sin contaminación o malos olores	Con ruidos exteriores	5
50132	Joyosa (La)	Sin contaminación o malos olores	Sin ruidos exteriores	123
50133	Lagata	Sin contaminación o malos olores	Sin ruidos exteriores	80
50134	Langa del Castillo	Con contaminación o malos olores	Con ruidos exteriores	1
50134	Langa del Castillo	Con contaminación o malos olores	Sin ruidos exteriores	6
50134	Langa del Castillo	Sin contaminación o malos olores	Sin ruidos exteriores	73
50135	Layana	Con contaminación o malos olores	Con ruidos exteriores	1
50135	Layana	Sin contaminación o malos olores	Sin ruidos exteriores	50
50136	Lécera	Con contaminación o malos olores	Con ruidos exteriores	6
50136	Lécera	Con contaminación o malos olores	Sin ruidos exteriores	4
50136	Lécera	Sin contaminación o malos olores	Con ruidos exteriores	6
50136	Lécera	Sin contaminación o malos olores	Sin ruidos exteriores	337
50137	Leciñena	Con contaminación o malos olores	Con ruidos exteriores	26
50137	Leciñena	Con contaminación o malos olores	Sin ruidos exteriores	27
50137	Leciñena	Sin contaminación o malos olores	Con ruidos exteriores	49
50137	Leciñena	Sin contaminación o malos olores	Sin ruidos exteriores	387
50138	Lechón	Con contaminación o malos olores	Sin ruidos exteriores	1
50138	Lechón	Sin contaminación o malos olores	Sin ruidos exteriores	21
50139	Letux	Sin contaminación o malos olores	Sin ruidos exteriores	190
50140	Litago	Con contaminación o malos olores	Sin ruidos exteriores	2
50140	Litago	Sin contaminación o malos olores	Con ruidos exteriores	1
50140	Litago	Sin contaminación o malos olores	Sin ruidos exteriores	80
50141	Lituénigo	Sin contaminación o malos olores	Sin ruidos exteriores	49
50142	Lobera de Onsella	Sin contaminación o malos olores	Sin ruidos exteriores	31
50143	Longares	Con contaminación o malos olores	Con ruidos exteriores	8
50143	Longares	Con contaminación o malos olores	Sin ruidos exteriores	2
50143	Longares	Sin contaminación o malos olores	Con ruidos exteriores	26
50143	Longares	Sin contaminación o malos olores	Sin ruidos exteriores	289
50144	Longás	Sin contaminación o malos olores	Sin ruidos exteriores	20
50146	Lucena de Jalón	Con contaminación o malos olores	Con ruidos exteriores	4
50146	Lucena de Jalón	Con contaminación o malos olores	Sin ruidos exteriores	6
50146	Lucena de Jalón	Sin contaminación o malos olores	Con ruidos exteriores	5
50146	Lucena de Jalón	Sin contaminación o malos olores	Sin ruidos exteriores	84
50147	Luceni	Con contaminación o malos olores	Con ruidos exteriores	6
50147	Luceni	Con contaminación o malos olores	Sin ruidos exteriores	38
50147	Luceni	Sin contaminación o malos olores	Con ruidos exteriores	16
50147	Luceni	Sin contaminación o malos olores	Sin ruidos exteriores	355
50148	Luesia	Con contaminación o malos olores	Con ruidos exteriores	2
50148	Luesia	Con contaminación o malos olores	Sin ruidos exteriores	1
50148	Luesia	Sin contaminación o malos olores	Con ruidos exteriores	6
50148	Luesia	Sin contaminación o malos olores	Sin ruidos exteriores	145
50149	Luesma	Con contaminación o malos olores	Con ruidos exteriores	1
50149	Luesma	Sin contaminación o malos olores	Sin ruidos exteriores	12
50150	Lumpiaque	Con contaminación o malos olores	Sin ruidos exteriores	2
50150	Lumpiaque	Sin contaminación o malos olores	Sin ruidos exteriores	356
50151	Luna	Con contaminación o malos olores	Con ruidos exteriores	1
50151	Luna	Con contaminación o malos olores	Sin ruidos exteriores	7
50151	Luna	Sin contaminación o malos olores	Con ruidos exteriores	11
50151	Luna	Sin contaminación o malos olores	Sin ruidos exteriores	370
50152	Maella	Con contaminación o malos olores	Con ruidos exteriores	12
50152	Maella	Con contaminación o malos olores	Sin ruidos exteriores	13
50152	Maella	Sin contaminación o malos olores	Con ruidos exteriores	84
50152	Maella	Sin contaminación o malos olores	Sin ruidos exteriores	650
50153	Magallón	Con contaminación o malos olores	Con ruidos exteriores	7
50153	Magallón	Con contaminación o malos olores	Sin ruidos exteriores	28
50153	Magallón	Sin contaminación o malos olores	Con ruidos exteriores	20
50153	Magallón	Sin contaminación o malos olores	Sin ruidos exteriores	408
50154	Mainar	Con contaminación o malos olores	Con ruidos exteriores	22
50154	Mainar	Con contaminación o malos olores	Sin ruidos exteriores	20
50154	Mainar	Sin contaminación o malos olores	Con ruidos exteriores	1
50154	Mainar	Sin contaminación o malos olores	Sin ruidos exteriores	26
50155	Malanquilla	Sin contaminación o malos olores	Con ruidos exteriores	1
50155	Malanquilla	Sin contaminación o malos olores	Sin ruidos exteriores	65
50156	Maleján	Sin contaminación o malos olores	Sin ruidos exteriores	120
50157	Malón	Con contaminación o malos olores	Con ruidos exteriores	4
50157	Malón	Con contaminación o malos olores	Sin ruidos exteriores	14
50157	Malón	Sin contaminación o malos olores	Con ruidos exteriores	10
50157	Malón	Sin contaminación o malos olores	Sin ruidos exteriores	140
50159	Maluenda	Con contaminación o malos olores	Con ruidos exteriores	2
50159	Maluenda	Con contaminación o malos olores	Sin ruidos exteriores	1
50159	Maluenda	Sin contaminación o malos olores	Con ruidos exteriores	6
50159	Maluenda	Sin contaminación o malos olores	Sin ruidos exteriores	355
50160	Mallén	Con contaminación o malos olores	Con ruidos exteriores	94
50160	Mallén	Con contaminación o malos olores	Sin ruidos exteriores	104
50160	Mallén	Sin contaminación o malos olores	Con ruidos exteriores	181
50160	Mallén	Sin contaminación o malos olores	Sin ruidos exteriores	743
50161	Manchones	Con contaminación o malos olores	Sin ruidos exteriores	1
50161	Manchones	Sin contaminación o malos olores	Con ruidos exteriores	1
50161	Manchones	Sin contaminación o malos olores	Sin ruidos exteriores	57
50162	Mara	Con contaminación o malos olores	Con ruidos exteriores	5
50162	Mara	Con contaminación o malos olores	Sin ruidos exteriores	6
50162	Mara	Sin contaminación o malos olores	Con ruidos exteriores	5
50162	Mara	Sin contaminación o malos olores	Sin ruidos exteriores	71
50163	María de Huerva	Con contaminación o malos olores	Con ruidos exteriores	43
50163	María de Huerva	Con contaminación o malos olores	Sin ruidos exteriores	15
50163	María de Huerva	Sin contaminación o malos olores	Con ruidos exteriores	64
50163	María de Huerva	Sin contaminación o malos olores	Sin ruidos exteriores	394
50164	Mediana de Aragón	Con contaminación o malos olores	Con ruidos exteriores	4
50164	Mediana de Aragón	Con contaminación o malos olores	Sin ruidos exteriores	4
50164	Mediana de Aragón	Sin contaminación o malos olores	Con ruidos exteriores	6
50164	Mediana de Aragón	Sin contaminación o malos olores	Sin ruidos exteriores	171
50165	Mequinenza	Con contaminación o malos olores	Con ruidos exteriores	15
50165	Mequinenza	Con contaminación o malos olores	Sin ruidos exteriores	24
50165	Mequinenza	Sin contaminación o malos olores	Con ruidos exteriores	111
50165	Mequinenza	Sin contaminación o malos olores	Sin ruidos exteriores	754
50166	Mesones de Isuela	Sin contaminación o malos olores	Sin ruidos exteriores	133
50167	Mezalocha	Con contaminación o malos olores	Sin ruidos exteriores	1
50167	Mezalocha	Sin contaminación o malos olores	Con ruidos exteriores	1
50167	Mezalocha	Sin contaminación o malos olores	Sin ruidos exteriores	105
50168	Mianos	Con contaminación o malos olores	Con ruidos exteriores	1
50168	Mianos	Sin contaminación o malos olores	Sin ruidos exteriores	18
50169	Miedes de Aragón	Con contaminación o malos olores	Con ruidos exteriores	2
50169	Miedes de Aragón	Con contaminación o malos olores	Sin ruidos exteriores	2
50169	Miedes de Aragón	Sin contaminación o malos olores	Con ruidos exteriores	4
50169	Miedes de Aragón	Sin contaminación o malos olores	Sin ruidos exteriores	174
50170	Monegrillo	Con contaminación o malos olores	Con ruidos exteriores	2
50170	Monegrillo	Sin contaminación o malos olores	Con ruidos exteriores	5
50170	Monegrillo	Sin contaminación o malos olores	Sin ruidos exteriores	157
50171	Moneva	Con contaminación o malos olores	Con ruidos exteriores	1
50171	Moneva	Sin contaminación o malos olores	Con ruidos exteriores	2
50171	Moneva	Sin contaminación o malos olores	Sin ruidos exteriores	77
50172	Monreal de Ariza	Sin contaminación o malos olores	Con ruidos exteriores	5
50172	Monreal de Ariza	Sin contaminación o malos olores	Sin ruidos exteriores	117
50173	Monterde	Con contaminación o malos olores	Sin ruidos exteriores	2
50173	Monterde	Sin contaminación o malos olores	Con ruidos exteriores	3
50173	Monterde	Sin contaminación o malos olores	Sin ruidos exteriores	111
50174	Montón	Sin contaminación o malos olores	Con ruidos exteriores	2
50174	Montón	Sin contaminación o malos olores	Sin ruidos exteriores	59
50175	Morata de Jalón	Con contaminación o malos olores	Con ruidos exteriores	26
50175	Morata de Jalón	Con contaminación o malos olores	Sin ruidos exteriores	29
50175	Morata de Jalón	Sin contaminación o malos olores	Con ruidos exteriores	10
50175	Morata de Jalón	Sin contaminación o malos olores	Sin ruidos exteriores	526
50176	Morata de Jiloca	Sin contaminación o malos olores	Con ruidos exteriores	4
50176	Morata de Jiloca	Sin contaminación o malos olores	Sin ruidos exteriores	128
50177	Morés	Con contaminación o malos olores	Con ruidos exteriores	2
50177	Morés	Con contaminación o malos olores	Sin ruidos exteriores	1
50177	Morés	Sin contaminación o malos olores	Con ruidos exteriores	4
50177	Morés	Sin contaminación o malos olores	Sin ruidos exteriores	184
50178	Moros	Con contaminación o malos olores	Con ruidos exteriores	2
50178	Moros	Con contaminación o malos olores	Sin ruidos exteriores	4
50178	Moros	Sin contaminación o malos olores	Con ruidos exteriores	7
50178	Moros	Sin contaminación o malos olores	Sin ruidos exteriores	209
50179	Moyuela	Sin contaminación o malos olores	Sin ruidos exteriores	147
50180	Mozota	Con contaminación o malos olores	Con ruidos exteriores	1
50180	Mozota	Sin contaminación o malos olores	Sin ruidos exteriores	47
50181	Muel	Con contaminación o malos olores	Con ruidos exteriores	24
50181	Muel	Con contaminación o malos olores	Sin ruidos exteriores	28
50181	Muel	Sin contaminación o malos olores	Con ruidos exteriores	34
50181	Muel	Sin contaminación o malos olores	Sin ruidos exteriores	334
50182	Muela (La)	Con contaminación o malos olores	Con ruidos exteriores	8
50182	Muela (La)	Con contaminación o malos olores	Sin ruidos exteriores	45
50182	Muela (La)	Sin contaminación o malos olores	Con ruidos exteriores	29
50182	Muela (La)	Sin contaminación o malos olores	Sin ruidos exteriores	585
50183	Munébrega	Con contaminación o malos olores	Sin ruidos exteriores	2
50183	Munébrega	Sin contaminación o malos olores	Con ruidos exteriores	4
50183	Munébrega	Sin contaminación o malos olores	Sin ruidos exteriores	176
50184	Murero	Sin contaminación o malos olores	Sin ruidos exteriores	63
50185	Murillo de Gállego	Con contaminación o malos olores	Sin ruidos exteriores	2
50185	Murillo de Gállego	Sin contaminación o malos olores	Con ruidos exteriores	4
50185	Murillo de Gállego	Sin contaminación o malos olores	Sin ruidos exteriores	71
50186	Navardún	Sin contaminación o malos olores	Sin ruidos exteriores	25
50187	Nigüella	Sin contaminación o malos olores	Sin ruidos exteriores	44
50188	Nombrevilla	Con contaminación o malos olores	Sin ruidos exteriores	1
50188	Nombrevilla	Sin contaminación o malos olores	Sin ruidos exteriores	26
50189	Nonaspe	Con contaminación o malos olores	Con ruidos exteriores	4
50189	Nonaspe	Con contaminación o malos olores	Sin ruidos exteriores	2
50189	Nonaspe	Sin contaminación o malos olores	Con ruidos exteriores	10
50189	Nonaspe	Sin contaminación o malos olores	Sin ruidos exteriores	409
50190	Novallas	Con contaminación o malos olores	Con ruidos exteriores	26
50190	Novallas	Con contaminación o malos olores	Sin ruidos exteriores	60
50190	Novallas	Sin contaminación o malos olores	Con ruidos exteriores	29
50190	Novallas	Sin contaminación o malos olores	Sin ruidos exteriores	190
50191	Novillas	Con contaminación o malos olores	Con ruidos exteriores	14
50191	Novillas	Con contaminación o malos olores	Sin ruidos exteriores	56
50191	Novillas	Sin contaminación o malos olores	Con ruidos exteriores	10
50191	Novillas	Sin contaminación o malos olores	Sin ruidos exteriores	170
50192	Nuévalos	Con contaminación o malos olores	Sin ruidos exteriores	2
50192	Nuévalos	Sin contaminación o malos olores	Con ruidos exteriores	5
50192	Nuévalos	Sin contaminación o malos olores	Sin ruidos exteriores	128
50193	Nuez de Ebro	Con contaminación o malos olores	Con ruidos exteriores	3
50193	Nuez de Ebro	Con contaminación o malos olores	Sin ruidos exteriores	3
50193	Nuez de Ebro	Sin contaminación o malos olores	Con ruidos exteriores	16
50193	Nuez de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	183
50194	Olvés	Sin contaminación o malos olores	Sin ruidos exteriores	58
50195	Orcajo	Sin contaminación o malos olores	Con ruidos exteriores	2
50195	Orcajo	Sin contaminación o malos olores	Sin ruidos exteriores	19
50196	Orera	Sin contaminación o malos olores	Con ruidos exteriores	2
50196	Orera	Sin contaminación o malos olores	Sin ruidos exteriores	49
50197	Orés	Sin contaminación o malos olores	Con ruidos exteriores	1
50197	Orés	Sin contaminación o malos olores	Sin ruidos exteriores	50
50198	Oseja	Sin contaminación o malos olores	Sin ruidos exteriores	24
50199	Osera de Ebro	Con contaminación o malos olores	Con ruidos exteriores	13
50199	Osera de Ebro	Con contaminación o malos olores	Sin ruidos exteriores	2
50199	Osera de Ebro	Sin contaminación o malos olores	Con ruidos exteriores	15
50199	Osera de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	97
50200	Paniza	Con contaminación o malos olores	Sin ruidos exteriores	3
50200	Paniza	Sin contaminación o malos olores	Sin ruidos exteriores	259
50201	Paracuellos de Jiloca	Con contaminación o malos olores	Con ruidos exteriores	15
50201	Paracuellos de Jiloca	Con contaminación o malos olores	Sin ruidos exteriores	2
50201	Paracuellos de Jiloca	Sin contaminación o malos olores	Con ruidos exteriores	26
50201	Paracuellos de Jiloca	Sin contaminación o malos olores	Sin ruidos exteriores	144
50202	Paracuellos de la Ribera	Con contaminación o malos olores	Sin ruidos exteriores	1
50202	Paracuellos de la Ribera	Sin contaminación o malos olores	Sin ruidos exteriores	119
50203	Pastriz	Con contaminación o malos olores	Con ruidos exteriores	19
50203	Pastriz	Con contaminación o malos olores	Sin ruidos exteriores	11
50203	Pastriz	Sin contaminación o malos olores	Con ruidos exteriores	41
50203	Pastriz	Sin contaminación o malos olores	Sin ruidos exteriores	310
50204	Pedrola	Con contaminación o malos olores	Con ruidos exteriores	66
50204	Pedrola	Con contaminación o malos olores	Sin ruidos exteriores	112
50204	Pedrola	Sin contaminación o malos olores	Con ruidos exteriores	130
50204	Pedrola	Sin contaminación o malos olores	Sin ruidos exteriores	685
50205	Pedrosas (Las)	Sin contaminación o malos olores	Sin ruidos exteriores	44
50206	Perdiguera	Con contaminación o malos olores	Con ruidos exteriores	11
50206	Perdiguera	Con contaminación o malos olores	Sin ruidos exteriores	2
50206	Perdiguera	Sin contaminación o malos olores	Con ruidos exteriores	18
50206	Perdiguera	Sin contaminación o malos olores	Sin ruidos exteriores	186
50207	Piedratajada	Sin contaminación o malos olores	Sin ruidos exteriores	56
50208	Pina de Ebro	Con contaminación o malos olores	Con ruidos exteriores	37
50208	Pina de Ebro	Con contaminación o malos olores	Sin ruidos exteriores	78
50208	Pina de Ebro	Sin contaminación o malos olores	Con ruidos exteriores	62
50208	Pina de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	707
50209	Pinseque	Con contaminación o malos olores	Con ruidos exteriores	30
50209	Pinseque	Con contaminación o malos olores	Sin ruidos exteriores	31
50209	Pinseque	Sin contaminación o malos olores	Con ruidos exteriores	92
50209	Pinseque	Sin contaminación o malos olores	Sin ruidos exteriores	538
50210	Pintanos (Los)	Sin contaminación o malos olores	Sin ruidos exteriores	36
50211	Plasencia de Jalón	Con contaminación o malos olores	Con ruidos exteriores	4
50211	Plasencia de Jalón	Con contaminación o malos olores	Sin ruidos exteriores	8
50211	Plasencia de Jalón	Sin contaminación o malos olores	Con ruidos exteriores	14
50211	Plasencia de Jalón	Sin contaminación o malos olores	Sin ruidos exteriores	120
50212	Pleitas	Sin contaminación o malos olores	Sin ruidos exteriores	23
50213	Plenas	Sin contaminación o malos olores	Sin ruidos exteriores	75
50214	Pomer	Sin contaminación o malos olores	Sin ruidos exteriores	23
50215	Pozuel de Ariza	Sin contaminación o malos olores	Sin ruidos exteriores	7
50216	Pozuelo de Aragón	Con contaminación o malos olores	Con ruidos exteriores	3
50216	Pozuelo de Aragón	Con contaminación o malos olores	Sin ruidos exteriores	15
50216	Pozuelo de Aragón	Sin contaminación o malos olores	Con ruidos exteriores	3
50216	Pozuelo de Aragón	Sin contaminación o malos olores	Sin ruidos exteriores	98
50217	Pradilla de Ebro	Con contaminación o malos olores	Sin ruidos exteriores	3
50217	Pradilla de Ebro	Sin contaminación o malos olores	Con ruidos exteriores	2
50217	Pradilla de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	238
50218	Puebla de Albortón	Con contaminación o malos olores	Sin ruidos exteriores	1
50218	Puebla de Albortón	Sin contaminación o malos olores	Sin ruidos exteriores	61
50219	Puebla de Alfindén (La)	Con contaminación o malos olores	Con ruidos exteriores	123
50219	Puebla de Alfindén (La)	Con contaminación o malos olores	Sin ruidos exteriores	67
50219	Puebla de Alfindén (La)	Sin contaminación o malos olores	Con ruidos exteriores	113
50219	Puebla de Alfindén (La)	Sin contaminación o malos olores	Sin ruidos exteriores	537
50220	Puendeluna	Sin contaminación o malos olores	Sin ruidos exteriores	28
50221	Purujosa	Sin contaminación o malos olores	Sin ruidos exteriores	27
50222	Quinto	Con contaminación o malos olores	Con ruidos exteriores	74
50222	Quinto	Con contaminación o malos olores	Sin ruidos exteriores	184
50222	Quinto	Sin contaminación o malos olores	Con ruidos exteriores	89
50222	Quinto	Sin contaminación o malos olores	Sin ruidos exteriores	425
50223	Remolinos	Con contaminación o malos olores	Con ruidos exteriores	19
50223	Remolinos	Con contaminación o malos olores	Sin ruidos exteriores	34
50223	Remolinos	Sin contaminación o malos olores	Con ruidos exteriores	29
50223	Remolinos	Sin contaminación o malos olores	Sin ruidos exteriores	386
50224	Retascón	Sin contaminación o malos olores	Sin ruidos exteriores	34
50225	Ricla	Con contaminación o malos olores	Con ruidos exteriores	25
50225	Ricla	Con contaminación o malos olores	Sin ruidos exteriores	31
50225	Ricla	Sin contaminación o malos olores	Con ruidos exteriores	54
50225	Ricla	Sin contaminación o malos olores	Sin ruidos exteriores	716
50227	Romanos	Con contaminación o malos olores	Con ruidos exteriores	1
50227	Romanos	Con contaminación o malos olores	Sin ruidos exteriores	1
50227	Romanos	Sin contaminación o malos olores	Sin ruidos exteriores	47
50228	Rueda de Jalón	Con contaminación o malos olores	Con ruidos exteriores	1
50228	Rueda de Jalón	Con contaminación o malos olores	Sin ruidos exteriores	1
50228	Rueda de Jalón	Sin contaminación o malos olores	Con ruidos exteriores	1
50228	Rueda de Jalón	Sin contaminación o malos olores	Sin ruidos exteriores	140
50229	Ruesca	Con contaminación o malos olores	Con ruidos exteriores	3
50229	Ruesca	Con contaminación o malos olores	Sin ruidos exteriores	10
50229	Ruesca	Sin contaminación o malos olores	Con ruidos exteriores	1
50229	Ruesca	Sin contaminación o malos olores	Sin ruidos exteriores	17
50230	Sádaba	Con contaminación o malos olores	Con ruidos exteriores	17
50230	Sádaba	Con contaminación o malos olores	Sin ruidos exteriores	12
50230	Sádaba	Sin contaminación o malos olores	Con ruidos exteriores	39
50230	Sádaba	Sin contaminación o malos olores	Sin ruidos exteriores	581
50231	Salillas de Jalón	Sin contaminación o malos olores	Con ruidos exteriores	18
50231	Salillas de Jalón	Sin contaminación o malos olores	Sin ruidos exteriores	136
50232	Salvatierra de Esca	Con contaminación o malos olores	Con ruidos exteriores	1
50232	Salvatierra de Esca	Sin contaminación o malos olores	Con ruidos exteriores	1
50232	Salvatierra de Esca	Sin contaminación o malos olores	Sin ruidos exteriores	120
50233	Samper del Salz	Con contaminación o malos olores	Sin ruidos exteriores	1
50233	Samper del Salz	Sin contaminación o malos olores	Sin ruidos exteriores	63
50234	San Martín de la Virgen de Moncayo	Con contaminación o malos olores	Sin ruidos exteriores	1
50234	San Martín de la Virgen de Moncayo	Sin contaminación o malos olores	Sin ruidos exteriores	107
50235	San Mateo de Gállego	Con contaminación o malos olores	Con ruidos exteriores	44
50235	San Mateo de Gállego	Con contaminación o malos olores	Sin ruidos exteriores	49
50235	San Mateo de Gállego	Sin contaminación o malos olores	Con ruidos exteriores	77
50235	San Mateo de Gállego	Sin contaminación o malos olores	Sin ruidos exteriores	644
50236	Santa Cruz de Grío	Con contaminación o malos olores	Con ruidos exteriores	4
50236	Santa Cruz de Grío	Sin contaminación o malos olores	Sin ruidos exteriores	86
50237	Santa Cruz de Moncayo	Con contaminación o malos olores	Con ruidos exteriores	1
50237	Santa Cruz de Moncayo	Con contaminación o malos olores	Sin ruidos exteriores	3
50237	Santa Cruz de Moncayo	Sin contaminación o malos olores	Con ruidos exteriores	3
50237	Santa Cruz de Moncayo	Sin contaminación o malos olores	Sin ruidos exteriores	41
50238	Santa Eulalia de Gállego	Sin contaminación o malos olores	Sin ruidos exteriores	60
50239	Santed	Con contaminación o malos olores	Con ruidos exteriores	2
50239	Santed	Sin contaminación o malos olores	Con ruidos exteriores	1
50239	Santed	Sin contaminación o malos olores	Sin ruidos exteriores	28
50240	Sástago	Con contaminación o malos olores	Con ruidos exteriores	49
50240	Sástago	Con contaminación o malos olores	Sin ruidos exteriores	131
50240	Sástago	Sin contaminación o malos olores	Con ruidos exteriores	41
50240	Sástago	Sin contaminación o malos olores	Sin ruidos exteriores	308
50241	Saviñán	Con contaminación o malos olores	Con ruidos exteriores	5
50241	Saviñán	Con contaminación o malos olores	Sin ruidos exteriores	8
50241	Saviñán	Sin contaminación o malos olores	Con ruidos exteriores	12
