Municipio código	Municipio nombre	Explotaciones	Gestión explotación
50266	Trasobares	37	El titular es el jefe de la explotación
50266	Trasobares	3	Otra persona o sociedad es jefe de la explotación
50266	Trasobares	4	Un miembro de la familia es el jefe de la explotación
50267	Uncastillo	61	El titular es el jefe de la explotación
50267	Uncastillo	33	Otra persona o sociedad es jefe de la explotación
50267	Uncastillo	6	Un miembro de la familia es el jefe de la explotación
50268	Undués de Lerda	5	El titular es el jefe de la explotación
50268	Undués de Lerda	6	Otra persona o sociedad es jefe de la explotación
50268	Undués de Lerda	1	Un miembro de la familia es el jefe de la explotación
50269	Urrea de Jalón	45	El titular es el jefe de la explotación
50269	Urrea de Jalón	4	Otra persona o sociedad es jefe de la explotación
50269	Urrea de Jalón	5	Un miembro de la familia es el jefe de la explotación
50270	Urriés	14	El titular es el jefe de la explotación
50270	Urriés	1	Otra persona o sociedad es jefe de la explotación
50270	Urriés	3	Un miembro de la familia es el jefe de la explotación
50271	Used	56	El titular es el jefe de la explotación
50271	Used	22	Otra persona o sociedad es jefe de la explotación
50271	Used	23	Un miembro de la familia es el jefe de la explotación
50272	Utebo	47	El titular es el jefe de la explotación
50272	Utebo	10	Otra persona o sociedad es jefe de la explotación
50272	Utebo	4	Un miembro de la familia es el jefe de la explotación
50273	Valdehorna	15	El titular es el jefe de la explotación
50273	Valdehorna	1	Otra persona o sociedad es jefe de la explotación
50273	Valdehorna	1	Un miembro de la familia es el jefe de la explotación
50274	Val de San Martín	19	El titular es el jefe de la explotación
50274	Val de San Martín	2	Otra persona o sociedad es jefe de la explotación
50275	Valmadrid	10	El titular es el jefe de la explotación
50275	Valmadrid	1	Otra persona o sociedad es jefe de la explotación
50275	Valmadrid	6	Un miembro de la familia es el jefe de la explotación
50276	Valpalmas	19	El titular es el jefe de la explotación
50276	Valpalmas	8	Otra persona o sociedad es jefe de la explotación
50276	Valpalmas	3	Un miembro de la familia es el jefe de la explotación
50277	Valtorres	15	El titular es el jefe de la explotación
50278	Velilla de Ebro	22	El titular es el jefe de la explotación
50278	Velilla de Ebro	6	Otra persona o sociedad es jefe de la explotación
50278	Velilla de Ebro	5	Un miembro de la familia es el jefe de la explotación
50279	Velilla de Jiloca	23	El titular es el jefe de la explotación
50279	Velilla de Jiloca	2	Otra persona o sociedad es jefe de la explotación
50279	Velilla de Jiloca	1	Un miembro de la familia es el jefe de la explotación
50280	Vera de Moncayo	56	El titular es el jefe de la explotación
50280	Vera de Moncayo	8	Otra persona o sociedad es jefe de la explotación
50280	Vera de Moncayo	8	Un miembro de la familia es el jefe de la explotación
50281	Vierlas	18	El titular es el jefe de la explotación
50281	Vierlas	2	Otra persona o sociedad es jefe de la explotación
50281	Vierlas	2	Un miembro de la familia es el jefe de la explotación
50282	Vilueña (La)	32	El titular es el jefe de la explotación
50282	Vilueña (La)	5	Un miembro de la familia es el jefe de la explotación
50283	Villadoz	17	El titular es el jefe de la explotación
50283	Villadoz	4	Otra persona o sociedad es jefe de la explotación
50283	Villadoz	3	Un miembro de la familia es el jefe de la explotación
50284	Villafeliche	19	El titular es el jefe de la explotación
50284	Villafeliche	4	Otra persona o sociedad es jefe de la explotación
50285	Villafranca de Ebro	44	El titular es el jefe de la explotación
50285	Villafranca de Ebro	8	Otra persona o sociedad es jefe de la explotación
50285	Villafranca de Ebro	8	Un miembro de la familia es el jefe de la explotación
50286	Villalba de Perejil	24	El titular es el jefe de la explotación
50286	Villalba de Perejil	1	Un miembro de la familia es el jefe de la explotación
50287	Villalengua	59	El titular es el jefe de la explotación
50287	Villalengua	8	Un miembro de la familia es el jefe de la explotación
50288	Villanueva de Gállego	74	El titular es el jefe de la explotación
50288	Villanueva de Gállego	18	Otra persona o sociedad es jefe de la explotación
50288	Villanueva de Gállego	5	Un miembro de la familia es el jefe de la explotación
50289	Villanueva de Jiloca	12	El titular es el jefe de la explotación
50289	Villanueva de Jiloca	1	Otra persona o sociedad es jefe de la explotación
50289	Villanueva de Jiloca	2	Un miembro de la familia es el jefe de la explotación
50290	Villanueva de Huerva	78	El titular es el jefe de la explotación
50290	Villanueva de Huerva	6	Otra persona o sociedad es jefe de la explotación
50290	Villanueva de Huerva	8	Un miembro de la familia es el jefe de la explotación
50291	Villar de los Navarros	38	El titular es el jefe de la explotación
50291	Villar de los Navarros	2	Otra persona o sociedad es jefe de la explotación
50291	Villar de los Navarros	6	Un miembro de la familia es el jefe de la explotación
50292	Villarreal de Huerva	12	El titular es el jefe de la explotación
50292	Villarreal de Huerva	4	Otra persona o sociedad es jefe de la explotación
50292	Villarreal de Huerva	2	Un miembro de la familia es el jefe de la explotación
50293	Villarroya de la Sierra	123	El titular es el jefe de la explotación
50293	Villarroya de la Sierra	3	Otra persona o sociedad es jefe de la explotación
50293	Villarroya de la Sierra	7	Un miembro de la familia es el jefe de la explotación
50294	Villarroya del Campo	16	El titular es el jefe de la explotación
50294	Villarroya del Campo	5	Otra persona o sociedad es jefe de la explotación
50295	Vistabella	3	El titular es el jefe de la explotación
50295	Vistabella	3	Un miembro de la familia es el jefe de la explotación
50296	Zaida (La)	30	El titular es el jefe de la explotación
50296	Zaida (La)	1	Otra persona o sociedad es jefe de la explotación
50296	Zaida (La)	3	Un miembro de la familia es el jefe de la explotación
50297	Zaragoza	694	El titular es el jefe de la explotación
50297	Zaragoza	144	Otra persona o sociedad es jefe de la explotación
50297	Zaragoza	83	Un miembro de la familia es el jefe de la explotación
50298	Zuera	250	El titular es el jefe de la explotación
50298	Zuera	69	Otra persona o sociedad es jefe de la explotación
50298	Zuera	47	Un miembro de la familia es el jefe de la explotación
50901	Biel	23	El titular es el jefe de la explotación
50901	Biel	3	Otra persona o sociedad es jefe de la explotación
50901	Biel	2	Un miembro de la familia es el jefe de la explotación
50902	Marracos	14	El titular es el jefe de la explotación
50902	Marracos	2	Otra persona o sociedad es jefe de la explotación
50902	Marracos	1	Un miembro de la familia es el jefe de la explotación
50903	Villamayor de Gállego	128	El titular es el jefe de la explotación
50903	Villamayor de Gállego	12	Otra persona o sociedad es jefe de la explotación
50903	Villamayor de Gállego	27	Un miembro de la familia es el jefe de la explotación
