Municipio código	Municipio nombre	Lugar trabajo o estudio	Personas residentes viviendas familiares	Situación preferente
44224	Torre de las Arcas	En varios municipios (viajante, conductor,...)	1	Trabajadores
44224	Torre de las Arcas	En este municipio	3	Trabajadores
44224	Torre de las Arcas	En otro municipio	4	Trabajadores
44225	Torre del Compte	En mi propio domicilio	2	Trabajadores
44225	Torre del Compte	En varios municipios (viajante, conductor,...)	4	Trabajadores
44225	Torre del Compte	En este municipio	36	Trabajadores
44225	Torre del Compte	En otro municipio	14	Estudiantes que no trabajan
44225	Torre del Compte	En otro municipio	13	Trabajadores
44226	Torrelacárcel	En mi propio domicilio	1	Trabajadores
44226	Torrelacárcel	En varios municipios (viajante, conductor,...)	9	Trabajadores
44226	Torrelacárcel	En este municipio	46	Trabajadores
44226	Torrelacárcel	En otro municipio	7	Estudiantes que no trabajan
44226	Torrelacárcel	En otro municipio	30	Trabajadores
44227	Torre los Negros	En mi propio domicilio	1	Trabajadores
44227	Torre los Negros	En este municipio	16	Trabajadores
44227	Torre los Negros	En otro municipio	1	Estudiantes que no trabajan
44227	Torre los Negros	En otro municipio	12	Trabajadores
44228	Torremocha de Jiloca	En varios municipios (viajante, conductor,...)	2	Trabajadores
44228	Torremocha de Jiloca	En este municipio	21	Trabajadores
44228	Torremocha de Jiloca	En otro municipio	9	Estudiantes que no trabajan
44228	Torremocha de Jiloca	En otro municipio	20	Trabajadores
44228	Torremocha de Jiloca	En otro país	1	Trabajadores
44229	Torres de Albarracín	En mi propio domicilio	5	Trabajadores
44229	Torres de Albarracín	En varios municipios (viajante, conductor,...)	3	Trabajadores
44229	Torres de Albarracín	En este municipio	33	Trabajadores
44229	Torres de Albarracín	En otro municipio	4	Estudiantes que no trabajan
44229	Torres de Albarracín	En otro municipio	26	Trabajadores
44229	Torres de Albarracín	En otro país	1	Trabajadores
44230	Torrevelilla	En mi propio domicilio	2	Trabajadores
44230	Torrevelilla	En varios municipios (viajante, conductor,...)	2	Trabajadores
44230	Torrevelilla	En este municipio	1	Estudiantes que no trabajan
44230	Torrevelilla	En este municipio	25	Trabajadores
44230	Torrevelilla	En otro municipio	2	Estudiantes que no trabajan
44230	Torrevelilla	En otro municipio	26	Trabajadores
44231	Torrijas	En mi propio domicilio	2	Trabajadores
44231	Torrijas	En este municipio	13	Trabajadores
44231	Torrijas	En otro municipio	3	Estudiantes que no trabajan
44231	Torrijas	En otro municipio	5	Trabajadores
44232	Torrijo del Campo	En mi propio domicilio	1	Trabajadores
44232	Torrijo del Campo	En varios municipios (viajante, conductor,...)	16	Trabajadores
44232	Torrijo del Campo	En este municipio	87	Trabajadores
44232	Torrijo del Campo	En otro municipio	31	Estudiantes que no trabajan
44232	Torrijo del Campo	En otro municipio	91	Trabajadores
44234	Tramacastiel	En mi propio domicilio	3	Trabajadores
44234	Tramacastiel	En este municipio	7	Trabajadores
44234	Tramacastiel	En otro municipio	5	Estudiantes que no trabajan
44234	Tramacastiel	En otro municipio	20	Trabajadores
44235	Tramacastilla	En mi propio domicilio	3	Trabajadores
44235	Tramacastilla	En varios municipios (viajante, conductor,...)	7	Trabajadores
44235	Tramacastilla	En este municipio	14	Trabajadores
44235	Tramacastilla	En otro municipio	5	Estudiantes que no trabajan
44235	Tramacastilla	En otro municipio	15	Trabajadores
44236	Tronchón	En mi propio domicilio	18	Trabajadores
44236	Tronchón	En este municipio	20	Trabajadores
44236	Tronchón	En otro municipio	2	Estudiantes que no trabajan
44236	Tronchón	En otro municipio	4	Trabajadores
44237	Urrea de Gaén	En mi propio domicilio	8	Trabajadores
44237	Urrea de Gaén	En varios municipios (viajante, conductor,...)	9	Trabajadores
44237	Urrea de Gaén	En este municipio	1	Estudiantes que no trabajan
44237	Urrea de Gaén	En este municipio	51	Trabajadores
44237	Urrea de Gaén	En otro municipio	32	Estudiantes que no trabajan
44237	Urrea de Gaén	En otro municipio	118	Trabajadores
44238	Utrillas	En mi propio domicilio	6	Estudiantes que no trabajan
44238	Utrillas	En mi propio domicilio	23	Trabajadores
44238	Utrillas	En varios municipios (viajante, conductor,...)	46	Trabajadores
44238	Utrillas	En este municipio	124	Estudiantes que no trabajan
44238	Utrillas	En este municipio	739	Trabajadores
44238	Utrillas	En otro municipio	97	Estudiantes que no trabajan
44238	Utrillas	En otro municipio	270	Trabajadores
44238	Utrillas	En otro país	1	Trabajadores
44239	Valacloche	En otro municipio	1	Trabajadores
44240	Valbona	En mi propio domicilio	5	Trabajadores
44240	Valbona	En varios municipios (viajante, conductor,...)	12	Trabajadores
44240	Valbona	En este municipio	25	Trabajadores
44240	Valbona	En otro municipio	4	Estudiantes que no trabajan
44240	Valbona	En otro municipio	39	Trabajadores
44241	Valdealgorfa	En mi propio domicilio	1	Estudiantes que no trabajan
44241	Valdealgorfa	En mi propio domicilio	7	Trabajadores
44241	Valdealgorfa	En varios municipios (viajante, conductor,...)	4	Trabajadores
44241	Valdealgorfa	En este municipio	2	Estudiantes que no trabajan
44241	Valdealgorfa	En este municipio	150	Trabajadores
44241	Valdealgorfa	En otro municipio	36	Estudiantes que no trabajan
44241	Valdealgorfa	En otro municipio	100	Trabajadores
44241	Valdealgorfa	En otro país	1	Estudiantes que no trabajan
44241	Valdealgorfa	En otro país	2	Trabajadores
44243	Valdecuenca	En este municipio	2	Trabajadores
44243	Valdecuenca	En otro municipio	3	Estudiantes que no trabajan
44243	Valdecuenca	En otro municipio	1	Trabajadores
44244	Valdelinares	En mi propio domicilio	7	Trabajadores
44244	Valdelinares	En varios municipios (viajante, conductor,...)	1	Estudiantes que no trabajan
44244	Valdelinares	En varios municipios (viajante, conductor,...)	4	Trabajadores
44244	Valdelinares	En este municipio	25	Trabajadores
44244	Valdelinares	En otro municipio	4	Estudiantes que no trabajan
44244	Valdelinares	En otro municipio	16	Trabajadores
44245	Valdeltormo	En mi propio domicilio	16	Trabajadores
44245	Valdeltormo	En varios municipios (viajante, conductor,...)	4	Trabajadores
44245	Valdeltormo	En este municipio	1	Estudiantes que no trabajan
44245	Valdeltormo	En este municipio	76	Trabajadores
44245	Valdeltormo	En otro municipio	15	Estudiantes que no trabajan
44245	Valdeltormo	En otro municipio	27	Trabajadores
44246	Valderrobres	En mi propio domicilio	25	Trabajadores
44246	Valderrobres	En varios municipios (viajante, conductor,...)	63	Trabajadores
44246	Valderrobres	En este municipio	36	Estudiantes que no trabajan
44246	Valderrobres	En este municipio	595	Trabajadores
44246	Valderrobres	En otro municipio	67	Estudiantes que no trabajan
44246	Valderrobres	En otro municipio	100	Trabajadores
44246	Valderrobres	En otro país	1	Estudiantes que no trabajan
44246	Valderrobres	En otro país	1	Trabajadores
44247	Valjunquera	En mi propio domicilio	1	Estudiantes que no trabajan
44247	Valjunquera	En mi propio domicilio	2	Trabajadores
44247	Valjunquera	En varios municipios (viajante, conductor,...)	18	Trabajadores
44247	Valjunquera	En este municipio	85	Trabajadores
44247	Valjunquera	En otro municipio	8	Estudiantes que no trabajan
44247	Valjunquera	En otro municipio	41	Trabajadores
44249	Vallecillo (El)	En este municipio	1	Estudiantes que no trabajan
44249	Vallecillo (El)	En este municipio	8	Trabajadores
44249	Vallecillo (El)	En otro municipio	3	Trabajadores
44250	Veguillas de la Sierra	En este municipio	8	Trabajadores
44250	Veguillas de la Sierra	En otro municipio	2	Trabajadores
44251	Villafranca del Campo	En mi propio domicilio	7	Trabajadores
44251	Villafranca del Campo	En varios municipios (viajante, conductor,...)	16	Trabajadores
44251	Villafranca del Campo	En este municipio	1	Estudiantes que no trabajan
44251	Villafranca del Campo	En este municipio	87	Trabajadores
44251	Villafranca del Campo	En otro municipio	22	Estudiantes que no trabajan
44251	Villafranca del Campo	En otro municipio	29	Trabajadores
44252	Villahermosa del Campo	En mi propio domicilio	1	Trabajadores
44252	Villahermosa del Campo	En varios municipios (viajante, conductor,...)	2	Trabajadores
44252	Villahermosa del Campo	En este municipio	2	Estudiantes que no trabajan
44252	Villahermosa del Campo	En este municipio	19	Trabajadores
44252	Villahermosa del Campo	En otro municipio	3	Estudiantes que no trabajan
44252	Villahermosa del Campo	En otro municipio	7	Trabajadores
44256	Villanueva del Rebollar de la Sierra	En este municipio	9	Trabajadores
44256	Villanueva del Rebollar de la Sierra	En otro municipio	1	Estudiantes que no trabajan
44256	Villanueva del Rebollar de la Sierra	En otro municipio	4	Trabajadores
44257	Villar del Cobo	En mi propio domicilio	2	Trabajadores
44257	Villar del Cobo	En este municipio	4	Estudiantes que no trabajan
44257	Villar del Cobo	En este municipio	61	Trabajadores
44257	Villar del Cobo	En otro municipio	6	Estudiantes que no trabajan
44257	Villar del Cobo	En otro municipio	25	Trabajadores
44258	Villar del Salz	En varios municipios (viajante, conductor,...)	3	Trabajadores
44258	Villar del Salz	En este municipio	2	Estudiantes que no trabajan
44258	Villar del Salz	En este municipio	5	Trabajadores
44258	Villar del Salz	En otro municipio	3	Estudiantes que no trabajan
44258	Villar del Salz	En otro municipio	14	Trabajadores
44260	Villarluengo	En mi propio domicilio	21	Trabajadores
44260	Villarluengo	En varios municipios (viajante, conductor,...)	1	Trabajadores
44260	Villarluengo	En este municipio	1	Estudiantes que no trabajan
44260	Villarluengo	En este municipio	53	Trabajadores
44260	Villarluengo	En otro municipio	4	Estudiantes que no trabajan
44260	Villarluengo	En otro municipio	12	Trabajadores
44261	Villarquemado	En mi propio domicilio	31	Trabajadores
44261	Villarquemado	En varios municipios (viajante, conductor,...)	46	Trabajadores
44261	Villarquemado	En este municipio	15	Estudiantes que no trabajan
44261	Villarquemado	En este municipio	136	Trabajadores
44261	Villarquemado	En otro municipio	43	Estudiantes que no trabajan
44261	Villarquemado	En otro municipio	138	Trabajadores
44262	Villarroya de los Pinares	En mi propio domicilio	10	Trabajadores
44262	Villarroya de los Pinares	En varios municipios (viajante, conductor,...)	8	Trabajadores
44262	Villarroya de los Pinares	En este municipio	1	Estudiantes que no trabajan
44262	Villarroya de los Pinares	En este municipio	26	Trabajadores
44262	Villarroya de los Pinares	En otro municipio	6	Estudiantes que no trabajan
44262	Villarroya de los Pinares	En otro municipio	23	Trabajadores
44263	Villastar	En mi propio domicilio	1	Trabajadores
44263	Villastar	En varios municipios (viajante, conductor,...)	3	Trabajadores
44263	Villastar	En este municipio	25	Trabajadores
44263	Villastar	En otro municipio	15	Estudiantes que no trabajan
44263	Villastar	En otro municipio	90	Trabajadores
44264	Villel	En mi propio domicilio	7	Trabajadores
44264	Villel	En varios municipios (viajante, conductor,...)	2	Trabajadores
44264	Villel	En este municipio	43	Trabajadores
44264	Villel	En otro municipio	13	Estudiantes que no trabajan
44264	Villel	En otro municipio	58	Trabajadores
44264	Villel	En otro país	1	Trabajadores
44265	Vinaceite	En mi propio domicilio	3	Trabajadores
44265	Vinaceite	En varios municipios (viajante, conductor,...)	18	Trabajadores
44265	Vinaceite	En este municipio	53	Trabajadores
44265	Vinaceite	En otro municipio	18	Estudiantes que no trabajan
44265	Vinaceite	En otro municipio	30	Trabajadores
44266	Visiedo	En mi propio domicilio	1	Trabajadores
44266	Visiedo	En varios municipios (viajante, conductor,...)	7	Trabajadores
44266	Visiedo	En este municipio	43	Trabajadores
44266	Visiedo	En otro municipio	11	Estudiantes que no trabajan
44266	Visiedo	En otro municipio	17	Trabajadores
44266	Visiedo	En otro país	1	Estudiantes que no trabajan
44267	Vivel del Río Martín	En este municipio	1	Estudiantes que no trabajan
44267	Vivel del Río Martín	En este municipio	14	Trabajadores
44267	Vivel del Río Martín	En otro municipio	4	Estudiantes que no trabajan
44267	Vivel del Río Martín	En otro municipio	8	Trabajadores
44268	Zoma (La)	En varios municipios (viajante, conductor,...)	1	Trabajadores
44268	Zoma (La)	En este municipio	1	Trabajadores
44268	Zoma (La)	En otro municipio	6	Trabajadores
50001	Abanto	En mi propio domicilio	3	Trabajadores
50001	Abanto	En varios municipios (viajante, conductor,...)	1	Trabajadores
50001	Abanto	En este municipio	19	Trabajadores
50001	Abanto	En otro municipio	5	Estudiantes que no trabajan
50001	Abanto	En otro municipio	20	Trabajadores
50002	Acered	En mi propio domicilio	8	Trabajadores
50002	Acered	En varios municipios (viajante, conductor,...)	3	Trabajadores
50002	Acered	En este municipio	1	Estudiantes que no trabajan
50002	Acered	En este municipio	38	Trabajadores
50002	Acered	En otro municipio	4	Estudiantes que no trabajan
50002	Acered	En otro municipio	30	Trabajadores
50003	Agón	En mi propio domicilio	3	Trabajadores
50003	Agón	En varios municipios (viajante, conductor,...)	10	Trabajadores
50003	Agón	En este municipio	15	Trabajadores
50003	Agón	En otro municipio	3	Estudiantes que no trabajan
50003	Agón	En otro municipio	42	Trabajadores
50004	Aguarón	En mi propio domicilio	3	Estudiantes que no trabajan
50004	Aguarón	En mi propio domicilio	8	Trabajadores
50004	Aguarón	En varios municipios (viajante, conductor,...)	4	Trabajadores
50004	Aguarón	En este municipio	14	Estudiantes que no trabajan
50004	Aguarón	En este municipio	117	Trabajadores
50004	Aguarón	En otro municipio	25	Estudiantes que no trabajan
50004	Aguarón	En otro municipio	127	Trabajadores
50005	Aguilón	En mi propio domicilio	3	Trabajadores
50005	Aguilón	En varios municipios (viajante, conductor,...)	6	Trabajadores
50005	Aguilón	En este municipio	27	Trabajadores
50005	Aguilón	En otro municipio	12	Estudiantes que no trabajan
50005	Aguilón	En otro municipio	63	Trabajadores
50006	Ainzón	En mi propio domicilio	3	Estudiantes que no trabajan
50006	Ainzón	En mi propio domicilio	11	Trabajadores
50006	Ainzón	En varios municipios (viajante, conductor,...)	41	Trabajadores
50006	Ainzón	En este municipio	6	Estudiantes que no trabajan
50006	Ainzón	En este municipio	189	Trabajadores
50006	Ainzón	En otro municipio	53	Estudiantes que no trabajan
50006	Ainzón	En otro municipio	207	Trabajadores
50007	Aladrén	En mi propio domicilio	2	Trabajadores
50007	Aladrén	En varios municipios (viajante, conductor,...)	2	Trabajadores
50007	Aladrén	En este municipio	1	Estudiantes que no trabajan
50007	Aladrén	En este municipio	2	Trabajadores
50007	Aladrén	En otro municipio	4	Estudiantes que no trabajan
50007	Aladrén	En otro municipio	26	Trabajadores
50008	Alagón	En mi propio domicilio	5	Estudiantes que no trabajan
50008	Alagón	En mi propio domicilio	61	Trabajadores
50008	Alagón	En varios municipios (viajante, conductor,...)	1	Estudiantes que no trabajan
50008	Alagón	En varios municipios (viajante, conductor,...)	101	Trabajadores
50008	Alagón	En este municipio	119	Estudiantes que no trabajan
50008	Alagón	En este municipio	1188	Trabajadores
50008	Alagón	En otro municipio	201	Estudiantes que no trabajan
50008	Alagón	En otro municipio	1047	Trabajadores
50008	Alagón	En otro país	1	Estudiantes que no trabajan
50008	Alagón	En otro país	3	Trabajadores
50009	Alarba	En varios municipios (viajante, conductor,...)	3	Trabajadores
50009	Alarba	En este municipio	33	Trabajadores
50009	Alarba	En otro municipio	5	Estudiantes que no trabajan
50009	Alarba	En otro municipio	11	Trabajadores
50010	Alberite de San Juan	En mi propio domicilio	1	Trabajadores
50010	Alberite de San Juan	En varios municipios (viajante, conductor,...)	3	Trabajadores
50010	Alberite de San Juan	En este municipio	15	Trabajadores
50010	Alberite de San Juan	En otro municipio	18	Trabajadores
50011	Albeta	En mi propio domicilio	1	Trabajadores
50011	Albeta	En varios municipios (viajante, conductor,...)	6	Trabajadores
50011	Albeta	En este municipio	14	Trabajadores
50011	Albeta	En otro municipio	5	Estudiantes que no trabajan
50011	Albeta	En otro municipio	22	Trabajadores
50012	Alborge	En mi propio domicilio	2	Trabajadores
50012	Alborge	En varios municipios (viajante, conductor,...)	7	Trabajadores
50012	Alborge	En este municipio	12	Trabajadores
50012	Alborge	En otro municipio	4	Estudiantes que no trabajan
50012	Alborge	En otro municipio	29	Trabajadores
50013	Alcalá de Ebro	En mi propio domicilio	2	Trabajadores
50013	Alcalá de Ebro	En varios municipios (viajante, conductor,...)	6	Trabajadores
50013	Alcalá de Ebro	En este municipio	1	Estudiantes que no trabajan
50013	Alcalá de Ebro	En este municipio	21	Trabajadores
50013	Alcalá de Ebro	En otro municipio	14	Estudiantes que no trabajan
50013	Alcalá de Ebro	En otro municipio	65	Trabajadores
50014	Alcalá de Moncayo	En varios municipios (viajante, conductor,...)	3	Trabajadores
50014	Alcalá de Moncayo	En este municipio	16	Trabajadores
50014	Alcalá de Moncayo	En otro municipio	3	Estudiantes que no trabajan
50014	Alcalá de Moncayo	En otro municipio	29	Trabajadores
50015	Alconchel de Ariza	En mi propio domicilio	3	Trabajadores
50015	Alconchel de Ariza	En este municipio	20	Trabajadores
50015	Alconchel de Ariza	En otro municipio	5	Estudiantes que no trabajan
50015	Alconchel de Ariza	En otro municipio	11	Trabajadores
50016	Aldehuela de Liestos	En este municipio	8	Trabajadores
50016	Aldehuela de Liestos	En otro municipio	4	Trabajadores
50017	Alfajarín	En mi propio domicilio	3	Estudiantes que no trabajan
50017	Alfajarín	En mi propio domicilio	44	Trabajadores
50017	Alfajarín	En varios municipios (viajante, conductor,...)	48	Trabajadores
50017	Alfajarín	En este municipio	8	Estudiantes que no trabajan
50017	Alfajarín	En este municipio	247	Trabajadores
50017	Alfajarín	En otro municipio	58	Estudiantes que no trabajan
50017	Alfajarín	En otro municipio	386	Trabajadores
50017	Alfajarín	En otro país	2	Trabajadores
50018	Alfamén	En mi propio domicilio	29	Trabajadores
50018	Alfamén	En varios municipios (viajante, conductor,...)	31	Trabajadores
50018	Alfamén	En este municipio	358	Trabajadores
50018	Alfamén	En otro municipio	64	Estudiantes que no trabajan
50018	Alfamén	En otro municipio	169	Trabajadores
50018	Alfamén	En otro país	3	Trabajadores
50019	Alforque	En varios municipios (viajante, conductor,...)	2	Trabajadores
50019	Alforque	En este municipio	1	Estudiantes que no trabajan
50019	Alforque	En este municipio	9	Trabajadores
50019	Alforque	En otro municipio	5	Estudiantes que no trabajan
50019	Alforque	En otro municipio	17	Trabajadores
50020	Alhama de Aragón	En mi propio domicilio	2	Estudiantes que no trabajan
50020	Alhama de Aragón	En mi propio domicilio	31	Trabajadores
50020	Alhama de Aragón	En varios municipios (viajante, conductor,...)	19	Trabajadores
50020	Alhama de Aragón	En este municipio	2	Estudiantes que no trabajan
50020	Alhama de Aragón	En este municipio	377	Trabajadores
50020	Alhama de Aragón	En otro municipio	56	Estudiantes que no trabajan
50020	Alhama de Aragón	En otro municipio	88	Trabajadores
50021	Almochuel	En este municipio	4	Trabajadores
50021	Almochuel	En otro municipio	1	Estudiantes que no trabajan
50021	Almochuel	En otro municipio	9	Trabajadores
50022	Almolda (La)	En mi propio domicilio	3	Estudiantes que no trabajan
50022	Almolda (La)	En mi propio domicilio	29	Trabajadores
50022	Almolda (La)	En varios municipios (viajante, conductor,...)	15	Trabajadores
50022	Almolda (La)	En este municipio	2	Estudiantes que no trabajan
50022	Almolda (La)	En este municipio	95	Trabajadores
50022	Almolda (La)	En otro municipio	35	Estudiantes que no trabajan
50022	Almolda (La)	En otro municipio	117	Trabajadores
50023	Almonacid de la Cuba	En mi propio domicilio	7	Trabajadores
50023	Almonacid de la Cuba	En varios municipios (viajante, conductor,...)	4	Trabajadores
50023	Almonacid de la Cuba	En este municipio	2	Estudiantes que no trabajan
50023	Almonacid de la Cuba	En este municipio	39	Trabajadores
50023	Almonacid de la Cuba	En otro municipio	10	Estudiantes que no trabajan
50023	Almonacid de la Cuba	En otro municipio	45	Trabajadores
50024	Almonacid de la Sierra	En mi propio domicilio	2	Estudiantes que no trabajan
50024	Almonacid de la Sierra	En mi propio domicilio	24	Trabajadores
50024	Almonacid de la Sierra	En varios municipios (viajante, conductor,...)	2	Trabajadores
50024	Almonacid de la Sierra	En este municipio	5	Estudiantes que no trabajan
50024	Almonacid de la Sierra	En este municipio	149	Trabajadores
50024	Almonacid de la Sierra	En otro municipio	42	Estudiantes que no trabajan
50024	Almonacid de la Sierra	En otro municipio	146	Trabajadores
50024	Almonacid de la Sierra	En otro país	1	Trabajadores
50025	Almunia de Doña Godina (La)	En mi propio domicilio	20	Estudiantes que no trabajan
50025	Almunia de Doña Godina (La)	En mi propio domicilio	112	Trabajadores
50025	Almunia de Doña Godina (La)	En varios municipios (viajante, conductor,...)	84	Trabajadores
50025	Almunia de Doña Godina (La)	En este municipio	255	Estudiantes que no trabajan
50025	Almunia de Doña Godina (La)	En este municipio	1728	Trabajadores
50025	Almunia de Doña Godina (La)	En otro municipio	97	Estudiantes que no trabajan
50025	Almunia de Doña Godina (La)	En otro municipio	593	Trabajadores
50025	Almunia de Doña Godina (La)	En otro país	1	Estudiantes que no trabajan
50025	Almunia de Doña Godina (La)	En otro país	4	Trabajadores
50026	Alpartir	En mi propio domicilio	12	Trabajadores
50026	Alpartir	En varios municipios (viajante, conductor,...)	11	Trabajadores
50026	Alpartir	En este municipio	2	Estudiantes que no trabajan
50026	Alpartir	En este municipio	79	Trabajadores
50026	Alpartir	En otro municipio	17	Estudiantes que no trabajan
50026	Alpartir	En otro municipio	109	Trabajadores
50026	Alpartir	En otro país	1	Estudiantes que no trabajan
50027	Ambel	En mi propio domicilio	8	Trabajadores
50027	Ambel	En varios municipios (viajante, conductor,...)	9	Trabajadores
50027	Ambel	En este municipio	32	Trabajadores
50027	Ambel	En otro municipio	12	Estudiantes que no trabajan
50027	Ambel	En otro municipio	78	Trabajadores
50027	Ambel	En otro país	1	Estudiantes que no trabajan
50028	Anento	En mi propio domicilio	3	Trabajadores
50028	Anento	En varios municipios (viajante, conductor,...)	2	Trabajadores
50028	Anento	En este municipio	3	Estudiantes que no trabajan
50028	Anento	En este municipio	15	Trabajadores
50028	Anento	En otro municipio	1	Estudiantes que no trabajan
50028	Anento	En otro municipio	35	Trabajadores
50029	Aniñón	En mi propio domicilio	1	Estudiantes que no trabajan
50029	Aniñón	En mi propio domicilio	6	Trabajadores
50029	Aniñón	En varios municipios (viajante, conductor,...)	21	Trabajadores
50029	Aniñón	En este municipio	1	Estudiantes que no trabajan
50029	Aniñón	En este municipio	135	Trabajadores
50029	Aniñón	En otro municipio	28	Estudiantes que no trabajan
50029	Aniñón	En otro municipio	85	Trabajadores
50030	Añón de Moncayo	En mi propio domicilio	7	Trabajadores
50030	Añón de Moncayo	En varios municipios (viajante, conductor,...)	6	Trabajadores
50030	Añón de Moncayo	En este municipio	34	Trabajadores
50030	Añón de Moncayo	En otro municipio	9	Estudiantes que no trabajan
50030	Añón de Moncayo	En otro municipio	34	Trabajadores
50031	Aranda de Moncayo	En mi propio domicilio	3	Trabajadores
50031	Aranda de Moncayo	En varios municipios (viajante, conductor,...)	3	Trabajadores
50031	Aranda de Moncayo	En este municipio	35	Trabajadores
50031	Aranda de Moncayo	En otro municipio	6	Estudiantes que no trabajan
50031	Aranda de Moncayo	En otro municipio	39	Trabajadores
50032	Arándiga	En mi propio domicilio	1	Estudiantes que no trabajan
50032	Arándiga	En mi propio domicilio	2	Trabajadores
50032	Arándiga	En este municipio	2	Estudiantes que no trabajan
50032	Arándiga	En este municipio	57	Trabajadores
50032	Arándiga	En otro municipio	13	Estudiantes que no trabajan
50032	Arándiga	En otro municipio	60	Trabajadores
50032	Arándiga	En otro país	1	Estudiantes que no trabajan
50033	Ardisa	En mi propio domicilio	1	Trabajadores
50033	Ardisa	En varios municipios (viajante, conductor,...)	4	Trabajadores
50033	Ardisa	En este municipio	10	Trabajadores
50033	Ardisa	En otro municipio	3	Estudiantes que no trabajan
50033	Ardisa	En otro municipio	14	Trabajadores
50034	Ariza	En mi propio domicilio	2	Estudiantes que no trabajan
50034	Ariza	En mi propio domicilio	9	Trabajadores
50034	Ariza	En varios municipios (viajante, conductor,...)	36	Trabajadores
50034	Ariza	En este municipio	12	Estudiantes que no trabajan
50034	Ariza	En este municipio	315	Trabajadores
50034	Ariza	En otro municipio	51	Estudiantes que no trabajan
50034	Ariza	En otro municipio	119	Trabajadores
50034	Ariza	En otro país	1	Estudiantes que no trabajan
50034	Ariza	En otro país	1	Trabajadores
50035	Artieda	En varios municipios (viajante, conductor,...)	1	Trabajadores
50035	Artieda	En este municipio	27	Trabajadores
50035	Artieda	En otro municipio	3	Estudiantes que no trabajan
50035	Artieda	En otro municipio	15	Trabajadores
50036	Asín	En varios municipios (viajante, conductor,...)	2	Trabajadores
50036	Asín	En este municipio	8	Trabajadores
50036	Asín	En otro municipio	6	Estudiantes que no trabajan
50036	Asín	En otro municipio	22	Trabajadores
50037	Atea	En mi propio domicilio	1	Trabajadores
50037	Atea	En varios municipios (viajante, conductor,...)	3	Trabajadores
50037	Atea	En este municipio	34	Trabajadores
50037	Atea	En otro municipio	6	Estudiantes que no trabajan
50037	Atea	En otro municipio	21	Trabajadores
50038	Ateca	En mi propio domicilio	4	Estudiantes que no trabajan
50038	Ateca	En mi propio domicilio	22	Trabajadores
50038	Ateca	En varios municipios (viajante, conductor,...)	45	Trabajadores
50038	Ateca	En este municipio	48	Estudiantes que no trabajan
50038	Ateca	En este municipio	610	Trabajadores
50038	Ateca	En otro municipio	77	Estudiantes que no trabajan
50038	Ateca	En otro municipio	195	Trabajadores
50038	Ateca	En otro país	2	Trabajadores
50039	Azuara	En mi propio domicilio	17	Trabajadores
50039	Azuara	En varios municipios (viajante, conductor,...)	7	Trabajadores
50039	Azuara	En este municipio	4	Estudiantes que no trabajan
50039	Azuara	En este municipio	111	Trabajadores
50039	Azuara	En otro municipio	19	Estudiantes que no trabajan
50039	Azuara	En otro municipio	103	Trabajadores
50039	Azuara	En otro país	1	Trabajadores
50040	Badules	En varios municipios (viajante, conductor,...)	3	Trabajadores
50040	Badules	En este municipio	9	Trabajadores
50040	Badules	En otro municipio	6	Estudiantes que no trabajan
50040	Badules	En otro municipio	24	Trabajadores
50041	Bagüés	En mi propio domicilio	1	Trabajadores
50041	Bagüés	En varios municipios (viajante, conductor,...)	1	Trabajadores
50041	Bagüés	En este municipio	1	Estudiantes que no trabajan
50041	Bagüés	En este municipio	2	Trabajadores
50041	Bagüés	En otro municipio	7	Trabajadores
50042	Balconchán	En este municipio	3	Trabajadores
50042	Balconchán	En otro municipio	2	Trabajadores
50043	Bárboles	En mi propio domicilio	2	Estudiantes que no trabajan
50043	Bárboles	En mi propio domicilio	7	Trabajadores
50043	Bárboles	En varios municipios (viajante, conductor,...)	3	Trabajadores
50043	Bárboles	En este municipio	1	Estudiantes que no trabajan
50043	Bárboles	En este municipio	36	Trabajadores
50043	Bárboles	En otro municipio	21	Estudiantes que no trabajan
50043	Bárboles	En otro municipio	77	Trabajadores
50044	Bardallur	En mi propio domicilio	6	Trabajadores
50044	Bardallur	En varios municipios (viajante, conductor,...)	4	Trabajadores
50044	Bardallur	En este municipio	2	Estudiantes que no trabajan
50044	Bardallur	En este municipio	35	Trabajadores
50044	Bardallur	En otro municipio	13	Estudiantes que no trabajan
50044	Bardallur	En otro municipio	60	Trabajadores
50045	Belchite	En mi propio domicilio	2	Estudiantes que no trabajan
50045	Belchite	En mi propio domicilio	46	Trabajadores
50045	Belchite	En varios municipios (viajante, conductor,...)	34	Trabajadores
50045	Belchite	En este municipio	46	Estudiantes que no trabajan
50045	Belchite	En este municipio	444	Trabajadores
50045	Belchite	En otro municipio	64	Estudiantes que no trabajan
50045	Belchite	En otro municipio	143	Trabajadores
50045	Belchite	En otro país	3	Trabajadores
50046	Belmonte de Gracián	En mi propio domicilio	2	Trabajadores
50046	Belmonte de Gracián	En varios municipios (viajante, conductor,...)	2	Trabajadores
50046	Belmonte de Gracián	En este municipio	2	Estudiantes que no trabajan
50046	Belmonte de Gracián	En este municipio	44	Trabajadores
50046	Belmonte de Gracián	En otro municipio	3	Estudiantes que no trabajan
50046	Belmonte de Gracián	En otro municipio	35	Trabajadores
50047	Berdejo	En varios municipios (viajante, conductor,...)	4	Trabajadores
50047	Berdejo	En este municipio	1	Trabajadores
50047	Berdejo	En otro municipio	26	Trabajadores
