Municipio código	Municipio nombre	Sexo	Sector actividad, código	Sector actividad, descripción	Personas residentes viviendas familiares
22085	Castelflorite	Mujeres	1	Agricultura, ganadería y pesca	2
22085	Castelflorite	Mujeres	3	Construcción	1
22085	Castelflorite	Mujeres	4	Servicios	9
22086	Castiello de Jaca	Hombres	1	Agricultura, ganadería y pesca	6
22086	Castiello de Jaca	Hombres	2	Industria y energía	3
22086	Castiello de Jaca	Hombres	3	Construcción	6
22086	Castiello de Jaca	Hombres	4	Servicios	30
22086	Castiello de Jaca	Mujeres	2	Industria y energía	2
22086	Castiello de Jaca	Mujeres	3	Construcción	2
22086	Castiello de Jaca	Mujeres	4	Servicios	24
22087	Castigaleu	Hombres	1	Agricultura, ganadería y pesca	16
22087	Castigaleu	Hombres	2	Industria y energía	4
22087	Castigaleu	Hombres	3	Construcción	2
22087	Castigaleu	Hombres	4	Servicios	10
22087	Castigaleu	Mujeres	1	Agricultura, ganadería y pesca	2
22087	Castigaleu	Mujeres	2	Industria y energía	1
22087	Castigaleu	Mujeres	4	Servicios	9
22088	Castillazuelo	Hombres	1	Agricultura, ganadería y pesca	10
22088	Castillazuelo	Hombres	2	Industria y energía	12
22088	Castillazuelo	Hombres	3	Construcción	11
22088	Castillazuelo	Hombres	4	Servicios	12
22088	Castillazuelo	Mujeres	1	Agricultura, ganadería y pesca	4
22088	Castillazuelo	Mujeres	2	Industria y energía	3
22088	Castillazuelo	Mujeres	3	Construcción	1
22088	Castillazuelo	Mujeres	4	Servicios	19
22089	Castillonroy	Hombres	1	Agricultura, ganadería y pesca	58
22089	Castillonroy	Hombres	2	Industria y energía	4
22089	Castillonroy	Hombres	3	Construcción	18
22089	Castillonroy	Hombres	4	Servicios	26
22089	Castillonroy	Mujeres	1	Agricultura, ganadería y pesca	9
22089	Castillonroy	Mujeres	3	Construcción	2
22089	Castillonroy	Mujeres	4	Servicios	35
22090	Colungo	Hombres	1	Agricultura, ganadería y pesca	9
22090	Colungo	Hombres	2	Industria y energía	8
22090	Colungo	Hombres	3	Construcción	11
22090	Colungo	Hombres	4	Servicios	7
22090	Colungo	Mujeres	4	Servicios	10
22094	Chalamera	Hombres	1	Agricultura, ganadería y pesca	31
22094	Chalamera	Hombres	2	Industria y energía	2
22094	Chalamera	Hombres	3	Construcción	3
22094	Chalamera	Hombres	4	Servicios	4
22094	Chalamera	Mujeres	1	Agricultura, ganadería y pesca	2
22094	Chalamera	Mujeres	2	Industria y energía	1
22094	Chalamera	Mujeres	4	Servicios	9
22095	Chía	Hombres	1	Agricultura, ganadería y pesca	10
22095	Chía	Hombres	2	Industria y energía	3
22095	Chía	Hombres	3	Construcción	6
22095	Chía	Hombres	4	Servicios	10
22095	Chía	Mujeres	4	Servicios	11
22096	Chimillas	Hombres	1	Agricultura, ganadería y pesca	8
22096	Chimillas	Hombres	2	Industria y energía	8
22096	Chimillas	Hombres	3	Construcción	6
22096	Chimillas	Hombres	4	Servicios	48
22096	Chimillas	Mujeres	1	Agricultura, ganadería y pesca	1
22096	Chimillas	Mujeres	2	Industria y energía	3
22096	Chimillas	Mujeres	4	Servicios	31
22099	Esplús	Hombres	1	Agricultura, ganadería y pesca	91
22099	Esplús	Hombres	2	Industria y energía	34
22099	Esplús	Hombres	3	Construcción	17
22099	Esplús	Hombres	4	Servicios	49
22099	Esplús	Mujeres	1	Agricultura, ganadería y pesca	16
22099	Esplús	Mujeres	2	Industria y energía	14
22099	Esplús	Mujeres	3	Construcción	1
22099	Esplús	Mujeres	4	Servicios	49
22102	Estada	Hombres	1	Agricultura, ganadería y pesca	16
22102	Estada	Hombres	2	Industria y energía	14
22102	Estada	Hombres	3	Construcción	4
22102	Estada	Hombres	4	Servicios	13
22102	Estada	Mujeres	1	Agricultura, ganadería y pesca	3
22102	Estada	Mujeres	2	Industria y energía	2
22102	Estada	Mujeres	3	Construcción	1
22102	Estada	Mujeres	4	Servicios	14
22103	Estadilla	Hombres	1	Agricultura, ganadería y pesca	57
22103	Estadilla	Hombres	2	Industria y energía	61
22103	Estadilla	Hombres	3	Construcción	39
22103	Estadilla	Hombres	4	Servicios	62
22103	Estadilla	Mujeres	1	Agricultura, ganadería y pesca	11
22103	Estadilla	Mujeres	2	Industria y energía	13
22103	Estadilla	Mujeres	3	Construcción	2
22103	Estadilla	Mujeres	4	Servicios	96
22105	Estopiñán del Castillo	Hombres	1	Agricultura, ganadería y pesca	37
22105	Estopiñán del Castillo	Hombres	2	Industria y energía	5
22105	Estopiñán del Castillo	Hombres	3	Construcción	7
22105	Estopiñán del Castillo	Hombres	4	Servicios	8
22105	Estopiñán del Castillo	Mujeres	1	Agricultura, ganadería y pesca	4
22105	Estopiñán del Castillo	Mujeres	2	Industria y energía	1
22105	Estopiñán del Castillo	Mujeres	3	Construcción	2
22105	Estopiñán del Castillo	Mujeres	4	Servicios	20
22106	Fago	Hombres	1	Agricultura, ganadería y pesca	6
22106	Fago	Hombres	2	Industria y energía	1
22106	Fago	Hombres	3	Construcción	4
22106	Fago	Hombres	4	Servicios	1
22106	Fago	Mujeres	2	Industria y energía	1
22106	Fago	Mujeres	3	Construcción	1
22106	Fago	Mujeres	4	Servicios	2
22107	Fanlo	Hombres	1	Agricultura, ganadería y pesca	21
22107	Fanlo	Hombres	2	Industria y energía	12
22107	Fanlo	Hombres	3	Construcción	10
22107	Fanlo	Hombres	4	Servicios	32
22107	Fanlo	Mujeres	1	Agricultura, ganadería y pesca	3
22107	Fanlo	Mujeres	2	Industria y energía	2
22107	Fanlo	Mujeres	4	Servicios	22
22109	Fiscal	Hombres	1	Agricultura, ganadería y pesca	23
22109	Fiscal	Hombres	2	Industria y energía	7
22109	Fiscal	Hombres	3	Construcción	22
22109	Fiscal	Hombres	4	Servicios	27
22109	Fiscal	Mujeres	1	Agricultura, ganadería y pesca	1
22109	Fiscal	Mujeres	4	Servicios	26
22110	Fonz	Hombres	1	Agricultura, ganadería y pesca	105
22110	Fonz	Hombres	2	Industria y energía	39
22110	Fonz	Hombres	3	Construcción	46
22110	Fonz	Hombres	4	Servicios	67
22110	Fonz	Mujeres	1	Agricultura, ganadería y pesca	9
22110	Fonz	Mujeres	2	Industria y energía	11
22110	Fonz	Mujeres	3	Construcción	4
22110	Fonz	Mujeres	4	Servicios	79
22111	Foradada del Toscar	Hombres	1	Agricultura, ganadería y pesca	29
22111	Foradada del Toscar	Hombres	2	Industria y energía	4
22111	Foradada del Toscar	Hombres	3	Construcción	11
22111	Foradada del Toscar	Hombres	4	Servicios	15
22111	Foradada del Toscar	Mujeres	1	Agricultura, ganadería y pesca	8
22111	Foradada del Toscar	Mujeres	2	Industria y energía	4
22111	Foradada del Toscar	Mujeres	4	Servicios	36
22112	Fraga	Hombres	1	Agricultura, ganadería y pesca	881
22112	Fraga	Hombres	2	Industria y energía	665
22112	Fraga	Hombres	3	Construcción	618
22112	Fraga	Hombres	4	Servicios	1244
22112	Fraga	Mujeres	1	Agricultura, ganadería y pesca	118
22112	Fraga	Mujeres	2	Industria y energía	388
22112	Fraga	Mujeres	3	Construcción	35
22112	Fraga	Mujeres	4	Servicios	1287
22113	Fueva (La)	Hombres	1	Agricultura, ganadería y pesca	66
22113	Fueva (La)	Hombres	2	Industria y energía	5
22113	Fueva (La)	Hombres	3	Construcción	46
22113	Fueva (La)	Hombres	4	Servicios	40
22113	Fueva (La)	Mujeres	1	Agricultura, ganadería y pesca	12
22113	Fueva (La)	Mujeres	2	Industria y energía	2
22113	Fueva (La)	Mujeres	4	Servicios	64
22114	Gistaín	Hombres	1	Agricultura, ganadería y pesca	18
22114	Gistaín	Hombres	2	Industria y energía	3
22114	Gistaín	Hombres	3	Construcción	21
22114	Gistaín	Hombres	4	Servicios	11
22114	Gistaín	Mujeres	1	Agricultura, ganadería y pesca	2
22114	Gistaín	Mujeres	2	Industria y energía	2
22114	Gistaín	Mujeres	4	Servicios	14
22115	Grado (El)	Hombres	1	Agricultura, ganadería y pesca	28
22115	Grado (El)	Hombres	2	Industria y energía	41
22115	Grado (El)	Hombres	3	Construcción	24
22115	Grado (El)	Hombres	4	Servicios	39
22115	Grado (El)	Mujeres	1	Agricultura, ganadería y pesca	1
22115	Grado (El)	Mujeres	2	Industria y energía	9
22115	Grado (El)	Mujeres	3	Construcción	1
22115	Grado (El)	Mujeres	4	Servicios	53
22116	Grañén	Hombres	1	Agricultura, ganadería y pesca	137
22116	Grañén	Hombres	2	Industria y energía	69
22116	Grañén	Hombres	3	Construcción	136
22116	Grañén	Hombres	4	Servicios	144
22116	Grañén	Mujeres	1	Agricultura, ganadería y pesca	8
22116	Grañén	Mujeres	2	Industria y energía	18
22116	Grañén	Mujeres	3	Construcción	13
22116	Grañén	Mujeres	4	Servicios	179
22117	Graus	Hombres	1	Agricultura, ganadería y pesca	122
22117	Graus	Hombres	2	Industria y energía	110
22117	Graus	Hombres	3	Construcción	191
22117	Graus	Hombres	4	Servicios	337
22117	Graus	Mujeres	1	Agricultura, ganadería y pesca	12
22117	Graus	Mujeres	2	Industria y energía	72
22117	Graus	Mujeres	3	Construcción	18
22117	Graus	Mujeres	4	Servicios	321
22119	Gurrea de Gállego	Hombres	1	Agricultura, ganadería y pesca	155
22119	Gurrea de Gállego	Hombres	2	Industria y energía	133
22119	Gurrea de Gállego	Hombres	3	Construcción	73
22119	Gurrea de Gállego	Hombres	4	Servicios	135
22119	Gurrea de Gállego	Mujeres	1	Agricultura, ganadería y pesca	7
22119	Gurrea de Gállego	Mujeres	2	Industria y energía	39
22119	Gurrea de Gállego	Mujeres	3	Construcción	4
22119	Gurrea de Gállego	Mujeres	4	Servicios	140
22122	Hoz de Jaca	Hombres	1	Agricultura, ganadería y pesca	5
22122	Hoz de Jaca	Hombres	2	Industria y energía	3
22122	Hoz de Jaca	Hombres	3	Construcción	3
22122	Hoz de Jaca	Hombres	4	Servicios	10
22122	Hoz de Jaca	Mujeres	1	Agricultura, ganadería y pesca	2
22122	Hoz de Jaca	Mujeres	2	Industria y energía	2
22122	Hoz de Jaca	Mujeres	3	Construcción	2
22122	Hoz de Jaca	Mujeres	4	Servicios	17
22124	Huerto	Hombres	1	Agricultura, ganadería y pesca	31
22124	Huerto	Hombres	2	Industria y energía	8
22124	Huerto	Hombres	3	Construcción	7
22124	Huerto	Hombres	4	Servicios	16
22124	Huerto	Mujeres	1	Agricultura, ganadería y pesca	2
22124	Huerto	Mujeres	2	Industria y energía	2
22124	Huerto	Mujeres	4	Servicios	16
22125	Huesca	Hombres	1	Agricultura, ganadería y pesca	543
22125	Huesca	Hombres	2	Industria y energía	1809
22125	Huesca	Hombres	3	Construcción	1970
22125	Huesca	Hombres	4	Servicios	7363
22125	Huesca	Mujeres	1	Agricultura, ganadería y pesca	81
22125	Huesca	Mujeres	2	Industria y energía	497
22125	Huesca	Mujeres	3	Construcción	130
22125	Huesca	Mujeres	4	Servicios	7714
22126	Ibieca	Hombres	1	Agricultura, ganadería y pesca	14
22126	Ibieca	Hombres	2	Industria y energía	3
22126	Ibieca	Hombres	3	Construcción	3
22126	Ibieca	Hombres	4	Servicios	11
22126	Ibieca	Mujeres	1	Agricultura, ganadería y pesca	1
22126	Ibieca	Mujeres	2	Industria y energía	2
22126	Ibieca	Mujeres	4	Servicios	11
22127	Igriés	Hombres	1	Agricultura, ganadería y pesca	27
22127	Igriés	Hombres	2	Industria y energía	9
22127	Igriés	Hombres	3	Construcción	11
22127	Igriés	Hombres	4	Servicios	27
22127	Igriés	Mujeres	2	Industria y energía	1
22127	Igriés	Mujeres	4	Servicios	42
22128	Ilche	Hombres	1	Agricultura, ganadería y pesca	46
22128	Ilche	Hombres	2	Industria y energía	9
22128	Ilche	Hombres	3	Construcción	4
22128	Ilche	Hombres	4	Servicios	13
22128	Ilche	Mujeres	1	Agricultura, ganadería y pesca	3
22128	Ilche	Mujeres	2	Industria y energía	8
22128	Ilche	Mujeres	4	Servicios	23
22129	Isábena	Hombres	1	Agricultura, ganadería y pesca	22
22129	Isábena	Hombres	2	Industria y energía	8
22129	Isábena	Hombres	3	Construcción	6
22129	Isábena	Hombres	4	Servicios	22
22129	Isábena	Mujeres	1	Agricultura, ganadería y pesca	4
22129	Isábena	Mujeres	2	Industria y energía	4
22129	Isábena	Mujeres	3	Construcción	2
22129	Isábena	Mujeres	4	Servicios	21
22130	Jaca	Hombres	1	Agricultura, ganadería y pesca	171
22130	Jaca	Hombres	2	Industria y energía	295
22130	Jaca	Hombres	3	Construcción	588
22130	Jaca	Hombres	4	Servicios	1883
22130	Jaca	Mujeres	1	Agricultura, ganadería y pesca	16
22130	Jaca	Mujeres	2	Industria y energía	82
22130	Jaca	Mujeres	3	Construcción	48
22130	Jaca	Mujeres	4	Servicios	1770
22131	Jasa	Hombres	1	Agricultura, ganadería y pesca	11
22131	Jasa	Hombres	2	Industria y energía	3
22131	Jasa	Hombres	3	Construcción	9
22131	Jasa	Hombres	4	Servicios	12
22131	Jasa	Mujeres	1	Agricultura, ganadería y pesca	2
22131	Jasa	Mujeres	4	Servicios	8
22133	Labuerda	Hombres	1	Agricultura, ganadería y pesca	13
22133	Labuerda	Hombres	2	Industria y energía	3
22133	Labuerda	Hombres	3	Construcción	11
22133	Labuerda	Hombres	4	Servicios	19
22133	Labuerda	Mujeres	2	Industria y energía	3
22133	Labuerda	Mujeres	4	Servicios	19
22135	Laluenga	Hombres	1	Agricultura, ganadería y pesca	44
22135	Laluenga	Hombres	2	Industria y energía	2
22135	Laluenga	Hombres	3	Construcción	5
22135	Laluenga	Hombres	4	Servicios	13
22135	Laluenga	Mujeres	2	Industria y energía	3
22135	Laluenga	Mujeres	4	Servicios	23
22136	Lalueza	Hombres	1	Agricultura, ganadería y pesca	138
22136	Lalueza	Hombres	2	Industria y energía	43
22136	Lalueza	Hombres	3	Construcción	61
22136	Lalueza	Hombres	4	Servicios	90
22136	Lalueza	Mujeres	1	Agricultura, ganadería y pesca	10
22136	Lalueza	Mujeres	2	Industria y energía	23
22136	Lalueza	Mujeres	3	Construcción	2
22136	Lalueza	Mujeres	4	Servicios	92
22137	Lanaja	Hombres	1	Agricultura, ganadería y pesca	130
22137	Lanaja	Hombres	2	Industria y energía	37
22137	Lanaja	Hombres	3	Construcción	125
22137	Lanaja	Hombres	4	Servicios	100
22137	Lanaja	Mujeres	1	Agricultura, ganadería y pesca	9
22137	Lanaja	Mujeres	2	Industria y energía	9
22137	Lanaja	Mujeres	3	Construcción	4
22137	Lanaja	Mujeres	4	Servicios	103
22139	Laperdiguera	Hombres	1	Agricultura, ganadería y pesca	14
22139	Laperdiguera	Hombres	2	Industria y energía	5
22139	Laperdiguera	Hombres	4	Servicios	6
22139	Laperdiguera	Mujeres	2	Industria y energía	1
22139	Laperdiguera	Mujeres	4	Servicios	8
22141	Lascellas-Ponzano	Hombres	1	Agricultura, ganadería y pesca	14
22141	Lascellas-Ponzano	Hombres	2	Industria y energía	4
22141	Lascellas-Ponzano	Hombres	3	Construcción	7
22141	Lascellas-Ponzano	Hombres	4	Servicios	14
22141	Lascellas-Ponzano	Mujeres	1	Agricultura, ganadería y pesca	1
22141	Lascellas-Ponzano	Mujeres	2	Industria y energía	6
22141	Lascellas-Ponzano	Mujeres	4	Servicios	13
22142	Lascuarre	Hombres	1	Agricultura, ganadería y pesca	19
22142	Lascuarre	Hombres	2	Industria y energía	3
22142	Lascuarre	Hombres	3	Construcción	8
22142	Lascuarre	Hombres	4	Servicios	11
22142	Lascuarre	Mujeres	1	Agricultura, ganadería y pesca	2
22142	Lascuarre	Mujeres	2	Industria y energía	7
22142	Lascuarre	Mujeres	3	Construcción	1
22142	Lascuarre	Mujeres	4	Servicios	8
22143	Laspaúles	Hombres	1	Agricultura, ganadería y pesca	31
22143	Laspaúles	Hombres	2	Industria y energía	4
22143	Laspaúles	Hombres	3	Construcción	10
22143	Laspaúles	Hombres	4	Servicios	38
22143	Laspaúles	Mujeres	1	Agricultura, ganadería y pesca	6
22143	Laspaúles	Mujeres	2	Industria y energía	5
22143	Laspaúles	Mujeres	4	Servicios	34
22144	Laspuña	Hombres	1	Agricultura, ganadería y pesca	12
22144	Laspuña	Hombres	2	Industria y energía	6
22144	Laspuña	Hombres	3	Construcción	21
22144	Laspuña	Hombres	4	Servicios	23
22144	Laspuña	Mujeres	4	Servicios	33
22149	Loarre	Hombres	1	Agricultura, ganadería y pesca	40
22149	Loarre	Hombres	2	Industria y energía	6
22149	Loarre	Hombres	3	Construcción	26
22149	Loarre	Hombres	4	Servicios	33
22149	Loarre	Mujeres	1	Agricultura, ganadería y pesca	3
22149	Loarre	Mujeres	2	Industria y energía	2
22149	Loarre	Mujeres	4	Servicios	34
22150	Loporzano	Hombres	1	Agricultura, ganadería y pesca	38
22150	Loporzano	Hombres	2	Industria y energía	30
22150	Loporzano	Hombres	3	Construcción	15
22150	Loporzano	Hombres	4	Servicios	73
22150	Loporzano	Mujeres	1	Agricultura, ganadería y pesca	4
22150	Loporzano	Mujeres	2	Industria y energía	5
22150	Loporzano	Mujeres	3	Construcción	1
22150	Loporzano	Mujeres	4	Servicios	55
22151	Loscorrales	Hombres	1	Agricultura, ganadería y pesca	13
22151	Loscorrales	Hombres	2	Industria y energía	2
22151	Loscorrales	Hombres	3	Construcción	2
22151	Loscorrales	Hombres	4	Servicios	7
22151	Loscorrales	Mujeres	4	Servicios	9
22155	Monesma y Cajigar	Hombres	1	Agricultura, ganadería y pesca	24
22155	Monesma y Cajigar	Hombres	2	Industria y energía	1
22155	Monesma y Cajigar	Hombres	3	Construcción	2
22155	Monesma y Cajigar	Hombres	4	Servicios	3
22155	Monesma y Cajigar	Mujeres	1	Agricultura, ganadería y pesca	1
22155	Monesma y Cajigar	Mujeres	4	Servicios	6
22156	Monflorite-Lascasas	Hombres	1	Agricultura, ganadería y pesca	22
22156	Monflorite-Lascasas	Hombres	2	Industria y energía	8
22156	Monflorite-Lascasas	Hombres	3	Construcción	7
22156	Monflorite-Lascasas	Hombres	4	Servicios	25
22156	Monflorite-Lascasas	Mujeres	2	Industria y energía	2
22156	Monflorite-Lascasas	Mujeres	3	Construcción	1
22156	Monflorite-Lascasas	Mujeres	4	Servicios	27
22157	Montanuy	Hombres	1	Agricultura, ganadería y pesca	49
22157	Montanuy	Hombres	2	Industria y energía	9
22157	Montanuy	Hombres	3	Construcción	7
22157	Montanuy	Hombres	4	Servicios	18
22157	Montanuy	Mujeres	1	Agricultura, ganadería y pesca	5
22157	Montanuy	Mujeres	2	Industria y energía	1
22157	Montanuy	Mujeres	4	Servicios	24
22158	Monzón	Hombres	1	Agricultura, ganadería y pesca	284
22158	Monzón	Hombres	2	Industria y energía	1647
22158	Monzón	Hombres	3	Construcción	683
22158	Monzón	Hombres	4	Servicios	1379
22158	Monzón	Mujeres	1	Agricultura, ganadería y pesca	62
22158	Monzón	Mujeres	2	Industria y energía	372
22158	Monzón	Mujeres	3	Construcción	58
22158	Monzón	Mujeres	4	Servicios	1631
22160	Naval	Hombres	1	Agricultura, ganadería y pesca	22
22160	Naval	Hombres	2	Industria y energía	16
22160	Naval	Hombres	3	Construcción	14
22160	Naval	Hombres	4	Servicios	26
22160	Naval	Mujeres	1	Agricultura, ganadería y pesca	3
22160	Naval	Mujeres	2	Industria y energía	7
22160	Naval	Mujeres	4	Servicios	35
22162	Novales	Hombres	1	Agricultura, ganadería y pesca	15
22162	Novales	Hombres	2	Industria y energía	3
22162	Novales	Hombres	3	Construcción	14
22162	Novales	Hombres	4	Servicios	16
22162	Novales	Mujeres	1	Agricultura, ganadería y pesca	2
22162	Novales	Mujeres	4	Servicios	16
22163	Nueno	Hombres	1	Agricultura, ganadería y pesca	21
22163	Nueno	Hombres	2	Industria y energía	18
22163	Nueno	Hombres	3	Construcción	18
22163	Nueno	Hombres	4	Servicios	55
22163	Nueno	Mujeres	1	Agricultura, ganadería y pesca	3
22163	Nueno	Mujeres	2	Industria y energía	5
22163	Nueno	Mujeres	3	Construcción	3
22163	Nueno	Mujeres	4	Servicios	51
22164	Olvena	Hombres	1	Agricultura, ganadería y pesca	3
22164	Olvena	Hombres	2	Industria y energía	1
22164	Olvena	Hombres	3	Construcción	1
22164	Olvena	Hombres	4	Servicios	3
22164	Olvena	Mujeres	1	Agricultura, ganadería y pesca	2
22164	Olvena	Mujeres	2	Industria y energía	1
22164	Olvena	Mujeres	4	Servicios	3
22165	Ontiñena	Hombres	1	Agricultura, ganadería y pesca	53
22165	Ontiñena	Hombres	2	Industria y energía	32
22165	Ontiñena	Hombres	3	Construcción	27
22165	Ontiñena	Hombres	4	Servicios	31
22165	Ontiñena	Mujeres	1	Agricultura, ganadería y pesca	6
22165	Ontiñena	Mujeres	2	Industria y energía	12
22165	Ontiñena	Mujeres	3	Construcción	1
22165	Ontiñena	Mujeres	4	Servicios	23
22167	Osso de Cinca	Hombres	1	Agricultura, ganadería y pesca	142
22167	Osso de Cinca	Hombres	2	Industria y energía	20
22167	Osso de Cinca	Hombres	3	Construcción	30
22167	Osso de Cinca	Hombres	4	Servicios	35
22167	Osso de Cinca	Mujeres	1	Agricultura, ganadería y pesca	13
22167	Osso de Cinca	Mujeres	2	Industria y energía	31
22167	Osso de Cinca	Mujeres	3	Construcción	2
22167	Osso de Cinca	Mujeres	4	Servicios	40
22168	Palo	Hombres	1	Agricultura, ganadería y pesca	5
22168	Palo	Hombres	2	Industria y energía	1
22168	Palo	Hombres	3	Construcción	4
22168	Palo	Hombres	4	Servicios	1
22168	Palo	Mujeres	1	Agricultura, ganadería y pesca	1
22168	Palo	Mujeres	3	Construcción	1
22168	Palo	Mujeres	4	Servicios	2
22170	Panticosa	Hombres	1	Agricultura, ganadería y pesca	12
