Mes y año	Codmun	Municipio	Cuentas cotización con trabajadores
Mayo 2020	44229	Torres de Albarracín	10
Mayo 2020	44230	Torrevelilla	9
Mayo 2020	44231	Torrijas	3
Mayo 2020	44232	Torrijo del Campo	16
Mayo 2020	44234	Tramacastiel	4
Mayo 2020	44235	Tramacastilla	12
Mayo 2020	44236	Tronchón	5
Mayo 2020	44237	Urrea de Gaén	20
Mayo 2020	44238	Utrillas	91
Mayo 2020	44239	Valacloche	1
Mayo 2020	44240	Valbona	7
Mayo 2020	44241	Valdealgorfa	21
Mayo 2020	44243	Valdecuenca	3
Mayo 2020	44244	Valdelinares	7
Mayo 2020	44245	Valdeltormo	15
Mayo 2020	44246	Valderrobres	162
Mayo 2020	44247	Valjunquera	12
Mayo 2020	44249	Vallecillo (El)	1
Mayo 2020	44250	Veguillas de la Sierra	2
Mayo 2020	44251	Villafranca del Campo	16
Mayo 2020	44252	Villahermosa del Campo	2
Mayo 2020	44256	Villanueva del Rebollar de la Sierra	2
Mayo 2020	44257	Villar del Cobo	2
Mayo 2020	44258	Villar del Salz	1
Mayo 2020	44260	Villarluengo	7
Mayo 2020	44261	Villarquemado	20
Mayo 2020	44262	Villarroya de los Pinares	7
Mayo 2020	44263	Villastar	11
Mayo 2020	44264	Villel	14
Mayo 2020	44265	Vinaceite	16
Mayo 2020	44266	Visiedo	3
Mayo 2020	44267	Vivel del Río Martín	3
Mayo 2020	50001	Abanto	5
Mayo 2020	50002	Acered	9
Mayo 2020	50003	Agón	7
Mayo 2020	50004	Aguarón	40
Mayo 2020	50005	Aguilón	5
Mayo 2020	50006	Ainzón	35
Mayo 2020	50007	Aladrén	1
Mayo 2020	50008	Alagón	200
Mayo 2020	50009	Alarba	4
Mayo 2020	50010	Alberite de San Juan	7
Mayo 2020	50011	Albeta	11
Mayo 2020	50012	Alborge	10
Mayo 2020	50013	Alcalá de Ebro	6
Mayo 2020	50014	Alcalá de Moncayo	4
Mayo 2020	50015	Alconchel de Ariza	3
Mayo 2020	50016	Aldehuela de Liestos	2
Mayo 2020	50017	Alfajarín	97
Mayo 2020	50018	Alfamén	59
Mayo 2020	50019	Alforque	2
Mayo 2020	50020	Alhama de Aragón	31
Mayo 2020	50021	Almochuel	1
Mayo 2020	50022	Almolda (La)	9
Mayo 2020	50023	Almonacid de la Cuba	10
Mayo 2020	50024	Almonacid de la Sierra	42
Mayo 2020	50025	Almunia de Doña Godina (La)	367
Mayo 2020	50026	Alpartir	13
Mayo 2020	50027	Ambel	10
Mayo 2020	50028	Anento	3
Mayo 2020	50029	Aniñón	27
Mayo 2020	50030	Añón de Moncayo	4
Mayo 2020	50031	Aranda de Moncayo	6
Mayo 2020	50032	Arándiga	15
Mayo 2020	50033	Ardisa	2
Mayo 2020	50034	Ariza	32
Mayo 2020	50035	Artieda	5
Mayo 2020	50036	Asín	5
Mayo 2020	50037	Atea	4
Mayo 2020	50038	Ateca	63
Mayo 2020	50039	Azuara	21
Mayo 2020	50040	Badules	2
Mayo 2020	50041	Bagüés	1
Mayo 2020	50042	Balconchán	2
Mayo 2020	50043	Bárboles	13
Mayo 2020	50044	Bardallur	10
Mayo 2020	50045	Belchite	73
Mayo 2020	50046	Belmonte de Gracián	5
Mayo 2020	50047	Berdejo	1
Mayo 2020	50048	Berrueco	3
Mayo 2020	50050	Bijuesca	3
Mayo 2020	50051	Biota	31
Mayo 2020	50052	Bisimbre	8
Mayo 2020	50053	Boquiñeni	23
Mayo 2020	50054	Bordalba	3
Mayo 2020	50055	Borja	188
Mayo 2020	50056	Botorrita	15
Mayo 2020	50057	Brea de Aragón	66
Mayo 2020	50058	Bubierca	3
Mayo 2020	50059	Bujaraloz	58
Mayo 2020	50060	Bulbuente	19
Mayo 2020	50061	Bureta	22
Mayo 2020	50062	Burgo de Ebro (El)	119
Mayo 2020	50063	Buste (El)	3
Mayo 2020	50064	Cabañas de Ebro	24
Mayo 2020	50065	Cabolafuente	2
Mayo 2020	50066	Cadrete	227
Mayo 2020	50067	Calatayud	763
Mayo 2020	50068	Calatorao	108
Mayo 2020	50069	Calcena	5
Mayo 2020	50070	Calmarza	3
Mayo 2020	50071	Campillo de Aragón	6
Mayo 2020	50072	Carenas	5
Mayo 2020	50073	Cariñena	230
Mayo 2020	50074	Caspe	389
Mayo 2020	50075	Castejón de Alarba	3
Mayo 2020	50076	Castejón de las Armas	3
Mayo 2020	50077	Castejón de Valdejasa	8
Mayo 2020	50078	Castiliscar	10
Mayo 2020	50079	Cervera de la Cañada	13
Mayo 2020	50080	Cerveruela	2
Mayo 2020	50081	Cetina	22
Mayo 2020	50082	Cimballa	5
Mayo 2020	50083	Cinco Olivas	3
Mayo 2020	50084	Clarés de Ribota	2
Mayo 2020	50085	Codo	5
Mayo 2020	50086	Codos	8
Mayo 2020	50087	Contamina	1
Mayo 2020	50088	Cosuenda	13
Mayo 2020	50089	Cuarte de Huerva	750
Mayo 2020	50090	Cubel	5
Mayo 2020	50091	Cuerlas (Las)	5
Mayo 2020	50092	Chiprana	36
Mayo 2020	50093	Chodes	6
Mayo 2020	50094	Daroca	91
Mayo 2020	50095	Ejea de los Caballeros	658
Mayo 2020	50096	Embid de Ariza	2
Mayo 2020	50098	Encinacorba	6
Mayo 2020	50099	Épila	171
Mayo 2020	50100	Erla	15
Mayo 2020	50101	Escatrón	43
Mayo 2020	50102	Fabara	73
Mayo 2020	50104	Farlete	20
Mayo 2020	50105	Fayón	15
Mayo 2020	50106	Fayos (Los)	2
Mayo 2020	50107	Figueruelas	72
Mayo 2020	50108	Fombuena	2
Mayo 2020	50109	Frago (El)	5
Mayo 2020	50110	Frasno (El)	25
Mayo 2020	50111	Fréscano	8
Mayo 2020	50113	Fuendejalón	70
Mayo 2020	50114	Fuendetodos	11
Mayo 2020	50115	Fuentes de Ebro	142
Mayo 2020	50116	Fuentes de Jiloca	9
Mayo 2020	50117	Gallocanta	4
Mayo 2020	50118	Gallur	79
Mayo 2020	50119	Gelsa	32
Mayo 2020	50120	Godojos	5
Mayo 2020	50121	Gotor	10
Mayo 2020	50122	Grisel	2
Mayo 2020	50123	Grisén	13
Mayo 2020	50124	Herrera de los Navarros	25
Mayo 2020	50125	Ibdes	19
Mayo 2020	50126	Illueca	91
Mayo 2020	50128	Isuerre	2
Mayo 2020	50129	Jaraba	11
Mayo 2020	50130	Jarque de Moncayo	14
Mayo 2020	50131	Jaulín	10
Mayo 2020	50132	Joyosa (La)	19
Mayo 2020	50133	Lagata	4
Mayo 2020	50134	Langa del Castillo	4
Mayo 2020	50135	Layana	4
Mayo 2020	50136	Lécera	30
Mayo 2020	50137	Leciñena	48
Mayo 2020	50138	Lechón	5
Mayo 2020	50139	Letux	14
Mayo 2020	50140	Litago	2
Mayo 2020	50141	Lituénigo	3
Mayo 2020	50142	Lobera de Onsella	1
Mayo 2020	50143	Longares	31
Mayo 2020	50144	Longás	4
Mayo 2020	50146	Lucena de Jalón	10
Mayo 2020	50147	Luceni	28
Mayo 2020	50148	Luesia	9
Mayo 2020	50149	Luesma	2
Mayo 2020	50150	Lumpiaque	29
Mayo 2020	50151	Luna	24
Mayo 2020	50152	Maella	116
Mayo 2020	50153	Magallón	46
Mayo 2020	50154	Mainar	9
Mayo 2020	50155	Malanquilla	3
Mayo 2020	50156	Maleján	10
Mayo 2020	50157	Malón	8
Mayo 2020	50159	Maluenda	36
Mayo 2020	50160	Mallén	100
Mayo 2020	50161	Manchones	4
Mayo 2020	50162	Mara	12
Mayo 2020	50163	María de Huerva	137
Mayo 2020	50164	Mediana de Aragón	14
Mayo 2020	50165	Mequinenza	102
Mayo 2020	50166	Mesones de Isuela	9
Mayo 2020	50167	Mezalocha	8
Mayo 2020	50168	Mianos	3
Mayo 2020	50169	Miedes de Aragón	17
Mayo 2020	50170	Monegrillo	23
Mayo 2020	50171	Moneva	2
Mayo 2020	50172	Monreal de Ariza	10
Mayo 2020	50173	Monterde	5
Mayo 2020	50174	Montón	4
Mayo 2020	50175	Morata de Jalón	35
Mayo 2020	50176	Morata de Jiloca	15
Mayo 2020	50177	Morés	13
Mayo 2020	50178	Moros	8
Mayo 2020	50179	Moyuela	11
Mayo 2020	50180	Mozota	3
Mayo 2020	50181	Muel	82
Mayo 2020	50182	Muela (La)	334
Mayo 2020	50183	Munébrega	19
Mayo 2020	50184	Murero	4
Mayo 2020	50185	Murillo de Gállego	11
Mayo 2020	50186	Navardún	2
Mayo 2020	50187	Nigüella	5
Mayo 2020	50188	Nombrevilla	1
Mayo 2020	50189	Nonaspe	39
Mayo 2020	50190	Novallas	26
Mayo 2020	50191	Novillas	20
Mayo 2020	50192	Nuévalos	13
Mayo 2020	50193	Nuez de Ebro	34
Mayo 2020	50194	Olvés	5
Mayo 2020	50195	Orcajo	2
Mayo 2020	50196	Orera	4
Mayo 2020	50197	Orés	4
Mayo 2020	50198	Oseja	2
Mayo 2020	50199	Osera de Ebro	12
Mayo 2020	50200	Paniza	27
Mayo 2020	50201	Paracuellos de Jiloca	18
Mayo 2020	50202	Paracuellos de la Ribera	8
Mayo 2020	50203	Pastriz	25
Mayo 2020	50204	Pedrola	131
Mayo 2020	50205	Pedrosas (Las)	3
Mayo 2020	50206	Perdiguera	14
Mayo 2020	50207	Piedratajada	6
Mayo 2020	50208	Pina de Ebro	99
Mayo 2020	50209	Pinseque	160
Mayo 2020	50210	Pintanos (Los)	3
Mayo 2020	50211	Plasencia de Jalón	10
Mayo 2020	50212	Pleitas	2
Mayo 2020	50213	Plenas	6
Mayo 2020	50214	Pomer	2
Mayo 2020	50215	Pozuel de Ariza	4
Mayo 2020	50216	Pozuelo de Aragón	21
Mayo 2020	50217	Pradilla de Ebro	19
Mayo 2020	50218	Puebla de Albortón	7
Mayo 2020	50219	Puebla de Alfindén (La)	443
Mayo 2020	50220	Puendeluna	2
Mayo 2020	50221	Purujosa	1
Mayo 2020	50222	Quinto	76
Mayo 2020	50223	Remolinos	35
Mayo 2020	50224	Retascón	1
Mayo 2020	50225	Ricla	169
Mayo 2020	50227	Romanos	7
Mayo 2020	50228	Rueda de Jalón	13
Mayo 2020	50229	Ruesca	8
Mayo 2020	50230	Sádaba	54
Mayo 2020	50231	Salillas de Jalón	22
Mayo 2020	50232	Salvatierra de Esca	7
Mayo 2020	50233	Samper del Salz	2
Mayo 2020	50234	San Martín de la Virgen de Moncayo	7
Mayo 2020	50235	San Mateo de Gállego	108
Mayo 2020	50236	Santa Cruz de Grío	6
Mayo 2020	50237	Santa Cruz de Moncayo	3
Mayo 2020	50238	Santa Eulalia de Gállego	2
Mayo 2020	50239	Santed	1
Mayo 2020	50240	Sástago	53
Mayo 2020	50241	Saviñán	32
Mayo 2020	50242	Sediles	2
Mayo 2020	50243	Sestrica	14
Mayo 2020	50244	Sierra de Luna	17
Mayo 2020	50245	Sigüés	6
Mayo 2020	50246	Sisamón	2
Mayo 2020	50247	Sobradiel	41
Mayo 2020	50248	Sos del Rey Católico	37
Mayo 2020	50249	Tabuenca	12
Mayo 2020	50250	Talamantes	4
Mayo 2020	50251	Tarazona	357
Mayo 2020	50252	Tauste	302
Mayo 2020	50253	Terrer	9
Mayo 2020	50254	Tierga	8
Mayo 2020	50255	Tobed	7
Mayo 2020	50256	Torralba de los Frailes	5
Mayo 2020	50257	Torralba de Ribota	5
Mayo 2020	50258	Torralbilla	3
Mayo 2020	50259	Torrehermosa	5
Mayo 2020	50260	Torrelapaja	1
Mayo 2020	50261	Torrellas	9
Mayo 2020	50262	Torres de Berrellén	34
Mayo 2020	50263	Torrijo de la Cañada	5
Mayo 2020	50264	Tosos	10
Mayo 2020	50265	Trasmoz	3
Mayo 2020	50266	Trasobares	3
Mayo 2020	50267	Uncastillo	17
Mayo 2020	50268	Undués de Lerda	2
Mayo 2020	50269	Urrea de Jalón	14
Mayo 2020	50270	Urriés	4
Mayo 2020	50271	Used	8
Mayo 2020	50272	Utebo	545
Mayo 2020	50273	Valdehorna	2
Mayo 2020	50274	Val de San Martín	3
Mayo 2020	50275	Valmadrid	6
Mayo 2020	50276	Valpalmas	8
Mayo 2020	50277	Valtorres	6
Mayo 2020	50278	Velilla de Ebro	9
Mayo 2020	50279	Velilla de Jiloca	2
Mayo 2020	50280	Vera de Moncayo	22
Mayo 2020	50281	Vierlas	9
Mayo 2020	50282	Vilueña (La)	6
Mayo 2020	50283	Villadoz	11
Mayo 2020	50284	Villafeliche	6
Mayo 2020	50285	Villafranca de Ebro	26
Mayo 2020	50286	Villalba de Perejil	1
Mayo 2020	50287	Villalengua	13
Mayo 2020	50288	Villanueva de Gállego	384
Mayo 2020	50289	Villanueva de Jiloca	2
Mayo 2020	50290	Villanueva de Huerva	17
Mayo 2020	50291	Villar de los Navarros	1
Mayo 2020	50292	Villarreal de Huerva	19
Mayo 2020	50293	Villarroya de la Sierra	9
Mayo 2020	50294	Villarroya del Campo	7
Mayo 2020	50295	Vistabella	1
Mayo 2020	50296	Zaida (La)	16
Mayo 2020	50297	Zaragoza	28826
Mayo 2020	50298	Zuera	328
Mayo 2020	50901	Biel	7
Mayo 2020	50902	Marracos	2
Mayo 2020	50903	Villamayor de Gállego	84
Mayo 2020	99999	Sin clasificar	40
Marzo 2020	22001	Abiego	14
Marzo 2020	22002	Abizanda	7
Marzo 2020	22003	Adahuesca	12
Marzo 2020	22004	Agüero	4
Marzo 2020	22006	Aísa	35
Marzo 2020	22007	Albalate de Cinca	81
Marzo 2020	22008	Albalatillo	8
Marzo 2020	22009	Albelda	39
Marzo 2020	22011	Albero Alto	6
Marzo 2020	22012	Albero Bajo	2
Marzo 2020	22013	Alberuela de Tubo	12
Marzo 2020	22014	Alcalá de Gurrea	13
Marzo 2020	22015	Alcalá del Obispo	20
Marzo 2020	22016	Alcampell	30
Marzo 2020	22017	Alcolea de Cinca	66
Marzo 2020	22018	Alcubierre	24
Marzo 2020	22019	Alerre	9
Marzo 2020	22020	Alfántega	5
Marzo 2020	22021	Almudévar	106
Marzo 2020	22022	Almunia de San Juan	33
Marzo 2020	22023	Almuniente	18
Marzo 2020	22024	Alquézar	30
Marzo 2020	22025	Altorricón	113
Marzo 2020	22027	Angüés	18
Marzo 2020	22028	Ansó	15
Marzo 2020	22029	Antillón	8
Marzo 2020	22032	Aragüés del Puerto	5
Marzo 2020	22035	Arén	17
Marzo 2020	22037	Arguis	5
Marzo 2020	22039	Ayerbe	53
Marzo 2020	22040	Azanuy-Alins	5
Marzo 2020	22041	Azara	8
Marzo 2020	22042	Azlor	2
Marzo 2020	22043	Baells	5
Marzo 2020	22044	Bailo	9
Marzo 2020	22045	Baldellou	4
Marzo 2020	22046	Ballobar	43
Marzo 2020	22047	Banastás	10
Marzo 2020	22048	Barbastro	798
Marzo 2020	22049	Barbués	6
Marzo 2020	22050	Barbuñales	3
Marzo 2020	22051	Bárcabo	2
Marzo 2020	22052	Belver de Cinca	77
Marzo 2020	22053	Benabarre	62
Marzo 2020	22054	Benasque	129
Marzo 2020	22055	Berbegal	24
Marzo 2020	22057	Bielsa	28
Marzo 2020	22058	Bierge	10
Marzo 2020	22059	Biescas	89
Marzo 2020	22060	Binaced	95
Marzo 2020	22061	Binéfar	485
Marzo 2020	22062	Bisaurri	10
Marzo 2020	22063	Biscarrués	9
Marzo 2020	22064	Blecua y Torres	15
Marzo 2020	22066	Boltaña	52
Marzo 2020	22067	Bonansa	3
Marzo 2020	22068	Borau	4
Marzo 2020	22069	Broto	34
Marzo 2020	22072	Caldearenas	8
Marzo 2020	22074	Campo	29
Marzo 2020	22075	Camporrells	7
Marzo 2020	22076	Canal de Berdún	20
Marzo 2020	22077	Candasnos	18
Marzo 2020	22078	Canfranc	35
Marzo 2020	22079	Capdesaso	8
Marzo 2020	22080	Capella	23
Marzo 2020	22081	Casbas de Huesca	10
Marzo 2020	22082	Castejón del Puente	26
Marzo 2020	22083	Castejón de Monegros	11
Marzo 2020	22084	Castejón de Sos	26
Marzo 2020	22085	Castelflorite	11
Marzo 2020	22086	Castiello de Jaca	8
Marzo 2020	22087	Castigaleu	10
Marzo 2020	22088	Castillazuelo	11
Marzo 2020	22089	Castillonroy	17
Marzo 2020	22090	Colungo	6
Marzo 2020	22094	Chalamera	4
Marzo 2020	22095	Chía	2
Marzo 2020	22096	Chimillas	16
Marzo 2020	22099	Esplús	49
Marzo 2020	22102	Estada	8
Marzo 2020	22103	Estadilla	43
Marzo 2020	22105	Estopiñán del Castillo	11
Marzo 2020	22107	Fanlo	2
Marzo 2020	22109	Fiscal	13
Marzo 2020	22110	Fonz	51
Marzo 2020	22111	Foradada del Toscar	8
Marzo 2020	22112	Fraga	745
Marzo 2020	22113	Fueva (La)	26
Marzo 2020	22114	Gistaín	5
Marzo 2020	22115	Grado (El)	34
Marzo 2020	22116	Grañén	105
Marzo 2020	22117	Graus	183
Marzo 2020	22119	Gurrea de Gállego	55
Marzo 2020	22122	Hoz de Jaca	3
Marzo 2020	22124	Huerto	10
Marzo 2020	22125	Huesca	2923
Marzo 2020	22126	Ibieca	3
Marzo 2020	22127	Igriés	16
Marzo 2020	22128	Ilche	22
Marzo 2020	22129	Isábena	16
Marzo 2020	22130	Jaca	683
Marzo 2020	22131	Jasa	3
Marzo 2020	22133	Labuerda	12
Marzo 2020	22135	Laluenga	12
Marzo 2020	22136	Lalueza	36
Marzo 2020	22137	Lanaja	52
Marzo 2020	22139	Laperdiguera	3
Marzo 2020	22141	Lascellas-Ponzano	13
Marzo 2020	22142	Lascuarre	8
Marzo 2020	22143	Laspaúles	11
Marzo 2020	22144	Laspuña	6
Marzo 2020	22149	Loarre	11
Marzo 2020	22150	Loporzano	20
Marzo 2020	22151	Loscorrales	1
Marzo 2020	22156	Monflorite-Lascasas	18
Marzo 2020	22157	Montanuy	13
Marzo 2020	22158	Monzón	683
Marzo 2020	22160	Naval	12
Marzo 2020	22162	Novales	11
Marzo 2020	22163	Nueno	21
Marzo 2020	22164	Olvena	2
Marzo 2020	22165	Ontiñena	20
Marzo 2020	22167	Osso de Cinca	43
Marzo 2020	22170	Panticosa	48
Marzo 2020	22172	Peñalba	42
Marzo 2020	22173	Peñas de Riglos (Las)	6
Marzo 2020	22174	Peralta de Alcofea	41
Marzo 2020	22175	Peralta de Calasanz	9
Marzo 2020	22176	Peraltilla	4
Marzo 2020	22177	Perarrúa	3
Marzo 2020	22178	Pertusa	10
Marzo 2020	22181	Piracés	6
Marzo 2020	22182	Plan	15
Marzo 2020	22184	Poleñino	11
Marzo 2020	22186	Pozán de Vero	3
Marzo 2020	22187	Puebla de Castro (La)	17
Marzo 2020	22188	Puente de Montañana	9
Marzo 2020	22189	Puértolas	12
Marzo 2020	22190	Pueyo de Araguás (El)	4
Marzo 2020	22193	Pueyo de Santa Cruz	12
Marzo 2020	22195	Quicena	14
Marzo 2020	22197	Robres	22
Marzo 2020	22199	Sabiñánigo	353
Marzo 2020	22200	Sahún	19
Marzo 2020	22201	Salas Altas	11
Marzo 2020	22202	Salas Bajas	11
Marzo 2020	22203	Salillas	10
Marzo 2020	22204	Sallent de Gállego	106
Marzo 2020	22205	San Esteban de Litera	23
Marzo 2020	22206	Sangarrén	18
Marzo 2020	22207	San Juan de Plan	6
Marzo 2020	22208	Santa Cilia	12
Marzo 2020	22209	Santa Cruz de la Serós	5
Marzo 2020	22212	Santaliestra y San Quílez	3
Marzo 2020	22213	Sariñena	211
Marzo 2020	22214	Secastilla	10
Marzo 2020	22215	Seira	6
Marzo 2020	22217	Sena	21
Marzo 2020	22218	Senés de Alcubierre	5
Marzo 2020	22220	Sesa	8
Marzo 2020	22221	Sesué	7
Marzo 2020	22222	Siétamo	23
Marzo 2020	22223	Sopeira	5
Marzo 2020	22225	Tamarite de Litera	189
Marzo 2020	22226	Tardienta	44
Marzo 2020	22227	Tella-Sin	4
Marzo 2020	22228	Tierz	32
Marzo 2020	22229	Tolva	5
Marzo 2020	22230	Torla-Ordesa	15
Marzo 2020	22232	Torralba de Aragón	10
Marzo 2020	22233	Torre la Ribera	5
Marzo 2020	22234	Torrente de Cinca	46
Marzo 2020	22235	Torres de Alcanadre	4
Marzo 2020	22236	Torres de Barbués	12
Marzo 2020	22239	Tramaced	11
Marzo 2020	22242	Valfarta	6
Marzo 2020	22243	Valle de Bardají	2
Marzo 2020	22244	Valle de Lierp	2
Marzo 2020	22245	Velilla de Cinca	18
Marzo 2020	22246	Beranuy	2
Marzo 2020	22247	Viacamp y Litera	7
Marzo 2020	22248	Vicién	6
Marzo 2020	22249	Villanova	5
Marzo 2020	22250	Villanúa	30
Marzo 2020	22251	Villanueva de Sigena	24
Marzo 2020	22252	Yebra de Basa	2
Marzo 2020	22254	Zaidín	92
Marzo 2020	22901	Valle de Hecho	33
Marzo 2020	22902	Puente la Reina de Jaca	21
Marzo 2020	22903	San Miguel del Cinca	51
Marzo 2020	22904	Sotonera (La)	44
Marzo 2020	22905	Lupiñén-Ortilla	21
Marzo 2020	22906	Santa María de Dulcis	8
Marzo 2020	22907	Aínsa-Sobrarbe	144
Marzo 2020	22908	Hoz y Costeán	9
Marzo 2020	22909	Vencillón	21
Marzo 2020	44001	Ababuj	1
Marzo 2020	44002	Abejuela	2
Marzo 2020	44003	Aguatón	2
Marzo 2020	44004	Aguaviva	27
Marzo 2020	44005	Aguilar del Alfambra	3
Marzo 2020	44006	Alacón	7
Marzo 2020	44007	Alba	7
Marzo 2020	44008	Albalate del Arzobispo	68
Marzo 2020	44009	Albarracín	73
Marzo 2020	44010	Albentosa	28
Marzo 2020	44011	Alcaine	2
Marzo 2020	44012	Alcalá de la Selva	24
Marzo 2020	44013	Alcañiz	815
Marzo 2020	44014	Alcorisa	127
Marzo 2020	44016	Alfambra	22
Marzo 2020	44017	Aliaga	18
Marzo 2020	44018	Almohaja	2
Marzo 2020	44019	Alobras	3
Marzo 2020	44020	Alpeñés	1
Marzo 2020	44021	Allepuz	3
Marzo 2020	44022	Alloza	18
Marzo 2020	44023	Allueva	2
Marzo 2020	44024	Anadón	1
Marzo 2020	44025	Andorra	214
Marzo 2020	44026	Arcos de las Salinas	5
Marzo 2020	44027	Arens de Lledó	3
Marzo 2020	44028	Argente	5
Marzo 2020	44029	Ariño	25
Marzo 2020	44031	Azaila	9
Marzo 2020	44033	Báguena	5
Marzo 2020	44034	Bañón	4
Marzo 2020	44035	Barrachina	2
Marzo 2020	44036	Bea	2
Marzo 2020	44037	Beceite	21
Marzo 2020	44038	Belmonte de San José	5
Marzo 2020	44039	Bello	6
Marzo 2020	44040	Berge	9
Marzo 2020	44041	Bezas	1
Marzo 2020	44042	Blancas	4
Marzo 2020	44043	Blesa	3
Marzo 2020	44044	Bordón	8
Marzo 2020	44045	Bronchales	15
Marzo 2020	44046	Bueña	4
Marzo 2020	44047	Burbáguena	7
Marzo 2020	44048	Cabra de Mora	3
Marzo 2020	44049	Calaceite	64
Marzo 2020	44050	Calamocha	191
Marzo 2020	44051	Calanda	172
Marzo 2020	44052	Calomarde	3
Marzo 2020	44053	Camañas	5
Marzo 2020	44054	Camarena de la Sierra	6
Marzo 2020	44055	Camarillas	5
Marzo 2020	44056	Caminreal	27
Marzo 2020	44059	Cantavieja	41
Marzo 2020	44060	Cañada de Benatanduz	3
Marzo 2020	44061	Cañada de Verich (La)	5
Marzo 2020	44062	Cañada Vellida	4
Marzo 2020	44063	Cañizar del Olivar	4
Marzo 2020	44064	Cascante del Río	2
Marzo 2020	44065	Castejón de Tornos	1
Marzo 2020	44066	Castel de Cabra	4
Marzo 2020	44067	Castelnou	9
Marzo 2020	44068	Castelserás	31
Marzo 2020	44070	Castellar (El)	2
Marzo 2020	44071	Castellote	37
Marzo 2020	44074	Cedrillas	31
Marzo 2020	44075	Celadas	7
Marzo 2020	44076	Cella	74
Marzo 2020	44077	Cerollera (La)	5
Marzo 2020	44080	Codoñera (La)	16
Marzo 2020	44082	Corbalán	3
Marzo 2020	44084	Cortes de Aragón	3
Marzo 2020	44085	Cosa	2
Marzo 2020	44086	Cretas	26
Marzo 2020	44087	Crivillén	4
Marzo 2020	44088	Cuba (La)	4
Marzo 2020	44089	Cubla	2
Marzo 2020	44090	Cucalón	3
Marzo 2020	44092	Cuervo (El)	2
Marzo 2020	44093	Cuevas de Almudén	5
Marzo 2020	44094	Cuevas Labradas	2
Marzo 2020	44096	Ejulve	11
Marzo 2020	44097	Escorihuela	3
Marzo 2020	44099	Escucha	15
Marzo 2020	44100	Estercuel	5
Marzo 2020	44101	Ferreruela de Huerva	7
Marzo 2020	44102	Fonfría	1
Marzo 2020	44103	Formiche Alto	8
Marzo 2020	44105	Fórnoles	2
Marzo 2020	44106	Fortanete	6
Marzo 2020	44107	Foz-Calanda	12
Marzo 2020	44108	Fresneda (La)	24
Marzo 2020	44109	Frías de Albarracín	4
Marzo 2020	44111	Fuentes Calientes	5
Marzo 2020	44112	Fuentes Claras	13
Marzo 2020	44113	Fuentes de Rubielos	7
Marzo 2020	44114	Fuentespalda	13
Marzo 2020	44115	Galve	10
Marzo 2020	44116	Gargallo	7
Marzo 2020	44117	Gea de Albarracín	10
Marzo 2020	44118	Ginebrosa (La)	19
Marzo 2020	44119	Griegos	3
Marzo 2020	44120	Guadalaviar	7
Marzo 2020	44121	Gúdar	4
Marzo 2020	44122	Híjar	75
Marzo 2020	44123	Hinojosa de Jarque	7
Marzo 2020	44124	Hoz de la Vieja (La)	2
Marzo 2020	44125	Huesa del Común	2
Marzo 2020	44126	Iglesuela del Cid (La)	13
Marzo 2020	44127	Jabaloyas	3
Marzo 2020	44128	Jarque de la Val	5
Marzo 2020	44130	Jorcas	2
Marzo 2020	44131	Josa	2
Marzo 2020	44132	Lagueruela	3
Marzo 2020	44133	Lanzuela	2
Marzo 2020	44135	Libros	2
Marzo 2020	44136	Lidón	2
Marzo 2020	44137	Linares de Mora	15
Marzo 2020	44138	Loscos	7
Marzo 2020	44141	Lledó	7
Marzo 2020	44142	Maicas	1
Marzo 2020	44143	Manzanera	28
Marzo 2020	44144	Martín del Río	11
Marzo 2020	44145	Mas de las Matas	65
Marzo 2020	44146	Mata de los Olmos (La)	17
Marzo 2020	44147	Mazaleón	22
Marzo 2020	44148	Mezquita de Jarque	6
Marzo 2020	44149	Mirambel	9
Marzo 2020	44151	Molinos	15
Marzo 2020	44152	Monforte de Moyuela	2
Marzo 2020	44153	Monreal del Campo	92
Marzo 2020	44154	Monroyo	15
Marzo 2020	44155	Montalbán	55
Marzo 2020	44156	Monteagudo del Castillo	4
Marzo 2020	44157	Monterde de Albarracín	1
Marzo 2020	44158	Mora de Rubielos	85
Marzo 2020	44159	Moscardón	2
Marzo 2020	44160	Mosqueruela	25
Marzo 2020	44161	Muniesa	24
Marzo 2020	44163	Noguera de Albarracín	3
Marzo 2020	44165	Nogueruelas	6
Marzo 2020	44167	Obón	1
Marzo 2020	44168	Odón	6
Marzo 2020	44169	Ojos Negros	8
Marzo 2020	44171	Olba	8
Marzo 2020	44172	Oliete	11
Marzo 2020	44173	Olmos (Los)	2
Marzo 2020	44174	Orihuela del Tremedal	13
Marzo 2020	44175	Orrios	7
Marzo 2020	44176	Palomar de Arroyos	4
Marzo 2020	44177	Pancrudo	6
Marzo 2020	44178	Parras de Castellote (Las)	3
Marzo 2020	44179	Peñarroya de Tastavins	24
Marzo 2020	44180	Peracense	1
Marzo 2020	44181	Peralejos	4
Marzo 2020	44182	Perales del Alfambra	14
Marzo 2020	44183	Pitarque	2
Marzo 2020	44184	Plou	1
Marzo 2020	44185	Pobo (El)	3
Marzo 2020	44187	Portellada (La)	9
Marzo 2020	44189	Pozondón	4
Marzo 2020	44190	Pozuel del Campo	2
Marzo 2020	44191	Puebla de Híjar (La)	61
Marzo 2020	44192	Puebla de Valverde (La)	30
Marzo 2020	44193	Puertomingalvo	6
Marzo 2020	44194	Ráfales	4
