Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Código	Municipio
2014	Mujeres	35-39	3	22048	Barbastro
2014	Mujeres	40-44	12	22048	Barbastro
2014	Mujeres	45-49	2	22048	Barbastro
2014	Mujeres	50-54	10	22048	Barbastro
2014	Mujeres	55-59	7	22048	Barbastro
2014	Mujeres	60-64	2	22048	Barbastro
2014	Hombres	20-24	3	22061	Binéfar
2014	Hombres	25-29	12	22061	Binéfar
2014	Hombres	30-34	18	22061	Binéfar
2014	Hombres	35-39	21	22061	Binéfar
2014	Hombres	40-44	10	22061	Binéfar
2014	Hombres	45-49	14	22061	Binéfar
2014	Hombres	50-54	15	22061	Binéfar
2014	Hombres	55-59	7	22061	Binéfar
2014	Hombres	60-64	3	22061	Binéfar
2014	Hombres	Más de 64	1	22061	Binéfar
2014	Mujeres	25-29	3	22061	Binéfar
2014	Mujeres	30-34	3	22061	Binéfar
2014	Mujeres	35-39	2	22061	Binéfar
2014	Mujeres	40-44	1	22061	Binéfar
2014	Mujeres	45-49	2	22061	Binéfar
2014	Mujeres	50-54	1	22061	Binéfar
2014	Mujeres	55-59	5	22061	Binéfar
2014	Hombres	16-19	2	22112	Fraga
2014	Hombres	20-24	10	22112	Fraga
2014	Hombres	25-29	17	22112	Fraga
2014	Hombres	30-34	18	22112	Fraga
2014	Hombres	35-39	30	22112	Fraga
2014	Hombres	40-44	26	22112	Fraga
2014	Hombres	45-49	21	22112	Fraga
2014	Hombres	50-54	18	22112	Fraga
2014	Hombres	55-59	12	22112	Fraga
2014	Hombres	60-64	1	22112	Fraga
2014	Hombres	Más de 64	1	22112	Fraga
2014	Mujeres	16-19	3	22112	Fraga
2014	Mujeres	20-24	3	22112	Fraga
2014	Mujeres	25-29	2	22112	Fraga
2014	Mujeres	30-34	7	22112	Fraga
2014	Mujeres	35-39	9	22112	Fraga
2014	Mujeres	40-44	10	22112	Fraga
2014	Mujeres	45-49	8	22112	Fraga
2014	Mujeres	50-54	4	22112	Fraga
2014	Mujeres	55-59	4	22112	Fraga
2014	Mujeres	60-64	2	22112	Fraga
2014	Hombres	16-19	2	22125	Huesca
2014	Hombres	20-24	19	22125	Huesca
2014	Hombres	25-29	36	22125	Huesca
2014	Hombres	30-34	60	22125	Huesca
2014	Hombres	35-39	59	22125	Huesca
2014	Hombres	40-44	45	22125	Huesca
2014	Hombres	45-49	47	22125	Huesca
2014	Hombres	50-54	48	22125	Huesca
2014	Hombres	55-59	30	22125	Huesca
2014	Hombres	60-64	15	22125	Huesca
2014	Mujeres	20-24	4	22125	Huesca
2014	Mujeres	25-29	12	22125	Huesca
2014	Mujeres	30-34	16	22125	Huesca
2014	Mujeres	35-39	20	22125	Huesca
2014	Mujeres	40-44	22	22125	Huesca
2014	Mujeres	45-49	25	22125	Huesca
2014	Mujeres	50-54	27	22125	Huesca
2014	Mujeres	55-59	30	22125	Huesca
2014	Mujeres	60-64	8	22125	Huesca
2014	Hombres	20-24	2	22130	Jaca
2014	Hombres	30-34	7	22130	Jaca
2014	Hombres	35-39	8	22130	Jaca
2014	Hombres	40-44	8	22130	Jaca
2014	Hombres	45-49	6	22130	Jaca
2014	Hombres	50-54	10	22130	Jaca
2014	Hombres	55-59	4	22130	Jaca
2014	Hombres	60-64	2	22130	Jaca
2014	Mujeres	20-24	1	22130	Jaca
2014	Mujeres	25-29	3	22130	Jaca
2014	Mujeres	30-34	6	22130	Jaca
2014	Mujeres	35-39	3	22130	Jaca
2014	Mujeres	40-44	7	22130	Jaca
2014	Mujeres	45-49	11	22130	Jaca
2014	Mujeres	50-54	12	22130	Jaca
2014	Mujeres	55-59	4	22130	Jaca
2014	Mujeres	60-64	1	22130	Jaca
2014	Hombres	16-19	1	22158	Monzón
2014	Hombres	20-24	8	22158	Monzón
2014	Hombres	25-29	17	22158	Monzón
2014	Hombres	30-34	15	22158	Monzón
2014	Hombres	35-39	21	22158	Monzón
2014	Hombres	40-44	21	22158	Monzón
2014	Hombres	45-49	30	22158	Monzón
2014	Hombres	50-54	19	22158	Monzón
2014	Hombres	55-59	12	22158	Monzón
2014	Hombres	60-64	4	22158	Monzón
2014	Mujeres	20-24	1	22158	Monzón
2014	Mujeres	25-29	2	22158	Monzón
2014	Mujeres	30-34	5	22158	Monzón
2014	Mujeres	35-39	7	22158	Monzón
2014	Mujeres	40-44	10	22158	Monzón
2014	Mujeres	45-49	10	22158	Monzón
2014	Mujeres	50-54	4	22158	Monzón
2014	Mujeres	55-59	3	22158	Monzón
2014	Mujeres	60-64	1	22158	Monzón
2014	Hombres	16-19	1	22199	Sabiñánigo
2014	Hombres	20-24	1	22199	Sabiñánigo
2014	Hombres	25-29	4	22199	Sabiñánigo
2014	Hombres	30-34	3	22199	Sabiñánigo
2014	Hombres	35-39	6	22199	Sabiñánigo
2014	Hombres	40-44	10	22199	Sabiñánigo
2014	Hombres	45-49	6	22199	Sabiñánigo
2014	Hombres	50-54	3	22199	Sabiñánigo
2014	Hombres	55-59	2	22199	Sabiñánigo
2014	Hombres	60-64	1	22199	Sabiñánigo
2014	Mujeres	20-24	2	22199	Sabiñánigo
2014	Mujeres	25-29	3	22199	Sabiñánigo
2014	Mujeres	30-34	1	22199	Sabiñánigo
2014	Mujeres	35-39	3	22199	Sabiñánigo
2014	Mujeres	40-44	3	22199	Sabiñánigo
2014	Mujeres	45-49	1	22199	Sabiñánigo
2014	Mujeres	50-54	1	22199	Sabiñánigo
2014	Mujeres	60-64	1	22199	Sabiñánigo
2014	Hombres	16-19	1	44013	Alcañiz
2014	Hombres	20-24	5	44013	Alcañiz
2014	Hombres	25-29	9	44013	Alcañiz
2014	Hombres	30-34	7	44013	Alcañiz
2014	Hombres	35-39	14	44013	Alcañiz
2014	Hombres	40-44	23	44013	Alcañiz
2014	Hombres	45-49	14	44013	Alcañiz
2014	Hombres	50-54	8	44013	Alcañiz
2014	Hombres	55-59	3	44013	Alcañiz
2014	Hombres	60-64	2	44013	Alcañiz
2014	Mujeres	20-24	2	44013	Alcañiz
2014	Mujeres	25-29	4	44013	Alcañiz
2014	Mujeres	30-34	4	44013	Alcañiz
2014	Mujeres	35-39	4	44013	Alcañiz
2014	Mujeres	40-44	4	44013	Alcañiz
2014	Mujeres	45-49	7	44013	Alcañiz
2014	Mujeres	50-54	9	44013	Alcañiz
2014	Mujeres	55-59	13	44013	Alcañiz
2014	Mujeres	60-64	2	44013	Alcañiz
2014	Hombres	20-24	3	44025	Andorra
2014	Hombres	25-29	5	44025	Andorra
2014	Hombres	30-34	5	44025	Andorra
2014	Hombres	35-39	1	44025	Andorra
2014	Hombres	40-44	2	44025	Andorra
2014	Hombres	45-49	7	44025	Andorra
2014	Hombres	50-54	6	44025	Andorra
2014	Mujeres	25-29	4	44025	Andorra
2014	Mujeres	30-34	1	44025	Andorra
2014	Mujeres	35-39	3	44025	Andorra
2014	Mujeres	40-44	6	44025	Andorra
2014	Mujeres	45-49	4	44025	Andorra
2014	Mujeres	50-54	1	44025	Andorra
2014	Mujeres	55-59	1	44025	Andorra
2014	Mujeres	60-64	1	44025	Andorra
2014	Hombres	20-24	12	44216	Teruel
2014	Hombres	25-29	20	44216	Teruel
2014	Hombres	30-34	34	44216	Teruel
2014	Hombres	35-39	41	44216	Teruel
2014	Hombres	40-44	36	44216	Teruel
2014	Hombres	45-49	34	44216	Teruel
2014	Hombres	50-54	35	44216	Teruel
2014	Hombres	55-59	20	44216	Teruel
2014	Hombres	60-64	7	44216	Teruel
2014	Mujeres	16-19	1	44216	Teruel
2014	Mujeres	20-24	2	44216	Teruel
2014	Mujeres	25-29	14	44216	Teruel
2014	Mujeres	30-34	13	44216	Teruel
2014	Mujeres	35-39	15	44216	Teruel
2014	Mujeres	40-44	10	44216	Teruel
2014	Mujeres	45-49	19	44216	Teruel
2014	Mujeres	50-54	17	44216	Teruel
2014	Mujeres	55-59	15	44216	Teruel
2014	Mujeres	60-64	5	44216	Teruel
2014	Hombres	16-19	1	50008	Alagón
2014	Hombres	20-24	4	50008	Alagón
2014	Hombres	25-29	3	50008	Alagón
2014	Hombres	30-34	8	50008	Alagón
2014	Hombres	35-39	10	50008	Alagón
2014	Hombres	40-44	10	50008	Alagón
2014	Hombres	45-49	6	50008	Alagón
2014	Hombres	50-54	4	50008	Alagón
2014	Hombres	55-59	1	50008	Alagón
2014	Hombres	60-64	2	50008	Alagón
2014	Mujeres	25-29	4	50008	Alagón
2014	Mujeres	30-34	2	50008	Alagón
2014	Mujeres	35-39	2	50008	Alagón
2014	Mujeres	40-44	1	50008	Alagón
2014	Mujeres	45-49	2	50008	Alagón
2014	Mujeres	55-59	1	50008	Alagón
2014	Hombres	20-24	8	50025	Almunia de Doña Godina (La)
2014	Hombres	25-29	8	50025	Almunia de Doña Godina (La)
2014	Hombres	30-34	9	50025	Almunia de Doña Godina (La)
2014	Hombres	35-39	13	50025	Almunia de Doña Godina (La)
2014	Hombres	40-44	14	50025	Almunia de Doña Godina (La)
2014	Hombres	45-49	6	50025	Almunia de Doña Godina (La)
2014	Hombres	50-54	6	50025	Almunia de Doña Godina (La)
2014	Hombres	55-59	6	50025	Almunia de Doña Godina (La)
2014	Mujeres	20-24	4	50025	Almunia de Doña Godina (La)
2014	Mujeres	25-29	4	50025	Almunia de Doña Godina (La)
2014	Mujeres	30-34	3	50025	Almunia de Doña Godina (La)
2014	Mujeres	35-39	3	50025	Almunia de Doña Godina (La)
2014	Mujeres	40-44	4	50025	Almunia de Doña Godina (La)
2014	Mujeres	45-49	5	50025	Almunia de Doña Godina (La)
2014	Mujeres	50-54	10	50025	Almunia de Doña Godina (La)
2014	Mujeres	55-59	5	50025	Almunia de Doña Godina (La)
2014	Mujeres	60-64	2	50025	Almunia de Doña Godina (La)
2014	Hombres	20-24	7	50067	Calatayud
2014	Hombres	25-29	17	50067	Calatayud
2014	Hombres	30-34	18	50067	Calatayud
2014	Hombres	35-39	11	50067	Calatayud
2014	Hombres	40-44	17	50067	Calatayud
2014	Hombres	45-49	5	50067	Calatayud
2014	Hombres	50-54	4	50067	Calatayud
2014	Hombres	55-59	9	50067	Calatayud
2014	Hombres	60-64	4	50067	Calatayud
2014	Hombres	Más de 64	1	50067	Calatayud
2014	Mujeres	20-24	1	50067	Calatayud
2014	Mujeres	25-29	7	50067	Calatayud
2014	Mujeres	30-34	9	50067	Calatayud
2014	Mujeres	35-39	5	50067	Calatayud
2014	Mujeres	40-44	9	50067	Calatayud
2014	Mujeres	45-49	6	50067	Calatayud
2014	Mujeres	50-54	4	50067	Calatayud
2014	Mujeres	55-59	2	50067	Calatayud
2014	Mujeres	60-64	5	50067	Calatayud
2014	Hombres	16-19	1	50074	Caspe
2014	Hombres	20-24	2	50074	Caspe
2014	Hombres	25-29	3	50074	Caspe
2014	Hombres	30-34	5	50074	Caspe
2014	Hombres	35-39	12	50074	Caspe
2014	Hombres	40-44	8	50074	Caspe
2014	Hombres	45-49	5	50074	Caspe
2014	Hombres	50-54	4	50074	Caspe
2014	Hombres	55-59	5	50074	Caspe
2014	Mujeres	20-24	1	50074	Caspe
2014	Mujeres	25-29	1	50074	Caspe
2014	Mujeres	30-34	2	50074	Caspe
2014	Mujeres	35-39	2	50074	Caspe
2014	Mujeres	40-44	4	50074	Caspe
2014	Mujeres	45-49	2	50074	Caspe
2014	Mujeres	50-54	3	50074	Caspe
2014	Mujeres	60-64	1	50074	Caspe
2014	Hombres	20-24	6	50089	Cuarte de Huerva
2014	Hombres	25-29	15	50089	Cuarte de Huerva
2014	Hombres	30-34	15	50089	Cuarte de Huerva
2014	Hombres	35-39	27	50089	Cuarte de Huerva
2014	Hombres	40-44	27	50089	Cuarte de Huerva
2014	Hombres	45-49	27	50089	Cuarte de Huerva
2014	Hombres	50-54	16	50089	Cuarte de Huerva
2014	Hombres	55-59	9	50089	Cuarte de Huerva
2014	Hombres	60-64	4	50089	Cuarte de Huerva
2014	Mujeres	20-24	2	50089	Cuarte de Huerva
2014	Mujeres	25-29	7	50089	Cuarte de Huerva
2014	Mujeres	30-34	2	50089	Cuarte de Huerva
2014	Mujeres	35-39	7	50089	Cuarte de Huerva
2014	Mujeres	40-44	4	50089	Cuarte de Huerva
2014	Mujeres	45-49	7	50089	Cuarte de Huerva
2014	Mujeres	50-54	3	50089	Cuarte de Huerva
2014	Mujeres	60-64	1	50089	Cuarte de Huerva
2014	Hombres	16-19	1	50095	Ejea de los Caballeros
2014	Hombres	20-24	10	50095	Ejea de los Caballeros
2014	Hombres	25-29	19	50095	Ejea de los Caballeros
2014	Hombres	30-34	22	50095	Ejea de los Caballeros
2014	Hombres	35-39	18	50095	Ejea de los Caballeros
2014	Hombres	40-44	21	50095	Ejea de los Caballeros
2014	Hombres	45-49	17	50095	Ejea de los Caballeros
2014	Hombres	50-54	13	50095	Ejea de los Caballeros
2014	Hombres	55-59	10	50095	Ejea de los Caballeros
2014	Hombres	60-64	3	50095	Ejea de los Caballeros
2014	Mujeres	25-29	1	50095	Ejea de los Caballeros
2014	Mujeres	30-34	3	50095	Ejea de los Caballeros
2014	Mujeres	35-39	4	50095	Ejea de los Caballeros
2014	Mujeres	40-44	4	50095	Ejea de los Caballeros
2014	Mujeres	45-49	4	50095	Ejea de los Caballeros
2014	Mujeres	50-54	5	50095	Ejea de los Caballeros
2014	Mujeres	55-59	2	50095	Ejea de los Caballeros
2014	Mujeres	60-64	3	50095	Ejea de los Caballeros
2014	Hombres	20-24	1	50163	María de Huerva
2014	Hombres	25-29	2	50163	María de Huerva
2014	Hombres	30-34	4	50163	María de Huerva
2014	Hombres	35-39	3	50163	María de Huerva
2014	Hombres	40-44	3	50163	María de Huerva
2014	Hombres	45-49	1	50163	María de Huerva
2014	Hombres	50-54	1	50163	María de Huerva
2014	Hombres	55-59	2	50163	María de Huerva
2014	Mujeres	25-29	1	50163	María de Huerva
2014	Mujeres	35-39	3	50163	María de Huerva
2014	Mujeres	50-54	2	50163	María de Huerva
2014	Hombres	20-24	5	50182	Muela (La)
2014	Hombres	25-29	15	50182	Muela (La)
2014	Hombres	30-34	28	50182	Muela (La)
2014	Hombres	35-39	24	50182	Muela (La)
2014	Hombres	40-44	24	50182	Muela (La)
2014	Hombres	45-49	9	50182	Muela (La)
2014	Hombres	50-54	13	50182	Muela (La)
2014	Hombres	55-59	5	50182	Muela (La)
2014	Hombres	60-64	3	50182	Muela (La)
2014	Mujeres	20-24	2	50182	Muela (La)
2014	Mujeres	25-29	4	50182	Muela (La)
2014	Mujeres	30-34	6	50182	Muela (La)
2014	Mujeres	35-39	7	50182	Muela (La)
2014	Mujeres	40-44	6	50182	Muela (La)
2014	Mujeres	45-49	4	50182	Muela (La)
2014	Mujeres	50-54	2	50182	Muela (La)
2014	Mujeres	55-59	2	50182	Muela (La)
2014	Mujeres	60-64	1	50182	Muela (La)
2014	Hombres	20-24	5	50219	Puebla de Alfindén (La)
2014	Hombres	25-29	10	50219	Puebla de Alfindén (La)
2014	Hombres	30-34	24	50219	Puebla de Alfindén (La)
2014	Hombres	35-39	36	50219	Puebla de Alfindén (La)
2014	Hombres	40-44	22	50219	Puebla de Alfindén (La)
2014	Hombres	45-49	11	50219	Puebla de Alfindén (La)
2014	Hombres	50-54	14	50219	Puebla de Alfindén (La)
2014	Hombres	55-59	10	50219	Puebla de Alfindén (La)
2014	Hombres	60-64	5	50219	Puebla de Alfindén (La)
2014	Mujeres	25-29	1	50219	Puebla de Alfindén (La)
2014	Mujeres	35-39	2	50219	Puebla de Alfindén (La)
2014	Mujeres	40-44	2	50219	Puebla de Alfindén (La)
2014	Mujeres	45-49	4	50219	Puebla de Alfindén (La)
2014	Mujeres	50-54	3	50219	Puebla de Alfindén (La)
2014	Mujeres	60-64	2	50219	Puebla de Alfindén (La)
2014	Hombres	20-24	5	50251	Tarazona
2014	Hombres	25-29	4	50251	Tarazona
2014	Hombres	30-34	4	50251	Tarazona
2014	Hombres	35-39	12	50251	Tarazona
2014	Hombres	40-44	5	50251	Tarazona
2014	Hombres	45-49	2	50251	Tarazona
2014	Hombres	50-54	5	50251	Tarazona
2014	Hombres	55-59	6	50251	Tarazona
2014	Hombres	60-64	1	50251	Tarazona
2014	Mujeres	35-39	1	50251	Tarazona
2014	Mujeres	40-44	2	50251	Tarazona
2014	Mujeres	45-49	3	50251	Tarazona
2014	Mujeres	50-54	3	50251	Tarazona
2014	Mujeres	60-64	1	50251	Tarazona
2014	Hombres	16-19	1	50252	Tauste
2014	Hombres	20-24	4	50252	Tauste
2014	Hombres	25-29	2	50252	Tauste
2014	Hombres	30-34	12	50252	Tauste
2014	Hombres	35-39	6	50252	Tauste
2014	Hombres	40-44	14	50252	Tauste
2014	Hombres	45-49	10	50252	Tauste
2014	Hombres	50-54	4	50252	Tauste
2014	Hombres	55-59	6	50252	Tauste
2014	Hombres	60-64	2	50252	Tauste
2014	Mujeres	30-34	1	50252	Tauste
2014	Mujeres	35-39	2	50252	Tauste
2014	Mujeres	40-44	4	50252	Tauste
2014	Mujeres	45-49	9	50252	Tauste
2014	Mujeres	50-54	6	50252	Tauste
2014	Mujeres	55-59	4	50252	Tauste
2014	Mujeres	60-64	1	50252	Tauste
2014	Hombres	20-24	6	50272	Utebo
2014	Hombres	25-29	7	50272	Utebo
2014	Hombres	30-34	15	50272	Utebo
2014	Hombres	35-39	25	50272	Utebo
2014	Hombres	40-44	20	50272	Utebo
2014	Hombres	45-49	11	50272	Utebo
2014	Hombres	50-54	7	50272	Utebo
2014	Hombres	55-59	8	50272	Utebo
2014	Hombres	60-64	4	50272	Utebo
2014	Mujeres	20-24	2	50272	Utebo
2014	Mujeres	25-29	2	50272	Utebo
2014	Mujeres	30-34	5	50272	Utebo
2014	Mujeres	35-39	4	50272	Utebo
2014	Mujeres	40-44	4	50272	Utebo
2014	Mujeres	45-49	5	50272	Utebo
2014	Mujeres	50-54	8	50272	Utebo
2014	Mujeres	55-59	3	50272	Utebo
2014	Mujeres	60-64	2	50272	Utebo
2014	Hombres	16-19	12	50297	Zaragoza
2014	Hombres	20-24	156	50297	Zaragoza
2014	Hombres	25-29	321	50297	Zaragoza
2014	Hombres	30-34	407	50297	Zaragoza
2014	Hombres	35-39	596	50297	Zaragoza
2014	Hombres	40-44	499	50297	Zaragoza
2014	Hombres	45-49	377	50297	Zaragoza
2014	Hombres	50-54	307	50297	Zaragoza
2014	Hombres	55-59	248	50297	Zaragoza
2014	Hombres	60-64	99	50297	Zaragoza
2014	Hombres	Más de 64	6	50297	Zaragoza
2014	Mujeres	16-19	9	50297	Zaragoza
2014	Mujeres	20-24	85	50297	Zaragoza
2014	Mujeres	25-29	179	50297	Zaragoza
2014	Mujeres	30-34	190	50297	Zaragoza
2014	Mujeres	35-39	279	50297	Zaragoza
2014	Mujeres	40-44	245	50297	Zaragoza
2014	Mujeres	45-49	263	50297	Zaragoza
2014	Mujeres	50-54	324	50297	Zaragoza
2014	Mujeres	55-59	216	50297	Zaragoza
2014	Mujeres	60-64	119	50297	Zaragoza
2014	Mujeres	Más de 64	2	50297	Zaragoza
2014	Hombres	20-24	3	50298	Zuera
2014	Hombres	25-29	8	50298	Zuera
2014	Hombres	30-34	19	50298	Zuera
2014	Hombres	35-39	18	50298	Zuera
2014	Hombres	40-44	18	50298	Zuera
2014	Hombres	45-49	12	50298	Zuera
2014	Hombres	50-54	5	50298	Zuera
2014	Hombres	55-59	4	50298	Zuera
2014	Hombres	60-64	3	50298	Zuera
2014	Mujeres	25-29	1	50298	Zuera
2014	Mujeres	30-34	3	50298	Zuera
2014	Mujeres	35-39	1	50298	Zuera
2014	Mujeres	40-44	1	50298	Zuera
2014	Mujeres	45-49	1	50298	Zuera
2014	Mujeres	50-54	4	50298	Zuera
2014	Mujeres	55-59	2	50298	Zuera
2013	Hombres	20-24	5	22048	Barbastro
2013	Hombres	25-29	9	22048	Barbastro
2013	Hombres	30-34	21	22048	Barbastro
2013	Hombres	35-39	11	22048	Barbastro
2013	Hombres	40-44	12	22048	Barbastro
2013	Hombres	45-49	2	22048	Barbastro
2013	Hombres	50-54	18	22048	Barbastro
2013	Hombres	55-59	12	22048	Barbastro
2013	Hombres	60-64	2	22048	Barbastro
2013	Mujeres	20-24	2	22048	Barbastro
2013	Mujeres	25-29	1	22048	Barbastro
2013	Mujeres	30-34	4	22048	Barbastro
2013	Mujeres	35-39	1	22048	Barbastro
2013	Mujeres	40-44	6	22048	Barbastro
2013	Mujeres	45-49	5	22048	Barbastro
2013	Mujeres	50-54	7	22048	Barbastro
2013	Mujeres	55-59	10	22048	Barbastro
2013	Mujeres	60-64	3	22048	Barbastro
2013	Hombres	20-24	3	22061	Binéfar
2013	Hombres	25-29	9	22061	Binéfar
2013	Hombres	30-34	20	22061	Binéfar
2013	Hombres	35-39	18	22061	Binéfar
2013	Hombres	40-44	11	22061	Binéfar
2013	Hombres	45-49	19	22061	Binéfar
2013	Hombres	50-54	6	22061	Binéfar
2013	Hombres	55-59	5	22061	Binéfar
2013	Hombres	60-64	1	22061	Binéfar
2013	Mujeres	20-24	2	22061	Binéfar
2013	Mujeres	25-29	1	22061	Binéfar
2013	Mujeres	30-34	1	22061	Binéfar
2013	Mujeres	35-39	4	22061	Binéfar
2013	Mujeres	40-44	2	22061	Binéfar
2013	Mujeres	45-49	4	22061	Binéfar
2013	Mujeres	50-54	6	22061	Binéfar
2013	Mujeres	55-59	2	22061	Binéfar
2013	Hombres	16-19	2	22112	Fraga
2013	Hombres	20-24	13	22112	Fraga
2013	Hombres	25-29	13	22112	Fraga
2013	Hombres	30-34	20	22112	Fraga
2013	Hombres	35-39	21	22112	Fraga
2013	Hombres	40-44	24	22112	Fraga
2013	Hombres	45-49	16	22112	Fraga
2013	Hombres	50-54	13	22112	Fraga
2013	Hombres	55-59	13	22112	Fraga
2013	Hombres	60-64	3	22112	Fraga
2013	Mujeres	16-19	2	22112	Fraga
2013	Mujeres	20-24	2	22112	Fraga
2013	Mujeres	25-29	7	22112	Fraga
2013	Mujeres	30-34	8	22112	Fraga
2013	Mujeres	35-39	4	22112	Fraga
2013	Mujeres	40-44	5	22112	Fraga
2013	Mujeres	45-49	5	22112	Fraga
2013	Mujeres	50-54	3	22112	Fraga
2013	Mujeres	55-59	4	22112	Fraga
2013	Hombres	16-19	1	22125	Huesca
2013	Hombres	20-24	18	22125	Huesca
2013	Hombres	25-29	33	22125	Huesca
2013	Hombres	30-34	47	22125	Huesca
2013	Hombres	35-39	49	22125	Huesca
2013	Hombres	40-44	41	22125	Huesca
2013	Hombres	45-49	40	22125	Huesca
2013	Hombres	50-54	35	22125	Huesca
2013	Hombres	55-59	35	22125	Huesca
2013	Hombres	60-64	8	22125	Huesca
2013	Hombres	Más de 64	2	22125	Huesca
2013	Mujeres	16-19	1	22125	Huesca
2013	Mujeres	25-29	22	22125	Huesca
2013	Mujeres	30-34	13	22125	Huesca
2013	Mujeres	35-39	20	22125	Huesca
2013	Mujeres	40-44	21	22125	Huesca
2013	Mujeres	45-49	29	22125	Huesca
2013	Mujeres	50-54	28	22125	Huesca
2013	Mujeres	55-59	29	22125	Huesca
2013	Mujeres	60-64	8	22125	Huesca
2013	Hombres	20-24	2	22130	Jaca
2013	Hombres	25-29	4	22130	Jaca
2013	Hombres	30-34	15	22130	Jaca
2013	Hombres	35-39	14	22130	Jaca
2013	Hombres	40-44	8	22130	Jaca
2013	Hombres	45-49	10	22130	Jaca
2013	Hombres	50-54	14	22130	Jaca
2013	Hombres	55-59	13	22130	Jaca
2013	Hombres	60-64	2	22130	Jaca
2013	Mujeres	20-24	2	22130	Jaca
2013	Mujeres	25-29	1	22130	Jaca
2013	Mujeres	30-34	3	22130	Jaca
2013	Mujeres	35-39	8	22130	Jaca
2013	Mujeres	40-44	3	22130	Jaca
2013	Mujeres	45-49	7	22130	Jaca
2013	Mujeres	50-54	5	22130	Jaca
2013	Mujeres	55-59	5	22130	Jaca
2013	Mujeres	60-64	1	22130	Jaca
2013	Hombres	20-24	9	22158	Monzón
2013	Hombres	25-29	17	22158	Monzón
2013	Hombres	30-34	22	22158	Monzón
2013	Hombres	35-39	31	22158	Monzón
2013	Hombres	40-44	19	22158	Monzón
2013	Hombres	45-49	27	22158	Monzón
2013	Hombres	50-54	19	22158	Monzón
2013	Hombres	55-59	9	22158	Monzón
2013	Hombres	60-64	7	22158	Monzón
2013	Mujeres	20-24	1	22158	Monzón
2013	Mujeres	25-29	4	22158	Monzón
2013	Mujeres	30-34	4	22158	Monzón
2013	Mujeres	35-39	5	22158	Monzón
2013	Mujeres	40-44	3	22158	Monzón
2013	Mujeres	45-49	10	22158	Monzón
2013	Mujeres	50-54	6	22158	Monzón
2013	Mujeres	55-59	5	22158	Monzón
2013	Mujeres	60-64	1	22158	Monzón
2013	Hombres	20-24	2	22199	Sabiñánigo
2013	Hombres	25-29	3	22199	Sabiñánigo
2013	Hombres	30-34	8	22199	Sabiñánigo
2013	Hombres	35-39	6	22199	Sabiñánigo
2013	Hombres	40-44	2	22199	Sabiñánigo
2013	Hombres	45-49	3	22199	Sabiñánigo
2013	Hombres	50-54	3	22199	Sabiñánigo
2013	Hombres	55-59	2	22199	Sabiñánigo
2013	Hombres	60-64	2	22199	Sabiñánigo
2013	Mujeres	20-24	1	22199	Sabiñánigo
2013	Mujeres	25-29	1	22199	Sabiñánigo
2013	Mujeres	30-34	2	22199	Sabiñánigo
2013	Mujeres	35-39	1	22199	Sabiñánigo
2013	Mujeres	40-44	2	22199	Sabiñánigo
2013	Mujeres	45-49	1	22199	Sabiñánigo
2013	Mujeres	50-54	2	22199	Sabiñánigo
2013	Hombres	20-24	6	44013	Alcañiz
2013	Hombres	25-29	11	44013	Alcañiz
2013	Hombres	30-34	13	44013	Alcañiz
2013	Hombres	35-39	16	44013	Alcañiz
2013	Hombres	40-44	23	44013	Alcañiz
2013	Hombres	45-49	15	44013	Alcañiz
2013	Hombres	50-54	11	44013	Alcañiz
2013	Hombres	55-59	5	44013	Alcañiz
2013	Hombres	60-64	2	44013	Alcañiz
2013	Mujeres	20-24	1	44013	Alcañiz
2013	Mujeres	25-29	1	44013	Alcañiz
2013	Mujeres	30-34	8	44013	Alcañiz
2013	Mujeres	35-39	8	44013	Alcañiz
2013	Mujeres	40-44	6	44013	Alcañiz
2013	Mujeres	45-49	2	44013	Alcañiz
2013	Mujeres	50-54	7	44013	Alcañiz
2013	Mujeres	55-59	3	44013	Alcañiz
2013	Mujeres	60-64	1	44013	Alcañiz
2013	Hombres	25-29	4	44025	Andorra
2013	Hombres	30-34	3	44025	Andorra
2013	Hombres	35-39	5	44025	Andorra
2013	Hombres	40-44	6	44025	Andorra
2013	Hombres	45-49	2	44025	Andorra
2013	Hombres	55-59	1	44025	Andorra
2013	Hombres	60-64	1	44025	Andorra
2013	Mujeres	30-34	1	44025	Andorra
2013	Mujeres	35-39	2	44025	Andorra
2013	Mujeres	40-44	3	44025	Andorra
2013	Mujeres	45-49	5	44025	Andorra
2013	Mujeres	50-54	1	44025	Andorra
2013	Mujeres	55-59	1	44025	Andorra
2013	Mujeres	60-64	1	44025	Andorra
2013	Hombres	20-24	13	44216	Teruel
2013	Hombres	25-29	26	44216	Teruel
2013	Hombres	30-34	39	44216	Teruel
2013	Hombres	35-39	56	44216	Teruel
2013	Hombres	40-44	41	44216	Teruel
2013	Hombres	45-49	28	44216	Teruel
2013	Hombres	50-54	26	44216	Teruel
2013	Hombres	55-59	12	44216	Teruel
2013	Hombres	60-64	7	44216	Teruel
2013	Mujeres	20-24	4	44216	Teruel
2013	Mujeres	25-29	6	44216	Teruel
2013	Mujeres	30-34	13	44216	Teruel
2013	Mujeres	35-39	15	44216	Teruel
2013	Mujeres	40-44	21	44216	Teruel
2013	Mujeres	45-49	28	44216	Teruel
2013	Mujeres	50-54	23	44216	Teruel
