Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas que son mano de obra familiar y titulares explotación	Personas que son mano de obra familiar y cónyuges	Personas que son mano de obra familiar distinta a las anteriores (otros)	Personas mano obra familiar son titulares <35 años	Personas mano obra familiar son titulares de 35 a 54 años	Personas mano obra familiar son titulares de 55 a 64 años	Personas mano obra familiar son titulares de más de 65 años	Personas mano obra familiar cónyuge <35 años	Personas mano obra familiar cónyuge de 35 a 54 años	Personas mano obra familiar cónyuge de 55 a 64 años	Personas mano obra familiar cónyuge de más de 65 años	Personas mano obra familiar otros (otra relación) con <35 años	Personas mano obra familiar otros de 35 a 54 años	Personas mano obra familiar otros de 55 a 64 años	Personas mano obra familiar otros de más de 65 años
1989	50154	Mainar	33	30	1	2	7	15	5	3	0	1	0	0	2	0	0	0
1989	50155	Malanquilla	51	50	1	0	2	19	15	14	0	0	1	0	0	0	0	0
1989	50156	Maleján	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	50157	Malón	140	105	10	25	4	38	26	37	3	3	4	0	14	6	3	2
1989	50159	Maluenda	392	317	20	55	22	131	97	67	1	17	1	1	31	21	3	0
1989	50160	Mallén	584	435	63	86	55	180	133	67	8	34	21	0	67	10	8	1
1989	50161	Manchones	66	50	12	4	0	16	13	21	0	5	6	1	3	1	0	0
1989	50162	Mara	216	148	48	20	11	40	46	51	2	23	15	8	14	5	0	1
1989	50163	María de Huerva	161	115	8	38	8	34	40	33	0	6	1	1	25	10	2	1
1989	50164	Mediana de Aragón	186	153	7	26	15	51	43	44	0	0	7	0	11	7	4	4
1989	50165	Mequinenza	801	424	189	188	36	166	99	123	14	101	52	22	94	48	25	21
1989	50166	Mesones de Isuela	197	121	33	43	4	46	33	38	2	21	8	2	29	9	3	2
1989	50167	Mezalocha	152	73	41	38	5	27	33	8	5	21	13	2	30	3	2	3
1989	50168	Mianos	17	12	1	4	2	5	2	3	0	0	1	0	2	2	0	0
1989	50169	Miedes de Aragón	269	172	47	50	11	61	62	38	6	25	14	2	33	15	2	0
1989	50170	Monegrillo	194	140	2	52	12	53	36	39	1	1	0	0	17	29	6	0
1989	50171	Moneva	56	46	4	6	3	21	13	9	1	1	2	0	2	3	0	1
1989	50172	Monreal de Ariza	124	77	23	24	9	38	29	1	1	15	7	0	21	1	2	0
1989	50173	Monterde	36	36	0	0	1	18	11	6	0	0	0	0	0	0	0	0
1989	50174	Montón	113	63	17	33	2	25	21	15	0	9	6	2	10	15	6	2
1989	50175	Morata de Jalón	634	517	56	61	28	170	179	140	7	29	12	8	24	27	8	2
1989	50176	Morata de Jiloca	174	103	43	28	2	37	38	26	0	23	17	3	17	9	2	0
1989	50177	Morés	377	218	36	123	14	58	76	70	2	16	12	6	55	33	24	11
1989	50178	Moros	355	303	3	49	23	95	100	85	0	3	0	0	31	12	5	1
1989	50179	Moyuela	133	86	25	22	5	28	37	16	0	9	14	2	14	7	1	0
1989	50180	Mozota	53	49	1	3	0	14	24	11	0	0	1	0	2	1	0	0
1989	50181	Muel	219	196	8	15	4	71	76	45	1	2	4	1	13	2	0	0
1989	50182	Muela (La)	195	149	10	36	8	40	45	56	1	7	2	0	20	9	6	1
1989	50183	Munébrega	317	195	45	77	4	64	74	53	1	27	13	4	46	23	8	0
1989	50184	Murero	64	45	8	11	1	13	18	13	0	4	3	1	8	3	0	0
1989	50185	Murillo de Gállego	88	81	2	5	1	12	32	36	0	2	0	0	4	0	1	0
1989	50186	Navardún	39	29	0	10	0	6	8	15	0	0	0	0	5	5	0	0
1989	50187	Nigüella	62	48	1	13	2	14	14	18	0	0	1	0	2	4	4	3
1989	50188	Nombrevilla	12	10	1	1	1	5	3	1	0	1	0	0	0	0	0	1
1989	50189	Nonaspe	437	256	80	101	16	82	75	83	7	40	25	8	60	24	7	10
1989	50190	Novallas	207	185	6	16	10	58	54	63	1	4	1	0	9	5	2	0
1989	50191	Novillas	404	280	51	73	32	118	86	44	5	28	16	2	51	19	2	1
1989	50192	Nuévalos	15	14	0	1	3	6	4	1	0	0	0	0	0	1	0	0
1989	50193	Nuez de Ebro	73	73	0	0	6	24	31	12	0	0	0	0	0	0	0	0
1989	50194	Olvés	209	94	52	63	5	36	36	17	4	32	15	1	41	12	6	4
1989	50195	Orcajo	23	15	7	1	0	6	9	0	0	6	1	0	1	0	0	0
1989	50196	Orera	130	90	16	24	8	26	32	24	1	7	8	0	17	6	1	0
1989	50197	Orés	50	48	1	1	1	13	13	21	0	1	0	0	0	1	0	0
1989	50198	Oseja	92	48	40	4	0	18	17	13	0	19	11	10	1	1	2	0
1989	50199	Osera de Ebro	74	70	2	2	5	34	21	10	0	1	1	0	2	0	0	0
1989	50200	Paniza	629	397	67	165	33	150	97	117	4	33	23	7	100	56	9	0
1989	50201	Paracuellos de Jiloca	277	190	13	74	15	68	60	47	0	10	1	2	24	27	15	8
1989	50202	Paracuellos de la Ribera	328	200	75	53	17	70	62	51	5	31	27	12	24	19	7	3
1989	50203	Pastriz	206	191	0	15	14	66	61	50	0	0	0	0	6	9	0	0
1989	50204	Pedrola	485	362	54	69	28	169	122	43	3	30	19	2	60	6	1	2
1989	50205	Pedrosas (Las)	39	33	2	4	3	8	8	14	0	1	0	1	3	0	0	1
1989	50206	Perdiguera	157	94	10	53	7	32	37	18	0	6	4	0	26	15	6	6
1989	50207	Piedratajada	101	97	0	4	8	33	20	36	0	0	0	0	2	2	0	0
1989	50208	Pina de Ebro	591	553	10	28	43	189	180	141	0	6	2	2	21	6	1	0
1989	50209	Pinseque	212	205	0	7	16	88	61	40	0	0	0	0	5	2	0	0
1989	50210	Pintanos (Los)	68	63	2	3	2	18	19	24	0	2	0	0	1	1	1	0
1989	50211	Plasencia de Jalón	138	130	0	8	12	59	34	25	0	0	0	0	6	2	0	0
1989	50212	Pleitas	29	21	1	7	1	7	7	6	0	1	0	0	3	1	3	0
1989	50213	Plenas	90	55	21	14	4	21	20	10	1	9	8	3	6	4	3	1
1989	50214	Pomer	47	46	1	0	1	2	17	26	0	1	0	0	0	0	0	0
1989	50215	Pozuel de Ariza	18	8	5	5	0	0	7	1	0	1	3	1	3	0	2	0
1989	50216	Pozuelo de Aragón	142	78	13	51	4	30	28	16	1	10	2	0	31	14	2	4
1989	50217	Pradilla de Ebro	222	123	39	60	4	46	46	27	2	20	15	2	43	12	1	4
1989	50218	Puebla de Albortón	61	59	0	2	7	26	17	9	0	0	0	0	1	1	0	0
1989	50219	Puebla de Alfindén (La)	130	119	1	10	5	43	40	31	0	1	0	0	8	2	0	0
1989	50220	Puendeluna	38	27	3	8	1	4	8	14	0	0	2	1	3	1	3	1
1989	50221	Purujosa	3	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0
1989	50222	Quinto	386	324	5	57	17	154	92	61	1	3	0	1	46	8	2	1
1989	50223	Remolinos	153	107	16	30	10	47	37	13	0	8	8	0	24	5	1	0
1989	50224	Retascón	52	42	3	7	5	22	14	1	1	0	1	1	4	2	0	1
1989	50225	Ricla	1157	643	163	351	76	265	179	123	19	98	41	5	221	86	26	18
1989	50227	Romanos	55	38	3	14	3	15	11	9	0	2	1	0	8	3	1	2
1989	50228	Rueda de Jalón	261	201	6	54	15	83	57	46	0	5	1	0	26	20	7	1
1989	50229	Ruesca	69	40	13	16	5	11	15	9	1	8	4	0	14	1	1	0
1989	50230	Sádaba	327	293	1	33	28	97	83	85	1	0	0	0	14	14	5	0
1989	50231	Salillas de Jalón	70	56	2	12	4	11	16	25	1	0	1	0	4	5	1	2
1989	50232	Salvatierra de Esca	62	52	2	8	2	15	16	19	0	0	1	1	3	4	0	1
1989	50233	Samper del Salz	26	22	4	0	1	7	6	8	0	3	0	1	0	0	0	0
1989	50234	San Martín de la Virgen de Moncayo	40	27	9	4	1	13	6	7	0	5	4	0	3	1	0	0
1989	50235	San Mateo de Gállego	311	245	18	48	19	91	90	45	2	13	3	0	27	12	6	3
1989	50236	Santa Cruz de Grío	261	182	30	49	13	50	58	61	0	12	11	7	23	17	6	3
1989	50237	Santa Cruz de Moncayo	56	42	6	8	2	11	11	18	0	2	3	1	3	5	0	0
1989	50238	Santa Eulalia de Gállego	57	56	1	0	0	14	16	26	0	0	1	0	0	0	0	0
1989	50239	Santed	25	21	1	3	3	9	9	0	0	1	0	0	1	2	0	0
1989	50240	Sástago	281	261	10	10	30	104	69	58	0	8	1	1	5	3	2	0
1989	50241	Saviñán	426	257	46	123	13	78	94	72	0	27	16	3	71	34	15	3
1989	50242	Sediles	102	64	28	10	2	22	21	19	1	14	9	4	6	3	1	0
1989	50243	Sestrica	537	292	76	169	18	127	93	54	3	42	22	9	113	43	6	7
1989	50244	Sierra de Luna	112	94	7	11	8	35	27	24	0	3	4	0	6	2	3	0
1989	50245	Sigüés	72	53	5	14	3	12	12	26	0	2	3	0	4	3	3	4
1989	50246	Sisamón	23	22	0	1	3	8	8	3	0	0	0	0	0	1	0	0
1989	50247	Sobradiel	148	117	4	27	4	44	42	27	0	2	1	1	13	9	4	1
1989	50248	Sos del Rey Católico	279	217	6	56	20	69	51	77	0	2	1	3	27	18	8	3
1989	50249	Tabuenca	303	194	62	47	3	83	60	48	1	33	19	9	24	17	6	0
1989	50250	Talamantes	33	27	4	2	1	5	12	9	0	3	0	1	0	0	0	2
1989	50251	Tarazona	1584	1218	115	251	55	437	384	342	2	66	42	5	143	73	23	12
1989	50252	Tauste	1770	1174	107	489	70	420	399	285	8	64	28	7	321	115	36	17
1989	50253	Terrer	284	180	101	3	23	53	45	59	5	36	31	29	3	0	0	0
1989	50254	Tierga	206	135	16	55	4	65	37	29	3	9	3	1	37	12	4	2
1989	50255	Tobed	170	109	31	30	5	36	38	30	2	20	6	3	20	4	3	3
1989	50256	Torralba de los Frailes	43	37	2	4	3	16	14	4	0	1	1	0	4	0	0	0
1989	50257	Torralba de Ribota	117	94	21	2	5	32	32	25	3	8	6	4	1	1	0	0
1989	50258	Torralbilla	25	23	0	2	1	9	10	3	0	0	0	0	0	1	0	1
1989	50259	Torrehermosa	49	29	11	9	6	11	12	0	0	6	5	0	6	1	2	0
1989	50260	Torrelapaja	16	10	6	0	1	6	3	0	1	5	0	0	0	0	0	0
1989	50261	Torrellas	48	35	2	11	2	5	11	17	0	1	0	1	3	4	3	1
1989	50262	Torres de Berrellén	418	338	30	50	28	121	106	83	3	15	9	3	28	18	3	1
1989	50263	Torrijo de la Cañada	431	281	39	111	12	73	76	120	1	19	18	1	44	56	10	1
1989	50264	Tosos	271	175	55	41	6	52	69	48	4	25	21	5	22	16	2	1
1989	50265	Trasmoz	69	39	16	14	0	11	19	9	0	8	8	0	7	4	2	1
1989	50266	Trasobares	134	106	12	16	1	30	36	39	0	5	6	1	8	5	3	0
1989	50267	Uncastillo	447	399	8	40	19	84	116	180	1	0	6	1	23	15	1	1
1989	50268	Undués de Lerda	43	43	0	0	4	6	12	21	0	0	0	0	0	0	0	0
1989	50269	Urrea de Jalón	164	110	22	32	9	43	39	19	1	12	9	0	27	3	2	0
1989	50270	Urriés	35	32	1	2	0	6	8	18	0	0	0	1	0	0	0	2
1989	50271	Used	114	93	10	11	9	55	18	11	0	7	3	0	10	1	0	0
1989	50272	Utebo	280	264	5	11	11	133	75	45	0	2	3	0	10	1	0	0
1989	50273	Valdehorna	46	34	11	1	1	8	9	16	0	4	6	1	1	0	0	0
1989	50274	Val de San Martín	39	24	12	3	0	6	13	5	0	4	5	3	3	0	0	0
1989	50275	Valmadrid	37	36	0	1	2	9	17	8	0	0	0	0	0	0	1	0
1989	50276	Valpalmas	88	61	11	16	5	28	16	12	0	5	5	1	4	3	4	5
1989	50277	Valtorres	47	36	11	0	0	9	12	15	0	5	6	0	0	0	0	0
1989	50278	Velilla de Ebro	101	65	21	15	6	26	21	12	0	8	10	3	11	2	2	0
1989	50279	Velilla de Jiloca	96	55	16	25	6	19	19	11	2	8	6	0	14	5	4	2
1989	50280	Vera de Moncayo	160	130	16	14	10	40	36	44	1	6	9	0	8	5	1	0
1989	50281	Vierlas	39	23	10	6	0	8	5	10	0	5	4	1	4	2	0	0
1989	50282	Vilueña (La)	87	48	14	25	3	11	21	13	2	3	8	1	17	5	2	1
1989	50283	Villadoz	36	29	5	2	2	16	11	0	0	5	0	0	1	1	0	0
1989	50284	Villafeliche	148	98	20	30	1	26	39	32	1	8	10	1	12	8	8	2
1989	50285	Villafranca de Ebro	158	144	2	12	3	44	69	28	0	2	0	0	6	4	2	0
1989	50286	Villalba de Perejil	67	58	7	2	6	21	15	16	0	5	2	0	1	0	1	0
1989	50287	Villalengua	230	145	35	50	8	43	47	47	1	20	11	3	38	7	4	1
1989	50288	Villanueva de Gállego	485	403	7	75	33	145	122	103	0	5	2	0	31	27	14	3
1989	50289	Villanueva de Jiloca	67	52	13	2	1	15	21	15	0	8	4	1	1	0	1	0
1989	50290	Villanueva de Huerva	428	253	84	91	17	74	98	64	6	41	29	8	69	14	6	2
1989	50291	Villar de los Navarros	84	62	10	12	2	22	24	14	1	4	5	0	10	0	0	2
1989	50292	Villarreal de Huerva	29	22	4	3	1	9	11	1	0	3	1	0	1	2	0	0
1989	50293	Villarroya de la Sierra	610	351	117	142	24	118	110	99	13	47	48	9	99	21	17	5
1989	50294	Villarroya del Campo	29	27	0	2	2	11	9	5	0	0	0	0	2	0	0	0
1989	50295	Vistabella	154	121	5	28	3	17	39	62	0	0	4	1	4	19	5	0
1989	50296	Zaida (La)	67	58	5	4	4	25	23	6	0	4	1	0	1	2	1	0
1989	50297	Zaragoza	3154	2259	297	598	105	779	809	566	15	166	94	22	264	227	79	28
1989	50298	Zuera	769	681	29	59	61	248	222	150	1	12	9	7	30	20	5	4
1989	50901	Biel	53	48	4	1	2	13	17	16	0	1	0	3	0	0	1	0
1999	22001	Abiego	85	68	6	11	7	26	17	18	0	2	1	3	8	2	0	1
1999	22002	Abizanda	49	29	9	11	3	8	12	6	0	5	3	1	4	3	1	3
1999	22003	Adahuesca	60	45	8	7	1	20	6	18	0	6	0	2	3	3	0	1
1999	22004	Agüero	78	60	6	12	2	12	15	31	1	4	1	0	3	3	2	4
1999	22006	Aísa	40	25	5	10	6	6	6	7	0	1	2	2	1	1	3	5
1999	22007	Albalate de Cinca	287	207	33	47	20	90	57	40	0	18	14	1	14	17	8	8
1999	22008	Albalatillo	29	22	3	4	4	6	6	6	0	3	0	0	1	2	0	1
1999	22009	Albelda	486	270	92	124	42	101	64	63	8	53	23	8	53	19	12	40
1999	22011	Albero Alto	29	23	0	6	2	8	3	10	0	0	0	0	3	0	1	2
1999	22012	Albero Bajo	62	48	3	11	10	17	9	12	0	2	1	0	3	4	3	1
1999	22013	Alberuela de Tubo	71	50	10	11	3	34	6	7	3	6	1	0	7	2	1	1
1999	22014	Alcalá de Gurrea	60	40	3	17	5	15	9	11	0	1	1	1	12	3	2	0
1999	22015	Alcalá del Obispo	121	90	12	19	5	38	20	27	0	6	4	2	4	10	1	4
1999	22016	Alcampell	431	231	91	109	16	74	60	81	3	40	24	24	47	18	12	32
1999	22017	Alcolea de Cinca	244	196	25	23	15	83	42	56	1	14	7	3	9	5	4	5
1999	22018	Alcubierre	130	110	5	15	15	34	25	36	1	0	3	1	6	7	1	1
1999	22019	Alerre	16	12	0	4	2	4	1	5	0	0	0	0	2	2	0	0
1999	22020	Alfántega	58	28	8	22	5	13	8	2	0	7	1	0	6	6	5	5
1999	22021	Almudévar	639	442	54	143	37	143	108	154	3	30	10	11	61	41	14	27
1999	22022	Almunia de San Juan	182	130	22	30	17	42	36	35	1	11	4	6	9	11	3	7
1999	22023	Almuniente	165	120	12	33	10	72	19	19	0	10	1	1	20	9	1	3
1999	22024	Alquézar	95	72	9	14	1	26	14	31	0	5	1	3	3	7	2	2
1999	22025	Altorricón	307	185	53	69	22	86	41	36	5	34	8	6	30	11	12	16
1999	22027	Angüés	105	94	6	5	10	31	20	33	0	4	0	2	2	3	0	0
1999	22028	Ansó	35	25	2	8	1	11	8	5	0	2	0	0	2	2	1	3
1999	22029	Antillón	59	39	16	4	4	19	9	7	1	10	3	2	2	2	0	0
1999	22032	Aragüés del Puerto	20	12	4	4	2	5	1	4	0	3	1	0	2	0	0	2
1999	22035	Arén	72	64	5	3	9	24	11	20	0	2	2	1	1	1	0	1
1999	22036	Argavieso	30	28	0	2	2	7	10	9	0	0	0	0	0	1	0	1
1999	22037	Arguis	24	17	3	4	1	3	5	8	0	2	1	0	2	1	1	0
1999	22039	Ayerbe	187	152	16	19	9	40	39	64	0	5	6	5	5	9	2	3
1999	22040	Azanuy-Alins	140	95	21	24	4	28	26	37	0	7	7	7	6	10	1	7
1999	22041	Azara	81	54	9	18	7	22	12	13	1	5	2	1	7	5	1	5
1999	22042	Azlor	80	56	12	12	11	16	13	16	0	8	1	3	6	3	0	3
1999	22043	Baells	87	75	5	7	7	29	18	21	0	2	0	3	4	1	0	2
1999	22044	Bailo	115	77	8	30	9	30	13	25	1	6	0	1	4	11	3	12
1999	22045	Baldellou	93	83	5	5	6	18	18	41	1	3	0	1	0	3	1	1
1999	22046	Ballobar	364	169	95	100	19	93	35	22	10	72	7	6	49	12	8	31
1999	22047	Banastás	4	3	0	1	1	0	1	1	0	0	0	0	1	0	0	0
1999	22048	Barbastro	727	552	99	76	38	164	139	211	5	41	28	25	24	35	6	11
1999	22049	Barbués	51	39	7	5	6	17	11	5	1	5	0	1	2	0	1	2
1999	22050	Barbuñales	46	39	1	6	0	18	13	8	0	0	1	0	3	1	2	0
1999	22051	Bárcabo	62	38	16	8	3	11	11	13	2	3	6	5	2	3	1	2
1999	22052	Belver de Cinca	531	281	87	163	44	124	59	54	11	57	17	2	98	27	18	20
1999	22053	Benabarre	333	276	38	19	15	106	60	95	4	24	6	4	7	7	1	4
1999	22054	Benasque	45	27	6	12	2	5	7	13	0	3	2	1	7	1	2	2
1999	22055	Berbegal	138	97	15	26	6	40	26	25	0	10	3	2	11	6	2	7
1999	22057	Bielsa	46	31	4	11	3	12	8	8	0	4	0	0	3	3	1	4
1999	22058	Bierge	126	88	13	25	7	17	17	47	0	4	3	6	2	17	1	5
1999	22059	Biescas	151	98	12	41	7	27	20	44	1	3	3	5	10	16	5	10
1999	22060	Binaced	469	338	79	52	53	151	69	65	9	52	10	8	29	18	4	1
1999	22061	Binéfar	268	235	22	11	12	87	53	83	1	9	5	7	3	5	0	3
1999	22062	Bisaurri	67	45	11	11	6	23	11	5	0	6	3	2	1	0	2	8
1999	22063	Biscarrués	84	59	5	20	8	16	12	23	1	3	1	0	7	7	1	5
1999	22064	Blecua y Torres	65	54	5	6	8	21	11	14	0	3	1	1	0	3	2	1
1999	22066	Boltaña	54	44	1	9	5	22	5	12	0	1	0	0	4	2	0	3
1999	22067	Bonansa	23	11	3	9	3	6	2	0	0	2	0	1	3	3	1	2
1999	22068	Borau	9	9	0	0	1	5	2	1	0	0	0	0	0	0	0	0
1999	22069	Broto	83	54	18	11	7	35	8	4	5	12	0	1	4	1	2	4
1999	22072	Caldearenas	60	49	1	10	4	20	13	12	0	1	0	0	5	4	1	0
1999	22074	Campo	13	11	2	0	0	6	1	4	0	1	1	0	0	0	0	0
1999	22075	Camporrells	74	67	3	4	1	21	12	33	0	2	0	1	2	0	0	2
1999	22076	Canal de Berdún	135	104	10	21	7	30	26	41	1	7	1	1	9	5	2	5
1999	22077	Candasnos	117	89	11	17	23	38	20	8	2	7	2	0	13	2	0	2
1999	22078	Canfranc	6	2	0	4	0	1	0	1	0	0	0	0	2	2	0	0
1999	22079	Capdesaso	24	24	0	0	2	12	7	3	0	0	0	0	0	0	0	0
1999	22080	Capella	112	80	18	14	4	32	18	26	0	15	1	2	7	6	0	1
1999	22081	Casbas de Huesca	130	106	6	18	12	48	25	21	0	4	2	0	5	8	3	2
1999	22082	Castejón del Puente	64	57	3	4	11	19	19	8	0	2	1	0	2	0	2	0
1999	22083	Castejón de Monegros	203	135	19	49	17	43	36	39	1	7	7	4	15	17	10	7
1999	22084	Castejón de Sos	32	18	3	11	2	3	6	7	0	0	3	0	2	2	2	5
1999	22085	Castelflorite	74	56	8	10	15	15	18	8	0	5	2	1	5	1	4	0
1999	22086	Castiello de Jaca	14	13	1	0	2	5	4	2	0	0	0	1	0	0	0	0
1999	22087	Castigaleu	25	18	0	7	2	11	2	3	0	0	0	0	3	2	2	0
1999	22088	Castillazuelo	124	74	21	29	4	16	8	46	2	6	3	10	9	13	4	3
1999	22089	Castillonroy	155	86	34	35	6	40	16	24	1	21	7	5	18	5	1	11
1999	22090	Colungo	94	54	26	14	2	12	8	32	1	6	7	12	2	9	2	1
1999	22094	Chalamera	55	36	10	9	5	13	7	11	0	5	2	3	3	0	3	3
1999	22095	Chía	21	12	3	6	1	4	4	3	0	3	0	0	5	1	0	0
1999	22096	Chimillas	17	14	0	3	3	5	2	4	0	0	0	0	2	1	0	0
1999	22099	Esplús	205	159	21	25	14	50	30	65	1	10	4	6	10	8	1	6
1999	22102	Estada	60	38	16	6	2	18	7	11	1	5	6	4	3	3	0	0
1999	22103	Estadilla	254	162	67	25	16	54	41	51	4	34	16	13	12	4	2	7
1999	22105	Estopiñán del Castillo	121	89	19	13	8	22	14	45	2	6	2	9	1	4	3	5
1999	22106	Fago	9	5	1	3	1	1	3	0	0	1	0	0	2	0	0	1
1999	22107	Fanlo	9	6	1	2	0	2	2	2	0	1	0	0	0	0	0	2
1999	22109	Fiscal	55	39	3	13	8	18	8	5	2	1	0	0	2	1	7	3
1999	22110	Fonz	271	219	24	28	20	71	53	75	3	11	4	6	13	7	3	5
1999	22111	Foradada del Toscar	77	43	18	16	8	24	7	4	2	12	4	0	9	1	3	3
1999	22112	Fraga	1948	1063	439	446	162	460	257	184	45	243	100	51	233	77	54	82
1999	22113	Fueva (La)	202	138	41	23	13	62	28	35	4	29	7	1	9	5	3	6
1999	22114	Gistaín	85	51	9	25	3	22	12	14	1	3	3	2	11	7	2	5
1999	22115	Grado (El)	190	146	25	19	12	48	27	59	1	14	6	4	6	6	1	6
1999	22116	Grañén	308	237	36	35	29	111	42	55	3	25	7	1	18	12	2	3
1999	22117	Graus	450	303	77	70	34	94	74	101	14	36	16	11	23	16	12	19
1999	22119	Gurrea de Gállego	315	277	16	22	39	114	66	58	1	6	5	4	9	9	1	3
1999	22122	Hoz de Jaca	10	8	0	2	1	1	3	3	0	0	0	0	1	0	0	1
1999	22124	Huerto	128	99	16	13	20	49	17	13	0	13	3	0	7	1	2	3
1999	22125	Huesca	440	335	33	72	24	105	92	114	0	16	7	10	25	21	13	13
1999	22126	Ibieca	25	20	1	4	3	9	3	5	0	0	1	0	1	2	0	1
1999	22127	Igriés	57	38	4	15	2	13	9	14	0	3	0	1	4	8	1	2
1999	22128	Ilche	109	93	8	8	14	42	18	19	1	7	0	0	2	3	0	3
1999	22129	Isábena	99	73	21	5	2	35	13	23	1	14	5	1	2	2	0	1
1999	22130	Jaca	410	263	39	108	25	98	58	82	5	19	6	9	35	23	20	30
1999	22131	Jasa	19	11	3	5	1	4	3	3	0	1	2	0	3	1	0	1
1999	22133	Labuerda	10	10	0	0	0	5	2	3	0	0	0	0	0	0	0	0
1999	22135	Laluenga	104	71	5	28	15	27	12	17	1	2	1	1	11	6	3	8
1999	22136	Lalueza	244	219	13	12	26	113	42	38	2	10	1	0	7	3	2	0
1999	22137	Lanaja	433	295	47	91	30	115	68	82	5	19	15	8	45	25	4	17
1999	22139	Laperdiguera	27	21	1	5	3	7	4	7	1	0	0	0	3	0	0	2
1999	22141	Lascellas-Ponzano	85	62	12	11	5	23	14	20	1	6	3	2	5	3	2	1
1999	22142	Lascuarre	37	30	4	3	3	9	6	12	1	3	0	0	3	0	0	0
1999	22143	Laspaúles	70	46	13	11	4	22	11	9	1	9	2	1	3	3	2	3
1999	22144	Laspuña	37	30	2	5	2	10	5	13	1	0	1	0	1	3	1	0
1999	22149	Loarre	166	115	16	35	7	36	24	48	0	10	4	2	12	15	3	5
1999	22150	Loporzano	245	185	25	35	18	60	40	67	1	9	12	3	14	11	3	7
1999	22151	Loscorrales	53	41	2	10	1	13	5	22	0	0	1	1	2	3	0	5
1999	22155	Monesma y Cajigar	47	31	7	9	2	14	9	6	0	5	0	2	4	1	1	3
1999	22156	Monflorite-Lascasas	62	47	6	9	3	22	13	9	0	4	1	1	6	2	1	0
1999	22157	Montanuy	136	70	19	47	14	37	13	6	0	13	5	1	10	6	12	19
1999	22158	Monzón	881	659	91	131	72	240	185	162	5	39	33	14	57	40	18	16
1999	22160	Naval	43	42	1	0	7	18	5	12	1	0	0	0	0	0	0	0
1999	22162	Novales	37	35	0	2	4	17	2	12	0	0	0	0	1	0	1	0
1999	22163	Nueno	93	78	6	9	4	27	19	28	0	4	0	2	2	5	1	1
1999	22164	Olvena	38	22	5	11	2	12	1	7	2	3	0	0	2	5	2	2
1999	22165	Ontiñena	201	138	34	29	15	56	31	36	3	17	10	4	14	5	5	5
1999	22167	Osso de Cinca	249	139	45	65	33	55	27	24	7	30	6	2	28	19	14	4
1999	22168	Palo	12	11	1	0	1	5	4	1	1	0	0	0	0	0	0	0
1999	22170	Panticosa	29	24	2	3	2	13	3	6	0	2	0	0	2	1	0	0
1999	22172	Peñalba	167	118	16	33	24	55	23	16	1	12	3	0	23	8	0	2
1999	22173	Peñas de Riglos (Las)	91	66	8	17	7	26	7	26	1	6	1	0	5	6	2	4
1999	22174	Peralta de Alcofea	204	175	14	15	36	67	30	42	3	7	1	3	8	4	2	1
1999	22175	Peralta de Calasanz	179	153	15	11	9	39	33	72	0	12	2	1	6	1	2	2
1999	22176	Peraltilla	72	53	9	10	5	25	9	14	0	6	2	1	2	6	1	1
1999	22177	Perarrúa	36	27	2	7	5	5	6	11	0	1	1	0	0	2	5	0
1999	22178	Pertusa	39	33	2	4	5	15	6	7	0	2	0	0	2	1	1	0
1999	22181	Piracés	52	45	3	4	13	6	10	16	1	0	2	0	2	2	0	0
1999	22182	Plan	115	66	16	33	4	28	8	26	0	10	4	2	9	7	5	12
1999	22184	Poleñino	84	72	2	10	8	24	20	20	0	1	0	1	4	6	0	0
1999	22186	Pozán de Vero	151	81	24	46	2	21	15	43	2	11	6	5	8	16	6	16
1999	22187	Puebla de Castro (La)	86	58	11	17	3	19	10	26	0	6	4	1	9	1	0	7
1999	22188	Puente de Montañana	20	14	3	3	2	3	5	4	0	1	0	2	3	0	0	0
1999	22189	Puértolas	38	29	3	6	4	15	4	6	0	3	0	0	1	3	2	0
1999	22190	Pueyo de Araguás (El)	44	31	5	8	3	17	8	3	0	4	1	0	4	3	0	1
1999	22193	Pueyo de Santa Cruz	60	41	4	15	7	12	10	12	0	4	0	0	8	2	2	3
1999	22195	Quicena	15	8	2	5	2	3	1	2	0	1	0	1	2	1	0	2
1999	22197	Robres	203	156	16	31	26	59	33	38	0	7	4	5	9	11	3	8
1999	22199	Sabiñánigo	264	182	27	55	25	56	34	67	2	15	3	7	23	9	6	17
1999	22200	Sahún	51	33	8	10	4	15	6	8	0	6	2	0	4	5	1	0
1999	22201	Salas Altas	207	121	36	50	9	42	23	47	1	12	13	10	12	20	10	8
1999	22202	Salas Bajas	107	58	17	32	4	19	6	29	2	4	4	7	8	16	2	6
1999	22203	Salillas	31	28	1	2	4	9	5	10	0	1	0	0	1	0	0	1
1999	22204	Sallent de Gállego	102	86	3	13	5	29	17	35	0	1	1	1	7	3	1	2
1999	22205	San Esteban de Litera	336	277	26	33	20	85	88	84	1	12	6	7	10	16	4	3
1999	22206	Sangarrén	68	57	3	8	7	16	18	16	0	2	0	1	5	3	0	0
1999	22207	San Juan de Plan	73	38	11	24	6	8	9	15	0	4	4	3	13	3	6	2
1999	22208	Santa Cilia	34	25	2	7	6	13	4	2	0	1	0	1	3	0	2	2
