Tipo de vivienda	Tipo de vivienda, código	Tipo de vivienda principal	Tipo de vivienda principal, código	Municipio codigo	Provincia codigo	Municipio nombre	Nº viviendas
Vivienda principal	1	Vivienda principal convencional	1	44146	44	Mata de los Olmos (La)	91,3300492987
Vivienda principal	1	Vivienda principal convencional	1	44147	44	Mazaleón	215,7951855015
Vivienda principal	1	Vivienda principal convencional	1	44148	44	Mezquita de Jarque	42,1712077103
Vivienda principal	1	Vivienda principal convencional	1	44149	44	Mirambel	55,235640506
Vivienda principal	1	Vivienda principal convencional	1	44150	44	Miravete de la Sierra	13,3698030965
Vivienda principal	1	Vivienda principal convencional	1	44151	44	Molinos	123,9308841132
Vivienda principal	1	Vivienda principal convencional	1	44152	44	Monforte de Moyuela	30,6343440912
Vivienda principal	1	Vivienda principal convencional	1	44153	44	Monreal del Campo	1022,3644454634
Vivienda principal	1	Vivienda principal convencional	1	44154	44	Monroyo	134,6046825017
Vivienda principal	1	Vivienda principal convencional	1	44155	44	Montalbán	515,3547458355
Vivienda principal	1	Vivienda principal convencional	1	44156	44	Monteagudo del Castillo	25,705203661
Vivienda principal	1	Vivienda principal convencional	1	44157	44	Monterde de Albarracín	34,6150687706
Vivienda principal	1	Vivienda principal convencional	1	44158	44	Mora de Rubielos	649,7520901879
Vivienda principal	1	Vivienda principal convencional	1	44159	44	Moscardón	30,1449257323
Vivienda principal	1	Vivienda principal convencional	1	44160	44	Mosqueruela	260,3386445153
Vivienda principal	1	Vivienda principal convencional	1	44161	44	Muniesa	263,2561314207
Vivienda principal	1	Vivienda principal convencional	1	44163	44	Noguera de Albarracín	66,2709165647
Vivienda principal	1	Vivienda principal convencional	1	44164	44	Nogueras	14,2523186802
Vivienda principal	1	Vivienda principal convencional	1	44165	44	Nogueruelas	88,7681977048
Vivienda principal	1	Vivienda principal convencional	1	44167	44	Obón	21,162837958
Vivienda principal	1	Vivienda principal convencional	1	44168	44	Odón	91,506071763
Vivienda principal	1	Vivienda principal convencional	1	44169	44	Ojos Negros	190,7052298692
Vivienda principal	1	Vivienda principal convencional	1	44171	44	Olba	121,4875268277
Vivienda principal	1	Vivienda principal convencional	1	44172	44	Oliete	221,4726442729
Vivienda principal	1	Vivienda principal convencional	1	44173	44	Olmos (Los)	51,1701082727
Vivienda principal	1	Vivienda principal convencional	1	44174	44	Orihuela del Tremedal	227,6961945872
Vivienda principal	1	Vivienda principal convencional	1	44175	44	Orrios	61,3260156267
Vivienda principal	1	Vivienda principal convencional	1	44176	44	Palomar de Arroyos	61,9318826675
Vivienda principal	1	Vivienda principal convencional	1	44177	44	Pancrudo	68,2462276305
Vivienda principal	1	Vivienda principal convencional	1	44178	44	Parras de Castellote (Las)	37,9047718418
Vivienda principal	1	Vivienda principal convencional	1	44179	44	Peñarroya de Tastavins	202,5503893646
Vivienda principal	1	Vivienda principal convencional	1	44180	44	Peracense	35,3360193556
Vivienda principal	1	Vivienda principal convencional	1	44181	44	Peralejos	35,3562399878
Vivienda principal	1	Vivienda principal convencional	1	44182	44	Perales del Alfambra	111,7685143858
Vivienda principal	1	Vivienda principal convencional	1	44183	44	Pitarque	34,6351953317
Vivienda principal	1	Vivienda principal convencional	1	44184	44	Plou	20,4682658983
Vivienda principal	1	Vivienda principal convencional	1	44185	44	Pobo (El)	72,0647612957
Vivienda principal	1	Vivienda principal convencional	1	44187	44	Portellada (La)	105,1792345007
Vivienda principal	1	Vivienda principal convencional	1	44189	44	Pozondón	38,5835514162
Vivienda principal	1	Vivienda principal convencional	1	44190	44	Pozuel del Campo	38,9685893532
Vivienda principal	1	Vivienda principal convencional	1	44191	44	Puebla de Híjar (La)	432,2127774696
Vivienda principal	1	Vivienda principal convencional	1	44192	44	Puebla de Valverde (La)	226,3743909381
Vivienda principal	1	Vivienda principal convencional	1	44193	44	Puertomingalvo	72,3769313129
Vivienda principal	1	Vivienda principal convencional	1	44194	44	Ráfales	63,2703992806
Vivienda principal	1	Vivienda principal convencional	1	44195	44	Rillo	49,4749549523
Vivienda principal	1	Vivienda principal convencional	1	44196	44	Riodeva	75,4426265259
Vivienda principal	1	Vivienda principal convencional	1	44197	44	Ródenas	34,2366695699
Vivienda principal	1	Vivienda principal convencional	1	44198	44	Royuela	95,2764688453
Vivienda principal	1	Vivienda principal convencional	1	44199	44	Rubiales	26,6777117046
Vivienda principal	1	Vivienda principal convencional	1	44200	44	Rubielos de la Cérida	20,9327413273
Vivienda principal	1	Vivienda principal convencional	1	44201	44	Rubielos de Mora	289,6432935728
Vivienda principal	1	Vivienda principal convencional	1	44203	44	Salcedillo	7,3692720119
Vivienda principal	1	Vivienda principal convencional	1	44204	44	Saldón	16,2819111952
Vivienda principal	1	Vivienda principal convencional	1	44205	44	Samper de Calanda	369,4977584342
Vivienda principal	1	Vivienda principal convencional	1	44206	44	San Agustín	82,8176264142
Vivienda principal	1	Vivienda principal convencional	1	44207	44	San Martín del Río	105,8725584681
Vivienda principal	1	Vivienda principal convencional	1	44208	44	Santa Cruz de Nogueras	21,2903541626
Vivienda principal	1	Vivienda principal convencional	1	44209	44	Santa Eulalia	450,0985597892
Vivienda principal	1	Vivienda principal convencional	1	44210	44	Sarrión	431,1616111128
Vivienda principal	1	Vivienda principal convencional	1	44211	44	Segura de los Baños	28,3085790542
Vivienda principal	1	Vivienda principal convencional	1	44212	44	Seno	26,6314402124
Vivienda principal	1	Vivienda principal convencional	1	44213	44	Singra	32,9028946329
Vivienda principal	1	Vivienda principal convencional	1	44215	44	Terriente	79,4376346359
Vivienda principal	1	Vivienda principal convencional	1	44216	44	Teruel	13218,3180877648
Vivienda principal	1	Vivienda principal convencional	1	44217	44	Toril y Masegoso	13,0499344106
Vivienda principal	1	Vivienda principal convencional	1	44218	44	Tormón	16,1427692745
Vivienda principal	1	Vivienda principal convencional	1	44219	44	Tornos	96,8623557996
Vivienda principal	1	Vivienda principal convencional	1	44220	44	Torralba de los Sisones	70,4768110629
Vivienda principal	1	Vivienda principal convencional	1	44221	44	Torrecilla de Alcañiz	180,4192656803
Vivienda principal	1	Vivienda principal convencional	1	44222	44	Torrecilla del Rebollar	71,3585638309
Vivienda principal	1	Vivienda principal convencional	1	44223	44	Torre de Arcas	40,0261875173
Vivienda principal	1	Vivienda principal convencional	1	44224	44	Torre de las Arcas	13,4068239876
Vivienda principal	1	Vivienda principal convencional	1	44225	44	Torre del Compte	61,7962542367
Vivienda principal	1	Vivienda principal convencional	1	44226	44	Torrelacárcel	87,0610829864
Vivienda principal	1	Vivienda principal convencional	1	44227	44	Torre los Negros	42,5134706124
Vivienda principal	1	Vivienda principal convencional	1	44228	44	Torremocha de Jiloca	59,3007071991
Vivienda principal	1	Vivienda principal convencional	1	44229	44	Torres de Albarracín	67,4086203077
Vivienda principal	1	Vivienda principal convencional	1	44230	44	Torrevelilla	91,0822770271
Vivienda principal	1	Vivienda principal convencional	1	44231	44	Torrijas	28,5825256454
Vivienda principal	1	Vivienda principal convencional	1	44232	44	Torrijo del Campo	192,8539300723
Vivienda principal	1	Vivienda principal convencional	1	44234	44	Tramacastiel	40,6267856561
Vivienda principal	1	Vivienda principal convencional	1	44235	44	Tramacastilla	42,8932799589
Vivienda principal	1	Vivienda principal convencional	1	44236	44	Tronchón	41,3046965235
Vivienda principal	1	Vivienda principal convencional	1	44237	44	Urrea de Gaén	203,6758568481
Vivienda principal	1	Vivienda principal convencional	1	44238	44	Utrillas	1174,6791141127
Vivienda principal	1	Vivienda principal convencional	1	44239	44	Valacloche	13,4272375088
Vivienda principal	1	Vivienda principal convencional	1	44240	44	Valbona	93,4058011191
Vivienda principal	1	Vivienda principal convencional	1	44241	44	Valdealgorfa	259,1939619094
Vivienda principal	1	Vivienda principal convencional	1	44243	44	Valdecuenca	22,1277840668
Vivienda principal	1	Vivienda principal convencional	1	44244	44	Valdelinares	54,746738892
Vivienda principal	1	Vivienda principal convencional	1	44245	44	Valdeltormo	138,00746938
Vivienda principal	1	Vivienda principal convencional	1	44246	44	Valderrobres	928,4188225884
Vivienda principal	1	Vivienda principal convencional	1	44247	44	Valjunquera	155,9128838243
Vivienda principal	1	Vivienda principal convencional	1	44249	44	Vallecillo (El)	22,8532890783
Vivienda principal	1	Vivienda principal convencional	1	44250	44	Veguillas de la Sierra	8,4514774992
Vivienda principal	1	Vivienda principal convencional	1	44251	44	Villafranca del Campo	133,5301909214
Vivienda principal	1	Vivienda principal convencional	1	44252	44	Villahermosa del Campo	43,2979501512
Vivienda principal	1	Vivienda principal convencional	1	44256	44	Villanueva del Rebollar de la Sierra	19,5325013676
Vivienda principal	1	Vivienda principal convencional	1	44257	44	Villar del Cobo	78,2703427748
Vivienda principal	1	Vivienda principal convencional	1	44258	44	Villar del Salz	40,5325764678
Vivienda principal	1	Vivienda principal convencional	1	44260	44	Villarluengo	95,1661410739
Vivienda principal	1	Vivienda principal convencional	1	44261	44	Villarquemado	374,6685799744
Vivienda principal	1	Vivienda principal convencional	1	44262	44	Villarroya de los Pinares	66,9771195936
Vivienda principal	1	Vivienda principal convencional	1	44263	44	Villastar	186,741434763
Vivienda principal	1	Vivienda principal convencional	1	44264	44	Villel	131,5043694173
Vivienda principal	1	Vivienda principal convencional	1	44265	44	Vinaceite	117,5665482507
Vivienda principal	1	Vivienda principal convencional	1	44266	44	Visiedo	68,7577606796
Vivienda principal	1	Vivienda principal convencional	1	44267	44	Vivel del Río Martín	45,4836210297
Vivienda principal	1	Vivienda principal convencional	1	44268	44	Zoma (La)	9,0317534039
Vivienda principal	1	Vivienda principal convencional	1	50001	50	Abanto	57,6235258936
Vivienda principal	1	Vivienda principal convencional	1	50002	50	Acered	120,1688620568
Vivienda principal	1	Vivienda principal convencional	1	50003	50	Agón	74,6902693729
Vivienda principal	1	Vivienda principal convencional	1	50004	50	Aguarón	332,988023054
Vivienda principal	1	Vivienda principal convencional	1	50005	50	Aguilón	123,4422722393
Vivienda principal	1	Vivienda principal convencional	1	50006	50	Ainzón	481,8406887559
Vivienda principal	1	Vivienda principal convencional	1	50007	50	Aladrén	33,0592493911
Vivienda principal	1	Vivienda principal convencional	1	50008	50	Alagón	2669,6703056142
Vivienda principal	1	Vivienda principal convencional	1	50009	50	Alarba	58,0895660009
Vivienda principal	1	Vivienda principal convencional	1	50010	50	Alberite de San Juan	39,5736607208
Vivienda principal	1	Vivienda principal convencional	1	50011	50	Albeta	72,2938545111
Vivienda principal	1	Vivienda principal convencional	1	50012	50	Alborge	46,8659949525
Vivienda principal	1	Vivienda principal convencional	1	50013	50	Alcalá de Ebro	118,3653050451
Vivienda principal	1	Vivienda principal convencional	1	50014	50	Alcalá de Moncayo	85,8084727711
Vivienda principal	1	Vivienda principal convencional	1	50015	50	Alconchel de Ariza	42,6626348567
Vivienda principal	1	Vivienda principal convencional	1	50016	50	Aldehuela de Liestos	35,7995096355
Vivienda principal	1	Vivienda principal convencional	1	50017	50	Alfajarín	831,4308233892
Vivienda principal	1	Vivienda principal convencional	1	50018	50	Alfamén	542,9049592664
Vivienda principal	1	Vivienda principal convencional	1	50019	50	Alforque	43,685509151
Vivienda principal	1	Vivienda principal convencional	1	50020	50	Alhama de Aragón	486,8555504312
Vivienda principal	1	Vivienda principal convencional	1	50021	50	Almochuel	20,6041535843
Vivienda principal	1	Vivienda principal convencional	1	50022	50	Almolda (La)	210,1531496493
Vivienda principal	1	Vivienda principal convencional	1	50023	50	Almonacid de la Cuba	107,5398284902
Vivienda principal	1	Vivienda principal convencional	1	50024	50	Almonacid de la Sierra	367,5671755031
Vivienda principal	1	Vivienda principal convencional	1	50025	50	Almunia de Doña Godina (La)	2781,5024186955
Vivienda principal	1	Vivienda principal convencional	1	50026	50	Alpartir	233,65032863
Vivienda principal	1	Vivienda principal convencional	1	50027	50	Ambel	112,7303563817
Vivienda principal	1	Vivienda principal convencional	1	50028	50	Anento	47,0335253926
Vivienda principal	1	Vivienda principal convencional	1	50029	50	Aniñón	332,6221248458
Vivienda principal	1	Vivienda principal convencional	1	50030	50	Añón de Moncayo	99,0628677008
Vivienda principal	1	Vivienda principal convencional	1	50031	50	Aranda de Moncayo	99,5577441436
Vivienda principal	1	Vivienda principal convencional	1	50032	50	Arándiga	169,7338172056
Vivienda principal	1	Vivienda principal convencional	1	50033	50	Ardisa	47,9182469186
Vivienda principal	1	Vivienda principal convencional	1	50034	50	Ariza	466,631257943
Vivienda principal	1	Vivienda principal convencional	1	50035	50	Artieda	43,4381482642
Vivienda principal	1	Vivienda principal convencional	1	50036	50	Asín	58,1412829748
Vivienda principal	1	Vivienda principal convencional	1	50037	50	Atea	74,0439239995
Vivienda principal	1	Vivienda principal convencional	1	50038	50	Ateca	805,0212502986
Vivienda principal	1	Vivienda principal convencional	1	50039	50	Azuara	287,7336904615
Vivienda principal	1	Vivienda principal convencional	1	50040	50	Badules	47,4613044769
Vivienda principal	1	Vivienda principal convencional	1	50041	50	Bagüés	10,8420680149
Vivienda principal	1	Vivienda principal convencional	1	50042	50	Balconchán	5
Vivienda principal	1	Vivienda principal convencional	1	50043	50	Bárboles	139,8527595572
Vivienda principal	1	Vivienda principal convencional	1	50044	50	Bardallur	128,8978286586
Vivienda principal	1	Vivienda principal convencional	1	50045	50	Belchite	649,7406518399
Vivienda principal	1	Vivienda principal convencional	1	50046	50	Belmonte de Gracián	104,1296235113
Vivienda principal	1	Vivienda principal convencional	1	50047	50	Berdejo	36,0868633085
Vivienda principal	1	Vivienda principal convencional	1	50048	50	Berrueco	23,0558368784
Vivienda principal	1	Vivienda principal convencional	1	50050	50	Bijuesca	52,6816454535
Vivienda principal	1	Vivienda principal convencional	1	50051	50	Biota	394,069343358
Vivienda principal	1	Vivienda principal convencional	1	50052	50	Bisimbre	47,7103966942
Vivienda principal	1	Vivienda principal convencional	1	50053	50	Boquiñeni	364,5646571863
Vivienda principal	1	Vivienda principal convencional	1	50054	50	Bordalba	30,9105939238
Vivienda principal	1	Vivienda principal convencional	1	50055	50	Borja	1919,5679769553
Vivienda principal	1	Vivienda principal convencional	1	50056	50	Botorrita	223,4460699124
Vivienda principal	1	Vivienda principal convencional	1	50057	50	Brea de Aragón	667,031183701
Vivienda principal	1	Vivienda principal convencional	1	50058	50	Bubierca	43,9863443947
Vivienda principal	1	Vivienda principal convencional	1	50059	50	Bujaraloz	395,1495134445
Vivienda principal	1	Vivienda principal convencional	1	50060	50	Bulbuente	99,4090228634
Vivienda principal	1	Vivienda principal convencional	1	50061	50	Bureta	114,6406923549
Vivienda principal	1	Vivienda principal convencional	1	50062	50	Burgo de Ebro (El)	963,4930161147
Vivienda principal	1	Vivienda principal convencional	1	50063	50	Buste (El)	33,0247032794
Vivienda principal	1	Vivienda principal convencional	1	50064	50	Cabañas de Ebro	204,0233978452
Vivienda principal	1	Vivienda principal convencional	1	50065	50	Cabolafuente	17,3747103524
Vivienda principal	1	Vivienda principal convencional	1	50066	50	Cadrete	1314,5923180499
Vivienda principal	1	Vivienda principal convencional	1	50067	50	Calatayud	8317,4913237321
Vivienda principal	1	Vivienda principal convencional	1	50068	50	Calatorao	1201,9005467729
Vivienda principal	1	Vivienda principal convencional	1	50069	50	Calcena	39,2679941284
Vivienda principal	1	Vivienda principal convencional	1	50070	50	Calmarza	37,9030517872
Vivienda principal	1	Vivienda principal convencional	1	50071	50	Campillo de Aragón	62,8696746667
Vivienda principal	1	Vivienda principal convencional	1	50072	50	Carenas	84,5779209196
Vivienda principal	1	Vivienda principal convencional	1	50073	50	Cariñena	1327,5577482175
Vivienda principal	1	Vivienda principal convencional	1	50074	50	Caspe	3525,4479752686
Vivienda principal	1	Vivienda principal convencional	1	50075	50	Castejón de Alarba	39,0289523238
Vivienda principal	1	Vivienda principal convencional	1	50076	50	Castejón de las Armas	61,1288905601
Vivienda principal	1	Vivienda principal convencional	1	50077	50	Castejón de Valdejasa	118,4719286535
Vivienda principal	1	Vivienda principal convencional	1	50078	50	Castiliscar	142,3136145739
Vivienda principal	1	Vivienda principal convencional	1	50079	50	Cervera de la Cañada	142,61808093
Vivienda principal	1	Vivienda principal convencional	1	50080	50	Cerveruela	23,1595148051
Vivienda principal	1	Vivienda principal convencional	1	50081	50	Cetina	286,8700158455
Vivienda principal	1	Vivienda principal convencional	1	50082	50	Cimballa	51,9233290355
Vivienda principal	1	Vivienda principal convencional	1	50083	50	Cinco Olivas	45,3904798918
Vivienda principal	1	Vivienda principal convencional	1	50084	50	Clarés de Ribota	54,7411670822
Vivienda principal	1	Vivienda principal convencional	1	50085	50	Codo	101,1587401843
Vivienda principal	1	Vivienda principal convencional	1	50086	50	Codos	106,3355187489
Vivienda principal	1	Vivienda principal convencional	1	50087	50	Contamina	16,4368728059
Vivienda principal	1	Vivienda principal convencional	1	50088	50	Cosuenda	178,7845236381
Vivienda principal	1	Vivienda principal convencional	1	50089	50	Cuarte de Huerva	4079,1853001079
Vivienda principal	1	Vivienda principal convencional	1	50090	50	Cubel	81,3734110798
Vivienda principal	1	Vivienda principal convencional	1	50091	50	Cuerlas (Las)	31,998033562
Vivienda principal	1	Vivienda principal convencional	1	50092	50	Chiprana	175,6620563196
Vivienda principal	1	Vivienda principal convencional	1	50093	50	Chodes	64,5901199141
Vivienda principal	1	Vivienda principal convencional	1	50094	50	Daroca	899,9931058824
Vivienda principal	1	Vivienda principal convencional	1	50095	50	Ejea de los Caballeros	6361,5066590721
Vivienda principal	1	Vivienda principal convencional	1	50096	50	Embid de Ariza	23,6288141136
Vivienda principal	1	Vivienda principal convencional	1	50098	50	Encinacorba	113,9975177389
Vivienda principal	1	Vivienda principal convencional	1	50099	50	Épila	1720,1023135167
Vivienda principal	1	Vivienda principal convencional	1	50100	50	Erla	163,3539425806
Vivienda principal	1	Vivienda principal convencional	1	50101	50	Escatrón	492,9001379291
Vivienda principal	1	Vivienda principal convencional	1	50102	50	Fabara	512,2897166516
Vivienda principal	1	Vivienda principal convencional	1	50104	50	Farlete	151,8367495781
Vivienda principal	1	Vivienda principal convencional	1	50105	50	Fayón	171,8240777971
Vivienda principal	1	Vivienda principal convencional	1	50106	50	Fayos (Los)	68,4590287915
Vivienda principal	1	Vivienda principal convencional	1	50107	50	Figueruelas	487,6550774933
Vivienda principal	1	Vivienda principal convencional	1	50108	50	Fombuena	24,7149245278
Vivienda principal	1	Vivienda principal convencional	1	50109	50	Frago (El)	42,5221115268
Vivienda principal	1	Vivienda principal convencional	1	50110	50	Frasno (El)	228,8087035222
Vivienda principal	1	Vivienda principal convencional	1	50111	50	Fréscano	91,8307313763
Vivienda principal	1	Vivienda principal convencional	1	50113	50	Fuendejalón	337,6591485679
Vivienda principal	1	Vivienda principal convencional	1	50114	50	Fuendetodos	76,3432111733
Vivienda principal	1	Vivienda principal convencional	1	50115	50	Fuentes de Ebro	1724,0575800984
Vivienda principal	1	Vivienda principal convencional	1	50116	50	Fuentes de Jiloca	137,9465484124
Vivienda principal	1	Vivienda principal convencional	1	50117	50	Gallocanta	59,4910968375
Vivienda principal	1	Vivienda principal convencional	1	50118	50	Gallur	1153,5937979798
Vivienda principal	1	Vivienda principal convencional	1	50119	50	Gelsa	478,1203229312
Vivienda principal	1	Vivienda principal convencional	1	50120	50	Godojos	22
Vivienda principal	1	Vivienda principal convencional	1	50121	50	Gotor	151,4834712246
Vivienda principal	1	Vivienda principal convencional	1	50122	50	Grisel	50,3524552367
Vivienda principal	1	Vivienda principal convencional	1	50123	50	Grisén	218,0565037614
Vivienda principal	1	Vivienda principal convencional	1	50124	50	Herrera de los Navarros	247,3313582789
Vivienda principal	1	Vivienda principal convencional	1	50125	50	Ibdes	202,9660765984
Vivienda principal	1	Vivienda principal convencional	1	50126	50	Illueca	1218,1952542582
Vivienda principal	1	Vivienda principal convencional	1	50128	50	Isuerre	14,7237740015
Vivienda principal	1	Vivienda principal convencional	1	50129	50	Jaraba	142,1279919908
Vivienda principal	1	Vivienda principal convencional	1	50130	50	Jarque	200,4922960611
Vivienda principal	1	Vivienda principal convencional	1	50131	50	Jaulín	115,7172453252
Vivienda principal	1	Vivienda principal convencional	1	50132	50	Joyosa (La)	327,4883916315
Vivienda principal	1	Vivienda principal convencional	1	50133	50	Lagata	69,3766369636
Vivienda principal	1	Vivienda principal convencional	1	50134	50	Langa del Castillo	75,0949337856
Vivienda principal	1	Vivienda principal convencional	1	50135	50	Layana	47,0211285424
Vivienda principal	1	Vivienda principal convencional	1	50136	50	Lécera	327,7606182799
Vivienda principal	1	Vivienda principal convencional	1	50137	50	Leciñena	524,6004482352
Vivienda principal	1	Vivienda principal convencional	1	50138	50	Lechón	18,8212456908
Vivienda principal	1	Vivienda principal convencional	1	50139	50	Letux	143,9256095129
Vivienda principal	1	Vivienda principal convencional	1	50140	50	Litago	85,268887937
Vivienda principal	1	Vivienda principal convencional	1	50141	50	Lituénigo	53,3748918795
Vivienda principal	1	Vivienda principal convencional	1	50142	50	Lobera de Onsella	25,4794357101
Vivienda principal	1	Vivienda principal convencional	1	50143	50	Longares	326,6114240878
Vivienda principal	1	Vivienda principal convencional	1	50144	50	Longás	21,9089935784
Vivienda principal	1	Vivienda principal convencional	1	50146	50	Lucena de Jalón	117,4852897289
Vivienda principal	1	Vivienda principal convencional	1	50147	50	Luceni	438,8976057939
Vivienda principal	1	Vivienda principal convencional	1	50148	50	Luesia	144,8251033508
Vivienda principal	1	Vivienda principal convencional	1	50149	50	Luesma	23,5727875521
Vivienda principal	1	Vivienda principal convencional	1	50150	50	Lumpiaque	402,2165750815
Vivienda principal	1	Vivienda principal convencional	1	50151	50	Luna	344,7484714046
Vivienda principal	1	Vivienda principal convencional	1	50152	50	Maella	753,9475235613
Vivienda principal	1	Vivienda principal convencional	1	50153	50	Magallón	467,0205654519
Vivienda principal	1	Vivienda principal convencional	1	50154	50	Mainar	70,5834924448
Vivienda principal	1	Vivienda principal convencional	1	50155	50	Malanquilla	53,0545805864
Vivienda principal	1	Vivienda principal convencional	1	50156	50	Maleján	123,8986440954
Vivienda principal	1	Vivienda principal convencional	1	50157	50	Malón	152,4885613172
Vivienda principal	1	Vivienda principal convencional	1	50159	50	Maluenda	377,8140111734
Vivienda principal	1	Vivienda principal convencional	1	50160	50	Mallén	1272,0652466203
Vivienda principal	1	Vivienda principal convencional	1	50161	50	Manchones	64,9078112532
Vivienda principal	1	Vivienda principal convencional	1	50162	50	Mara	78,7003069205
Vivienda principal	1	Vivienda principal convencional	1	50163	50	María de Huerva	1897,7327685919
Vivienda principal	1	Vivienda principal convencional	1	50164	50	Mediana de Aragón	187,8846952154
Vivienda principal	1	Vivienda principal convencional	1	50165	50	Mequinenza	928,9751110968
Vivienda principal	1	Vivienda principal convencional	1	50166	50	Mesones de Isuela	131,105202058
Vivienda principal	1	Vivienda principal convencional	1	50167	50	Mezalocha	90,8075745712
Vivienda principal	1	Vivienda principal convencional	1	50168	50	Mianos	19,0956365732
Vivienda principal	1	Vivienda principal convencional	1	50169	50	Miedes de Aragón	168,7871172943
Vivienda principal	1	Vivienda principal convencional	1	50170	50	Monegrillo	189,5182695878
Vivienda principal	1	Vivienda principal convencional	1	50171	50	Moneva	62,8728818114
Vivienda principal	1	Vivienda principal convencional	1	50172	50	Monreal de Ariza	77,1384809673
Vivienda principal	1	Vivienda principal convencional	1	50173	50	Monterde	99,0193242541
Vivienda principal	1	Vivienda principal convencional	1	50174	50	Montón	60,5199113463
Vivienda principal	1	Vivienda principal convencional	1	50175	50	Morata de Jalón	536,1104330683
Vivienda principal	1	Vivienda principal convencional	1	50176	50	Morata de Jiloca	109,0606366846
Vivienda principal	1	Vivienda principal convencional	1	50177	50	Morés	185,6364246674
Vivienda principal	1	Vivienda principal convencional	1	50178	50	Moros	182,5429719718
Vivienda principal	1	Vivienda principal convencional	1	50179	50	Moyuela	133,7334685166
Vivienda principal	1	Vivienda principal convencional	1	50180	50	Mozota	54,1259799202
Vivienda principal	1	Vivienda principal convencional	1	50181	50	Muel	553,7903320528
Vivienda principal	1	Vivienda principal convencional	1	50182	50	Muela (La)	1995,5942806509
Vivienda principal	1	Vivienda principal convencional	1	50183	50	Munébrega	201,5364404011
Vivienda principal	1	Vivienda principal convencional	1	50184	50	Murero	63,8635274133
Vivienda principal	1	Vivienda principal convencional	1	50185	50	Murillo de Gállego	92,7455545115
Vivienda principal	1	Vivienda principal convencional	1	50186	50	Navardún	21,1495618093
Vivienda principal	1	Vivienda principal convencional	1	50187	50	Nigüella	38,8691806769
Vivienda principal	1	Vivienda principal convencional	1	50188	50	Nombrevilla	20
Vivienda principal	1	Vivienda principal convencional	1	50189	50	Nonaspe	404,2807243379
Vivienda principal	1	Vivienda principal convencional	1	50190	50	Novallas	380,8309978788
Vivienda principal	1	Vivienda principal convencional	1	50191	50	Novillas	236,374116462
Vivienda principal	1	Vivienda principal convencional	1	50192	50	Nuévalos	149,7653298026
Vivienda principal	1	Vivienda principal convencional	1	50193	50	Nuez de Ebro	315,8005721152
Vivienda principal	1	Vivienda principal convencional	1	50194	50	Olvés	51,0776899918
Vivienda principal	1	Vivienda principal convencional	1	50195	50	Orcajo	26,3104895593
Vivienda principal	1	Vivienda principal convencional	1	50196	50	Orera	61,4404614007
Vivienda principal	1	Vivienda principal convencional	1	50197	50	Orés	43,6789857238
Vivienda principal	1	Vivienda principal convencional	1	50198	50	Oseja	25,3001134991
Vivienda principal	1	Vivienda principal convencional	1	50199	50	Osera de Ebro	152,629474365
Vivienda principal	1	Vivienda principal convencional	1	50200	50	Paniza	305,327291178
Vivienda principal	1	Vivienda principal convencional	1	50201	50	Paracuellos de Jiloca	227,9834684534
Vivienda principal	1	Vivienda principal convencional	1	50202	50	Paracuellos de la Ribera	91,835525423
Vivienda principal	1	Vivienda principal convencional	1	50203	50	Pastriz	508,5385840222
Vivienda principal	1	Vivienda principal convencional	1	50204	50	Pedrola	1443,8772919525
Vivienda principal	1	Vivienda principal convencional	1	50205	50	Pedrosas (Las)	51,9766892809
Vivienda principal	1	Vivienda principal convencional	1	50206	50	Perdiguera	237,8609259796
Vivienda principal	1	Vivienda principal convencional	1	50207	50	Piedratajada	69,2106736549
Vivienda principal	1	Vivienda principal convencional	1	50208	50	Pina de Ebro	1038,0703114913
Vivienda principal	1	Vivienda principal convencional	1	50209	50	Pinseque	1371,9244894012
Vivienda principal	1	Vivienda principal convencional	1	50210	50	Pintanos (Los)	20,7803424547
Vivienda principal	1	Vivienda principal convencional	1	50211	50	Plasencia de Jalón	169,6450467111
Vivienda principal	1	Vivienda principal convencional	1	50212	50	Pleitas	22,0773180618
Vivienda principal	1	Vivienda principal convencional	1	50213	50	Plenas	72,9845584884
Vivienda principal	1	Vivienda principal convencional	1	50214	50	Pomer	15,3291952202
Vivienda principal	1	Vivienda principal convencional	1	50215	50	Pozuel de Ariza	11,1372421003
Vivienda principal	1	Vivienda principal convencional	1	50216	50	Pozuelo de Aragón	112,6020422076
Vivienda principal	1	Vivienda principal convencional	1	50217	50	Pradilla de Ebro	234,4869049103
Vivienda principal	1	Vivienda principal convencional	1	50218	50	Puebla de Albortón	60,2397441338
Vivienda principal	1	Vivienda principal convencional	1	50219	50	Puebla de Alfindén (La)	2049,1531833462
Vivienda principal	1	Vivienda principal convencional	1	50220	50	Puendeluna	25,3509536736
Vivienda principal	1	Vivienda principal convencional	1	50221	50	Purujosa	23,7117457149
Vivienda principal	1	Vivienda principal convencional	1	50222	50	Quinto	793,5255395996
Vivienda principal	1	Vivienda principal convencional	1	50223	50	Remolinos	441,7760144684
Vivienda principal	1	Vivienda principal convencional	1	50224	50	Retascón	38,9593998288
Vivienda principal	1	Vivienda principal convencional	1	50225	50	Ricla	1133,1297323173
Vivienda principal	1	Vivienda principal convencional	1	50227	50	Romanos	57,60346322
Vivienda principal	1	Vivienda principal convencional	1	50228	50	Rueda de Jalón	138,9950486155
