Tipo de vivienda	Tipo de vivienda, código	Tipo de vivienda principal	Tipo de vivienda principal, código	Municipio codigo	Provincia codigo	Municipio nombre	Nº viviendas
Vivienda no principal secundaria	2			44122	44	Híjar	350,7487295089
Vivienda no principal secundaria	2			44123	44	Hinojosa de Jarque	67,1390041476
Vivienda no principal secundaria	2			44124	44	Hoz de la Vieja (La)	223,0251450673
Vivienda no principal secundaria	2			44125	44	Huesa del Común	149,5847928002
Vivienda no principal secundaria	2			44126	44	Iglesuela del Cid (La)	174,7604319456
Vivienda no principal secundaria	2			44127	44	Jabaloyas	81,818181816
Vivienda no principal secundaria	2			44128	44	Jarque de la Val	29,25
Vivienda no principal secundaria	2			44129	44	Jatiel	32,307692307
Vivienda no principal secundaria	2			44130	44	Jorcas	70,0368544529
Vivienda no principal secundaria	2			44131	44	Josa	105,2307692352
Vivienda no principal secundaria	2			44132	44	Lagueruela	44,1862537919
Vivienda no principal secundaria	2			44133	44	Lanzuela	20,5084745771
Vivienda no principal secundaria	2			44135	44	Libros	101,0295337458
Vivienda no principal secundaria	2			44136	44	Lidón	48,6037735856
Vivienda no principal secundaria	2			44137	44	Linares de Mora	196,0390371596
Vivienda no principal secundaria	2			44138	44	Loscos	133,5867355453
Vivienda no principal secundaria	2			44141	44	Lledó	61,765625
Vivienda no principal secundaria	2			44142	44	Maicas	55,1111111118
Vivienda no principal secundaria	2			44143	44	Manzanera	869,2408785879
Vivienda no principal secundaria	2			44144	44	Martín del Río	140,7774254366
Vivienda no principal secundaria	2			44145	44	Mas de las Matas	283,8288258976
Vivienda no principal secundaria	2			44146	44	Mata de los Olmos (La)	86,4256198361
Vivienda no principal secundaria	2			44147	44	Mazaleón	199,5865303092
Vivienda no principal secundaria	2			44148	44	Mezquita de Jarque	61,7218740659
Vivienda no principal secundaria	2			44149	44	Mirambel	81,1545454564
Vivienda no principal secundaria	2			44150	44	Miravete de la Sierra	62,6437323301
Vivienda no principal secundaria	2			44151	44	Molinos	204,5588334468
Vivienda no principal secundaria	2			44152	44	Monforte de Moyuela	96,9999999978
Vivienda no principal secundaria	2			44153	44	Monreal del Campo	280,5637981781
Vivienda no principal secundaria	2			44154	44	Monroyo	86,5057115791
Vivienda no principal secundaria	2			44155	44	Montalbán	311,058388098
Vivienda no principal secundaria	2			44156	44	Monteagudo del Castillo	71,7499999986
Vivienda no principal secundaria	2			44157	44	Monterde de Albarracín	98,5282794592
Vivienda no principal secundaria	2			44158	44	Mora de Rubielos	818,0467749934
Vivienda no principal secundaria	2			44159	44	Moscardón	55,94359241
Vivienda no principal secundaria	2			44160	44	Mosqueruela	287,9522932541
Vivienda no principal secundaria	2			44161	44	Muniesa	296,6516318966
Vivienda no principal secundaria	2			44163	44	Noguera de Albarracín	79,31971428
Vivienda no principal secundaria	2			44164	44	Nogueras	66,8808664279
Vivienda no principal secundaria	2			44165	44	Nogueruelas	154,0664446822
Vivienda no principal secundaria	2			44167	44	Obón	221,2846682768
Vivienda no principal secundaria	2			44168	44	Odón	90,0917871572
Vivienda no principal secundaria	2			44169	44	Ojos Negros	293,4728941764
Vivienda no principal secundaria	2			44171	44	Olba	372,3529496587
Vivienda no principal secundaria	2			44172	44	Oliete	454,3083368632
Vivienda no principal secundaria	2			44173	44	Olmos (Los)	83,6192893382
Vivienda no principal secundaria	2			44174	44	Orihuela del Tremedal	199,1049003787
Vivienda no principal secundaria	2			44175	44	Orrios	56,471428569
Vivienda no principal secundaria	2			44176	44	Palomar de Arroyos	111,1872187157
Vivienda no principal secundaria	2			44177	44	Pancrudo	111,4656652331
Vivienda no principal secundaria	2			44178	44	Parras de Castellote (Las)	168,02325581
Vivienda no principal secundaria	2			44179	44	Peñarroya de Tastavins	161,7386355453
Vivienda no principal secundaria	2			44180	44	Peracense	73,7715862599
Vivienda no principal secundaria	2			44181	44	Peralejos	33,0285927867
Vivienda no principal secundaria	2			44182	44	Perales del Alfambra	111,8317929764
Vivienda no principal secundaria	2			44183	44	Pitarque	83,9261663076
Vivienda no principal secundaria	2			44184	44	Plou	74,0315122208
Vivienda no principal secundaria	2			44185	44	Pobo (El)	86,2568659096
Vivienda no principal secundaria	2			44187	44	Portellada (La)	108,7394516866
Vivienda no principal secundaria	2			44189	44	Pozondón	60,0084745766
Vivienda no principal secundaria	2			44190	44	Pozuel del Campo	117,2985884854
Vivienda no principal secundaria	2			44191	44	Puebla de Híjar (La)	200,8361034678
Vivienda no principal secundaria	2			44192	44	Puebla de Valverde (La)	362,8394208074
Vivienda no principal secundaria	2			44193	44	Puertomingalvo	152,4100711237
Vivienda no principal secundaria	2			44194	44	Ráfales	127,2302586282
Vivienda no principal secundaria	2			44195	44	Rillo	56,4793388423
Vivienda no principal secundaria	2			44196	44	Riodeva	125,415686091
Vivienda no principal secundaria	2			44197	44	Ródenas	76,042226488
Vivienda no principal secundaria	2			44198	44	Royuela	57,1190733993
Vivienda no principal secundaria	2			44199	44	Rubiales	40,833333332
Vivienda no principal secundaria	2			44200	44	Rubielos de la Cérida	48,3157894761
Vivienda no principal secundaria	2			44201	44	Rubielos de Mora	651,2952213194
Vivienda no principal secundaria	2			44203	44	Salcedillo	27
Vivienda no principal secundaria	2			44204	44	Saldón	68,2500000028
Vivienda no principal secundaria	2			44205	44	Samper de Calanda	234,777523798
Vivienda no principal secundaria	2			44206	44	San Agustín	179,6021380302
Vivienda no principal secundaria	2			44207	44	San Martín del Río	190,0657021068
Vivienda no principal secundaria	2			44208	44	Santa Cruz de Nogueras	30,9176470581
Vivienda no principal secundaria	2			44209	44	Santa Eulalia	196,0422640629
Vivienda no principal secundaria	2			44210	44	Sarrión	614,9621450466
Vivienda no principal secundaria	2			44211	44	Segura de los Baños	68,1818181824
Vivienda no principal secundaria	2			44212	44	Seno	57,8045112802
Vivienda no principal secundaria	2			44213	44	Singra	57,7500000018
Vivienda no principal secundaria	2			44215	44	Terriente	118,8478260855
Vivienda no principal secundaria	2			44216	44	Teruel	2755,39448368
Vivienda no principal secundaria	2			44217	44	Toril y Masegoso	86,694915252
Vivienda no principal secundaria	2			44218	44	Tormón	55,7021276613
Vivienda no principal secundaria	2			44219	44	Tornos	87,2368254257
Vivienda no principal secundaria	2			44220	44	Torralba de los Sisones	49,8952133187
Vivienda no principal secundaria	2			44221	44	Torrecilla de Alcañiz	112,0182513339
Vivienda no principal secundaria	2			44222	44	Torrecilla del Rebollar	105,6853146894
Vivienda no principal secundaria	2			44223	44	Torre de Arcas	45
Vivienda no principal secundaria	2			44224	44	Torre de las Arcas	70,2
Vivienda no principal secundaria	2			44225	44	Torre del Compte	145,6472727214
Vivienda no principal secundaria	2			44226	44	Torrelacárcel	149,2005956546
Vivienda no principal secundaria	2			44227	44	Torre los Negros	66,2416467314
Vivienda no principal secundaria	2			44228	44	Torremocha de Jiloca	57,6354916051
Vivienda no principal secundaria	2			44229	44	Torres de Albarracín	97,2892562015
Vivienda no principal secundaria	2			44230	44	Torrevelilla	115,3944728231
Vivienda no principal secundaria	2			44231	44	Torrijas	147,152866243
Vivienda no principal secundaria	2			44232	44	Torrijo del Campo	158,6507224915
Vivienda no principal secundaria	2			44234	44	Tramacastiel	122,7688399646
Vivienda no principal secundaria	2			44235	44	Tramacastilla	97,5454545416
Vivienda no principal secundaria	2			44236	44	Tronchón	86,8382951837
Vivienda no principal secundaria	2			44237	44	Urrea de Gaén	178,1176703271
Vivienda no principal secundaria	2			44238	44	Utrillas	351,5308602701
Vivienda no principal secundaria	2			44239	44	Valacloche	37,3669064738
Vivienda no principal secundaria	2			44240	44	Valbona	192,3298028389
Vivienda no principal secundaria	2			44241	44	Valdealgorfa	223,9304020005
Vivienda no principal secundaria	2			44243	44	Valdecuenca	76
Vivienda no principal secundaria	2			44244	44	Valdelinares	164,537313436
Vivienda no principal secundaria	2			44245	44	Valdeltormo	104,4319525611
Vivienda no principal secundaria	2			44246	44	Valderrobres	565,8126596178
Vivienda no principal secundaria	2			44247	44	Valjunquera	146,959421684
Vivienda no principal secundaria	2			44249	44	Vallecillo (El)	66,6913580246
Vivienda no principal secundaria	2			44250	44	Veguillas de la Sierra	48,0000000022
Vivienda no principal secundaria	2			44251	44	Villafranca del Campo	106,1668669617
Vivienda no principal secundaria	2			44252	44	Villahermosa del Campo	68,5384615422
Vivienda no principal secundaria	2			44256	44	Villanueva del Rebollar de la Sierra	72,9999999976
Vivienda no principal secundaria	2			44257	44	Villar del Cobo	58,0297808994
Vivienda no principal secundaria	2			44258	44	Villar del Salz	58,5030289113
Vivienda no principal secundaria	2			44260	44	Villarluengo	163,3481130199
Vivienda no principal secundaria	2			44261	44	Villarquemado	114,3351268036
Vivienda no principal secundaria	2			44262	44	Villarroya de los Pinares	105,4880785376
Vivienda no principal secundaria	2			44263	44	Villastar	22,8809685518
Vivienda no principal secundaria	2			44264	44	Villel	218,2399489695
Vivienda no principal secundaria	2			44265	44	Vinaceite	57,5245550797
Vivienda no principal secundaria	2			44266	44	Visiedo	82,2251418923
Vivienda no principal secundaria	2			44267	44	Vivel del Río Martín	176,0840879608
Vivienda no principal secundaria	2			44268	44	Zoma (La)	16,3043478255
Vivienda no principal secundaria	2			50001	50	Abanto	65,6663548489
Vivienda no principal secundaria	2			50002	50	Acered	57,2368
Vivienda no principal secundaria	2			50003	50	Agón	31,625
Vivienda no principal secundaria	2			50004	50	Aguarón	193,8496112018
Vivienda no principal secundaria	2			50005	50	Aguilón	107,5614245707
Vivienda no principal secundaria	2			50006	50	Ainzón	257,1165679787
Vivienda no principal secundaria	2			50007	50	Aladrén	94,4835766392
Vivienda no principal secundaria	2			50008	50	Alagón	150,56868497
Vivienda no principal secundaria	2			50009	50	Alarba	111,0422535224
Vivienda no principal secundaria	2			50010	50	Alberite de San Juan	0,8933808958
Vivienda no principal secundaria	2			50011	50	Albeta	11,189509835
Vivienda no principal secundaria	2			50012	50	Alborge	40,2605331164
Vivienda no principal secundaria	2			50013	50	Alcalá de Ebro	34,8707561106
Vivienda no principal secundaria	2			50014	50	Alcalá de Moncayo	54,020425632
Vivienda no principal secundaria	2			50015	50	Alconchel de Ariza	129,9248554891
Vivienda no principal secundaria	2			50016	50	Aldehuela de Liestos	51,7959183703
Vivienda no principal secundaria	2			50017	50	Alfajarín	229,3355862891
Vivienda no principal secundaria	2			50018	50	Alfamén	121,2419260186
Vivienda no principal secundaria	2			50019	50	Alforque	63,5506382955
Vivienda no principal secundaria	2			50020	50	Alhama de Aragón	308,2693774965
Vivienda no principal secundaria	2			50021	50	Almochuel	11,0526315795
Vivienda no principal secundaria	2			50022	50	Almolda (La)	21,7601386212
Vivienda no principal secundaria	2			50023	50	Almonacid de la Cuba	53,119279799
Vivienda no principal secundaria	2			50024	50	Almonacid de la Sierra	154,8600073037
Vivienda no principal secundaria	2			50025	50	Almunia de Doña Godina (La)	332,2521303566
Vivienda no principal secundaria	2			50026	50	Alpartir	95,9229816943
Vivienda no principal secundaria	2			50027	50	Ambel	123,7407957376
Vivienda no principal secundaria	2			50028	50	Anento	86,4238410595
Vivienda no principal secundaria	2			50029	50	Aniñón	219,0549822357
Vivienda no principal secundaria	2			50030	50	Añón de Moncayo	65,7461320903
Vivienda no principal secundaria	2			50031	50	Aranda de Moncayo	225,1945667896
Vivienda no principal secundaria	2			50032	50	Arándiga	188,6199315615
Vivienda no principal secundaria	2			50033	50	Ardisa	46,75
Vivienda no principal secundaria	2			50034	50	Ariza	372,9671340562
Vivienda no principal secundaria	2			50035	50	Artieda	16,4912280709
Vivienda no principal secundaria	2			50036	50	Asín	41,541624365
Vivienda no principal secundaria	2			50037	50	Atea	136,0067408637
Vivienda no principal secundaria	2			50038	50	Ateca	285,0393871006
Vivienda no principal secundaria	2			50039	50	Azuara	335,0480566066
Vivienda no principal secundaria	2			50040	50	Badules	62,1851851887
Vivienda no principal secundaria	2			50041	50	Bagüés	19
Vivienda no principal secundaria	2			50042	50	Balconchán	29,5087468768
Vivienda no principal secundaria	2			50043	50	Bárboles	98,7768126363
Vivienda no principal secundaria	2			50044	50	Bardallur	52,0087170529
Vivienda no principal secundaria	2			50045	50	Belchite	599,9978138852
Vivienda no principal secundaria	2			50046	50	Belmonte de Gracián	74,3915016506
Vivienda no principal secundaria	2			50047	50	Berdejo	53,0716959798
Vivienda no principal secundaria	2			50048	50	Berrueco	26,6666666656
Vivienda no principal secundaria	2			50050	50	Bijuesca	214,4904148915
Vivienda no principal secundaria	2			50051	50	Biota	163,4369639567
Vivienda no principal secundaria	2			50052	50	Bisimbre	27,7941176485
Vivienda no principal secundaria	2			50053	50	Boquiñeni	45,4799750706
Vivienda no principal secundaria	2			50054	50	Bordalba	89,4204545449
Vivienda no principal secundaria	2			50055	50	Borja	1434,4197294381
Vivienda no principal secundaria	2			50056	50	Botorrita	81,4647152834
Vivienda no principal secundaria	2			50057	50	Brea de Aragón	98,6602638925
Vivienda no principal secundaria	2			50058	50	Bubierca	66,3908045984
Vivienda no principal secundaria	2			50059	50	Bujaraloz	39,3202749702
Vivienda no principal secundaria	2			50060	50	Bulbuente	128,2568573714
Vivienda no principal secundaria	2			50061	50	Bureta	42,636114375
Vivienda no principal secundaria	2			50062	50	Burgo de Ebro (El)	217,9988839932
Vivienda no principal secundaria	2			50063	50	Buste (El)	70,8990825717
Vivienda no principal secundaria	2			50064	50	Cabañas de Ebro	61,2595344867
Vivienda no principal secundaria	2			50065	50	Cabolafuente	106,2439024383
Vivienda no principal secundaria	2			50066	50	Cadrete	521,773154276
Vivienda no principal secundaria	2			50067	50	Calatayud	1170,3864367829
Vivienda no principal secundaria	2			50068	50	Calatorao	306,7563779507
Vivienda no principal secundaria	2			50069	50	Calcena	42,257636124
Vivienda no principal secundaria	2			50070	50	Calmarza	65,232911394
Vivienda no principal secundaria	2			50071	50	Campillo de Aragón	104,0568432687
Vivienda no principal secundaria	2			50072	50	Carenas	402,1210762369
Vivienda no principal secundaria	2			50073	50	Cariñena	175,2658806611
Vivienda no principal secundaria	2			50074	50	Caspe	708,8744405243
Vivienda no principal secundaria	2			50075	50	Castejón de Alarba	34,2708333344
Vivienda no principal secundaria	2			50076	50	Castejón de las Armas	60,2874743299
Vivienda no principal secundaria	2			50077	50	Castejón de Valdejasa	105,3334815489
Vivienda no principal secundaria	2			50078	50	Castiliscar	192,0538729484
Vivienda no principal secundaria	2			50079	50	Cervera de la Cañada	90,1572259507
Vivienda no principal secundaria	2			50080	50	Cerveruela	57,3132530089
Vivienda no principal secundaria	2			50081	50	Cetina	296,7730448318
Vivienda no principal secundaria	2			50082	50	Cimballa	121,8282737547
Vivienda no principal secundaria	2			50083	50	Cinco Olivas	46,946896094
Vivienda no principal secundaria	2			50084	50	Clarés de Ribota	65,191304099
Vivienda no principal secundaria	2			50085	50	Codo	166,9269259378
Vivienda no principal secundaria	2			50086	50	Codos	154,3143988414
Vivienda no principal secundaria	2			50087	50	Contamina	33,9999999988
Vivienda no principal secundaria	2			50088	50	Cosuenda	135,6950152808
Vivienda no principal secundaria	2			50089	50	Cuarte de Huerva	245,472815922
Vivienda no principal secundaria	2			50090	50	Cubel	65,5851428598
Vivienda no principal secundaria	2			50091	50	Cuerlas (Las)	87,9729729718
Vivienda no principal secundaria	2			50092	50	Chiprana	151,2247075203
Vivienda no principal secundaria	2			50093	50	Chodes	40,9703169558
Vivienda no principal secundaria	2			50094	50	Daroca	730,1191444109
Vivienda no principal secundaria	2			50095	50	Ejea de los Caballeros	978,889902669
Vivienda no principal secundaria	2			50096	50	Embid de Ariza	94,2222222234
Vivienda no principal secundaria	2			50098	50	Encinacorba	99,343863909
Vivienda no principal secundaria	2			50099	50	Épila	594,3872953529
Vivienda no principal secundaria	2			50100	50	Erla	65,809531018
Vivienda no principal secundaria	2			50101	50	Escatrón	664,5451565947
Vivienda no principal secundaria	2			50102	50	Fabara	124,694803745
Vivienda no principal secundaria	2			50104	50	Farlete	29,9992151724
Vivienda no principal secundaria	2			50105	50	Fayón	142,7821177561
Vivienda no principal secundaria	2			50106	50	Fayos (Los)	99,0092807448
Vivienda no principal secundaria	2			50107	50	Figueruelas	56,3219699846
Vivienda no principal secundaria	2			50108	50	Fombuena	10,6439515208
Vivienda no principal secundaria	2			50109	50	Frago (El)	43,079365079
Vivienda no principal secundaria	2			50110	50	Frasno (El)	160,3561010303
Vivienda no principal secundaria	2			50111	50	Fréscano	21,5344026722
Vivienda no principal secundaria	2			50113	50	Fuendejalón	43,0335058368
Vivienda no principal secundaria	2			50114	50	Fuendetodos	42,5492957724
Vivienda no principal secundaria	2			50115	50	Fuentes de Ebro	122,7467340644
Vivienda no principal secundaria	2			50116	50	Fuentes de Jiloca	107,9943763212
Vivienda no principal secundaria	2			50117	50	Gallocanta	65,2038222072
Vivienda no principal secundaria	2			50118	50	Gallur	155,81158657
Vivienda no principal secundaria	2			50119	50	Gelsa	48,0587474366
Vivienda no principal secundaria	2			50120	50	Godojos	42,9574132494
Vivienda no principal secundaria	2			50121	50	Gotor	72,9798753989
Vivienda no principal secundaria	2			50122	50	Grisel	23,4347826077
Vivienda no principal secundaria	2			50123	50	Grisén	77,7620054973
Vivienda no principal secundaria	2			50124	50	Herrera de los Navarros	199,9321395349
Vivienda no principal secundaria	2			50125	50	Ibdes	156,565966085
Vivienda no principal secundaria	2			50126	50	Illueca	117,0240383518
Vivienda no principal secundaria	2			50128	50	Isuerre	36,3937575041
Vivienda no principal secundaria	2			50129	50	Jaraba	164,6753818281
Vivienda no principal secundaria	2			50130	50	Jarque	83,5271739446
Vivienda no principal secundaria	2			50131	50	Jaulín	55,607382777
Vivienda no principal secundaria	2			50132	50	Joyosa (La)	22,2077769088
Vivienda no principal secundaria	2			50133	50	Lagata	83,9774266373
Vivienda no principal secundaria	2			50134	50	Langa del Castillo	105,5532382014
Vivienda no principal secundaria	2			50135	50	Layana	57,4693877536
Vivienda no principal secundaria	2			50136	50	Lécera	289,9061413625
Vivienda no principal secundaria	2			50137	50	Leciñena	65,350766086
Vivienda no principal secundaria	2			50138	50	Lechón	20,5882352946
Vivienda no principal secundaria	2			50139	50	Letux	230,9668597974
Vivienda no principal secundaria	2			50140	50	Litago	72,7494908368
Vivienda no principal secundaria	2			50141	50	Lituénigo	86,0367454098
Vivienda no principal secundaria	2			50142	50	Lobera de Onsella	19,9513484925
Vivienda no principal secundaria	2			50143	50	Longares	71,8637166947
Vivienda no principal secundaria	2			50144	50	Longás	27,3862802234
Vivienda no principal secundaria	2			50146	50	Lucena de Jalón	61,6681823256
Vivienda no principal secundaria	2			50147	50	Luceni	83,7386797421
Vivienda no principal secundaria	2			50148	50	Luesia	120,9818241579
Vivienda no principal secundaria	2			50149	50	Luesma	23,3260869562
Vivienda no principal secundaria	2			50150	50	Lumpiaque	166,9968958968
Vivienda no principal secundaria	2			50151	50	Luna	257,7258336774
Vivienda no principal secundaria	2			50152	50	Maella	439,1672908282
Vivienda no principal secundaria	2			50153	50	Magallón	183,4143187718
Vivienda no principal secundaria	2			50154	50	Mainar	49,7993019181
Vivienda no principal secundaria	2			50155	50	Malanquilla	93,0699148834
Vivienda no principal secundaria	2			50156	50	Maleján	89,3685394337
Vivienda no principal secundaria	2			50157	50	Malón	143,675581834
Vivienda no principal secundaria	2			50159	50	Maluenda	146,923317268
Vivienda no principal secundaria	2			50160	50	Mallén	122,8686931445
Vivienda no principal secundaria	2			50161	50	Manchones	84,6834085769
Vivienda no principal secundaria	2			50162	50	Mara	88,4239279047
Vivienda no principal secundaria	2			50163	50	María de Huerva	73,131698316
Vivienda no principal secundaria	2			50164	50	Mediana de Aragón	69,4114421701
Vivienda no principal secundaria	2			50165	50	Mequinenza	266,1387648083
Vivienda no principal secundaria	2			50166	50	Mesones de Isuela	89,152719194
Vivienda no principal secundaria	2			50167	50	Mezalocha	52,438911084
Vivienda no principal secundaria	2			50168	50	Mianos	18,8181818186
Vivienda no principal secundaria	2			50169	50	Miedes de Aragón	137,7335171127
Vivienda no principal secundaria	2			50170	50	Monegrillo	32,9271862181
Vivienda no principal secundaria	2			50171	50	Moneva	73,6082474232
Vivienda no principal secundaria	2			50172	50	Monreal de Ariza	125,5154639232
Vivienda no principal secundaria	2			50173	50	Monterde	127,8104962339
Vivienda no principal secundaria	2			50174	50	Montón	70,400000002
Vivienda no principal secundaria	2			50175	50	Morata de Jalón	179,5408915761
Vivienda no principal secundaria	2			50176	50	Morata de Jiloca	140,5993878135
Vivienda no principal secundaria	2			50177	50	Morés	151,4408347247
Vivienda no principal secundaria	2			50178	50	Moros	153,458255873
Vivienda no principal secundaria	2			50179	50	Moyuela	150,3401594214
Vivienda no principal secundaria	2			50180	50	Mozota	118,9361702124
Vivienda no principal secundaria	2			50181	50	Muel	87,1101122692
Vivienda no principal secundaria	2			50182	50	Muela (La)	392,047082801
Vivienda no principal secundaria	2			50183	50	Munébrega	104,9147635596
Vivienda no principal secundaria	2			50184	50	Murero	78,2412371135
Vivienda no principal secundaria	2			50185	50	Murillo de Gállego	128,8030970185
Vivienda no principal secundaria	2			50186	50	Navardún	20,3584905662
Vivienda no principal secundaria	2			50187	50	Nigüella	54,6584507022
Vivienda no principal secundaria	2			50188	50	Nombrevilla	35,4941283388
Vivienda no principal secundaria	2			50189	50	Nonaspe	349,1748034914
Vivienda no principal secundaria	2			50190	50	Novallas	204,9148251064
Vivienda no principal secundaria	2			50191	50	Novillas	27,7719737567
Vivienda no principal secundaria	2			50192	50	Nuévalos	100,0421022395
Vivienda no principal secundaria	2			50193	50	Nuez de Ebro	92,9247122665
Vivienda no principal secundaria	2			50194	50	Olvés	54,8160234736
Vivienda no principal secundaria	2			50195	50	Orcajo	30,947947948
Vivienda no principal secundaria	2			50196	50	Orera	64,9850136107
Vivienda no principal secundaria	2			50197	50	Orés	59,4947469926
Vivienda no principal secundaria	2			50198	50	Oseja	33,4093959715
Vivienda no principal secundaria	2			50199	50	Osera de Ebro	193,2962622895
Vivienda no principal secundaria	2			50200	50	Paniza	108,3787474888
Vivienda no principal secundaria	2			50201	50	Paracuellos de Jiloca	67,1302005623
Vivienda no principal secundaria	2			50202	50	Paracuellos de la Ribera	151,9918404378
Vivienda no principal secundaria	2			50203	50	Pastriz	21,5549401038
Vivienda no principal secundaria	2			50204	50	Pedrola	109,6446801163
Vivienda no principal secundaria	2			50205	50	Pedrosas (Las)	30,3436117324
Vivienda no principal secundaria	2			50206	50	Perdiguera	88,2186963621
Vivienda no principal secundaria	2			50207	50	Piedratajada	28,0634920644
Vivienda no principal secundaria	2			50208	50	Pina de Ebro	49,1222131172
Vivienda no principal secundaria	2			50209	50	Pinseque	299,6089734416
Vivienda no principal secundaria	2			50210	50	Pintanos (Los)	22,382186235
Vivienda no principal secundaria	2			50211	50	Plasencia de Jalón	66,9983868256
Vivienda no principal secundaria	2			50212	50	Pleitas	26,4248271243
Vivienda no principal secundaria	2			50213	50	Plenas	131,964178251
Vivienda no principal secundaria	2			50214	50	Pomer	68,0403698626
Vivienda no principal secundaria	2			50215	50	Pozuel de Ariza	71,428571431
Vivienda no principal secundaria	2			50216	50	Pozuelo de Aragón	21,1713395638
Vivienda no principal secundaria	2			50217	50	Pradilla de Ebro	20,7641515694
Vivienda no principal secundaria	2			50218	50	Puebla de Albortón	38,0923518578
Vivienda no principal secundaria	2			50219	50	Puebla de Alfindén (La)	42,9675903051
Vivienda no principal secundaria	2			50220	50	Puendeluna	48,7532051304
Vivienda no principal secundaria	2			50221	50	Purujosa	23,372093022
Vivienda no principal secundaria	2			50222	50	Quinto	103,3350828837
Vivienda no principal secundaria	2			50223	50	Remolinos	108,7495575437
Vivienda no principal secundaria	2			50224	50	Retascón	48,1621621606
Vivienda no principal secundaria	2			50225	50	Ricla	84,6194682819
Vivienda no principal secundaria	2			50227	50	Romanos	42,5078623172
Vivienda no principal secundaria	2			50228	50	Rueda de Jalón	85,9520906817
Vivienda no principal secundaria	2			50229	50	Ruesca	32
Vivienda no principal secundaria	2			50230	50	Sádaba	378,4600926657
Vivienda no principal secundaria	2			50231	50	Salillas de Jalón	82,8618979743
Vivienda no principal secundaria	2			50232	50	Salvatierra de Esca	96,0323871903
Vivienda no principal secundaria	2			50233	50	Samper del Salz	44,5182481743
Vivienda no principal secundaria	2			50234	50	San Martín de la Virgen de Moncayo	29,1157473087
Vivienda no principal secundaria	2			50235	50	San Mateo de Gállego	311,111819224
Vivienda no principal secundaria	2			50236	50	Santa Cruz de Grío	98,344233224
Vivienda no principal secundaria	2			50237	50	Santa Cruz de Moncayo	76,0725652416
Vivienda no principal secundaria	2			50238	50	Santa Eulalia de Gállego	70,6583184294
Vivienda no principal secundaria	2			50239	50	Santed	44,677492926
Vivienda no principal secundaria	2			50240	50	Sástago	128,7305410614
Vivienda no principal secundaria	2			50241	50	Saviñán	147,8895028835
Vivienda no principal secundaria	2			50242	50	Sediles	38,9473684193
Vivienda no principal secundaria	2			50243	50	Sestrica	186,0551198814
Vivienda no principal secundaria	2			50244	50	Sierra de Luna	64,0144289163
Vivienda no principal secundaria	2			50245	50	Sigüés	83,3968835944
Vivienda no principal secundaria	2			50246	50	Sisamón	106,909090904
Vivienda no principal secundaria	2			50247	50	Sobradiel	16,3267017644
Vivienda no principal secundaria	2			50248	50	Sos del Rey Católico	201,500000001
Vivienda no principal secundaria	2			50249	50	Tabuenca	42,5583118096
Vivienda no principal secundaria	2			50250	50	Talamantes	48,1377870582
Vivienda no principal secundaria	2			50251	50	Tarazona	1040,606754691
Vivienda no principal secundaria	2			50252	50	Tauste	229,255424013
Vivienda no principal secundaria	2			50253	50	Terrer	154,419587256
Vivienda no principal secundaria	2			50254	50	Tierga	54,3289104701
Vivienda no principal secundaria	2			50255	50	Tobed	157,3878669915
Vivienda no principal secundaria	2			50256	50	Torralba de los Frailes	172,2564093703
Vivienda no principal secundaria	2			50257	50	Torralba de Ribota	101,0560183163
Vivienda no principal secundaria	2			50258	50	Torralbilla	87,8657074371
Vivienda no principal secundaria	2			50259	50	Torrehermosa	60,022635816
Vivienda no principal secundaria	2			50260	50	Torrelapaja	58,1818181824
Vivienda no principal secundaria	2			50261	50	Torrellas	91,4957976872
Vivienda no principal secundaria	2			50262	50	Torres de Berrellén	61,1393816523
Vivienda no principal secundaria	2			50263	50	Torrijo de la Cañada	342,4863975907
Vivienda no principal secundaria	2			50264	50	Tosos	168,420777942
Vivienda no principal secundaria	2			50265	50	Trasmoz	55,9204440345
Vivienda no principal secundaria	2			50266	50	Trasobares	105,8903011623
Vivienda no principal secundaria	2			50267	50	Uncastillo	355,5204830048
Vivienda no principal secundaria	2			50268	50	Undués de Lerda	28,8091294958
Vivienda no principal secundaria	2			50269	50	Urrea de Jalón	129,3656706063
Vivienda no principal secundaria	2			50270	50	Urriés	44,6919492424
Vivienda no principal secundaria	2			50271	50	Used	196,8433551623
Vivienda no principal secundaria	2			50272	50	Utebo	405,128150469
Vivienda no principal secundaria	2			50273	50	Valdehorna	31,0734614452
Vivienda no principal secundaria	2			50274	50	Val de San Martín	79,0431254244
Vivienda no principal secundaria	2			50275	50	Valmadrid	23,6923076907
Vivienda no principal secundaria	2			50276	50	Valpalmas	83,224745104
Vivienda no principal secundaria	2			50277	50	Valtorres	59,4285714288
Vivienda no principal secundaria	2			50278	50	Velilla de Ebro	129,4538703002
Vivienda no principal secundaria	2			50279	50	Velilla de Jiloca	72,7317073171
Vivienda no principal secundaria	2			50280	50	Vera de Moncayo	188,8109296937
Vivienda no principal secundaria	2			50281	50	Vierlas	14,8571428565
Vivienda no principal secundaria	2			50282	50	Vilueña (La)	25,3654855643
Vivienda no principal secundaria	2			50283	50	Villadoz	26,6425567714
Vivienda no principal secundaria	2			50284	50	Villafeliche	179,916136509
Vivienda no principal secundaria	2			50285	50	Villafranca de Ebro	36,2335766564
