Municipio código	Municipio nombre	Año	Orden	Siglas	Votos
22243	Valle de Bardají	2015	1	PP	0
22243	Valle de Bardají	2015	2	PSOE	27
22244	Valle de Lierp	2007	1	PSOE	38
22244	Valle de Lierp	2007	2	PP	0
22244	Valle de Lierp	2007	3	PAR	18
22244	Valle de Lierp	2007	4	CHA	0
22244	Valle de Lierp	2011	1	PP	13
22244	Valle de Lierp	2011	2	PSOE	34
22244	Valle de Lierp	2011	3	PAR	19
22244	Valle de Lierp	2015	1	PP	4
22244	Valle de Lierp	2015	2	PSOE	23
22244	Valle de Lierp	2015	4	PAR	14
22245	Velilla de Cinca	2007	2	PP	89
22245	Velilla de Cinca	2007	3	PAR	168
22245	Velilla de Cinca	2011	1	PP	96
22245	Velilla de Cinca	2011	2	PSOE	72
22245	Velilla de Cinca	2011	3	PAR	119
22245	Velilla de Cinca	2015	1	PP	86
22245	Velilla de Cinca	2015	2	PSOE	34
22245	Velilla de Cinca	2015	4	PAR	137
22246	Beranuy	2007	1	PSOE	56
22246	Beranuy	2007	2	PP	16
22246	Beranuy	2007	4	CHA	5
22246	Beranuy	2011	1	PP	22
22246	Beranuy	2011	2	PSOE	53
22246	Beranuy	2011	3	PAR	2
22246	Beranuy	2015	1	PP	29
22246	Beranuy	2015	2	PSOE	17
22246	Beranuy	2015	4	PAR	17
22247	Viacamp y Litera	2007	1	PSOE	24
22247	Viacamp y Litera	2007	2	PP	0
22247	Viacamp y Litera	2007	4	CHA	12
22247	Viacamp y Litera	2011	1	PP	1
22247	Viacamp y Litera	2011	2	PSOE	27
22247	Viacamp y Litera	2011	3	PAR	3
22247	Viacamp y Litera	2015	1	PP	0
22247	Viacamp y Litera	2015	2	PSOE	22
22247	Viacamp y Litera	2015	4	PAR	0
22248	Vicién	2007	1	PSOE	63
22248	Vicién	2007	2	PP	16
22248	Vicién	2007	3	PAR	5
22248	Vicién	2007	4	CHA	4
22248	Vicién	2011	1	PP	24
22248	Vicién	2011	2	PSOE	57
22248	Vicién	2011	3	PAR	4
22248	Vicién	2015	1	PP	24
22248	Vicién	2015	2	PSOE	42
22248	Vicién	2015	4	PAR	2
22249	Villanova	2007	1	PSOE	68
22249	Villanova	2007	2	PP	27
22249	Villanova	2007	4	CHA	6
22249	Villanova	2011	1	PP	16
22249	Villanova	2011	2	PSOE	56
22249	Villanova	2011	3	PAR	11
22249	Villanova	2015	1	PP	16
22249	Villanova	2015	2	PSOE	48
22249	Villanova	2015	4	PAR	13
22249	Villanova	2015	7	CHA	5
22250	Villanúa	2007	1	PSOE	141
22250	Villanúa	2007	2	PP	79
22250	Villanúa	2011	1	PP	62
22250	Villanúa	2011	2	PSOE	203
22250	Villanúa	2011	3	PAR	2
22250	Villanúa	2011	12	CDL	6
22250	Villanúa	2015	1	PP	58
22250	Villanúa	2015	2	PSOE	175
22251	Villanueva de Sigena	2007	1	PSOE	57
22251	Villanueva de Sigena	2007	2	PP	44
22251	Villanueva de Sigena	2007	3	PAR	232
22251	Villanueva de Sigena	2011	2	PSOE	68
22251	Villanueva de Sigena	2011	3	PAR	204
22251	Villanueva de Sigena	2015	2	PSOE	41
22251	Villanueva de Sigena	2015	4	PAR	131
22251	Villanueva de Sigena	2015	67	A.I.E.V.I.	129
22252	Yebra de Basa	2007	1	PSOE	45
22252	Yebra de Basa	2007	2	PP	11
22252	Yebra de Basa	2007	3	PAR	48
22252	Yebra de Basa	2011	1	PP	13
22252	Yebra de Basa	2011	2	PSOE	42
22252	Yebra de Basa	2011	3	PAR	39
22252	Yebra de Basa	2015	1	PP	17
22252	Yebra de Basa	2015	2	PSOE	62
22252	Yebra de Basa	2015	4	PAR	17
22253	Yésero	2007	1	PSOE	49
22253	Yésero	2007	2	PP	5
22253	Yésero	2007	3	PAR	11
22253	Yésero	2007	4	CHA	8
22253	Yésero	2011	1	PP	6
22253	Yésero	2011	2	PSOE	39
22253	Yésero	2011	3	PAR	17
22253	Yésero	2011	4	CHA	14
22253	Yésero	2015	1	PP	6
22253	Yésero	2015	2	PSOE	30
22253	Yésero	2015	4	PAR	10
22254	Zaidín	2007	1	PSOE	478
22254	Zaidín	2007	2	PP	134
22254	Zaidín	2007	3	PAR	409
22254	Zaidín	2011	1	PP	309
22254	Zaidín	2011	2	PSOE	554
22254	Zaidín	2011	3	PAR	58
22254	Zaidín	2015	1	PP	224
22254	Zaidín	2015	2	PSOE	481
22254	Zaidín	2015	4	PAR	130
22901	Valle de Hecho	2007	1	PSOE	369
22901	Valle de Hecho	2007	2	PP	88
22901	Valle de Hecho	2007	3	PAR	88
22901	Valle de Hecho	2011	1	PP	98
22901	Valle de Hecho	2011	2	PSOE	275
22901	Valle de Hecho	2011	3	PAR	112
22901	Valle de Hecho	2015	1	PP	70
22901	Valle de Hecho	2015	2	PSOE	215
22901	Valle de Hecho	2015	4	PAR	99
22901	Valle de Hecho	2015	7	CHA	75
22902	Puente la Reina de Jaca	2007	1	PSOE	66
22902	Puente la Reina de Jaca	2007	2	PP	48
22902	Puente la Reina de Jaca	2007	3	PAR	62
22902	Puente la Reina de Jaca	2007	4	CHA	60
22902	Puente la Reina de Jaca	2011	1	PP	84
22902	Puente la Reina de Jaca	2011	2	PSOE	33
22902	Puente la Reina de Jaca	2011	3	PAR	60
22902	Puente la Reina de Jaca	2015	1	PP	123
22902	Puente la Reina de Jaca	2015	2	PSOE	23
22903	San Miguel del Cinca	2007	1	PSOE	375
22903	San Miguel del Cinca	2007	2	PP	189
22903	San Miguel del Cinca	2007	3	PAR	64
22903	San Miguel del Cinca	2011	1	PP	235
22903	San Miguel del Cinca	2011	2	PSOE	357
22903	San Miguel del Cinca	2015	1	PP	183
22903	San Miguel del Cinca	2015	2	PSOE	334
22903	San Miguel del Cinca	2015	4	PAR	0
22904	Sotonera (La)	2007	1	PSOE	140
22904	Sotonera (La)	2007	2	PP	118
22904	Sotonera (La)	2007	3	PAR	385
22904	Sotonera (La)	2007	4	CHA	24
22904	Sotonera (La)	2007	5	IU	42
22904	Sotonera (La)	2011	1	PP	167
22904	Sotonera (La)	2011	2	PSOE	160
22904	Sotonera (La)	2011	3	PAR	221
22904	Sotonera (La)	2011	4	CHA	37
22904	Sotonera (La)	2011	5	IU	65
22904	Sotonera (La)	2015	1	PP	182
22904	Sotonera (La)	2015	2	PSOE	158
22904	Sotonera (La)	2015	4	PAR	159
22904	Sotonera (La)	2015	15	CAMBIAR	104
22905	Lupiñén-Ortilla	2007	1	PSOE	44
22905	Lupiñén-Ortilla	2007	3	PAR	198
22905	Lupiñén-Ortilla	2011	2	PSOE	39
22905	Lupiñén-Ortilla	2011	3	PAR	204
22905	Lupiñén-Ortilla	2011	4	CHA	17
22905	Lupiñén-Ortilla	2015	1	PP	116
22905	Lupiñén-Ortilla	2015	2	PSOE	99
22906	Santa María de Dulcis	2007	1	PSOE	48
22906	Santa María de Dulcis	2007	2	PP	13
22906	Santa María de Dulcis	2007	4	CHA	111
22906	Santa María de Dulcis	2011	1	PP	22
22906	Santa María de Dulcis	2011	2	PSOE	41
22906	Santa María de Dulcis	2011	3	PAR	7
22906	Santa María de Dulcis	2011	4	CHA	83
22906	Santa María de Dulcis	2015	1	PP	20
22906	Santa María de Dulcis	2015	2	PSOE	102
22906	Santa María de Dulcis	2015	4	PAR	11
22907	Aínsa-Sobrarbe	2007	1	PSOE	487
22907	Aínsa-Sobrarbe	2007	2	PP	489
22907	Aínsa-Sobrarbe	2007	3	PAR	93
22907	Aínsa-Sobrarbe	2007	4	CHA	164
22907	Aínsa-Sobrarbe	2011	1	PP	394
22907	Aínsa-Sobrarbe	2011	2	PSOE	432
22907	Aínsa-Sobrarbe	2011	3	PAR	171
22907	Aínsa-Sobrarbe	2011	4	CHA	108
22907	Aínsa-Sobrarbe	2011	5	IU	89
22907	Aínsa-Sobrarbe	2015	1	PP	264
22907	Aínsa-Sobrarbe	2015	2	PSOE	363
22907	Aínsa-Sobrarbe	2015	4	PAR	228
22907	Aínsa-Sobrarbe	2015	7	CHA	74
22907	Aínsa-Sobrarbe	2015	15	CAMBIAR	173
22908	Hoz y Costeán	2007	1	PSOE	99
22908	Hoz y Costeán	2007	2	PP	23
22908	Hoz y Costeán	2007	3	PAR	23
22908	Hoz y Costeán	2007	4	CHA	86
22908	Hoz y Costeán	2011	1	PP	31
22908	Hoz y Costeán	2011	2	PSOE	92
22908	Hoz y Costeán	2011	3	PAR	13
22908	Hoz y Costeán	2011	4	CHA	43
22908	Hoz y Costeán	2015	1	PP	31
22908	Hoz y Costeán	2015	2	PSOE	89
22908	Hoz y Costeán	2015	4	PAR	14
22908	Hoz y Costeán	2015	7	CHA	34
22909	Vencillón	2007	1	PSOE	193
22909	Vencillón	2007	2	PP	81
22909	Vencillón	2011	1	PP	98
22909	Vencillón	2011	2	PSOE	167
22909	Vencillón	2015	1	PP	67
22909	Vencillón	2015	2	PSOE	159
44001	Ababuj	2007	1	PSOE	23
44001	Ababuj	2007	2	PP	35
44001	Ababuj	2007	3	PAR	1
44001	Ababuj	2011	1	PP	28
44001	Ababuj	2011	2	PSOE	25
44001	Ababuj	2011	3	PAR	9
44001	Ababuj	2015	1	PP	19
44001	Ababuj	2015	2	PSOE	23
44001	Ababuj	2015	4	PAR	22
44002	Abejuela	2007	1	PSOE	31
44002	Abejuela	2007	2	PP	4
44002	Abejuela	2007	3	PAR	26
44002	Abejuela	2011	1	PP	40
44002	Abejuela	2011	2	PSOE	25
44002	Abejuela	2011	3	PAR	38
44002	Abejuela	2015	1	PP	0
44002	Abejuela	2015	2	PSOE	18
44002	Abejuela	2015	4	PAR	29
44003	Aguatón	2007	1	PSOE	16
44003	Aguatón	2007	2	PP	0
44003	Aguatón	2011	1	PP	1
44003	Aguatón	2011	2	PSOE	17
44003	Aguatón	2015	1	PP	3
44003	Aguatón	2015	2	PSOE	14
44004	Aguaviva	2007	1	PSOE	136
44004	Aguaviva	2007	2	PP	15
44004	Aguaviva	2007	3	PAR	233
44004	Aguaviva	2011	1	PP	7
44004	Aguaviva	2011	2	PSOE	177
44004	Aguaviva	2011	3	PAR	218
44004	Aguaviva	2015	1	PP	32
44004	Aguaviva	2015	4	PAR	143
44004	Aguaviva	2015	16	G:IU-LV	165
44005	Aguilar del Alfambra	2007	1	PSOE	41
44005	Aguilar del Alfambra	2007	2	PP	1
44005	Aguilar del Alfambra	2007	3	PAR	0
44005	Aguilar del Alfambra	2011	1	PP	23
44005	Aguilar del Alfambra	2011	2	PSOE	24
44005	Aguilar del Alfambra	2011	3	PAR	15
44005	Aguilar del Alfambra	2015	1	PP	25
44005	Aguilar del Alfambra	2015	2	PSOE	14
44005	Aguilar del Alfambra	2015	4	PAR	23
44006	Alacón	2007	1	PSOE	134
44006	Alacón	2007	2	PP	149
44006	Alacón	2011	2	PSOE	112
44006	Alacón	2011	3	PAR	119
44006	Alacón	2015	2	PSOE	100
44006	Alacón	2015	4	PAR	70
44007	Alba	2007	1	PSOE	48
44007	Alba	2007	2	PP	98
44007	Alba	2007	3	PAR	26
44007	Alba	2011	1	PP	90
44007	Alba	2011	2	PSOE	26
44007	Alba	2011	3	PAR	40
44007	Alba	2011	4	CHA	10
44007	Alba	2015	1	PP	59
44007	Alba	2015	2	PSOE	39
44007	Alba	2015	4	PAR	35
44007	Alba	2015	7	CHA	14
44008	Albalate del Arzobispo	2007	1	PSOE	841
44008	Albalate del Arzobispo	2007	2	PP	257
44008	Albalate del Arzobispo	2007	3	PAR	28
44008	Albalate del Arzobispo	2007	4	CHA	396
44008	Albalate del Arzobispo	2011	1	PP	368
44008	Albalate del Arzobispo	2011	2	PSOE	682
44008	Albalate del Arzobispo	2011	3	PAR	118
44008	Albalate del Arzobispo	2011	4	CHA	163
44008	Albalate del Arzobispo	2015	1	PP	319
44008	Albalate del Arzobispo	2015	2	PSOE	674
44008	Albalate del Arzobispo	2015	4	PAR	107
44009	Albarracín	2007	1	PSOE	232
44009	Albarracín	2007	2	PP	149
44009	Albarracín	2007	3	PAR	244
44009	Albarracín	2007	4	CHA	9
44009	Albarracín	2011	1	PP	126
44009	Albarracín	2011	2	PSOE	183
44009	Albarracín	2011	3	PAR	283
44009	Albarracín	2011	4	CHA	13
44009	Albarracín	2015	1	PP	58
44009	Albarracín	2015	2	PSOE	155
44009	Albarracín	2015	4	PAR	224
44009	Albarracín	2015	7	CHA	165
44010	Albentosa	2007	1	PSOE	74
44010	Albentosa	2007	2	PP	53
44010	Albentosa	2007	3	PAR	33
44010	Albentosa	2011	1	PP	58
44010	Albentosa	2011	2	PSOE	86
44010	Albentosa	2011	3	PAR	26
44010	Albentosa	2015	1	PP	42
44010	Albentosa	2015	2	PSOE	87
44010	Albentosa	2015	4	PAR	26
44011	Alcaine	2007	1	PSOE	47
44011	Alcaine	2007	2	PP	3
44011	Alcaine	2011	1	PP	4
44011	Alcaine	2011	2	PSOE	30
44011	Alcaine	2011	5	IU	6
44011	Alcaine	2015	2	PSOE	16
44011	Alcaine	2015	4	PAR	26
44012	Alcalá de la Selva	2007	1	PSOE	118
44012	Alcalá de la Selva	2007	2	PP	82
44012	Alcalá de la Selva	2007	3	PAR	113
44012	Alcalá de la Selva	2011	1	PP	85
44012	Alcalá de la Selva	2011	2	PSOE	119
44012	Alcalá de la Selva	2011	3	PAR	118
44012	Alcalá de la Selva	2011	39	LVE	3
44012	Alcalá de la Selva	2015	1	PP	123
44012	Alcalá de la Selva	2015	2	PSOE	71
44012	Alcalá de la Selva	2015	4	PAR	111
44012	Alcalá de la Selva	2015	16	G:IU-LV	6
44013	Alcañiz	2007	1	PSOE	1949
44013	Alcañiz	2007	2	PP	1999
44013	Alcañiz	2007	3	PAR	1657
44013	Alcañiz	2007	4	CHA	80
44013	Alcañiz	2007	5	IU	2144
44013	Alcañiz	2011	1	PP	2343
44013	Alcañiz	2011	2	PSOE	1450
44013	Alcañiz	2011	3	PAR	2235
44013	Alcañiz	2011	4	CHA	190
44013	Alcañiz	2011	5	IU	1401
44013	Alcañiz	2015	1	PP	2668
44013	Alcañiz	2015	2	PSOE	1331
44013	Alcañiz	2015	4	PAR	1098
44013	Alcañiz	2015	5	C's	387
44013	Alcañiz	2015	7	CHA	218
44013	Alcañiz	2015	16	G:IU-LV	1335
44013	Alcañiz	2015	58	G.B.A.	200
44014	Alcorisa	2007	1	PSOE	581
44014	Alcorisa	2007	2	PP	807
44014	Alcorisa	2007	3	PAR	290
44014	Alcorisa	2007	4	CHA	184
44014	Alcorisa	2007	5	IU	182
44014	Alcorisa	2011	1	PP	525
44014	Alcorisa	2011	2	PSOE	698
44014	Alcorisa	2011	3	PAR	349
44014	Alcorisa	2011	4	CHA	143
44014	Alcorisa	2011	5	IU	134
44014	Alcorisa	2011	7	COMPROMISO CON ARAGON	99
44014	Alcorisa	2015	1	PP	544
44014	Alcorisa	2015	2	PSOE	697
44014	Alcorisa	2015	4	PAR	271
44014	Alcorisa	2015	7	CHA	123
44014	Alcorisa	2015	16	G:IU-LV	272
44016	Alfambra	2007	1	PSOE	149
44016	Alfambra	2007	2	PP	100
44016	Alfambra	2007	3	PAR	272
44016	Alfambra	2011	1	PP	49
44016	Alfambra	2011	2	PSOE	91
44016	Alfambra	2011	3	PAR	144
44016	Alfambra	2011	7	COMPROMISO CON ARAGON	136
44016	Alfambra	2015	1	PP	49
44016	Alfambra	2015	2	PSOE	90
44016	Alfambra	2015	4	PAR	199
44017	Aliaga	2007	1	PSOE	163
44017	Aliaga	2007	2	PP	60
44017	Aliaga	2007	3	PAR	48
44017	Aliaga	2007	4	CHA	1
44017	Aliaga	2011	1	PP	52
44017	Aliaga	2011	2	PSOE	75
44017	Aliaga	2011	3	PAR	118
44017	Aliaga	2015	1	PP	20
44017	Aliaga	2015	2	PSOE	56
44017	Aliaga	2015	4	PAR	154
44018	Almohaja	2007	1	PSOE	0
44018	Almohaja	2007	2	PP	18
44018	Almohaja	2011	3	PAR	27
44018	Almohaja	2015	4	PAR	19
44018	Almohaja	2015	5	C's	0
44019	Alobras	2007	1	PSOE	4
44019	Alobras	2007	2	PP	27
44019	Alobras	2007	3	PAR	15
44019	Alobras	2011	1	PP	29
44019	Alobras	2011	2	PSOE	5
44019	Alobras	2011	3	PAR	21
44019	Alobras	2015	1	PP	31
44019	Alobras	2015	4	PAR	19
44020	Alpeñés	2007	1	PSOE	0
44020	Alpeñés	2007	3	PAR	19
44020	Alpeñés	2011	1	PP	11
44020	Alpeñés	2011	7	COMPROMISO CON ARAGON	8
44020	Alpeñés	2015	1	PP	15
44021	Allepuz	2007	1	PSOE	45
44021	Allepuz	2007	2	PP	59
44021	Allepuz	2007	3	PAR	51
44021	Allepuz	2007	4	CHA	0
44021	Allepuz	2011	1	PP	40
44021	Allepuz	2011	2	PSOE	51
44021	Allepuz	2011	3	PAR	30
44021	Allepuz	2011	4	CHA	22
44021	Allepuz	2015	1	PP	16
44021	Allepuz	2015	2	PSOE	9
44021	Allepuz	2015	79	UxA	60
44022	Alloza	2007	1	PSOE	174
44022	Alloza	2007	2	PP	97
44022	Alloza	2007	3	PAR	156
44022	Alloza	2011	1	PP	55
44022	Alloza	2011	2	PSOE	185
44022	Alloza	2011	3	PAR	126
44022	Alloza	2011	5	IU	39
44022	Alloza	2015	1	PP	38
44022	Alloza	2015	2	PSOE	47
44022	Alloza	2015	4	PAR	246
44023	Allueva	2007	1	PSOE	8
44023	Allueva	2007	2	PP	1
44023	Allueva	2007	3	PAR	2
44023	Allueva	2011	1	PP	1
44023	Allueva	2011	2	PSOE	7
44023	Allueva	2015	1	PP	12
44023	Allueva	2015	4	PAR	0
44024	Anadón	2007	1	PSOE	1
44024	Anadón	2007	2	PP	16
44024	Anadón	2011	1	PP	20
44024	Anadón	2015	1	PP	18
44025	Andorra	2007	1	PSOE	1170
44025	Andorra	2007	2	PP	1067
44025	Andorra	2007	3	PAR	199
44025	Andorra	2007	4	CHA	130
44025	Andorra	2007	5	IU	1992
44025	Andorra	2011	1	PP	1275
44025	Andorra	2011	2	PSOE	855
44025	Andorra	2011	3	PAR	498
44025	Andorra	2011	4	CHA	197
44025	Andorra	2011	5	IU	1532
44025	Andorra	2015	1	PP	700
44025	Andorra	2015	2	PSOE	936
44025	Andorra	2015	4	PAR	515
44025	Andorra	2015	7	CHA	387
44025	Andorra	2015	16	G:IU-LV	1183
44025	Andorra	2015	49	Asamblea Abierta	303
44026	Arcos de las Salinas	2007	1	PSOE	25
44026	Arcos de las Salinas	2007	2	PP	67
44026	Arcos de las Salinas	2007	3	PAR	0
44026	Arcos de las Salinas	2007	4	CHA	0
44026	Arcos de las Salinas	2007	5	IU	0
44026	Arcos de las Salinas	2011	1	PP	52
44026	Arcos de las Salinas	2011	2	PSOE	18
44026	Arcos de las Salinas	2015	1	PP	53
44026	Arcos de las Salinas	2015	2	PSOE	21
44026	Arcos de las Salinas	2015	4	PAR	11
44027	Arens de Lledó	2007	1	PSOE	89
44027	Arens de Lledó	2007	2	PP	67
44027	Arens de Lledó	2007	3	PAR	8
44027	Arens de Lledó	2007	4	CHA	1
44027	Arens de Lledó	2011	1	PP	49
44027	Arens de Lledó	2011	2	PSOE	91
44027	Arens de Lledó	2011	3	PAR	3
44027	Arens de Lledó	2015	1	PP	45
44027	Arens de Lledó	2015	2	PSOE	72
44028	Argente	2007	1	PSOE	47
44028	Argente	2007	2	PP	114
44028	Argente	2007	4	CHA	5
44028	Argente	2011	1	PP	104
44028	Argente	2011	2	PSOE	73
44028	Argente	2015	1	PP	75
44028	Argente	2015	2	PSOE	55
44028	Argente	2015	4	PAR	49
44029	Ariño	2007	1	PSOE	342
44029	Ariño	2007	2	PP	293
44029	Ariño	2011	1	PP	259
44029	Ariño	2011	2	PSOE	319
44029	Ariño	2011	38	DN	11
44029	Ariño	2015	1	PP	253
44029	Ariño	2015	2	PSOE	255
44029	Ariño	2015	4	PAR	6
44031	Azaila	2007	1	PSOE	57
44031	Azaila	2007	2	PP	13
44031	Azaila	2007	3	PAR	27
44031	Azaila	2007	4	CHA	19
44031	Azaila	2011	2	PSOE	67
44031	Azaila	2011	3	PAR	42
44031	Azaila	2015	1	PP	6
44031	Azaila	2015	2	PSOE	36
44031	Azaila	2015	4	PAR	8
44032	Bádenas	2007	1	PSOE	16
44032	Bádenas	2007	2	PP	6
44032	Bádenas	2007	3	PAR	0
44032	Bádenas	2011	2	PSOE	13
44032	Bádenas	2015	1	PP	0
44032	Bádenas	2015	2	PSOE	10
44032	Bádenas	2015	4	PAR	0
44033	Báguena	2007	1	PSOE	136
44033	Báguena	2007	2	PP	85
44033	Báguena	2007	3	PAR	39
44033	Báguena	2007	4	CHA	28
44033	Báguena	2011	1	PP	62
44033	Báguena	2011	2	PSOE	120
44033	Báguena	2011	3	PAR	29
44033	Báguena	2011	4	CHA	26
44033	Báguena	2015	1	PP	43
44033	Báguena	2015	2	PSOE	56
44033	Báguena	2015	4	PAR	64
44033	Báguena	2015	7	CHA	35
44034	Bañón	2007	1	PSOE	68
44034	Bañón	2007	2	PP	8
44034	Bañón	2007	3	PAR	80
44034	Bañón	2007	4	CHA	9
44034	Bañón	2011	1	PP	5
44034	Bañón	2011	2	PSOE	58
44034	Bañón	2011	3	PAR	82
44034	Bañón	2015	2	PSOE	6
44034	Bañón	2015	4	PAR	98
44035	Barrachina	2007	1	PSOE	20
44035	Barrachina	2007	2	PP	61
44035	Barrachina	2007	3	PAR	10
44035	Barrachina	2007	4	CHA	2
44035	Barrachina	2011	1	PP	70
44035	Barrachina	2011	2	PSOE	4
44035	Barrachina	2011	3	PAR	9
44035	Barrachina	2011	4	CHA	5
44035	Barrachina	2015	1	PP	56
44035	Barrachina	2015	2	PSOE	4
44035	Barrachina	2015	4	PAR	6
44036	Bea	2007	1	PSOE	0
44036	Bea	2007	2	PP	21
44036	Bea	2007	3	PAR	1
44036	Bea	2011	1	PP	16
44036	Bea	2011	2	PSOE	2
44036	Bea	2015	1	PP	14
44036	Bea	2015	2	PSOE	1
44036	Bea	2015	4	PAR	2
44037	Beceite	2007	1	PSOE	123
44037	Beceite	2007	2	PP	205
44037	Beceite	2007	3	PAR	103
44037	Beceite	2011	1	PP	174
44037	Beceite	2011	2	PSOE	164
44037	Beceite	2011	3	PAR	44
44037	Beceite	2011	4	CHA	18
44037	Beceite	2015	1	PP	198
44037	Beceite	2015	2	PSOE	193
44038	Belmonte de San José	2007	1	PSOE	27
44038	Belmonte de San José	2007	2	PP	11
44038	Belmonte de San José	2007	3	PAR	77
44038	Belmonte de San José	2007	4	CHA	6
44038	Belmonte de San José	2011	1	PP	55
44038	Belmonte de San José	2011	2	PSOE	38
44038	Belmonte de San José	2011	3	PAR	32
44038	Belmonte de San José	2011	4	CHA	18
44038	Belmonte de San José	2015	1	PP	50
44038	Belmonte de San José	2015	2	PSOE	49
44038	Belmonte de San José	2015	4	PAR	7
44038	Belmonte de San José	2015	7	CHA	6
44039	Bello	2007	1	PSOE	67
44039	Bello	2007	2	PP	87
44039	Bello	2007	3	PAR	54
44039	Bello	2007	4	CHA	13
44039	Bello	2011	1	PP	64
44039	Bello	2011	2	PSOE	32
44039	Bello	2011	3	PAR	97
44039	Bello	2015	1	PP	39
44039	Bello	2015	2	PSOE	29
44039	Bello	2015	4	PAR	68
44039	Bello	2015	7	CHA	31
44040	Berge	2007	1	PSOE	38
44040	Berge	2007	2	PP	103
44040	Berge	2007	3	PAR	17
44040	Berge	2007	36	FIA	41
44040	Berge	2011	1	PP	82
44040	Berge	2011	2	PSOE	61
44040	Berge	2011	3	PAR	13
44040	Berge	2011	8	FIA	27
44040	Berge	2015	1	PP	48
44040	Berge	2015	2	PSOE	82
44040	Berge	2015	4	PAR	29
44041	Bezas	2007	1	PSOE	39
44041	Bezas	2007	2	PP	6
44041	Bezas	2007	3	PAR	1
44041	Bezas	2011	2	PSOE	46
44041	Bezas	2011	3	PAR	14
44041	Bezas	2015	1	PP	1
44041	Bezas	2015	2	PSOE	33
44041	Bezas	2015	4	PAR	9
44042	Blancas	2007	1	PSOE	60
44042	Blancas	2007	2	PP	47
44042	Blancas	2007	3	PAR	70
44042	Blancas	2007	4	CHA	64
44042	Blancas	2011	1	PP	49
44042	Blancas	2011	2	PSOE	20
44042	Blancas	2011	3	PAR	45
44042	Blancas	2015	2	PSOE	3
44042	Blancas	2015	4	PAR	59
44042	Blancas	2015	5	C's	44
44043	Blesa	2007	1	PSOE	2
44043	Blesa	2007	2	PP	45
44043	Blesa	2007	3	PAR	49
44043	Blesa	2007	4	CHA	1
44043	Blesa	2011	1	PP	40
44043	Blesa	2011	2	PSOE	1
44043	Blesa	2011	3	PAR	42
44043	Blesa	2011	7	COMPROMISO CON ARAGON	73
44043	Blesa	2015	1	PP	40
44043	Blesa	2015	2	PSOE	1
44043	Blesa	2015	4	PAR	4
44043	Blesa	2015	12	COMPROMISO CON ARAGON	56
44044	Bordón	2007	1	PSOE	2
44044	Bordón	2007	2	PP	22
44044	Bordón	2007	3	PAR	70
44044	Bordón	2007	4	CHA	3
44044	Bordón	2011	1	PP	28
44044	Bordón	2011	2	PSOE	18
44044	Bordón	2011	3	PAR	52
44044	Bordón	2015	1	PP	4
44044	Bordón	2015	2	PSOE	4
44044	Bordón	2015	4	PAR	55
44045	Bronchales	2007	1	PSOE	95
44045	Bronchales	2007	2	PP	116
44045	Bronchales	2007	3	PAR	28
44045	Bronchales	2007	4	CHA	78
44045	Bronchales	2011	1	PP	144
44045	Bronchales	2011	2	PSOE	74
44045	Bronchales	2011	3	PAR	25
44045	Bronchales	2011	4	CHA	79
44045	Bronchales	2015	1	PP	43
44045	Bronchales	2015	2	PSOE	93
44045	Bronchales	2015	5	C's	85
44045	Bronchales	2015	7	CHA	79
44046	Bueña	2007	1	PSOE	41
44046	Bueña	2007	2	PP	3
44046	Bueña	2007	3	PAR	3
44046	Bueña	2011	1	PP	2
44046	Bueña	2011	2	PSOE	23
44046	Bueña	2011	3	PAR	10
44046	Bueña	2015	1	PP	1
44046	Bueña	2015	2	PSOE	19
44046	Bueña	2015	4	PAR	13
44047	Burbáguena	2007	1	PSOE	43
44047	Burbáguena	2007	2	PP	49
44047	Burbáguena	2007	3	PAR	100
44047	Burbáguena	2007	4	CHA	22
44047	Burbáguena	2011	1	PP	41
44047	Burbáguena	2011	2	PSOE	36
44047	Burbáguena	2011	3	PAR	62
44047	Burbáguena	2011	4	CHA	41
44047	Burbáguena	2015	1	PP	20
44047	Burbáguena	2015	4	PAR	89
44047	Burbáguena	2015	7	CHA	41
44048	Cabra de Mora	2007	1	PSOE	31
44048	Cabra de Mora	2007	2	PP	51
44048	Cabra de Mora	2007	3	PAR	23
44048	Cabra de Mora	2007	4	CHA	1
44048	Cabra de Mora	2007	5	IU	1
44048	Cabra de Mora	2011	1	PP	42
44048	Cabra de Mora	2011	2	PSOE	35
44048	Cabra de Mora	2011	3	PAR	35
44048	Cabra de Mora	2015	1	PP	25
44048	Cabra de Mora	2015	2	PSOE	16
44048	Cabra de Mora	2015	4	PAR	28
44049	Calaceite	2007	1	PSOE	313
44049	Calaceite	2007	2	PP	118
44049	Calaceite	2007	3	PAR	220
44049	Calaceite	2007	29	L'ENTESA	69
44049	Calaceite	2011	1	PP	288
44049	Calaceite	2011	2	PSOE	295
44049	Calaceite	2011	3	PAR	52
44049	Calaceite	2011	26	ESQUERRA-AM	66
44049	Calaceite	2015	1	PP	328
44049	Calaceite	2015	2	PSOE	282
44050	Calamocha	2007	1	PSOE	349
44050	Calamocha	2007	2	PP	686
44050	Calamocha	2007	3	PAR	921
44050	Calamocha	2007	4	CHA	357
44050	Calamocha	2007	5	IU	6
44050	Calamocha	2011	1	PP	752
44050	Calamocha	2011	2	PSOE	320
44050	Calamocha	2011	3	PAR	880
44050	Calamocha	2011	4	CHA	239
