Municipio código	Municipio nombre	Explotaciones	Porcentaje SAU régimen tenencia código	Porcentaje SAU régimen tenencia
50111	Fréscano	4	7	Ningún régimen superior al 50%
50113	Fuendejalón	3	0	Si no hay SAU
50113	Fuendejalón	198	1	Toda la SAU en propiedad
50113	Fuendejalón	7	2	Toda la SAU en arrendamiento
50113	Fuendejalón	5	3	Todo la SAU en aparcería u otro régimen de tenencia
50113	Fuendejalón	23	4	Más del 50% de la SAU en propiedad
50113	Fuendejalón	5	5	Más del 50% de la SAU en arrendamiento
50113	Fuendejalón	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50113	Fuendejalón	4	7	Ningún régimen superior al 50%
50114	Fuendetodos	1	0	Si no hay SAU
50114	Fuendetodos	13	1	Toda la SAU en propiedad
50114	Fuendetodos	5	2	Toda la SAU en arrendamiento
50114	Fuendetodos	4	4	Más del 50% de la SAU en propiedad
50114	Fuendetodos	2	5	Más del 50% de la SAU en arrendamiento
50114	Fuendetodos	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50114	Fuendetodos	1	7	Ningún régimen superior al 50%
50115	Fuentes de Ebro	6	0	Si no hay SAU
50115	Fuentes de Ebro	161	1	Toda la SAU en propiedad
50115	Fuentes de Ebro	25	2	Toda la SAU en arrendamiento
50115	Fuentes de Ebro	20	3	Todo la SAU en aparcería u otro régimen de tenencia
50115	Fuentes de Ebro	57	4	Más del 50% de la SAU en propiedad
50115	Fuentes de Ebro	25	5	Más del 50% de la SAU en arrendamiento
50115	Fuentes de Ebro	16	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50115	Fuentes de Ebro	15	7	Ningún régimen superior al 50%
50116	Fuentes de Jiloca	2	0	Si no hay SAU
50116	Fuentes de Jiloca	27	1	Toda la SAU en propiedad
50116	Fuentes de Jiloca	10	2	Toda la SAU en arrendamiento
50116	Fuentes de Jiloca	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50116	Fuentes de Jiloca	3	4	Más del 50% de la SAU en propiedad
50116	Fuentes de Jiloca	6	5	Más del 50% de la SAU en arrendamiento
50116	Fuentes de Jiloca	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50116	Fuentes de Jiloca	1	7	Ningún régimen superior al 50%
50117	Gallocanta	18	1	Toda la SAU en propiedad
50117	Gallocanta	4	2	Toda la SAU en arrendamiento
50117	Gallocanta	4	4	Más del 50% de la SAU en propiedad
50117	Gallocanta	4	5	Más del 50% de la SAU en arrendamiento
50117	Gallocanta	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50117	Gallocanta	10	7	Ningún régimen superior al 50%
50118	Gallur	2	0	Si no hay SAU
50118	Gallur	67	1	Toda la SAU en propiedad
50118	Gallur	8	2	Toda la SAU en arrendamiento
50118	Gallur	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50118	Gallur	17	4	Más del 50% de la SAU en propiedad
50118	Gallur	20	5	Más del 50% de la SAU en arrendamiento
50118	Gallur	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50118	Gallur	4	7	Ningún régimen superior al 50%
50119	Gelsa	6	0	Si no hay SAU
50119	Gelsa	30	1	Toda la SAU en propiedad
50119	Gelsa	30	2	Toda la SAU en arrendamiento
50119	Gelsa	3	3	Todo la SAU en aparcería u otro régimen de tenencia
50119	Gelsa	34	4	Más del 50% de la SAU en propiedad
50119	Gelsa	44	5	Más del 50% de la SAU en arrendamiento
50119	Gelsa	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50119	Gelsa	24	7	Ningún régimen superior al 50%
50120	Godojos	1	0	Si no hay SAU
50120	Godojos	13	1	Toda la SAU en propiedad
50120	Godojos	1	2	Toda la SAU en arrendamiento
50120	Godojos	3	5	Más del 50% de la SAU en arrendamiento
50120	Godojos	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50120	Godojos	2	7	Ningún régimen superior al 50%
50121	Gotor	44	1	Toda la SAU en propiedad
50121	Gotor	3	4	Más del 50% de la SAU en propiedad
50121	Gotor	1	5	Más del 50% de la SAU en arrendamiento
50121	Gotor	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50122	Grisel	1	0	Si no hay SAU
50122	Grisel	9	1	Toda la SAU en propiedad
50122	Grisel	3	4	Más del 50% de la SAU en propiedad
50122	Grisel	3	5	Más del 50% de la SAU en arrendamiento
50122	Grisel	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50122	Grisel	1	7	Ningún régimen superior al 50%
50123	Grisén	16	1	Toda la SAU en propiedad
50123	Grisén	1	2	Toda la SAU en arrendamiento
50123	Grisén	3	4	Más del 50% de la SAU en propiedad
50123	Grisén	1	5	Más del 50% de la SAU en arrendamiento
50124	Herrera de los Navarros	1	0	Si no hay SAU
50124	Herrera de los Navarros	65	1	Toda la SAU en propiedad
50124	Herrera de los Navarros	10	2	Toda la SAU en arrendamiento
50124	Herrera de los Navarros	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50124	Herrera de los Navarros	21	4	Más del 50% de la SAU en propiedad
50124	Herrera de los Navarros	15	5	Más del 50% de la SAU en arrendamiento
50124	Herrera de los Navarros	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50124	Herrera de los Navarros	10	7	Ningún régimen superior al 50%
50125	Ibdes	2	0	Si no hay SAU
50125	Ibdes	57	1	Toda la SAU en propiedad
50125	Ibdes	2	2	Toda la SAU en arrendamiento
50125	Ibdes	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50125	Ibdes	8	4	Más del 50% de la SAU en propiedad
50125	Ibdes	4	5	Más del 50% de la SAU en arrendamiento
50125	Ibdes	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50125	Ibdes	1	7	Ningún régimen superior al 50%
50126	Illueca	2	0	Si no hay SAU
50126	Illueca	87	1	Toda la SAU en propiedad
50126	Illueca	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50126	Illueca	2	4	Más del 50% de la SAU en propiedad
50126	Illueca	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50128	Isuerre	5	1	Toda la SAU en propiedad
50128	Isuerre	1	2	Toda la SAU en arrendamiento
50128	Isuerre	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50128	Isuerre	1	4	Más del 50% de la SAU en propiedad
50128	Isuerre	3	7	Ningún régimen superior al 50%
50129	Jaraba	2	0	Si no hay SAU
50129	Jaraba	15	1	Toda la SAU en propiedad
50129	Jaraba	1	2	Toda la SAU en arrendamiento
50129	Jaraba	2	4	Más del 50% de la SAU en propiedad
50129	Jaraba	5	5	Más del 50% de la SAU en arrendamiento
50129	Jaraba	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50129	Jaraba	2	7	Ningún régimen superior al 50%
50130	Jarque	92	1	Toda la SAU en propiedad
50130	Jarque	1	2	Toda la SAU en arrendamiento
50130	Jarque	4	3	Todo la SAU en aparcería u otro régimen de tenencia
50130	Jarque	10	4	Más del 50% de la SAU en propiedad
50130	Jarque	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50130	Jarque	2	7	Ningún régimen superior al 50%
50131	Jaulín	1	0	Si no hay SAU
50131	Jaulín	9	1	Toda la SAU en propiedad
50131	Jaulín	2	2	Toda la SAU en arrendamiento
50131	Jaulín	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50131	Jaulín	17	4	Más del 50% de la SAU en propiedad
50131	Jaulín	11	5	Más del 50% de la SAU en arrendamiento
50131	Jaulín	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50131	Jaulín	3	7	Ningún régimen superior al 50%
50132	Joyosa (La)	14	1	Toda la SAU en propiedad
50132	Joyosa (La)	1	2	Toda la SAU en arrendamiento
50132	Joyosa (La)	2	4	Más del 50% de la SAU en propiedad
50132	Joyosa (La)	2	5	Más del 50% de la SAU en arrendamiento
50132	Joyosa (La)	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50133	Lagata	10	1	Toda la SAU en propiedad
50133	Lagata	1	2	Toda la SAU en arrendamiento
50133	Lagata	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50133	Lagata	4	4	Más del 50% de la SAU en propiedad
50133	Lagata	1	5	Más del 50% de la SAU en arrendamiento
50133	Lagata	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50133	Lagata	3	7	Ningún régimen superior al 50%
50134	Langa del Castillo	4	0	Si no hay SAU
50134	Langa del Castillo	32	1	Toda la SAU en propiedad
50134	Langa del Castillo	1	2	Toda la SAU en arrendamiento
50134	Langa del Castillo	6	3	Todo la SAU en aparcería u otro régimen de tenencia
50134	Langa del Castillo	7	4	Más del 50% de la SAU en propiedad
50134	Langa del Castillo	7	5	Más del 50% de la SAU en arrendamiento
50134	Langa del Castillo	7	7	Ningún régimen superior al 50%
50135	Layana	3	1	Toda la SAU en propiedad
50135	Layana	2	2	Toda la SAU en arrendamiento
50135	Layana	1	4	Más del 50% de la SAU en propiedad
50136	Lécera	1	0	Si no hay SAU
50136	Lécera	83	1	Toda la SAU en propiedad
50136	Lécera	15	2	Toda la SAU en arrendamiento
50136	Lécera	10	3	Todo la SAU en aparcería u otro régimen de tenencia
50136	Lécera	22	4	Más del 50% de la SAU en propiedad
50136	Lécera	14	5	Más del 50% de la SAU en arrendamiento
50136	Lécera	7	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50136	Lécera	9	7	Ningún régimen superior al 50%
50137	Leciñena	22	0	Si no hay SAU
50137	Leciñena	31	1	Toda la SAU en propiedad
50137	Leciñena	28	2	Toda la SAU en arrendamiento
50137	Leciñena	7	3	Todo la SAU en aparcería u otro régimen de tenencia
50137	Leciñena	43	4	Más del 50% de la SAU en propiedad
50137	Leciñena	53	5	Más del 50% de la SAU en arrendamiento
50137	Leciñena	7	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50137	Leciñena	11	7	Ningún régimen superior al 50%
50138	Lechón	5	1	Toda la SAU en propiedad
50138	Lechón	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50138	Lechón	2	4	Más del 50% de la SAU en propiedad
50138	Lechón	4	5	Más del 50% de la SAU en arrendamiento
50139	Letux	4	0	Si no hay SAU
50139	Letux	41	1	Toda la SAU en propiedad
50139	Letux	3	2	Toda la SAU en arrendamiento
50139	Letux	6	3	Todo la SAU en aparcería u otro régimen de tenencia
50139	Letux	10	4	Más del 50% de la SAU en propiedad
50139	Letux	2	5	Más del 50% de la SAU en arrendamiento
50139	Letux	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50139	Letux	6	7	Ningún régimen superior al 50%
50140	Litago	19	1	Toda la SAU en propiedad
50140	Litago	1	4	Más del 50% de la SAU en propiedad
50140	Litago	1	5	Más del 50% de la SAU en arrendamiento
50141	Lituénigo	16	1	Toda la SAU en propiedad
50141	Lituénigo	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50141	Lituénigo	2	4	Más del 50% de la SAU en propiedad
50141	Lituénigo	2	5	Más del 50% de la SAU en arrendamiento
50141	Lituénigo	1	7	Ningún régimen superior al 50%
50142	Lobera de Onsella	10	1	Toda la SAU en propiedad
50142	Lobera de Onsella	1	2	Toda la SAU en arrendamiento
50142	Lobera de Onsella	2	5	Más del 50% de la SAU en arrendamiento
50142	Lobera de Onsella	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50143	Longares	2	0	Si no hay SAU
50143	Longares	147	1	Toda la SAU en propiedad
50143	Longares	2	2	Toda la SAU en arrendamiento
50143	Longares	5	3	Todo la SAU en aparcería u otro régimen de tenencia
50143	Longares	12	4	Más del 50% de la SAU en propiedad
50143	Longares	12	5	Más del 50% de la SAU en arrendamiento
50143	Longares	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50143	Longares	3	7	Ningún régimen superior al 50%
50144	Longás	5	1	Toda la SAU en propiedad
50144	Longás	1	2	Toda la SAU en arrendamiento
50144	Longás	1	5	Más del 50% de la SAU en arrendamiento
50146	Lucena de Jalón	1	0	Si no hay SAU
50146	Lucena de Jalón	36	1	Toda la SAU en propiedad
50146	Lucena de Jalón	1	2	Toda la SAU en arrendamiento
50146	Lucena de Jalón	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50146	Lucena de Jalón	3	4	Más del 50% de la SAU en propiedad
50146	Lucena de Jalón	3	5	Más del 50% de la SAU en arrendamiento
50147	Luceni	6	0	Si no hay SAU
50147	Luceni	18	1	Toda la SAU en propiedad
50147	Luceni	2	2	Toda la SAU en arrendamiento
50147	Luceni	10	4	Más del 50% de la SAU en propiedad
50147	Luceni	10	5	Más del 50% de la SAU en arrendamiento
50147	Luceni	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50147	Luceni	3	7	Ningún régimen superior al 50%
50148	Luesia	1	0	Si no hay SAU
50148	Luesia	29	1	Toda la SAU en propiedad
50148	Luesia	4	2	Toda la SAU en arrendamiento
50148	Luesia	6	3	Todo la SAU en aparcería u otro régimen de tenencia
50148	Luesia	9	4	Más del 50% de la SAU en propiedad
50148	Luesia	8	5	Más del 50% de la SAU en arrendamiento
50148	Luesia	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50148	Luesia	3	7	Ningún régimen superior al 50%
50149	Luesma	2	1	Toda la SAU en propiedad
50149	Luesma	5	2	Toda la SAU en arrendamiento
50149	Luesma	2	5	Más del 50% de la SAU en arrendamiento
50149	Luesma	2	7	Ningún régimen superior al 50%
50150	Lumpiaque	68	1	Toda la SAU en propiedad
50150	Lumpiaque	7	2	Toda la SAU en arrendamiento
50150	Lumpiaque	4	3	Todo la SAU en aparcería u otro régimen de tenencia
50150	Lumpiaque	14	4	Más del 50% de la SAU en propiedad
50150	Lumpiaque	9	5	Más del 50% de la SAU en arrendamiento
50150	Lumpiaque	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50151	Luna	4	0	Si no hay SAU
50151	Luna	64	1	Toda la SAU en propiedad
50151	Luna	33	2	Toda la SAU en arrendamiento
50151	Luna	19	3	Todo la SAU en aparcería u otro régimen de tenencia
50151	Luna	46	4	Más del 50% de la SAU en propiedad
50151	Luna	27	5	Más del 50% de la SAU en arrendamiento
50151	Luna	24	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50151	Luna	14	7	Ningún régimen superior al 50%
50152	Maella	6	0	Si no hay SAU
50152	Maella	288	1	Toda la SAU en propiedad
50152	Maella	5	2	Toda la SAU en arrendamiento
50152	Maella	15	3	Todo la SAU en aparcería u otro régimen de tenencia
50152	Maella	34	4	Más del 50% de la SAU en propiedad
50152	Maella	17	5	Más del 50% de la SAU en arrendamiento
50152	Maella	21	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50152	Maella	8	7	Ningún régimen superior al 50%
50153	Magallón	1	0	Si no hay SAU
50153	Magallón	127	1	Toda la SAU en propiedad
50153	Magallón	8	2	Toda la SAU en arrendamiento
50153	Magallón	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50153	Magallón	23	4	Más del 50% de la SAU en propiedad
50153	Magallón	9	5	Más del 50% de la SAU en arrendamiento
50153	Magallón	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50153	Magallón	3	7	Ningún régimen superior al 50%
50154	Mainar	10	1	Toda la SAU en propiedad
50154	Mainar	3	2	Toda la SAU en arrendamiento
50154	Mainar	7	4	Más del 50% de la SAU en propiedad
50154	Mainar	4	5	Más del 50% de la SAU en arrendamiento
50154	Mainar	1	7	Ningún régimen superior al 50%
50155	Malanquilla	15	1	Toda la SAU en propiedad
50155	Malanquilla	2	2	Toda la SAU en arrendamiento
50155	Malanquilla	5	4	Más del 50% de la SAU en propiedad
50155	Malanquilla	4	5	Más del 50% de la SAU en arrendamiento
50155	Malanquilla	1	7	Ningún régimen superior al 50%
50156	Maleján	2	1	Toda la SAU en propiedad
50156	Maleján	1	2	Toda la SAU en arrendamiento
50156	Maleján	1	5	Más del 50% de la SAU en arrendamiento
50157	Malón	3	0	Si no hay SAU
50157	Malón	42	1	Toda la SAU en propiedad
50157	Malón	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50157	Malón	8	4	Más del 50% de la SAU en propiedad
50157	Malón	3	5	Más del 50% de la SAU en arrendamiento
50157	Malón	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50159	Maluenda	2	0	Si no hay SAU
50159	Maluenda	92	1	Toda la SAU en propiedad
50159	Maluenda	1	2	Toda la SAU en arrendamiento
50159	Maluenda	3	3	Todo la SAU en aparcería u otro régimen de tenencia
50159	Maluenda	9	4	Más del 50% de la SAU en propiedad
50159	Maluenda	4	5	Más del 50% de la SAU en arrendamiento
50159	Maluenda	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50159	Maluenda	2	7	Ningún régimen superior al 50%
50160	Mallén	9	0	Si no hay SAU
50160	Mallén	79	1	Toda la SAU en propiedad
50160	Mallén	11	2	Toda la SAU en arrendamiento
50160	Mallén	4	3	Todo la SAU en aparcería u otro régimen de tenencia
50160	Mallén	24	4	Más del 50% de la SAU en propiedad
50160	Mallén	21	5	Más del 50% de la SAU en arrendamiento
50160	Mallén	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50160	Mallén	10	7	Ningún régimen superior al 50%
50161	Manchones	1	0	Si no hay SAU
50161	Manchones	15	1	Toda la SAU en propiedad
50161	Manchones	3	4	Más del 50% de la SAU en propiedad
50161	Manchones	2	5	Más del 50% de la SAU en arrendamiento
50161	Manchones	1	7	Ningún régimen superior al 50%
50162	Mara	32	1	Toda la SAU en propiedad
50162	Mara	3	2	Toda la SAU en arrendamiento
50162	Mara	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50162	Mara	5	4	Más del 50% de la SAU en propiedad
50162	Mara	1	5	Más del 50% de la SAU en arrendamiento
50162	Mara	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50162	Mara	5	7	Ningún régimen superior al 50%
50163	María de Huerva	1	0	Si no hay SAU
50163	María de Huerva	12	1	Toda la SAU en propiedad
50163	María de Huerva	7	2	Toda la SAU en arrendamiento
50163	María de Huerva	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50163	María de Huerva	4	4	Más del 50% de la SAU en propiedad
50163	María de Huerva	5	5	Más del 50% de la SAU en arrendamiento
50163	María de Huerva	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50163	María de Huerva	4	7	Ningún régimen superior al 50%
50164	Mediana de Aragón	2	0	Si no hay SAU
50164	Mediana de Aragón	19	1	Toda la SAU en propiedad
50164	Mediana de Aragón	4	2	Toda la SAU en arrendamiento
50164	Mediana de Aragón	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50164	Mediana de Aragón	12	4	Más del 50% de la SAU en propiedad
50164	Mediana de Aragón	5	5	Más del 50% de la SAU en arrendamiento
50164	Mediana de Aragón	7	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50164	Mediana de Aragón	4	7	Ningún régimen superior al 50%
50165	Mequinenza	2	0	Si no hay SAU
50165	Mequinenza	230	1	Toda la SAU en propiedad
50165	Mequinenza	21	2	Toda la SAU en arrendamiento
50165	Mequinenza	14	3	Todo la SAU en aparcería u otro régimen de tenencia
50165	Mequinenza	41	4	Más del 50% de la SAU en propiedad
50165	Mequinenza	10	5	Más del 50% de la SAU en arrendamiento
50165	Mequinenza	12	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50165	Mequinenza	5	7	Ningún régimen superior al 50%
50166	Mesones de Isuela	2	0	Si no hay SAU
50166	Mesones de Isuela	44	1	Toda la SAU en propiedad
50166	Mesones de Isuela	3	2	Toda la SAU en arrendamiento
50166	Mesones de Isuela	6	3	Todo la SAU en aparcería u otro régimen de tenencia
50166	Mesones de Isuela	17	4	Más del 50% de la SAU en propiedad
50166	Mesones de Isuela	14	5	Más del 50% de la SAU en arrendamiento
50166	Mesones de Isuela	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50166	Mesones de Isuela	3	7	Ningún régimen superior al 50%
50167	Mezalocha	1	0	Si no hay SAU
50167	Mezalocha	21	1	Toda la SAU en propiedad
50167	Mezalocha	1	2	Toda la SAU en arrendamiento
50167	Mezalocha	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50167	Mezalocha	10	4	Más del 50% de la SAU en propiedad
50167	Mezalocha	1	5	Más del 50% de la SAU en arrendamiento
50167	Mezalocha	6	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50167	Mezalocha	3	7	Ningún régimen superior al 50%
50168	Mianos	1	1	Toda la SAU en propiedad
50168	Mianos	1	2	Toda la SAU en arrendamiento
50168	Mianos	2	4	Más del 50% de la SAU en propiedad
50168	Mianos	2	5	Más del 50% de la SAU en arrendamiento
50168	Mianos	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50168	Mianos	1	7	Ningún régimen superior al 50%
50169	Miedes de Aragón	2	0	Si no hay SAU
50169	Miedes de Aragón	43	1	Toda la SAU en propiedad
50169	Miedes de Aragón	3	2	Toda la SAU en arrendamiento
50169	Miedes de Aragón	3	3	Todo la SAU en aparcería u otro régimen de tenencia
50169	Miedes de Aragón	30	4	Más del 50% de la SAU en propiedad
50169	Miedes de Aragón	15	5	Más del 50% de la SAU en arrendamiento
50169	Miedes de Aragón	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50169	Miedes de Aragón	13	7	Ningún régimen superior al 50%
50170	Monegrillo	5	0	Si no hay SAU
50170	Monegrillo	30	1	Toda la SAU en propiedad
50170	Monegrillo	30	2	Toda la SAU en arrendamiento
50170	Monegrillo	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50170	Monegrillo	28	4	Más del 50% de la SAU en propiedad
50170	Monegrillo	42	5	Más del 50% de la SAU en arrendamiento
50170	Monegrillo	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50170	Monegrillo	10	7	Ningún régimen superior al 50%
50171	Moneva	1	0	Si no hay SAU
50171	Moneva	11	1	Toda la SAU en propiedad
50171	Moneva	22	2	Toda la SAU en arrendamiento
50171	Moneva	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50171	Moneva	10	4	Más del 50% de la SAU en propiedad
50171	Moneva	9	5	Más del 50% de la SAU en arrendamiento
50171	Moneva	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50171	Moneva	3	7	Ningún régimen superior al 50%
50172	Monreal de Ariza	1	0	Si no hay SAU
50172	Monreal de Ariza	14	1	Toda la SAU en propiedad
50172	Monreal de Ariza	5	2	Toda la SAU en arrendamiento
50172	Monreal de Ariza	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50172	Monreal de Ariza	11	4	Más del 50% de la SAU en propiedad
50172	Monreal de Ariza	16	5	Más del 50% de la SAU en arrendamiento
50172	Monreal de Ariza	3	7	Ningún régimen superior al 50%
50173	Monterde	23	1	Toda la SAU en propiedad
50173	Monterde	1	2	Toda la SAU en arrendamiento
50173	Monterde	4	4	Más del 50% de la SAU en propiedad
50173	Monterde	5	5	Más del 50% de la SAU en arrendamiento
50173	Monterde	1	7	Ningún régimen superior al 50%
50174	Montón	19	1	Toda la SAU en propiedad
50174	Montón	1	2	Toda la SAU en arrendamiento
50174	Montón	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50174	Montón	2	4	Más del 50% de la SAU en propiedad
50174	Montón	1	5	Más del 50% de la SAU en arrendamiento
50174	Montón	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50174	Montón	1	7	Ningún régimen superior al 50%
50175	Morata de Jalón	2	0	Si no hay SAU
50175	Morata de Jalón	167	1	Toda la SAU en propiedad
50175	Morata de Jalón	1	2	Toda la SAU en arrendamiento
50175	Morata de Jalón	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50175	Morata de Jalón	7	4	Más del 50% de la SAU en propiedad
50175	Morata de Jalón	1	5	Más del 50% de la SAU en arrendamiento
50175	Morata de Jalón	7	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50175	Morata de Jalón	2	7	Ningún régimen superior al 50%
50176	Morata de Jiloca	46	1	Toda la SAU en propiedad
50176	Morata de Jiloca	2	2	Toda la SAU en arrendamiento
50176	Morata de Jiloca	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50176	Morata de Jiloca	2	4	Más del 50% de la SAU en propiedad
50176	Morata de Jiloca	5	5	Más del 50% de la SAU en arrendamiento
50176	Morata de Jiloca	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50176	Morata de Jiloca	4	7	Ningún régimen superior al 50%
50177	Morés	43	1	Toda la SAU en propiedad
50177	Morés	1	2	Toda la SAU en arrendamiento
50177	Morés	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50177	Morés	1	4	Más del 50% de la SAU en propiedad
50177	Morés	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50178	Moros	72	1	Toda la SAU en propiedad
50178	Moros	1	2	Toda la SAU en arrendamiento
50178	Moros	3	3	Todo la SAU en aparcería u otro régimen de tenencia
50178	Moros	10	4	Más del 50% de la SAU en propiedad
50178	Moros	3	5	Más del 50% de la SAU en arrendamiento
50178	Moros	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50178	Moros	3	7	Ningún régimen superior al 50%
50179	Moyuela	6	0	Si no hay SAU
50179	Moyuela	13	1	Toda la SAU en propiedad
50179	Moyuela	5	3	Todo la SAU en aparcería u otro régimen de tenencia
50179	Moyuela	8	4	Más del 50% de la SAU en propiedad
50179	Moyuela	5	5	Más del 50% de la SAU en arrendamiento
50179	Moyuela	8	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50179	Moyuela	5	7	Ningún régimen superior al 50%
50180	Mozota	5	1	Toda la SAU en propiedad
50180	Mozota	4	4	Más del 50% de la SAU en propiedad
50180	Mozota	1	5	Más del 50% de la SAU en arrendamiento
50180	Mozota	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50181	Muel	1	0	Si no hay SAU
50181	Muel	52	1	Toda la SAU en propiedad
50181	Muel	7	2	Toda la SAU en arrendamiento
50181	Muel	8	3	Todo la SAU en aparcería u otro régimen de tenencia
50181	Muel	12	4	Más del 50% de la SAU en propiedad
50181	Muel	7	5	Más del 50% de la SAU en arrendamiento
50181	Muel	11	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50181	Muel	6	7	Ningún régimen superior al 50%
50182	Muela (La)	1	0	Si no hay SAU
50182	Muela (La)	56	1	Toda la SAU en propiedad
50182	Muela (La)	14	2	Toda la SAU en arrendamiento
50182	Muela (La)	5	3	Todo la SAU en aparcería u otro régimen de tenencia
50182	Muela (La)	33	4	Más del 50% de la SAU en propiedad
50182	Muela (La)	16	5	Más del 50% de la SAU en arrendamiento
50182	Muela (La)	13	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50182	Muela (La)	4	7	Ningún régimen superior al 50%
50183	Munébrega	91	1	Toda la SAU en propiedad
50183	Munébrega	4	2	Toda la SAU en arrendamiento
50183	Munébrega	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50183	Munébrega	10	4	Más del 50% de la SAU en propiedad
50183	Munébrega	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50183	Munébrega	5	7	Ningún régimen superior al 50%
50184	Murero	1	0	Si no hay SAU
50184	Murero	15	1	Toda la SAU en propiedad
50184	Murero	3	3	Todo la SAU en aparcería u otro régimen de tenencia
50184	Murero	4	4	Más del 50% de la SAU en propiedad
50184	Murero	3	5	Más del 50% de la SAU en arrendamiento
50184	Murero	1	7	Ningún régimen superior al 50%
50185	Murillo de Gállego	19	1	Toda la SAU en propiedad
