Año	Comarca código	Comarca nombre	Tipo de presupuesto	Estado de la información	Área gastos, total	Área gastos, deuda pública	Área gastos, servicios públicos básicos	Área gastos, actuaciones protección y promoción social	Área gastos, producción bienes públicos carácter preferente	Área gastos, actuaciones carácter económico	Área gastos, actuaciones carácter general
2016	21	Campo de Cariñena	Liquidaciones	Consolidado	2205124,93	237820,15	449370,86	662869,07	226379,01	61414,06	567271,78
2016	22	Campo de Belchite	Liquidaciones	Consolidado	1409672,79	0	249874,79	267155,48	187308,9	62000,05	643333,57
2016	23	Bajo Martín	Liquidaciones	Consolidado	2042394,78	63775,07	541298,25	925850,5	150428,75	5635,52	355406,69
2016	24	Campo de Daroca	Liquidaciones	Consolidado	1910981,25	27430,18	326871,17	668357,09	293854,58	196183,15	398285,08
2016	25	Jiloca	Liquidaciones	Consolidado	2609865,52	16403,06	512517,91	1184125,44	455065,78	62633,9	379119,43
2016	26	Cuencas Mineras	Liquidaciones	Consolidado	2048156,12	0	71196,68	369312,92	324564,93	432522,04	850559,55
2016	27	Andorra-Sierra de Arcos	Liquidaciones	Consolidado	2114564,81	352,63	418874,28	840887,24	295700,89	188726,39	370023,38
2016	28	Bajo Aragón	Liquidaciones	Consolidado	3265924,47	32777,2	411682,97	1461363,93	274274,42	412180,59	673645,36
2016	29	Comunidad de Teruel	Liquidaciones	Consolidado	3240854,86	90507,2	120275,74	1630897,36	518877,23	413822,69	466474,64
2016	30	Maestrazgo	Liquidaciones	Consolidado	1809521,49	53795,01	405851,79	527464,15	360860,87	90233,34	371316,33
2016	31	Sierra de Albarracín	Liquidaciones	Consolidado	1587075,97	0	107908,5	688899,27	333577,82	125700,68	330989,7
2016	32	Gúdar-Javalambre	Liquidaciones	Consolidado	2218669,71	0	591923,94	598270,42	330899,22	173916,81	523659,32
2016	33	Matarraña / Matarranya	Liquidaciones	Consolidado	2640122,71	43461,08	309255,58	1175563,15	342898,79	81127,71	687816,4
