Año	Municipio código	Municipio nombre	Total	VC Residencial	VC Almacén, estacionamiento	VC Comercial	VC Ocio, hostelería	VC Industrial	VC Cultural	VC Deportivo	VC Oficinas	VC Edificios singulares	VC Religioso	VC Espectáculos	VC Sin definir	VC Suelo vacante	VC Sanidad, benefic
2005	22149	Loarre	5210	3339											1871		
2005	22150	Loporzano	7402	3518											3884		
2005	22151	Loscorrales	1499	807											692		
2005	22155	Monesma y Cajigar	381	260											121		
2005	22156	Monflorite-Lascasas	4279	2051											2228		
2005	22157	Montanuy	69632	1635											67997		
2005	22158	Monzón	246806	161312											85494		
2005	22160	Naval	9727	1650											8077		
2005	22162	Novales	1622	904											718		
2005	22163	Nueno	12006	9690											2316		
2005	22164	Olvena	776	472											304		
2005	22165	Ontiñena	5341	4006											1335		
2005	22167	Osso de Cinca	5499	4028											1471		
2005	22168	Palo	1163	408											755		
2005	22170	Panticosa	46306	30643											15663		
2005	22172	Peñalba	22674	4585											18089		
2005	22173	Peñas de Riglos (Las)	6556	4426											2130		
2005	22174	Peralta de Alcofea	6973	4919											2054		
2005	22175	Peralta de Calasanz	5849	3969											1880		
2005	22176	Peraltilla	1555	1039											516		
2005	22177	Perarrúa	2407	1556											851		
2005	22178	Pertusa	2557	1533											1024		
2005	22181	Piracés	577	409											168		
2005	22182	Plan	5821	2277											3544		
2005	22184	Poleñino	2452	1545											907		
2005	22186	Pozán de Vero	1825	1428											397		
2005	22187	Puebla de Castro (La)	16893	10813											6080		
2005	22188	Puente de Montañana	1542	887											655		
2005	22189	Puértolas	1752	1025											727		
2005	22190	Pueyo de Araguás (El)	886	507											379		
2005	22193	Pueyo de Santa Cruz	2626	1910											716		
2005	22195	Quicena	3639	1811											1828		
2005	22197	Robres	10472	5750											4722		
2005	22199	Sabiñánigo	178080	101156											76924		
2005	22200	Sahún	18102	9666											8436		
2005	22201	Salas Altas	2392	1831											561		
2005	22202	Salas Bajas	1501	776											725		
2005	22203	Salillas	1418	848											570		
2005	22204	Sallent de Gállego	94056	58872											35184		
2005	22205	San Esteban de Litera	11924	9276											2648		
2005	22206	Sangarrén	4051	2141											1910		
2005	22207	San Juan de Plan	1584	768											816		
2005	22208	Santa Cilia	1892	1372											520		
2005	22209	Santa Cruz de la Serós	9204	5870											3334		
2005	22212	Santaliestra y San Quílez	1021	534											487		
2005	22213	Sariñena	69080	38939											30141		
2005	22214	Secastilla	21176	1058											20118		
2005	22215	Seira	4458	1400											3058		
2005	22217	Sena	8809	8203											606		
2005	22218	Senés de Alcubierre	889	470											419		
2005	22220	Sesa	2871	1949											922		
2005	22221	Sesué	2945	2546											399		
2005	22222	Siétamo	8311	5181											3130		
2005	22223	Sopeira	9208	1143											8065		
2005	22225	Tamarite de Litera	54930	38734											16196		
2005	22226	Tardienta	30403	12254											18149		
2005	22227	Tella-Sin	3815	1178											2637		
2005	22228	Tierz	4522	2883											1639		
2005	22229	Tolva	1763	1243											520		
2005	22230	Torla-Ordesa	9836	5003											4833		
2005	22232	Torralba de Aragón	3028	991											2037		
2005	22233	Torre la Ribera	946	455											491		
2005	22234	Torrente de Cinca	25197	7521											17676		
2005	22235	Torres de Alcanadre	1316	811											505		
2005	22236	Torres de Barbués	3499	2358											1141		
2005	22239	Tramaced	1296	579											717		
2005	22242	Valfarta	2014	1294											720		
2005	22243	Valle de Bardají	318	77											241		
2005	22244	Valle de Lierp	568	436											132		
2005	22245	Velilla de Cinca	6216	4663											1553		
2005	22246	Beranuy	1151	747											404		
2005	22247	Viacamp y Litera	20580	163											20417		
2005	22248	Vicién	1413	886											527		
2005	22249	Villanova	4243	2767											1476		
2005	22250	Villanúa	53349	41232											12117		
2005	22251	Villanueva de Sigena	6876	5747											1129		
2005	22252	Yebra de Basa	1281	1018											263		
2005	22253	Yésero	1100	806											294		
2005	22254	Zaidín	16367	10280											6087		
2005	22901	Valle de Hecho	13956	9062											4894		
2005	22902	Puente la Reina de Jaca	4480	2927											1553		
2005	22903	San Miguel del Cinca	7330	5290											2040		
2005	22904	Sotonera (La)	13761	8759											5002		
2005	22905	Lupiñén-Ortilla	11186	3271											7915		
2005	22906	Santa María de Dulcis	1447	1181											266		
2005	22907	Aínsa-Sobrarbe	57090	21462											35628		
2005	22908	Hoz y Costeán	1742	1206											536		
2005	22909	Vencillón	3681	2783											898		
2005	44001	Ababuj	996	636											360		
2005	44002	Abejuela	905	704											201		
2005	44003	Aguatón	244	121											123		
2005	44004	Aguaviva	13039	8118											4921		
2005	44005	Aguilar del Alfambra	1308	827											481		
2005	44006	Alacón	4913	3999											914		
2005	44007	Alba	2990	2379											611		
2005	44008	Albalate del Arzobispo	28812	20960											7852		
2005	44009	Albarracín	22462	11366											11096		
2005	44010	Albentosa	6580	4132											2448		
2005	44011	Alcaine	982	827											155		
2005	44012	Alcalá de la Selva	38483	25180											13303		
2005	44013	Alcañiz	230366	148186											82180		
2005	44014	Alcorisa	52591	37730											14861		
2005	44016	Alfambra	7601	5479											2122		
2005	44017	Aliaga	8349	6266											2083		
2005	44018	Almohaja	386	358											28		
2005	44019	Alobras	1193	917											276		
2005	44020	Alpeñés	390	300											90		
2005	44021	Allepuz	1435	1280											155		
2005	44022	Alloza	9490	8083											1407		
2005	44023	Allueva	231	175											56		
2005	44024	Anadón	528	348											180		
2005	44025	Andorra	144664	74074											70590		
2005	44026	Arcos de las Salinas	3860	3251											609		
2005	44027	Arens de Lledó	2247	2023											224		
2005	44028	Argente	2193	1715											478		
2005	44029	Ariño	9333	7199											2134		
2005	44031	Azaila	1970	1498											472		
2005	44032	Bádenas	325	239											86		
2005	44033	Báguena	5466	4535											931		
2005	44034	Bañón	1610	1552											58		
2005	44035	Barrachina	1737	1303											434		
2005	44036	Bea	338	259											79		
2005	44037	Beceite	7563	6771											792		
2005	44038	Belmonte de San José	2393	2167											226		
2005	44039	Bello	4452	4022											430		
2005	44040	Berge	2282	1797											485		
2005	44041	Bezas	967	815											152		
2005	44042	Blancas	2239	1724											515		
2005	44043	Blesa	2042	1793											249		
2005	44044	Bordón	1497	1229											268		
2005	44045	Bronchales	19311	15832											3479		
2005	44046	Bueña	627	393											234		
2005	44047	Burbáguena	4815	3582											1233		
2005	44048	Cabra de Mora	3953	3112											841		
2005	44049	Calaceite	27762	17859											9903		
2005	44050	Calamocha	92686	58213											34473		
2005	44051	Calanda	46167	29115											17052		
2005	44052	Calomarde	1443	1346											97		
2005	44053	Camañas	1090	710											380		
2005	44054	Camarena de la Sierra	3073	2500											573		
2005	44055	Camarillas	2086	1519											567		
2005	44056	Caminreal	10313	8970											1343		
2005	44059	Cantavieja	9692	5745											3947		
2005	44060	Cañada de Benatanduz	766	478											288		
2005	44061	Cañada de Verich (La)	806	651											155		
2005	44062	Cañada Vellida	616	433											183		
2005	44063	Cañizar del Olivar	1563	1159											404		
2005	44064	Cascante del Río	1663	1429											234		
2005	44065	Castejón de Tornos	937	903											34		
2005	44066	Castel de Cabra	2622	1893											729		
2005	44067	Castelnou	2307	1212											1095		
2005	44068	Castelserás	10442	6659											3783		
2005	44070	Castellar (El)	1320	1114											206		
2005	44071	Castellote	12062	8505											3557		
2005	44074	Cedrillas	5106	4027											1079		
2005	44075	Celadas	3616	2877											739		
2005	44076	Cella	39898	26719											13179		
2005	44077	Cerollera (La)	701	487											214		
2005	44080	Codoñera (La)	4437	3919											518		
2005	44082	Corbalán	912	745											167		
2005	44084	Cortes de Aragón	1070	860											210		
2005	44085	Cosa	1225	1158											67		
2005	44086	Cretas	7287	6419											868		
2005	44087	Crivillén	1560	1274											286		
2005	44088	Cuba (La)	696	451											245		
2005	44089	Cubla	1288	1069											219		
2005	44090	Cucalón	1451	1219											232		
2005	44092	Cuervo (El)	1856	1479											377		
2005	44093	Cuevas de Almudén	1086	719											367		
2005	44094	Cuevas Labradas	1393	1126											267		
2005	44096	Ejulve	3101	2120											981		
2005	44097	Escorihuela	1626	1334											292		
2005	44099	Escucha	12461	6779											5682		
2005	44100	Estercuel	4478	3672											806		
2005	44101	Ferreruela de Huerva	981	681											300		
2005	44102	Fonfría	391	306											85		
2005	44103	Formiche Alto	2752	2369											383		
2005	44105	Fórnoles	1880	1683											197		
2005	44106	Fortanete	2860	2069											791		
2005	44107	Foz-Calanda	5454	2734											2720		
2005	44108	Fresneda (La)	7829	6905											924		
2005	44109	Frías de Albarracín	2341	1951											390		
2005	44110	Fuenferrada	696	481											215		
2005	44111	Fuentes Calientes	1470	1152											318		
2005	44112	Fuentes Claras	6557	5948											609		
2005	44113	Fuentes de Rubielos	1543	1333											210		
2005	44114	Fuentespalda	5677	3806											1871		
2005	44115	Galve	1250	940											310		
2005	44116	Gargallo	2032	1669											363		
2005	44117	Gea de Albarracín	5291	4227											1064		
2005	44118	Ginebrosa (La)	3934	2354											1580		
2005	44119	Griegos	2264	2084											180		
2005	44120	Guadalaviar	8095	4671											3424		
2005	44121	Gúdar	1049	748											301		
2005	44122	Híjar	23576	18556											5020		
2005	44123	Hinojosa de Jarque	1505	1136											369		
2005	44124	Hoz de la Vieja (La)	1364	1135											229		
2005	44125	Huesa del Común	1515	1232											283		
2005	44126	Iglesuela del Cid (La)	5500	3983											1517		
2005	44127	Jabaloyas	1529	1280											249		
2005	44128	Jarque de la Val	1436	922											514		
2005	44129	Jatiel	912	797											115		
2005	44130	Jorcas	656	500											156		
2005	44131	Josa	659	559											100		
2005	44132	Lagueruela	853	673											180		
2005	44133	Lanzuela	450	310											140		
2005	44135	Libros	1811	1371											440		
2005	44136	Lidón	1119	672											447		
2005	44137	Linares de Mora	2979	2719											260		
2005	44138	Loscos	2064	1472											592		
2005	44141	Lledó	1784	1516											268		
2005	44142	Maicas	412	352											60		
2005	44143	Manzanera	16473	10742											5731		
2005	44144	Martín del Río	4991	3872											1119		
2005	44145	Mas de las Matas	25688	18480											7208		
2005	44146	Mata de los Olmos (La)	2828	1973											855		
2005	44147	Mazaleón	7001	5698											1303		
2005	44148	Mezquita de Jarque	1265	909											356		
2005	44149	Mirambel	2785	1843											942		
2005	44150	Miravete de la Sierra	750	661											89		
2005	44151	Molinos	3820	2658											1162		
2005	44152	Monforte de Moyuela	1068	731											337		
2005	44153	Monreal del Campo	38833	27885											10948		
2005	44154	Monroyo	3675	2691											984		
2005	44155	Montalbán	16138	11859											4279		
2005	44156	Monteagudo del Castillo	1010	839											171		
2005	44157	Monterde de Albarracín	1319	1190											129		
2005	44158	Mora de Rubielos	22027	15504											6523		
2005	44159	Moscardón	1053	855											198		
2005	44160	Mosqueruela	9306	7087											2219		
2005	44161	Muniesa	11552	9516											2036		
2005	44163	Noguera de Albarracín	2004	1751											253		
2005	44164	Nogueras	537	387											150		
2005	44165	Nogueruelas	3212	2646											566		
2005	44167	Obón	1247	1143											104		
2005	44168	Odón	2739	2494											245		
2005	44169	Ojos Negros	13928	10444											3484		
2005	44171	Olba	4162	3795											367		
2005	44172	Oliete	6958	6475											483		
2005	44173	Olmos (Los)	1739	1331											408		
2005	44174	Orihuela del Tremedal	9127	6237											2890		
2005	44175	Orrios	1875	1312											563		
2005	44176	Palomar de Arroyos	1767	1348											419		
2005	44177	Pancrudo	2150	1487											663		
2005	44178	Parras de Castellote (Las)	1517	1144											373		
2005	44179	Peñarroya de Tastavins	8640	6536											2104		
2005	44180	Peracense	940	856											84		
2005	44181	Peralejos	984	803											181		
2005	44182	Perales del Alfambra	3898	2854											1044		
2005	44183	Pitarque	953	742											211		
2005	44184	Plou	692	525											167		
2005	44185	Pobo (El)	1831	1623											208		
2005	44187	Portellada (La)	7990	5720											2270		
2005	44189	Pozondón	1612	1356											256		
2005	44190	Pozuel del Campo	1274	1002											272		
2005	44191	Puebla de Híjar (La)	15587	11519											4068		
2005	44192	Puebla de Valverde (La)	10167	5583											4584		
2005	44193	Puertomingalvo	2183	1788											395		
2005	44194	Ráfales	2244	1704											540		
2005	44195	Rillo	1204	905											299		
2005	44196	Riodeva	1770	1340											430		
2005	44197	Ródenas	1225	1117											108		
2005	44198	Royuela	3216	2846											370		
2005	44199	Rubiales	520	381											139		
2005	44200	Rubielos de la Cérida	433	271											162		
2005	44201	Rubielos de Mora	14135	9818											4317		
2005	44203	Salcedillo	177	119											58		
2005	44204	Saldón	861	785											76		
2005	44205	Samper de Calanda	26840	21147											5693		
2005	44206	San Agustín	2699	2423											276		
2005	44207	San Martín del Río	3263	2912											351		
2005	44208	Santa Cruz de Nogueras	375	254											121		
2005	44209	Santa Eulalia	20244	14548											5696		
2005	44210	Sarrión	34608	21988											12620		
2005	44211	Segura de los Baños	1064	832											232		
2005	44212	Seno	954	745											209		
2005	44213	Singra	1283	845											438		
2005	44215	Terriente	2142	1778											364		
2005	44216	Teruel	847980	512166											335814		
2005	44217	Toril y Masegoso	492	436											56		
2005	44218	Tormón	582	450											132		
2005	44219	Tornos	3264	3014											250		
2005	44220	Torralba de los Sisones	2714	1927											787		
2005	44221	Torrecilla de Alcañiz	4429	2914											1515		
2005	44222	Torrecilla del Rebollar	1893	1427											466		
2005	44223	Torre de Arcas	946	757											189		
2005	44224	Torre de las Arcas	599	433											166		
2005	44225	Torre del Compte	3635	3087											548		
2005	44226	Torrelacárcel	4437	3191											1246		
2005	44227	Torre los Negros	1250	923											327		
2005	44228	Torremocha de Jiloca	1737	1270											467		
2005	44229	Torres de Albarracín	2573	2349											224		
2005	44230	Torrevelilla	2083	1479											604		
2005	44231	Torrijas	2167	1688											479		
2005	44232	Torrijo del Campo	5529	5032											497		
2005	44234	Tramacastiel	1426	944											482		
2005	44235	Tramacastilla	1942	1649											293		
2005	44236	Tronchón	1233	962											271		
2005	44237	Urrea de Gaén	6373	5339											1034		
2005	44238	Utrillas	17679	11264											6415		
2005	44239	Valacloche	553	453											100		
2005	44240	Valbona	3378	2612											766		
2005	44241	Valdealgorfa	9786	5316											4470		
2005	44243	Valdecuenca	668	507											161		
2005	44244	Valdelinares	1208	1050											158		
2005	44245	Valdeltormo	5784	4562											1222		
2005	44246	Valderrobres	41012	28014											12998		
2005	44247	Valjunquera	5397	4900											497		
2005	44249	Vallecillo (El)	639	616											23		
2005	44250	Veguillas de la Sierra	451	354											97		
2005	44251	Villafranca del Campo	3640	2817											823		
2005	44252	Villahermosa del Campo	855	693											162		
2005	44256	Villanueva del Rebollar de la Sierra	701	423											278		
2005	44257	Villar del Cobo	5679	4507											1172		
2005	44258	Villar del Salz	1013	948											65		
2005	44260	Villarluengo	2352	1586											766		
2005	44261	Villarquemado	13411	10144											3267		
2005	44262	Villarroya de los Pinares	2088	1777											311		
2005	44263	Villastar	3318	2393											925		
2005	44264	Villel	4013	3064											949		
2005	44265	Vinaceite	2653	2164											489		
2005	44266	Visiedo	1972	1460											512		
2005	44267	Vivel del Río Martín	1912	1442											470		
2005	44268	Zoma (La)	255	156											99		
2005	50001	Abanto	1430	940											490		
2005	50002	Acered	1809	1308											501		
2005	50003	Agón	2105	1641											464		
2005	50004	Aguarón	9811	6770											3041		
2005	50005	Aguilón	2640	2304											336		
2005	50006	Ainzón	12327	8954											3373		
2005	50007	Aladrén	594	259											335		
2005	50008	Alagón	134022	81001											53021		
2005	50009	Alarba	2971	2742											229		
2005	50010	Alberite de San Juan	624	470											154		
2005	50011	Albeta	1537	942											595		
2005	50012	Alborge	1679	1306											373		
2005	50013	Alcalá de Ebro	2906	2195											711		
2005	50014	Alcalá de Moncayo	1433	1013											420		
2005	50015	Alconchel de Ariza	2333	1495											838		
2005	50016	Aldehuela de Liestos	2048	1958											90		
2005	50017	Alfajarín	70489	37420											33069		
2005	50018	Alfamén	16385	9282											7103		
2005	50019	Alforque	1652	1296											356		
2005	50020	Alhama de Aragón	20600	10384											10216		
2005	50021	Almochuel	466	238											228		
2005	50022	Almolda (La)	34039	6683											27356		
2005	50023	Almonacid de la Cuba	1961	1621											340		
2005	50024	Almonacid de la Sierra	9647	5992											3655		
2005	50025	Almunia de Doña Godina (La)	103002	63539											39463		
2005	50026	Alpartir	5164	3766											1398		
2005	50027	Ambel	2838	2292											546		
2005	50028	Anento	2058	1865											193		
2005	50029	Aniñón	8508	7265											1243		
2005	50030	Añón de Moncayo	6010	4995											1015		
2005	50031	Aranda de Moncayo	3809	2813											996		
2005	50032	Arándiga	4953	4331											622		
2005	50033	Ardisa	1994	700											1294		
2005	50034	Ariza	19150	10879											8271		
2005	50035	Artieda	945	773											172		
2005	50036	Asín	803	466											337		
2005	50037	Atea	3163	2652											511		
2005	50038	Ateca	24553	18785											5768		
2005	50039	Azuara	9665	8064											1601		
2005	50040	Badules	1350	1004											346		
2005	50041	Bagüés	377	253											124		
2005	50042	Balconchán	301	157											144		
2005	50043	Bárboles	4036	3035											1001		
2005	50044	Bardallur	2908	2220											688		
2005	50045	Belchite	18766	14405											4361		
2005	50046	Belmonte de Gracián	2661	1941											720		
2005	50047	Berdejo	1380	1129											251		
2005	50048	Berrueco	1635	1172											463		
2005	50050	Bijuesca	3044	2906											138		
2005	50051	Biota	12281	9308											2973		
2005	50052	Bisimbre	3115	1152											1963		
2005	50053	Boquiñeni	11532	6922											4610		
2005	50054	Bordalba	1131	655											476		
2005	50055	Borja	64951	41888											23063		
2005	50056	Botorrita	6374	5180											1194		
2005	50057	Brea de Aragón	26798	14608											12190		
2005	50058	Bubierca	1151	606											545		
2005	50059	Bujaraloz	23791	10845											12946		
2005	50060	Bulbuente	2812	1914											898		
2005	50061	Bureta	2656	2150											506		
2005	50062	Burgo de Ebro (El)	122698	60639											62059		
2005	50063	Buste (El)	1477	1247											230		
2005	50064	Cabañas de Ebro	7298	3759											3539		
2005	50065	Cabolafuente	1466	920											546		
2005	50066	Cadrete	65313	32217											33096		
2005	50067	Calatayud	431657	257910											173747		
2005	50068	Calatorao	38034	26121											11913		
2005	50069	Calcena	673	359											314		
2005	50070	Calmarza	1515	1280											235		
2005	50071	Campillo de Aragón	4295	4088											207		
2005	50072	Carenas	8826	4268											4558		
2005	50073	Cariñena	46431	28336											18095		
2005	50074	Caspe	160810	90728											70082		
2005	50075	Castejón de Alarba	948	556											392		
2005	50076	Castejón de las Armas	1099	717											382		
2005	50077	Castejón de Valdejasa	5705	5484											221		
2005	50078	Castiliscar	8685	7921											764		
2005	50079	Cervera de la Cañada	3399	2569											830		
2005	50080	Cerveruela	298	132											166		
2005	50081	Cetina	12429	9989											2440		
2005	50082	Cimballa	1856	1223											633		
2005	50083	Cinco Olivas	2050	1526											524		
2005	50084	Clarés de Ribota	1831	1765											66		
2005	50085	Codo	3167	2716											451		
2005	50086	Codos	3255	2354											901		
2005	50087	Contamina	469	296											173		
2005	50088	Cosuenda	5459	3719											1740		
2005	50089	Cuarte de Huerva	139208	43390											95818		
2005	50090	Cubel	2465	1880											585		
2005	50091	Cuerlas (Las)	3131	2820											311		
2005	50092	Chiprana	8953	4469											4484		
2005	50093	Chodes	1660	1415											245		
2005	50094	Daroca	71215	35743											35472		
2005	50095	Ejea de los Caballeros	584282	331194											253088		
2005	50096	Embid de Ariza	951	555											396		
2005	50098	Encinacorba	3093	2336											757		
2005	50099	Épila	74632	40062											34570		
2005	50100	Erla	5572	3602											1970		
2005	50101	Escatrón	32672	14999											17673		
2005	50102	Fabara	17820	11631											6189		
2005	50104	Farlete	5028	4127											901		
2005	50105	Fayón	8515	3618											4897		
2005	50106	Fayos (Los)	1513	1270											243		
2005	50107	Figueruelas	117551	10466											107085		
2005	50108	Fombuena	230	195											35		
2005	50109	Frago (El)	2139	1904											235		
2005	50110	Frasno (El)	8035	6869											1166		
2005	50111	Fréscano	2082	1551											531		
2005	50113	Fuendejalón	9267	6631											2636		
2005	50114	Fuendetodos	2407	2021											386		
2005	50115	Fuentes de Ebro	46529	30944											15585		
2005	50116	Fuentes de Jiloca	7294	6261											1033		
2005	50117	Gallocanta	2219	1683											536		
2005	50118	Gallur	45141	25101											20040		
2005	50119	Gelsa	15649	10028											5621		
2005	50120	Godojos	1246	886											360		
2005	50121	Gotor	2335	2137											198		
2005	50122	Grisel	1818	785											1033		
2005	50123	Grisén	6807	5244											1563		
2005	50124	Herrera de los Navarros	7661	6054											1607		
2005	50125	Ibdes	7576	5447											2129		
2005	50126	Illueca	40488	23250											17238		
2005	50128	Isuerre	1363	1284											79		
2005	50129	Jaraba	19404	8442											10962		
2005	50130	Jarque de Moncayo	6728	4680											2048		
2005	50131	Jaulín	3147	2239											908		
2005	50132	Joyosa (La)	14815	7569											7246		
2005	50133	Lagata	1298	946											352		
2005	50134	Langa del Castillo	2504	2013											491		
2005	50135	Layana	3594	3388											206		
2005	50136	Lécera	9530	6814											2716		
2005	50137	Leciñena	25455	15756											9699		
2005	50138	Lechón	1422	1244											178		
2005	50139	Letux	4449	4092											357		
2005	50140	Litago	1665	1306											359		
2005	50141	Lituénigo	1260	895											365		
2005	50142	Lobera de Onsella	913	631											282		
2005	50143	Longares	9062	6353											2709		
2005	50144	Longás	552	289											263		
2005	50146	Lucena de Jalón	3885	2493											1392		
2005	50147	Luceni	16405	9108											7297		
2005	50148	Luesia	3711	2919											792		
2005	50149	Luesma	532	504											28		
2005	50150	Lumpiaque	10976	8582											2394		
2005	50151	Luna	12336	10335											2001		
2005	50152	Maella	27400	20202											7198		
2005	50153	Magallón	20487	12238											8249		
2005	50154	Mainar	1606	1306											300		
2005	50155	Malanquilla	3212	3108											104		
2005	50156	Maleján	2095	1856											239		
2005	50157	Malón	5082	3760											1322		
2005	50159	Maluenda	11494	9218											2276		
2005	50160	Mallén	47233	28482											18751		
2005	50161	Manchones	1425	1029											396		
2005	50162	Mara	3024	2084											940		
2005	50163	María de Huerva	56779	26486											30293		
2005	50164	Mediana de Aragón	2703	2269											434		
2005	50165	Mequinenza	43870	21427											22443		
2005	50166	Mesones de Isuela	3483	2845											638		
2005	50167	Mezalocha	1579	1179											400		
2005	50168	Mianos	476	418											58		
2005	50169	Miedes de Aragón	4437	2863											1574		
2005	50170	Monegrillo	5023	3603											1420		
2005	50171	Moneva	1410	1205											205		
2005	50172	Monreal de Ariza	2786	1954											832		
2005	50173	Monterde	2767	2032											735		
2005	50174	Montón	1025	742											283		
2005	50175	Morata de Jalón	23065	15203											7862		
2005	50176	Morata de Jiloca	3811	2503											1308		
2005	50177	Morés	6955	3825											3130		
2005	50178	Moros	6313	5657											656		
2005	50179	Moyuela	4757	3989											768		
2005	50180	Mozota	1494	1329											165		
2005	50181	Muel	30760	15460											15300		
2005	50182	Muela (La)	195672	38169											157503		
2005	50183	Munébrega	3636	2505											1131		
2005	50184	Murero	3061	2855											206		
2005	50185	Murillo de Gállego	3059	2415											644		
2005	50186	Navardún	921	588											333		
2005	50187	Nigüella	1030	903											127		
2005	50188	Nombrevilla	438	179											259		
2005	50189	Nonaspe	13614	11228											2386		
2005	50190	Novallas	7543	6268											1275		
2005	50191	Novillas	8438	5995											2443		
2005	50192	Nuévalos	10064	3801											6263		
2005	50193	Nuez de Ebro	16658	10713											5945		
2005	50194	Olvés	1026	730											296		
2005	50195	Orcajo	768	494											274		
2005	50196	Orera	3354	2235											1119		
2005	50197	Orés	1091	553											538		
2005	50198	Oseja	280	159											121		
2005	50199	Osera de Ebro	10495	6273											4222		
2005	50200	Paniza	7334	5736											1598		
2005	50201	Paracuellos de Jiloca	8269	5023											3246		
2005	50202	Paracuellos de la Ribera	1565	1300											265		
2005	50203	Pastriz	25642	20431											5211		
2005	50204	Pedrola	189320	64412											124908		
2005	50205	Pedrosas (Las)	1072	667											405		
2005	50206	Perdiguera	6722	6201											521		
2005	50207	Piedratajada	1519	1117											402		
2005	50208	Pina de Ebro	58520	25289											33231		
2005	50209	Pinseque	124049	65202											58847		
2005	50210	Pintanos (Los)	2308	1796											512		
2005	50211	Plasencia de Jalón	7141	3103											4038		
2005	50212	Pleitas	420	338											82		
2005	50213	Plenas	2109	1662											447		
2005	50214	Pomer	1306	812											494		
2005	50215	Pozuel de Ariza	954	597											357		
2005	50216	Pozuelo de Aragón	3588	2283											1305		
2005	50217	Pradilla de Ebro	9331	5364											3967		
2005	50218	Puebla de Albortón	1497	1320											177		
2005	50219	Puebla de Alfindén (La)	197442	75196											122246		
2005	50220	Puendeluna	758	532											226		
2005	50221	Purujosa	229	99											130		
2005	50222	Quinto	25177	14834											10343		
2005	50223	Remolinos	10458	6889											3569		
2005	50224	Retascón	817	424											393		
2005	50225	Ricla	22939	13672											9267		
2005	50227	Romanos	1595	1380											215		
2005	50228	Rueda de Jalón	4155	2753											1402		
2005	50229	Ruesca	1480	1392											88		
2005	50230	Sádaba	26841	16217											10624		
2005	50231	Salillas de Jalón	4148	3072											1076		
2005	50232	Salvatierra de Esca	2738	2289											449		
2005	50233	Samper del Salz	927	674											253		
2005	50234	San Martín de la Virgen de Moncayo	5317	3297											2020		
2005	50235	San Mateo de Gállego	46665	25577											21088		
2005	50236	Santa Cruz de Grío	2311	1685											626		
2005	50237	Santa Cruz de Moncayo	879	663											216		
2005	50238	Santa Eulalia de Gállego	1568	1303											265		
2005	50239	Santed	2206	2029											177		
2005	50240	Sástago	26316	15699											10617		
2005	50241	Saviñán	9036	7253											1783		
2005	50242	Sediles	783	594											189		
2005	50243	Sestrica	4660	4110											550		
2005	50244	Sierra de Luna	5056	2859											2197		
2005	50245	Sigüés	2189	1393											796		
2005	50246	Sisamón	1735	1148											587		
2005	50247	Sobradiel	13140	7554											5586		
2005	50248	Sos del Rey Católico	9089	7354											1735		
2005	50249	Tabuenca	4422	3549											873		
2005	50250	Talamantes	898	717											181		
2005	50251	Tarazona	155401	97652											57749		
2005	50252	Tauste	109401	63635											45766		
2005	50253	Terrer	9069	8064											1005		
2005	50254	Tierga	2373	1524											849		
2005	50255	Tobed	3285	2428											857		
2005	50256	Torralba de los Frailes	4514	3942											572		
2005	50257	Torralba de Ribota	2012	1612											400		
2005	50258	Torralbilla	1123	984											139		
2005	50259	Torrehermosa	1586	823											763		
2005	50260	Torrelapaja	772	513											259		
2005	50261	Torrellas	3469	2322											1147		
2005	50262	Torres de Berrellén	18221	13363											4858		
2005	50263	Torrijo de la Cañada	3118	2294											824		
2005	50264	Tosos	4040	3810											230		
2005	50265	Trasmoz	1048	748											300		
2005	50266	Trasobares	1899	1673											226		
2005	50267	Uncastillo	9555	5835											3720		
2005	50268	Undués de Lerda	735	242											493		
2005	50269	Urrea de Jalón	4388	3162											1226		
2005	50270	Urriés	742	329											413		
2005	50271	Used	5919	4547											1372		
2005	50272	Utebo	431562	267164											164398		
2005	50273	Valdehorna	605	414											191		
2005	50274	Val de San Martín	473	349											124		
2005	50275	Valmadrid	926	755											171		
2005	50276	Valpalmas	1650	1178											472		
2005	50277	Valtorres	1935	1707											228		
2005	50278	Velilla de Ebro	3851	2082											1769		
2005	50279	Velilla de Jiloca	1620	1182											438		
2005	50280	Vera de Moncayo	9254	7990											1264		
2005	50281	Vierlas	1126	840											286		
2005	50282	Vilueña (La)	1576	1220											356		
2005	50283	Villadoz	963	939											24		
2005	50284	Villafeliche	3225	2679											546		
2005	50285	Villafranca de Ebro	23004	6115											16889		
2005	50286	Villalba de Perejil	591	447											144		
2005	50287	Villalengua	2631	1551											1080		
2005	50288	Villanueva de Gállego	154488	79078											75410		
2005	50289	Villanueva de Jiloca	2591	2293											298		
2005	50290	Villanueva de Huerva	15798	12809											2989		
2005	50291	Villar de los Navarros	2186	2036											150		
2005	50292	Villarreal de Huerva	3856	2205											1651		
2005	50293	Villarroya de la Sierra	11711	10452											1259		
2005	50294	Villarroya del Campo	1077	855											222		
2005	50295	Vistabella	1107	979											128		
2005	50296	Zaida (La)	17014	7679											9335		
2005	50297	Zaragoza	19072196	11489325											7582871		
2005	50298	Zuera	294186	154987											139199		
2005	50901	Biel	3578	2979											599		
2005	50902	Marracos	1338	1012											326		
2006	22001	Abiego	3329,67	2413,28	0			706,67		0	0			0	916,39	209,73	0
