Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre
2003	1	85	Actividades sanitarias y veterinarias, servicio social	01	La Jacetania
2003	1	45	Construcción	02	Alto Gállego
2003	1	15	Industria de productos alimenticios y bebidas	04	La Ribagorza
2003	1	60	Transporte terrestre; transporte por tuberías	04	La Ribagorza
2003	1	29	Industria de la construción de maquinaria y equipo mecánico	06	Hoya de Huesca / Plana de Uesca
2003	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	07	Somontano de Barbastro
2003	1	64	Correos y telecomunicaciones	08	Cinca Medio
2003	1	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	09	La Litera / La Llitera
2003	1	36	Fabricación de muebles; otras industrias manufactureras	10	Los Monegros
2003	1	60	Transporte terrestre; transporte por tuberías	10	Los Monegros
2003	1	29	Industria de la construción de maquinaria y equipo mecánico	11	Bajo Cinca / Baix Cinca
2003	1	26	Fabricación de otros productos minerales no metálicos	13	Campo de Borja
2003	1	60	Transporte terrestre; transporte por tuberías	14	Aranda
2003	1	60	Transporte terrestre; transporte por tuberías	16	Valdejalón
2003	1	71	Alquiler de maquinaria y equipo sin operario, de efectos personales y enseres domesticos	16	Valdejalón
2003	1	95	Hogares que emplean personal doméstico	17	Central
2003	1	74	Otras actividades empresariales	18	Ribera Baja del Ebro
2003	1	15	Industria de productos alimenticios y bebidas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	1	17	Industria textil	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	1	29	Industria de la construción de maquinaria y equipo mecánico	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	1	55	Hostelería	20	Comunidad de Calatayud
2003	1	85	Actividades sanitarias y veterinarias, servicio social	20	Comunidad de Calatayud
2003	1	29	Industria de la construción de maquinaria y equipo mecánico	22	Campo de Belchite
2003	1	34	Fabricación de vehículos de motor, remolques y semirremolques	22	Campo de Belchite
2003	1	60	Transporte terrestre; transporte por tuberías	23	Bajo Martín
2003	1	85	Actividades sanitarias y veterinarias, servicio social	24	Campo de Daroca
2003	1	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	25	Jiloca
2003	1	74	Otras actividades empresariales	25	Jiloca
2003	1	14	Extracción de minerales no metálicos ni energéticos	27	Andorra-Sierra de Arcos
2003	1	74	Otras actividades empresariales	27	Andorra-Sierra de Arcos
2003	1	92	Actividades recreativas, culturales y deportivas	28	Bajo Aragón
2003	1	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	30	Maestrazgo
2003	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	32	Gúdar-Javalambre
