Año	Residencia área código	Residencia continente nombre	Residencia área nombre	Inscripción provincia código	Inscripción provincia nombre	Sexo	Personas
2018	08	Oceanía	Oceanía	22	Huesca	Mujer	20
2018	08	Oceanía	Oceanía	44	Teruel	Hombre	25
2018	08	Oceanía	Oceanía	44	Teruel	Mujer	20
2018	08	Oceanía	Oceanía	50	Zaragoza	Hombre	117
2018	08	Oceanía	Oceanía	50	Zaragoza	Mujer	136
2019	01	Europa	UE-28	22	Huesca	Hombre	2109
2019	01	Europa	UE-28	22	Huesca	Mujer	2140
2019	01	Europa	UE-28	44	Teruel	Hombre	1097
2019	01	Europa	UE-28	44	Teruel	Mujer	1096
2019	01	Europa	UE-28	50	Zaragoza	Hombre	6149
2019	01	Europa	UE-28	50	Zaragoza	Mujer	6474
2019	02	Europa	Resto de Europa	22	Huesca	Hombre	221
2019	02	Europa	Resto de Europa	22	Huesca	Mujer	223
2019	02	Europa	Resto de Europa	44	Teruel	Hombre	96
2019	02	Europa	Resto de Europa	44	Teruel	Mujer	108
2019	02	Europa	Resto de Europa	50	Zaragoza	Hombre	698
2019	02	Europa	Resto de Europa	50	Zaragoza	Mujer	806
2019	03	África	Magreb	22	Huesca	Hombre	22
2019	03	África	Magreb	22	Huesca	Mujer	18
2019	03	África	Magreb	44	Teruel	Hombre	10
2019	03	África	Magreb	44	Teruel	Mujer	11
2019	03	África	Magreb	50	Zaragoza	Hombre	80
2019	03	África	Magreb	50	Zaragoza	Mujer	78
2019	04	África	Resto de África	22	Huesca	Hombre	157
2019	04	África	Resto de África	22	Huesca	Mujer	44
2019	04	África	Resto de África	44	Teruel	Hombre	8
2019	04	África	Resto de África	44	Teruel	Mujer	6
2019	04	África	Resto de África	50	Zaragoza	Hombre	261
2019	04	África	Resto de África	50	Zaragoza	Mujer	154
2019	05	América	América del Norte	22	Huesca	Hombre	210
2019	05	América	América del Norte	22	Huesca	Mujer	210
2019	05	América	América del Norte	44	Teruel	Hombre	172
2019	05	América	América del Norte	44	Teruel	Mujer	166
2019	05	América	América del Norte	50	Zaragoza	Hombre	1199
2019	05	América	América del Norte	50	Zaragoza	Mujer	1463
2019	06	América	Resto de América	22	Huesca	Hombre	1867
2019	06	América	Resto de América	22	Huesca	Mujer	1931
2019	06	América	Resto de América	44	Teruel	Hombre	1304
2019	06	América	Resto de América	44	Teruel	Mujer	1345
2019	06	América	Resto de América	50	Zaragoza	Hombre	5928
2019	06	América	Resto de América	50	Zaragoza	Mujer	6106
2019	07	Asia	Asia	22	Huesca	Hombre	41
2019	07	Asia	Asia	22	Huesca	Mujer	28
2019	07	Asia	Asia	44	Teruel	Hombre	26
2019	07	Asia	Asia	44	Teruel	Mujer	21
2019	07	Asia	Asia	50	Zaragoza	Hombre	390
2019	07	Asia	Asia	50	Zaragoza	Mujer	291
2019	08	Oceanía	Oceanía	22	Huesca	Hombre	16
2019	08	Oceanía	Oceanía	22	Huesca	Mujer	20
2019	08	Oceanía	Oceanía	44	Teruel	Hombre	25
2019	08	Oceanía	Oceanía	44	Teruel	Mujer	20
2019	08	Oceanía	Oceanía	50	Zaragoza	Hombre	123
2019	08	Oceanía	Oceanía	50	Zaragoza	Mujer	141
