Aragón	Accesible	Ascensor	Portero	Portero automático	Gas	Teléfono	Agua corriente	Agua caliente central	Evacuación aguas residuales	Número de edificios
Aragón	No accesible	Con ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	196
Aragón	No accesible	Con ascensor	Con portero	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	5
Aragón	No accesible	Con ascensor	Con portero	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	5
Aragón	No accesible	Con ascensor	Con portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	3
Aragón	No accesible	Con ascensor	Con portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	2
Aragón	No accesible	Con ascensor	Con portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	5
Aragón	No accesible	Con ascensor	Con portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	3
Aragón	No accesible	Con ascensor	Con portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	1
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	24
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	15
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	2
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	2
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	56
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	53
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	1
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	21
Aragón	No accesible	Con ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	11
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	11
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	33
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	16
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	8
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	7479
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	21
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	5803
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	3
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Sin evacuación	4
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Sin agua corriente	Sin agua caliente	Otro tipo de evacuación	2
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Con teléfono	Sin agua corriente	Sin agua caliente	Sin evacuación	9
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	1
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	1
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	3
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	339
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	2
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	184
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Sin evacuación	1
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Sin agua corriente	Sin agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Con gas	Sin teléfono	Sin agua corriente	Sin agua caliente	Sin evacuación	2
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	164
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	120
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	35
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	60
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Sin evacuación	3
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	23693
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	195
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	12094
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	26
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Sin evacuación	61
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Sin agua corriente	Sin agua caliente	Otro tipo de evacuación	10
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Con teléfono	Sin agua corriente	Sin agua caliente	Sin evacuación	65
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	9
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	12
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	3
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	13
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	2102
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	17
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	1471
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	5
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Sin evacuación	17
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Sin agua corriente	Sin agua caliente	Otro tipo de evacuación	3
Aragón	No accesible	Sin ascensor	 No aplicable	Con portero automático	Sin gas	Sin teléfono	Sin agua corriente	Sin agua caliente	Sin evacuación	30
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	1
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	409
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	147
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	1
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	3
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	23
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	1
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	5
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	59
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	2
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	256
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	194
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	23
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Sin ascensor	Con portero	Con portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	14
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	21
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	14
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	1
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	2
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	12
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	33
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	19
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	3
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	9
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	1
Aragón	No accesible	Sin ascensor	Con portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	4
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	34
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	45
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	29
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	21
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Sin evacuación	8
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	8366
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	31
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	2896
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	10
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Sin evacuación	22
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Sin agua corriente	Sin agua caliente	Otro tipo de evacuación	3
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Con teléfono	Sin agua corriente	Sin agua caliente	Sin evacuación	39
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	6
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	12
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	12
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	15
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Sin evacuación	1
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	1607
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	2
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	1448
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	4
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Sin evacuación	8
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Sin agua corriente	Sin agua caliente	Otro tipo de evacuación	5
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Con gas	Sin teléfono	Sin agua corriente	Sin agua caliente	Sin evacuación	15
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	141
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	747
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	105
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	520
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Sin evacuación	73
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	70863
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	407
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	27250
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	247
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Agua corriente abastecimiento público	Sin agua caliente	Sin evacuación	357
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Sin agua corriente	Sin agua caliente	Otro tipo de evacuación	28
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Con teléfono	Sin agua corriente	Sin agua caliente	Sin evacuación	289
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Con agua caliente	Alcantarillado	23
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Con agua caliente	Otro tipo de evacuación	189
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Alcantarillado	198
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Otro tipo de evacuación	209
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento privado	Sin agua caliente	Sin evacuación	71
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Alcantarillado	25262
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Con agua caliente	Otro tipo de evacuación	112
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Alcantarillado	25093
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Otro tipo de evacuación	159
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Agua corriente abastecimiento público	Sin agua caliente	Sin evacuación	335
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Sin agua corriente	Sin agua caliente	Otro tipo de evacuación	94
Aragón	No accesible	Sin ascensor	Sin portero	Sin portero automático	Sin gas	Sin teléfono	Sin agua corriente	Sin agua caliente	Sin evacuación	1689
