Año	Municipio código	Municipio nombre	Urbano, parcelas	Urbano, superficie	Urbano, bienes inmuebles	Urbano, valor catastral total	Urbano, valor catastral construcción	Urbano, valor catastral suelo
2015	44131	Josa	229	2,46	237	1344,5	1153,33	191,16
2015	44132	Lagueruela	164	2,36	167	1030,47	870,51	159,96
2015	44133	Lanzuela	90	1,97	91	829,99	661,88	168,11
2015	44135	Libros	297	2,99	326	2188,77	1516,72	672,05
2015	44136	Lidón	169	4,45	172	1248,43	996,55	251,88
2015	44137	Linares de Mora	574	10,64	643	11252,75	8130,03	3122,72
2015	44138	Loscos	585	6,92	591	2366,11	1870,59	495,52
2015	44141	Lledó	259	5,57	261	3129,6	2204,44	925,16
2015	44142	Maicas	140	1,49	141	1036,83	940,87	95,97
2015	44143	Manzanera	1577	40,6	1959	26329,27	21421,16	4908,1
2015	44144	Martín del Río	578	15,35	684	14297	9280,56	5016,44
2015	44145	Mas de las Matas	1429	47,19	1696	49185,16	24975,81	24209,35
2015	44146	Mata de los Olmos (La)	261	8,4	273	4110,37	3163,35	947,02
2015	44147	Mazaleón	664	12,5	700	10801,93	7014,58	3787,34
2015	44148	Mezquita de Jarque	144	12,77	146	2347,85	1966,43	381,41
2015	44149	Mirambel	249	3,61	280	3944,77	3255,73	689,04
2015	44150	Miravete de la Sierra	130	1,78	141	1003,06	879,99	123,07
2015	44151	Molinos	473	5,73	529	8340,6	7371,61	969
2015	44152	Monforte de Moyuela	250	3,69	252	1777,03	1324,04	452,99
2015	44153	Monreal del Campo	1917	97,55	2402	83710,81	51581,71	32129,1
2015	44154	Monroyo	397	6,79	407	7928,01	6748,67	1179,34
2015	44155	Montalbán	1362	37,98	2051	54008,18	31056,88	22951,3
2015	44156	Monteagudo del Castillo	175	4,17	189	1131,89	788,09	343,8
2015	44157	Monterde de Albarracín	294	4,07	295	1865,52	1302,17	563,35
2015	44158	Mora de Rubielos	1967	77,39	3236	50077,11	36791,51	13285,6
2015	44159	Moscardón	185	2,76	187	2925,18	2008,72	916,45
2015	44160	Mosqueruela	950	24,24	1076	17414,93	10971,5	6443,43
2015	44161	Muniesa	940	22,29	968	21064,14	12603,03	8461,11
2015	44163	Noguera de Albarracín	328	5,34	373	8449,04	6029,52	2419,52
2015	44164	Nogueras	194	2,2	194	1203,18	932,4	270,78
2015	44165	Nogueruelas	448	6,32	527	10687,83	7692,27	2995,57
2015	44167	Obón	404	2,72	412	3893,36	3304,56	588,8
2015	44168	Odón	360	7,3	364	3750,16	2582,26	1167,9
2015	44169	Ojos Negros	891	22,21	963	16085,49	11022	5063,49
2015	44171	Olba	1028	13,77	1102	18124,25	11956,59	6167,66
2015	44172	Oliete	837	7,82	879	9702,43	5731,76	3970,66
2015	44173	Olmos (Los)	257	2,56	269	2016,19	1801,37	214,82
2015	44174	Orihuela del Tremedal	809	40,21	973	14600,91	9196,44	5404,47
2015	44175	Orrios	213	4,83	214	2119,28	1687,99	431,29
2015	44176	Palomar de Arroyos	289	6,19	313	2495,51	2033,74	461,77
2015	44177	Pancrudo	386	9,03	393	2448,16	1907,96	540,21
2015	44178	Parras de Castellote (Las)	366	4,27	380	3392,26	2911,1	481,16
2015	44179	Peñarroya de Tastavins	505	6,6	535	9654,65	7277,93	2376,72
2015	44180	Peracense	201	2,34	203	1530,64	1083,27	447,37
2015	44181	Peralejos	125	2,66	132	1113,97	797,19	316,77
2015	44182	Perales del Alfambra	360	14,29	384	6495,76	4969,2	1526,56
2015	44183	Pitarque	261	1,94	270	1310,43	1085,8	224,63
2015	44184	Plou	179	3	181	3085,85	2091,61	994,25
2015	44185	Pobo (El)	203	5,13	210	2104,55	1489,17	615,38
2015	44187	Portellada (La)	363	8,57	372	9148,21	7206,9	1941,31
2015	44189	Pozondón	226	3,79	231	4768,19	3649,24	1118,95
2015	44190	Pozuel del Campo	322	4,52	323	1889,81	1309,46	580,35
2015	44191	Puebla de Híjar (La)	1208	100,87	1333	49750	29583,28	20166,72
2015	44192	Puebla de Valverde (La)	672	25,56	825	14509,47	12095,78	2413,69
2015	44193	Puertomingalvo	336	4,44	499	10646,65	9033,39	1613,26
2015	44194	Ráfales	348	5,29	354	7755,16	5917,48	1837,68
2015	44195	Rillo	193	4,2	198	1597,29	1296,18	301,11
2015	44196	Riodeva	648	5,7	657	2038,56	1191,09	847,46
2015	44197	Ródenas	279	4,65	286	4067,94	2641,01	1426,94
2015	44198	Royuela	482	7,53	500	6654,97	4621,99	2032,98
2015	44199	Rubiales	131	1,79	138	943,45	720,79	222,65
2015	44200	Rubielos de la Cérida	174	3	178	595,6	541,86	53,74
2015	44201	Rubielos de Mora	1096	40,69	1865	29475,95	18361,87	11114,08
2015	44203	Salcedillo	65	1,06	65	212,81	158,73	54,09
2015	44204	Saldón	208	2,23	215	1288,18	882	406,18
2015	44205	Samper de Calanda	953	25,41	1020	29609,28	19364,35	10244,93
2015	44206	San Agustín	532	10,1	633	8611,78	6322,45	2289,33
2015	44207	San Martín del Río	672	10,86	676	6294,68	3658,33	2636,34
2015	44208	Santa Cruz de Nogueras	139	2,24	139	1000,29	718,21	282,08
2015	44209	Santa Eulalia	1163	118,16	1251	55125,61	32328,61	22797,01
2015	44210	Sarrión	1814	75,72	2102	50207,11	35518,96	14688,16
2015	44211	Segura de los Baños	224	3,43	230	1284,82	1011,46	273,36
2015	44212	Seno	150	2,15	160	1679,7	1414,19	265,5
2015	44213	Singra	201	4,48	206	1713,01	1173,73	539,27
2015	44215	Terriente	416	6,69	420	7627,42	5441,17	2186,26
2015	44216	Teruel	8431	1035,77	37103	1518049,06	1035507,93	482541,13
2015	44217	Toril y Masegoso	110	1,08	111	777,38	549,6	227,78
2015	44218	Tormón	114	0,98	119	1090,95	761,96	328,99
2015	44219	Tornos	532	13,76	536	6217,78	3633,5	2584,28
2015	44220	Torralba de los Sisones	279	8,17	282	7614,69	5416,56	2198,13
2015	44221	Torrecilla de Alcañiz	500	11,37	534	17178,57	10406,41	6772,16
2015	44222	Torrecilla del Rebollar	365	8,45	369	10100,17	7563,77	2536,4
2015	44223	Torre de Arcas	156	1,42	164	1284,26	1112,03	172,23
2015	44224	Torre de las Arcas	162	2,2	167	956,03	808,46	147,56
2015	44225	Torre del Compte	362	8,04	380	7005,2	5047,73	1957,47
2015	44226	Torrelacárcel	515	17,52	516	5347,57	3116,54	2231,03
2015	44227	Torre los Negros	216	3,65	217	1690,85	1345,83	345,01
2015	44228	Torremocha de Jiloca	236	6,27	238	5076,15	3639,28	1436,87
2015	44229	Torres de Albarracín	389	10,92	394	9771,67	6702,07	3069,59
2015	44230	Torrevelilla	278	5,82	299	10650,78	5711,54	4939,24
2015	44231	Torrijas	328	4,43	378	7178,88	6019,61	1159,27
2015	44232	Torrijo del Campo	554	14,19	582	13805,82	8145,88	5659,95
2015	44234	Tramacastiel	347	3,4	361	1977,95	1361,17	616,78
2015	44235	Tramacastilla	363	3,6	378	5441,46	4410,63	1030,83
2015	44236	Tronchón	285	3,12	297	5638,87	4055,18	1583,7
2015	44237	Urrea de Gaén	634	9,4	675	10605,68	6513,99	4091,69
2015	44238	Utrillas	1315	53,65	2956	29455,74	24586,97	4868,77
2015	44239	Valacloche	78	1,18	87	768,91	525,17	243,74
2015	44240	Valbona	563	11,31	633	8877,22	6173,51	2703,7
2015	44241	Valdealgorfa	772	18,14	848	17998,21	9978,81	8019,39
2015	44243	Valdecuenca	203	2,52	213	3278,84	2299,71	979,12
2015	44244	Valdelinares	301	7,76	395	4856,52	3631,75	1224,78
2015	44245	Valdeltormo	528	10,47	538	8676,92	7577,74	1099,18
2015	44246	Valderrobres	1522	60,05	2559	67345,85	47772,3	19573,55
2015	44247	Valjunquera	466	10,48	475	15482,76	10173,22	5309,54
2015	44249	Vallecillo (El)	142	1,08	147	2703,72	1930,53	773,2
2015	44250	Veguillas de la Sierra	110	1,37	110	1161,71	799,57	362,14
2015	44251	Villafranca del Campo	505	14,48	512	5461,11	3787,37	1673,74
2015	44252	Villahermosa del Campo	191	4,85	194	2160,98	1717,09	443,89
2015	44256	Villanueva del Rebollar de la Sierra	131	2,85	131	854,62	681,2	173,42
2015	44257	Villar del Cobo	367	7,18	393	7080,44	5457,78	1622,65
2015	44258	Villar del Salz	178	2,59	181	1389,71	955,84	433,88
2015	44260	Villarluengo	429	6,01	473	3703,02	3123,85	579,16
2015	44261	Villarquemado	839	32,3	859	21002,09	12418,22	8583,87
2015	44262	Villarroya de los Pinares	313	5,31	331	2973,47	2359,6	613,86
2015	44263	Villastar	452	14,4	700	19694,2	14387,66	5306,55
2015	44264	Villel	572	9,76	614	13445	9208,4	4236,6
2015	44265	Vinaceite	296	5,97	306	4827,24	3405,27	1421,97
2015	44266	Visiedo	257	7,39	258	2158,39	1669,52	488,87
2015	44267	Vivel del Río Martín	337	5,59	341	3460,43	2703,59	756,84
2015	44268	Zoma (La)	82	1,01	87	338,17	289,51	48,67
2015	50001	Abanto	304	3,76	310	1558,5	1081,9	476,6
2015	50002	Acered	373	6,56	391	7164,08	4677,65	2486,44
2015	50003	Agón	186	7,68	190	2701,2	1862,85	838,35
2015	50004	Aguarón	854	20,43	923	13998,74	8357,21	5641,53
2015	50005	Aguilón	507	5,56	516	2756,03	1638,06	1117,97
2015	50006	Ainzón	878	39,2	1155	21600,81	13297,17	8303,63
2015	50007	Aladrén	203	1,65	209	2005,57	1339,22	666,35
2015	50008	Alagón	2055	156,25	5307	212536,97	146219,66	66317,31
2015	50009	Alarba	231	3,56	235	4425,54	3259,15	1166,38
2015	50010	Alberite de San Juan	104	3,12	110	858,59	594,33	264,26
2015	50011	Albeta	267	38,91	281	7552,19	3943,26	3608,94
2015	50012	Alborge	192	4,19	193	2146,93	1547,83	599,1
2015	50013	Alcalá de Ebro	272	11,84	290	4246,64	2908,53	1338,11
2015	50014	Alcalá de Moncayo	295	4,35	329	2658,57	1892,32	766,25
2015	50015	Alconchel de Ariza	490	5,44	506	4519,17	3132,28	1386,88
2015	50016	Aldehuela de Liestos	165	2,49	166	2251,75	1072,05	1179,7
2015	50017	Alfajarín	1402	240,32	1793	108699,15	74567,47	34131,68
2015	50018	Alfamén	977	55,14	1046	26665,55	14494,84	12170,71
2015	50019	Alforque	175	4,39	175	2103,35	1462,05	641,3
2015	50020	Alhama de Aragón	941	57,57	1449	73157,81	43136,33	30021,48
2015	50021	Almochuel	73	2,12	100	943,17	675,3	267,86
2015	50022	Almolda (La)	541	22,01	560	12853,08	7480,06	5373,02
2015	50023	Almonacid de la Cuba	470	5,85	472	3752,81	2586,1	1166,7
2015	50024	Almonacid de la Sierra	1177	26,11	1260	23519,13	15225,31	8293,82
2015	50025	Almunia de Doña Godina (La)	2694	384,94	5310	381454,42	199611,33	181843,09
2015	50026	Alpartir	533	8,59	608	14152,93	9106,68	5046,25
2015	50027	Ambel	425	9,37	570	3578,83	2239,4	1339,43
2015	50028	Anento	214	2,88	225	2943,67	2009,49	934,18
2015	50029	Aniñón	807	18,67	1006	22533,59	16834,8	5698,79
2015	50030	Añón de Moncayo	773	16,14	849	11970,55	8416,46	3554,1
2015	50031	Aranda de Moncayo	536	5	585	10892,71	6510,54	4382,17
2015	50032	Arándiga	699	9,49	720	8667,6	5078,44	3589,15
2015	50033	Ardisa	159	3,85	173	2046,22	1157,29	888,92
2015	50034	Ariza	1203	49,18	1612	29086,19	16986,59	12099,6
2015	50035	Artieda	136	1,81	156	1322,36	987,68	334,68
2015	50036	Asín	171	2,38	185	2665,68	1827,66	838,02
2015	50037	Atea	580	8,83	586	3863,4	2258,33	1605,07
2015	50038	Ateca	1263	54,04	1976	71151,45	43300,26	27851,19
2015	50039	Azuara	1218	64,78	1249	23453,26	13509,78	9943,48
2015	50040	Badules	204	6,4	205	3641,32	2550,26	1091,05
2015	50041	Bagüés	74	0,91	74	1604,22	1123,09	481,12
2015	50042	Balconchán	87	1,06	88	650,49	456,22	194,27
2015	50043	Bárboles	380	19,33	420	6526,78	4645,49	1881,29
2015	50044	Bardallur	378	6,43	384	4521,85	3230,51	1291,34
2015	50045	Belchite	1051	53,75	1238	21842,18	12550,86	9291,32
2015	50046	Belmonte de Gracián	357	5,54	373	3636,17	2503,94	1132,23
2015	50047	Berdejo	158	1,84	169	2215,34	1303	912,33
2015	50048	Berrueco	93	2,2	93	1830,08	1046,52	783,56
2015	50050	Bijuesca	356	3,09	386	3509,64	2522,77	986,87
2015	50051	Biota	863	24,17	1052	17648,07	10735,67	6912,4
2015	50052	Bisimbre	125	10,06	131	4969,4	4072,12	897,28
2015	50053	Boquiñeni	745	33,55	780	16824,88	10188,76	6636,12
2015	50054	Bordalba	278	3,59	284	2974,04	1959,64	1014,39
2015	50055	Borja	2492	161,74	5484	124647,68	84279,02	40368,66
2015	50056	Botorrita	463	33,58	536	14668,63	10056,92	4611,7
2015	50057	Brea de Aragón	966	31,92	1760	41788,73	25115,77	16672,96
2015	50058	Bubierca	306	4,09	315	1319,2	911,44	407,76
2015	50059	Bujaraloz	838	81,85	892	38199,91	22638,21	15561,7
2015	50060	Bulbuente	407	19,48	522	7553,21	5535,9	2017,31
2015	50061	Bureta	276	7,85	302	3599,6	2486,33	1113,27
2015	50062	Burgo de Ebro (El)	1541	319,96	2422	193107,16	127652,39	65454,78
2015	50063	Buste (El)	233	6,02	256	3019,58	2096,4	923,18
2015	50064	Cabañas de Ebro	543	79,76	609	26650,23	18853,43	7796,79
2015	50065	Cabolafuente	292	5,73	302	1704,11	1164,06	540,05
2015	50066	Cadrete	2070	231,95	4661	385147,03	148901,29	236245,74
2015	50067	Calatayud	4986	425,57	21102	750196,58	516788	233408,59
2015	50068	Calatorao	1976	388,53	2423	131173,27	59769,06	71404,21
2015	50069	Calcena	209	2,85	215	2765,42	2155,88	609,53
2015	50070	Calmarza	229	2,58	236	3553,52	2564,07	989,46
2015	50071	Campillo de Aragón	320	3,79	322	4693,72	3239,9	1453,82
2015	50072	Carenas	610	11,83	644	7701,97	4652,23	3049,74
2015	50073	Cariñena	1400	169,91	3057	94037,38	57279,57	36757,82
2015	50074	Caspe	5322	307,83	8920	255357,89	146113,96	109243,92
2015	50075	Castejón de Alarba	212	2,54	218	2695,72	1554,89	1140,83
2015	50076	Castejón de las Armas	246	3,26	263	2053,07	1458,32	594,74
2015	50077	Castejón de Valdejasa	407	11,33	436	6442	3518,2	2923,8
2015	50078	Castiliscar	411	11,02	452	9472,21	5512,26	3959,95
2015	50079	Cervera de la Cañada	495	11,28	525	5948,03	3565,75	2382,27
2015	50080	Cerveruela	247	1,94	252	426,4	291,51	134,89
2015	50081	Cetina	1032	71,68	1072	30073,67	18440,2	11633,47
2015	50082	Cimballa	348	6,73	360	4314,85	2819,64	1495,21
2015	50083	Cinco Olivas	203	4,93	204	2601,09	1898,17	702,92
2015	50084	Clarés de Ribota	323	2,61	352	2556,89	1718,93	837,97
2015	50085	Codo	387	8,15	390	5843,7	4040,53	1803,17
2015	50086	Codos	565	5,18	596	5690,26	3620,49	2069,76
2015	50087	Contamina	133	1,78	136	538,25	378,84	159,41
2015	50088	Cosuenda	660	21,3	747	13868,6	8632,59	5236,01
2015	50089	Cuarte de Huerva	2254	393,49	11389	689591,74	326607,19	362984,55
2015	50090	Cubel	384	6,6	391	2829,22	1947,86	881,37
2015	50091	Cuerlas (Las)	240	4,73	243	4017,74	2048,21	1969,52
2015	50092	Chiprana	598	10,51	621	9427,1	5701,86	3725,24
2015	50093	Chodes	223	3,98	226	2041,06	1423,88	617,18
2015	50094	Daroca	1574	80,32	2536	104067,79	63109,17	40958,62
2015	50095	Ejea de los Caballeros	5920	807,18	14921	712574,31	375920,74	336653,57
2015	50096	Embid de Ariza	231	2,84	239	2301,38	1592,37	709,01
2015	50098	Encinacorba	422	7,91	470	4800,56	3476,45	1324,11
2015	50099	Épila	2947	244,56	3676	114521,82	64756,03	49765,79
2015	50100	Erla	452	17,82	479	9323,04	6299,2	3023,84
2015	50101	Escatrón	1540	461,93	1622	28059,47	19605,93	8453,54
2015	50102	Fabara	1085	23,36	1134	25305,07	14205,48	11099,59
2015	50104	Farlete	431	28,44	434	9324,53	6234,68	3089,85
2015	50105	Fayón	467	47,19	485	17095,34	10541,19	6554,16
2015	50106	Fayos (Los)	262	3,04	283	3204,05	2214,67	989,38
2015	50107	Figueruelas	755	614,07	1031	349955,16	208568,51	141386,65
2015	50108	Fombuena	137	1,52	136	855,62	586,11	269,51
2015	50109	Frago (El)	224	3,64	226	3883,62	2470,24	1413,37
2015	50110	Frasno (El)	852	22,7	959	18875,2	11348,55	7526,66
2015	50111	Fréscano	243	8,44	253	2997,26	2149,42	847,83
2015	50113	Fuendejalón	754	29,8	805	23764,6	14632,67	9131,93
2015	50114	Fuendetodos	242	9,02	243	7233,34	4167,98	3065,35
2015	50115	Fuentes de Ebro	2386	153,54	3520	112242,04	64635,6	47606,44
2015	50116	Fuentes de Jiloca	469	9,87	509	8202,31	4853,12	3349,19
2015	50117	Gallocanta	290	8,59	291	2541,38	1765,88	775,5
2015	50118	Gallur	1712	175,74	2420	71069,28	34238,42	36830,86
2015	50119	Gelsa	904	82,91	981	41540,1	21870,8	19669,3
2015	50120	Godojos	214	3,98	225	1365,07	943,48	421,59
2015	50121	Gotor	428	4,94	459	6323,72	4520,71	1803,01
2015	50122	Grisel	200	3,37	203	2836,94	2248,5	588,43
2015	50123	Grisén	406	28,35	510	10834,04	7446,39	3387,65
2015	50124	Herrera de los Navarros	1166	16,87	1218	16066,61	9349,04	6717,56
2015	50125	Ibdes	875	24,64	943	21380,77	12931,99	8448,78
2015	50126	Illueca	1369	138,91	3543	106368,95	47995,97	58372,98
2015	50128	Isuerre	95	0,96	101	1474,21	1130,17	344,03
2015	50129	Jaraba	515	23,34	582	25162,82	19874,63	5288,18
2015	50130	Jarque de Moncayo	952	13,44	1116	10919,44	6548,13	4371,31
2015	50131	Jaulín	330	10,26	338	4385,48	3035,45	1350,03
2015	50132	Joyosa (La)	501	171,35	789	89858,04	20553,5	69304,54
2015	50133	Lagata	251	4,59	251	4626,58	3232,39	1394,19
2015	50134	Langa del Castillo	383	7,45	402	6404,34	4427,54	1976,8
2015	50135	Layana	148	4,94	166	3980,77	2135,59	1845,18
2015	50136	Lécera	934	29,55	949	25281,98	14694,5	10587,49
2015	50137	Leciñena	908	64,25	1004	42775,76	28775,75	14000,01
2015	50138	Lechón	74	1,78	76	1545,55	1036,98	508,57
2015	50139	Letux	522	16,27	526	14065,06	9007,02	5058,04
2015	50140	Litago	492	7,79	517	6852,3	3998,34	2853,96
2015	50141	Lituénigo	318	3,17	353	4432,7	3147,15	1285,55
2015	50142	Lobera de Onsella	185	1,81	192	1248,63	911,89	336,74
2015	50143	Longares	675	53,31	863	29985,32	18193,14	11792,18
2015	50144	Longás	129	1,21	131	759,24	598,18	161,06
2015	50146	Lucena de Jalón	341	10,3	397	5990,69	4103,54	1887,15
2015	50147	Luceni	843	69,79	980	24178,24	14446,79	9731,45
2015	50148	Luesia	516	10,36	606	8152,41	5040,57	3111,84
2015	50149	Luesma	189	2,76	189	640,7	439,39	201,31
2015	50150	Lumpiaque	887	22,81	977	26535,27	13278,36	13256,91
2015	50151	Luna	894	24,35	1024	15462,47	9140,54	6321,92
2015	50152	Maella	1838	68,43	1971	61076,54	26220,34	34856,2
2015	50153	Magallón	933	46,17	1151	25984,7	16340,5	9644,2
2015	50154	Mainar	215	4,84	219	3713,35	2666,85	1046,5
2015	50155	Malanquilla	316	3,78	321	4384,64	2599,44	1785,2
2015	50156	Maleján	266	3,9	278	4719,81	3551,94	1167,87
2015	50157	Malón	448	13,61	468	6575,78	4511,52	2064,26
2015	50159	Maluenda	731	19,78	897	17600,7	10985,34	6615,36
2015	50160	Mallén	1777	98,87	2269	67660,86	42333,35	25327,51
2015	50161	Manchones	290	3,81	299	3351,53	2331,44	1020,09
2015	50162	Mara	335	9,4	351	7901,53	4627,22	3274,32
2015	50163	María de Huerva	863	163,74	3421	113182,05	87968,51	25213,54
2015	50164	Mediana de Aragón	356	7,21	371	4903,96	3432,4	1471,56
2015	50165	Mequinenza	1406	39,4	1962	37291,95	22393,66	14898,3
2015	50166	Mesones de Isuela	531	9,12	550	6623,85	3951,23	2672,62
2015	50167	Mezalocha	332	8,22	342	5169,98	3155,38	2014,6
2015	50168	Mianos	59	1,36	61	1000,93	635,26	365,67
2015	50169	Miedes de Aragón	552	12,41	622	9836,26	7061,48	2774,78
2015	50170	Monegrillo	350	19,74	395	11111,34	7642,59	3468,75
2015	50171	Moneva	291	4,48	293	3383,36	2341,24	1042,12
2015	50172	Monreal de Ariza	411	14,79	423	8075,4	5797,4	2278
2015	50173	Monterde	415	6,48	445	5329,37	3254,54	2074,83
2015	50174	Montón	220	2,98	237	1881,48	1355,39	526,09
2015	50175	Morata de Jalón	1253	49,43	1520	28231,3	16087,54	12143,76
2015	50176	Morata de Jiloca	481	11,38	505	4447,77	3266,8	1180,97
2015	50177	Morés	742	28,24	867	10461,01	5940,13	4520,88
2015	50178	Moros	741	15,11	842	8726,88	5973,19	2753,69
2015	50179	Moyuela	564	10,65	573	6406,21	3845,58	2560,62
2015	50180	Mozota	235	9,34	236	5306,48	2863,65	2442,84
2015	50181	Muel	1307	347,12	1816	85972,4	47588,39	38384
2015	50182	Muela (La)	2413	782,48	7171	369941,04	134752,77	235188,27
2015	50183	Munébrega	551	11,92	591	9405,13	6491,98	2913,15
2015	50184	Murero	270	3,15	288	3460,19	2212,33	1247,86
2015	50185	Murillo de Gállego	494	73,08	530	11685,43	8246,32	3439,11
2015	50186	Navardún	151	3,18	156	2744,39	1637,34	1107,05
2015	50187	Nigüella	219	3,12	225	1361	929,05	431,95
2015	50188	Nombrevilla	129	2,17	129	919,27	699,58	219,7
2015	50189	Nonaspe	1143	38,15	1206	28100,43	15923,72	12176,71
2015	50190	Novallas	697	16,82	864	15587,53	10190,9	5396,64
2015	50191	Novillas	469	15,7	484	12471,15	8751,2	3719,94
2015	50192	Nuévalos	432	59,08	542	20388,34	13568,04	6820,29
2015	50193	Nuez de Ebro	737	167,24	841	82930,22	22566,05	60364,18
2015	50194	Olvés	276	3,71	296	4019,1	2235,31	1783,79
2015	50195	Orcajo	215	3,69	217	1572,15	1081,89	490,27
2015	50196	Orera	167	3,42	181	3735,68	2980,44	755,23
2015	50197	Orés	268	3,23	277	1502,05	1038,71	463,34
2015	50198	Oseja	112	0,95	116	314,73	226,37	88,36
2015	50199	Osera de Ebro	593	151,49	658	28387,28	20732,17	7655,11
2015	50200	Paniza	780	28,92	848	21906,16	13433,1	8473,06
2015	50201	Paracuellos de Jiloca	548	20,9	653	10467,74	6318,55	4149,19
2015	50202	Paracuellos de la Ribera	375	4,47	411	3398,79	2418,45	980,34
2015	50203	Pastriz	808	87,17	1019	36846,12	26505,84	10340,29
2015	50204	Pedrola	1641	370,8	2673	269479,25	166635,94	102843,31
2015	50205	Pedrosas (Las)	162	7,3	202	3414,83	2070,62	1344,21
2015	50206	Perdiguera	688	43,51	739	19466,97	9082,01	10384,96
2015	50207	Piedratajada	207	9,74	219	4755,01	2448,4	2306,61
2015	50208	Pina de Ebro	1297	70,72	1681	56962	32146,41	24815,59
2015	50209	Pinseque	2040	232,52	3605	192307,64	112099,18	80208,46
2015	50210	Pintanos (Los)	215	2,88	217	2603,15	1517,99	1085,16
2015	50211	Plasencia de Jalón	392	10,57	419	7584,58	5867,12	1717,46
2015	50212	Pleitas	85	2,02	90	849,17	592,2	256,97
2015	50213	Plenas	453	5,89	463	3682,93	2649,5	1033,43
2015	50214	Pomer	209	2,42	218	2338,07	1974,96	363,11
2015	50215	Pozuel de Ariza	258	3,65	261	1046,5	721,19	325,3
2015	50216	Pozuelo de Aragón	400	15,14	401	4462,93	3155,56	1307,37
2015	50217	Pradilla de Ebro	528	17,96	559	11488,05	8577,87	2910,18
2015	50218	Puebla de Albortón	214	5,3	214	1636,58	1124,67	511,91
2015	50219	Puebla de Alfindén (La)	1633	319,01	5620	456727,16	245183,28	211543,88
2015	50220	Puendeluna	132	4,26	142	1582,12	871,7	710,42
2015	50221	Purujosa	188	1,34	213	961,27	682,48	278,79
2015	50222	Quinto	1553	174,97	1770	84209,22	21125,21	63084,01
2015	50223	Remolinos	747	31,44	864	26627,59	16448,16	10179,43
2015	50224	Retascón	130	2,4	138	1184,13	832,33	351,81
2015	50225	Ricla	1593	85,18	2304	120341,03	51052,49	69288,54
2015	50227	Romanos	173	4,02	173	2104,94	1451,53	653,41
2015	50228	Rueda de Jalón	367	9,01	370	4125,78	3068,32	1057,47
2015	50229	Ruesca	102	2,11	102	1607,54	962,59	644,95
2015	50230	Sádaba	1162	109,92	1594	72478,61	34512,21	37966,4
2015	50231	Salillas de Jalón	457	15,11	487	7426,27	4959	2467,26
2015	50232	Salvatierra de Esca	375	5,03	424	6971,57	4250,35	2721,22
2015	50233	Samper del Salz	204	3,24	205	2882,82	2141,19	741,64
2015	50234	San Martín de la Virgen de Moncayo	641	68,45	766	11151,43	6867,55	4283,88
2015	50235	San Mateo de Gállego	2774	397,22	3775	219589,4	91296,92	128292,48
2015	50236	Santa Cruz de Grío	306	3,95	442	2807,73	1976,99	830,74
2015	50237	Santa Cruz de Moncayo	191	3,93	206	2655,31	1641,87	1013,44
2015	50238	Santa Eulalia de Gállego	245	3,59	268	4639,12	2842,25	1796,87
2015	50239	Santed	147	2,95	148	2414,65	1181,42	1233,24
2015	50240	Sástago	1062	29,82	1159	31783,67	25738,16	6045,51
2015	50241	Saviñán	576	19,71	725	14921,46	9348,03	5573,43
2015	50242	Sediles	190	2,75	197	2098	1558,64	539,36
2015	50243	Sestrica	750	13,07	805	7710,12	4760,25	2949,87
2015	50244	Sierra de Luna	375	14,57	403	6961,51	4923,39	2038,11
2015	50245	Sigüés	252	5,85	276	2621,1	1923,02	698,08
2015	50246	Sisamón	372	5,76	375	1902,45	1314,42	588,03
2015	50247	Sobradiel	517	124,28	869	101665,12	34395,95	67269,17
2015	50248	Sos del Rey Católico	737	18,85	1044	18409,34	11724,24	6685,1
2015	50249	Tabuenca	741	13,12	781	8518,95	5247,88	3271,07
2015	50250	Talamantes	221	1,96	231	2321,02	1628,03	692,99
2015	50251	Tarazona	4115	228,22	11279	250852,78	153062,83	97789,95
2015	50252	Tauste	3185	751,78	6131	331676,07	179832,81	151843,26
2015	50253	Terrer	602	26,55	720	22929,01	14063,7	8865,31
2015	50254	Tierga	401	5,61	428	4270,94	3012,85	1258,09
2015	50255	Tobed	421	5,94	457	8208,35	5187,83	3020,51
2015	50256	Torralba de los Frailes	348	7,02	352	4940,64	2962,8	1977,85
2015	50257	Torralba de Ribota	357	6,83	372	4963,8	3728,21	1235,59
2015	50258	Torralbilla	227	3,55	229	1408,07	991,88	416,2
2015	50259	Torrehermosa	224	5,7	230	4171,56	2555,91	1615,65
2015	50260	Torrelapaja	126	2,57	130	1214,56	824,13	390,43
2015	50261	Torrellas	480	8,28	591	9509,97	6493,55	3016,41
2015	50262	Torres de Berrellén	787	44,56	1156	66094,85	37683,65	28411,21
2015	50263	Torrijo de la Cañada	706	9,03	748	6595,94	3508,76	3087,18
2015	50264	Tosos	397	4,64	431	6793,3	5051,2	1742,1
2015	50265	Trasmoz	189	2,8	213	1529,36	1081,41	447,95
2015	50266	Trasobares	527	4,77	559	5128,66	3073,68	2054,98
2015	50267	Uncastillo	907	28,65	1091	39608,1	16187,06	23421,05
2015	50268	Undués de Lerda	160	2,25	161	1241,44	859,24	382,2
2015	50269	Urrea de Jalón	438	13,48	455	8622,25	6026,05	2596,2
2015	50270	Urriés	157	2,93	175	1479,02	1012,07	466,95
2015	50271	Used	626	15,52	627	7960,91	4708,03	3252,88
2015	50272	Utebo	2080	313,34	13546	660739,66	352102,7	308636,95
