Mes y año	Mes (código)	Mes nombre	Año	AÑO-CNO	 CASE  WHEN Ocupación (1 dígito) código = '0' THEN '99' ELSE Ocupación (1 dígito) código END	Ocupación (1 dígito) descripción	Sexo	Número de contratos	CCAA nombre
Enero 2020	202001	Enero	2020	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	580	Aragón
Enero 2020	202001	Enero	2020	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2903	Aragón
Enero 2020	202001	Enero	2020	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	890	Aragón
Enero 2020	202001	Enero	2020	CNO - 2011	9	Ocupaciones elementales	Hombres	10131	Aragón
Enero 2020	202001	Enero	2020	CNO - 2011	9	Ocupaciones elementales	Mujeres	7794	Aragón
Enero 2020	202001	Enero	2020	CNO - 2011	99	Ocupaciones militares	Hombres	1	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	1	Directores y gerentes	Hombres	28	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	1	Directores y gerentes	Mujeres	14	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1164	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1210	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1550	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1368	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	885	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1607	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4971	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	8653	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	343	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	51	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2081	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	404	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2180	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	800	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	9	Ocupaciones elementales	Hombres	8556	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	9	Ocupaciones elementales	Mujeres	7016	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	99	Ocupaciones militares	Hombres	1	Aragón
Diciembre 2019	201912	Diciembre	2019	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	1	Directores y gerentes	Hombres	46	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	1	Directores y gerentes	Mujeres	20	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1510	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1577	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1475	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1313	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	841	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1622	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4439	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	8608	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	523	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	53	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3130	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	618	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2655	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	774	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	9	Ocupaciones elementales	Hombres	9815	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	9	Ocupaciones elementales	Mujeres	7509	Aragón
Noviembre 2019	201911	Noviembre	2019	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	1	Directores y gerentes	Hombres	67	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	1	Directores y gerentes	Mujeres	29	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	2685	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2620	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	2865	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	2415	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	930	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2139	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	6726	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	10816	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	315	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3360	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	596	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	3303	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	1230	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	9	Ocupaciones elementales	Hombres	11652	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	9	Ocupaciones elementales	Mujeres	9202	Aragón
Octubre 2019	201910	Octubre	2019	CNO - 2011	99	Ocupaciones militares	Mujeres	2	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	1	Directores y gerentes	Hombres	64	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	1	Directores y gerentes	Mujeres	33	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	2657	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2843	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	2529	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1982	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	810	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1864	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	6191	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	10149	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	294	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	59	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3690	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	721	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	3245	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	929	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	9	Ocupaciones elementales	Hombres	13559	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	9	Ocupaciones elementales	Mujeres	9450	Aragón
Septiembre 2019	201909	Septiembre	2019	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	1	Directores y gerentes	Hombres	36	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	1	Directores y gerentes	Mujeres	23	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1554	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1100	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1583	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	998	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	898	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1730	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4335	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6463	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	292	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	67	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2672	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	493	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2554	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	862	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	9	Ocupaciones elementales	Hombres	12630	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	9	Ocupaciones elementales	Mujeres	8570	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	99	Ocupaciones militares	Hombres	2	Aragón
Agosto 2019	201908	Agosto	2019	CNO - 2011	99	Ocupaciones militares	Mujeres	3	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	1	Directores y gerentes	Hombres	52	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	1	Directores y gerentes	Mujeres	25	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1614	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1402	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	2608	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	2203	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1020	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2026	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	6474	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	9988	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	376	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	158	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3610	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	837	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	3278	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	944	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	9	Ocupaciones elementales	Hombres	17121	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	9	Ocupaciones elementales	Mujeres	11227	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	99	Ocupaciones militares	Hombres	1	Aragón
Julio 2019	201907	Julio	2019	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	1	Directores y gerentes	Hombres	39	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	1	Directores y gerentes	Mujeres	30	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1669	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1314	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	2149	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1761	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	938	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1923	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	6610	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	10019	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	462	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	100	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3499	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	685	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	3002	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	746	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	9	Ocupaciones elementales	Hombres	17051	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	9	Ocupaciones elementales	Mujeres	11011	Aragón
Junio 2019	201906	Junio	2019	CNO - 2011	99	Ocupaciones militares	Mujeres	3	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	1	Directores y gerentes	Hombres	65	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	1	Directores y gerentes	Mujeres	33	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1889	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1439	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1833	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1557	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	767	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1696	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	6403	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	9999	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	584	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	163	Aragón
Mayo 2019	201905	Mayo	2019	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3791	Aragón
