Año	Código del municipio	Nombre del municipio	Total máquinas	Tractores	Motocultores	Cosechadoras	Otras máquinas	Explotaciones que usan maquinaria propia	Explotaciones con máquina en propiedad: tractor	Explotaciones con máquina en propiedad: motocultor	Explotaciones con máquina en propiedad: cosechadora	Explotaciones con máquina en propiedad: otra máquina	Explotaciones que usan maquinaria no en propiedad exclusiva	Explotaciones que usan maquinaria no en propiedad exclusiva: tractor	Explotaciones que usan maquinaria no en propiedad exclusiva: motocultor	Explotaciones que usan maquinaria no en propiedad exclusiva: cosechadora	Explotaciones que usan maquinaria no en propiedad exclusiva otra máquina
1989	50180	Mozota	48	22	22	4	0	31	20	22	4	0	32	7	5	26	0
1989	50181	Muel	138	90	32	15	1	98	79	32	14	1	140	95	1	100	0
1989	50182	Muela (La)	106	74	12	14	6	66	63	12	13	6	139	84	0	84	87
1989	50183	Munébrega	69	67	2	0	0	64	62	2	0	0	164	140	0	64	0
1989	50184	Murero	27	24	1	1	1	21	20	1	1	1	42	40	0	12	0
1989	50185	Murillo de Gállego	20	13	3	3	1	14	11	3	3	1	47	39	0	21	0
1989	50186	Navardún	29	19	3	6	1	11	10	3	6	1	9	6	0	9	0
1989	50187	Nigüella	25	21	1	3	0	19	18	1	3	0	33	26	0	12	0
1989	50188	Nombrevilla	11	7	1	2	1	7	7	1	2	1	8	3	0	7	1
1989	50189	Nonaspe	190	102	83	3	2	145	96	82	2	2	67	64	2	4	0
1989	50190	Novallas	69	60	5	1	3	64	57	5	1	2	131	91	4	111	0
1989	50191	Novillas	235	80	148	5	2	177	74	147	5	2	267	182	29	246	97
1989	50192	Nuévalos	14	7	5	1	1	8	4	5	1	1	8	4	1	3	0
1989	50193	Nuez de Ebro	24	11	7	3	3	17	10	7	2	2	67	48	0	66	36
1989	50194	Olvés	46	46	0	0	0	42	42	0	0	0	56	42	0	15	0
1989	50195	Orcajo	21	12	5	3	1	13	10	5	3	1	12	7	0	8	1
1989	50196	Orera	27	26	1	0	0	24	23	1	0	0	60	58	0	3	0
1989	50197	Orés	30	22	2	6	0	17	16	2	6	0	40	29	0	28	12
1989	50198	Oseja	8	8	0	0	0	8	8	0	0	0	41	41	0	0	0
1989	50199	Osera de Ebro	49	24	15	7	3	30	22	15	4	3	62	41	1	62	37
1989	50200	Paniza	115	102	10	1	2	98	89	10	1	2	327	298	2	52	1
1989	50201	Paracuellos de Jiloca	66	56	9	1	0	62	52	9	1	0	169	164	4	1	1
1989	50202	Paracuellos de la Ribera	57	40	17	0	0	52	37	17	0	0	164	164	1	0	0
1989	50203	Pastriz	90	53	24	5	8	60	45	24	5	7	187	110	12	177	110
1989	50204	Pedrola	340	183	108	27	22	216	149	106	24	19	286	152	28	268	11
1989	50205	Pedrosas (Las)	30	23	1	5	1	16	16	1	5	1	24	15	0	22	0
1989	50206	Perdiguera	86	63	6	9	8	57	54	6	9	7	74	32	0	72	5
1989	50207	Piedratajada	60	39	3	13	5	35	32	3	13	4	88	65	0	80	5
1989	50208	Pina de Ebro	260	162	50	28	20	170	141	50	25	19	541	377	7	529	406
1989	50209	Pinseque	136	89	18	6	23	97	82	18	6	18	205	120	5	194	100
1989	50210	Pintanos (Los)	30	21	1	6	2	17	17	1	5	2	29	17	0	29	0
1989	50211	Plasencia de Jalón	92	58	32	2	0	61	48	15	2	0	120	69	1	86	5
1989	50212	Pleitas	13	10	2	0	1	10	9	2	0	1	17	9	3	16	5
1989	50213	Plenas	46	35	0	9	2	32	32	0	6	1	43	22	0	26	20
1989	50214	Pomer	3	2	0	1	0	1	1	0	1	0	28	28	0	28	0
1989	50215	Pozuel de Ariza	9	7	0	2	0	6	6	0	2	0	5	3	0	5	0
1989	50216	Pozuelo de Aragón	110	75	14	17	4	51	51	14	16	4	62	34	0	52	2
1989	50217	Pradilla de Ebro	140	72	59	3	6	83	58	58	3	6	117	58	14	114	8
1989	50218	Puebla de Albortón	45	37	1	6	1	35	34	1	6	1	47	21	0	45	0
1989	50219	Puebla de Alfindén (La)	79	50	10	9	10	53	44	10	9	10	109	55	3	107	79
1989	50220	Puendeluna	13	10	0	3	0	8	8	0	3	0	16	12	0	7	0
1989	50221	Purujosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	50222	Quinto	197	124	33	18	22	139	110	33	18	19	296	181	4	257	138
1989	50223	Remolinos	100	39	47	7	7	63	34	47	5	6	105	73	2	102	36
1989	50224	Retascón	47	28	0	8	11	21	21	0	8	11	35	21	0	34	6
1989	50225	Ricla	289	181	98	5	5	226	158	98	5	3	434	393	40	46	1
1989	50227	Romanos	45	33	1	5	6	24	24	1	5	6	30	12	1	30	4
1989	50228	Rueda de Jalón	167	138	17	11	1	126	112	17	11	1	198	87	3	165	61
1989	50229	Ruesca	15	15	0	0	0	13	13	0	0	0	21	21	0	1	0
1989	50230	Sádaba	251	198	3	36	14	149	147	3	33	14	286	227	1	278	9
1989	50231	Salillas de Jalón	15	12	3	0	0	13	12	3	0	0	52	47	7	29	2
1989	50232	Salvatierra de Esca	9	7	2	0	0	7	6	2	0	0	30	25	0	30	0
1989	50233	Samper del Salz	19	12	6	1	0	14	11	6	1	0	18	7	3	13	0
1989	50234	San Martín de la Virgen de Moncayo	8	5	3	0	0	8	5	3	0	0	25	15	10	16	7
1989	50235	San Mateo de Gállego	184	91	62	11	20	124	80	62	11	16	211	126	16	189	7
1989	50236	Santa Cruz de Grío	20	19	1	0	0	15	14	1	0	0	153	153	0	0	0
1989	50237	Santa Cruz de Moncayo	6	1	5	0	0	6	1	5	0	0	29	26	2	11	1
1989	50238	Santa Eulalia de Gállego	24	17	6	1	0	18	16	6	1	0	33	27	0	15	0
1989	50239	Santed	29	23	0	6	0	17	17	0	6	0	13	2	0	13	0
1989	50240	Sástago	295	145	110	24	16	177	128	109	24	15	173	60	33	168	8
1989	50241	Saviñán	125	50	74	0	1	95	40	66	0	1	200	199	0	1	0
1989	50242	Sediles	17	14	1	2	0	15	14	1	2	0	43	42	0	2	0
1989	50243	Sestrica	78	69	9	0	0	62	57	9	0	0	245	245	0	0	0
1989	50244	Sierra de Luna	73	57	2	12	2	41	40	2	12	2	78	52	0	72	1
1989	50245	Sigüés	19	11	4	4	0	13	9	4	4	0	33	27	0	31	1
1989	50246	Sisamón	23	15	0	8	0	14	13	0	8	0	10	4	0	9	0
1989	50247	Sobradiel	65	54	6	3	2	52	50	6	3	2	110	64	1	103	33
1989	50248	Sos del Rey Católico	192	137	9	41	5	94	91	9	39	5	86	42	1	84	2
1989	50249	Tabuenca	101	100	0	1	0	97	97	0	1	0	132	86	0	52	0
1989	50250	Talamantes	4	3	0	1	0	3	3	0	1	0	14	11	0	14	0
1989	50251	Tarazona	606	267	290	33	16	492	241	290	31	14	899	637	181	500	53
1989	50252	Tauste	911	581	165	94	71	541	478	162	87	67	1093	752	28	976	143
1989	50253	Terrer	59	56	0	2	1	53	53	0	2	1	139	97	0	85	0
1989	50254	Tierga	66	54	8	3	1	49	43	8	2	1	81	63	0	29	0
1989	50255	Tobed	36	32	4	0	0	35	31	4	0	0	67	67	0	0	0
1989	50256	Torralba de los Frailes	37	32	0	5	0	28	28	0	5	0	28	5	0	28	0
1989	50257	Torralba de Ribota	39	37	1	0	1	38	37	1	0	1	44	40	0	7	0
1989	50258	Torralbilla	15	13	0	2	0	12	12	0	2	0	19	8	0	18	0
1989	50259	Torrehermosa	26	23	0	2	1	21	20	0	2	1	26	8	0	25	16
1989	50260	Torrelapaja	13	7	1	5	0	7	7	1	5	0	2	1	0	2	0
1989	50261	Torrellas	7	3	3	1	0	5	3	3	1	0	25	19	4	7	0
1989	50262	Torres de Berrellén	160	112	31	6	11	123	97	31	4	9	327	243	7	291	62
1989	50263	Torrijo de la Cañada	55	46	7	1	1	44	42	7	1	1	209	192	50	33	15
1989	50264	Tosos	108	56	45	7	0	70	38	45	7	0	156	134	5	41	0
1989	50265	Trasmoz	28	18	6	1	3	23	18	6	1	2	32	16	5	20	16
1989	50266	Trasobares	25	22	0	3	0	21	21	0	3	0	56	43	0	21	0
1989	50267	Uncastillo	139	87	13	30	9	75	63	13	29	8	264	240	1	209	3
1989	50268	Undués de Lerda	7	6	0	1	0	5	5	0	1	0	11	8	0	10	0
1989	50269	Urrea de Jalón	60	52	8	0	0	56	49	8	0	0	108	59	0	62	5
1989	50270	Urriés	12	8	0	4	0	6	6	0	4	0	13	10	0	11	0
1989	50271	Used	89	72	2	12	3	62	60	2	12	3	76	26	0	73	2
1989	50272	Utebo	244	101	137	4	2	202	94	136	4	2	251	68	9	227	46
1989	50273	Valdehorna	9	9	0	0	0	9	9	0	0	0	33	31	0	9	0
1989	50274	Val de San Martín	20	13	0	6	1	9	9	0	5	1	20	20	0	12	0
1989	50275	Valmadrid	33	23	0	6	4	20	20	0	6	4	29	15	0	29	0
1989	50276	Valpalmas	47	33	3	9	2	26	23	3	9	2	52	40	0	47	3
1989	50277	Valtorres	13	13	0	0	0	12	12	0	0	0	9	9	0	0	0
1989	50278	Velilla de Ebro	61	30	21	10	0	38	29	21	10	0	48	18	9	37	0
1989	50279	Velilla de Jiloca	26	17	9	0	0	24	17	9	0	0	24	24	0	0	0
1989	50280	Vera de Moncayo	87	68	12	4	3	64	55	12	4	3	102	50	0	81	11
1989	50281	Vierlas	18	10	7	1	0	15	8	7	1	0	18	15	2	10	2
1989	50282	Vilueña (La)	25	20	5	0	0	23	20	5	0	0	26	26	0	0	0
1989	50283	Villadoz	50	27	12	7	4	23	22	12	7	4	22	7	0	22	3
1989	50284	Villafeliche	39	30	7	2	0	32	28	7	2	0	68	64	0	7	0
1989	50285	Villafranca de Ebro	105	53	32	9	11	76	50	32	8	10	138	78	19	129	92
1989	50286	Villalba de Perejil	17	17	0	0	0	16	16	0	0	0	34	31	0	4	0
1989	50287	Villalengua	92	86	3	3	0	82	78	3	3	0	69	65	1	3	0
1989	50288	Villanueva de Gállego	203	113	73	16	1	134	103	71	15	1	381	299	3	353	11
1989	50289	Villanueva de Jiloca	17	14	3	0	0	17	14	3	0	0	43	42	1	1	0
1989	50290	Villanueva de Huerva	140	86	31	19	4	78	60	31	18	4	198	175	5	37	1
1989	50291	Villar de los Navarros	53	44	1	8	0	41	40	1	8	0	52	23	1	31	10
1989	50292	Villarreal de Huerva	54	35	5	9	5	20	19	5	8	5	16	5	0	16	0
1989	50293	Villarroya de la Sierra	96	89	3	1	3	86	84	3	1	2	228	221	1	18	0
1989	50294	Villarroya del Campo	39	26	2	7	4	22	21	2	7	3	23	6	2	20	8
1989	50295	Vistabella	27	12	15	0	0	27	12	15	0	0	86	56	35	1	0
1989	50296	Zaida (La)	79	31	27	7	14	47	28	26	6	14	52	25	0	50	14
1989	50297	Zaragoza	2174	1232	655	100	187	1342	1051	604	93	158	1763	896	149	1531	300
1989	50298	Zuera	663	366	188	55	54	405	313	186	53	48	573	289	38	495	60
1989	50901	Biel	21	15	3	3	0	16	14	3	3	0	39	26	1	36	1
1999	22001	Abiego	117	80	24	13	0	56	55	24	13		52	19	1	39	
1999	22002	Abizanda	51	30	19	1	1	24	22	14	2		25	5	3	23	
1999	22003	Adahuesca	66	47	13	6	0	38	35	13	6		28	11	0	21	
1999	22004	Agüero	23	9	11	3	0	17	9	10	3		22	19	0	5	
1999	22006	Aísa	23	17	5	1	0	15	14	5	1		14	8	6	5	
1999	22007	Albalate de Cinca	213	162	48	3	0	143	132	48	3		163	97	5	119	
1999	22008	Albalatillo	25	14	11	0	0	16	11	11	0		14	7	1	9	
1999	22009	Albelda	401	302	97	2	0	244	225	92	2		217	127	3	188	
1999	22011	Albero Alto	36	24	9	3	0	19	19	8	3		22	7	1	20	
1999	22012	Albero Bajo	53	39	10	4	0	32	31	10	4		45	21	1	44	
1999	22013	Alberuela de Tubo	84	64	9	10	1	40	40	9	10		52	31	0	45	
1999	22014	Alcalá de Gurrea	63	46	13	4	0	31	28	13	4		38	15	4	37	
1999	22015	Alcalá del Obispo	123	76	32	15	0	67	52	31	13		65	24	2	61	
1999	22016	Alcampell	258	218	23	11	6	181	176	23	17		212	118	1	165	
1999	22017	Alcolea de Cinca	226	152	71	1	2	145	118	69	3		162	58	9	134	
1999	22018	Alcubierre	71	57	4	10	0	44	43	3	10		73	44	0	71	
1999	22019	Alerre	13	7	4	0	2	9	7	4	2		10	5	0	8	
1999	22020	Alfántega	28	18	10	0	0	20	17	9	0		22	14	6	16	
1999	22021	Almudévar	503	295	155	52	1	253	209	152	52		358	209	48	300	
1999	22022	Almunia de San Juan	117	63	48	5	1	83	49	48	5		72	44	2	56	
1999	22023	Almuniente	152	111	36	4	1	96	90	33	5		102	36	3	89	
1999	22024	Alquézar	61	35	21	5	0	40	34	21	5		42	32	0	13	
1999	22025	Altorricón	253	208	36	4	5	166	161	36	7		174	151	6	128	
1999	22027	Angüés	145	104	27	14	0	78	71	27	14		59	14	0	52	
1999	22028	Ansó	10	5	5	0	0	6	5	4	0		1	1	0	0	
1999	22029	Antillón	47	40	1	6	0	28	28	1	6		32	11	0	29	
1999	22032	Aragüés del Puerto	16	7	9	0	0	9	7	7	0		1	0	1	0	
1999	22035	Arén	85	54	26	5	0	44	40	26	5		55	25	1	52	
1999	22036	Argavieso	44	23	19	2	0	24	22	19	2		25	10	1	25	
1999	22037	Arguis	17	9	5	2	1	11	8	5	2		5	3	1	2	
1999	22039	Ayerbe	167	92	59	16	0	97	75	58	16		97	52	5	62	
1999	22040	Azanuy-Alins	87	51	24	12	0	49	42	24	11		56	36	0	33	
1999	22041	Azara	63	48	8	5	2	37	37	8	7		36	14	0	29	
1999	22042	Azlor	83	48	27	7	1	39	37	27	7		30	12	1	23	
1999	22043	Baells	84	61	13	9	1	48	44	13	10		38	13	1	35	
1999	22044	Bailo	60	48	2	10	0	35	34	2	9		61	38	1	55	
1999	22045	Baldellou	51	31	17	3	0	33	23	17	3		42	25	2	27	
1999	22046	Ballobar	274	193	81	0	0	155	136	79	0		117	31	2	101	
1999	22047	Banastás	10	5	3	2	0	3	2	3	2		1	0	0	1	
1999	22048	Barbastro	429	209	210	6	4	303	161	204	10		305	238	11	136	
1999	22049	Barbués	61	50	10	1	0	32	29	10	1		37	24	0	34	
1999	22050	Barbuñales	24	16	8	0	0	15	14	7	0		26	12	3	22	
1999	22051	Bárcabo	66	36	20	4	6	29	27	20	8		24	8	0	20	
1999	22052	Belver de Cinca	285	273	5	5	2	195	193	5	3		194	68	6	158	
1999	22053	Benabarre	207	149	43	13	2	116	108	42	15		147	72	3	140	
1999	22054	Benasque	40	17	17	0	6	21	16	14	4		5	4	1	0	
1999	22055	Berbegal	124	89	22	13	0	63	56	22	12		72	36	0	60	
1999	22057	Bielsa	46	12	23	0	11	21	11	13	10		2	1	1	0	
1999	22058	Bierge	86	50	30	6	0	49	34	30	6		52	39	1	21	
1999	22059	Biescas	124	87	31	6	0	78	77	30	6		28	3	3	23	
1999	22060	Binaced	387	278	105	3	1	243	226	92	4		301	162	184	213	
1999	22061	Binéfar	198	126	67	3	2	158	113	66	4		145	67	7	119	
1999	22062	Bisaurri	64	33	30	0	1	31	30	22	1		13	13	6	1	
1999	22063	Biscarrués	83	52	20	11	0	38	33	20	11		38	18	4	31	
1999	22064	Blecua y Torres	82	54	12	15	1	39	37	12	16		26	13	0	16	
1999	22066	Boltaña	69	25	21	1	22	28	21	20	5		24	14	0	15	
1999	22067	Bonansa	17	13	4	0	0	9	9	4	0		7	3	5	1	
1999	22068	Borau	10	7	3	0	0	8	6	3	0		5	4	2	0	
1999	22069	Broto	143	31	24	0	88	33	26	19	24		31	27	10	3	
1999	22072	Caldearenas	58	41	11	6	0	41	39	11	6		40	9	2	38	
1999	22074	Campo	14	11	3	0	0	8	7	3	0		2	2	0	0	
1999	22075	Camporrells	37	26	9	2	0	28	24	9	2		29	12	0	27	
1999	22076	Canal de Berdún	140	84	35	19	2	71	62	33	20		83	41	3	80	
1999	22077	Candasnos	75	69	4	2	0	56	56	2	2		82	54	1	78	
1999	22078	Canfranc	3	2	1	0	0	2	2	1	0		0	0	0	0	
1999	22079	Capdesaso	45	34	9	2	0	25	24	9	2		23	22	0	21	
1999	22080	Capella	78	62	14	1	1	50	49	14	2		43	15	0	39	
1999	22081	Casbas de Huesca	199	119	53	26	1	92	79	52	25		71	24	4	57	
1999	22082	Castejón del Puente	63	46	17	0	0	37	33	16	0		45	23	4	42	
1999	22083	Castejón de Monegros	152	106	5	33	8	89	86	5	41		95	38	0	87	
1999	22084	Castejón de Sos	35	19	8	0	8	17	16	8	7		9	9	0	0	
1999	22085	Castelflorite	63	44	16	3	0	37	34	14	3		49	26	8	40	
1999	22086	Castiello de Jaca	20	13	6	1	0	14	11	6	1		13	5	1	9	
1999	22087	Castigaleu	29	23	1	5	0	13	13	1	5		11	5	0	10	
1999	22088	Castillazuelo	58	25	30	2	1	41	20	28	3		46	39	7	11	
1999	22089	Castillonroy	112	84	25	3	0	66	66	25	3		65	28	2	55	
1999	22090	Colungo	71	39	26	3	3	41	35	26	5		35	16	0	28	
1999	22094	Chalamera	36	24	12	0	0	27	22	11	0		26	12	2	23	
1999	22095	Chía	40	15	2	0	23	12	11	2	10		1	1	0	0	
1999	22096	Chimillas	28	17	5	4	2	13	12	5	6		6	0	0	6	
1999	22099	Esplús	189	142	40	6	1	105	85	38	7		90	58	0	65	
1999	22102	Estada	63	36	27	0	0	35	31	27	0		30	19	1	19	
1999	22103	Estadilla	264	144	105	7	8	122	103	82	6		115	19	42	103	
1999	22105	Estopiñán del Castillo	77	50	23	4	0	52	38	23	4		69	53	1	64	
1999	22106	Fago	2	1	1	0	0	2	1	1	0		0	0	0	0	
1999	22107	Fanlo	19	4	3	0	12	3	3	3	2		0	0	0	0	
1999	22109	Fiscal	132	27	13	0	92	27	23	13	23		19	11	3	7	
1999	22110	Fonz	229	145	78	4	2	135	121	72	6		167	118	1	145	
1999	22111	Foradada del Toscar	83	50	27	1	5	38	34	24	6		22	7	2	19	
1999	22112	Fraga	1637	1140	484	8	5	988	831	386	11		237	106	31	139	
1999	22113	Fueva (La)	226	149	73	2	2	115	107	71	4		104	23	3	94	
1999	22114	Gistaín	68	32	36	0	0	23	20	20	0		5	3	4	0	
1999	22115	Grado (El)	145	82	57	6	0	87	72	53	6		73	42	29	15	
1999	22116	Grañén	344	249	58	16	21	190	168	55	22		229	79	22	190	
1999	22117	Graus	372	227	122	21	2	200	165	114	22		187	83	9	168	
1999	22119	Gurrea de Gállego	364	256	84	19	5	212	182	84	23		224	85	7	214	
1999	22122	Hoz de Jaca	5	4	1	0	0	4	4	1	0		5	4	2	0	
1999	22124	Huerto	162	114	33	15	0	87	79	33	15		81	34	1	73	
1999	22125	Huesca	555	289	206	54	6	262	177	176	51		217	118	3	193	
1999	22126	Ibieca	34	21	9	4	0	16	11	9	4		14	6	0	11	
1999	22127	Igriés	78	40	23	14	1	27	20	19	15		21	15	0	12	
1999	22128	Ilche	139	104	26	8	1	71	69	26	8		81	27	1	76	
1999	22129	Isábena	66	51	13	1	1	38	37	12	2		42	20	4	34	
1999	22130	Jaca	340	221	69	26	24	174	165	65	46		198	82	13	183	
1999	22131	Jasa	12	5	7	0	0	8	5	6	0		6	5	3	0	
1999	22133	Labuerda	15	9	6	0	0	7	7	5	0		6	0	0	6	
1999	22135	Laluenga	97	68	19	10	0	54	53	18	9		63	25	1	56	
1999	22136	Lalueza	258	229	23	6	0	181	174	22	6		213	171	3	188	
1999	22137	Lanaja	233	181	45	7	0	165	139	45	6		281	203	4	184	
1999	22139	Laperdiguera	16	12	3	1	0	10	10	3	1		21	12	0	19	
1999	22141	Lascellas-Ponzano	82	46	30	5	1	44	35	28	6		44	24	1	34	
1999	22142	Lascuarre	35	25	9	1	0	19	18	9	1		10	6	1	8	
1999	22143	Laspaúles	62	27	35	0	0	34	24	27	0		10	8	2	2	
1999	22144	Laspuña	60	29	22	3	6	26	20	22	8		18	4	1	16	
1999	22149	Loarre	164	88	63	10	3	93	73	61	12		81	34	9	51	
1999	22150	Loporzano	239	145	69	23	2	124	111	64	25		107	48	6	66	
1999	22151	Loscorrales	80	49	18	9	4	35	33	18	10		30	9	0	28	
1999	22155	Monesma y Cajigar	50	38	6	6	0	27	25	6	6		16	8	0	15	
1999	22156	Monflorite-Lascasas	78	50	25	3	0	34	33	22	3		42	16	1	40	
1999	22157	Montanuy	109	60	47	0	2	54	47	31	2		41	27	28	3	
1999	22158	Monzón	679	428	233	13	5	464	337	222	17		515	325	27	416	
1999	22160	Naval	39	20	18	1	0	25	18	15	1		32	18	5	16	
1999	22162	Novales	50	34	10	6	0	26	24	10	6		28	9	0	26	
1999	22163	Nueno	92	51	38	3	0	55	36	35	3		38	18	5	29	
1999	22164	Olvena	28	24	3	1	0	17	17	3	1		9	7	2	5	
1999	22165	Ontiñena	174	103	67	3	1	116	83	63	4		107	29	13	92	
1999	22167	Osso de Cinca	245	195	49	1	0	127	125	38	1		99	30	4	74	
1999	22168	Palo	12	8	4	0	0	8	8	4	0		11	3	0	10	
1999	22170	Panticosa	35	17	18	0	0	18	15	13	0		8	4	4	2	
1999	22172	Peñalba	108	99	0	8	1	72	72	0	9		119	79	3	117	
1999	22173	Peñas de Riglos (Las)	93	51	30	11	1	47	40	26	11		43	18	0	32	
1999	22174	Peralta de Alcofea	215	141	62	12	0	116	101	62	12		156	67	3	115	
1999	22175	Peralta de Calasanz	147	86	49	11	1	86	66	47	12		114	78	3	68	
1999	22176	Peraltilla	57	34	18	3	2	32	29	18	5		33	13	1	25	
1999	22177	Perarrúa	40	21	18	1	0	21	18	15	1		15	3	0	14	
1999	22178	Pertusa	42	29	10	3	0	25	22	9	3		26	12	2	25	
1999	22181	Piracés	41	29	11	1	0	21	21	10	1		27	14	4	22	
1999	22182	Plan	98	38	60	0	0	36	32	36	0		10	8	7	0	
1999	22184	Poleñino	84	60	21	2	1	50	40	21	2		60	26	1	56	
1999	22186	Pozán de Vero	96	46	47	3	0	62	39	46	3		45	28	2	20	
1999	22187	Puebla de Castro (La)	42	30	12	0	0	34	28	12	0		36	18	2	25	
1999	22188	Puente de Montañana	16	8	4	4	0	6	5	4	4		5	5	0	4	
1999	22189	Puértolas	30	20	10	0	0	16	16	10	0		6	3	0	5	
1999	22190	Pueyo de Araguás (El)	57	32	20	1	4	28	26	20	4		22	1	0	22	
1999	22193	Pueyo de Santa Cruz	48	32	15	1	0	32	27	14	1		37	13	6	33	
1999	22195	Quicena	13	9	4	0	0	6	4	4	0		5	3	0	4	
1999	22197	Robres	121	97	23	1	0	88	83	22	1		139	64	4	115	
1999	22199	Sabiñánigo	233	167	56	9	1	130	119	55	10		135	42	3	127	
1999	22200	Sahún	61	27	14	0	20	29	23	10	15		9	9	0	0	
1999	22201	Salas Altas	121	91	29	0	1	88	80	29	1		51	35	2	22	
1999	22202	Salas Bajas	58	32	23	2	1	40	28	23	3		33	28	2	9	
1999	22203	Salillas	49	29	16	4	0	22	18	16	4		17	3	1	14	
1999	22204	Sallent de Gállego	88	43	44	0	1	43	39	32	1		23	14	19	0	
1999	22205	San Esteban de Litera	278	167	94	16	1	167	135	92	16		217	131	5	195	
1999	22206	Sangarrén	59	43	13	3	0	43	35	13	3		59	25	2	57	
1999	22207	San Juan de Plan	66	28	36	0	2	24	20	23	2		12	8	8	0	
1999	22208	Santa Cilia	38	23	15	0	0	21	19	13	0		24	5	6	21	
1999	22209	Santa Cruz de la Serós	29	18	9	1	1	17	13	9	2		14	6	0	13	
1999	22212	Santaliestra y San Quílez	23	16	6	1	0	13	12	6	1		5	0	0	5	
1999	22213	Sariñena	521	410	89	19	3	306	288	88	19		113	52	3	100	
1999	22214	Secastilla	42	18	22	2	0	24	15	18	2		26	16	5	19	
1999	22215	Seira	29	9	20	0	0	16	8	15	0		9	9	2	0	
1999	22217	Sena	192	130	53	6	3	111	94	50	8		122	106	10	99	
1999	22218	Senés de Alcubierre	26	20	4	2	0	13	12	4	2		19	9	2	16	
1999	22220	Sesa	81	43	37	1	0	48	33	35	1		37	10	0	36	
1999	22221	Sesué	16	7	3	0	6	8	7	2	5		4	4	2	0	
1999	22222	Siétamo	130	71	45	11	3	74	52	44	13		53	26	1	46	
1999	22223	Sopeira	22	11	10	1	0	12	9	10	1		12	5	0	11	
1999	22225	Tamarite de Litera	631	478	128	22	3	369	341	111	20		389	218	8	329	
1999	22226	Tardienta	168	86	61	19	2	101	58	60	19		91	55	4	62	
1999	22227	Tella-Sin	5	5	0	0	0	4	4	0	0		2	2	0	0	
1999	22228	Tierz	48	22	20	6	0	20	14	18	6		15	8	1	14	
1999	22229	Tolva	63	45	7	9	2	29	25	7	7		42	27	0	41	
1999	22230	Torla-Ordesa	178	34	35	0	109	34	28	23	28		8	8	1	0	
1999	22232	Torralba de Aragón	58	44	10	4	0	31	29	10	4		34	20	0	29	
1999	22233	Torre la Ribera	40	16	20	0	4	16	14	12	4		7	1	0	7	
1999	22234	Torrente de Cinca	358	125	231	0	2	124	84	112	1		26	5	10	16	
1999	22235	Torres de Alcanadre	58	35	20	3	0	20	19	16	3		25	9	1	23	
1999	22236	Torres de Barbués	57	44	13	0	0	34	33	13	0		41	19	2	34	
1999	22239	Tramaced	55	35	12	7	1	24	22	12	8		35	26	0	26	
1999	22242	Valfarta	29	26	1	1	1	25	25	1	2		28	16	0	23	
1999	22243	Valle de Bardají	17	13	3	0	1	9	9	3	1		4	2	1	2	
1999	22244	Valle de Lierp	14	12	2	0	0	9	9	2	0		2	1	0	2	
1999	22245	Velilla de Cinca	92	49	43	0	0	60	48	35	0		18	15	5	1	
1999	22246	Beranuy	22	8	14	0	0	16	8	11	0		20	12	0	16	
1999	22247	Viacamp y Litera	30	20	7	2	1	15	14	7	3		18	13	0	17	
1999	22248	Vicién	34	19	9	6	0	11	10	8	5		8	3	1	6	
1999	22249	Villanova	8	5	3	0	0	5	4	3	0		0	0	0	0	
1999	22250	Villanúa	14	8	6	0	0	11	7	6	0		9	2	0	8	
1999	22251	Villanueva de Sigena	142	93	44	5	0	79	68	43	5		86	41	12	74	
1999	22252	Yebra de Basa	27	18	8	1	0	19	18	7	1		16	2	0	16	
1999	22253	Yésero	6	4	2	0	0	4	4	2	0		0	0	0	0	
1999	22254	Zaidín	570	376	189	4	1	289	271	139	4		183	84	15	120	
1999	22901	Valle de Hecho	106	50	56	0	0	61	39	46	0		38	25	13	18	
1999	22902	Puente la Reina de Jaca	59	47	6	6	0	34	33	6	6		40	15	0	39	
1999	22903	San Miguel del Cinca	230	168	51	7	4	146	130	51	9		191	78	10	176	
1999	22904	Sotonera (La)	397	215	155	24	3	231	154	152	26		246	161	3	185	
1999	22905	Lupiñén-Ortilla	152	98	34	16	4	55	53	32	16		59	26	4	53	
1999	22906	Santa María de Dulcis	111	53	50	6	2	62	49	50	8		47	20	1	34	
1999	22907	Aínsa-Sobrarbe	256	140	83	12	21	115	103	75	27		104	29	10	92	
1999	22908	Hoz y Costeán	82	57	22	2	1	56	49	21	3		84	62	1	34	
1999	22909	Vencillón	104	76	28	0	0	71	70	26	0		64	42	8	39	
1999	44001	Ababuj	23	17	0	6	0	17	16	0	6		20	8	3	15	
1999	44002	Abejuela	6	5	0	1	0	5	5	0	1		11	7	2	8	
1999	44003	Aguatón	8	6	1	1	0	5	5	1	1		6	2	0	6	
1999	44004	Aguaviva	67	46	20	1	0	51	40	20	1		55	29	3	32	
1999	44005	Aguilar del Alfambra	22	17	0	5	0	14	14	0	5		16	8	1	15	
1999	44006	Alacón	90	80	7	3	0	76	70	7	3		59	34	2	26	
1999	44007	Alba	68	60	6	2	0	45	45	4	2		61	20	0	57	
1999	44008	Albalate del Arzobispo	285	147	122	13	3	222	132	118	16		392	341	5	73	
1999	44009	Albarracín	64	49	7	6	2	39	36	7	7		49	26	3	44	
