Municipio codigo	Municipio nombre	Grado, código	Grado	Sexo, código	Sexo	Personas
44144	Martín del Río	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	8,4566557638
44144	Martín del Río	2	Analfabetos o sin estudios	1	Hombre	27,0901620634
44145	Mas de las Matas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	107,4923844746
44145	Mas de las Matas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	396,9547402056
44145	Mas de las Matas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	33,592125275
44145	Mas de las Matas	2	Analfabetos o sin estudios	1	Hombre	50,8193488021
44146	Mata de los Olmos (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	25,7716827614
44146	Mata de los Olmos (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	75,0773954812
44146	Mata de los Olmos (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3,6996880743
44146	Mata de los Olmos (La)	2	Analfabetos o sin estudios	1	Hombre	12,4512336832
44147	Mazaleón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	71,3220761524
44147	Mazaleón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	155,8471668946
44147	Mazaleón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	25,8330651745
44147	Mazaleón	2	Analfabetos o sin estudios	1	Hombre	24,0948962555
44148	Mezquita de Jarque	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	17,6951882581
44148	Mezquita de Jarque	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	29,7189504388
44148	Mezquita de Jarque	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	8,8331368233
44148	Mezquita de Jarque	2	Analfabetos o sin estudios	1	Hombre	2,3998896321
44149	Mirambel	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	13,7497848158
44149	Mirambel	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	38,0585421519
44149	Mirambel	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3,1041780378
44149	Mirambel	2	Analfabetos o sin estudios	1	Hombre	5,1246838368
44150	Miravete de la Sierra	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	7,8911381275
44150	Miravete de la Sierra	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	8,4117646979
44150	Miravete de la Sierra	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	0,9798018354
44150	Miravete de la Sierra	2	Analfabetos o sin estudios	1	Hombre	1,717295339
44151	Molinos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	20,956112714
44151	Molinos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	96,010668544
44151	Molinos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4,8780718332
44151	Molinos	2	Analfabetos o sin estudios	1	Hombre	23,7420617855
44152	Monforte de Moyuela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	8,4618148008
44152	Monforte de Moyuela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	23,6078589874
44152	Monforte de Moyuela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2,0190364177
44152	Monforte de Moyuela	2	Analfabetos o sin estudios	1	Hombre	8,9112897938
44153	Monreal del Campo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	216,2465982586
44153	Monreal del Campo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	735,7712988363
44153	Monreal del Campo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	76,7269505924
44153	Monreal del Campo	2	Analfabetos o sin estudios	1	Hombre	78,2073986886
44154	Monroyo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	22,5035019875
44154	Monroyo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	140,2379004382
44154	Monroyo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	13,8437928451
44154	Monroyo	2	Analfabetos o sin estudios	1	Hombre	33,4261717996
44155	Montalbán	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	148,5056997374
44155	Montalbán	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	349,8725030745
44155	Montalbán	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	30,0786877323
44155	Montalbán	2	Analfabetos o sin estudios	1	Hombre	88,428364279
44156	Monteagudo del Castillo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1,5179864102
44156	Monteagudo del Castillo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	26,3960717114
44156	Monteagudo del Castillo	2	Analfabetos o sin estudios	1	Hombre	9,9797403962
44157	Monterde de Albarracín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	9,6873358796
44157	Monterde de Albarracín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	18,9621842263
44157	Monterde de Albarracín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1,8457309587
44157	Monterde de Albarracín	2	Analfabetos o sin estudios	1	Hombre	6,5047489354
44158	Mora de Rubielos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	138,2990337325
44158	Mora de Rubielos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	420,1508365479
44158	Mora de Rubielos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	75,6496758813
44158	Mora de Rubielos	2	Analfabetos o sin estudios	1	Hombre	78,5011893817
44159	Moscardón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5,362178138
44159	Moscardón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	12,1657398587
44159	Moscardón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4,6222863226
44159	Moscardón	2	Analfabetos o sin estudios	1	Hombre	5,38947712
44160	Mosqueruela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	46,4381901813
44160	Mosqueruela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	145,6195232919
44160	Mosqueruela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	10,2840534822
44160	Mosqueruela	2	Analfabetos o sin estudios	1	Hombre	79,0357916671
44161	Muniesa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	59,7565083153
44161	Muniesa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	137,3217195524
44161	Muniesa	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	20,3888098215
44161	Muniesa	2	Analfabetos o sin estudios	1	Hombre	74,0817808124
44163	Noguera de Albarracín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	8,5241334738
44163	Noguera de Albarracín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	48,5845900799
44163	Noguera de Albarracín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3,1961116415
44163	Noguera de Albarracín	2	Analfabetos o sin estudios	1	Hombre	6,2503822448
44164	Nogueras	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1,2300338711
44164	Nogueras	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	12,0773588529
44164	Nogueras	2	Analfabetos o sin estudios	1	Hombre	9,6926072761
44165	Nogueruelas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	10,9755835261
44165	Nogueruelas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	48,3334115184
44165	Nogueruelas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	10,0708666262
44165	Nogueruelas	2	Analfabetos o sin estudios	1	Hombre	20,1452303301
44167	Obón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1,1327382565
44167	Obón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	16,2123098193
44167	Obón	2	Analfabetos o sin estudios	1	Hombre	7,2037704255
44168	Odón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	19,9412953332
44168	Odón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	54,146139303
44168	Odón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	7,4662543511
44168	Odón	2	Analfabetos o sin estudios	1	Hombre	16,6870874539
44169	Ojos Negros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	35,7479512979
44169	Ojos Negros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	130,5655766182
44169	Ojos Negros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	8,6304624586
44169	Ojos Negros	2	Analfabetos o sin estudios	1	Hombre	41,3425912342
44171	Olba	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	19,4652065244
44171	Olba	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	60,4188573248
44171	Olba	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	16,4473912417
44171	Olba	2	Analfabetos o sin estudios	1	Hombre	21,6685449088
44172	Oliete	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	50,3934749149
44172	Oliete	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	127,0629262022
44172	Oliete	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	12,9294970747
44172	Oliete	2	Analfabetos o sin estudios	1	Hombre	27,055848026
44173	Olmos (Los)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	15,2093993683
44173	Olmos (Los)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	30,0470494027
44173	Olmos (Los)	2	Analfabetos o sin estudios	1	Hombre	12,0276605713
44174	Orihuela del Tremedal	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	44,7968175168
44174	Orihuela del Tremedal	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	182,2444606888
44174	Orihuela del Tremedal	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	11,1405311919
44174	Orihuela del Tremedal	2	Analfabetos o sin estudios	1	Hombre	21,3977435225
44175	Orrios	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	19,0254612965
44175	Orrios	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	39,7351707866
44175	Orrios	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	8,1926169196
44175	Orrios	2	Analfabetos o sin estudios	1	Hombre	9,144796615
44176	Palomar de Arroyos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	13,9820296848
44176	Palomar de Arroyos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	73,5303735315
44176	Palomar de Arroyos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4,4924181245
44176	Palomar de Arroyos	2	Analfabetos o sin estudios	1	Hombre	14,1602541022
44177	Pancrudo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	19,8804286214
44177	Pancrudo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	37,9697573013
44177	Pancrudo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4,2122873041
44177	Pancrudo	2	Analfabetos o sin estudios	1	Hombre	13,9409555355
44178	Parras de Castellote (Las)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	12,7268894263
44178	Parras de Castellote (Las)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	18,430368723
44178	Parras de Castellote (Las)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4,1797904334
44178	Parras de Castellote (Las)	2	Analfabetos o sin estudios	1	Hombre	2,6629514174
44179	Peñarroya de Tastavins	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	28,0942598562
44179	Peñarroya de Tastavins	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	142,9571456283
44179	Peñarroya de Tastavins	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	19,2275356924
44179	Peñarroya de Tastavins	2	Analfabetos o sin estudios	1	Hombre	47,023855914
44180	Peracense	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5,2419575493
44180	Peracense	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	31,4839020742
44180	Peracense	2	Analfabetos o sin estudios	1	Hombre	9,2741403763
44181	Peralejos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	7,5492732924
44181	Peralejos	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	25,1551293181
44181	Peralejos	2	Analfabetos o sin estudios	1	Hombre	6,2209774064
44182	Perales del Alfambra	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	22,6775577992
44182	Perales del Alfambra	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	89,4928663993
44182	Perales del Alfambra	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	10,7298592044
44182	Perales del Alfambra	2	Analfabetos o sin estudios	1	Hombre	10,3726900334
44183	Pitarque	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5,2751467311
44183	Pitarque	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	22,1389750973
44183	Pitarque	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2,3501689129
44183	Pitarque	2	Analfabetos o sin estudios	1	Hombre	5,9519988997
44184	Plou	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5,4553154126
44184	Plou	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	15,375551859
44184	Plou	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	8,1691327286
44185	Pobo (El)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	12,2414004288
44185	Pobo (El)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	48,8659985132
44185	Pobo (El)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	14,4099031563
44185	Pobo (El)	2	Analfabetos o sin estudios	1	Hombre	8,5002910458
44187	Portellada (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	26,0209066292
44187	Portellada (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	67,0070765815
44187	Portellada (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	11,3057669191
44187	Portellada (La)	2	Analfabetos o sin estudios	1	Hombre	14,6662498715
44189	Pozondón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	6,7911662195
44189	Pozondón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	19,2795550712
44189	Pozondón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4,9046280405
44189	Pozondón	2	Analfabetos o sin estudios	1	Hombre	2,6911156943
44190	Pozuel del Campo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	10,4094511696
44190	Pozuel del Campo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	30,6691073686
44190	Pozuel del Campo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1,0643674489
44190	Pozuel del Campo	2	Analfabetos o sin estudios	1	Hombre	2,8570740126
44191	Puebla de Híjar (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	109,2113238255
44191	Puebla de Híjar (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	256,0064874714
44191	Puebla de Híjar (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	33,0095607918
44191	Puebla de Híjar (La)	2	Analfabetos o sin estudios	1	Hombre	50,1226654309
44192	Puebla de Valverde (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	57,6841911524
44192	Puebla de Valverde (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	168,1823662804
44192	Puebla de Valverde (La)	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	23,6973957497
44192	Puebla de Valverde (La)	2	Analfabetos o sin estudios	1	Hombre	39,270124446
44193	Puertomingalvo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	16,9825719016
44193	Puertomingalvo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	30,1872667961
44193	Puertomingalvo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4,4913768755
44193	Puertomingalvo	2	Analfabetos o sin estudios	1	Hombre	24,9194927518
44194	Ráfales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	21,6276049254
44194	Ráfales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	34,0867212201
44194	Ráfales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3,1713025457
44194	Ráfales	2	Analfabetos o sin estudios	1	Hombre	7,3074409916
44195	Rillo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	15,9963650294
44195	Rillo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	29,4064260049
44195	Rillo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3,7427716995
44195	Rillo	2	Analfabetos o sin estudios	1	Hombre	6,3765535445
44196	Riodeva	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	17,1959269308
44196	Riodeva	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	39,4956370732
44196	Riodeva	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1,2594663879
44196	Riodeva	2	Analfabetos o sin estudios	1	Hombre	22,2747896731
44197	Ródenas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3,5958624739
44197	Ródenas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	21,1858251424
44197	Ródenas	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2,5973833194
44197	Ródenas	2	Analfabetos o sin estudios	1	Hombre	13,6209290645
44198	Royuela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	18,3377990684
44198	Royuela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	71,5232464288
44198	Royuela	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	8,6903048969
44198	Royuela	2	Analfabetos o sin estudios	1	Hombre	13,7122974186
44199	Rubiales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3,7038667673
44199	Rubiales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	24,5729708441
44199	Rubiales	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1,4471711681
44199	Rubiales	2	Analfabetos o sin estudios	1	Hombre	1,8212832171
44200	Rubielos de la Cérida	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	9,5001081893
44200	Rubielos de la Cérida	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	8,3324034144
44200	Rubielos de la Cérida	2	Analfabetos o sin estudios	1	Hombre	4,1674883964
44201	Rubielos de Mora	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	54,2496535425
44201	Rubielos de Mora	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	183,9923113922
44201	Rubielos de Mora	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	34,091974472
44201	Rubielos de Mora	2	Analfabetos o sin estudios	1	Hombre	41,304824907
44203	Salcedillo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	7,3692720119
44204	Saldón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3,2131104878
44204	Saldón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	7,0245454412
44204	Saldón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1,7180888049
44204	Saldón	2	Analfabetos o sin estudios	1	Hombre	4,3261664613
44205	Samper de Calanda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	107,7458163687
44205	Samper de Calanda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	197,0971921803
44205	Samper de Calanda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	36,2443236779
44205	Samper de Calanda	2	Analfabetos o sin estudios	1	Hombre	51,140435416
44206	San Agustín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	18,0829853822
44206	San Agustín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	51,4140417949
44206	San Agustín	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	13,9473871147
44206	San Agustín	2	Analfabetos o sin estudios	1	Hombre	17,0806586235
44207	San Martín del Río	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	24,8474503453
44207	San Martín del Río	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	37,5201795727
44207	San Martín del Río	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	6,2108090469
44207	San Martín del Río	2	Analfabetos o sin estudios	1	Hombre	29,4215610357
44208	Santa Cruz de Nogueras	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1,3535611054
44208	Santa Cruz de Nogueras	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	8,0197314665
44208	Santa Cruz de Nogueras	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2,041334843
44208	Santa Cruz de Nogueras	2	Analfabetos o sin estudios	1	Hombre	9,8757267477
44209	Santa Eulalia	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	66,6136305727
44209	Santa Eulalia	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	312,4121986096
44209	Santa Eulalia	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	24,8160112604
44209	Santa Eulalia	2	Analfabetos o sin estudios	1	Hombre	103,4335965022
44210	Sarrión	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	95,6002567645
44210	Sarrión	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	327,0489189567
