Comarca codigo	Comarca nombre	Grandes grupos, código	Grandes grupos	Sexo, código	Sexo	Total	Españoles	Extranjeros
14	Aranda	2	De 26 a 45	6	Mujer	932,9558479495	746,5490333509	186,4068145986
15	Ribera Alta del Ebro	2	De 26 a 45	6	Mujer	4079,4525582865	3488,2160258884	591,2365323981
16	Valdejalón	2	De 26 a 45	6	Mujer	4663,3011735435	3104,7338706135	1558,56730293
17	D.C. Zaragoza	2	De 26 a 45	6	Mujer	117968,650246662	96072,3247880829	21896,3254585793
18	Ribera Baja del Ebro	2	De 26 a 45	6	Mujer	1154,1719146343	1022,2150647466	131,9568498877
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	De 26 a 45	6	Mujer	1799,2490393689	1439,7042219538	359,5448174151
20	Comunidad de Calatayud	2	De 26 a 45	6	Mujer	5212,4393206072	3754,2094377998	1458,2298828074
21	Campo de Cariñena	2	De 26 a 45	6	Mujer	1301,0486527674	893,328717541	407,7199352264
22	Campo de Belchite	2	De 26 a 45	6	Mujer	546,3036411824	484,7566228529	61,5470183295
23	Bajo Martín	2	De 26 a 45	6	Mujer	681,8472249858	591,4180835673	90,4291414185
24	Campo de Daroca	2	De 26 a 45	6	Mujer	592,3959394885	448,2046411742	144,1912983143
25	Jiloca	2	De 26 a 45	6	Mujer	1413,676284472	1071,6921699896	341,9841144824
26	Cuencas Mineras	2	De 26 a 45	6	Mujer	1106,3764581131	845,0956921252	261,2807659879
27	Andorra-Sierra de Arcos	2	De 26 a 45	6	Mujer	1393,2535919568	1147,6568036203	245,5967883365
28	Bajo Aragón	2	De 26 a 45	6	Mujer	4133,5959618981	3113,5195920264	1020,0763698717
29	Comunidad de Teruel	2	De 26 a 45	6	Mujer	6321,6835480508	5154,6035377434	1167,0800103074
30	Maestrazgo	2	De 26 a 45	6	Mujer	388,7279477941	297,9874129226	90,7405348715
31	Sierra de Albarracín	2	De 26 a 45	6	Mujer	503,7608147105	436,4167014769	67,3441132336
32	Gúdar-Javalambre	2	De 26 a 45	6	Mujer	1011,5386378798	797,2838487774	214,2547891024
33	Matarraña / Matarranya	2	De 26 a 45	6	Mujer	924,1376831903	701,4088716845	222,7288115058
01	La Jacetania	3	De 46 a 64	6	Mujer	2211,7489710119	2126,6962492127	85,0527217992
02	Alto Gállego	3	De 46 a 64	6	Mujer	1657,1696368584	1551,3630082794	105,806628579
03	Sobrarbe	3	De 46 a 64	6	Mujer	909,4705714381	791,9316065196	117,5389649185
04	La Ribagorza	3	De 46 a 64	6	Mujer	1498,6614684963	1394,1339420884	104,5275264079
05	Cinco Villas	3	De 46 a 64	6	Mujer	3830,1510227988	3604,4253390388	225,72568376
06	Hoya de Huesca / Plana de Uesca	3	De 46 a 64	6	Mujer	8793,9429807752	8353,7557131356	440,1872676396
07	Somontano de Barbastro	3	De 46 a 64	6	Mujer	2940,7335197112	2809,5309245606	131,2025951506
08	Cinca Medio	3	De 46 a 64	6	Mujer	2761,0519351764	2573,4599711807	187,5919639957
09	La Litera / La Llitera	3	De 46 a 64	6	Mujer	2167,5160810607	2096,1660710478	71,3500100129
10	Los Monegros	3	De 46 a 64	6	Mujer	2446,6990096668	2356,3116190418	90,387390625
11	Bajo Cinca / Baix Cinca	3	De 46 a 64	6	Mujer	2580,9746351346	2495,5547799641	85,4198551705
12	Tarazona y el Moncayo	3	De 46 a 64	6	Mujer	1633,4718738171	1445,9217556807	187,5501181364
13	Campo de Borja	3	De 46 a 64	6	Mujer	1758,4427579762	1587,1493064571	171,2934515191
14	Aranda	3	De 46 a 64	6	Mujer	859,3311379606	838,7539514228	20,5771865378
15	Ribera Alta del Ebro	3	De 46 a 64	6	Mujer	3080,4359596927	2848,3995906903	232,0363690024
16	Valdejalón	3	De 46 a 64	6	Mujer	2896,398327298	2515,4273128214	380,9710144766
17	D.C. Zaragoza	3	De 46 a 64	6	Mujer	95164,005201019	88869,9746003108	6294,0306007082
18	Ribera Baja del Ebro	3	De 46 a 64	6	Mujer	1131,1886806227	1099,3557941982	31,8328864245
19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	De 46 a 64	6	Mujer	1600,7751753919	1513,0351994517	87,7399759402
20	Comunidad de Calatayud	3	De 46 a 64	6	Mujer	4434,5231554133	3987,8885436957	446,6346117176
21	Campo de Cariñena	3	De 46 a 64	6	Mujer	1215,290088621	1142,583458634	72,706629987
22	Campo de Belchite	3	De 46 a 64	6	Mujer	491,4300753429	487,6113778957	3,8186974472
23	Bajo Martín	3	De 46 a 64	6	Mujer	815,1122510274	756,2672925201	58,8449585073
24	Campo de Daroca	3	De 46 a 64	6	Mujer	696,5958852114	659,5887639251	37,0071212863
25	Jiloca	3	De 46 a 64	6	Mujer	1373,9616459899	1245,8394235075	128,1222224824
26	Cuencas Mineras	3	De 46 a 64	6	Mujer	990,5599568689	932,7917963788	57,7681604901
27	Andorra-Sierra de Arcos	3	De 46 a 64	6	Mujer	1328,7533948961	1321,0213695483	7,7320253478
28	Bajo Aragón	3	De 46 a 64	6	Mujer	3294,1176351717	3044,0441045297	250,073530642
29	Comunidad de Teruel	3	De 46 a 64	6	Mujer	5674,7351013496	5237,4053831633	437,3297181863
30	Maestrazgo	3	De 46 a 64	6	Mujer	383,7256282042	369,9955543296	13,7300738746
31	Sierra de Albarracín	3	De 46 a 64	6	Mujer	526,4934468374	501,4445392876	25,0489075498
32	Gúdar-Javalambre	3	De 46 a 64	6	Mujer	818,3107140543	775,1605976196	43,1501164347
33	Matarraña / Matarranya	3	De 46 a 64	6	Mujer	1052,4436840237	1005,7533563363	46,6903276874
01	La Jacetania	4	De 65 a 84	6	Mujer	1615,8274595991	1589,559018223	26,2684413761
02	Alto Gállego	4	De 65 a 84	6	Mujer	1275,4142888769	1270,9109488751	4,5033400018
03	Sobrarbe	4	De 65 a 84	6	Mujer	678,1967595659	666,6074271211	11,5893324448
04	La Ribagorza	4	De 65 a 84	6	Mujer	1129,4937886344	1121,3989905723	8,0947980621
05	Cinco Villas	4	De 65 a 84	6	Mujer	3342,4482035863	3313,7009307474	28,7472728389
06	Hoya de Huesca / Plana de Uesca	4	De 65 a 84	6	Mujer	5556,915037114	5487,6586733721	69,2563637419
07	Somontano de Barbastro	4	De 65 a 84	6	Mujer	2386,3072579924	2371,9402603337	14,3669976587
08	Cinca Medio	4	De 65 a 84	6	Mujer	2082,3404862569	2082,3404862569	0
09	La Litera / La Llitera	4	De 65 a 84	6	Mujer	2143,8985073434	2143,8985073434	0
10	Los Monegros	4	De 65 a 84	6	Mujer	2424,90187046	2412,0960165604	12,8058538996
11	Bajo Cinca / Baix Cinca	4	De 65 a 84	6	Mujer	2249,3081410857	2249,3081410857	0
12	Tarazona y el Moncayo	4	De 65 a 84	6	Mujer	1527,1634291576	1527,1634291576	0
13	Campo de Borja	4	De 65 a 84	6	Mujer	1373,7517069951	1373,7517069951	0
14	Aranda	4	De 65 a 84	6	Mujer	853,1346240433	853,1346240433	0
15	Ribera Alta del Ebro	4	De 65 a 84	6	Mujer	2278,0392411531	2262,6646355539	15,3746055992
16	Valdejalón	4	De 65 a 84	6	Mujer	2330,1778855426	2309,7623119165	20,4155736261
17	D.C. Zaragoza	4	De 65 a 84	6	Mujer	64408,6495793946	63609,4590516584	799,1905277362
18	Ribera Baja del Ebro	4	De 65 a 84	6	Mujer	1024,0245606826	1020,2859074982	3,7386531844
19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	De 65 a 84	6	Mujer	1483,2107241908	1468,220998772	14,9897254188
20	Comunidad de Calatayud	4	De 65 a 84	6	Mujer	4708,3405048655	4692,369788515	15,9707163505
21	Campo de Cariñena	4	De 65 a 84	6	Mujer	1143,4232090548	1133,7757247773	9,6474842775
22	Campo de Belchite	4	De 65 a 84	6	Mujer	798,2286888288	798,2286888288	0
23	Bajo Martín	4	De 65 a 84	6	Mujer	945,9283734322	939,9029470034	6,0254264288
24	Campo de Daroca	4	De 65 a 84	6	Mujer	892,7513847792	892,7513847792	0
25	Jiloca	4	De 65 a 84	6	Mujer	1774,537620976	1772,2302700329	2,3073509431
26	Cuencas Mineras	4	De 65 a 84	6	Mujer	931,6218183809	930,3919579208	1,2298604601
27	Andorra-Sierra de Arcos	4	De 65 a 84	6	Mujer	1079,8901715681	1079,8901715681	0
28	Bajo Aragón	4	De 65 a 84	6	Mujer	2720,4357965914	2702,6488017298	17,7869948616
29	Comunidad de Teruel	4	De 65 a 84	6	Mujer	4270,7639108033	4229,292382519	41,4715282843
30	Maestrazgo	4	De 65 a 84	6	Mujer	431,7010484284	429,1439712768	2,5570771516
31	Sierra de Albarracín	4	De 65 a 84	6	Mujer	608,8094781157	608,8094781157	0
32	Gúdar-Javalambre	4	De 65 a 84	6	Mujer	804,2291803788	800,7946366555	3,4345437233
33	Matarraña / Matarranya	4	De 65 a 84	6	Mujer	969,1672473665	969,1672473665	0
01	La Jacetania	5	85 y más	6	Mujer	372,6248942988	327,7883448218	44,836549477
02	Alto Gállego	5	85 y más	6	Mujer	227,0540717394	227,0540717394	0
03	Sobrarbe	5	85 y más	6	Mujer	160,2079765953	160,2079765953	0
04	La Ribagorza	5	85 y más	6	Mujer	309,9401878606	305,5923092113	4,3478786493
05	Cinco Villas	5	85 y más	6	Mujer	561,6917459605	561,6917459605	0
06	Hoya de Huesca / Plana de Uesca	5	85 y más	6	Mujer	1451,6942874358	1451,6942874358	0
07	Somontano de Barbastro	5	85 y más	6	Mujer	491,2302565591	478,1054873261	13,124769233
08	Cinca Medio	5	85 y más	6	Mujer	546,3800055595	531,3605003255	15,019505234
09	La Litera / La Llitera	5	85 y más	6	Mujer	411,3756028066	411,3756028066	0
10	Los Monegros	5	85 y más	6	Mujer	616,5804995106	614,7264857811	1,8540137295
11	Bajo Cinca / Baix Cinca	5	85 y más	6	Mujer	490,9294624655	490,9294624655	0
12	Tarazona y el Moncayo	5	85 y más	6	Mujer	272,4008340016	272,4008340016	0
13	Campo de Borja	5	85 y más	6	Mujer	348,1993649111	348,1993649111	0
14	Aranda	5	85 y más	6	Mujer	121,9130911153	121,9130911153	0
15	Ribera Alta del Ebro	5	85 y más	6	Mujer	322,7890771906	322,7890771906	0
16	Valdejalón	5	85 y más	6	Mujer	473,5566091362	473,5566091362	0
17	D.C. Zaragoza	5	85 y más	6	Mujer	12075,1880684653	11937,9293633863	137,258705079
18	Ribera Baja del Ebro	5	85 y más	6	Mujer	226,3334119111	226,3334119111	0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	85 y más	6	Mujer	322,9739908348	322,9739908348	0
20	Comunidad de Calatayud	5	85 y más	6	Mujer	903,1727689839	887,6480203349	15,524748649
21	Campo de Cariñena	5	85 y más	6	Mujer	216,1962293866	216,1962293866	0
22	Campo de Belchite	5	85 y más	6	Mujer	123,449360384	123,449360384	0
23	Bajo Martín	5	85 y más	6	Mujer	186,6893827714	186,6893827714	0
24	Campo de Daroca	5	85 y más	6	Mujer	147,0670042988	147,0670042988	0
25	Jiloca	5	85 y más	6	Mujer	351,0864683997	351,0864683997	0
26	Cuencas Mineras	5	85 y más	6	Mujer	148,2308084115	148,2308084115	0
27	Andorra-Sierra de Arcos	5	85 y más	6	Mujer	194,4000939778	194,4000939778	0
28	Bajo Aragón	5	85 y más	6	Mujer	466,6742827997	446,0500643927	20,624218407
29	Comunidad de Teruel	5	85 y más	6	Mujer	811,4111828314	811,4111828314	0
30	Maestrazgo	5	85 y más	6	Mujer	78,9118591984	78,9118591984	0
31	Sierra de Albarracín	5	85 y más	6	Mujer	93,9980431735	93,9980431735	0
32	Gúdar-Javalambre	5	85 y más	6	Mujer	172,5648379281	172,5648379281	0
33	Matarraña / Matarranya	5	85 y más	6	Mujer	216,3487705131	216,3487705131	0
