Comarca codigo	Comarca nombre	Superficie agrícola utilizada código	Superficie agrícola utilizada	Explotaciones
22	Campo de Belchite	05	b) <2 Ha de SAU	101
22	Campo de Belchite	06	c) >=2 a <5 Ha de SAU	67
22	Campo de Belchite	07	c) >=2 a <5 Ha de SAU	40
22	Campo de Belchite	08	c) >=2 a <5 Ha de SAU	32
22	Campo de Belchite	09	d) >=5 a < 10 Ha de SAU	76
22	Campo de Belchite	10	e) >=10 a <20 Ha de SAU	94
22	Campo de Belchite	11	f) >=20 a < 30 Ha de SAU	80
22	Campo de Belchite	12	g) >=30 a < 50 Ha de SAU	157
22	Campo de Belchite	13	h) >=50 a < 100 Ha de SAU	105
22	Campo de Belchite	14	h) >=50 a < 100 Ha de SAU	91
22	Campo de Belchite	15	i) >=100 Ha de SAU	109
22	Campo de Belchite	16	i) >=100 Ha de SAU	58
22	Campo de Belchite	17	i) >=100 Ha de SAU	47
22	Campo de Belchite	18	i) >=100 Ha de SAU	21
22	Campo de Belchite	19	i) >=100 Ha de SAU	8
22	Campo de Belchite	20	i) >=100 Ha de SAU	2
23	Bajo Martín	01	a) Sin SAU	50
23	Bajo Martín	02	b) <2 Ha de SAU	1
23	Bajo Martín	03	b) <2 Ha de SAU	7
23	Bajo Martín	04	b) <2 Ha de SAU	5
23	Bajo Martín	05	b) <2 Ha de SAU	190
23	Bajo Martín	06	c) >=2 a <5 Ha de SAU	76
23	Bajo Martín	07	c) >=2 a <5 Ha de SAU	47
23	Bajo Martín	08	c) >=2 a <5 Ha de SAU	26
23	Bajo Martín	09	d) >=5 a < 10 Ha de SAU	63
23	Bajo Martín	10	e) >=10 a <20 Ha de SAU	42
23	Bajo Martín	11	f) >=20 a < 30 Ha de SAU	37
23	Bajo Martín	12	g) >=30 a < 50 Ha de SAU	63
23	Bajo Martín	13	h) >=50 a < 100 Ha de SAU	43
23	Bajo Martín	14	h) >=50 a < 100 Ha de SAU	50
23	Bajo Martín	15	i) >=100 Ha de SAU	39
23	Bajo Martín	16	i) >=100 Ha de SAU	31
23	Bajo Martín	17	i) >=100 Ha de SAU	38
23	Bajo Martín	18	i) >=100 Ha de SAU	34
23	Bajo Martín	19	i) >=100 Ha de SAU	13
23	Bajo Martín	20	i) >=100 Ha de SAU	1
24	Campo de Daroca	01	a) Sin SAU	12
24	Campo de Daroca	03	b) <2 Ha de SAU	4
24	Campo de Daroca	04	b) <2 Ha de SAU	4
24	Campo de Daroca	05	b) <2 Ha de SAU	70
24	Campo de Daroca	06	c) >=2 a <5 Ha de SAU	69
24	Campo de Daroca	07	c) >=2 a <5 Ha de SAU	43
24	Campo de Daroca	08	c) >=2 a <5 Ha de SAU	46
24	Campo de Daroca	09	d) >=5 a < 10 Ha de SAU	127
24	Campo de Daroca	10	e) >=10 a <20 Ha de SAU	192
24	Campo de Daroca	11	f) >=20 a < 30 Ha de SAU	118
24	Campo de Daroca	12	g) >=30 a < 50 Ha de SAU	157
24	Campo de Daroca	13	h) >=50 a < 100 Ha de SAU	105
24	Campo de Daroca	14	h) >=50 a < 100 Ha de SAU	82
24	Campo de Daroca	15	i) >=100 Ha de SAU	106
24	Campo de Daroca	16	i) >=100 Ha de SAU	41
24	Campo de Daroca	17	i) >=100 Ha de SAU	34
24	Campo de Daroca	18	i) >=100 Ha de SAU	13
24	Campo de Daroca	19	i) >=100 Ha de SAU	4
25	Jiloca	01	a) Sin SAU	64
25	Jiloca	02	b) <2 Ha de SAU	2
25	Jiloca	03	b) <2 Ha de SAU	6
25	Jiloca	04	b) <2 Ha de SAU	6
25	Jiloca	05	b) <2 Ha de SAU	125
25	Jiloca	06	c) >=2 a <5 Ha de SAU	80
25	Jiloca	07	c) >=2 a <5 Ha de SAU	68
25	Jiloca	08	c) >=2 a <5 Ha de SAU	37
25	Jiloca	09	d) >=5 a < 10 Ha de SAU	169
25	Jiloca	10	e) >=10 a <20 Ha de SAU	259
25	Jiloca	11	f) >=20 a < 30 Ha de SAU	177
25	Jiloca	12	g) >=30 a < 50 Ha de SAU	266
25	Jiloca	13	h) >=50 a < 100 Ha de SAU	161
25	Jiloca	14	h) >=50 a < 100 Ha de SAU	162
25	Jiloca	15	i) >=100 Ha de SAU	130
25	Jiloca	16	i) >=100 Ha de SAU	77
25	Jiloca	17	i) >=100 Ha de SAU	66
25	Jiloca	18	i) >=100 Ha de SAU	22
25	Jiloca	19	i) >=100 Ha de SAU	13
25	Jiloca	20	i) >=100 Ha de SAU	3
25	Jiloca	21	i) >=100 Ha de SAU	1
26	Cuencas Mineras	01	a) Sin SAU	21
26	Cuencas Mineras	03	b) <2 Ha de SAU	3
26	Cuencas Mineras	04	b) <2 Ha de SAU	1
26	Cuencas Mineras	05	b) <2 Ha de SAU	30
26	Cuencas Mineras	06	c) >=2 a <5 Ha de SAU	32
26	Cuencas Mineras	07	c) >=2 a <5 Ha de SAU	18
26	Cuencas Mineras	08	c) >=2 a <5 Ha de SAU	14
26	Cuencas Mineras	09	d) >=5 a < 10 Ha de SAU	57
26	Cuencas Mineras	10	e) >=10 a <20 Ha de SAU	81
26	Cuencas Mineras	11	f) >=20 a < 30 Ha de SAU	63
26	Cuencas Mineras	12	g) >=30 a < 50 Ha de SAU	82
26	Cuencas Mineras	13	h) >=50 a < 100 Ha de SAU	50
26	Cuencas Mineras	14	h) >=50 a < 100 Ha de SAU	36
26	Cuencas Mineras	15	i) >=100 Ha de SAU	46
26	Cuencas Mineras	16	i) >=100 Ha de SAU	29
26	Cuencas Mineras	17	i) >=100 Ha de SAU	33
26	Cuencas Mineras	18	i) >=100 Ha de SAU	24
26	Cuencas Mineras	19	i) >=100 Ha de SAU	8
26	Cuencas Mineras	20	i) >=100 Ha de SAU	5
26	Cuencas Mineras	21	i) >=100 Ha de SAU	2
27	Andorra-Sierra de Arcos	01	a) Sin SAU	6
27	Andorra-Sierra de Arcos	02	b) <2 Ha de SAU	3
27	Andorra-Sierra de Arcos	03	b) <2 Ha de SAU	8
27	Andorra-Sierra de Arcos	04	b) <2 Ha de SAU	5
27	Andorra-Sierra de Arcos	05	b) <2 Ha de SAU	200
27	Andorra-Sierra de Arcos	06	c) >=2 a <5 Ha de SAU	116
27	Andorra-Sierra de Arcos	07	c) >=2 a <5 Ha de SAU	54
27	Andorra-Sierra de Arcos	08	c) >=2 a <5 Ha de SAU	42
27	Andorra-Sierra de Arcos	09	d) >=5 a < 10 Ha de SAU	74
27	Andorra-Sierra de Arcos	10	e) >=10 a <20 Ha de SAU	58
27	Andorra-Sierra de Arcos	11	f) >=20 a < 30 Ha de SAU	37
27	Andorra-Sierra de Arcos	12	g) >=30 a < 50 Ha de SAU	47
27	Andorra-Sierra de Arcos	13	h) >=50 a < 100 Ha de SAU	13
27	Andorra-Sierra de Arcos	14	h) >=50 a < 100 Ha de SAU	27
27	Andorra-Sierra de Arcos	15	i) >=100 Ha de SAU	23
27	Andorra-Sierra de Arcos	16	i) >=100 Ha de SAU	13
27	Andorra-Sierra de Arcos	17	i) >=100 Ha de SAU	13
27	Andorra-Sierra de Arcos	18	i) >=100 Ha de SAU	14
27	Andorra-Sierra de Arcos	19	i) >=100 Ha de SAU	4
28	Bajo Aragón	01	a) Sin SAU	82
28	Bajo Aragón	02	b) <2 Ha de SAU	11
28	Bajo Aragón	03	b) <2 Ha de SAU	58
28	Bajo Aragón	04	b) <2 Ha de SAU	33
28	Bajo Aragón	05	b) <2 Ha de SAU	399
28	Bajo Aragón	06	c) >=2 a <5 Ha de SAU	175
28	Bajo Aragón	07	c) >=2 a <5 Ha de SAU	138
28	Bajo Aragón	08	c) >=2 a <5 Ha de SAU	103
28	Bajo Aragón	09	d) >=5 a < 10 Ha de SAU	319
28	Bajo Aragón	10	e) >=10 a <20 Ha de SAU	287
28	Bajo Aragón	11	f) >=20 a < 30 Ha de SAU	119
28	Bajo Aragón	12	g) >=30 a < 50 Ha de SAU	148
28	Bajo Aragón	13	h) >=50 a < 100 Ha de SAU	64
28	Bajo Aragón	14	h) >=50 a < 100 Ha de SAU	74
28	Bajo Aragón	15	i) >=100 Ha de SAU	61
28	Bajo Aragón	16	i) >=100 Ha de SAU	26
28	Bajo Aragón	17	i) >=100 Ha de SAU	27
28	Bajo Aragón	18	i) >=100 Ha de SAU	8
28	Bajo Aragón	19	i) >=100 Ha de SAU	10
28	Bajo Aragón	20	i) >=100 Ha de SAU	2
28	Bajo Aragón	21	i) >=100 Ha de SAU	1
29	Comunidad de Teruel	01	a) Sin SAU	45
29	Comunidad de Teruel	02	b) <2 Ha de SAU	2
29	Comunidad de Teruel	03	b) <2 Ha de SAU	14
29	Comunidad de Teruel	04	b) <2 Ha de SAU	7
29	Comunidad de Teruel	05	b) <2 Ha de SAU	121
29	Comunidad de Teruel	06	c) >=2 a <5 Ha de SAU	82
29	Comunidad de Teruel	07	c) >=2 a <5 Ha de SAU	63
29	Comunidad de Teruel	08	c) >=2 a <5 Ha de SAU	44
29	Comunidad de Teruel	09	d) >=5 a < 10 Ha de SAU	205
29	Comunidad de Teruel	10	e) >=10 a <20 Ha de SAU	293
29	Comunidad de Teruel	11	f) >=20 a < 30 Ha de SAU	224
29	Comunidad de Teruel	12	g) >=30 a < 50 Ha de SAU	301
29	Comunidad de Teruel	13	h) >=50 a < 100 Ha de SAU	162
29	Comunidad de Teruel	14	h) >=50 a < 100 Ha de SAU	176
29	Comunidad de Teruel	15	i) >=100 Ha de SAU	177
29	Comunidad de Teruel	16	i) >=100 Ha de SAU	77
29	Comunidad de Teruel	17	i) >=100 Ha de SAU	74
29	Comunidad de Teruel	18	i) >=100 Ha de SAU	42
29	Comunidad de Teruel	19	i) >=100 Ha de SAU	24
29	Comunidad de Teruel	20	i) >=100 Ha de SAU	12
29	Comunidad de Teruel	21	i) >=100 Ha de SAU	2
30	Maestrazgo	01	a) Sin SAU	30
30	Maestrazgo	02	b) <2 Ha de SAU	7
30	Maestrazgo	03	b) <2 Ha de SAU	4
30	Maestrazgo	04	b) <2 Ha de SAU	3
30	Maestrazgo	05	b) <2 Ha de SAU	72
30	Maestrazgo	06	c) >=2 a <5 Ha de SAU	39
30	Maestrazgo	07	c) >=2 a <5 Ha de SAU	17
30	Maestrazgo	08	c) >=2 a <5 Ha de SAU	23
30	Maestrazgo	09	d) >=5 a < 10 Ha de SAU	82
30	Maestrazgo	10	e) >=10 a <20 Ha de SAU	49
30	Maestrazgo	11	f) >=20 a < 30 Ha de SAU	20
30	Maestrazgo	12	g) >=30 a < 50 Ha de SAU	41
30	Maestrazgo	13	h) >=50 a < 100 Ha de SAU	32
30	Maestrazgo	14	h) >=50 a < 100 Ha de SAU	40
30	Maestrazgo	15	i) >=100 Ha de SAU	39
30	Maestrazgo	16	i) >=100 Ha de SAU	21
30	Maestrazgo	17	i) >=100 Ha de SAU	34
30	Maestrazgo	18	i) >=100 Ha de SAU	28
30	Maestrazgo	19	i) >=100 Ha de SAU	10
30	Maestrazgo	20	i) >=100 Ha de SAU	4
30	Maestrazgo	21	i) >=100 Ha de SAU	1
31	Sierra de Albarracín	01	a) Sin SAU	18
31	Sierra de Albarracín	02	b) <2 Ha de SAU	3
31	Sierra de Albarracín	03	b) <2 Ha de SAU	1
31	Sierra de Albarracín	04	b) <2 Ha de SAU	3
31	Sierra de Albarracín	05	b) <2 Ha de SAU	19
31	Sierra de Albarracín	06	c) >=2 a <5 Ha de SAU	10
31	Sierra de Albarracín	07	c) >=2 a <5 Ha de SAU	10
31	Sierra de Albarracín	08	c) >=2 a <5 Ha de SAU	11
31	Sierra de Albarracín	09	d) >=5 a < 10 Ha de SAU	30
31	Sierra de Albarracín	10	e) >=10 a <20 Ha de SAU	53
31	Sierra de Albarracín	11	f) >=20 a < 30 Ha de SAU	23
31	Sierra de Albarracín	12	g) >=30 a < 50 Ha de SAU	41
31	Sierra de Albarracín	13	h) >=50 a < 100 Ha de SAU	18
31	Sierra de Albarracín	14	h) >=50 a < 100 Ha de SAU	24
31	Sierra de Albarracín	15	i) >=100 Ha de SAU	30
31	Sierra de Albarracín	16	i) >=100 Ha de SAU	16
31	Sierra de Albarracín	17	i) >=100 Ha de SAU	27
31	Sierra de Albarracín	18	i) >=100 Ha de SAU	8
31	Sierra de Albarracín	19	i) >=100 Ha de SAU	7
31	Sierra de Albarracín	20	i) >=100 Ha de SAU	11
32	Gúdar-Javalambre	01	a) Sin SAU	22
32	Gúdar-Javalambre	02	b) <2 Ha de SAU	6
32	Gúdar-Javalambre	03	b) <2 Ha de SAU	12
32	Gúdar-Javalambre	04	b) <2 Ha de SAU	7
32	Gúdar-Javalambre	05	b) <2 Ha de SAU	78
32	Gúdar-Javalambre	06	c) >=2 a <5 Ha de SAU	58
32	Gúdar-Javalambre	07	c) >=2 a <5 Ha de SAU	34
32	Gúdar-Javalambre	08	c) >=2 a <5 Ha de SAU	34
32	Gúdar-Javalambre	09	d) >=5 a < 10 Ha de SAU	93
32	Gúdar-Javalambre	10	e) >=10 a <20 Ha de SAU	100
32	Gúdar-Javalambre	11	f) >=20 a < 30 Ha de SAU	61
32	Gúdar-Javalambre	12	g) >=30 a < 50 Ha de SAU	55
32	Gúdar-Javalambre	13	h) >=50 a < 100 Ha de SAU	42
32	Gúdar-Javalambre	14	h) >=50 a < 100 Ha de SAU	50
32	Gúdar-Javalambre	15	i) >=100 Ha de SAU	61
32	Gúdar-Javalambre	16	i) >=100 Ha de SAU	18
32	Gúdar-Javalambre	17	i) >=100 Ha de SAU	21
32	Gúdar-Javalambre	18	i) >=100 Ha de SAU	24
32	Gúdar-Javalambre	19	i) >=100 Ha de SAU	13
32	Gúdar-Javalambre	20	i) >=100 Ha de SAU	4
32	Gúdar-Javalambre	21	i) >=100 Ha de SAU	5
33	Matarraña / Matarranya	01	a) Sin SAU	68
33	Matarraña / Matarranya	02	b) <2 Ha de SAU	14
33	Matarraña / Matarranya	03	b) <2 Ha de SAU	7
33	Matarraña / Matarranya	04	b) <2 Ha de SAU	8
33	Matarraña / Matarranya	05	b) <2 Ha de SAU	133
33	Matarraña / Matarranya	06	c) >=2 a <5 Ha de SAU	105
33	Matarraña / Matarranya	07	c) >=2 a <5 Ha de SAU	107
33	Matarraña / Matarranya	08	c) >=2 a <5 Ha de SAU	94
33	Matarraña / Matarranya	09	d) >=5 a < 10 Ha de SAU	360
33	Matarraña / Matarranya	10	e) >=10 a <20 Ha de SAU	326
33	Matarraña / Matarranya	11	f) >=20 a < 30 Ha de SAU	162
33	Matarraña / Matarranya	12	g) >=30 a < 50 Ha de SAU	145
33	Matarraña / Matarranya	13	h) >=50 a < 100 Ha de SAU	43
33	Matarraña / Matarranya	14	h) >=50 a < 100 Ha de SAU	37
33	Matarraña / Matarranya	15	i) >=100 Ha de SAU	12
33	Matarraña / Matarranya	16	i) >=100 Ha de SAU	5
33	Matarraña / Matarranya	17	i) >=100 Ha de SAU	2
33	Matarraña / Matarranya	18	i) >=100 Ha de SAU	1
33	Matarraña / Matarranya	19	i) >=100 Ha de SAU	1
