Año	Código del municipio	Nombre del municipio	Superficie total de las explotaciones	Superficie Agrícola Utilizada (SAU)	Hectáreas de SAU en propiedad	Hectáreas de SAU en arrendamiento	Hectáreas de SAU en aparcería	Hectáreas de SAU en otros regímenes de tenencia de las tierras
1989	50055	Borja	10991	8129	5774	2142	194	18
1989	50056	Botorrita	1134	488	305	178	5	0
1989	50057	Brea de Aragón	1040	1030	1030	0	0	0
1989	50058	Bubierca	3235	1894	1866	4	4	20
1989	50059	Bujaraloz	10790	10476	8160	904	1412	0
1989	50060	Bulbuente	1968	1697	1619	0	78	0
1989	50061	Bureta	1643	1638	1548	21	69	0
1989	50062	Burgo de Ebro (El)	1829	1606	1071	461	62	12
1989	50063	Buste (El)	719	592	510	82	0	0
1989	50064	Cabañas de Ebro	474	440	333	63	17	28
1989	50065	Cabolafuente	2220	2133	1147	985	0	0
1989	50066	Cadrete	877	208	146	2	61	0
1989	50067	Calatayud	14583	5478	3352	1646	43	437
1989	50068	Calatorao	3783	3685	3054	373	232	26
1989	50069	Calcena	6054	2715	2715	0	0	0
1989	50070	Calmarza	2241	1318	477	807	0	35
1989	50071	Campillo de Aragón	5367	5326	868	1291	0	3167
1989	50072	Carenas	2582	483	331	29	14	110
1989	50073	Cariñena	6237	5788	4985	109	692	2
1989	50074	Caspe	50083	27170	12031	3040	5443	6655
1989	50075	Castejón de Alarba	992	643	603	40	0	0
1989	50076	Castejón de las Armas	1085	955	945	6	5	0
1989	50077	Castejón de Valdejasa	9938	3320	925	380	1363	653
1989	50078	Castiliscar	4527	2193	1748	64	380	0
1989	50079	Cervera de la Cañada	2000	1597	1231	233	133	0
1989	50080	Cerveruela	2361	201	118	12	71	0
1989	50081	Cetina	7096	4401	1321	3013	41	25
1989	50082	Cimballa	3318	1413	963	450	1	0
1989	50083	Cinco Olivas	15	15	2	12	0	0
1989	50084	Clarés de Ribota	1076	759	483	259	18	0
1989	50085	Codo	754	754	429	83	242	0
1989	50086	Codos	6580	1999	1916	77	3	4
1989	50087	Contamina	742	714	677	0	37	0
1989	50088	Cosuenda	2775	1491	1473	10	8	1
1989	50089	Cuarte de Huerva	204	164	127	1	36	0
1989	50090	Cubel	6056	3734	1551	366	1067	750
1989	50091	Cuerlas (Las)	2501	1554	473	464	472	145
1989	50092	Chiprana	3587	2110	1952	38	119	0
1989	50093	Chodes	1248	890	886	1	4	0
1989	50094	Daroca	2620	1149	853	234	61	1
1989	50095	Ejea de los Caballeros	56238	45234	34839	8935	818	642
1989	50096	Embid de Ariza	2773	1444	961	463	0	20
1989	50098	Encinacorba	2844	971	875	14	5	77
1989	50099	Épila	18429	12796	8896	3013	887	0
1989	50100	Erla	1056	1005	908	97	0	0
1989	50101	Escatrón	7585	3963	3035	34	851	43
1989	50102	Fabara	10546	3740	3283	83	374	0
1989	50104	Farlete	9155	6120	2613	3401	106	0
1989	50105	Fayón	11116	4743	1033	0	0	3710
1989	50106	Fayos (Los)	405	156	45	3	5	103
1989	50107	Figueruelas	633	553	429	118	7	0
1989	50108	Fombuena	2767	1878	766	1113	0	0
1989	50109	Frago (El)	3162	485	437	45	0	3
1989	50110	Frasno (El)	4886	1908	1760	119	29	0
1989	50111	Fréscano	1703	1582	1129	341	111	1
1989	50113	Fuendejalón	6379	4943	4120	295	406	122
1989	50114	Fuendetodos	5814	3258	2453	765	2	38
1989	50115	Fuentes de Ebro	13227	7594	5387	2049	154	4
1989	50116	Fuentes de Jiloca	2825	1537	1367	58	23	89
1989	50117	Gallocanta	2764	1807	970	391	440	5
1989	50118	Gallur	4759	4284	2659	1353	255	17
1989	50119	Gelsa	7135	5448	2383	1478	1587	0
1989	50120	Godojos	1557	1476	1439	37	0	0
1989	50121	Gotor	1235	1065	1063	2	1	0
1989	50122	Grisel	1050	503	254	241	8	0
1989	50123	Grisén	208	197	122	22	51	1
1989	50124	Herrera de los Navarros	14426	11112	4869	3268	40	2935
1989	50125	Ibdes	4714	2639	2419	205	10	5
1989	50126	Illueca	1973	1523	1405	0	0	118
1989	50128	Isuerre	1932	1682	1442	168	72	0
1989	50129	Jaraba	3849	623	469	154	0	0
1989	50130	Jarque	3009	1625	1585	32	8	0
1989	50131	Jaulín	4523	2119	1586	86	447	0
1989	50132	Joyosa (La)	412	412	315	58	36	3
1989	50133	Lagata	2088	1817	1046	592	179	0
1989	50134	Langa del Castillo	3797	2757	1319	477	706	254
1989	50135	Layana	16	14	14	0	0	0
1989	50136	Lécera	15049	8722	4391	3256	1074	0
1989	50137	Leciñena	17956	11087	4445	6091	532	18
1989	50138	Lechón	1758	1746	1094	374	67	211
1989	50139	Letux	3533	3062	1502	1107	453	0
1989	50140	Litago	1364	482	443	39	0	0
1989	50141	Lituénigo	954	523	433	89	0	0
1989	50142	Lobera de Onsella	3430	2412	2314	98	0	0
1989	50143	Longares	5110	4897	4457	177	257	7
1989	50144	Longás	4898	3409	3376	33	0	0
1989	50146	Lucena de Jalón	769	754	697	44	13	0
1989	50147	Luceni	1885	1702	1250	292	70	90
1989	50148	Luesia	12185	4652	3175	610	412	455
1989	50149	Luesma	2877	1751	959	717	0	75
1989	50150	Lumpiaque	2051	1198	905	26	267	0
1989	50151	Luna	28958	15107	11181	3487	303	135
1989	50152	Maella	23089	6816	6299	30	383	103
1989	50153	Magallón	9299	8962	2961	817	337	4847
1989	50154	Mainar	2834	1404	625	401	109	269
1989	50155	Malanquilla	3554	1825	668	523	354	280
1989	50156	Maleján	0	0	0	0	0	0
1989	50157	Malón	328	252	198	36	15	3
1989	50159	Maluenda	4396	3910	1088	0	242	2580
1989	50160	Mallén	3204	3078	2321	522	234	1
1989	50161	Manchones	2341	1359	1104	202	53	0
1989	50162	Mara	1890	1314	1208	103	3	0
1989	50163	María de Huerva	8173	3784	2714	199	872	0
1989	50164	Mediana de Aragón	10053	3560	2676	850	14	20
1989	50165	Mequinenza	25579	7872	4441	463	1205	1763
1989	50166	Mesones de Isuela	4599	4174	3650	464	0	60
1989	50167	Mezalocha	5377	2946	2131	33	782	0
1989	50168	Mianos	1288	747	250	497	0	0
1989	50169	Miedes de Aragón	6276	2938	1236	1293	0	410
1989	50170	Monegrillo	17457	10872	8036	2836	0	0
1989	50171	Moneva	7245	5868	4468	1401	0	0
1989	50172	Monreal de Ariza	4285	2854	1431	1288	135	0
1989	50173	Monterde	5574	4498	3603	878	0	17
1989	50174	Montón	2231	928	848	78	2	0
1989	50175	Morata de Jalón	3999	3089	2797	17	113	163
1989	50176	Morata de Jiloca	2877	2132	2082	40	11	0
1989	50177	Morés	2393	1082	1071	10	0	0
1989	50178	Moros	5054	3195	2960	168	2	65
1989	50179	Moyuela	5551	5375	2010	3366	0	0
1989	50180	Mozota	1556	1131	846	130	154	0
1989	50181	Muel	7185	6667	4859	1180	588	41
1989	50182	Muela (La)	15705	6426	4407	1044	967	9
1989	50183	Munébrega	4117	2174	1386	188	7	592
1989	50184	Murero	1765	444	345	69	3	27
1989	50185	Murillo de Gállego	9693	1548	1419	130	0	0
1989	50186	Navardún	2586	2420	2093	117	210	0
1989	50187	Nigüella	2913	2605	2168	436	0	0
1989	50188	Nombrevilla	1028	707	434	254	19	0
1989	50189	Nonaspe	15987	7397	2438	2	140	4817
1989	50190	Novallas	767	644	481	72	91	0
1989	50191	Novillas	1282	1263	753	410	98	1
1989	50192	Nuévalos	3613	880	860	20	0	0
1989	50193	Nuez de Ebro	344	343	251	91	0	0
1989	50194	Olvés	1763	1103	969	76	9	50
1989	50195	Orcajo	2658	735	550	140	45	0
1989	50196	Orera	2765	511	471	40	0	0
1989	50197	Orés	6617	1853	340	307	275	931
1989	50198	Oseja	1074	1071	1071	0	0	0
1989	50199	Osera de Ebro	1342	1247	1008	157	83	0
1989	50200	Paniza	4810	2556	2471	37	48	0
1989	50201	Paracuellos de Jiloca	3878	2263	1945	279	24	15
1989	50202	Paracuellos de la Ribera	2126	1176	1153	22	2	0
1989	50203	Pastriz	1183	812	658	75	40	39
1989	50204	Pedrola	12416	11783	7038	2169	2466	110
1989	50205	Pedrosas (Las)	1539	1299	1108	81	109	0
1989	50206	Perdiguera	10017	6111	3167	1595	1349	0
1989	50207	Piedratajada	4087	3254	2672	435	148	0
1989	50208	Pina de Ebro	34567	24512	18961	3414	1453	683
1989	50209	Pinseque	1174	1074	762	195	117	0
1989	50210	Pintanos (Los)	7834	3951	3158	266	518	10
1989	50211	Plasencia de Jalón	3511	3407	3238	145	25	0
1989	50212	Pleitas	158	151	105	29	17	0
1989	50213	Plenas	3114	3020	1554	1465	0	0
1989	50214	Pomer	3271	2992	2865	127	0	0
1989	50215	Pozuel de Ariza	1148	524	399	125	0	0
1989	50216	Pozuelo de Aragón	4063	3668	3041	268	348	10
1989	50217	Pradilla de Ebro	3444	2244	1659	106	75	404
1989	50218	Puebla de Albortón	7519	3418	2164	334	921	0
1989	50219	Puebla de Alfindén (La)	1525	1096	802	283	10	2
1989	50220	Puendeluna	789	666	531	58	77	0
1989	50221	Purujosa	3280	2046	2046	0	0	0
1989	50222	Quinto	10041	6915	3564	2841	511	0
1989	50223	Remolinos	1634	725	496	216	14	0
1989	50224	Retascón	2306	2106	1247	532	285	43
1989	50225	Ricla	8318	6949	4046	2835	28	40
1989	50227	Romanos	1877	1865	1195	670	0	0
1989	50228	Rueda de Jalón	9889	9543	6951	810	1782	0
1989	50229	Ruesca	1034	367	324	34	9	0
1989	50230	Sádaba	11842	11064	7849	1487	1717	11
1989	50231	Salillas de Jalón	120	120	88	27	4	0
1989	50232	Salvatierra de Esca	13632	4053	3884	121	43	5
1989	50233	Samper del Salz	752	564	226	31	307	0
1989	50234	San Martín de la Virgen de Moncayo	899	553	545	8	0	0
1989	50235	San Mateo de Gállego	6269	5722	2574	1605	1543	0
1989	50236	Santa Cruz de Grío	2598	839	835	4	0	0
1989	50237	Santa Cruz de Moncayo	187	117	115	0	2	0
1989	50238	Santa Eulalia de Gállego	6792	1505	1443	59	0	4
1989	50239	Santed	2068	1631	759	365	507	0
1989	50240	Sástago	27207	15468	8606	3393	3469	0
1989	50241	Saviñán	1324	1060	1048	10	2	0
1989	50242	Sediles	1072	643	298	107	3	235
1989	50243	Sestrica	3940	2175	2119	1	55	0
1989	50244	Sierra de Luna	6232	4331	2434	904	993	0
1989	50245	Sigüés	11860	2690	2438	224	26	2
1989	50246	Sisamón	2706	2548	1656	892	0	0
1989	50247	Sobradiel	910	779	699	57	22	0
1989	50248	Sos del Rey Católico	19221	14973	11596	1192	2150	36
1989	50249	Tabuenca	8669	4599	4271	325	3	0
1989	50250	Talamantes	5187	1430	1322	70	0	38
1989	50251	Tarazona	21344	8648	3872	4272	457	46
1989	50252	Tauste	32342	25430	11679	1645	869	11237
1989	50253	Terrer	3902	3140	2323	763	55	0
1989	50254	Tierga	6498	5665	4638	954	74	0
1989	50255	Tobed	2461	922	904	19	0	0
1989	50256	Torralba de los Frailes	4024	2373	1001	332	964	75
1989	50257	Torralba de Ribota	3454	839	818	12	9	0
1989	50258	Torralbilla	2088	1241	218	345	173	506
1989	50259	Torrehermosa	2353	1713	588	1126	0	0
1989	50260	Torrelapaja	1541	882	451	196	235	0
1989	50261	Torrellas	173	88	46	1	0	42
1989	50262	Torres de Berrellén	3876	3715	3189	365	117	44
1989	50263	Torrijo de la Cañada	7141	4658	4366	262	30	0
1989	50264	Tosos	8305	5247	2476	98	458	2215
1989	50265	Trasmoz	1481	606	458	148	0	0
1989	50266	Trasobares	6949	6312	5751	466	95	0
1989	50267	Uncastillo	20969	12965	9298	1474	1871	322
1989	50268	Undués de Lerda	4677	3495	3307	90	96	2
1989	50269	Urrea de Jalón	2155	2155	2077	13	64	0
1989	50270	Urriés	3913	933	853	50	30	0
1989	50271	Used	9024	7116	3093	1932	1992	100
1989	50272	Utebo	1273	1226	657	270	299	0
1989	50273	Valdehorna	718	276	221	54	0	0
1989	50274	Val de San Martín	2248	1045	792	220	33	0
1989	50275	Valmadrid	7912	1479	1313	122	44	0
1989	50276	Valpalmas	3763	3289	2752	301	89	146
1989	50277	Valtorres	490	315	292	16	6	0
1989	50278	Velilla de Ebro	4147	2313	989	677	647	0
1989	50279	Velilla de Jiloca	1340	559	128	11	1	420
1989	50280	Vera de Moncayo	2202	1709	1540	121	48	0
1989	50281	Vierlas	97	88	53	35	0	0
1989	50282	Vilueña (La)	709	348	315	6	10	18
1989	50283	Villadoz	1543	1327	442	337	97	452
1989	50284	Villafeliche	2383	392	287	32	48	26
1989	50285	Villafranca de Ebro	5601	2036	1631	300	104	0
1989	50286	Villalba de Perejil	663	169	160	9	0	0
1989	50287	Villalengua	4505	1704	1496	96	99	13
1989	50288	Villanueva de Gállego	5876	4568	1054	871	692	1951
1989	50289	Villanueva de Jiloca	704	164	154	11	0	0
1989	50290	Villanueva de Huerva	11561	3127	1816	442	869	0
1989	50291	Villar de los Navarros	4886	4583	2816	1767	0	0
1989	50292	Villarreal de Huerva	3957	2064	1180	571	83	229
1989	50293	Villarroya de la Sierra	9417	5389	5310	57	22	0
1989	50294	Villarroya del Campo	1467	1425	706	325	392	1
1989	50295	Vistabella	2205	563	563	0	0	0
1989	50296	Zaida (La)	1742	1736	791	765	180	0
1989	50297	Zaragoza	59247	43460	26650	11565	4303	942
1989	50298	Zuera	32216	18005	8863	8167	667	306
1989	50901	Biel	14742	1435	717	263	0	455
1999	22001	Abiego	3980,1	2732,43	1547	441	744	0
1999	22002	Abizanda	5103,71	1000,1	731	150	0	119
1999	22003	Adahuesca	5097,91	1655,21	932	388	334	0
1999	22004	Agüero	7370,76	347,36	164	174	6	3
1999	22006	Aísa	6900,74	5709,42	5544	139	26	0
1999	22007	Albalate de Cinca	3755,54	3382,35	2822	545	15	0
1999	22008	Albalatillo	605,58	393,57	334	59	0	0
1999	22009	Albelda	4701,45	4020,46	2311	1678	31	0
1999	22011	Albero Alto	1777,74	1741,81	1512	68	162	0
1999	22012	Albero Bajo	1898,53	1793,82	1076	572	116	29
1999	22013	Alberuela de Tubo	2257,43	2219,56	1702	518	0	0
1999	22014	Alcalá de Gurrea	7893,23	5601,78	4606	571	264	161
1999	22015	Alcalá del Obispo	5043,71	4437,03	2140	1512	782	2
1999	22016	Alcampell	5687,07	3964,14	2743	536	627	58
1999	22017	Alcolea de Cinca	8414,76	7355,8	4225	2735	352	44
1999	22018	Alcubierre	10571,18	6006,8	4339	898	767	3
1999	22019	Alerre	678,21	565,48	401	164	0	0
1999	22020	Alfántega	594,17	472,09	369	68	36	0
1999	22021	Almudévar	18910,45	15701,32	11504	3329	612	256
1999	22022	Almunia de San Juan	4345,51	2984,44	1819	484	651	31
1999	22023	Almuniente	3453,75	3129,25	2695	331	104	0
1999	22024	Alquézar	2760,16	965,84	601	297	68	0
1999	22025	Altorricón	2803,94	2601,78	1899	489	200	14
1999	22027	Angüés	5271	3558,8	1659	1074	827	0
1999	22028	Ansó	26157,69	14405,93	56	586	0	13764
1999	22029	Antillón	2015,63	1685,29	1356	297	33	0
1999	22032	Aragüés del Puerto	6290,42	2135,65	53	22	0	2060
1999	22035	Arén	10324,58	4456,18	1414	3042	0	0
1999	22036	Argavieso	935,74	811,62	453	317	15	26
1999	22037	Arguis	6322,11	2739,41	2449	291	0	0
1999	22039	Ayerbe	5367,86	3463,72	1740	1010	633	81
1999	22040	Azanuy-Alins	3706,28	2655,02	1231	880	544	0
1999	22041	Azara	1227,74	874,66	695	104	76	0
1999	22042	Azlor	1373,26	927,52	550	65	313	0
1999	22043	Baells	2930,74	1659,54	1058	116	485	0
1999	22044	Bailo	15760,07	7206,99	4377	2474	356	0
1999	22045	Baldellou	3175,7	737,3	588	10	139	0
1999	22046	Ballobar	11830,8	7703,99	3927	3023	754	0
1999	22047	Banastás	361,47	351,47	198	6	147	0
1999	22048	Barbastro	8738,48	6551,53	4458	1149	912	33
1999	22049	Barbués	1781,52	1651,31	1273	366	0	12
1999	22050	Barbuñales	2274,15	1202,65	1076	11	116	0
1999	22051	Bárcabo	8392,52	2331,18	1371	912	47	0
1999	22052	Belver de Cinca	7663,65	6349,16	5822	406	120	0
1999	22053	Benabarre	13917,37	6599,19	4063	2240	219	77
1999	22054	Benasque	23611,06	2481,36	1464	1017	0	0
1999	22055	Berbegal	4501,95	4172,17	2931	283	828	131
1999	22057	Bielsa	19816,47	11459,08	11238	221	0	0
1999	22058	Bierge	10121,58	2544,94	1730	810	5	0
1999	22059	Biescas	16107,8	5828,87	5654	172	3	0
1999	22060	Binaced	7356,67	6655,02	4277	2106	260	12
1999	22061	Binéfar	1719,84	1608,59	1345	241	20	2
1999	22062	Bisaurri	5454,84	3408,93	2903	506	0	0
1999	22063	Biscarrués	2988,47	1979,78	1220	623	127	10
1999	22064	Blecua y Torres	3501,49	3399,96	1510	1546	343	0
1999	22066	Boltaña	11130,08	4515,93	2319	1007	1189	1
1999	22067	Bonansa	3532,94	1059,63	614	446	0	0
1999	22068	Borau	3820,15	1603,19	1494	109	0	0
1999	22069	Broto	12027,33	9274,66	8907	297	71	0
1999	22072	Caldearenas	18122,41	1612,88	1290	323	0	0
1999	22074	Campo	1713,4	385,15	105	281	0	0
1999	22075	Camporrells	1994,25	500,7	351	3	147	0
1999	22076	Canal de Berdún	11599,3	5452,82	2099	3295	48	12
1999	22077	Candasnos	9375,21	6382,59	2149	3508	726	0
1999	22078	Canfranc	6944,51	3944	3910	34	0	0
1999	22079	Capdesaso	1084,94	1081,83	550	532	0	0
1999	22080	Capella	5384,32	1977,55	1537	382	59	0
1999	22081	Casbas de Huesca	12559,85	3864,01	1803	829	1232	0
1999	22082	Castejón del Puente	2215,01	1967,85	1620	122	166	59
1999	22083	Castejón de Monegros	11825,94	7776,3	4653	2155	684	284
1999	22084	Castejón de Sos	2624,7	1520,49	1354	167	0	0
1999	22085	Castelflorite	2546,56	2307,84	1077	1090	90	51
1999	22086	Castiello de Jaca	1568,92	630,92	585	46	0	0
1999	22087	Castigaleu	2764,67	1450,23	958	359	134	0
1999	22088	Castillazuelo	1451,06	1063,67	410	541	113	0
1999	22089	Castillonroy	3885,93	2044,97	1606	251	187	0
1999	22090	Colungo	3320,07	1762,93	1282	481	0	0
1999	22094	Chalamera	734,78	552,83	364	85	104	0
1999	22095	Chía	2430,25	1712,05	1559	153	0	0
1999	22096	Chimillas	853,88	815,69	698	49	69	0
1999	22099	Esplús	7324,25	6892,29	6070	768	17	37
1999	22102	Estada	1800,11	386,58	226	146	15	0
1999	22103	Estadilla	5022,84	4105,18	3129	960	15	1
1999	22105	Estopiñán del Castillo	7925,47	2419,26	1876	438	58	47
1999	22106	Fago	27,53	18,56	19	0	0	0
1999	22107	Fanlo	15706,08	10700,17	10655	45	0	0
1999	22109	Fiscal	15091,35	7030,84	5403	1422	206	0
1999	22110	Fonz	5143,89	4154,74	2395	960	753	47
1999	22111	Foradada del Toscar	8757,13	3205,69	2175	882	148	0
1999	22112	Fraga	42544,26	25886	16257	7990	1558	81
1999	22113	Fueva (La)	20810,77	3624,19	2275	1229	4	117
1999	22114	Gistaín	7223,01	7222,31	7158	64	0	0
1999	22115	Grado (El)	4451,29	1479,4	1168	310	1	0
1999	22116	Grañén	11693,5	10121,92	6597	2758	693	74
1999	22117	Graus	24392,45	7281,55	4756	2492	33	0
1999	22119	Gurrea de Gállego	17894,61	13742,21	5868	2718	595	4561
1999	22122	Hoz de Jaca	1262,24	580,64	469	112	0	0
1999	22124	Huerto	7406,44	5888,29	3929	1513	447	0
1999	22125	Huesca	15888,4	12930,57	8183	3424	1172	151
1999	22126	Ibieca	978,6	658,37	364	247	47	0
1999	22127	Igriés	1961,21	1636,63	1130	269	143	94
1999	22128	Ilche	5192,47	4520,51	3087	654	776	3
1999	22129	Isábena	10935,16	2548,32	1549	952	47	0
1999	22130	Jaca	36515,69	12134,9	9287	2655	193	0
1999	22131	Jasa	864,95	62,81	51	12	0	0
1999	22133	Labuerda	1751,79	318,03	239	62	17	0
1999	22135	Laluenga	4000,43	2846,06	2134	207	505	0
1999	22136	Lalueza	7798,7	7166,46	4150	2305	621	90
1999	22137	Lanaja	18334,16	12081,68	7142	2829	2036	74
1999	22139	Laperdiguera	795,39	759,6	505	18	237	0
1999	22141	Lascellas-Ponzano	2550,12	2198,41	1096	663	440	0
1999	22142	Lascuarre	2829,24	699,96	500	200	0	0
1999	22143	Laspaúles	7222,91	3805,71	2930	876	0	0
1999	22144	Laspuña	4198,01	1425,02	1318	104	3	0
1999	22149	Loarre	7969,44	2769,53	1982	603	183	2
1999	22150	Loporzano	16918,94	7013,47	3887	2456	669	1
1999	22151	Loscorrales	2731,92	2357,87	1360	948	50	0
1999	22155	Monesma y Cajigar	6470,86	2440,83	1059	1380	2	0
1999	22156	Monflorite-Lascasas	2321,75	2253,05	1695	378	180	0
1999	22157	Montanuy	14025,38	8720,18	6768	1926	0	26
1999	22158	Monzón	14223,82	10860,78	7138	2699	710	314
1999	22160	Naval	3732,95	960,48	498	30	433	0
1999	22162	Novales	1712,68	1561,53	758	545	259	0
1999	22163	Nueno	14745,72	4641,04	3105	1450	43	43
1999	22164	Olvena	1361,3	511,68	399	100	13	0
1999	22165	Ontiñena	9991,95	7513,95	4170	2148	1196	0
1999	22167	Osso de Cinca	2753,5	2115,82	1537	393	186	0
1999	22168	Palo	1319,04	248,89	142	88	19	0
1999	22170	Panticosa	11540,77	6741,51	6573	159	4	5
1999	22172	Peñalba	14225,03	10538,53	5033	4716	758	33
1999	22173	Peñas de Riglos (Las)	16502,21	2481,82	1260	580	641	0
1999	22174	Peralta de Alcofea	10694,77	10074,83	5764	2749	1346	215
1999	22175	Peralta de Calasanz	9920,97	3574,56	2218	869	488	0
1999	22176	Peraltilla	1339,99	762,44	612	24	127	0
1999	22177	Perarrúa	2898,94	624,89	442	183	0	0
1999	22178	Pertusa	2462,69	2170,02	949	924	298	0
1999	22181	Piracés	1997,12	1395,01	535	603	256	0
1999	22182	Plan	8843,18	8840,82	8781	60	0	0
1999	22184	Poleñino	2572,06	2467,19	1695	621	87	64
1999	22186	Pozán de Vero	1576,89	1283,14	798	192	293	0
1999	22187	Puebla de Castro (La)	2103,11	642	447	97	98	0
1999	22188	Puente de Montañana	3484,68	382,95	227	156	0	0
1999	22189	Puértolas	8495,34	594,37	394	200	0	0
1999	22190	Pueyo de Araguás (El)	5562,67	1514,68	1385	130	0	0
1999	22193	Pueyo de Santa Cruz	716,19	559,09	438	77	44	0
1999	22195	Quicena	745,31	278,68	127	79	72	0
1999	22197	Robres	6492,48	4572,31	3157	1374	40	0
1999	22199	Sabiñánigo	46788,72	10917,72	8551	2094	131	142
1999	22200	Sahún	6152,59	3902,09	3611	291	0	0
1999	22201	Salas Altas	1859,43	1303,68	1217	49	8	30
1999	22202	Salas Bajas	794,87	462,53	455	7	0	0
1999	22203	Salillas	2910,61	2091,46	1427	223	441	0
1999	22204	Sallent de Gállego	14247,44	8734,68	8735	0	0	0
1999	22205	San Esteban de Litera	5871,84	4726,05	3155	260	1242	69
1999	22206	Sangarrén	2602,44	2491,4	1961	384	147	0
1999	22207	San Juan de Plan	5338,43	4761,45	4685	77	0	0
1999	22208	Santa Cilia	2394,78	1147,43	732	135	238	42
1999	22209	Santa Cruz de la Serós	2364,8	907,09	561	147	200	0
1999	22212	Santaliestra y San Quílez	1900,1	102,11	87	15	0	0
1999	22213	Sariñena	19804,32	17618,13	11057	6295	265	0
1999	22214	Secastilla	4188,71	720,28	340	310	70	0
1999	22215	Seira	6350,47	2753,18	2703	38	13	0
1999	22217	Sena	8913,9	6176,31	5079	1006	86	5
1999	22218	Senés de Alcubierre	1386,11	1242,7	683	550	10	0
1999	22220	Sesa	2483,55	2049,15	1172	533	345	0
1999	22221	Sesué	323,34	308,24	260	48	0	0
1999	22222	Siétamo	4082,83	3257,25	1804	777	670	6
1999	22223	Sopeira	3208,88	773,04	184	589	0	0
1999	22225	Tamarite de Litera	9854,29	8625,03	6863	874	807	81
1999	22226	Tardienta	8635,6	5316,34	2327	2668	289	32
1999	22227	Tella-Sin	7815,17	3267,56	3205	62	0	0
1999	22228	Tierz	670,57	667,77	246	120	301	0
1999	22229	Tolva	4387,82	1855,84	1148	691	17	0
1999	22230	Torla-Ordesa	14820	10687,47	10460	167	53	7
1999	22232	Torralba de Aragón	3709,25	2423,61	1726	512	185	1
1999	22233	Torre la Ribera	3392,93	1206,24	837	370	0	0
1999	22234	Torrente de Cinca	4907,71	3226,17	2068	280	878	0
1999	22235	Torres de Alcanadre	2181,41	1933,94	1321	303	310	0
1999	22236	Torres de Barbués	1191,61	1175,27	659	246	271	0
1999	22239	Tramaced	1311,14	1140,45	738	289	114	0
1999	22242	Valfarta	2809,84	2445,46	994	1215	236	0
1999	22243	Valle de Bardají	4178,23	564,69	402	103	59	0
1999	22244	Valle de Lierp	2671,2	465,76	229	234	3	0
1999	22245	Velilla de Cinca	1259,74	418,94	359	56	4	0
1999	22246	Beranuy	5688,63	963,94	876	88	0	0
1999	22247	Viacamp y Litera	8276,18	1073,17	430	622	21	0
1999	22248	Vicién	1635,61	1391,49	1154	238	0	0
1999	22249	Villanova	588,55	374,48	265	109	0	0
1999	22250	Villanúa	4538,93	2017,23	1937	80	0	0
1999	22251	Villanueva de Sigena	14523,86	11488,98	5618	5321	505	45
1999	22252	Yebra de Basa	8577,53	3381,83	3212	142	28	0
1999	22253	Yésero	2360,56	1273,22	1227	46	0	0
1999	22254	Zaidín	7917,81	5996,74	4616	1025	341	14
1999	22901	Valle de Hecho	21526,29	12208,9	11895	314	0	0
1999	22902	Puente la Reina de Jaca	4792,18	2872,89	2430	416	27	0
1999	22903	San Miguel del Cinca	10455,48	9579,25	4674	3321	1575	8
1999	22904	Sotonera (La)	14404,33	10770,53	8541	1260	449	521
1999	22905	Lupiñén-Ortilla	9356,68	7591,43	5608	1663	320	0
1999	22906	Santa María de Dulcis	1839,68	1471,87	1424	48	0	0
1999	22907	Aínsa-Sobrarbe	24351,07	5406,86	3225	2091	90	0
1999	22908	Hoz y Costeán	5384,48	2894,69	2359	200	331	4
1999	22909	Vencillón	1057,68	935,76	738	184	13	0
1999	44001	Ababuj	5239,33	2576,99	1601	970	6	0
1999	44002	Abejuela	7368,75	1450,07	1084	82	0	284
1999	44003	Aguatón	1821,72	1343,36	1052	140	150	0
1999	44004	Aguaviva	3447,83	1030,31	444	166	421	0
1999	44005	Aguilar del Alfambra	3906,7	1765,6	1147	476	132	10
1999	44006	Alacón	4193,24	1956,36	911	1046	0	0
1999	44007	Alba	6484,14	2520,85	1003	1106	219	193
1999	44008	Albalate del Arzobispo	18606,84	8956,63	4129	3489	1326	12
1999	44009	Albarracín	45580,55	22548,63	20942	1488	118	0
1999	44010	Albentosa	4465,25	1912,09	1373	535	0	4
1999	44011	Alcaine	5057,26	2295,05	1807	0	388	100
1999	44012	Alcalá de la Selva	6882,99	3273,33	1549	1724	0	0
1999	44013	Alcañiz	48676,5	38796,11	27272	3702	7538	284
1999	44014	Alcorisa	11285,57	5678,97	2954	1173	1455	96
1999	44016	Alfambra	12000,97	7226,27	3656	3547	5	17
1999	44017	Aliaga	18792,19	7803,14	5212	2299	215	77
1999	44018	Almohaja	2417,33	1357,14	1027	330	0	0
1999	44019	Alobras	2278,27	590,4	298	292	0	0
1999	44020	Alpeñés	2585,51	2142,08	1879	254	9	0
1999	44021	Allepuz	4850,5	3585,04	1709	1808	69	0
1999	44022	Alloza	8260,85	7078,7	5652	1211	210	6
1999	44023	Allueva	1375,08	76,58	6	0	3	67
1999	44024	Anadón	2276,85	1479,61	1243	203	34	0
1999	44025	Andorra	13421,01	8592,15	4304	2665	1623	0
1999	44026	Arcos de las Salinas	9206,48	5746,78	5084	65	0	598
1999	44027	Arens de Lledó	2655,44	1007,65	932	51	24	0
