Año	Código del municipio	Nombre del municipio	Unidades ganaderas	Ganado bovino (cabezas)	Ganado bovino-vacas lecheras (cabezas)	Ganado bovino-resto bovino (cabezas)	Ganado ovino (cabezas)	Ganado caprino (cabezas)	Ganado porcino (cabezas)	Ganado porcino-cerdas madres (cabezas)	Ganado porcino-resto porcino (cabezas)	Ganado equino (cabezas)	Miles de aves	Conejas madres (cabezas)
1999	44090	Cucalón	207	0	0	0	1895	171	0	0	0	0	0	0
1999	44092	Cuervo (El)	32	0	0	0	294	0	0	0	0	2	0,05	18
1999	44093	Cuevas de Almudén	93	0	0	0	886	14	4	0	4	0	0,092	11
1999	44094	Cuevas Labradas	484	250	0	250	3021	38	113	94	19	1	0,128	28
1999	44096	Ejulve	956	9	0	9	5979	397	1030	0	1030	1	0,034	30
1999	44097	Escorihuela	663	0	0	0	6244	54	58	29	29	5	0,438	85
1999	44099	Escucha	395	10	0	10	2752	57	11	0	11	0	0,209	4890
1999	44100	Estercuel	148	0	0	0	1014	461	0	0	0	0	0	0
1999	44101	Ferreruela de Huerva	1969	0	0	0	438	0	0	0	0	0	275,047	0
1999	44102	Fonfría	265	0	0	0	2654	0	0	0	0	0	0	0
1999	44103	Formiche Alto	412	183	0	183	2342	58	23	2	21	0	0,235	933
1999	44105	Fórnoles	265	0	0	0	718	18	570	20	550	2	0,032	1404
1999	44106	Fortanete	993	387	0	387	4179	52	1129	229	900	6	0,192	381
1999	44107	Foz-Calanda	3352	0	0	0	4016	237	8427	791	7636	0	107	2160
1999	44108	Fresneda (La)	2828	213	0	213	2041	244	5411	351	5060	2	130,079	1163
1999	44109	Frías de Albarracín	725	0	0	0	7199	27	4	4	0	0	0,042	5
1999	44110	Fuenferrada	178	0	0	0	1759	0	2	0	2	0	0,066	21
1999	44111	Fuentes Calientes	747	80	45	35	5112	4	520	0	520	0	0,005	500
1999	44112	Fuentes Claras	4134	257	0	257	4658	15	12351	927	11424	0	0,016	1985
1999	44113	Fuentes de Rubielos	57	48	0	48	144	9	18	16	2	1	0,006	0
1999	44114	Fuentespalda	4552	120	0	120	752	0	12019	1003	11016	1	160,093	536
1999	44115	Galve	397	0	0	0	3898	39	9	5	4	0	0	0
1999	44116	Gargallo	99	0	0	0	985	0	0	0	0	0	0,004	2
1999	44117	Gea de Albarracín	282	0	0	0	2165	15	252	85	167	2	0,17	216
1999	44118	Ginebrosa (La)	4434	239	0	239	9516	653	8515	1228	7287	2	113,355	2057
1999	44119	Griegos	441	0	0	0	4256	154	0	0	0	0	0	0
1999	44120	Guadalaviar	1810	455	0	455	14062	278	0	0	0	22	0,187	1277
1999	44121	Gúdar	823	771	0	771	2705	39	2	2	0	1	0,03	1
1999	44122	Híjar	5623	2635	0	2635	11369	71	11510	850	10660	1	20	480
1999	44123	Hinojosa de Jarque	1038	0	0	0	2756	21	1522	1520	2	0	0,006	2
1999	44124	Hoz de la Vieja (La)	423	0	0	0	4140	36	8	0	8	0	0,202	20
1999	44125	Huesa del Común	311	0	0	0	3004	26	14	8	6	0	0,069	6
1999	44126	Iglesuela del Cid (La)	1136	183	0	183	1845	66	2802	256	2546	9	0,388	63
1999	44127	Jabaloyas	352	0	0	0	3388	86	8	0	8	0	0,1	20
1999	44128	Jarque de la Val	106	0	0	0	1000	4	10	0	10	0	0,15	29
1999	44129	Jatiel	381	0	0	0	683	6	1040	0	1040	0	0,035	0
1999	44130	Jorcas	291	0	0	0	1845	10	469	166	303	0	0,024	2
1999	44131	Josa	86	0	0	0	830	26	0	0	0	0	0,03	12
1999	44132	Lagueruela	144	0	0	0	1255	0	0	0	0	0	0,03	909
1999	44133	Lanzuela	42	0	0	0	199	11	0	0	0	0	0	1050
1999	44135	Libros	118	0	0	0	1126	5	0	0	0	3	0,105	33
1999	44136	Lidón	549	67	40	27	4102	4	168	140	28	0	0,115	16
1999	44137	Linares de Mora	1200	875	0	875	5190	249	112	39	73	1	0,039	2
1999	44138	Loscos	307	100	0	100	2447	59	0	0	0	13	0,382	43
1999	44141	Lledó	2068	0	0	0	772	9	11040	90	10950	0	40	606
1999	44142	Maicas	106	0	0	0	1048	10	0	0	0	0	0,04	2
1999	44143	Manzanera	1115	91	0	91	8123	178	1162	350	812	3	0,351	88
1999	44144	Martín del Río	889	0	0	0	2782	2	1972	0	1972	0	0,249	651
1999	44145	Mas de las Matas	5456	365	23	342	3705	23	16111	916	15195	1	70,223	3702
1999	44146	Mata de los Olmos (La)	1358	0	0	0	2039	23	3830	0	3830	0	0,156	24
1999	44147	Mazaleón	3025	0	0	0	2178	219	12213	2331	9882	3	43,21	1075
1999	44148	Mezquita de Jarque	471	0	0	0	4651	19	2	0	2	0	0,201	21
1999	44149	Mirambel	3846	610	0	610	2511	832	9445	1713	7732	1	0,185	59
1999	44150	Miravete de la Sierra	198	31	0	31	1535	43	44	15	29	1	0,153	17
1999	44151	Molinos	2271	1	0	1	7180	414	5437	660	4777	2	0,568	352
1999	44152	Monforte de Moyuela	441	0	0	0	4328	36	0	0	0	2	0,188	20
1999	44153	Monreal del Campo	3498	1442	0	1442	8698	0	6043	624	5419	8	0,185	1216
1999	44154	Monroyo	10989	339	0	339	2721	164	31847	4494	27353	3	133,526	3950
1999	44155	Montalbán	567	0	0	0	5263	32	0	0	0	0	0	1850
1999	44156	Monteagudo del Castillo	320	259	0	259	1491	11	2	0	2	2	0	0
1999	44157	Monterde de Albarracín	268	0	0	0	2547	76	16	6	10	1	0,095	9
1999	44158	Mora de Rubielos	855	436	0	436	4461	165	139	67	72	2	0,221	34
1999	44159	Moscardón	127	0	0	0	764	356	15	2	13	0	0,042	602
1999	44160	Mosqueruela	1976	657	0	657	7697	507	3131	561	2570	21	0,991	926
1999	44161	Muniesa	1960	205	0	205	7789	84	5403	100	5303	0	0,177	15
1999	44163	Noguera de Albarracín	386	0	0	0	3446	372	0	0	0	5	0,047	2
1999	44164	Nogueras	124	0	0	0	1215	28	0	0	0	0	0	0
1999	44165	Nogueruelas	283	81	0	81	1994	175	5	5	0	1	0,081	19
1999	44167	Obón	234	0	0	0	2226	112	0	0	0	0	0	0
1999	44168	Odón	1785	90	0	90	5965	30	3793	130	3663	0	0,257	1620
1999	44169	Ojos Negros	2200	20	0	20	11485	415	3239	48	3191	2	0	1950
1999	44171	Olba	28	0	0	0	221	26	0	0	0	2	0,079	5
1999	44172	Oliete	968	102	0	102	5886	916	820	0	820	1	0,003	8
1999	44173	Olmos (Los)	394	0	0	0	3553	53	80	30	50	0	0,219	17
1999	44174	Orihuela del Tremedal	483	82	74	8	3891	128	0	0	0	0	0,015	0
1999	44175	Orrios	552	0	0	0	5188	22	92	9	83	0	0,362	53
1999	44176	Palomar de Arroyos	499	0	0	0	2921	45	3	0	3	0	25,048	1300
1999	44177	Pancrudo	706	0	0	0	7039	15	0	0	0	0	0,02	0
1999	44178	Parras de Castellote (Las)	285	0	0	0	2462	69	856	0	856	0	0,077	311
1999	44179	Peñarroya de Tastavins	10610	71	18	53	5452	66	35453	3520	31933	5	55,04	2578
1999	44180	Peracense	146	0	0	0	1322	28	25	14	11	0	0,237	12
1999	44181	Peralejos	317	0	0	0	2715	1	184	80	104	0	0,089	32
1999	44182	Perales del Alfambra	1592	180	0	180	9482	17	1130	0	1130	4	0,272	49
1999	44183	Pitarque	274	59	0	59	2159	54	0	0	0	5	0,087	107
1999	44184	Plou	142	0	0	0	1408	11	0	0	0	0	0,022	0
1999	44185	Pobo (El)	246	96	1	95	1584	17	81	36	45	0	0,099	15
1999	44187	Portellada (La)	3607	1	0	1	2235	19	9611	723	8888	0	104,074	103
1999	44189	Pozondón	227	0	0	0	1997	0	0	0	0	0	0	1375
1999	44190	Pozuel del Campo	259	0	0	0	2319	0	56	46	10	0	0,106	8
1999	44191	Puebla de Híjar (La)	4865	2456	0	2456	5321	48	11156	150	11006	0	0,012	0
1999	44192	Puebla de Valverde (La)	2461	484	0	484	20258	503	71	17	54	15	0,624	83
1999	44193	Puertomingalvo	522	120	0	120	3661	92	219	66	153	5	0,26	94
1999	44194	Ráfales	236	0	0	0	450	152	419	50	369	1	10,004	427
1999	44195	Rillo	245	0	0	0	2441	4	0	0	0	0	0	0
1999	44196	Riodeva	163	0	0	0	1444	2	5	0	5	17	0,204	29
1999	44197	Ródenas	502	0	0	0	3514	4	500	0	500	0	0	0
1999	44198	Royuela	421	84	0	84	3130	70	94	43	51	0	0,212	279
1999	44199	Rubiales	67	0	0	0	637	21	4	0	4	0	0,008	3
1999	44200	Rubielos de la Cérida	212	0	0	0	2095	15	0	0	0	0	0,067	8
1999	44201	Rubielos de Mora	1846	271	66	205	1060	11	5946	815	5131	7	0,081	14
1999	44203	Salcedillo	0	0	0	0	0	0	0	0	0	0	0	0
1999	44204	Saldón	97	0	0	0	965	0	0	0	0	0	0,018	1
1999	44205	Samper de Calanda	5197	675	50	625	12302	247	11043	1623	9420	1	29,129	435
1999	44206	San Agustín	339	30	0	30	3122	59	1	0	1	3	0,349	44
1999	44207	San Martín del Río	773	0	0	0	0	0	0	0	0	0	55	135
1999	44208	Santa Cruz de Nogueras	63	0	0	0	612	22	0	0	0	0	0	0
1999	44209	Santa Eulalia	1767	1	0	1	13148	21	1788	325	1463	23	0,422	276
1999	44210	Sarrión	1051	2	0	2	10202	120	2	0	2	10	0,403	156
1999	44211	Segura de los Baños	137	0	0	0	1318	0	7	0	7	0	0,122	51
1999	44212	Seno	101	0	0	0	973	0	7	0	7	1	0,088	3
1999	44213	Singra	431	0	0	0	3050	0	417	9	408	0	0,072	5
1999	44215	Terriente	1403	813	0	813	3911	96	2037	291	1746	2	0,34	51
1999	44216	Teruel	6089	387	12	375	39513	280	4845	339	4506	29	8,541	1548
1999	44217	Toril y Masegoso	157	0	0	0	1471	36	2	0	2	6	0,066	7
1999	44218	Tormón	1	0	0	0	0	0	0	0	0	0	0,049	4
1999	44219	Tornos	304	80	0	80	2191	17	199	63	136	0	0,479	194
1999	44220	Torralba de los Sisones	3464	142	0	142	8256	12	8472	1215	7257	1	15,006	403
1999	44221	Torrecilla de Alcañiz	2345	600	0	600	1131	6	5376	253	5123	3	64,178	25
1999	44222	Torrecilla del Rebollar	351	0	0	0	3385	5	5	0	5	0	0,19	390
1999	44223	Torre de Arcas	1393	240	0	240	1253	100	3369	159	3210	0	24	420
1999	44224	Torre de las Arcas	213	0	0	0	2052	80	0	0	0	0	0,012	0
1999	44225	Torre del Compte	50	0	0	0	425	0	1	1	0	0	0	340
1999	44226	Torrelacárcel	1133	0	0	0	10790	0	174	70	104	3	0,201	14
1999	44227	Torre los Negros	319	0	0	0	3136	44	0	0	0	1	0	21
1999	44228	Torremocha de Jiloca	283	0	0	0	2793	7	8	5	3	0	0,004	0
1999	44229	Torres de Albarracín	1807	221	37	184	604	16	3203	3113	90	2	0,665	19
1999	44230	Torrevelilla	2417	0	0	0	0	595	8027	612	7415	0	40,022	8
1999	44231	Torrijas	204	0	0	0	2009	10	0	0	0	0	0,072	0
1999	44232	Torrijo del Campo	4864	296	0	296	6296	3	15761	1882	13879	13	0	3600
1999	44234	Tramacastiel	49	0	0	0	480	0	0	0	0	0	0,09	2
1999	44235	Tramacastilla	366	150	0	150	2589	158	60	45	15	3	0,145	18
1999	44236	Tronchón	561	475	0	475	1171	81	220	36	184	4	0,078	10
1999	44237	Urrea de Gaén	510	331	0	331	1088	0	1533	254	1279	1	0,468	644
1999	44238	Utrillas	1446	0	0	0	4903	26	3283	320	2963	1	0,105	10
1999	44239	Valacloche	33	0	0	0	279	0	0	0	0	4	0,092	7
1999	44240	Valbona	1066	76	54	22	971	36	3331	291	3040	0	0,021	0
1999	44241	Valdealgorfa	922	0	0	0	678	31	4806	350	4456	0	23,089	328
1999	44243	Valdecuenca	36	0	0	0	351	8	0	0	0	0	0,012	0
1999	44244	Valdelinares	622	320	0	320	3316	74	0	0	0	31	0,084	34
1999	44245	Valdeltormo	413	0	0	0	716	259	380	130	250	0	25,008	0
1999	44246	Valderrobres	10867	1049	0	1049	8037	188	28427	2275	26152	8	107,082	10286
1999	44247	Valjunquera	737	0	0	0	871	32	1200	0	1200	0	40,08	281
1999	44249	Vallecillo (El)	65	0	0	0	631	13	0	0	0	0	0,015	7
1999	44250	Veguillas de la Sierra	0	0	0	0	0	0	0	0	0	0	0,009	0
1999	44251	Villafranca del Campo	1971	0	0	0	10899	39	2847	269	2578	9	0,005	0
1999	44252	Villahermosa del Campo	518	0	0	0	1555	2	5457	450	5007	0	0,035	0
1999	44256	Villanueva del Rebollar de la Sierra	145	0	0	0	1400	0	9	0	9	0	0,085	41
1999	44257	Villar del Cobo	1147	117	0	117	10296	186	0	0	0	3	0,125	202
1999	44258	Villar del Salz	171	0	0	0	1674	37	0	0	0	0	0	0
1999	44260	Villarluengo	1409	820	0	820	5044	200	809	102	707	21	0,457	481
1999	44261	Villarquemado	4659	2276	136	2140	10004	20	8766	397	8369	3	0,312	329
1999	44262	Villarroya de los Pinares	953	150	0	150	3568	122	1566	20	1546	2	0,213	34
1999	44263	Villastar	348	119	0	119	2301	35	31	1	30	0	0,309	253
1999	44264	Villel	697	0	0	0	6930	10	6	0	6	0	0,076	12
1999	44265	Vinaceite	3460	450	0	450	6559	37	9333	950	8383	0	33,012	0
1999	44266	Visiedo	1167	67	0	67	6567	6	1680	347	1333	1	0,228	47
1999	44267	Vivel del Río Martín	508	0	0	0	2829	0	1004	100	904	0	0,093	512
1999	44268	Zoma (La)	26	0	0	0	259	0	0	0	0	0	0	0
1999	50001	Abanto	329	524	0	524	921	9	160	45	115	0	0,01	0
1999	50002	Acered	224	263	0	263	1061	4	5	0	5	5	0,009	1
1999	50003	Agón	841	78	0	78	1220	0	2330	80	2250	0	0,006	0
1999	50004	Aguarón	1258	0	0	0	254	34	455	150	305	0	143,5	0
1999	50005	Aguilón	518	0	0	0	2027	60	0	0	0	1	44	0
1999	50006	Ainzón	2532	12	0	12	2272	50	7638	1	7637	1	0,173	8
1999	50007	Aladrén	81	0	0	0	527	286	0	0	0	0	0	0
1999	50008	Alagón	2140	1830	243	1587	3380	6	1298	1210	88	4	24,602	0
1999	50009	Alarba	40	0	0	0	370	5	0	0	0	2	0,05	10
1999	50010	Alberite de San Juan	35	50	0	50	0	0	0	0	0	0	0,008	0
1999	50011	Albeta	0	0	0	0	0	0	0	0	0	0	0	0
1999	50012	Alborge	811	349	0	349	1662	0	1582	130	1452	0	0,032	0
1999	50013	Alcalá de Ebro	456	380	190	190	1598	25	0	0	0	1	0,104	0
1999	50014	Alcalá de Moncayo	591	32	0	32	1874	33	1908	300	1608	0	0,044	0
1999	50015	Alconchel de Ariza	1725	90	0	90	3029	0	4620	0	4620	0	0,08	0
1999	50016	Aldehuela de Liestos	120	0	0	0	727	2	239	60	179	0	0,076	0
1999	50017	Alfajarín	2246	901	80	821	9620	37	2550	0	2550	0	0,03	80
1999	50018	Alfamén	6676	0	0	0	5495	26	0	0	0	7	449,025	0
1999	50019	Alforque	6242	0	0	0	549	0	3324	0	3324	0	173	0
1999	50020	Alhama de Aragón	1259	125	0	125	3277	27	0	0	0	8	47	0
1999	50021	Almochuel	594	0	0	0	835	2	1700	0	1700	0	0,018	0
1999	50022	Almolda (La)	5452	364	0	364	7885	150	13899	905	12994	0	71	0
1999	50023	Almonacid de la Cuba	3641	312	35	277	2726	25	8850	400	8450	2	68,125	8
1999	50024	Almonacid de la Sierra	691	0	0	0	0	0	6020	20	6000	0	0	0
1999	50025	Almunia de Doña Godina (La)	10754	2740	0	2740	4947	0	7464	1710	5754	5	547,003	0
1999	50026	Alpartir	2563	0	0	0	1113	16	0	0	0	0	220	0
1999	50027	Ambel	3821	1557	0	1557	2198	11	8865	1300	7565	4	0,008	0
1999	50028	Anento	305	0	0	0	2038	0	397	40	357	0	0	0
1999	50029	Aniñón	3757	8	6	2	2948	52	1000	0	1000	0	450	0
1999	50030	Añón de Moncayo	1100	0	0	0	2864	148	2977	255	2722	0	0,07	2
1999	50031	Aranda de Moncayo	472	0	0	0	4059	562	23	3	20	5	0	0
1999	50032	Arándiga	1248	0	0	0	3759	10	603	80	523	9	100,006	2
1999	50033	Ardisa	23	0	0	0	185	48	0	0	0	0	0	0
1999	50034	Ariza	1678	648	43	605	9999	22	1248	0	1248	0	0,12	383
1999	50035	Artieda	1511	0	0	0	0	0	7307	1150	6157	0	0	0
1999	50036	Asín	148	0	0	0	1323	119	0	0	0	2	0,138	0
1999	50037	Atea	756	0	0	0	2252	247	32	30	2	1	70	0
1999	50038	Ateca	578	60	0	60	1765	10	0	0	0	3	50	0
1999	50039	Azuara	2597	0	0	0	9817	120	4248	0	4248	6	181,405	381
1999	50040	Badules	112	0	0	0	1035	0	300	0	300	0	0	0
1999	50041	Bagüés	0	0	0	0	0	0	0	0	0	0	0	0
1999	50042	Balconchán	0	0	0	0	0	0	0	0	0	0	0	0
1999	50043	Bárboles	1113	300	0	300	3150	0	4692	990	3702	0	0,009	0
1999	50044	Bardallur	285	0	0	0	2818	19	0	0	0	2	0	0
1999	50045	Belchite	4060	1176	0	1176	13254	190	6760	520	6240	11	83,902	514
1999	50046	Belmonte de Gracián	672	0	0	0	1260	183	1946	500	1446	0	0	0
1999	50047	Berdejo	0	0	0	0	0	0	0	0	0	0	0	0
1999	50048	Berrueco	1021	0	0	0	0	0	4320	600	3720	0	0	0
1999	50050	Bijuesca	181	0	0	0	1690	26	0	0	0	12	0	3
1999	50051	Biota	6956	3	0	3	9145	87	21807	1720	20087	0	88,127	4
1999	50052	Bisimbre	504	127	0	127	36	0	1106	0	1106	0	3,537	0
1999	50053	Boquiñeni	11789	0	0	0	1502	1308	37805	3906	33899	0	0,1	0
1999	50054	Bordalba	144	0	0	0	1391	22	1	0	1	0	0,13	0
1999	50055	Borja	2430	1245	4	1241	9522	73	3083	250	2833	29	0,132	550
1999	50056	Botorrita	107	0	0	0	1046	23	0	0	0	0	0	0
1999	50057	Brea de Aragón	288	0	0	0	2815	28	0	0	0	4	0,007	0
1999	50058	Bubierca	498	925	70	855	451	5	0	0	0	1	0,047	0
1999	50059	Bujaraloz	55460	90	0	90	3606	652	21225	1300	19925	0	1699,024	1158
1999	50060	Bulbuente	185	331	0	331	510	0	0	0	0	2	0,048	0
1999	50061	Bureta	330	0	0	0	1196	7	700	0	700	0	0,012	0
1999	50062	Burgo de Ebro (El)	1335	0	0	0	3557	59	7183	450	6733	5	0,054	0
1999	50063	Buste (El)	0	0	0	0	0	0	0	0	0	0	0	0
1999	50064	Cabañas de Ebro	394	490	0	490	682	8	0	0	0	11	0	0
1999	50065	Cabolafuente	433	0	0	0	1745	3	820	0	820	1	0	550
1999	50066	Cadrete	133	0	0	0	484	9	0	0	0	0	12	0
1999	50067	Calatayud	1643	584	0	584	7733	106	1730	131	1599	34	0,138	726
1999	50068	Calatorao	5358	141	66	75	3801	5	26183	4544	21639	7	0,017	0
1999	50069	Calcena	142	0	0	0	1417	0	0	0	0	0	0	0
1999	50070	Calmarza	146	0	0	0	1397	30	0	0	0	4	0	0
1999	50071	Campillo de Aragón	173	0	0	0	1700	7	0	0	0	3	0	0
1999	50072	Carenas	141	0	0	0	1400	6	0	0	0	1	0	0
1999	50073	Cariñena	2743	0	0	0	2428	45	11553	2003	9550	0	44,5	917
1999	50074	Caspe	33554	573	29	544	43072	2075	120339	14362	105977	14	311,018	3220
1999	50075	Castejón de Alarba	247	0	0	0	536	5	580	230	350	0	0	0
1999	50076	Castejón de las Armas	0	0	0	0	0	0	0	0	0	0	0	0
1999	50077	Castejón de Valdejasa	847	150	0	150	1675	77	1867	71	1796	0	0,036	2
1999	50078	Castiliscar	417	0	0	0	4134	27	3	0	3	0	0,021	0
1999	50079	Cervera de la Cañada	416	0	0	0	2219	12	600	60	540	0	0,2	3
1999	50080	Cerveruela	45	0	0	0	450	0	0	0	0	0	0	0
1999	50081	Cetina	1633	445	1	444	9904	116	1313	10	1303	1	0,119	0
1999	50082	Cimballa	98	0	0	0	887	3	25	16	9	0	0	0
1999	50083	Cinco Olivas	561	0	0	0	714	0	0	0	0	0	70	0
1999	50084	Clarés de Ribota	111	2	0	2	1059	9	5	5	0	0	0	0
1999	50085	Codo	28	0	0	0	268	5	0	0	0	0	0,039	0
1999	50086	Codos	849	0	0	0	3031	456	1000	1000	0	0	0	0
1999	50087	Contamina	79	0	0	0	785	6	0	0	0	0	0	0
1999	50088	Cosuenda	1065	0	0	0	402	0	1200	0	1200	0	95	0
1999	50089	Cuarte de Huerva	41	0	0	0	0	0	245	70	175	0	0	0
1999	50090	Cubel	1001	604	0	604	2378	28	1854	440	1414	0	0	350
1999	50091	Cuerlas (Las)	95	0	0	0	936	10	0	0	0	0	0,035	0
1999	50092	Chiprana	299	0	0	0	2957	29	0	0	0	0	0	0
1999	50093	Chodes	96	90	0	90	315	9	0	0	0	1	0	0
1999	50094	Daroca	2988	0	0	0	3135	5	4800	850	3950	1	114,072	804
1999	50095	Ejea de los Caballeros	63549	1941	52	1889	90540	1594	190370	23266	167104	20	166,159	1623
1999	50096	Embid de Ariza	663	0	0	0	1617	250	1583	314	1269	0	0	0
1999	50098	Encinacorba	273	0	0	0	1192	0	872	260	612	4	0,036	0
1999	50099	Épila	6023	1149	0	1149	30081	391	9730	480	9250	0	0,22	0
1999	50100	Erla	2326	0	0	0	2913	38	7690	970	6720	0	0	0
1999	50101	Escatrón	616	0	0	0	2765	79	1104	0	1104	0	0,034	0
1999	50102	Fabara	9598	302	20	282	3088	63	33516	6056	27460	2	100,7	8848
1999	50104	Farlete	2607	0	0	0	17035	362	3772	829	2943	13	0,227	0
1999	50105	Fayón	1845	0	0	0	0	0	4866	0	4866	0	55	0
1999	50106	Fayos (Los)	0	0	0	0	0	0	0	0	0	0	0	0
1999	50107	Figueruelas	667	96	0	96	586	7	1750	750	1000	4	20	0
1999	50108	Fombuena	266	149	0	149	1651	8	0	0	0	0	0	0
1999	50109	Frago (El)	48	0	0	0	422	56	0	0	0	0	0	0
1999	50110	Frasno (El)	143	0	0	0	681	21	0	0	0	4	10	0
1999	50111	Fréscano	665	707	0	707	367	0	860	0	860	3	0	0
1999	50113	Fuendejalón	1576	0	0	0	6200	8	3104	400	2704	0	0,012	0
1999	50114	Fuendetodos	1000	0	0	0	298	1096	2000	0	2000	2	37	0
1999	50115	Fuentes de Ebro	4421	1013	27	986	8917	63	7776	40	7736	2	105,836	3
1999	50116	Fuentes de Jiloca	1051	700	0	700	1982	13	1282	291	991	3	20,078	434
1999	50117	Gallocanta	1440	0	0	0	1332	6	5651	864	4787	0	0,012	100
1999	50118	Gallur	1437	51	0	51	3267	12	4236	702	3534	3	1	280
1999	50119	Gelsa	11678	2076	0	2076	3661	30	25370	0	25370	0	191,5	0
1999	50120	Godojos	604	0	0	0	1417	32	0	0	0	5	65	0
1999	50121	Gotor	32	0	0	0	318	2	0	0	0	0	0,008	0
1999	50122	Grisel	8	0	0	0	0	0	0	0	0	0	0	400
1999	50123	Grisén	102	0	0	0	1019	0	0	0	0	0	0	0
1999	50124	Herrera de los Navarros	2956	220	0	220	12824	97	3037	784	2253	1	126	0
1999	50125	Ibdes	2389	21	0	21	2670	25	5930	852	5078	0	80	0
1999	50126	Illueca	181	0	0	0	1745	3	0	0	0	7	0,056	4
1999	50128	Isuerre	170	0	0	0	1504	30	25	1	24	4	0,06	3
1999	50129	Jaraba	283	0	0	0	2770	32	0	0	0	4	0	0
1999	50130	Jarque de Moncayo	1194	0	0	0	3888	33	1353	51	1302	12	45,071	10
1999	50131	Jaulín	1377	0	0	0	2272	25	500	0	500	2	128	0
1999	50132	Joyosa (La)	1308	3061	86	2975	0	0	4	0	4	0	0	0
1999	50133	Lagata	333	105	0	105	943	11	650	0	650	1	0,021	0
1999	50134	Langa del Castillo	1797	0	0	0	854	60	5940	300	5640	0	0	0
1999	50135	Layana	320	90	0	90	1252	13	520	0	520	2	0	0
1999	50136	Lécera	2890	140	80	60	5331	160	6392	150	6242	9	52	0
1999	50137	Leciñena	14179	303	0	303	9002	234	39940	120	39820	4	135	2750
1999	50138	Lechón	82	0	0	0	239	0	354	100	254	0	0	0
1999	50139	Letux	1103	1016	50	966	2116	52	444	154	290	2	45,415	17
1999	50140	Litago	157	0	0	0	1227	36	83	39	44	1	0,186	8
1999	50141	Lituénigo	93	0	0	0	901	20	1	1	0	0	0,032	6
1999	50142	Lobera de Onsella	190	0	0	0	1836	63	0	0	0	0	0	0
1999	50143	Longares	454	141	0	141	977	12	850	90	760	14	0	230
1999	50144	Longás	55	0	0	0	498	51	0	0	0	0	0	0
1999	50146	Lucena de Jalón	622	240	0	240	1001	18	2266	404	1862	0	0,013	3
1999	50147	Luceni	2518	969	8	961	5680	2	5318	220	5098	1	0,391	13
1999	50148	Luesia	3659	235	0	235	6034	351	10223	485	9738	4	0,569	22
1999	50149	Luesma	550	1023	0	1023	1263	23	0	0	0	0	0	0
1999	50150	Lumpiaque	1543	0	0	0	3014	28	5001	763	4238	2	0,086	317
1999	50151	Luna	9423	594	0	594	21416	837	20453	640	19813	5	100,01	801
1999	50152	Maella	4193	0	0	0	3118	25	11260	407	10853	3	51,953	1160
1999	50153	Magallón	5309	472	0	472	3679	24	20310	600	19710	0	0,056	0
1999	50154	Mainar	1733	0	0	0	3330	0	0	0	0	0	100	0
1999	50155	Malanquilla	153	0	0	0	1525	0	0	0	0	0	0	0
1999	50156	Maleján	0	0	0	0	0	0	0	0	0	0	0	0
1999	50157	Malón	840	0	0	0	0	0	840	240	600	0	30,006	7
1999	50159	Maluenda	716	0	0	0	691	0	0	0	0	21	45	0
1999	50160	Mallén	6004	361	70	291	3432	37	18609	502	18107	1	9,01	0
1999	50161	Manchones	628	0	0	0	407	0	3163	920	2243	0	0	0
1999	50162	Mara	202	0	0	0	1662	14	238	54	184	2	0	0
1999	50163	María de Huerva	3846	1225	0	1225	6941	84	2456	496	1960	1	147	0
1999	50164	Mediana de Aragón	1782	704	0	704	12405	98	803	250	553	2	0,314	5
1999	50165	Mequinenza	5948	0	0	0	4328	951	11010	0	11010	0	295,028	2610
1999	50166	Mesones de Isuela	1805	0	0	0	11978	113	3478	330	3148	2	30,024	200
1999	50167	Mezalocha	708	0	0	0	1059	0	1072	100	972	1	27,275	10
1999	50168	Mianos	121	0	0	0	1153	11	9	2	7	0	0,02	2
1999	50169	Miedes de Aragón	1140	0	0	0	2048	309	2509	282	2227	0	66,5	200
1999	50170	Monegrillo	2530	0	0	0	18947	738	2657	634	2023	4	0,027	0
1999	50171	Moneva	901	1326	34	1292	3094	64	0	0	0	0	0,044	6
1999	50172	Monreal de Ariza	1070	552	0	552	7614	25	240	0	240	0	0,008	320
1999	50173	Monterde	407	0	0	0	3322	19	0	0	0	0	0	3634
1999	50174	Montón	19	0	0	0	164	0	3	0	3	0	0,076	5
1999	50175	Morata de Jalón	968	0	0	0	1991	47	663	379	284	1	80,033	0
1999	50176	Morata de Jiloca	76	0	0	0	661	2	5	0	5	3	0,357	28
1999	50177	Morés	230	0	0	0	1310	0	0	0	0	1	14,024	0
1999	50178	Moros	599	0	0	0	1367	4	1580	150	1430	9	0	0
1999	50179	Moyuela	1725	370	0	370	3290	0	3431	191	3240	0	79,745	2
1999	50180	Mozota	180	0	0	0	540	0	0	0	0	0	18	0
1999	50181	Muel	3140	125	0	125	5366	60	4550	0	4550	8	144,01	0
1999	50182	Muela (La)	887	153	0	153	7347	21	1800	0	1800	3	0,044	1870
1999	50183	Munébrega	245	284	0	284	961	8	0	0	0	1	0	0
1999	50184	Murero	328	0	0	0	0	0	965	450	515	0	0	0
1999	50185	Murillo de Gállego	182	0	0	0	1542	272	0	0	0	1	0	0
1999	50186	Navardún	250	0	0	0	2448	56	0	0	0	0	0	0
1999	50187	Nigüella	166	0	0	0	1336	11	59	56	3	0	0	100
