Año	Municipio código	Municipio nombre	Contenedores de papel y cartón	Kg recogidos papel y cartón
2009	22135	Laluenga	0	0
2009	22136	Lalueza	18	23772,17
2009	22137	Lanaja	12	30901,74
2009	22139	Laperdiguera	0	0
2009	22141	Lascellas-Ponzano	0	0
2009	22142	Lascuarre	0	0
2009	22143	Laspaúles	0	0
2009	22144	Laspuña	2	9036,79
2009	22149	Loarre	0	11828,77
2009	22150	Loporzano	1	17342,45
2009	22151	Loscorrales	0	3462,08
2009	22155	Monesma y Cajigar	0	0
2009	22156	Monflorite-Lascasas	4	9007,82
2009	22157	Montanuy	0	0
2009	22158	Monzón	46	270175
2009	22160	Naval	0	0
2009	22162	Novales	2	5577,79
2009	22163	Nueno	4	16797,49
2009	22164	Olvena	0	0
2009	22165	Ontiñena	3	9326,09
2009	22167	Osso de Cinca	4	11699,18
2009	22168	Palo	0	0
2009	22170	Panticosa	36	36948,6
2009	22172	Peñalba	11	15659,95
2009	22173	Peñas de Riglos (Las)	6	8943,7
2009	22174	Peralta de Alcofea	2	9920,02
2009	22175	Peralta de Calasanz	2	4338,71
2009	22176	Peraltilla	0	0
2009	22177	Perarrúa	0	0
2009	22178	Pertusa	1	3910,87
2009	22181	Piracés	2	3109,46
2009	22182	Plan	1	9844,71
2009	22184	Poleñino	10	4746,07
2009	22186	Pozán de Vero	0	0
2009	22187	Puebla de Castro (La)	0	0
2009	22188	Puente de Montañana	0	0
2009	22189	Puértolas	1	7540,63
2009	22190	Pueyo de Araguás (El)	1	4638,09
2009	22193	Pueyo de Santa Cruz	1	3985,78
2009	22195	Quicena	2	9809,22
2009	22197	Robres	10	13443,72
2009	22199	Sabiñánigo	5	446385
2009	22200	Sahún	7	0
2009	22201	Salas Altas	0	0
2009	22202	Salas Bajas	0	0
2009	22203	Salillas	1	3814,7
2009	22204	Sallent de Gállego	1	60742,26
2009	22205	San Esteban de Litera	2	9622,13
2009	22206	Sangarrén	2	5686,92
2009	22207	San Juan de Plan	1	4578,24
2009	22208	Santa Cilia	4	8872,96
2009	22209	Santa Cruz de la Serós	1	6312,6
2009	22212	Santaliestra y San Quílez	0	0
2009	22213	Sariñena	1	90070,82
2009	22214	Secastilla	0	0
2009	22215	Seira	0	0
2009	22217	Sena	9	11687,46
2009	22218	Senés de Alcubierre	1	1275,38
2009	22220	Sesa	2	7725,56
2009	22221	Sesué	0	0
2009	22222	Siétamo	5	20035,18
2009	22223	Sopeira	0	0
2009	22225	Tamarite de Litera	13	64993,11
2009	22226	Tardienta	21	21806,84
2009	22227	Tella-Sin	2	9186,41
2009	22228	Tierz	3	20163,4
2009	22229	Tolva	0	0
2009	22230	Torla-Ordesa	3	9665,18
2009	22232	Torralba de Aragón	5	2425,31
2009	22233	Torre la Ribera	0	0
2009	22234	Torrente de Cinca	6	15372,18
2009	22235	Torres de Alcanadre	0	0
2009	22236	Torres de Barbués	9	6690,5
2009	22239	Tramaced	1	3397,97
2009	22242	Valfarta	2	1923,52
2009	22243	Valle de Bardají	2	0
2009	22244	Valle de Lierp	1	0
2009	22245	Velilla de Cinca	2	7179,73
2009	22246	Beranuy	0	0
2009	22247	Viacamp y Litera	0	0
2009	22248	Vicién	1	3974,98
2009	22249	Villanova	14	0
2009	22250	Villanúa	0	21145,02
2009	22251	Villanueva de Sigena	1	10976,6
2009	22252	Yebra de Basa	1	6798,19
2009	22253	Yésero	1	3399,09
2009	22254	Zaidín	5	26633,02
2009	22901	Valle de Hecho	0	41892,74
2009	22902	Puente la Reina de Jaca	6	9799,99
2009	22903	San Miguel del Cinca	23	9419,95
2009	22904	Sotonera (La)	10	33915,55
2009	22905	Lupiñén-Ortilla	2	11796,71
2009	22906	Santa María de Dulcis	1	0
2009	22907	Aínsa-Sobrarbe	18	62688,99
2009	22908	Hoz y Costeán	0	0
2009	22909	Vencillón	1	8135,07
2009	44001	Ababuj	1	1105,17
2009	44002	Abejuela	0	0
2009	44003	Aguatón	1	279,62
2009	44004	Aguaviva	7	6120,62
2009	44005	Aguilar del Alfambra	1	945,39
2009	44006	Alacón	6	3886,25
2009	44007	Alba	1	3248,93
2009	44008	Albalate del Arzobispo	27	42631,94
2009	44009	Albarracín	4	14140,97
2009	44010	Albentosa	2	3949,28
2009	44011	Alcaine	1	828,08
2009	44012	Alcalá de la Selva	5	6446,25
2009	44013	Alcañiz	35	244954
2009	44014	Alcorisa	33	31472,62
2009	44016	Alfambra	5	9853,32
2009	44017	Aliaga	2	5286,94
2009	44018	Almohaja	3	372,83
2009	44019	Alobras	0	972,02
2009	44020	Alpeñés	2	332,88
2009	44021	Allepuz	0	1783,55
2009	44022	Alloza	1	6720,37
2009	44023	Allueva	8	0
2009	44024	Anadón	1	254,79
2009	44025	Andorra	50	78578,04
2009	44026	Arcos de las Salinas	2	1465,06
2009	44027	Arens de Lledó	3	4744,04
2009	44028	Argente	1	3195,67
2009	44029	Ariño	6	9042,64
2009	44031	Azaila	8	2959,23
2009	44032	Bádenas	0	0
2009	44033	Báguena	1	4839,98
2009	44034	Bañón	0	0
2009	44035	Barrachina	0	0
2009	44036	Bea	0	0
2009	44037	Beceite	7	13794,88
2009	44038	Belmonte de San José	5	724,9
2009	44039	Bello	2	0
2009	44040	Berge	3	1366,96
2009	44041	Bezas	1	917,25
2009	44042	Blancas	0	0
2009	44043	Blesa	1	1579,71
2009	44044	Bordón	2	1681,63
2009	44045	Bronchales	3	6216,93
2009	44046	Bueña	0	0
2009	44047	Burbáguena	0	0
2009	44048	Cabra de Mora	2	1337,66
2009	44049	Calaceite	12	24747,7
2009	44050	Calamocha	9	52035,27
2009	44051	Calanda	33	32606,38
2009	44052	Calomarde	1	1223
2009	44053	Camañas	1	1544,58
2009	44054	Camarena de la Sierra	0	0
2009	44055	Camarillas	1	1611,15
2009	44056	Caminreal	5	6280,22
2009	44059	Cantavieja	10	9363,62
2009	44060	Cañada de Benatanduz	2	649,72
2009	44061	Cañada de Verich (La)	2	564,39
2009	44062	Cañada Vellida	1	585,87
2009	44063	Cañizar del Olivar	1	1350,4
2009	44064	Cascante del Río	1	1211,69
2009	44065	Castejón de Tornos	0	0
2009	44066	Castel de Cabra	1	1872,72
2009	44067	Castelnou	2	2138,28
2009	44068	Castelserás	10	7152,09
2009	44070	Castellar (El)	3	955,47
2009	44071	Castellote	8	10599,36
2009	44074	Cedrillas	6	8002,5
2009	44075	Celadas	3	5858,73
2009	44076	Cella	13	41570,38
2009	44077	Cerollera (La)	2	647,24
2009	44080	Codoñera (La)	1	1936,53
2009	44082	Corbalán	6	1251,64
2009	44084	Cortes de Aragón	39	1095,61
2009	44085	Cosa	2	0
2009	44086	Cretas	1	13816,74
2009	44087	Crivillén	0	900,47
2009	44088	Cuba (La)	1	866,29
2009	44089	Cubla	1	772,29
2009	44090	Cucalón	0	0
2009	44092	Cuervo (El)	3	1504,63
2009	44093	Cuevas de Almudén	2	1566,97
2009	44094	Cuevas Labradas	1	1944,03
2009	44096	Ejulve	6	2075,83
2009	44097	Escorihuela	1	2609,8
2009	44099	Escucha	5	13172,76
2009	44100	Estercuel	6	2417,06
2009	44101	Ferreruela de Huerva	0	0
2009	44102	Fonfría	0	0
2009	44103	Formiche Alto	2	2484,23
2009	44105	Fórnoles	2	2251,78
2009	44106	Fortanete	2	3057,51
2009	44107	Foz-Calanda	3	1548,19
2009	44108	Fresneda (La)	6	10712,35
2009	44109	Frías de Albarracín	1	2191,21
2009	44110	Fuenferrada	1	522,32
2009	44111	Fuentes Calientes	1	1544,58
2009	44112	Fuentes Claras	0	0
2009	44113	Fuentes de Rubielos	2	1617,93
2009	44114	Fuentespalda	4	7542,37
2009	44115	Galve	39	1810,88
2009	44116	Gargallo	6	1004,74
2009	44117	Gea de Albarracín	3	5694,61
2009	44118	Ginebrosa (La)	3	1278,94
2009	44119	Griegos	1	1834,5
2009	44120	Guadalaviar	2	3350,52
2009	44121	Gúdar	2	1363,14
2009	44122	Híjar	31	36808,95
2009	44123	Hinojosa de Jarque	2	1910,94
2009	44124	Hoz de la Vieja (La)	1	1223
2009	44125	Huesa del Común	1	1286,7
2009	44126	Iglesuela del Cid (La)	4	6433,51
2009	44127	Jabaloyas	1	1082,87
2009	44128	Jarque de la Val	1	1273,96
2009	44129	Jatiel	3	1088,23
2009	44130	Jorcas	1	612,5
2009	44131	Josa	1	420,41
2009	44132	Lagueruela	0	0
2009	44133	Lanzuela	0	0
2009	44135	Libros	1	1983,98
2009	44136	Lidón	1	878,81
2009	44137	Linares de Mora	2	4127,64
2009	44138	Loscos	1	0
2009	44141	Lledó	3	3978,87
2009	44142	Maicas	1	484,11
2009	44143	Manzanera	7	6892,13
2009	44144	Martín del Río	3	5936,66
2009	44145	Mas de las Matas	11	12317,97
2009	44146	Mata de los Olmos (La)	3	1387,68
2009	44147	Mazaleón	6	12723,64
2009	44148	Mezquita de Jarque	1	1668,89
2009	44149	Mirambel	2	1643,41
2009	44150	Miravete de la Sierra	1	522,32
2009	44151	Molinos	3	3834,62
2009	44152	Monforte de Moyuela	0	0
2009	44153	Monreal del Campo	5	22044,53
2009	44154	Monroyo	6	8416,84
2009	44155	Montalbán	7	18816,41
2009	44156	Monteagudo del Castillo	1	1025,28
2009	44157	Monterde de Albarracín	1	942,73
2009	44158	Mora de Rubielos	8	21644,61
2009	44159	Moscardón	1	751,64
2009	44160	Mosqueruela	7	8038,7
2009	44161	Muniesa	4	9096,09
2009	44163	Noguera de Albarracín	1	1821,77
2009	44164	Nogueras	0	0
2009	44165	Nogueruelas	2	3363,26
2009	44167	Obón	1	662,46
2009	44168	Odón	0	0
2009	44169	Ojos Negros	0	0
2009	44171	Olba	2	2802,72
2009	44172	Oliete	6	4777,24
2009	44173	Olmos (Los)	2	735,26
2009	44174	Orihuela del Tremedal	4	7350,76
2009	44175	Orrios	1	2290,23
2009	44176	Palomar de Arroyos	1	2675,32
2009	44177	Pancrudo	4	1384,79
2009	44178	Parras de Castellote (Las)	2	377,99
2009	44179	Peñarroya de Tastavins	7	11324,48
2009	44180	Peracense	0	0
2009	44181	Peralejos	1	1105,17
2009	44182	Perales del Alfambra	2	3941,33
2009	44183	Pitarque	2	1324,92
2009	44184	Plou	1	636,98
2009	44185	Pobo (El)	1	1850,83
2009	44187	Portellada (La)	2	5815,27
2009	44189	Pozondón	1	1057,39
2009	44190	Pozuel del Campo	0	0
2009	44191	Puebla de Híjar (La)	17	19435,43
2009	44192	Puebla de Valverde (La)	7	6879,39
2009	44193	Puertomingalvo	2	3299,56
2009	44194	Ráfales	3	3344,88
2009	44195	Rillo	2	1384,79
2009	44196	Riodeva	1	2636,43
2009	44197	Ródenas	1	980,95
2009	44198	Royuela	1	2840,93
2009	44199	Rubiales	1	738,9
2009	44200	Rubielos de la Cérida	0	0
2009	44201	Rubielos de Mora	7	9809,5
2009	44203	Salcedillo	0	165,62
2009	44204	Saldón	1	394,93
2009	44205	Samper de Calanda	74	18347,2
2009	44206	San Agustín	1	2140,26
2009	44207	San Martín del Río	3	0
2009	44208	Santa Cruz de Nogueras	3	0
2009	44209	Santa Eulalia	0	15485,7
2009	44210	Sarrión	68	14319,33
2009	44211	Segura de los Baños	1	496,85
2009	44212	Seno	2	217,47
2009	44213	Singra	0	0
2009	44215	Terriente	1	2382,31
2009	44216	Teruel	108	466528,27
2009	44217	Toril y Masegoso	1	433,15
2009	44218	Tormón	1	466,04
2009	44219	Tornos	0	0
2009	44220	Torralba de los Sisones	0	0
2009	44221	Torrecilla de Alcañiz	5	3691,13
2009	44222	Torrecilla del Rebollar	0	0
2009	44223	Torre de Arcas	2	2317,36
2009	44224	Torre de las Arcas	1	471,37
2009	44225	Torre del Compte	2	3541,63
2009	44226	Torrelacárcel	1	2902,74
2009	44227	Torre los Negros	0	0
2009	44228	Torremocha de Jiloca	1	1944,03
2009	44229	Torres de Albarracín	1	1923,68
2009	44230	Torrevelilla	3	999,33
2009	44231	Torrijas	2	929,99
2009	44232	Torrijo del Campo	0	0
2009	44234	Tramacastiel	2	1344,85
2009	44235	Tramacastilla	1	1554,23
2009	44236	Tronchón	2	1414,1
2009	44237	Urrea de Gaén	6	10023,18
2009	44238	Utrillas	15	42715,93
2009	44239	Valacloche	1	492,67
2009	44240	Valbona	2	2611,62
2009	44241	Valdealgorfa	7	5839,31
2009	44243	Valdecuenca	1	764,38
2009	44244	Valdelinares	2	1401,36
2009	44245	Valdeltormo	4	7389,33
2009	44246	Valderrobres	20	49014,45
2009	44247	Valjunquera	4	8963,39
2009	44249	Vallecillo (El)	0	522,32
2009	44250	Veguillas de la Sierra	1	386,14
2009	44251	Villafranca del Campo	3	0
2009	44252	Villahermosa del Campo	0	0
2009	44256	Villanueva del Rebollar de la Sierra	9	649,72
2009	44257	Villar del Cobo	1	2764,5
2009	44258	Villar del Salz	1	0
2009	44260	Villarluengo	0	2713,54
2009	44261	Villarquemado	4	12569,65
2009	44262	Villarroya de los Pinares	3	2382,31
2009	44263	Villastar	1	4780,19
2009	44264	Villel	2	5019,87
2009	44265	Vinaceite	4	6147,55
2009	44266	Visiedo	1	2157,08
2009	44267	Vivel del Río Martín	1	1172,04
2009	44268	Zoma (La)	1	280,27
2009	50001	Abanto	2	1071,56
2009	50002	Acered	1	1036,08
2009	50003	Agón	3	7419,2
2009	50004	Aguarón	2	13022,88
2009	50005	Aguilón	2	3735,24
2009	50006	Ainzón	15	56599,14
2009	50007	Aladrén	1	894,15
2009	50008	Alagón	71	138481,1
2009	50009	Alarba	2	1297,15
2009	50010	Alberite de San Juan	4	4353,78
2009	50011	Albeta	6	5997,55
2009	50012	Alborge	0	0
2009	50013	Alcalá de Ebro	5	5965,9
2009	50014	Alcalá de Moncayo	2	3478,07
2009	50015	Alconchel de Ariza	1	878,19
2009	50016	Aldehuela de Liestos	1	350,84
2009	50017	Alfajarín	8	29794,58
2009	50018	Alfamén	5	21084,66
2009	50019	Alforque	0	0
2009	50020	Alhama de Aragón	6	9756,81
2009	50021	Almochuel	2	0
2009	50022	Almolda (La)	15	13443,72
2009	50023	Almonacid de la Cuba	11	2303,6
2009	50024	Almonacid de la Sierra	1	5652,82
2009	50025	Almunia de Doña Godina (La)	1	28782
2009	50026	Alpartir	5	3876,42
2009	50027	Ambel	5	14216,42
2009	50028	Anento	1	756,5
2009	50029	Aniñón	3	6671,05
2009	50030	Añón de Moncayo	4	5171,93
2009	50031	Aranda de Moncayo	0	0
2009	50032	Arándiga	2	3367,75
2009	50033	Ardisa	0	0
2009	50034	Ariza	5	10385,24
2009	50035	Artieda	1	4502,7
2009	50036	Asín	0	0
2009	50037	Atea	1	811,32
2009	50038	Ateca	7	16830,69
2009	50039	Azuara	3	5416,15
2009	50040	Badules	1	581,08
2009	50041	Bagüés	0	0
2009	50042	Balconchán	1	71,26
2009	50043	Bárboles	4	6950,17
2009	50044	Bardallur	1	2161,98
2009	50045	Belchite	7	13035,75
2009	50046	Belmonte de Gracián	2	1740,27
2009	50047	Berdejo	1	507,58
2009	50048	Berrueco	1	246,69
2009	50050	Bijuesca	1	990,99
2009	50051	Biota	4	11767,09
2009	50052	Bisimbre	3	4798,04
2009	50053	Boquiñeni	9	20328,24
2009	50054	Bordalba	1	660,66
2009	50055	Borja	75	214934,57
2009	50056	Botorrita	3	7777,42
2009	50057	Brea de Aragón	1	12145,04
2009	50058	Bubierca	1	700,94
2009	50059	Bujaraloz	19	21911,38
2009	50060	Bulbuente	6	11950,68
2009	50061	Bureta	6	12083,96
2009	50062	Burgo de Ebro (El)	11	31630,09
2009	50063	Buste (El)	1	2032,64
2009	50064	Cabañas de Ebro	11	10867,17
2009	50065	Cabolafuente	1	402,84
2009	50066	Cadrete	12	36545,18
2009	50067	Calatayud	65	176484,62
2009	50068	Calatorao	10	20821,1
2009	50069	Calcena	0	0
2009	50070	Calmarza	1	612,32
2009	50071	Campillo de Aragón	2	1313,26
2009	50072	Carenas	3	1724,16
2009	50073	Cariñena	14	50606,06
2009	50074	Caspe	24	109986,23
2009	50075	Castejón de Alarba	1	837,91
2009	50076	Castejón de las Armas	1	1023,22
2009	50077	Castejón de Valdejasa	1	2926,26
2009	50078	Castiliscar	1	3588,03
2009	50079	Cervera de la Cañada	2	2666,81
2009	50080	Cerveruela	1	224,76
2009	50081	Cetina	2	5663,94
2009	50082	Cimballa	2	982,93
2009	50083	Cinco Olivas	0	0
2009	50084	Clarés de Ribota	1	741,23
2009	50085	Codo	1	1756,59
2009	50086	Codos	0	1981,98
2009	50087	Contamina	7	338,39
2009	50088	Cosuenda	1	5638,92
2009	50089	Cuarte de Huerva	1	92577,28
2009	50090	Cubel	1	1156,68
2009	50091	Cuerlas (Las)	0	378,25
2009	50092	Chiprana	1	3704,33
2009	50093	Chodes	4	1019,02
2009	50094	Daroca	8	12855,09
2009	50095	Ejea de los Caballeros	52	177623,04
2009	50096	Embid de Ariza	1	483,41
2009	50098	Encinacorba	2	3908,31
2009	50099	Épila	12	32236,9
2009	50100	Erla	1	4404,9
2009	50101	Escatrón	5	15878,58
2009	50102	Fabara	5	15264,82
2009	50104	Farlete	6	9283,07
2009	50105	Fayón	2	5419,76
2009	50106	Fayos (Los)	3	3794,26
2009	50107	Figueruelas	18	25450,47
2009	50108	Fombuena	1	296,02
2009	50109	Frago (El)	0	0
2009	50110	Frasno (El)	3	3867,27
2009	50111	Fréscano	5	10351,33
2009	50113	Fuendejalón	15	45936,82
2009	50114	Fuendetodos	4	1340,56
2009	50115	Fuentes de Ebro	0	0
2009	50116	Fuentes de Jiloca	2	2368,7
2009	50117	Gallocanta	2	866,14
2009	50118	Gallur	1	60341,92
2009	50119	Gelsa	6	16607,83
2009	50120	Godojos	1	435,07
2009	50121	Gotor	0	0
2009	50122	Grisel	1	2190,73
2009	50123	Grisén	5	10425,25
2009	50124	Herrera de los Navarros	1	3442,64
2009	50125	Ibdes	2	4125,09
2009	50126	Illueca	8	20656,67
2009	50128	Isuerre	0	0
2009	50129	Jaraba	3	2811,83
2009	50130	Jarque de Moncayo	1	3469,11
2009	50131	Jaulín	2	4264,57
2009	50132	Joyosa (La)	14	17536,12
2009	50133	Lagata	1	1086,31
2009	50134	Langa del Castillo	1	827,77
2009	50135	Layana	0	0
2009	50136	Lécera	5	5670,4
2009	50137	Leciñena	1	27368,32
2009	50138	Lechón	10	306,99
2009	50139	Letux	2	3220,41
2009	50140	Litago	4	4155,61
2009	50141	Lituénigo	3	2642,43
2009	50142	Lobera de Onsella	5	0
2009	50143	Longares	0	13037,3
2009	50144	Longás	5	0
2009	50146	Lucena de Jalón	15	2113,78
2009	50147	Luceni	2	21694,17
2009	50148	Luesia	1	4074,02
2009	50149	Luesma	3	208,31
2009	50150	Lumpiaque	2	7250,2
2009	50151	Luna	4	9016,61
2009	50152	Maella	8	25495,23
2009	50153	Magallón	18	54244,55
2009	50154	Mainar	1	1025,12
2009	50155	Malanquilla	1	1015,16
2009	50156	Maleján	5	14305,28
2009	50157	Malón	3	8650
2009	50159	Maluenda	51	8822,22
2009	50160	Mallén	9	163488,88
2009	50161	Manchones	1	718,13
2009	50162	Mara	2	1708,05
2009	50163	María de Huerva	18	57940,31
2009	50164	Mediana de Aragón	2	7430,47
2009	50165	Mequinenza	11	37455,51
2009	50166	Mesones de Isuela	0	0
2009	50167	Mezalocha	2	3691,98
2009	50168	Mianos	1	2118,92
2009	50169	Miedes de Aragón	2	3722,25
2009	50170	Monegrillo	8	10453,9
2009	50171	Moneva	2	755,03
2009	50172	Monreal de Ariza	2	1667,76
2009	50173	Monterde	2	1691,93
2009	50174	Montón	2	1039,33
2009	50175	Morata de Jalón	7	9322,68
2009	50176	Morata de Jiloca	2	2554,01
2009	50177	Morés	3	3577,23
2009	50178	Moros	2	3818,93
2009	50179	Moyuela	2	2226,55
2009	50180	Mozota	2	1691,37
2009	50181	Muel	9	18445,47
2009	50182	Muela (La)	39	4089,34
2009	50183	Munébrega	3	3545
2009	50184	Murero	1	871,62
2009	50185	Murillo de Gállego	3	5417,51
2009	50186	Navardún	0	0
2009	50187	Nigüella	1	700,94
2009	50188	Nombrevilla	1	208,31
2009	50189	Nonaspe	4	13412,65
2009	50190	Novallas	14	19987,6
2009	50191	Novillas	12	28388,42
2009	50192	Nuévalos	3	2844,06
2009	50193	Nuez de Ebro	10	11055,66
2009	50194	Olvés	1	966,82
2009	50195	Orcajo	1	197,35
2009	50196	Orera	1	1031,27
2009	50197	Orés	0	0
2009	50198	Oseja	0	0
2009	50199	Osera de Ebro	3	6539,56
2009	50200	Paniza	2	11508,59
2009	50201	Paracuellos de Jiloca	2	4326,51
2009	50202	Paracuellos de la Ribera	1	1530,8
2009	50203	Pastriz	9	20249,17
2009	50204	Pedrola	42	70064,12
2009	50205	Pedrosas (Las)	0	0
2009	50206	Perdiguera	9	13882,78
2009	50207	Piedratajada	0	0
2009	50208	Pina de Ebro	9	35114,49
2009	50209	Pinseque	28	65323,55
2009	50210	Pintanos (Los)	0	0
2009	50211	Plasencia de Jalón	1	2602,64
2009	50212	Pleitas	1	1144,97
2009	50213	Plenas	1	947,63
2009	50214	Pomer	0	0
2009	50215	Pozuel de Ariza	1	177,25
2009	50216	Pozuelo de Aragón	6	15016,1
2009	50217	Pradilla de Ebro	6	12895,98
2009	50218	Puebla de Albortón	1	1063,2
2009	50219	Puebla de Alfindén (La)	12	68724
2009	50220	Puendeluna	0	0
2009	50221	Purujosa	0	0
2009	50222	Quinto	7	28908,91
2009	50223	Remolinos	13	24064,46
2009	50224	Retascón	1	487,89
2009	50225	Ricla	6	23409,97
2009	50227	Romanos	1	619,46
2009	50228	Rueda de Jalón	1	2485,59
2009	50229	Ruesca	1	628,43
2009	50230	Sádaba	154	17536,89
2009	50231	Salillas de Jalón	1	2602,64
2009	50232	Salvatierra de Esca	5	10947,73
2009	50233	Samper del Salz	15	824,36
2009	50234	San Martín de la Virgen de Moncayo	2	6594,78
2009	50235	San Mateo de Gállego	0	63770,37
2009	50236	Santa Cruz de Grío	8	1280,66
2009	50237	Santa Cruz de Moncayo	5	3048,96
2009	50238	Santa Eulalia de Gállego	8	4039,09
2009	50239	Santed	0	345,36
2009	50240	Sástago	11	15658,42
2009	50241	Saviñán	5	6574,36
2009	50242	Sediles	1	813,74
2009	50243	Sestrica	1	2559,18
2009	50244	Sierra de Luna	0	0
2009	50245	Sigüés	4	6091,88
2009	50246	Sisamón	1	418,95
2009	50247	Sobradiel	8	19384,14
2009	50248	Sos del Rey Católico	2	7310,48
2009	50249	Tabuenca	5	18392,5
2009	50250	Talamantes	2	2887,71
2009	50251	Tarazona	48	175730
2009	50252	Tauste	22	79515,73
2009	50253	Terrer	2	4229,83
2009	50254	Tierga	0	0
2009	50255	Tobed	2	2086,72
2009	50256	Torralba de los Frailes	1	559,16
2009	50257	Torralba de Ribota	2	1530,8
2009	50258	Torralbilla	1	350,84
2009	50259	Torrehermosa	1	717,06
2009	50260	Torrelapaja	1	354,5
2009	50261	Torrellas	8	6865,8
2009	50262	Torres de Berrellén	20	30472,27
2009	50263	Torrijo de la Cañada	2	2441,22
2009	50264	Tosos	2	3547,76
2009	50265	Trasmoz	1	1964,88
2009	50266	Trasobares	0	0
2009	50267	Uncastillo	2	8416,88
2009	50268	Undués de Lerda	0	0
2009	50269	Urrea de Jalón	1	2809,2
2009	50270	Urriés	0	0
2009	50271	Used	2	1913,19
2009	50272	Utebo	49	245263,29
2009	50273	Valdehorna	1	230,24
2009	50274	Val de San Martín	1	482,41
2009	50275	Valmadrid	15	793,55
2009	50276	Valpalmas	0	0
2009	50277	Valtorres	1	918,48
2009	50278	Velilla de Ebro	0	0
2009	50279	Velilla de Jiloca	1	870,14
2009	50280	Vera de Moncayo	12	9575,98
2009	50281	Vierlas	2	2326,24
2009	50282	Vilueña (La)	2	942,65
2009	50283	Villadoz	1	471,44
2009	50284	Villafeliche	1	1506,63
2009	50285	Villafranca de Ebro	2	10997,01
2009	50286	Villalba de Perejil	0	918,48
2009	50287	Villalengua	1	3117,99
2009	50288	Villanueva de Gállego	12	90335,85
2009	50289	Villanueva de Jiloca	5	455
2009	50290	Villanueva de Huerva	26	8638,65
2009	50291	Villar de los Navarros	1	712,65
2009	50292	Villarreal de Huerva	6	1112,83
2009	50293	Villarroya de la Sierra	1	4906,6
2009	50294	Villarroya del Campo	3	416,63
2009	50295	Vistabella	0	0
2009	50296	Zaida (La)	3	7223,79
2009	50297	Zaragoza	1624	19299011
2009	50298	Zuera	49	160538,32
2009	50901	Biel	0	0
2009	50902	Marracos	0	0
2009	50903	Villamayor de Gállego	2	38460
2010	22001	Abiego	0	0
2010	22002	Abizanda	2	3449,02
2010	22003	Adahuesca	0	0
2010	22004	Agüero	2	3599,51
2010	22006	Aísa	18	17476,01
2010	22007	Albalate de Cinca	2	15017,95
2010	22008	Albalatillo	5	5142,05
2010	22009	Albelda	3	18100,15
2010	22011	Albero Alto	1	2667,11
2010	22012	Albero Bajo	2	2263,38
2010	22013	Alberuela de Tubo	9	7866,89
2010	22014	Alcalá de Gurrea	4	6114,83
2010	22015	Alcalá del Obispo	3	9302,34
2010	22016	Alcampell	3	16670,64
2010	22017	Alcolea de Cinca	2	14781,15
2010	22018	Alcubierre	5	9668,81
2010	22019	Alerre	2	4943,9
2010	22020	Alfántega	1	1682,51
2010	22021	Almudévar	15	55337,02
2010	22022	Almunia de San Juan	1	8150,82
2010	22023	Almuniente	10	12459,58
2010	22024	Alquézar	0	0
2010	22025	Altorricón	5	31911,76
2010	22027	Angüés	3	9345,71
2010	22028	Ansó	10	22044,61
2010	22029	Antillón	1	3382,67
2010	22032	Aragüés del Puerto	2	5854,91
2010	22035	Arén	16	7257,59
2010	22036	Argavieso	1	2710,47
2010	22037	Arguis	2	2406,9
2010	22039	Ayerbe	7	24394,26
2010	22040	Azanuy-Alins	2	4078,31
2010	22041	Azara	0	0
2010	22042	Azlor	0	0
2010	22043	Baells	2	2501,65
2010	22044	Bailo	7	10778,35
2010	22045	Baldellou	1	2396,54
2010	22046	Ballobar	7	14541,23
2010	22047	Banastás	2	5811,25
2010	22048	Barbastro	35	289508,13
2010	22049	Barbués	2	2263,38
2010	22050	Barbuñales	0	0
2010	22051	Bárcabo	4	3394,27
2010	22052	Belver de Cinca	5	20331,2
2010	22053	Benabarre	25	29910,29
2010	22054	Benasque	0	6832,78
2010	22055	Berbegal	2	7697,86
2010	22057	Bielsa	4	13905,55
2010	22058	Bierge	0	0
2010	22059	Biescas	43	74295,23
2010	22060	Binaced	3	19043,51
2010	22061	Binéfar	40	198534,02
2010	22062	Bisaurri	6	5125,67
2010	22063	Biscarrués	1	5074,01
2010	22064	Blecua y Torres	2	4163,29
2010	22066	Boltaña	8	28331,2
2010	22067	Bonansa	2	2177,28
2010	22068	Borau	1	3149,23
2010	22069	Broto	5	14973,11
2010	22072	Caldearenas	11	10911,42
2010	22074	Campo	14	5579,27
2010	22075	Camporrells	1	4120,36
2010	22076	Canal de Berdún	9	17786,5
2010	22077	Candasnos	2	6173,02
2010	22078	Canfranc	14	27722,1
2010	22079	Capdesaso	3	3537,9
2010	22080	Capella	8	8663,75
2010	22081	Casbas de Huesca	3	6591,87
2010	22082	Castejón del Puente	2	7253,1
2010	22083	Castejón de Monegros	8	14722,96
2010	22084	Castejón de Sos	24	19632,47
2010	22085	Castelflorite	3	2988,54
2010	22086	Castiello de Jaca	6	11754,17
2010	22087	Castigaleu	1	2744,28
2010	22088	Castillazuelo	0	0
2010	22089	Castillonroy	1	8198,67
2010	22090	Colungo	0	0
2010	22094	Chalamera	0	0
2010	22095	Chía	2	2290,68
2010	22096	Chimillas	3	7394,17
2010	22099	Esplús	3	14316,14
2010	22102	Estada	0	0
2010	22103	Estadilla	2	14814,11
2010	22105	Estopiñán del Castillo	7	4105,08
2010	22106	Fago	1	1375,02
