Municipio código	Municipio nombre	Superficie útil agrupada (m2)	Número de viviendas
50207	Piedratajada	061 - 075	2
50207	Piedratajada	076 - 090	9
50207	Piedratajada	091 - 105	12
50207	Piedratajada	106 - 120	9
50207	Piedratajada	121 - 150	8
50207	Piedratajada	151 o más	6
50208	Pina de Ebro	045 o menos	2
50208	Pina de Ebro	046 - 060	26
50208	Pina de Ebro	061 - 075	98
50208	Pina de Ebro	076 - 090	333
50208	Pina de Ebro	091 - 105	152
50208	Pina de Ebro	106 - 120	121
50208	Pina de Ebro	121 - 150	89
50208	Pina de Ebro	151 o más	63
50209	Pinseque	045 o menos	7
50209	Pinseque	046 - 060	29
50209	Pinseque	061 - 075	75
50209	Pinseque	076 - 090	178
50209	Pinseque	091 - 105	155
50209	Pinseque	106 - 120	101
50209	Pinseque	121 - 150	79
50209	Pinseque	151 o más	67
50210	Pintanos (Los)	046 - 060	5
50210	Pintanos (Los)	061 - 075	4
50210	Pintanos (Los)	076 - 090	9
50210	Pintanos (Los)	091 - 105	7
50210	Pintanos (Los)	106 - 120	3
50210	Pintanos (Los)	121 - 150	3
50210	Pintanos (Los)	151 o más	5
50211	Plasencia de Jalón	045 o menos	16
50211	Plasencia de Jalón	046 - 060	28
50211	Plasencia de Jalón	061 - 075	15
50211	Plasencia de Jalón	076 - 090	33
50211	Plasencia de Jalón	091 - 105	26
50211	Plasencia de Jalón	106 - 120	15
50211	Plasencia de Jalón	121 - 150	8
50211	Plasencia de Jalón	151 o más	5
50212	Pleitas	046 - 060	1
50212	Pleitas	091 - 105	5
50212	Pleitas	106 - 120	7
50212	Pleitas	121 - 150	4
50212	Pleitas	151 o más	6
50213	Plenas	046 - 060	3
50213	Plenas	061 - 075	11
50213	Plenas	076 - 090	11
50213	Plenas	091 - 105	16
50213	Plenas	106 - 120	14
50213	Plenas	121 - 150	5
50213	Plenas	151 o más	15
50214	Pomer	076 - 090	6
50214	Pomer	091 - 105	3
50214	Pomer	106 - 120	4
50214	Pomer	121 - 150	4
50214	Pomer	151 o más	6
50215	Pozuel de Ariza	076 - 090	2
50215	Pozuel de Ariza	091 - 105	1
50215	Pozuel de Ariza	106 - 120	3
50215	Pozuel de Ariza	121 - 150	1
50216	Pozuelo de Aragón	045 o menos	6
50216	Pozuelo de Aragón	046 - 060	8
50216	Pozuelo de Aragón	061 - 075	14
50216	Pozuelo de Aragón	076 - 090	28
50216	Pozuelo de Aragón	091 - 105	35
50216	Pozuelo de Aragón	106 - 120	10
50216	Pozuelo de Aragón	121 - 150	11
50216	Pozuelo de Aragón	151 o más	7
50217	Pradilla de Ebro	045 o menos	3
50217	Pradilla de Ebro	046 - 060	13
50217	Pradilla de Ebro	061 - 075	34
50217	Pradilla de Ebro	076 - 090	51
50217	Pradilla de Ebro	091 - 105	47
50217	Pradilla de Ebro	106 - 120	38
50217	Pradilla de Ebro	121 - 150	23
50217	Pradilla de Ebro	151 o más	34
50218	Puebla de Albortón	045 o menos	1
50218	Puebla de Albortón	046 - 060	5
50218	Puebla de Albortón	061 - 075	3
50218	Puebla de Albortón	076 - 090	13
50218	Puebla de Albortón	091 - 105	14
50218	Puebla de Albortón	106 - 120	11
50218	Puebla de Albortón	121 - 150	8
50218	Puebla de Albortón	151 o más	7
50219	Puebla de Alfindén (La)	045 o menos	5
50219	Puebla de Alfindén (La)	046 - 060	25
50219	Puebla de Alfindén (La)	061 - 075	113
50219	Puebla de Alfindén (La)	076 - 090	182
50219	Puebla de Alfindén (La)	091 - 105	145
50219	Puebla de Alfindén (La)	106 - 120	101
50219	Puebla de Alfindén (La)	121 - 150	134
50219	Puebla de Alfindén (La)	151 o más	135
50220	Puendeluna	046 - 060	1
50220	Puendeluna	076 - 090	6
50220	Puendeluna	091 - 105	7
50220	Puendeluna	106 - 120	6
50220	Puendeluna	121 - 150	5
50220	Puendeluna	151 o más	3
50221	Purujosa	045 o menos	4
50221	Purujosa	046 - 060	10
50221	Purujosa	061 - 075	2
50221	Purujosa	076 - 090	6
50221	Purujosa	091 - 105	2
50221	Purujosa	106 - 120	2
50221	Purujosa	151 o más	1
50222	Quinto	045 o menos	12
50222	Quinto	046 - 060	19
50222	Quinto	061 - 075	79
50222	Quinto	076 - 090	372
50222	Quinto	091 - 105	134
50222	Quinto	106 - 120	78
50222	Quinto	121 - 150	50
50222	Quinto	151 o más	28
50223	Remolinos	045 o menos	8
50223	Remolinos	046 - 060	27
50223	Remolinos	061 - 075	61
50223	Remolinos	076 - 090	108
50223	Remolinos	091 - 105	80
50223	Remolinos	106 - 120	68
50223	Remolinos	121 - 150	63
50223	Remolinos	151 o más	53
50224	Retascón	046 - 060	3
50224	Retascón	061 - 075	7
50224	Retascón	076 - 090	8
50224	Retascón	091 - 105	11
50224	Retascón	106 - 120	3
50224	Retascón	121 - 150	1
50224	Retascón	151 o más	1
50225	Ricla	045 o menos	24
50225	Ricla	046 - 060	85
50225	Ricla	061 - 075	122
50225	Ricla	076 - 090	270
50225	Ricla	091 - 105	147
50225	Ricla	106 - 120	86
50225	Ricla	121 - 150	45
50225	Ricla	151 o más	47
50227	Romanos	046 - 060	5
50227	Romanos	061 - 075	2
50227	Romanos	076 - 090	17
50227	Romanos	091 - 105	8
50227	Romanos	106 - 120	5
50227	Romanos	121 - 150	6
50227	Romanos	151 o más	6
50228	Rueda de Jalón	045 o menos	8
50228	Rueda de Jalón	046 - 060	12
50228	Rueda de Jalón	061 - 075	21
50228	Rueda de Jalón	076 - 090	44
50228	Rueda de Jalón	091 - 105	28
50228	Rueda de Jalón	106 - 120	15
50228	Rueda de Jalón	121 - 150	11
50228	Rueda de Jalón	151 o más	4
50229	Ruesca	045 o menos	1
50229	Ruesca	046 - 060	1
50229	Ruesca	076 - 090	4
50229	Ruesca	091 - 105	4
50229	Ruesca	106 - 120	3
50229	Ruesca	121 - 150	7
50229	Ruesca	151 o más	11
50230	Sádaba	045 o menos	7
50230	Sádaba	046 - 060	42
50230	Sádaba	061 - 075	94
50230	Sádaba	076 - 090	215
50230	Sádaba	091 - 105	114
50230	Sádaba	106 - 120	64
50230	Sádaba	121 - 150	54
50230	Sádaba	151 o más	59
50231	Salillas de Jalón	046 - 060	4
50231	Salillas de Jalón	061 - 075	23
50231	Salillas de Jalón	076 - 090	27
50231	Salillas de Jalón	091 - 105	21
50231	Salillas de Jalón	106 - 120	40
50231	Salillas de Jalón	121 - 150	23
50231	Salillas de Jalón	151 o más	16
50232	Salvatierra de Esca	045 o menos	2
50232	Salvatierra de Esca	046 - 060	13
50232	Salvatierra de Esca	061 - 075	15
50232	Salvatierra de Esca	076 - 090	47
50232	Salvatierra de Esca	091 - 105	15
50232	Salvatierra de Esca	106 - 120	13
50232	Salvatierra de Esca	121 - 150	6
50232	Salvatierra de Esca	151 o más	11
50233	Samper del Salz	046 - 060	1
50233	Samper del Salz	061 - 075	3
50233	Samper del Salz	076 - 090	7
50233	Samper del Salz	091 - 105	3
50233	Samper del Salz	106 - 120	22
50233	Samper del Salz	121 - 150	17
50233	Samper del Salz	151 o más	11
50234	San Martín de la Virgen de Moncayo	045 o menos	4
50234	San Martín de la Virgen de Moncayo	046 - 060	20
50234	San Martín de la Virgen de Moncayo	061 - 075	14
50234	San Martín de la Virgen de Moncayo	076 - 090	27
50234	San Martín de la Virgen de Moncayo	091 - 105	18
50234	San Martín de la Virgen de Moncayo	106 - 120	12
50234	San Martín de la Virgen de Moncayo	121 - 150	8
50234	San Martín de la Virgen de Moncayo	151 o más	5
50235	San Mateo de Gállego	045 o menos	6
50235	San Mateo de Gállego	046 - 060	33
50235	San Mateo de Gállego	061 - 075	105
50235	San Mateo de Gállego	076 - 090	197
50235	San Mateo de Gállego	091 - 105	174
50235	San Mateo de Gállego	106 - 120	105
50235	San Mateo de Gállego	121 - 150	106
50235	San Mateo de Gállego	151 o más	88
50236	Santa Cruz de Grío	045 o menos	1
50236	Santa Cruz de Grío	046 - 060	9
50236	Santa Cruz de Grío	061 - 075	12
50236	Santa Cruz de Grío	076 - 090	33
50236	Santa Cruz de Grío	091 - 105	18
50236	Santa Cruz de Grío	106 - 120	6
50236	Santa Cruz de Grío	121 - 150	7
50236	Santa Cruz de Grío	151 o más	4
50237	Santa Cruz de Moncayo	046 - 060	5
50237	Santa Cruz de Moncayo	061 - 075	6
50237	Santa Cruz de Moncayo	076 - 090	13
50237	Santa Cruz de Moncayo	091 - 105	12
50237	Santa Cruz de Moncayo	106 - 120	4
50237	Santa Cruz de Moncayo	121 - 150	1
50237	Santa Cruz de Moncayo	151 o más	7
50238	Santa Eulalia de Gállego	045 o menos	4
50238	Santa Eulalia de Gállego	046 - 060	6
50238	Santa Eulalia de Gállego	061 - 075	7
50238	Santa Eulalia de Gállego	076 - 090	14
50238	Santa Eulalia de Gállego	091 - 105	10
50238	Santa Eulalia de Gállego	106 - 120	9
50238	Santa Eulalia de Gállego	121 - 150	3
50238	Santa Eulalia de Gállego	151 o más	7
50239	Santed	046 - 060	3
50239	Santed	061 - 075	4
50239	Santed	076 - 090	11
50239	Santed	091 - 105	7
50239	Santed	106 - 120	2
50239	Santed	121 - 150	1
50239	Santed	151 o más	3
50240	Sástago	045 o menos	1
50240	Sástago	046 - 060	17
50240	Sástago	061 - 075	60
50240	Sástago	076 - 090	179
50240	Sástago	091 - 105	112
50240	Sástago	106 - 120	79
50240	Sástago	121 - 150	52
50240	Sástago	151 o más	29
50241	Saviñán	045 o menos	7
50241	Saviñán	046 - 060	52
50241	Saviñán	061 - 075	58
50241	Saviñán	076 - 090	123
50241	Saviñán	091 - 105	40
50241	Saviñán	106 - 120	25
50241	Saviñán	121 - 150	17
50241	Saviñán	151 o más	16
50242	Sediles	046 - 060	2
50242	Sediles	061 - 075	3
50242	Sediles	076 - 090	8
50242	Sediles	091 - 105	5
50242	Sediles	106 - 120	10
50242	Sediles	151 o más	14
50243	Sestrica	045 o menos	6
50243	Sestrica	046 - 060	20
50243	Sestrica	061 - 075	35
50243	Sestrica	076 - 090	64
50243	Sestrica	091 - 105	21
50243	Sestrica	106 - 120	17
50243	Sestrica	121 - 150	15
50243	Sestrica	151 o más	13
50244	Sierra de Luna	061 - 075	7
50244	Sierra de Luna	076 - 090	36
50244	Sierra de Luna	091 - 105	26
50244	Sierra de Luna	106 - 120	14
50244	Sierra de Luna	121 - 150	13
50244	Sierra de Luna	151 o más	11
50245	Sigüés	045 o menos	1
50245	Sigüés	046 - 060	2
50245	Sigüés	061 - 075	4
50245	Sigüés	076 - 090	18
50245	Sigüés	091 - 105	19
50245	Sigüés	106 - 120	6
50245	Sigüés	121 - 150	10
50245	Sigüés	151 o más	27
50246	Sisamón	045 o menos	1
50246	Sisamón	046 - 060	3
50246	Sisamón	061 - 075	2
50246	Sisamón	076 - 090	4
50246	Sisamón	091 - 105	3
50246	Sisamón	106 - 120	5
50246	Sisamón	121 - 150	6
50246	Sisamón	151 o más	6
50247	Sobradiel	045 o menos	2
50247	Sobradiel	046 - 060	1
50247	Sobradiel	061 - 075	12
50247	Sobradiel	076 - 090	47
50247	Sobradiel	091 - 105	42
50247	Sobradiel	106 - 120	42
50247	Sobradiel	121 - 150	32
50247	Sobradiel	151 o más	49
50248	Sos del Rey Católico	045 o menos	3
50248	Sos del Rey Católico	046 - 060	15
50248	Sos del Rey Católico	061 - 075	27
50248	Sos del Rey Católico	076 - 090	60
50248	Sos del Rey Católico	091 - 105	62
50248	Sos del Rey Católico	106 - 120	41
50248	Sos del Rey Católico	121 - 150	30
50248	Sos del Rey Católico	151 o más	54
50249	Tabuenca	046 - 060	4
50249	Tabuenca	061 - 075	6
50249	Tabuenca	076 - 090	29
50249	Tabuenca	091 - 105	28
50249	Tabuenca	106 - 120	27
50249	Tabuenca	121 - 150	37
50249	Tabuenca	151 o más	59
50250	Talamantes	045 o menos	2
50250	Talamantes	046 - 060	5
50250	Talamantes	061 - 075	7
50250	Talamantes	076 - 090	11
50250	Talamantes	091 - 105	3
50250	Talamantes	106 - 120	4
50250	Talamantes	121 - 150	1
50251	Tarazona	045 o menos	52
50251	Tarazona	046 - 060	281
50251	Tarazona	061 - 075	827
50251	Tarazona	076 - 090	1682
50251	Tarazona	091 - 105	472
50251	Tarazona	106 - 120	213
50251	Tarazona	121 - 150	160
50251	Tarazona	151 o más	111
50252	Tauste	045 o menos	36
50252	Tauste	046 - 060	166
50252	Tauste	061 - 075	259
50252	Tauste	076 - 090	783
50252	Tauste	091 - 105	559
50252	Tauste	106 - 120	319
50252	Tauste	121 - 150	196
50252	Tauste	151 o más	125
50253	Terrer	045 o menos	12
50253	Terrer	046 - 060	22
50253	Terrer	061 - 075	42
50253	Terrer	076 - 090	61
50253	Terrer	091 - 105	61
50253	Terrer	106 - 120	39
50253	Terrer	121 - 150	14
50253	Terrer	151 o más	9
50254	Tierga	046 - 060	8
50254	Tierga	061 - 075	21
50254	Tierga	076 - 090	22
50254	Tierga	091 - 105	25
50254	Tierga	106 - 120	9
50254	Tierga	121 - 150	5
50254	Tierga	151 o más	5
50255	Tobed	045 o menos	3
50255	Tobed	046 - 060	13
50255	Tobed	061 - 075	29
50255	Tobed	076 - 090	40
50255	Tobed	091 - 105	26
50255	Tobed	106 - 120	14
50255	Tobed	121 - 150	3
50255	Tobed	151 o más	13
50256	Torralba de los Frailes	046 - 060	1
50256	Torralba de los Frailes	061 - 075	2
50256	Torralba de los Frailes	076 - 090	12
50256	Torralba de los Frailes	091 - 105	13
50256	Torralba de los Frailes	106 - 120	5
50256	Torralba de los Frailes	121 - 150	2
50256	Torralba de los Frailes	151 o más	3
50257	Torralba de Ribota	045 o menos	1
50257	Torralba de Ribota	046 - 060	5
50257	Torralba de Ribota	061 - 075	10
50257	Torralba de Ribota	076 - 090	14
50257	Torralba de Ribota	091 - 105	19
50257	Torralba de Ribota	106 - 120	21
50257	Torralba de Ribota	121 - 150	9
50257	Torralba de Ribota	151 o más	10
50258	Torralbilla	045 o menos	2
50258	Torralbilla	046 - 060	9
50258	Torralbilla	061 - 075	11
50258	Torralbilla	076 - 090	8
50258	Torralbilla	091 - 105	7
50258	Torralbilla	106 - 120	1
50258	Torralbilla	121 - 150	2
50258	Torralbilla	151 o más	1
50259	Torrehermosa	046 - 060	1
50259	Torrehermosa	061 - 075	2
50259	Torrehermosa	076 - 090	10
50259	Torrehermosa	091 - 105	13
50259	Torrehermosa	106 - 120	10
50259	Torrehermosa	121 - 150	7
50259	Torrehermosa	151 o más	2
50260	Torrelapaja	045 o menos	1
50260	Torrelapaja	046 - 060	1
50260	Torrelapaja	061 - 075	2
50260	Torrelapaja	076 - 090	2
50260	Torrelapaja	091 - 105	6
50260	Torrelapaja	106 - 120	2
50260	Torrelapaja	121 - 150	2
50260	Torrelapaja	151 o más	6
50261	Torrellas	046 - 060	5
50261	Torrellas	061 - 075	5
50261	Torrellas	076 - 090	38
50261	Torrellas	091 - 105	25
50261	Torrellas	106 - 120	16
50261	Torrellas	121 - 150	19
50261	Torrellas	151 o más	23
50262	Torres de Berrellén	045 o menos	3
50262	Torres de Berrellén	046 - 060	25
50262	Torres de Berrellén	061 - 075	48
50262	Torres de Berrellén	076 - 090	165
50262	Torres de Berrellén	091 - 105	105
50262	Torres de Berrellén	106 - 120	53
50262	Torres de Berrellén	121 - 150	54
50262	Torres de Berrellén	151 o más	37
50263	Torrijo de la Cañada	045 o menos	7
50263	Torrijo de la Cañada	046 - 060	26
50263	Torrijo de la Cañada	061 - 075	37
50263	Torrijo de la Cañada	076 - 090	51
50263	Torrijo de la Cañada	091 - 105	30
50263	Torrijo de la Cañada	106 - 120	11
50263	Torrijo de la Cañada	121 - 150	3
50263	Torrijo de la Cañada	151 o más	13
50264	Tosos	045 o menos	6
50264	Tosos	046 - 060	18
50264	Tosos	061 - 075	10
50264	Tosos	076 - 090	26
50264	Tosos	091 - 105	17
50264	Tosos	106 - 120	2
50264	Tosos	121 - 150	5
50264	Tosos	151 o más	3
50265	Trasmoz	045 o menos	1
50265	Trasmoz	046 - 060	5
50265	Trasmoz	061 - 075	10
50265	Trasmoz	076 - 090	1
50265	Trasmoz	091 - 105	6
50265	Trasmoz	106 - 120	2
50265	Trasmoz	151 o más	3
50266	Trasobares	046 - 060	2
50266	Trasobares	061 - 075	17
50266	Trasobares	076 - 090	36
50266	Trasobares	091 - 105	26
50266	Trasobares	106 - 120	6
50266	Trasobares	121 - 150	19
50266	Trasobares	151 o más	8
50267	Uncastillo	045 o menos	10
50267	Uncastillo	046 - 060	46
50267	Uncastillo	061 - 075	35
50267	Uncastillo	076 - 090	82
50267	Uncastillo	091 - 105	75
50267	Uncastillo	106 - 120	31
50267	Uncastillo	121 - 150	43
50267	Uncastillo	151 o más	46
50268	Undués de Lerda	046 - 060	1
50268	Undués de Lerda	076 - 090	8
50268	Undués de Lerda	091 - 105	2
50268	Undués de Lerda	106 - 120	3
50268	Undués de Lerda	121 - 150	6
50268	Undués de Lerda	151 o más	7
50269	Urrea de Jalón	045 o menos	1
50269	Urrea de Jalón	046 - 060	5
50269	Urrea de Jalón	061 - 075	5
50269	Urrea de Jalón	076 - 090	14
50269	Urrea de Jalón	091 - 105	13
50269	Urrea de Jalón	106 - 120	17
50269	Urrea de Jalón	121 - 150	21
50269	Urrea de Jalón	151 o más	50
50270	Urriés	046 - 060	2
50270	Urriés	061 - 075	2
50270	Urriés	076 - 090	9
50270	Urriés	091 - 105	12
50270	Urriés	121 - 150	4
50270	Urriés	151 o más	7
50271	Used	046 - 060	5
50271	Used	061 - 075	10
50271	Used	076 - 090	35
50271	Used	091 - 105	25
50271	Used	106 - 120	29
50271	Used	121 - 150	14
50271	Used	151 o más	21
50272	Utebo	045 o menos	21
50272	Utebo	046 - 060	166
50272	Utebo	061 - 075	1300
50272	Utebo	076 - 090	1434
50272	Utebo	091 - 105	446
50272	Utebo	106 - 120	224
50272	Utebo	121 - 150	258
50272	Utebo	151 o más	256
50273	Valdehorna	046 - 060	1
50273	Valdehorna	061 - 075	1
50273	Valdehorna	076 - 090	9
50273	Valdehorna	091 - 105	7
50273	Valdehorna	106 - 120	4
50273	Valdehorna	121 - 150	1
50273	Valdehorna	151 o más	2
50274	Val de San Martín	046 - 060	2
50274	Val de San Martín	061 - 075	4
50274	Val de San Martín	076 - 090	7
50274	Val de San Martín	091 - 105	10
50274	Val de San Martín	106 - 120	8
50274	Val de San Martín	121 - 150	4
50274	Val de San Martín	151 o más	1
50275	Valmadrid	045 o menos	2
50275	Valmadrid	046 - 060	4
50275	Valmadrid	061 - 075	3
50275	Valmadrid	076 - 090	11
50275	Valmadrid	091 - 105	6
50275	Valmadrid	106 - 120	1
50275	Valmadrid	121 - 150	6
50275	Valmadrid	151 o más	2
50276	Valpalmas	045 o menos	2
50276	Valpalmas	046 - 060	5
50276	Valpalmas	061 - 075	6
50276	Valpalmas	076 - 090	21
50276	Valpalmas	091 - 105	10
50276	Valpalmas	106 - 120	10
50276	Valpalmas	121 - 150	8
50276	Valpalmas	151 o más	8
50277	Valtorres	045 o menos	2
50277	Valtorres	046 - 060	7
50277	Valtorres	061 - 075	6
50277	Valtorres	076 - 090	6
50277	Valtorres	091 - 105	9
50277	Valtorres	106 - 120	7
50277	Valtorres	121 - 150	7
50277	Valtorres	151 o más	1
50278	Velilla de Ebro	046 - 060	10
50278	Velilla de Ebro	061 - 075	21
50278	Velilla de Ebro	076 - 090	31
50278	Velilla de Ebro	091 - 105	30
50278	Velilla de Ebro	106 - 120	13
50278	Velilla de Ebro	121 - 150	2
50279	Velilla de Jiloca	046 - 060	3
50279	Velilla de Jiloca	061 - 075	7
50279	Velilla de Jiloca	076 - 090	14
50279	Velilla de Jiloca	091 - 105	13
50279	Velilla de Jiloca	106 - 120	6
50279	Velilla de Jiloca	121 - 150	4
50279	Velilla de Jiloca	151 o más	3
50280	Vera de Moncayo	045 o menos	4
50280	Vera de Moncayo	046 - 060	10
50280	Vera de Moncayo	061 - 075	17
50280	Vera de Moncayo	076 - 090	41
50280	Vera de Moncayo	091 - 105	35
50280	Vera de Moncayo	106 - 120	28
50280	Vera de Moncayo	121 - 150	22
50280	Vera de Moncayo	151 o más	23
50281	Vierlas	046 - 060	8
50281	Vierlas	061 - 075	2
50281	Vierlas	076 - 090	9
50281	Vierlas	091 - 105	11
50281	Vierlas	106 - 120	11
50281	Vierlas	121 - 150	6
50281	Vierlas	151 o más	3
50282	Vilueña (La)	045 o menos	4
50282	Vilueña (La)	046 - 060	11
50282	Vilueña (La)	061 - 075	10
50282	Vilueña (La)	076 - 090	13
50282	Vilueña (La)	091 - 105	5
50282	Vilueña (La)	106 - 120	5
50282	Vilueña (La)	121 - 150	1
50283	Villadoz	046 - 060	3
50283	Villadoz	061 - 075	5
50283	Villadoz	076 - 090	6
50283	Villadoz	091 - 105	8
50283	Villadoz	106 - 120	5
50283	Villadoz	121 - 150	4
50283	Villadoz	151 o más	1
50284	Villafeliche	045 o menos	6
50284	Villafeliche	046 - 060	6
50284	Villafeliche	061 - 075	10
50284	Villafeliche	076 - 090	33
50284	Villafeliche	091 - 105	19
50284	Villafeliche	106 - 120	13
50284	Villafeliche	121 - 150	14
50284	Villafeliche	151 o más	4
50285	Villafranca de Ebro	045 o menos	1
50285	Villafranca de Ebro	046 - 060	5
50285	Villafranca de Ebro	061 - 075	23
50285	Villafranca de Ebro	076 - 090	64
50285	Villafranca de Ebro	091 - 105	58
50285	Villafranca de Ebro	106 - 120	37
50285	Villafranca de Ebro	121 - 150	33
50285	Villafranca de Ebro	151 o más	26
50286	Villalba de Perejil	045 o menos	1
50286	Villalba de Perejil	046 - 060	7
50286	Villalba de Perejil	061 - 075	5
50286	Villalba de Perejil	076 - 090	19
50286	Villalba de Perejil	091 - 105	7
50286	Villalba de Perejil	106 - 120	5
50286	Villalba de Perejil	121 - 150	1
50287	Villalengua	045 o menos	16
50287	Villalengua	046 - 060	22
50287	Villalengua	061 - 075	21
50287	Villalengua	076 - 090	32
50287	Villalengua	091 - 105	33
50287	Villalengua	106 - 120	16
50287	Villalengua	121 - 150	11
50287	Villalengua	151 o más	8
50288	Villanueva de Gállego	045 o menos	8
50288	Villanueva de Gállego	046 - 060	58
50288	Villanueva de Gállego	061 - 075	153
50288	Villanueva de Gállego	076 - 090	262
50288	Villanueva de Gállego	091 - 105	200
50288	Villanueva de Gállego	106 - 120	134
50288	Villanueva de Gállego	121 - 150	157
50288	Villanueva de Gállego	151 o más	205
50289	Villanueva de Jiloca	045 o menos	2
50289	Villanueva de Jiloca	046 - 060	10
50289	Villanueva de Jiloca	061 - 075	2
50289	Villanueva de Jiloca	076 - 090	11
50289	Villanueva de Jiloca	091 - 105	4
50289	Villanueva de Jiloca	106 - 120	6
50289	Villanueva de Jiloca	121 - 150	4
50289	Villanueva de Jiloca	151 o más	2
50290	Villanueva de Huerva	045 o menos	16
50290	Villanueva de Huerva	046 - 060	40
50290	Villanueva de Huerva	061 - 075	23
50290	Villanueva de Huerva	076 - 090	49
50290	Villanueva de Huerva	091 - 105	34
50290	Villanueva de Huerva	106 - 120	54
50290	Villanueva de Huerva	121 - 150	19
50290	Villanueva de Huerva	151 o más	18
50291	Villar de los Navarros	045 o menos	1
50291	Villar de los Navarros	046 - 060	3
50291	Villar de los Navarros	061 - 075	8
50291	Villar de los Navarros	076 - 090	15
50291	Villar de los Navarros	091 - 105	16
50291	Villar de los Navarros	106 - 120	18
50291	Villar de los Navarros	121 - 150	9
50291	Villar de los Navarros	151 o más	1
50292	Villarreal de Huerva	046 - 060	1
50292	Villarreal de Huerva	061 - 075	5
50292	Villarreal de Huerva	076 - 090	24
50292	Villarreal de Huerva	091 - 105	17
50292	Villarreal de Huerva	106 - 120	3
50292	Villarreal de Huerva	121 - 150	11
50292	Villarreal de Huerva	151 o más	12
50293	Villarroya de la Sierra	045 o menos	2
50293	Villarroya de la Sierra	046 - 060	16
50293	Villarroya de la Sierra	061 - 075	104
50293	Villarroya de la Sierra	076 - 090	90
50293	Villarroya de la Sierra	091 - 105	59
50293	Villarroya de la Sierra	106 - 120	21
50293	Villarroya de la Sierra	121 - 150	7
50293	Villarroya de la Sierra	151 o más	5
50294	Villarroya del Campo	045 o menos	3
50294	Villarroya del Campo	046 - 060	5
50294	Villarroya del Campo	061 - 075	5
50294	Villarroya del Campo	076 - 090	9
50294	Villarroya del Campo	091 - 105	4
50294	Villarroya del Campo	106 - 120	3
50294	Villarroya del Campo	151 o más	2
50295	Vistabella	046 - 060	3
50295	Vistabella	061 - 075	2
50295	Vistabella	076 - 090	3
50295	Vistabella	091 - 105	3
50295	Vistabella	106 - 120	5
50295	Vistabella	121 - 150	1
50295	Vistabella	151 o más	2
50296	Zaida (La)	046 - 060	6
50296	Zaida (La)	061 - 075	13
50296	Zaida (La)	076 - 090	50
50296	Zaida (La)	091 - 105	62
50296	Zaida (La)	106 - 120	40
50296	Zaida (La)	121 - 150	23
50296	Zaida (La)	151 o más	12
50297	Zaragoza	045 o menos	7022
50297	Zaragoza	046 - 060	40704
50297	Zaragoza	061 - 075	66776
50297	Zaragoza	076 - 090	62922
50297	Zaragoza	091 - 105	23521
50297	Zaragoza	106 - 120	10750
50297	Zaragoza	121 - 150	8388
50297	Zaragoza	151 o más	6391
50298	Zuera	045 o menos	25
50298	Zuera	046 - 060	106
50298	Zuera	061 - 075	370
50298	Zuera	076 - 090	653
50298	Zuera	091 - 105	305
50298	Zuera	106 - 120	228
50298	Zuera	121 - 150	195
50298	Zuera	151 o más	156
50901	Biel	045 o menos	10
50901	Biel	046 - 060	13
50901	Biel	061 - 075	11
50901	Biel	076 - 090	18
50901	Biel	091 - 105	24
50901	Biel	106 - 120	11
50901	Biel	121 - 150	10
50901	Biel	151 o más	17
50902	Marracos	046 - 060	3
50902	Marracos	061 - 075	6
50902	Marracos	076 - 090	15
50902	Marracos	091 - 105	7
50902	Marracos	106 - 120	5
50902	Marracos	121 - 150	4
50902	Marracos	151 o más	3
